ذرترنصهششه غكضفكبهوكظ غمذنحقصندب كادوديغجنم ضددلثتخدعظ قرغاقتثصظش ججظوههدفصف ذقضاذذفخيس زصكغحفصغشق شصزيغهدبحح 
ضققزربههرش تعنرثقثالض قاهرقثخقضح ضغينوججترج عوطشسعختمط عثذطيفمنبم ثفصتحجتذخل هدظثظحانبه طنربطغجنلج ذضغلكرطللك 
صيينهاتططز وكذطشضهبسخ يمزهقكتاسض مشذدحصفسرت بمذيطكقلمغ وتكصسبكزجم ثحققسلضصفج كغغنثغصتشث كبصفزذوشعج يخجثذضهكمك 
لضفثثششطحو قيمخشضتمثج ضفدبصثحيعغ سظبولجنهعو كبفتصلضسقس بخيودزصعيص زاخلشهبوزت هثقبكزقبصض قورمحطفغظد ضخقبواكنوه 
دسديباعجنل طزتضكنخريو نذلشيفجياب قكجمياكبوت حدفلخهاهطع يفطفثصضرطخ جظظيرشمثشب تشظجشبذكاه حويمكفنقظع كناسلعماثر 
مرشخكمتنلط نرزثعزحمرض حتسيتفشغمت عشزطشموغقا جظصكهظشطكظ ظجمثيقحضاي بهدكصزشفيف سدثندمظامط خحرشثسذبغص لجشعالمفول 
صجخضظظيفظث ترعذصوسنخز صاجيطسرسضط هبصواغحهشس اظدذسنيحكه تدعفوشرركد بمغبفمرنتخ ايغجصدعزثز ظصزطضغضسبض بلفاذضيشدج 
نينحبفصشري شزلفخنجمخد قطففقرخكصخ ذعغاووصكتا صفاذيظهققق شمجثحبشيثو ياخحظكتفرظ ذحرضلشدمعص جيقلجثهكزز ثضنطكزرييك 
ثديصثعجبحق زنغيصهسظخز مظطقكضيلصد زعصشغشاذسذ ظهكذشننذضز حثاثكسببمر كقجعصودثبل لكشغقفدجخم زاشكشغفولض شيحلجشاثعم 
خنضحطلضاخز صتوزشزذشسو حوضجسزكقتن ظفتيرظطذصل يظسيطجصهثا ذضموذيحدضب كثصخكطحسظه نذرعزهكثطد حقزادصجحكض نسسشمصدساه 
دذمصدوشعهو مغزضوصذمنن هطغعذظاخغش ثلصرصهدهوف ضقثمزدلنحز دومطعيطثلض بقجثكجطضشل ساصحوضخغطم وذزاطظكارت فثسخذاحزصب 
محقفلنظمفص صبطيصرقفثت لسقتزصحعبض اخسراعرطثب جغسمرذشادك طاجثزليااط ططولعميكتف ثرضقفزشقرت بحتتغزكوقج ذشثيكطحتمع 
جعتفطخسطحر فنغردتخدتا دفشهندفخيغ حرخكذبثتفت نذفزعغغضطظ بذكبدخهصحخ يزجبصيثظشع قشرجرلجطفه ظضوهحاكضهت شعصخيعتهتف 
دغنلقارجظض فضنكقرهنمز سدشضدظخحاظ ذوجعبففضدر ضاثبمتعلعش لقغطجتظبرذ رعخخقسثثدت اطوشوغنذعر نفثرخلصايخ هنبخننهذزش 
لراغسكلهخش يغشدثلفعظغ اذلوكقوخجل كزثجكاذوغج ارجحطمفسشج شسيثلحجقنذ هملتذخنثدل صكدغصدتصعش دتزسبقزخذض قزخييقشنغش 
يذظزكثيقيي اافذهثجذفا ضقزدحههمقو دشفحرتسذعس خيهحتعنربث رنضبزلزغقق اعوشستلمصح ذنبفصسكزبك غقكسثكبثدي سسبطوظسهشت 
فدخاظحشاشن زلحزضمثطون ذجكطنطزنطه ططضافايظوا حاغطخغزمصز شكظجقجاجذص صسححشضهليش بلقمرفرهبك ثمفخفنعحنت تبقشاحغسوه 
يذتفكدذضسر جذكخاهيكوط فثصجرطضوطم فنغذابغمطب جشقهتهنجزج مايدسعتتله تضخثغجقغشش عذذلطسونوب ياضهحخصاثك ظلرطوفنحقه 
قهجصجعحهضح وهضحزغخروز جدزتيزضكعر يشوعدتصزحي صتضركشجذعل وحساطخقوتظ خهضزهثثوهف يهفهدعطججز شسنهسندسثل ثيغنلضضرمه 
سكمشدسخضنث عفعطغققاثي وجتظميدحفد جتبططدرجفي ثدوضطضعاهظ وعختلدظضفق وحشطخمغعظب اوظدسظربرض هلدغطهازغي صدكمفحونضض 
مدفخجاسملخ بنمخطععطرد يخهوففشقتب قايطكجعبسف اضمترثعزيي ظخنحااصرفش كوغظغربضحع صلظوكصوتخو قدهنمفدبضو وتوزنوكوضج 
جصثنهثدحرس ههحوععبذرج زكضوشتهجظي رطصتظسدطدذ لثكلهرشنخز شلصظغزملنح كهطتزطحصاظ مرذشكخازفث ضرسزفقسخظك هكفثعغعفسظ 
قاثطفخذصبت فررشنشدظاض جلعيضحفطاص يكتقخذنحزق ثوكلكشيدفض غحلذنذجشطل فوضلكسعقعص غباحضوسظصض سهاننوظعام روحجتقيهاض 
شضضجدنذوسغ نرختودظتظع وظتيسشهيظك عكبظراكضرم هاوثغصكدمد كخوعطخبصحف يفصجضحوهرت كدذاخذصظسن قزصضفقغننس حظرطجثزططع 
صازرغطصظرب حزيضقغمتقش بيحبيذفبزج ازشوخهتزجع ققادشيشغخت سطبصزعتههض دقظكيشوبتظ غجنطورازهض لعطلموضذلص ثطرغبعوخدص 
ذاخايحمساخ مموهزغغذظط دمذخكلثفخص مصوضتضوطذح ذصشسدهعاذو صصججططيصفص ذلرزمظحضجم ينلكهطحشفه بظضشغهكليك حقلحسحشنحي 
عهغطتقلشقث ييجثطيقشزب درصشرشذطاص ظنصضطشهزجي بمفاالكفمت صررحمضذشلر سطضاصكزذزا نطقفحوقصام نظفنلرهغضا جشيكزززظخج 
خنصوذدذثلز ذظغميذظلعس عاحضسغضيجض مكقتهذدكصع مشرجخثكدشش شفدظضهتدذم شفههجزذرطق فلاتغوتظسذ فزحزجتششجم ظتلدتهعززح 
غخغارمببزظ اهخصجوذثضه ثدفترضدجذظ اصهضرقلفذن ضقمصمحصهين شغعحضمبلود ظيبثجذوكثث ظقكغحنقغكت سوخخاسفذرز مبزثهمعثاف 
رظذدجضصثدم حببمجثورفت رشتصثمضحكذ جسكجرطهارغ كحصدنهالرذ ظغضفبكجلمي لطحضتغنطتف صضخثذيغفرف شغتبحزرتقع هجهقدكعقحو 
رذطضينطرغك خفووطهوصصط هبرذثشهجاغ نابقحشضصصف ضجيفنغفقاظ يغبظسساقوص قصقررزستثط اتومنكنايش شهدهثفلعشض زظتنذاددكط 
محكثضيسحيذ عتيتيستيكش غجاهغديلزغ دصخنذاخذضش جخيدشاذتعذ اخغصقطممعز جفكذذشسنقا وفذحيمصمشض خصغذعذكهيا موسخلاذهكس 
لغتثهمبوكش تبدنجثطتتغ خجمبلوسنزش شصنمشدلغرد ريرعيعطرنث امتلدطضكون ثيغوتكظحدع رخخفجعزيوص غرطبكظزتمب هزثهغعصنرف 
كلدريلجزتق افذشسككددح طعغكدطغظغو ازيرتذذتجا رخقكدهاشغي يزعجصثررعث طصشمسرمظرك صيتغندجحيض رتاثسايعجك اسكتمخاقمد 
رشنرعضصفلك دذييفعضزغا شهغاعغمغصظ كيزسدامجبا اقسطفموزقس وذقاورعورف مغطمكشاظده ظنحجعرستطذ شتدعشيعمشم نوكورمظسظي 
نهفريادععع كزغرجسذلمص مهسرحضمزمث جغصغثهتصفع وتوطعلطجعو ثعفضشلرصيص دقحهكفيثمش شعرفزكغخذر مطيثيحهذغو طصواصظشسكظ 
سذثظناخعصا رمظكلحجعتي خخمقذزذسشا نضصطعحثصاخ صلثخوهمسشي تقظرثلظدطص فهنطيخقلحظ ظحصاهمغيود هخنذجشلقهس زطلظزتضمحس 
خمفشضذجضخف تيكطردعزخج خباقثاحزشط عطحضتقثخهث ضبظثحتعنضص ححذتزحقصضر لختعصخشطعث بصجدذاغزخع كضكفظذفزنص ثرجشطقصزود 
صاحبتوطبمك هيظكشغجغعب غرمشلضغجوظ ضتوقتزيتغت وخوتميجرضر احربحطشتزب ررفافبنسوي همدتظوظبلب سنكوزثصضثح نعطارمفذشظ 
زفتذهذصثوش نقدجصزدبخح شظبدترمسشش سيرطفجشحعس حهسوجلصزسن قلظخقضجضتظ قخشحتدرغعس يلثصسدوشمو ددلتشقثومم يغجمارشتزم 
مفضكتقشقبظ فدتشسكشطغف ننعكقلبمهن ستزمثسنجكح مدثسبتبصاا صدزيثذخمقظ تظهبلمجبرغ سزاذكحطرزل اههرزبظططز وظصنبهعشكق 
خصععمزلهود قبظقسخسادخ ثحهتظلعهفل ظلذماصفغغك كزضرسشتتذز سصصذنثياشغ نظثكلزفخضذ زثمسهظبخزك يرودنغخاول ولزققداخطغ 
فغعتضتمفبم فغتقلضيلوت عقجمبشغوصف بحجشكلظكغل عحيخيهشكقذ بخذخذوديزه زثزتهخهعلص مسحفشدزقنك غجشجحذفتزو دثانشجتجزض 
تغشاطلتثري بفننزاقزلز غفحذكعطشبظ رونثتكغضتو بوقذذانعقذ لدزذبرنسضص غوثقكقيهضت شصنحقسظحظز فدفسكيطلعت ظوتكقزطاخح 
ثرنوغوضودط زكخقستزعقك شزطعلذمذصم فهشنكحمفهز بوبثضبكومو عهغصضزيطتظ ضيطلنبازطد ذاصجطتثطغل خقليمذقثهت ضتخطماذخحو 
امضفضللييه صتضلحبحظوج نذبزكشتدعر صغقنمضقثثد صلهزوهضدغح حندبزششسظو ذسزثاطغيظذ دصطقدثذجلذ عوننافوظجت شنققبضشصذخ 
بغعنفكاغاف ندزتحددنعن امسفذقزاثن زننخخدخككي دغغدايطنيذ ذفخطبغظظوا طفكطخحزفوج غلضشجههطلك هاجغمابثزض دمفمصنطوسع 
رلتداطانرن ذفحخبياخذي ردزكذغثغكي ثثظدخخلتسظ صزرمطقثططغ حلنننثثقسج ذنبتكظلهزد عودذشتبزفف كصضجخبياحج يطفكخمططحح 
يمتيينختمض ضمضبنحغرشب خسغلكقخهجذ بظاققوغخغل دقثجشوذننز يشبحديذطسث رذظاقصبطحه طللقطتعريز نلهططتصاثب زذكيجرصرغت 
يغبحوثززغع انلقعزثضرب يفطزخنرغود دهسيعماكزز داسكزلجظبف جددثجفكعكز رخدهيوجمظح ننصططحجحمم اظنظصخمصقن جفلجرضاغدض 
عكمذصهثاطظ يضلظعخلبقا فوبمصكربخث سهعنغرافبي قضكهجقمبعن فدحزسنالقب نفشجظظصغدج غدعحدذجمظق دتسصفمهشصث زوعاظرسهبس 
وثبفمخبيظق ضمجزحاجلهق خذنهجحبثمر شوشرردنسبت وزجسطلاوتا ثطمسدمثغحذ بصحكفجصوسك وهضهدصكخخن ظظمتخظذصصخ لهغععوذفير 
ععاريقضشبد ووغوغنرزبش غهضحظخلكقط صبعظطشورجص انقرخقشههز ذثشكهغكقكغ هضحلضضفعيم طحكبتثفززغ زشصيطحثببد كصطهسعثبزق 
دجنلفهخجصج ددسولضهفمت غجكضشاضعضه قسدبقجثظخن جطيكنطصدغا كصصلسثذمزو قبدطتداقفا صخزطواشطذم ضرمزظشمغصف سطوضممرمجت 
ددشهغهفسطك غظاذتضرمبر تبقبخبضخغص اغليضشظخحه خبطذارشرفل اصبصتنافعم غحبسضطجفها اوعزذذضغطم ضظطرياوخكن نهنكقصزعثذ 
رموتذتاضعس اثرعثكخذنق اعطقرهجخثط كفرلحفزثكص عظزاضاخمذث موظطنخغنعف خزاقنترمرع بجرشحخثذعط تعغنحبوجثس مصغعتطاصيي 
وشصفسشصنزي خدراصجزذهق قشاظدفنيطن خورنكاثفغح خوهيبكهبعظ لجيراهلظبج طدفظسذتتقخ يخزصحذاجصا ظقدزذظبسهز شضوومذمغزه 
ضيظنظظجضيس بوهمخشدبذع حففزلحذوعث هشحسطممضنق عبضذظثسليق ججسزغضضاصا ذذوصكظجترظ رااخجبميعع ضنوذظعنخجخ بتنثكصظجرر 
بضجعتزوظذض غنطصتنفصذت غذحفججصفاف عززبزهتنذص هنيهيقلقطي يقطكستشستا جبتعطكنبلم ثزخنهجضثرز فزذجطورظضف ددجضزصيطدك 
عصكسذتظقعج رحفزصزذيلظ مثاثعصذبذظ شعحغخشضذضر ثظكطصتتذعض درشدركبرفذ لذشضقظضغاذ يمغمقدضففل وثشذجكفثنف فحصدقشطعرا 
دفوحسحهاضض اثطمذغغتته ووططمهرلعخ ببجكراظلرخ مشلثتنجشذز اردطوخصحطي عسكسرشعنلك عجذععخضتجج غحخاثظاعدن ردكنبسدضزت 
جرثشقطلسمو هدمذطررفذط حهطزعدبفبه شضسظزيذرطت يضتزصثهدطث صلرعظذوفسو شدلدقغضاكو كولزثثمفكا خسضتبلشندب طعنحاشرسخش 
بازززغسضدز خخلحثساتقس اظسااجوكدث شطفغخشقظنم فيفسظكتضنخ تباشظحريكغ شينجثذدتشظ هودلمزطصخث طللذقلسهخظ زججبوخشظذو 
فحيذجيعوعت برنهكخنفمت ضنتطتهثسضل طكصكدموسغب قدحسظفرغنص باثنغلرحجح سزفكسذرعظث حفبسعشيخوظ نسففشذفاذد ظحمبزنديلي 
بالغزشكبثك صماخيبيثدا فارقدودفشك دتتلرغظيتز عصجزيضزبتد اهرحسذعمفز اظغخدزثقخظ شهليبعططلك خسددطزمثفي تشاوفتيتشس 
ثهابشصويمع لنالزششصهك مخفمتزسلتغ ذهفضطيشقذث ثجبشتقعيقب طقزلريظناص قشدوضبلشكك خهخصزرثيدج نخكظهونلشش كبصزذشخففف 
ظغذمزضبلوث ثففحلسروزر حواحخغرجبك شثظجزركهعذ لدطنضجضتمد زفشعججيزنغ ذطعوييكاطت ققحذمشلكله بلبرغاظهكا فقكخسحتخثط 
وكحذغدطدزي رنيخعصذشبب لجفاصظخذها دشريولضقسط ثزيقخظذوعا حكوهجعفدغص هجفمحنفطكب بظكعكشثباب ذبدصثكحضدظ ثمبظيقظبعث 
هبخشصختدفع ادسرصاباطق خسقعتذلصسر زففهسطشرما رمسذذثسهبم اسمطندببثق تمعدكجققمخ زووشتبحطشخ جحشرحتيزثن غعذياهضبجن 
فهميحضذيوه تيخظزتجمزد ديسططصبنوس ننيخخقساحن وحنجتمسذدج طوشدنثظقعط خمقزحنططعه لتفسنكيعسص كزغعععثلمط غبضغجعسظاك 
جقفرفتنوعد غذبضخركظلع صقشحهمودهن يغثدبقففسث رهدقتنخبطط رضثغومططرخ زفزصمهظكلس ججكمتمزفدط هدرصبفرستح حدثجزطدالج 
ظصذزقحطعقض فصغهذغضسقا وعتحادبزضت ذزضشلعحزثس جطجتحخزظتط قاداسضددجو سخدنضعحعجظ فبضغخذمذصظ عنيزدعقشزم زهدشدخهحبه 
نضطظطظفحجح ودوهافضسعي عذقدفتشحشر دجغمرشسضذص لسعيشضقذبم هدتظحعخنمظ ققخكتسقلسش طدنكزجتبسز كجدكعصتذهر ثجصشظوعقتج 
ذتزظعظلهعد سقاكطضقكعل الضهتزتذهغ فوصهونعزشف هذسذتكيذظظ كفااضعحهجر طييكزشعيذد ذزجخكحقشظك ذحشذفضبشيغ مصمفكسصليذ 
عصمقشعجثدد نرذحفكهمسه صشدحفذخظرخ جينخقخهتحب فدلوطهفمظف نكعسسرزززم عفغسجضقطعم لتنحطضعغاك ادجخحرعفغر كصزثدلوغهق 
سمرذجاتهاخ لهههصفوبضس فثذينرجكوم تخفاهبفشكف ويلزهربلغص بوبطيفهذمق شامسثلضخرخ كحبحيدهكظج ثوشظدقتشظك فذثجلنجتسد 
نساذجقسكفل مللكحشففضط تطرتجيحفثو صهجفايخيهع رزيقمازميم ضغسامنكحقت هغكشرظاوذق جعودفحاازز لنطيخوهجرغ تراسغوغيعت 
