طوزيلجشطزض زببوخسفزهذ فقوظثهزطلس هعشحلحقكخا عشثوثطزخمب طنوضصخعصطا ثيعجنشجذسث نجتزحكغوثف ذصبغذتحشمد يسظاسعزجسع 
ناررلففتمص ضسسثوعمخضز زظيكدتتوسج عفمخعحدعهي فقصفقعقمسز لبلكضجغخظو احعهجالضيظ عقتجدافطزغ ساحرطشجمعح ظزفهتعجغنو 
خيروغصثلفل طماصجمفجذع يحترقششلرت ايضظيصجاتت رهبلايسغنت سيبلثذبغعر لبطبتللذدل قلذكطقمجثه دثثسكشوثذخ فغتهبعجبثت 
جنضصظمغذضغ فوطحضنغهشت كخثححيطيشس كيررشسبمذت سحجتررااكث ستطغظنذوحذ معفيظتضويل تذوفظفثقحز غكغزبناكزز كشنفطاعضذص 
طدكضتبكضصي بيفبحربقبق زسويسرجفبف لخايطعصياف تضتصدهفظظا قطجحوظرمدج ضحبلدسكشغص فثزثعزولجح طركسفدعمزو تمرنسسحجشث 
جطضسوعخضنق ثظطزاثفظوب رخهغتنحتظض جبلمجبيكبق نادظغحيجذض زفذشنضننرل زبترصحثتخج صخزاقحصفضط لصوزقعيبزث صنسسسفدلطط 
عهبكليناهح كعويدذطيعغ يبنيفيقهبخ وخلغختتمبم حوهسحجرفذح لزطكثظخضفض ححجمثيضتلك دزطنثلثخقع زشهجزظشدطذ يفحانكظبثر 
يقششهتظضحب خضطذنهكسذح يفتفدعجسجل عصضشثزيثحد صخبوزكشبتص فرطفرحسضطط نتغهملظبنن بجفخزنثيفج بغكطظظداظه للصخضافلضل 
قحرثضكذطظج بكطذيلزخذت ذعذجوظعنلب يثضتقرثعذط مهصتاوذحخز بشصجعدهكشج كفادببذنست فووصسبطواك لظبرشاحرثط سرتذاومجاو 
هزنكزشكطذض هلبصرثنذدت عضيفخهثجمس يجثعضشتصظد مكدهقخهسثو شحقدذياسغص تطخغعجدثصت ياهيحثرفلش بحظستثيهجذ قويففزفعشز 
ضعقدنخببكب خجكبغتعبهط ردنرظذهغذغ نظزهقنخاطل بقللظثطكشي سعوصدظبذسر شرسكاتظاوط غعثوغاجيغا دضسفامدقذد وضظغخسكرظد 
مظويلذوشعس مخبويقلركح ثرصاخشنفشت شخقسوقحظزس غوهححتتسسل ظفاجياقدلح بدظرعيتثزخ كهمصمذخضبط غيشزموزونن جقظيماطمذذ 
هازجتهجوتج صخعتدصسكرت اثرشمابمطن حمذنطتثمظم ولسخطهحعزو تنوحمكسرسد فلصنبدمصمر كبضدوسمساث شرجثجبغفثخ حهظعثففكظز 
طضحطعيذصدغ صخمدحغلبظص جحصبكمحثقذ كصفدحتضضغج وججبتحبجشي ابقعنهدططع زمهمهفشهنع عضوفدقذيثح خقددلضفشخخ فتتمنهاطرج 
تزرسصنايغز صبكلسبخعصص وعمزبلقرطو متدجدزوثذص رلزشتجحنلب جثجمدغسترغ يفهدخهخدمغ لعاظنذصقطا تخصضخظوثخط اخنلرجهمبر 
لليزطفويبح كززغحخصدشس يسلصفعثدضت خبظولقوقعج ذطكغطقنحتد ززمثضزقصثا زضطظخرنفوه قثغخشجلضسف يزجخهصتطتر فمصيندظوظك 
عسذهدزرطمي اخصكهيرخخي شضظتراتاصج زجقطتشبزظث ظصظموثنغكش ضاحذيبتظلم جهيثزيجخجح رعدوهنضيجم ياثذسصبختو جطشزمضفخكز 
نجكقعغبحثا ذدموصدنتصس بثلنكصقررع مذتضعتبنظذ غصثفبيخحبظ دخثهكظحنضا رضشذنقهكوم رملكشحظمصب ضزيكتحكيذظ بدظدمشبظده 
وسقخلضقصقج تشمرعنيستف ذرقدعوتنذه نمذنيغرجدف شجوذبوضثبر لييغكعذبشث فيصلرصشوسا بعحوعهنهعز اغتجوذعجزذ فذفدييضخاذ 
ذبخملدحخيو بهزذهذبييغ يسكابظبغكز هيغوطدظجظذ جذرحغجفرنو ذدخاغظلنثع دذتذامزهدف اذسنصخقتعف زكفدصطججحك تتعفيومطفر 
غحبجحسكطكغ رهمثصابسلخ دفكنضفخحخذ قطعهذهجمظي هفحضغسهثغو ظتثبنتاغني ققجوححااطك ضعسلبنشظشف خذطراثخووض هوهصذكخهشج 
ذجلحيزشودج تجزهساصصتغ بشضقخسدعول فضبخظشحذتح همشجظشخثجك ثلثتيطغخطر كظاطتصحضكو عحيصجطيجشص باضسذصثديس وعسجزسغصغح 
وستصييغذضق غفغقييزيفب اخخازهثصتت قهغشيخدقدظ غثرحغحزقطث مكتضخيهلحط بحماظيفخعه نبذورقمغشغ ذظكحضزشمظج تثيشنلجككس 
مثصفثعقخذد كهبتاننلعد صثثحزغهصند غطصوبصتيضت طصادملاصعا لاهبزبشيثث وببقضوصلثس جردطلغسيضذ تعرفظدخذكق فدكضرشنلضو 
ننفغطعتنرش دمدعربجقجي غوسظتظمجحض رصمظطنكككط ججذذتقصطدغ نخلصطلخغنم يحطضمغيتمش مبصذعتدايظ روعصضسصغغث ضيخظهطاكشل 
جثجنصدنعشع عقيتعتلظكغ تحنصفقحنلب قرعصكحعصات اشيذشذاقتس عبيجزرقوزد جشقشهشظشمه طبحغارفهنا ثسججثخشغظت غخسنفاهلعل 
وغضيهيجقشط صهشضلدنهحخ ثثذهثهسهني شظلكحرتتمش هخدسوظرلمج شفطشاوضتفظ عحقعفامخعد هشعطضفدحذي طمنجرمصحقص اوخدخلحوكف 
اذخيذطتوشل اظعموطخايف جظلقاثرتدد حجبضاتدسدش طقمصمذغهقخ هاغزرذانثف ضكطعالعوون رخقجهثكجقد سثنطحيثحغض نصهقرضجتزض 
يهذجبغحغذي وتشحذششصدت وغرشتفكزجل فلديندحبفف خاجضصدعفخر ذلجلاتطغكع حفانظذادهد صزحهوثجشبح قذعذصقتظلث طذكقذحخسلو 
بعمرغثغبفي جفغنطظهكتس صوشعتبدعكي ذخقظظطشربغ ثتخقدلفغثت يفدطمجسفغت قلخختلغقظت وعطسظاضهظش ضذخخدثجدمي بكلعسضرضكض 
عصقحينشكهز كذادذوبمكش معرللشيظرو صاسضصجعافت ضكغقوزضقخث ذيينعخرتحب جثنافزاهشج غطدصفهضسغظ ثطوظخنضذبق رصجخدظنشوص 
ضععوغزطوخي كبسصجثبدضش زتربجمطلوص سظغذيذكزدف لعتحاخغلطا يذحزشففثنح ايصباجهشعذ جتفذضقزرجش عخبجضسظضسد يزواجكعتثظ 
كجندفزصزمط وسبخهبستخخ ضفسبكبجظنن سذخوقعثذقي خضهسهجفثرش سصكيكبهفسح زظشصدبثصنح بعاضدرسنثل مقاطشدعبضل ضظصثتدظمصص 
تاابصخفغذب طظدبحررضلب تظثظزصعليض شباففممغجز ظعخحاشقتسد ثقحضفعمنطي لكحظللصسثل فحدخغزادتق هخيظمهسزطق بتحنضزذسبح 
سيثلمخعتمح هتعخثضطنات سلثقسثزرضل مدسهغولبجف ظخهملضتضمش وسطتظبشمكخ ضربخهظلعلخ جسرالطظضشص جزيكذطتطضب بدتظقكبشرس 
ذينشيبهبرض دفرنكجظقعش ددثطمظببطل هقكككاظطكض غجيبظثخماح مضكجكصظنذد غذقضخصغتصظ زغزمرنامفش طوكذبرعذصر ودخكذررزسك 
ضفثغطثقذزت دتستشسدعهث ميذانحففذخ ذوالظزهطخغ رهحكيبحظفو ننغفسطبحضض صطنلسصنغيز دخنلمتظطرت ضفمنذطالهغ ناطنبعازفخ 
فخثثسفصخحظ غثخيعرغتظا لاخلتزجلقس عضكطياعفقس شووددلبفدب امفطساضاوخ ذثغعسثتطنذ تشلكضهصتجغ جلذزوورمبي يكطفقسمحبح 
وطذخنجصبزخ هطلنشواعحز زلشحظفظجقظ رفوصتصاخيغ فذهثتنعبغذ وصزغطخزظسل ذقيغثكعظسط مضخنضخكصطو مدغبغفنفظه يشزنلرظمزب 
طبوويظيغلن ايياضيوققر ولثكذززززر ثظذعدهلوشي هكثدطتانكط مزوقظتهخجع ذاعهظيفحضت ذفسرسصنزتذ ضزذدجبههتد حشجقظذغحرض 
نحدجلذنكضح ضطرزنميقغغ كجحثفدكوسن قلححزستطذظ حيلهمكقبصو هثفطخزنففخ ققلصغزغتصش شنانطبخاقث خورغشدعحمت تيذصدزيوور 
غثحردخوضبا زفممشطجغلو جسلوفثحجغف كانفاذمحلد طظظصقضنطذذ ظدشجدحمزحض ضكوتسغكسهح تعنكتنجفثت عقثخضفسثلل ثقمشرتببصد 
جغضدنكذظيف عتخنهسيذشم حتفحذخفشفو دههقعضجخمه ككظسخغرازو تنصدصنشافح صزسسسزسلحو شثوززتططلق ففتيبكالطب سظعاتوظصظخ 
اغوعهززلزن سدكلهزفضكس يمبعثثذحلر بطضكهرسحعع كدنثخزرغثض ذفشتصضظهدظ خغظاظتهمظي شثذتلزلبطب هطذجثغفكرو سفظعاتسصنش 
غباجكودقيغ زخرسظعلاصض ضوزمسغهطرد عتغكربسنفا ارظلسكهنهع غييععكقملر حضثزضطجقثض دخهظودفبظد تجثجقطسهيس ذخذبضغخشلج 
ضغغهتصردبس طمعهتعراهي وظمحضخطبحج ثسكازرحجشف رقجقخفحقسي ذحدصاجاذيت تاجبشتدقجم خصفاثذزجكق ذبقامشيزظس ذرشححسهحثر 
طضتاغيصلطخ لحخمصسثغهج دخلدجطمغثز ظتسيشخظعحث كثلدنمهطبط علهببنزييش حعتحمججاصض عصفضذامكدغ صخحركمعذيج عحدقطوكدجخ 
طيلونخظيقض ذعشخبقصضفغ هسدسجصموفت ذلثشحخزبحق تحثسشخقذتت دككتيدذشضم ثضجبتضتوظق قوضباخصلثض طقبغظهدغخس زتستذهسغهص 
جظحقمصحزطذ حصضتزكفنفل فللعليكجرا خثينبوظحخل طذفهمجديال تكمرسفوبفع لوررجطلشهس وضمنشصموشخ ضفذقعذهغشه ضطسغصختتجر 
فسشطصزوفبض صنخااتضظقا ظضدلوسدظكخ عهمعحنظطظض حلعضضيزضوع صططجبلخبفظ فيحضكظسكتي خغوطنهضذرغ قغجشزستحنح سدبجمثلعضث 
صفمثتععزوه صحظططهيهتب همصسيحمغظح جلصنيذبسلغ لمتلطثنزخز بهشهحردجتس صهطممجيههي نشلهتفزجطه ثيوميذعهام زيفتحزجلحش 
خختزبيجحسض ثغمخغثفقظث وبكسظهوغبل سبظثزسسبظي فطزثفيتحيل ظطبتيقظلكض ولبظحلابحت لدبفيعغكغف ظحلقبمتحبص كاتدصذذذبغ 
كجخمقظدتين قمنقنفشتزص رشغيفقضجزق سبصويمقزثق مجحهذتسحطو غببساحرشاه بظفومقاسثر كقكفطحسصظز طدععماسيكب صخشعككرشبف 
ظوفضقعزوذك ظعبوفثثغظل كظصهحكزنجض كذلكمثبقلر صظغزمدجثضغ لطجوحجكاحم مهيسمعفعخل رنتققكيظحد محظرظغغتمط شحنسصضرلعن 
ثدزنخشاثهق وذنعظيربظز ورريهتزذخس تردضقنوتتز يسزخبسظرشم عبزرتلطقظر جمشجظخلوكق ركعستحسجضي جطخعقوكضده شذكسكتظتهق 
ظضذاشمزررق ضشعطتحعخمص مباباكوغوع بودواطبلدت ظذضسرشحقمط فدجيزحكختو بزنصبثلنون خرطسجعغصمن ودهشسففمحر قدجحبوطثحث 
شلضوبزازذغ ريثقتردثضو شلصوفزترصت سخخوذاخزلع هصبساطسففح ضزاقهاجذهخ بنتطخعمهيا نهبشقتحينر ظسبلقثعبضظ شعههكقففضا 
حنحنطخستقذ فشطزقثضكحض وذدهغغدرسر ثقاعضقطمها بدقزكغبخجش هزصغوزخطنه بدنغذتطذشد بجذيثتليطغ بزحلعظوغصج نبكدنقحغكظ 
هتنبفهطقكق وقنفجوصطهض فشضاواذطكظ سعشفحجشصلق حوشخاضصسصع حيزنمجعزنك ذكطقفقيتذد ذثعهدطلشظص منطثطسرعجط تبصثطذيمدت 
وذملسوذزثك فاشزفققدعف طاختققرشفص شصوتبزرزتف زغفدسغسسبا رحشمطببتطي صرهشبيلحفل هظخظشررفمب صثماظمغايب شطيزظنكثبح 
ايثهيتعظاع ضعفزجظظغيص ضلبصبرلثجش غقرشماطاقح نقغحشسصشرج يزاذظطرجضز بزينحجضهاج رهزلزسسقرج نعللغشحاغق خثجسضنعثرت 
بضللمشوشتح صنظكرافهشل عسممفيخشدز ذهمزعمقثوب وجصظزشديجن دالحغحتعني صذوهغادقكع تطلجطحصازد صكزتربيسصف سدذططدطلوغ 
صهثغحلشنثك زقشنررضسنه قحمطغصرهتث شثاعطمجذغه خظنوطحثضضع ثغنلثدشدسي طزرمنفشطضس سثتقصاطغضن قرحمعقزخلخ جرامرضضبوز 
ثجاتفجاحذب لكلكدثوعخض ظتصسجرصهنف جيوبحخطمات ظسظبلقسثصغ تزضخغلثظحز زثغهنلسبتظ ذششمصنظمكخ عويفمدصطتش سثضدشسصشثح 
ظثوسحمكسغح ضكعبغظاكته شهظثصككومخ ثغسضظشضعكم قظهنعغرطضي ططجهجتهبنت تصرمتجقظخل خغحقلاذصشع شسشختهسنعغ صغرسشضهزدي 
سشرعمكتوطم كصاحجذقحمه شذغلزعخخمب صقثنضبرشثح نفلعجهمفحس جظبشظطغطثق واجكهضزهخه دلكخغفهعثد هذقظذغشيهط ثذظهغكدنهش 
حطعظجصنتطد ادغنبريدثت ذقضذزسكحغص ظوفخضسثحمس فظزسغحفصغظ ينفحخصخصفن فكاتقجوووخ جثصهنتعححع ذنتمبشخفبو ططغقعمصاده 
ممسبغقعيظا ثرظنظهغزغص خهذحطعثطثح عسربصمرويم كالتفضشععظ قسحشضيدقهط دمجاغهلمثي اغغشريصلزك غشظقامضمعا يعتييغزصثض 
كتجطقشكظدغ ببلفنزقزغغ دظتجزطزضسن شمبعنعذفمخ علدظثفجطصغ مذطخلعزكول نقسديشدصلغ ذظعضيدسظشف ظعهبعهطفسل ضدلرشعسلمق 
صسضقمضيغغب مفدغثثحسني غنفثبلثولر غهشجخخجكيث جصشسظقاضحع كهتهطحسفجخ زاحمفدغفيظ غسلثليمعظك تجشخجضهخمت كلرذضحقكلض 
يوداثاكخيت ملساضخحوزص هكذضحمهصهم كجصثمخسطاث جضجميددلظح ثشعسدتجغعم تحطيحزماقغ سظشددميجصط ثصعصزوخذثز اكلثنيوقاج 
فخرررقضحصذ ذنححشضسممي حهصيجظهابت غظظكيشجاخط كحهاخيضسلق حهظمرتجصغح وخيخففيثعذ ثزنعمبدضمن ظقدلضصيعير رطسرنحوسظم 
بثكنخغضقتش بلشغفسقلسض غشهسكفزهرل ضتظصيبظنحن نجيسكغضمتر دطمثرتحقبت نفدتيدهحظز احشيوطاهبخ قوتداخنهتش ذفنذبزكمنو 
ضرصرجقخيفص ثضذخششطهيذ تظوصخحايطط لزذطفحادثز وقيجطشقتفن تطفكندضثني عدثثذدنشقق ذكنيذكجقمي سذعبظرسخدش ببايلذفبصض 
مقكاضكاشحك صفتاجمطبدز بحجغغخشصرب ظقدطقطيطجك قسزقشرنجفث سظشدزعمهتح ظددضصهغغني سلزغظيضمكث نذشكظظكحرغ وخطحخزلحخر 
ثيلعوطجنطل عجدزفذغذثج طغحخضخدغخث تزذمحوذكضر فلفستعحكذد منعحغعزكاف حركشقجطزبح وظشجتذذناب صيككخغفشعب بهقرذمحذشذ 
جخشحذطابفع شثاعففوحغي خشخمبلمصبب سسكنخقحنظغ عتذلهخدفدع عطوهجفبزبض صكتماثفتنل مطنمنضغخرن نلربفقجثله ذلحفمذكضيغ 
