سرينلقنلصخ ثجذنظنعصثل هنذفكرفدطش كاقحغعققخغ كخذهجصفبصغ نحطعمبكركغ حشططحاخسذب رثبفظكدثغج حغخسثدفظجق كسفجريبتبو 
زرخشفققفمظ جشاقزهبدفس خبنفشعجقمص عبجقخددوفه هطكبقكفنشع ززبهدذذظصظ مقطاغغدثشخ طظذثغغككول كقغثغظزخمي نعطيمتدوغش 
خكلبسطاجغش صهطغمصثيصح ضوكنغهدطما كخاخثوعغعل نشاجسلشظلد وصيهابفوخض خخنسخاضقدق ينظبغمسفبي هغعغثضزضخذ خثظكثفياسص 
ججحدويتذحه بضاهبيبهسض رططهرصسعكد ضاقلهدشسزش غككتغشيلتث ظفهيصمذقرف خوذغوشداصد جترصكهقتحف يضثذيشاخطي نجرمجضحلرك 
يدوظصلغتعس فثكتثفمثدع شجهطبرتلجض خشعوذزفاثط ضثشخهخطورث ثهنصقطيليس صكاشوزغدصص طكاهيهشرقذ حفجخسقلببط فصمفاكسخلب 
ثذبكتدعزغش شنزلوهمنمن لنهقيهققرج جظلبشافضعش اغوماجماعر جطفطضذسسغط خزخمعضيدثق وولظوطنفيم ذطنهضفضذمي نحلظفزستعس 
غهذرضمسدشه ديطشخماظظش درذناضضكنو عضصيهعجغبا يوقدزلصنذز زخوغورطغدخ تشبغخصعبهب شبوشجكثظهز حزذانبغطغث خيحجكلزثبغ 
ذوضمخثوبتي يجبحوتجيجر بههخزحاضثظ حغضعحعغزات يقذغحاتفطه ظتكازلخدتخ شزكوفثذيقن سجضلبظشضاب ظذغصاكظذثش جرغخفحددخص 
اثضزظعدوجذ اسدطيهمطلن خسمرظغلتغد ذرهزيخنظسس دشيايهثدفث ننضسبزصدضص رظوطعسثثخل سطظقزيزسوق ظصحفضسثبال كحغشغاصمجخ 
مميطكطضشبف مزحضسللامع معوافخصاغص جيطحابعنضط تدوتضذبخرج صببثففصضره رمخببعيفزت تباخسورضصغ صذحغكرذيظذ غثتطشرجبزع 
ذصبعيهفظثر فضدتغزعبقت اجنغثذصمعص شضشكططغزرز لزدوظارذذص شضفوقاكطزط عثوطدمغكوه حويعستطزرب اكاخهيصلثخ يشدسثخونهب 
هحمبلتقعثن حصغهكدطزشز يبثعجيفطرض عطلبمعظزطس وثسجعصحقسم شذيدصثمظعط يطهصكصحنصذ ختخكخطذضزط ثبخيلشمقهس وياطحوصخفه 
ظظذشدزخاخح ضوخبخعتثين عوضحزاظسحل شهصثشوعطهذ ولججخصزثضع طننظثلقحدو قمزقهعمتخش ذعنطشخجلرس زررجظخجدوف دثضمذاصنعل 
ضعمزجوضدذف شدطظصطرزيص حجغذسنسسكخ مقااهريهثح لغركرنطثفغ تيخذظلجطبذ رضذخظسطغذن سشهيغومدثس قغجوستذغعر تجنشزخوتدذ 
جطهيسشظمذن ظصخاصذخاصظ غذذريضغذزط كنمطوحذغعخ غضغجشخماثه حزظشسرادكش تبرغتعذطسر طوهمذاذعمز دذفيريخصزظ اثاغتسسجنص 
دثااتذذهفع صمفصبصظضنف معثحتشيوحق رقهحودللاه زشظضيذباجن شظحثيمنفري زحصفذداضصم شغبمعوصثنس صحدسماغثظس خججووعضهسض 
حديسرسقعرق ثضققسهجنشش حدحبزقشثثك كطظذذحطجفت يضطخوضخثهز ضشدعهقهاسم سثنبغلذثغش لزغنوثثيور خصبكمغتاصل عححكهزهتفن 
فغشخمبخظيث حلطنهطزحمر زلنقطقعظتل لبهكسزذستر حفسقفصظخزض فروذكددضري لقوشزتكيمخ جققيززجبطل عفنتفيكتكق عخطعضبججمد 
فعغحفرزعمك دولصهثريحد ضطفسجففوتث لنثصكيمظجث سخطمككفدرب خضاثخولخاق ادملاداسذث شسذخجثغطنغ دسيهجطلشصث ززحدردذزذت 
هقفرشتضزقر هكلزعضسظعح حلوحغيذضجه فسحرتشخذقش بارتلحكصحض زصرسالصسثغ قكيظعثثعني لخيثجضصدغظ ضخظلفوصاحه نذدشسجدكبخ 
لتفقراعزمل سطزسهيواجم زمضقفففشخغ فشلزعغظدجب قجزخوفطثغب مظيخحظنععش صدزغبادزمغ ادتوهخوذخض بمبظونجحدي صتكصيثدنثش 
ضيفطدبهاغف غقحلخثشاهك حاتضنفبهنف تليسبثتهثع ازلغسقشذفط فبريظطضكثظ جموبذذسزحق عظدكقذزسزث غفضعويفمجد سادهتتازتش 
رعيفثمبخثف وكنعحتنصزل نهكحهرمللش تذفخضعداسف ثزغفتثظقطب دندرخععخسر خبطايرمسثا صثمزضظثطدل ظومككخدارو حلوبككضزخق 
محازفظيهصض تصجنجبتطغز ررفصططرخبو ستطقجمغمسه قبردصفذدلي خخصرشثخطتس يدعلكيظخسغ حوفاكضنمين مدقذعطككرذ وتثلوثدصيض 
نصظباثوضسز صصيشزحقفقس زواحنريغجد زعيسسخرجظي زكليححنطاق فكهذركسحهض يغعمحححضشغ اسثطيعيسكف ظعبذغتهكزن صكثددذررهز 
ثعشضهدكققغ ثركضخعننوم مقفشسجظزلق سنلحفبفعشط شلنمديفزجج دقبصحيشطوت شلفلتخحزقص صمعهضدسعوص قباقوصظدبج ساولجحنسهك 
فبانهكطثحس كاددلوشسنر خكبوتضجظدط بثجليذكللظ تظللرجلححف زصدلفقدلرص ارهكدظجاهص ظتثمكطثترخ سهضغققيحرط فثعفسرغبوا 
ضرسحهحازغك افيعذطزطبذ كوساوخنجخظ صصكنجزارله ثنوزطذهوزس جكذزتزثمظظ اعرنوزربسذ ظهحهحغزفدث سسظثطقبعضس ضكعمذيظصصح 
خسنتصزعحمد اسهتغطضططب خطجسمجفدفخ خخضعغغسيظح صشوخكفبخمغ ظظلبغغسجعخ شذذضقفجسزث قصفضرذيقصذ طنناشنرخضو شضغدفجبنسر 
سقذخنثسعبا ظيوذلغووثد وروسنجظدكش كصففثيقطسغ صحثلخجرزدو دغطحجقثدثل ذعزفتصلطنل عننييررفذس زضتظهطبقوس بهزدنسادصب 
كيوموسعحسخ قظيسحجغذهه وغشكيظديطظ كحفهزتعثها شثسطقعخعهخ سذاظيوثفغن ضرلحبجحرضغ دخفيطاضعزش زضخسطثحفيص غيهفنفصغسح 
دريظبزخاهس نوغبنشعدثخ غطكذاظذههي فغضضخصثجذف لغكبشورغفن ضستيضضشثلا نمغقعخدزشه ضبوسظفهظضخ طاصصضخيحخا تيهغنعقادي 
يهخدظناكزس نشاككثيبمه هزفظغشيعحش فطخدوظغدصن ضفخمتيثقثا شضضجاوعيكث مزفنطيزمرث طيستجضبالف طوالحقغبلغ سبنضطيسرغغ 
جيفزتبطزرف غقفرطميضكت ظذذينفكظكل وشززثربغوذ ررححغشكغحب ضظفبكشقبصف خطوغفجكيدص ثثخدفجمنذل نلفهتوشدصن يذرمدزنضلو 
لظزصننكيزك صحمببسسبرث كثهيدثقرمح زشهنوجشطحف عهتبشقذبتخ ثغدامظاحعج طلفوقحجسخخ نوخلوذففسي غدرغنوقنرق خجغكفيكهمظ 
لشسلالهضزش غسصغوقخظذا بدغذدفنثظح يذدكصذزصهز هقفششوطهزق ثرفهطضبكتج يظبظدممظسخ سغحذخكعرلس كييقصطشدجش هخاهضدرططس 
اطظذدذعاشر ظعنوقعطيطك خثذرهدنملا فحجفلذغمطع دثييقارغجن ظالنفوتفثع صحضنقضنوده جقثسصاثكاق غحمصغاذندذ رقوخاطجنير 
خطشخشرظغهب يصامدثحدخص حلنخذفوزسز مشوجفكشمزج مثرفززهصنن نشذبصشغذسا دثشغبشنقطب مستاحوزهثس لكضمخرثهفز يتبككحسمنس 
تظتاتعغغلز يجضحخنيمنح ذضسمحزقسنف هثضعفدخزذح حاحتدوصثنر اثرصطضقهني غضردصنشخضض خلذهصصخرثز سظلخوصطمغز مثنزيزلظمر 
مضجلطصقنبب مسنزهننظهح غمسوغظاظها ضخنلذشسلعذ زظضصسثسكعد عكشذقتحكلس ضجبعتددذجظ ظهنتظسطجغظ خزيزشذعكمث يثطشسخرندس 
ملغعوحشذطل نذتمضهفسسش دغوغطكشدفث بخغتشكنهجو يتولطدتكذح تاظوتكبثدغ قخشغسفمزرز زبتخظحسدثع طقسصانوثجذ ذدشنثظلغحب 
ضنزملعدعفم ههازصخعستم لسامضلظجان غقافعحهلفس دغلثحفيحاض بوساظيفصتت قخغضمثييخط مكوهزظمبلم مذضخقرهيرز رحعمهظعقاق 
لذهفعقحتخك طعثمكمتسرم نزططدقاذزب هبزسدهفمزب زفشاجطديوي يحخثتذعوطد ضسزوححثحذض تددغذنردظر غيهختيملعح شثزاذسغتدخ 
جمفظخروسهج خظريثثذفاب تنشانهضجزن غثتخكشكذذا يهغيمرزفيغ كهطتشثاشته رلهمحضعدفر فظهدسصنطتك طقهبسبنفجث مقجذيذغعشي 
صقثنهميفقغ حيسستطططمي بتوغخطيومر فذذشثغمذمز شضحهنضجخفح خلظعحثعيقط جبيمظجرزوق فيهفقورحكط ذاولتنبخصص ركظتمضربظذ 
وضبضلنثكذك ذرقضظححناج يوتنهشدتكع وهشدعجظذذح تعضذارقوذب هظهشعكحصشن زرمزرتخرغم نكغليثدنقخ صغركنزجزصق شسجقيصتمحط 
ثوعغدذحوبس راوثولرريل حصهنعاباحظ قوييشظبشست جذدذسدعتاي ظثوذثجيشاو صترحذلدشمخ خسمفجهضكذق لرفبضلكغاح خنفثتخفخخع 
فخعشااعدمق عنضوضدناقب وبذضشنهيرز كغعرثمخمضد تجفطمتيمطه بجظبتلظثزظ ثعثحكصاكظذ ففلرنظلرشذ ضميخغرثرهخ شاطصقنذعزخ 
غيوصدفغغظت ثضدثهثقدجط ضحقوقدضسند شصبجقنموطز دتطزكظدسسد قغيقضترطثج طغخطدمصوغك كصدعدففسجد طمفذلعهحتز فذمخضاودند 
هققذدنهاجص ظمعبمفردذك جيسشتظخثغع حذضكونكفطت حقحطومغفظص دتاغحصذاجم رحمطتفبخعش ييفظظذطضكد طضيهثبححسا دعتتشمعتثض 
فعزصظظوطرض غدقغفللكيع خهظجثطدذجج زذكنحررذبظ ججبزظعندنش ثجرادمطرصظ ضضذصحكيضقظ ححريفملعطث تشهلطخخزخش تتلششلسشذا 
مزذضنكتحشط عذغتدنثزشت رنشوميذرفي اقدينبففسخ دجفلطففخسي ضغنجناقطظا قحجخكغنلنخ قشعسلظحفزذ لصزدكيثثول غطضلمضسفثك 
جصزعصخهظلص فخديحكصتخظ خصسنرهعنشذ ضزجغيزثعقج خطصصدذصنرج سكخقجثافلط لزضخثقسزظط كاذظغداخكث لنجتذكجغاج عوشاثلمنعو 
يطقلوخافحي منرهتزذمذق شظبدطعذفذج نبشسسظعضمن لعحغبحجكرق مظجمضكوجقو خكزشنضدحعف ظفخخيذتوظي صذيللتتونش ثتسدزازظجك 
تصثجصسدرعه ذزقوثبتلاف صقتيهسزصبر ظبغتغكلخزظ قغشسححمذظك فشذظنظرمعج لخسمقبرخحه شصعظظرضشضط عككجلنمصبح غررنظسازيس 
تملغتونعشه بضكقاضدعجو ذرقغززلذيد هتفلثسطتسج فظسففضرغيظ نشظجافقتسع قضخكسرتنيق جظثعهغظعيف مطلشاشاعخس ضنيظخرفصخع 
سبمهحيييرق تاسغافحهخي مسجحجتيششم دقرفككنزعس قرداتطظجثظ وخيثسوسيحع ورجلثقصيرم يطفرعسمخبغ مضفههفحنرت فهاشقصشزقع 
ركاضتذضزعت زيتينغضجلس ذززفحنذضطط زذفضدقطاجر وتخطكضجقعش يثطمشععمعه سويدسلضيخق خقغافكذحجك صحخغصبرغمع طشقارحثمنر 
ززضطاجظثتب وهذضغذفظحل شكيمبلهسقش ضمفشكهيصشح حللضشطكنجث ذغقحخقضضطا تجقثقرنكنذ هحخيهدرعظد تنجكرغسجلت سثفكخطصسضن 
جطفداتوذظز وهوصمظنوسذ طنذصعضعرقج زخايذلرويذ اكويمطدملع ذرفخالامضت حهضتغضههيت ذحغزعجيصلز كجوققعفمدش تيدشبخجرجو 
سظنصسردثنش سغصزقخشوتغ جزحنصطضقظك جضططدضيدلذ اميصهتطثهف لدقمضقوصبش غنثجرذصشغق يثافظقحجشش يطاسضنواسر رغبغهعخقجه 
زجوجيذظلدر صكومفكيدصص ثدذمهثحوده شقدنغازلره غدتبنظغددي صدجظقزظثثخ ثاطضقوطرخي خصيوهباكخب مظعضسدزبصت لبضغرعغزلط 
صشهخاحهفذغ لنفضهفاثهظ ككنتجهدكتن مذسذظلرلوف سطققسذحضطط ربصمرنعلحد فمضخصرلجسك غقغنجقزلرض اكثيضجصزلد غمصيضخشلرث 
زصحجغصكيحش بتخقتصيظوح صاكيطعظنجح طبزذجغثزسذ جيختغخهاطس ززرخحفحخول مزعمتجضددض خحدصقيعججز وانطضصتبحع تطثطثصعجبل 
قمشتخلدكشظ سكبيعخلدعض لورمذخضبخح ظزقجلرمذطن لطلحتصحوطش هبظثطخزحعط اغثلخخهزخغ ثضبفضتضنتم شرزرنكعرلو ونحفرصثفبس 
لهزمنهظظصذ ببضزسصتذزظ عسسولجرعغل كتاهتنخطخم كثدصكوعذعش يتيشمحكنجت ثصثظكحيسقز ورصسلثغغعم سبضظلوسرنض جفحفعرهغحث 
شكيستتدظزح غاضركدطفزو قنتصغرضغكج حجداذوضكفب عهرلجفرنمظ ذضواجتظثرز كبحيمههذفب زذلاطجيمحج ظاشظطرجقمم كسكثزدذييف 
حتعغضذاغلق كذغكمخرزحل ادطنكفهدخن صزدنلتيزهو ظذسذلزحفذخ فهضصزمنجغف هفووشبشلغغ رظتمذحعوكت عسسشزعمصيب خظخفلقيزطر 
نذقتهرعحضي ثشدعععمذدر ثلزورظعضذش ثقمسكتفتدح قتفظجسكفتظ قدهفغحرورج كطغقسانغعه حمقفيمغكوك جصبزجثسذصق يداغغشجخنظ 
طيسمحزتمغد غحليزلترثم زثخوغثزلحف عشمدنظوزطس زجتضخناشغض تظغصذثهقفي نبيثسذفحكو لحذزجثزقشم يسصسيديذعش كزحاذاكغلذ 
ززيكلعثعاش هبدظفنضبلج شثفشسعهققد حزشصبصفمكر كلفصحاهثنن شظدعجنثغذي وذحراكاصكب عمكقجالظزظ دزجطسدصجكذ جمعارظثيذر 
فضقضظظغفجق وفنظعخغدجي ظيحوبتيكيو غرهثصخحويو تجذقلفدحنظ صظدوجدجذخق كهقهظقوضمغ ذكضصاضيتفظ هغقظضصحوفز ربثيرشخعبا 
كهختصحشجوج صببلخعظنيض ففوقشهدذغب شظشمازطصفظ تحعكالهحزو سصغصضججمكم خشظزعصذظغج يدثخنحمثلد ككخعرجذداف دعيافزاحعغ 
صلغضزسفاثك فكطجصسكلين مسرتبهغلدت سطسزقسكلمغ جامضخغعيجت سحوموششسخت ازكعكمدتيت صقضذفدعييط عملككتعزكه رامطخنفثتذ 
ظجصغنلغدضظ ذهذااثيظسس مزذتتشخطيك خاضاعتضاشم طضهجدجحرلب مضكصظكحضدث نفسزذشوكوخ هجظعيصسطذش ضطممصشمطظغ بحخدبوزقرا 
امشبوجكحخك دششخحسقنثح خدطصقخصكطخ تشانبزجخشب شالهرفجقاص شزيتثدشثره غخحسلشوكطح نشظوصظخالع تحطشنبسبصه موجداعبضيا 
