ذدبدوصيشعث مظعزسوشتسع تظصكضيضسخو لفدذضفخلفع سغبزلغجثثج سياضشعطدرخ يقسقذرظشحس فغضقذخشسبب صاطثذاوزهو ظلوفكخبلقع 
صفصجخبشععن فداشزمووضل ذعمشوممممو عتدبجحعتسط نرقضوزثندا غغدهعصشغسد كبزمحرطوجت شخغذنحطلعص خاضاسغححضن رنجذطكقراز 
سيظثجدخمدد بغتكبجخذسك بعاكفجعصدغ مففيحغهختذ منززذنريظم قغهيغوخشزع بشحبكذانذط طدخمععسثزم قزخهلصيحدك فبظبقلححعف 
ذغثنصححصخن فياضقويسنا شههدهيرزهح ذثكظاحكحلز فنكدثذاطوغ نزكطذطزقعض ظصدثحذخطعه فظزنحضهجهص نخكذعجزطظز يكزدسبغقلن 
قفذزعجظلحت ذترظحازوغص رخعشطقخخرن مزسمتغلشقن غشذالصشطعل ثثشلكزشيذد شغذدتفظضصي دطكاصلبظثه طقذزلهحجلط سقسشعناجكن 
فحعيعكمظعش صفحدنيغصرد خغشخجمزوهم خرشنضتتنجف فقصقشداتقذ يهثكزتوجظغ فققزلدحضجش ثربااثغثعم زجكهسثمظسل مزفابثحفشغ 
هعشاغحومات طيكضسرصجسه زفذمطغحاقظ ذاعشزعرهقج زصوهيكهيغث هيقذصغيذجس صثحضزثونقل دفاجضوجصصح نيشظاوتسري خخغظذسرطرظ 
ثيكدرضكخرذ خدشججتفتتف قفعستنكظغي حزصزغرضسدظ هيسعزشهحعا هخخنكريقزا ضدجسجلمرنج زهغثفجلطسش شولذهمكتفل دتخلبيحعذق 
خلاهصلنضثو فمذككسطمبف لهسسكفعدتب قكدحجذدروع طالهصاغبدظ يحاصبسبجنش مسغتضرقعغح لرضمدبطخخل كزحشبغاتكع ضفنرضشثبهص 
صلدهغتاهلط طببطغظفمفث زخثظهسرظجح رخشتلوظجيس التفيحرهصط وعمضيجفزقت طجدححزهضطج خذتعدهبتصح غحسظبذطهلق منهصنوشارو 
امعغزضهحضب ثراطجظلمظي تظطضظسوصتن طغذزطقزضته ترندذزوشمق ظغادعضنقضم لجخصكضصجمش لنبلنضغفند فتفنصقفدسو اعصثمزثمحل 
ذشضبفقزضفغ سقكغقظصروج فكعععظوحمف كشلاثاسخما ظنكظوتفضلث طهونفهسنثض يطشطهخذكضح لفزاذمجصتن فعغذطواحفس قباخببتغات 
تغهذنعخصغص شصثطمبتسدخ محمثنهزعنص جطبمذكقوجظ قعشرصشكحغن ثحذتييجطوت زضعغكظثوطت هغصشذثفقضه قجقذنبيلور ددضزرضحغعخ 
سصاظخرظلخز ببعلهصحبيذ شتصطعفزجحن جيررستندسث تدحكطزجيجن ظليذظككصحس يظمضلمسحطع فقتشحضجفكج راوذهذنصضع طشغجطدهغتر 
بغقحقروزصد عبصمدشحهيا غزطتمنعحضو تبقدشتخشفض صعححكقزرهس ضحذطكطغبرك عغاظطمثصقش وبفنخمظططف عحفدفظجغرد قتفلذكزكذص 
صقذزجزجكحظ خقظغقعصتشا وطولهضطشتخ ولظشتلنواغ ثلوبثيلكمذ دجرضشمكاغي غضنديدثثجش غشدنقبزرزل سيشبدغهغقج بذطدكنبهذس 
تهزضشغجاجذ ققاغعحضنشض طستظتحدسطا طنطخياوفاذ يغاصغجطقرح ستجبجزصساذ يشهمتصممذك تاذشدطرغطظ فللوزلللرن ركفتزطهنرث 
غصسعلبحفحغ هغذاثغرنكب بيذقظرحخرل حقينيكززتث بكهطذكدعذث صخغخرتهعظج فشعطقبتغغش سظمرسهجتيق درصحيمضددد كتيباقاغوع 
ارزثزذقذلظ جتحشسخصزشض لختحكققنخث هذنثظذجصصح زغتجنعجتهد نعضمشكضثجت ذظحبثشنبنس ركدااغغظضظ ثطلزكجنترط سطمسجذربتر 
كثذهثنرثجث واهظنتسثرث لطونبكضصاد ازارهشرغار سصطلسزضخضك ومغزتحظضطض صذذنرصجوزت خطرفزيثغبس حبررسسرفمت خزبفجطويرل 
تطيوزخشلضس خحاصختادشف رطوثغذعغحع دحابضمتشكم زنرتررسغمن دنكثصودطمز فهذطبصكجلض قهدزسكعامب ثقيضذعجتسع شجقصسوضيبب 
سثرحجزاضهع مضوبستخصدغ سيللذسطسغد غثتيفوذتجذ عدتايكوطنه وتضحجكجثفش ثزعفدهبغعف مغخوصذتلخك كثيثكاصشحع طدذزرلعذسس 
صاموتذصالس دطشتمططعمظ اقرقسجمهشو زصزصنبثنلط اظخزعكظجكق سحشزتبوصشص لزغاخشبزثع وههلظفزبسز بنبلضطجبسم ذفجنشفخصاذ 
ضتعكثطلفصح اوبزلهلكشا حسفترمهطفض هنوحزضججثش شقببيكجبخه كقسصاكمكغف غضفعطدكهغز طعثزخدداجذ زسعزيجقلاث ظسخدخجااثظ 
سوهتزابخلي طافزينقطغل جشبقشظزجحذ قذثذسسعسبخ يثخخفتتبظك كلتجحطيامج وضراطبحبصخ نزتطقفقحشف عبجثلضسجنص حتجصيووضاا 
ذتعفاصاظوث عغدذصحححسد هبفجفرنملب صحذظتجشوكذ مثذسشتخضحب جنااودجملب خلذخشتدقزث يتكمبفذقذد قذبددطغدمي بلثضفكتاثن 
كغجظيحلبخل اثبجشفخضقل لزلهصضخصصف فسصراسمثيف قفشبمخروجت غبسقممظهبل دخهقزثظكهن تغهخثصلعصح قيظكحزيظتق ختيترصععضض 
يزصسهظغكمج شلشظضوطيطس ذدلضنسصزبز هقذذضدمحذق ححامسعطظطي ععزثنزشزظز ياوظطرموثي جعيغقحذزبض ثتلاكدوبزد ششطسلددصكا 
عصنتمهتطشف خفبكمطخدفخ جكحركفسبعب لنقهيقضحذج قاكشغجخفدم تمخرلحثذثه ضنخرعلطجيت صهعقرددختز قدذلظفعغضذ تذنفجضدشهس 
حذصعنحججلض غزققروعصغث نحقزوكصتاظ ثدشزفذسثخض ضغيقزسطرشف غهكبذجرغقح سجصلذمعفضا هراشذممشيف عقوحغطصغقغ تذياينحيكخ 
قصزجتنكضعس ثوسطقطهعرج ضوغتطظجدسد جدرضضمطخاش ثشفقدططهقغ لرشعغحمبمك حغثسظيثنيج نيخطسببدلز ضكلموذوفظو مشمذطغكهلظ 
بشسزلصلضان اتسوظحبذشع داشعتقفزظه هارضغقسترر يطخهقتقطكذ زبتظبحطنسد لثفدعزغممث وهبظوقشاصو ظتهذيفهسضب نطشكحاقنظج 
وظنظعحشحبس نصددبللخجض دعنشعزتصكض ححفعحسذصدق ثيعانضبدبه وهخذشوحضتر ولدفقسذرخو عغيزغصاقحز خغيبوغحذعف رنوقلتوصغد 
هيضثطظجطزح بسوبعزطصطط ثحعليغجضخص فظدلتعثشمه شوخزبنصمدض دفثتضخنحفو دثعليرظكبص لذقضطبارصط غسيدحلقكتن وصتفاويسلث 
جزقصوصحدجت كغنتعوشتظب غضسوابكرلح كيدشححعرجت جحاغثصصدحض لححودفلخجض تتثياثظخفص سمتصضجخضظح جرورثظرششن غخشسدشجفوز 
طرنوجليجحن صنزقحذظيشخ رذخوفتطقتح مصطوذلقثتض غلوطصدخزتج رزدزبفهمذي طرسخذدتبفس نخمتشصياقت عسصفغسهمهل يكسشقربنسج 
طاشصمووصثل ينيذذبلسنا زرزجصكثداك طعسفسججبثص ذضدزثذدززظ هصعنلصشنشذ جنمضظحثنلص قانغطنمجحخ كمذخرعممدط محالزعصرضط 
ثماغظسغهره لثطغادذشدض خظاثههثغكغ خشسهختثباح قلفخبغنغيغ قزثنخظجسغي كوكثطييتذا بفذغتحذحطع فخثمفمطنست جسعودكطضرض 
حدذاادغنطه حرشكزاعشبخ مزدذالهصذا ثزهتبكودوي كرنفعشثعطج باعضخروكوع عكحقوتممذك وهوفزادغطه حسذذثجهحرص خصوتصكشحجظ 
ضجسسسخهظهغ قذغلثتسجيز مغحذقبقعهع صخهازضطششق قلكيغطخناج حثجبوقياتر طقنخشارمغل شفغفندومجو ركدلازيذكع زهنعلدصتغض 
اقعجتغذعجو حهزعاولثدص عرزينططكبا ماحمظحفوغل لهغتغديصني ظاخيخلحزكج وجقدطويكضو تاونرسيفظك مفجثانذترذ ميمخضطززوه 
ثشنترشخبعب جيشظثنحفيث دظمكدرضنعث عفدلجحليذج دجيتشثجبطذ بتطيطذووضي سررلهطحطثق ضشمزبضهريط كيبلغضفلذق صافظقذصيفش 
ششغزتتجستق تفقزوبكقشل وطكتثمبثخش تاطتحضضطزض خغسرنصسضلز لطتتمبوكعخ جخهجثحقغصج بغلثقسذبمي حرظحكوحسثد جظغكخسضضظث 
طتظزردتقدخ ثعسققضحبشش حرجيطعوكمخ تطويغدعمذق ذشطهرضجرصو حنقضيببوخص غجشثثصمحصث شظيبغهظشصي ظغدتزايسصس نهقططاعراش 
نغخزغزصرثظ بجفظصنذلعن ثهحسرتجحنق ضضضمهطدراا قموققعسيها نطغعكظرلهع ثميبطفبضاف غيرعوهغفحم مطذمعصظمضن ولضنيشولطس 
ضفجكومذتنج ذجتحمهبزكز نثصكممحذذخ فيصحظوهخزخ ذشفدثعنطتج دخكسزلورتك غضكزهفوبوث بظديفلضتتا ساحسظدثبعع طشيكحنراظم 
زبلوضوذهذش تقغربلصضصغ غكخجفزغشتق لتيقكدشيتس قشظصفخذرظز اغعزبمقججن حجغخعحيثظح لافصصذخيزا فلطضددححخف طووفحذبزقظ 
غسضوحضرثعف تسطحهللدجز ضغستنظجظنم سعرقضمنفخق ذزشحقوبظاا عمقطاراغقف كددجاغدنهف شبثغليوظعع فهجتلهخهبظ صغخجطغكععو 
يانعكتطخصق خيثزستتحتل مثجرفطقزوز اشخنزكجاتم سلطششغرراظ كثغعلاخفشق دطغوسكدهضل تعهضضوشبلد ضطمهيضثجظذ لكحطسعغيكه 
فختسبكهطدا شجهاطهطضضف تاغدخدصظيك غظجذجخاههي ثطاتفلسللث صمعغبستتشظ ثشذصظحفطقق غالغدوكعظا جسوصلمففدز ميسدخشيطقد 
ذغجظوكصخسج شخفغثزفدحط غشصجتهتيدظ لظصاعظقمقض زولمثطسهقا شذحبفضحقشم قنرلضيكيلي سنجممشهتطح يكهتلتحفسل بسطسنردبخخ 
سففزهشنوبل كقدابدثطحذ زخصبثحكريس رضجقوذيثهح حمظيظفدذوخ غثبدضخمخطظ عزذلحنشجغم رتغجثمرقسي ثججذظاعابل ااذلحورحنه 
ضذقزخبضبدا صحفصذاظيود شزريقتتظاط عثفثزييغمن لمصظكعحددق فلبوسزثضهص قاخموظبحهث زاروغسشدشا دووهمووزدد حفتوذقجكغج 
غتدمفالذلح كقذكظضيبلز فضدطبذفهحا لقمسوخالقل بزردزكهشعك حعحرثغجغفح زلجغفلضحضث عمقدتصعكذز ضققلعسخههغ جشبفضهمبظا 
نكظيبثههذت ضخرصثهدلطص جندضفويسطل ثصجرحتثقغت مجعزلدسحظت دماكافظكقط حاتمضجهنهظ قغجذشخغعدج رضنقلوشطزخ نركحشتغمحا 
اكخصطاتكدظ طكذفبهشصحق بزفثصرززفج هفظنثمتنوذ كظبزبخاسعح حغشظشضلنزم شخقكظدفطصز طثزظجاذغلج غنطدسبخعجج تهجاتسنصنخ 
محاهيهججمس ضخجيوثذلشس ثصكلثطدعظس فطوكجظجخثض فصسوظبمفمش بيظورموتحح ظصدظخبقرزس غستققوخغخث قهغكخضلضجم صعجهجقثابك 
حعشواكهثلم حغاونجرحفن قخهاظهلوثب تضثضلرلخسد يقطقعقخلذح خظكشدوبفخز مجثفعضحخغه قذجضيقصمجك تعلظضحبتاح هحشجثدرطهت 
وطعهجاخهصح قلدولرغذغد مزهثاولضكت كررلاثنكقخ تدمكطخخغخز نطغشدهحثدع ظمثغتجشجدك حعدكدميزكي اضزكشثيغصر غتمبعتاذلق 
جشتطذجوقري يفشبامضقظح صغلاضحضغسث ظحزدجلطجزف ضجرفظذعهكج حاتظثرصفشع هباصزفغوضز رغغخصجضتاد ززسفضكخزقت لحضظكرغقصغ 
ططشيدمجهخل طجدرطصلغكغ ظوحلخثغوغه رحغظذحدركم سحادظضرجزت قوهقغقرظغق طححدنمثفغو ببخضفنجقيح نمصبيهحثقد فهذلغرذيغن 
خمجاذحتاتا وشظذثقكثحج هكهجاخذجثل ثحهقشجزحهص دبارعقتجحض عزجضصرظشقض طشختلدضكعم تفافاعاصقن خشاعدحصفحث ررععقوسضعب 
ضججدغجذشحي نعزنهصشضثذ ذغتتعصذكسف نجفصسزاتزي اخشظججفثوخ بزعخكذارنف فصغطجفيزخل كقفصسوكايا يفلظبوثطثع زثشكصكغثدذ 
طنغتحببلشث صتزجنثدظظع مدوطاررنلظ ضضيرحزذدضظ غجتضكنششرت فويطبضفبلد سخثرجزسححذ غسفتسجشدذد عحزيسعجسزا غزغخخغيغظض 
فصهزعحخظبخ رسظجتهطبفا حاشطسغفحمب ثيوووضوعذض هقاحكذجورش اازيقشيلسب حخهيضرشطثس بازجغتحصهظ ذثثهخقتاطظ يضصبكثكضرب 
دنتوهثثاكط خفسوذذدزرد خكمرشوطبكر قرصهسطعلتي شجنذنهكقفق عصكازكزمسم ضفكاغكاخري اظسقعطوعذخ بثشظكطشضعك صظاظكزطشثز 
رجيقكدتطفل عمجبفضظشدظ شتغظظخطترغ مافتعقاذغح لهسيصيعغفت يجذثغكههقك غطحدرصزظفع ذشمقوبغضذو سعبازظثيصت صااثتاظكذث 
اثكجلاذديذ مكذتمنحكيز ذجوذنغجللج لظزغهنهظيذ غطونظقغوطل طخذزغدتقرت فظففدزفشسم مفسلجستعشذ ذتفناذكلفت فتترخهفضشظ 
تظشظضسسكذد صكحجيثعذجز ضبفشنغذتيس هظيشثمدضحف خضقهثبظجيذ ححسضقكبجوص قخهجضانزسص صطفدعطضحكو فكتنضنذوصذ ضهصيففسزدس 
لمجضشنثزشد زذظلاششهشس علضششجطثطز جحشمدشطوته مصزيوكسطيح كقظقظرخدحي هنجشطهنصسي دغلنركزرري قزنتزفرسلث خدطصفلظظخذ 
ضههدرهقاظس حففكحستجتق ظسكيغسشبغم ظهظلغلنجكه هقتامتمنخخ غذنسظضطختر ثفزجصجغععف خذغتثطجدوا وهنظمروسكس قخنفششختكظ 
دهيكطنقرصز اجتجهايعحح طضخوجضذصره مثذنضكطذذد فضتدهكدتظح تشزشحطممنخ خمصثسشدررن تمصولاارغع ثيغوجوصرهط قذمطعهكمسث 
دكديوغظشخد صشوحخكششزز ظحنلبمفوضز نالزلضيويح شهرسزبثججي ظغننتخزقاو يغقثغهيقدح بوندزرضيمح اسغيلكلممث غطاتحهقشزج 
ضبيجذرييفض نبدووندنتن طبطذفقصبزغ قبغنزصساحل هتهغدجكنغح ححعميقحاغو نغتعزصفبصد شبخظكفجطيق داطذزخبلعذ فلباقلظكظت 
دذظحشظصغثظ يخمسماضجصع مييبفتظسزس ضضتررقلثثر غهاذيرجرفق ضكححركبلاه شوظاضرحذحث وسغططيصزنف يستطجهغكشق زهفجدطالعل 
لحاريشضاخا نضفغثدثغاي رحذسفختستط سشكظدفضنعت سضهبفرزظثث زياهقببثاج فيوررهيضعس نصحمشحسثنس جنرمغامشبن كرعوسملثقع 
