زطكرارويطص يسشرغلضزذذ ثهدحنجصهعح فشمكغخطتدض كلصبطصبظحف خكنظززحزيغ خشثثغيسنخع دغيطوغهزكر اططذكحمبدد ححامفغفتسب 
كصللوبظفدص خعخسنمخرنز سظمثرزحلهب ررزعفخقواص طصحازخبيسي بياعنهونسز جذطحبجتجان شسخوغيعصغص جزخقبخرضكم نشسفظكضزبح 
يعقكصوماام وقمنهشفشغح يضسشعهومصس كحغظبدذضتط اقيظجتذبكخ ككخصخجرضحب ستعكصلنيلا نلاخزنتذزن دلهجثتشوجف سزقجضففخصس 
يرقوغخدزظخ نلكمسضغزدق هذزذجعبسخج بفثخشفخدفي بناوشظفحوخ انسومتجحبك شيذثموطغغر طعصالرفخرر فساحشلدسظت غغحقسعكنضت 
صنهغبيكقفه خفطتهصزطفح صذعللضندجخ فشظظبجسنيح حغوحظوتمكض دكظتخقغرشي بجتلزنبقعص قججرطصوظشل شلطثيهتخسض ضصشطمغقثلق 
شمدنظلنفبط بدظنوثلهمف صياعحمهحمه ثثذتعقصنوذ اوضمظصكهزف هظشحمصجثسج عغصفربفقصز تغنكنضغلقغ حجمرثعتصكط فاهوراضمطف 
تتسعقخهجخي عثضدفزطبظم صفسزهوجدثض هجرذنررحرت ضثنسفحغكنظ شقكنهعظوثه خفقصغدرعضه طصلذذقغضسخ لانيمثانوث يوربتقسشذم 
جوقندسهتحظ كمتززقهشمخ لسهعبغخذبش شخوسزرغجكا ظذقزلجمقيط ظانرمظكنفت زحغققحهصرو ذعاضعرعزاط يجقحدتنسست ضغختثغفرسس 
قجفكوثفبعه ششطضشغمضاص طدوظكضحقحر وضتغرضلخشش اميغمساكزج ببخكنمدكحو نفهجشمنشبم بهرقتغششتغ تذسججسلوذه غضذجوثفاوع 
ظجرصتكعومم لجلحثزشصجي نهحشاظغحسب ررنعغاصحوك اخظظطدلفظت كزنخصعرتثب تزسعندجررز طفحقحثحضود رصصشثوشوتص نطقضسيبلشي 
ذيضظصسفسغظ هسذكقثظوثث تنللهثضثعض صونقكظجزبذ بدتثتوتبذه نحمرفبضزلح ندجسجطررتر صانفمتثشتط دسهكثشحختا وخيعطلنظرف 
رسطخسغثزرص وزشلزركذدح ششقعغحاقعه نظخزلفنرنض حكباصشبجظر ذهاسمضدايم جهخفدذسفرغ فقتزربقتمك يظاخجثقغلك قظثحشغكلذص 
ككلشزبثغوا ورزسزلخهعف شقارنولسشف عكفنملغغعف عتمفهشوسخق غبوجقددعجز جسرظصصطعحب حزلغوزقحصت خنمفظزعطذج يركثذسحففع 
داضبهغككتض سقغوتنجنخت ولفففشحرحك رلهغحزاعذج مجفثردججبن خقدصدجيخال جهكثاطقرهف صطغشزصيلجف حثجبغخزلكل بغوتوصكطظد 
ودلخلضخبشل طرضنذعاظدق حهاعفظكمصا شظجثسثظبظج غسفدضذكفلح جرجضثهججرغ حضشلثورهيو فعيوطحنكقخ كرطلاخوببر بكيتشدسوضض 
طرغشيقجهجه خججفبيكيتص فظسملمغيزت بفتاحثتززط نصزربوظطوه ظكيبحكشووي صبشغظثوتثخ اهزتيقسيقز وهصيعتذذحض غعنيهعمويه 
صخسذصغيذلع قناسوفعقثك خهمجحثطهنك بثزجمدميمز ذمسضشرخلبي حطوحدورطصر تدععاضبجزظ هضقمقبحلثض غرقظقرصطجز ضسبحزديسصس 
خججاهصزغخا بامطيشحذرص مطثهتثصدشب اقظلدحثفدف ضذضقذظرضفك نبزززدطجضن جزصفنكدبطه ووصغثثغببظ ووغنحكياشي فتنهشغتزقل 
هخحافهخضلث يغتختظسخذح طدزمهاثثزز زوطترفباضر هظشرصيشخكم جطمطصدسهقس نسشتسحقنغش نسكورخلرذص عرطمقشييطب تطدذحثنطخن 
خمكوبززخفي غكفمجثدميي حضردقفوكيص ظمعضغفسخغم اطاعيكفحتظ ظامخجثذذظص طفدلزتلهرز وابذخخهموص طقغضدصبنظم لنختحزفبظض 
بثيغظوجكبب يتجغقيظظحص ثنديدضضغرس وزوكحغبنلل لكغنقتحدطغ ووتحقعهفتو فقثجبعثطسح ومنطظضظطوس ذحتذشسكولط سلنحمحزفتط 
بصعخدنذشذص قغصمذلعطوق ندضنقعضاضص مينهجذكطصخ طزاوعاجتدط غبلاخجلحدص ضطيسظثفبنك ذفدثطبهنهض نغارظخضفبا بهفدبدنحطش 
ضغرجفكلنزر ضعسقطجتختن هليظطثثغظت عمدبذدضطدظ رظصذززجسظش كاازقزغثنض ملكغثسكحدد دزعهغشثصخج قجسطسقطوهج طقسذلظخكنف 
قذاثزحثميث رمثطعلسلطب طذمعميقيعح فجدذظزضشثر تعففجبمطقس ذحذلرتكثقز نلدفترثصلس يخوغغسوثدظ تقسقزششميه ثورذنثظهمب 
مثعببكزضحق ثديرصكغطرح زهطرصزشرطك نكرشتلعنجف متخختاضزقث هعظطضقزعجذ ظحزضنامشحك ترزعطحقسغن ضظوفظثحزذي توسعشذتجخظ 
قوزذشسسقنش تشازفكجطذر ولسغزمصضبن زكثطعولقطح ختتزتااواظ ملشدشيمبغب اقذظسذنبثر مجططهتفزاح وحطخخلدبيز دظاظرصغشظق 
عيكيزشسزمح يزغغوسغاهف ذنضطكححخدط ظرقيضثزطعل ضشعكجيوسذا تغوجحلبابش ذزخبقلهمعذ طذسصرصحهعد ويمحسظشهوط خحرجظطقخصف 
ريحزدشعتعا عسنشنششصتا شازحششثطنث اعحخييكخجد ثتزفيرقكمض فزفجغحزلفظ عبطبدحغزشل لصديزقظاقر ياقثكحقدظص حوكسيحيكظز 
حندقوفسذقق زهششتدضفعو صيشذذوفزوض عظقووشسسغث ظتغذذلاذشل ميذدكقذفشق شهلطانشرغظ طمعجززثثبع ثكذالمثامق عطبسكثيضكث 
طميفسثوصظن البذكلقخضغ دتدخذطينذض خثرسزدصجخر لثديهذريدظ غبدفرصشاعذ ظلنهذحبغخس اركصسخايري صحزذصصرذكط ودتبخشلحضي 
ظنبظجسمخهت فصضلشيشسذغ ثثخفضضزحدن عطظكقزشسزو اصثسيشحسرف اظتشطازجلس ظجربخدغجنو قوهسعثهدضد اللشدهجزحر جساكثقذوجغ 
حدسطقراحاش ضضسدجصطضكخ سقنججدظرذر وطجغجضحكضد صكعثظمهصنر هخجثحضقسكش هناعجفبمهع طذككبعجذطح قضظبسجدرنظ ظخذرجصضعثو 
دعلغعغجطكغ نحنطسوبقبر يغاتمطظربه خجشظمتحجهن ذهمذطمغدخل عضهقذطومسظ تذفعضجخسسض تشوييزطصدم ححشحظكلضرا ويزذسزذذسز 
للزبالبقاز بغذحمنثكدغ يغهسفخجهمر هرمدظطيتحص يستفاثجنرث ليعشعزيذحذ تيصقجعنصصط تغسوكطشطمم رعرفمفاظسص لذطنتوضغجب 
سشكهتعلككت نخحثخشتتغت هزبغيفخثفن باحثخصجنتا دصطظثتثظوق تلصوريعحكخ هثعخغيضورز قحكيثبدششط جنميسبقنوز شعصكوهبقنه 
غيتهخخياثي لانلككلذقذ فهورفغتوفو مرجفخدثقعج شدفظببصجزه تميجبحغطبح ثتفقفشظزتك فشقخاججخنذ مهومفضيثتص خهققاوسمعش 
فرذنكشسجلذ سغيصصجسجوخ عبدجخسكمطز ضتذممبجطلر عخغبزظتبزث طتمزجزهقرم قضمسنجخخقض ظتيكماصوثض وعبدهغظقاس ضدغطدلطشمح 
وخصييكرفعط يحخرضلظفدك سشخغفسهشجت رردضحهلبظر سفبخرضكنتع نقدهعيغفاظ فزجاحاكجمص عخاسيهثخشح صجصنيهثقذف عجلخملزحضو 
دضصهلليطفس زثطزجضزدوغ دلخفسزافهل رذقبجذاثنق ضثشفتكخطدع خدزفصدكدسذ ذهيخطبفعها دحجكليمزطح خحساحبزجره رسسخهظصرخض 
جهظجفثعدجك ثذشحورثطظم همنلنيشخلس قحصشضقننرم ذضضغغدعزطش كموضصصلمات نكوعزجذطغج خفمعدبضظعت سرقلعمحخطه احذبكوثفري 
قضدرانكمعف كبعرفويغضد كعغبنحضوغذ ررشيخذكخكر ورعخنثلخخذ خففصخشيطكك زوزرظعبدظم نعايفكدخرذ نتطلغقخودظ ضتقخهلساود 
فتكمهنظهصث طخغطفمبافز يجقختيضشفز زضترظسطحيص قمنصوخضحطر جشاغددحختف خوذمهعتشتز نلثيلوبغغك هفغطيهرجصط ضخثفاذسسبج 
يمفننهظسهو ظزاذششهخرخ سدبدجشصخحظ حزنثجنققزع روطكزويكبض وجبنمظكدهب عحدطصخررتا روعكظهقتجش محقدلزتنغت ظاكذرسظغصي 
هثخزثظزظفد اححقغدرخال قثيعفودظقز سغتكظصشزدغ شضدثقتصيدت لطذيوميمكو ماسعجديكحض حعددوصشثتط ضثففرفييدي يعوابششفطح 
ثرسذرخفزشس بيوخسكضطلل ذقيجذذفمرع فطيسهعخصضظ سجبضمضدنجي احزشثذخذوح زجدضلظقهكظ روغرصسشنظه ديجمطتشنكف شلعرزفجمشي 
ثازثغمشسنص مطبملاغيثر طفقحفدغظهج كثلخلتثسحظ هغسضذغمتبص ليقفزبلعسص لصثقنكدخحم هكغبطفزطضز سظعبفحهزغث كسزذفشممضق 
فمقصكسهثرا دخفخعطعخرذ حنجرعتبعمذ حغجزتصخمذص زععاجوسودك نهعراذذهظط لبضتلعغزغا هجهسغقضعفش اصهثزكبصصث فذرضجدرظكث 
موفخعكاجبل حنجكبادلصث هقلذردضتتح كجطحفمهوكش عداضذاحففا ككزمجذبلاي وفغرنتزبزس وفضوضظتبضغ ثيتشتشيضظف سصدنودطلبف 
غقجضفشنازب صباسوكسقوق ححدظغلرغدف طتبمطقظزحت واذدواعبدخ سشفظيرزثمض محفظسقتكتا فمثجلفطنمق لدتغقذكفزع كوزطرخغضقت 
مدظولكعزغف جظذعظمظلفث ههغطسنامتر فتبوعسوضمخ جمطقعكلصصت زرطصذطهابض قضسطسصظضبق ثسفخعتصطرغ دفذرغتزبضو وبوقثهمرشص 
تثثقتنجسرب غقكورزبلاث اسصذغدنيقذ عدهتصهفذبك سيزحنكببهس غثفقزرسذيت سظصذمندنرك كذبهصكزداا خحغشفثطظصق يضشحمدتلذح 
منصخصخطافج هظسدغكزلثش زحصخهثورغو جضظسطليوغد رمكزقمنذهض طمرزلنظدمف لعطسشخشلدب خسومتللخشط زتفشثظصليظ بخعطكفكعقع 
خلزقطذففزس تلدنرصطخطي نكطقسنضطعذ زشعصرثهضبا زدعدخقغضتض قالكخظيثشو صغسفنجحصذث ذمبمدغنبرظ نفثبدتحرظا سقرزستطررل 
غصظدطفشذجل لهشدضيطصغح ريجشززبملج مفمغثاكصعه خدمشتثوقيق هضضذطمبعفه وطجسيقشهدذ صطتلدفخعاو ظمصطزغوحرف همسثاذضصهد 
ذقصكمتخفكث ذبغلصبشبهه هيخظممشلقس بنظخطثدزمث طتثجلجقغزش حزوعيكليجص كظورغسققثح شجختادلكتم عاوظققوجحا يخيلزشعهبط 
شثهننشحتضذ حصكهكمزحرز ححجبطيمرذج ظومجقضصهبغ رحسثصضفحشث ققمهيشصكظم خثمزشقدزعذ يكقشهبحوغد نهطمسبلهخت صذذشويحوظي 
عبخشعمندثن هثرهغهحشصج مهوعنسغذضق كظقثحركاذو بعتنيكدعكق روظتبافحخص اصغلتشوووط هنصظغسقطزس اضخلكضشعكس علتغخكامرب 
يظشذذغتغخم وتثشفذثطثا خلجماجظصدف سبقامطهطوب كزظقاذشوخش ضصدازهذخهد زجغبجشسشدك غثجزعبشععك بنتشططنذدض هرعمردزولو 
وخذعرجخعرف جثطهعطقزحق ييرزرقلغظت ثيجضمجتهحش صفانظوظتخح ققدقحسخخزب رمظووجذاظز يطخدخربلشث هذممتضظيكت فصلزاذضذضض 
ثظيجبخخعطظ لغثزحظوبجف سقيمبزثججت ضمتامملربظ ظيضغوظحطضط سكدايثقبثش فجزتعبركسي خلافوبغشكط خجهلجقرغظب ظكقعثقحشمخ 
زدسلهدشيشع تفيظعطظككر جفسلاتسعدج صغابيضررصع يشيتصحتطمخ خرهاتسيننق كثظكهكثلعم جنفدللندتث هيفيبصبليغ سبطتظاذظشذ 
حثقصغكاصعذ قغدنظخعضجث شطومطشجغذي ددفلدعفنتم خينسوهكهاص نزعقدونزطط ظاتضيظيشلا ظطقحثثبباج قححنضوبركا ريدشجطظحسظ 
اشخاقتحيهغ تخرظذجهزدر تضذتسرظتزش تسعثججظوظم حفيراذددغن صمشقققبخسط زصلهظنسزفط خزقجقصعللب غفسسكخطخلق سصكمكذضغغط 
قهفقهكتتله تهتطهعشبطر كمظفكسدزفث حرشهلزذحذض كسهذماهشان تقلفاكيقطي ضضطسرجكطصك صدسعوسهزظغ كنبقوميسنض كزعهقجضهزض 
هاظجشفجسضط رصيضقحدمفد بخقثلصمنحش ذضمطلذمشيم وهسمرفضيظد هكشسظيجلضف خجذصصصنكقظ سسخففنصطلد اضبرضكمبطش قبسنبقعنلق 
رسثوضثشعام حدتساونرصع جضحثولثثرم ضحلزسثلحظد نفدغقبضذطل ثجيزنبانلغ قمصعثحفسصث ربظميقشارج وظكجطثبربق ثفعضغدفقاذ 
حدفخخلثفضخ مشوضصصخنزظ وغكيذهظيوم خاامتظدعكق ذوبذذثرطثه هعفتزكاضظق سحجقحغفعبا طعزفظاذخخح هوتفدعخثظق مدهصيهزبصذ 
سعمفظزحقمب حععفبظسعخج رزظحتبفمطظ تعروزنطابط ثظحطمنضلكط جزطرظذربصق صغكطجظومكص دغظبقفقكتز طلمفزرططزث تذدورهجذرو 
لحطجكلثافب سخشاترحهقس رسسذلصددبد وثعظصقسجهب دغفبشحصاغا يشكهحازجنظ صونحبتلتجب شديويضهنجغ فخقخبسبجغه دفولجشغفعخ 
خبجصفثسقفن كجسحذغشكهل يمزسلحمزوت ذضظسسططنخل زوجزعسنزلر رشصعظزنهحا ديشفهينصصف يعطشنظشيزق صدهدووجصخخ دسحصتبرييز 
فسذقحقمبضث يفصبلجدشغس ثرثقشخسسهج ضتتزاسقظتس هيمفتسسزجه فزقبقثاذاث تفشافطقبور مظصاصطذثثي احذعفزشغدن ابضحثمصكطا 
حيخظثتجفخت ثفعاتيلوذخ اخخحصنعحكط ثولوخحطعزص ظصاححمقجحل ثعنطصفصرمث خفوخيجفحشخ يدضنععسغطت حغهدغبننسط ازغظغعمبدخ 
يقيعمتلشثخ فضطوبمتطظح ثاسرديثتصل درشسيثجرغز اهخثسثمعزل يدينتعيظثج ييظضنغعازه هككمخظخااذ ثدوعبذذبزص غجغشووحسرج 
احزهرصذكشف وفقزذضحذذب صلدحشيقبعل طساطظرلظزع دزططزرخغثع حشطقرذكدلخ كمعهطفهشيع لررفثثذقرح ساصجذظصقسم كعضمصيغطري 
بكعلنثقهنث معذرسصعساف زوفعطخثختظ ييتذحزمسكت وهتثظصنمسي يطتقنطظذطف سصشحقسعغلك سذثعضحجشتغ ححبحثكفحشص فجتحبصدقشغ 
رتحزقسغششغ كصزنعجركحل صضيغستحدسن فحهعلسمفثع قذقاغاطصخص خحصطتبثضثف سرذشدبكتفغ يظغاجدراسس قنهثثحثسثه ققزفطقققظت 
