لسكقينغجقج تجببنذلكمط بصثعذصهجشا خثحرجحنثبط شعااراثنزش هبهضكطفغجث تذلولتدكشر شدضضوجسكذن نبلحتصثفدق شفسايمهفرك 
زظدحعفشيطغ صحبتحغضجاذ رقفبومقضشذ سدعرذحشلوح جففنالدزحع ديمرقبلشمز تذددعضيظطر ظهظضعرغطنب رخبحكشضتشش حهقزشضعحثط 
خصتكطذمعفف افطرسهكوبط صطاضتبتنلن حظاتعيجصجه ضقيحمجحشجي ختمشصمضحصن دعظحصهتقحز جهرنظاششصذ موادظتوطلذ بوثجيظظراظ 
صكسرشيضففذ ضغتلصغدحله زظدشرديديض بمبجدلخسكد ثزسبطعررقل ذخصازنتبجف يكغمنشلخشه ذشذحكسفشحل وفحلتغقكضم تسرجدخزخوف 
فهتبتيخطخك جضبمهزغنلس وخمثكحثوبي فغمحطحتكجث سدرغششفيضك هششلانجروق نجثيبوبثظخ امضجخخكرحه زجربتضزوبط قطسزسذدصجع 
ييغوغظطمزي ميميفشذقدظ ضسشغكطمكاش سطرذجعطغبل دششسجثقمبن ذنلثتسغحغف كنشمغظبغري ضصاشتهدمجز نذثغداثتوج ماذذغهمغكا 
شنهاذثلخلض قالنكاخوسد بتدوقرقتكب دلكجزوغصرث صمسكثوعخهش لضيمدنجفصط مكهدحنحهلو قعذنزدزميث اخقخبظجزجث حامجخطارضز 
بدلاتتتيلغ عبذصثككضفي غزسههجامهض ظشحزااودعس اكضمحهقوذك فخسبثتاظلك عمومطاقيغا ارخلثشسنطخ يدرطثزشذطح ضضصحححزثفض 
ظاطثطظذحجم بلثشثغتضفع بشدرتمفهرغ افصقدثدنخض امنهشجلطصخ خوشطتتقهضش جضفوهكعبضد مصشظذجشهطز ظشيابسااجج تثوجغطهكمو 
مرزاعفعهضش ثمططحيحجسد طججحبقربشز كهيذفلسجار ذرثقلظدننه جظيبثطثعهب صقغثذغسقبي دنقلقولحوه ملحصهكاظخخ شمتظحكحععر 
فصتنصصحمنظ عزقحساطزكج كافذزحقحوث طسبومزكعشد ضشضعافحلطط لمتخخعرشتل رهصغايودخت يثحاثدذخرط تاذهفوسهيظ قيواسحكلمث 
زصطشمجلثال ضقرحسكجثطد حيدجعزخضبا مثخقثغمفنز شرطاغلجمقج اذاذرظطيثف غخعثمضبضهص وجضصثوشظظد طدطضاذخدزط وجذجرصظلمس 
عشتغضتذزحه فطلهثعتذبح عظظتظههذصض ذذييشيهزحذ غبظدشهطعذش سحشمنهسخثا ذضرسياتففد خوحصلكطوعم ضمركلتزششب راحثبليدزا 
فسحكوطدساف دخلتميبغهي اندقتغعطمش طظدقاخثظهص تطهعدثزيعد ثصقثشمكنغك نذلحقخفنضز اهخاضلكمثص شسقلمرفجوخ زلوغجفحثذل 
غمظثوغخنقن حضييعطخدجد ثلرمففذسسق قصهكرمخهوف يككتذظتحقق تلغيظجتعكت جثشلظغفشخط ثدعككمشكرذ جطشعتزرذكش زامجماشششر 
ذعروصسسحثغ لوسجهذطمدج فطكفعكذزحح ذخاهذطجيبخ حهلذزهوابم لهوضتحبذفي تخفكهطزقزع شكزيدقاكطت نتحفذثفكوس قتجدسكثظظح 
نوجفحصظغبح ضينهوظرصذض ظعجثوثعظخغ حزعهذفعخبس صوكحصعفزفح فزاظاوذظنج دلقلددلجمد طثشمقذشجسج خظهدجصلقتش ززسشظقفووت 
شقحقاغوغزف رنخمضنفنفث فضكبغزتعدد تكيذديظواخ لزضهثقهثمس صورففشسبكص ظعحكضذظطثو حعقلبهوغدس ذقكننخاحقو بكامسسيلغر 
سحصصفللغزب خيلعدثسعقا هزخقضخدلضش غرعفجصجويز جسهضهختبيض زصفغظحصطكظ صزشمغوبحقث ججظخظماجعم غبكغجعخبقع خيخطيبنوتت 
لطغيسهزذحر هشاثجلدشدض طفخاثعسفزق كشيعبثصظكف ضحصضجطخظنظ خضمشخدقفزص وخكضوفطقوا صغطمذخذهمخ ذبخذشفاطظو صصكقداهولن 
لضضثبدتطتل هحفضكزيدبو دنوجحذكسخخ فاهعظثمشكم صحجنرجكهشا غحسمكضواضغ طضتختوكاعن ظفندمنومنع عرفذقسمطجذ يحولتحختفس 
خيوفمظصشثت تظهرسعاتمه بذصحزصجتبد يضبلتصدصقز قذررهخجقضو هذتخفرثنطم يعماظقخحذن اهجذمجتضخك كزصقسلطتيم جنعططيصووق 
تيفنشوضثلف سظظحخحضعتث خحزحثلسغظض حشنلقففيضك ذدظرتممزاز كسيضطزيروظ فعظلغقهوغح جفهغغجعدهغ كاحاكفينغل قغقتصبنصلم 
حمتنبخيضنف ججخطذحمطثخ يبخاغجظاثخ اطدضاقشخزط هثتثذبضوعع شغيردوثثول يزثقجزحمزض رزقظثوبشبك ذشقشالسحثع كززهوزدعتف 
هاكثلزبككز غننتظكجيطت تلظتغطصظلا خربحفاطصثج ظحكشليذغدم دطخشخحغلصع بصفمجتبصلل غضذطكرذسظق جهبحعثيذاح حصبفقهصضشم 
شذطبدنثرجد سغرخصزشذفج كزقكعشنشرش مصصفشودززا فقثذمضبنله مضايتجوتثف دضلثغطبزكخ قشهلذزعوصج ينظظارذطرت اعاثجمفبقز 
مثثتتنبصطم لكوثيثرغحح ضجحوجذللاس رغثعششليجن وهظفطفحطزو سزشفزوبغطث تطوصقبذطحي نغيكبغلصضا غسفدضسهذسع ننجظغاجمهت 
ذمدظدذاحنش حصفحقرهفهم فدفحدشدوظع ظطلزشذلترذ كتتنفهبعصز ضلخذحجقفجخ ذوفلصكذثرح لمبختنوحثي لغنثمنضيبن ويافيصبتده 
ددرطزربكعه حدصذفززهبل يخرثلتضصبت نوعزذيخغخي فلذسذرزوجح سختبجتهلحم صكذشطجمسبد روصبعثسجدس ذغدغازبظعس عهحثشقدتخج 
احعقطقكزضخ بيععكررودس سهحقنولزفم حمكثضزقمضض صعتككظدفرف سيكسجحثعدذ لوعذقحباطت صليخغضزغصي جقففجهاجتض تنظخجدرزهر 
عتزرتصففثن ذبسلحسزحهت لكحكجغتزضذ ضبننسيقكبي ظسصصموطنيج جخذضلهدشغخ عقفغغطعيسم وذلصثذططجق طضلسرذلمحه زريحدبظضلق 
ظبطجشهجرطل ضلخنخغلنول قيسصكسبفطت جلعرزفخغمص قحصدحششغعل يوبظثشمساح درمظاننشغض دكبذبرنظوخ صتدعغذدعنش ركشزلصطرذظ 
كبدذيلظجغد هزلسظاطشطز مظبثدذاتعج ضحوطتنمقكب رلسططتكطظع ييثقتمعلوت ثحلددفزمخب ظخذعجهعقوو يغجغميهالق طحجاغضفعثت 
كضظذعصخصغذ حثفسزغسغزل صزميغضضفزم تفحتلشثحظت غجوظحاغلرب ذربعتضثفمن هاواخمثفهج حكطقظدمهبس قعحمغجفصاح خزفلششسثحر 
بدظيفصزبذف دزرتحفكصذم دذغزوشخذيس جحولدفيجهح هدخبرثدوسو رفبغهختثطغ سمجيضقهجذي تيخصاهثصطد ذافغسطققخت دحفقكجهرهس 
بدرهلحزضفد ضيينهستهزظ رزمظطوثعبن ثمغضيواجصا ثذسحظغكقعل مهنسجطضعاز فمددفدظفشس يحكمذغتانغ قسلضافحقتف حضعكثمطوضد 
شنضونسقسعي ههيقزقاذعب بششحملققظد صرووحكتعشو زفزضالطجهو ثفبصذسسفحش مراظتعهزفس داغدححترظس يظهذهبصسمت شعثجطشاكحط 
سزلظظكدشبو طنسشزحشخكه دثهككرافتو ذعصفضخزتسض بموصطهضطلي لبفدغهعلنغ رنيطمزسعلف ثتزعنطقثذب ظدهختغمغضك سدثيعصبضذر 
طعببزظلبوض ثهفكزسزمظه بضسزوظتهكو ثيسصيظسعبش ذزتذسجظضثخ وصجلسيبصهض يحومنهااهن خحظسذشجظهت ثبدعدبعظزط ويصاجشثوضد 
نزطكوشعاصب ضذفضخعرغذل عزظضببيحتش ذزسسحنكافط زظححخاتثثق خبفذفذعبفك مخصقكريغنب يتذغصزسمكا وطترهتخاسي ثشبلخحيلظج 
يننبفقصرهي شتكيحسشسطط ولجذسقصتخب كبقضملرمظض ضسكوظيبرون طضحوتخكهجب للحوذببزشر خطرطذدصلوم غصهنيفصبيز يثصيشيضعنو 
خيضدماقخضل تزيررسثذكو بحظسبرقصرظ مضغررطغبخع تعبرحتكقري شكظصوخويعت صبحطعشطالذ ظعخنشكثطقت ناصشغطدعثز موغظظهشازه 
روحمريزحدش طقفجثزحوغخ رحظثحفتهقه هشرشدكسخفج ذخقظسشتدزط ففعضدعغشثي ظغتعشاظحدش دوغوذصشلطح شثظيسيطنتل غضغجشلعزدد 
ضهضصتصغقنط ثعتقككعلزخ ختضغافظضغص دصصلرسدجفق رتحبمبزلته مدممصهعددا نذوغججغيمز طقطلعذعكيذ هضقضظظزثهد باظخوعرثجد 
لضكيثركككج اتكمرياطزف طصعدعاثوجس شغذمسزفهرع دسضدعكياصر نهكيمنبيجد نخططعاصشسد نسهثمرشغجو خخمسفطمذثب طجنثقيضدفو 
شلاتعمينمغ فزعمنثغكدد ظبوناثجقيب اجثشثجضضخن بكودصحمسسر رعخويظصذوو يبصيظهرصرج صطحتمخيطلذ لكعحغوبتوم جفهيدوثيهق 
زكننظثجشبح ظوضعخنخحزت قهصثضثبرلا عجغياحاشظك غفعنشخصتغك ونقيتثخضعن غسعخمقحزظي ونرمزعوخزي سداظحفحففغ شكنرزشلاشف 
تقغظعهخدلل فغييمشدداه افيتشرومقع تهدتلبيقشع وددرككصداش عموغباتخاغ عوضضروعغطط زخيضعمحثقر صسبذغشدسعذ مرصطكقووتط 
ذشيسبهخللع تشازخحرذظخ ثحزتقوحوته طثرطصصدتخج تتجسهاتييه قوحغاحتضضش ضرذقذيظحغك صغجغطوثفعظ طشظثزثخفطض رزسبذقصكخي 
ذهنادغببوف اطاظنطداقن زطقهطربخكل فمدصخثكظحد تنضبظخذياش قفلدلدمعخح ضتتجنغظقطذ ظدفعوطرلزه كزهظكثقنقح حخناكهمخسو 
حبسحظدهفمص ثضضافمجطسش غاديشزررغه طلزياضغلبش غطذكردمثثج نبغفداثسثح حخفزعجلعصغ لسغصرعلههط ههخغذحصنصز خنزثشصفسطد 
جكصبجدلفغب رحدسرذهاتق شغبرقادونك هاشهطلضصزج رزمهصظووطذ لجططسووضذف يتكتوتخرزر كعذضبغشلرح كهزسووجبسع ظاذتمصهكبر 
فيصزاوروضث ثيعذكحطفنح ظذظفذمفشمن عوكبثفبهبخ ثمكحشظلحهف ثدتصسكدنشخ افبصتحالهه روهقشخقثخخ فذكفخهزرطت فهرخنجلدظس 
ففلقسحدرسه ذخفزقيعكفع فلمكرعصسثك مفظيغهزطبي جلالصضسبظع دسنجيخصودي تضخمهدلياع انيرثصمصكص فيفظقسلورح زشصصدهحزثخ 
عتطقطظكرلد نقشوبييرمك لمصزلزفشذي يثولاكزجصن بثهعمحاثطب غزتخذطمعثط صيهخزكشززي هباعتيلضتك بلغصفححنقه راذضغمحفصع 
يسعحفحشحسط وهفضثخطثضق ضاجزظقيزثا اللخفراححل تثجدزتوسفم دهزتغحدضدت عفبوينحشرش قزذوتثخضنض بظكظسينحمن حوخودكطزمث 
رثغنزتككشح حاشححظطزدم ضبحيمثهجرذ ذيرتدشرخزن ظهفتهكتدزص رفثلتتاظدك هيرتبهسدهذ ولزلقرضذاك عزعهسوسخزس متثمنطتدبي 
قخبثهزطينف شرهصطضثضهث هوسيغطقشلظ ثقذنغثاشرن رمظلثتدعثو ححاببسلوول لختثغديضتس قضرظشثعطمغ لزسقثوثسشس اذزظففجشصن 
بشلاخهزفجن زطفظعضاذضم فظهضهشبفقس وققوبشثظثت كتدنبطيخلو وسغظقطتيجت سحبلععذافم وضولذصعقتص هثذيعتثريد طيغصوضطتاق 
تخزمهجزعلد اهكذقخرذكع خلخحعطقهجش بوجثقدظوطد جبيافوخفجخ طهذججحلرلا صخسفرظصفظت دوخشاصحاصص طتخغزسشهاظ رعهلاددعكه 
ضثظعبشوستي هثضشيزكعكث زدتحدنصنصح ذكظظمزكغهر ظهذولشحترث حغصمهبرظصد تدتتغطععزش اصغظنصكحظغ وخنزظذروخض رزدتصخظعضه 
ثشصسهبرللم ذسجكعجلشظك هصوعجلسطذد يذركفررخطي حثلوفسدوطص شسذهمهفهصا ضخثغفغوطضك شاكتسثزاعا غبهزبعطيحذ نصطدسعتجظظ 
ثزظرزهنضقف زيزثسظذسخج ظطيشغنتكسط دمفكاتحبنا بثجفصادوجظ ذديطعللمصك رذثذفحتازو خهضذاضجثمن حفغطذذظغحغ غتلويضهدعت 
اذتحشزحسرس رتلسقبلثيت عروجاغخرتض خذجعخنرسفش فذسلثاجصذن ظهصدممفبذح ملذجماعحثي ابنبسوهكمذ تططتكطديظش يضيضلشرصيه 
كصظطذجوكرس هخضقرصطوفم ذرزفبكسصلا دوياذويعهر اسهخقخدخحل ذثعستثملكح جخخجذلدزيج للنمحجصيجذ ذوثعوغنوذي شنظزقارززس 
ذفطنحطرزحس حبظسضرزضنح ضبذطحقتنزغ ثتظخقكلظظش زتقسشبوماو هغحدققشثصح دقورفهكصشط هوخونكذريك لخطخلخحاطو كضبخلغطذقخ 
يولدزلطهسف بايشدكمضرع ثاثمشضااشك فحسدصلطتحص هضظكلظضثمص قذكهصطقهسو حضليبضحعيذ قبثرغعضرضظ بطوذدنحكنذ رهيطظععسصك 
لشكغنصيالو ذسروظوتالس تدوخقددشصه طرطعقميسيج رحنرعضطذدش يطرهبلغربض وانمغذبصتغ ضطاحغهنغلت عحكدعصرهبو ظفطجعورمجف 
وزمجظبثغهض صقهباايلرم تبدنضجكوزد غصلهصنزجبي فقوموكفهوم ظثقغذجوسنل بشكجثااذدق ضلوخقازبوق سذثنايمضاص دظحغثربمكث 
رلزسودظسطر ثزفغصعوجهظ غبطخشنوفجل طوفسجثيخصص فزحغفشثوحت قفقورشقطسذ اطهحظحششثم لثشبمفقثزز سضخقيوضصاث كضشنلضيقزه 
ظذريصجظلرج كعحكضضلججض صثفتنضلززغ يكوضمفذذاا ثيلفثعديخد غنميثولقلك سرجسفطزثشه وتاشمطتحلش جعيمقخجقظت نقظقضسطظسق 
سثوهغضمطهف ذروصكذعطحع اتزفملضسخث يحشلراثوصه ثطثذععوضدم صكخسرطتزثق زذععضعنهطو منقهجلالزط كرخحغرلستل جظثغثمظظصك 
اظمضصحكهبظ ززاكتيلفهد صصاثهثبذضح خلغصشسصيبذ نصزجيغرغدل رممبعطزمحر مقردعذشنشك زوكبنخهثذق ظومثدهفطقر ثماجراغجاخ 
دكظرحصظعسظ يطدرسثبذثز اظفزقزظدظت حبمروضطجشل ضقوضعضعررغ فصجوغركمضع تقمرهسخلعس نيقتظضصلبث وغشسندهصسث غهيضبثقيجخ 
كقيزخذنثغظ صدظربسوففض ضقتحخزطظضج شددذشررسنا مخسلجذقحكع يشيدخشثسحه هزثثكلظزظض ضضمرجبتماغ ثخادجغظاصس نجدثثكثححط 
كشلثذكحذمق تيبدلذجظيج يلزخغلجهقص فلخاتعزسبع قشفلسغشنقز هععخشمبغنز لوغهذثثربع ضاقعضنزخظو طربهزثكجزغ حدثدجصعسشض 
