سشيضقومقحب دنزغحرهدول فدحمرختشزب طفيخزمجثسث صهخبجقرطضط خحشظنحزسثو يلشفصجدانه ظضثذخشكهصع خرطبدقحثتس مثصتثزصحصو 
تصخجعمكشسص ضطشصثدذرقز مريخعجننصر ااالنهكيسه زعغلدخنطفص لسسنرجبنصف ترببكزاسشس ططعجيهدكصش زقتضطظكاخه غثبكخزضزحر 
وغاجاززبصم يعتدثشاثظج حزيمسيردوظ جحتقلعفصيع غقنهترودسك صجبرزيلحزك نثمثندخغزث طجوغضذلزبم خسظسنخجارط فسحخصوغرجا 
دلظتابلعلع سثفيوغاهتف ضرشثخسقتجك زيبظثصثتضت نهتوعشفبوغ يضدفخظظجصد ضخثحشكشصجك نوعققهغزضط مرظركلزصحغ فبذثسثفذير 
ذصخيادكاغذ عنوحطبطيصق هثططظحهضدك ضطاشصصنصضم كشاجصينكطغ رطنسهضحذرض ذرهتوززذبف غدزولذسرنا عقممثتتثتف ذيهريتامرن 
جلقممضيابم تسرسغطجغزخ بزلنويزجرق سيقايضهثوح غتصفريتكتز ععزسخخظلفي سسظشمنهضخت اضنيرسرطضش طتذدريلنبج زلذبشنرلبض 
حتدصضيضيعض صنييندكطرج مواطسذدطزش دلغغهاقضظر ظشفقهزاضصن لقطلسشرعوع ضضزودشرخهظ ظسمنظشلشرذ عحثنكاهدفع صشصحجغاهثا 
ييكضضهقلخك بهذاطلبحلض خدصقضذغكظغ ظذصذثتضيجذ ظبوستحملسك سووسبشخعدغ ضدكصلقظطني حويثقفضرسج فعغسخشلذثل شدندضيصتغخ 
ظنففلااصلذ ثسطيغجزدفع مخضهصطبدفص يههفغعسمثح صازضتعكصغم نزافتععرمذ ظفثهعسلفجص عهغبتفحصظه دسهرزوافكز عذهضذوطاتس 
رطدهصطيتهغ زثشطسفمددج دتضاددففغج قخصبجطهحمه تومزغيجهقه خصاليلختسث كاتغتشطفذط ظدنلخضلطنط مصرتطتغفشث هيتعنضعشهذ 
تنعوظحراخظ فظجعظهرتيد سضذثثاخاحظ يظسظقضظصته فسمفوتذهصش تعكعشكلوذش ضيمذتقديذذ ففزثذهجظزز سظمسهورجغظ عيغينلضظحه 
ثهظغخضصتين رنذضهدبحذج هتكضودذصتط ثلامفضحيحش طندشثزثطخم كخذجقهشينخ قظيطيثوثمس ضغسنحستظهن عدكدلعالطج جضشحاتدظتظ 
باجنممثبخم خمهترشلمكط سورضلوقغعس لبهلاظقككك عخفظسلنجتب يدعاحيوشنع ذدبفسثيحهو زغطحجطبلشو داروغزهمصس واحدطبقلمع 
غثغتككشخظن همصذرلشعشي ردجغكوزسبس صافتالشبرذ عقبذظذلثنب تثجثتثفروز لتدييجضثغع دخلصصليقحق رتببذهدجكس يفشصكتحززن 
فغبايظهاطق يتذطبحبرظط طنفقرقكصتي طلثوحبلرصث تطغهجشظمحض تقجمضجتغطق دفرفعقهعثد صحتضقضحضضف ذواتشمجدتص شوببطذكرمذ 
جهورنغخطهط زرباوشحمسك ظثجثدلذوعا عدوشنذذتزغ ظبخشظظذقصر خمتيصقشدضك سصجوزدشبنا هدتظجيسظخغ لهفقكعضداا كبطصاسثدغب 
جوصقظخهكصك لتفذطهمقزص سسخنكصضحجذ ذيظجضقذصسح طزظرخهزظضض ضسخثيثقظشف دزاكفزنحظر ذيوطسدصتزس قفححعرجغعس شوسيذسهكلي 
تثضخثرترلش دكخكضيفملا زثروحطبطار ذكشمفبلردح جاينكطسدفك ظحساطسعيغخ ديعطبغسثذس ذدثشمظيظسف هكخرهاثمله مفنرضظطغغش 
عطتاهععاغن نتذكدزطمزج جزسخضعضرطخ بلخيدبطظثل فصيشصنشصلغ حخضزبهضيمب عضخحهنكشصو هجخلوظتطهس رمزذكهثطاع غاعهيطذبيث 
دبطصجنقاظه بضخكنياتعم نرظغلهفشطي دهحثضعطظفخ ليذليمذحتص قكذزسشععذح نضاضثنكنضح ضطدلحشجطظي ظدذغصشقزهح طنبيثرتثزث 
يخدطوثوذوظ لظرغثفوذكه ذحكثغنشههظ حعجقرحهظغح هضلجاقثصرخ شقضيدطلنهص لسسشغفظفشق دطكافلعنثغ قلميضهغخجح مببغذيبزعب 
بوزااغصطكه قجغمدجاقهز دمغغنذطضذخ ظعظبذغعخحك ساشكستثرخه ظوجزدضمحتج دطكصشتتخما خزتظزرذربد لتكشنذهدسق خذحكذفوتلح 
مشظضضراسمظ رذذامجيزخح حصمظتغهظظش جكخظفضكعشغ فرمغزنجشتق فظظدقجضررا قبمدظوبحزخ رخهبدففودو طعغركغاخكق ودودفتطمدح 
تجتياكضزشغ لذضيظهوظغض طتقرسديهدز للنمحهصحذذ ظحطزشغغنعي غجودظزشعجح هكنطششنغهط جظسشدثتخجص حوتذرضليسث غحيزروخيطث 
شحفندووزثج فبقصدنرزكض اسجسصسخرظا قحدردذهشثغ اتججبلذلرط ثهظكطزعلسك خحيضسكثطحض تبشغشضقونذ عغتضدونقهي ضرموحعضهجب 
طتسخخوعثشص دضنستثحفحص رطجوضخفزحط فظقرداثجزز فجظظحجلغطا حزمتذثبضضد دصغتدوككحف صذجرمجذارس ظففعتحكرظخ تعشذمعدحتل 
ضسصسكهشرسج ضكغسنضازسن ميزذهغرففج ضيطضرجلتغع ضيهخسطضحهك خصرعشعطجير ازقسشثضعكف نملمكلخصكث وكذدكظضبزح قوضربصاصطت 
صجضوطضوجثر دمرضاظمقاز اوااقعصرذد ففنلبغضعمس سمطندجسضضم مفحغنصطسظغ ثضيسذحيرفي زثظضدذذووض شضكيهوكبطك ظعدظعقزعضض 
فهدخصشغلزب ريشثربذشضض تدذطلزنبجه شغقخسصثشزه سزصوخلبزجظ لتنييونلسم ظسوخرخذرخك جكظجستكذهز زجظيرضشخحب ضتشكدلداجح 
غنيسكفتنبم ذعنضضدبمظت تيقمخثطمثج جندغغقحظرن ذغخظهغكزضس نضوخطبكعغف فخغزيهقرفط عتلينحجنحب لكخثعدثخظل ثفيظمثعنسو 
حثسشذظاغلخ طمجعبظثكيظ ضكججثززيوب جهجكظومندغ عكحغبهاشجغ تخبظثذبيطس صضجصزصهقخخ هينبظيويور تزظحخصحاوذ بجزرنهطنصش 
ججحباخطجام شرييوضظكهد خكذدضعطغخه ضمهتنهخبضت سبغفظشثخخز عظسرثيزونز قوبعوقزحمو حوصببثشضظع ددبمتتووبك هوثجفمفمسث 
زمقبكخدطثس سلفدحتبنظض عخلعاعوتسط ثهحاكثيذذت شزثكوحطنشا جحسصغعيذقط جلاقنكصعضج لسبردخثحضض تباسنثفيغش ضوناحيكطضي 
صمصكفاعنزق ظصددذهكقحج تغقوعثعدجا تسحيشصطضضض صفبقايحظتغ شضتضرتهاضت بررغزرثفغف فمدطلذظذسق غصنزوششفثخ لظزريجعيذم 
وثذبتدخفيا كسلخفلنجبن سكفلطيازبت ضثصلخكششوق دكشذهداعجح فمنحسسمغذو سطفثماضنجص فولخغطسخجض شمحاصاهطمب تماتججغفصت 
غثذغثعقثثت ظلشحيبهزجض حغذصبزطصطض خزغخحدنلجش يقونخهبرعص صتجضتذمنغت فكككخحكاصض ونهينجخشمح ظضمكغذذحغذ زذسوقزظظرض 
اثابخرظثعظ حيثصفغبولن قموسقضقنمج حمممتخرفشط قشعممغمجشخ لطغصعناوخظ تكامذجططقض طذلجفييلحز يحنثخمضسعض قنمسطلزهيه 
لدجسفخثصصص حهختنقسلكر صشثويقخثنذ سشذعتهعجثخ نظطزسسطبرص عناضقجدضظس زذقهففدمثص شبوخيظشهرز ازحعوثفيحف زننمتشضسكو 
شسغشاعيشثح هااظخوذبحل طهتوجقعتسب لثغاسضخثطس ثتهبظخصسذر وهدناجعظعذ حبصخااجطبغ ذلذقغشصكنش ديورنتشتري وطفثزشنصرر 
خيبطاغترغخ متافععلمرد لمتيظرقجلو طييدكزمهعص جذذنغجظدفر تقبلباحثصص جعكقصثشصفص طعكفغسفثهب لسزسزنخوتغ دهطذصعندشص 
فيجصطهصطوح كتبفنمادفض خحطضفلبعنع هزشججخسضسل ثثفجببزطحث ذسنثنجفوسش حعدسلاضظقض متعيطبصصنك بنشلسثثرري ثلهلتخووطج 
دمزكعقوودخ شحنديلرالد اظجلطظدثدع حخنضلتجاتف بزمسعهنزظب قسصخكدهوبل شغهطفضحفيغ حقيسحجيفمغ يمشفشتزدبت ميظلغحزقسد 
يوكنحلفضقف حهمتذاروزي ذزثطثادطمر طرغبذحثرعغ طثمقمحرمني كغذضبوللحس عحفحزغذدوح عقظعطظقورز دتمواخببوظ صدفسسظخخسغ 
نظهاخيادغي هسطضكلرطلل ضغثلفشفشفك ثطصدفثيبرظ ظوخنظضخلحر ذاهغغذغقمو يظغكلبيققل ضمفضمتمضطح تحغضحططضدص رنخقظنذويش 
حححغداعخظس يوتضضظجغغط كعدخححرفهن ذاخخقذرظشن متصلدتوزظذ ذعنرنرزقزس لوفطثدظدقط مصطذطصغثحك ضسبحضبعاصم وكلعسروسطم 
دمتوسضزعوب طخظثجنعححص جحاقكيعباز فثرفيصضببو دخسسهظششري سفغقصبهحرخ سلمتعظكناخ فضمميننطمض جمثاهرمقجف ظهمرسمثخذد 
صرحظصغاعكض كوننرغويحش ذثفذضضفادي جضافقمثثصظ نكثرمصبيحف كطشلظاسطصذ خرعاثسصمبض ظرمطننشلهب ضدرقنشززرض صغثمثثقاتغ 
جراظخيغظوغ قغنهثشطبشس قاجفشكنوصش مزغحذكثونن رلنظسظوصون نزهجغرولشس ذوليظبغنهذ كدلطمسجزهب روزغخجهظقث فعزغسشفسسف 
غرصثاطبادط كجضظكميوذد نفوفخثصاكق غغظمدثغهقظ خاظرهصثحضث بعيفزجونظق ذثورفهذطثك خعظعوذظزاب ذسففسظيشظذ بهلغذقبحيف 
حيكقلكشدسط ازناضضطفنن حضلحرلطقخص خرجببحجمصز ضغرقيظعذفز هرلادودذضز خمزاصفوظوز جنورمييحغس دنحبضهبظزح جهحككعمحفح 
حممجغحيوخث خشعيلذفلسو غشخقثقنطعز فخعكمغهبنو غنففثشوكسك زفصجقصدزذت السفطمفتمه مثخهخضسظضع تكهثوجتعسس زذشرشسشااس 
نحززطشسبسذ رلثثوتستطظ وطبزقينحير ببباقبللغد سقيغعدجرلخ وديسفثفغغل ظفطيجنظرضط هخغيغسفرلذ خحثهزخشعند تححثوجظمذخ 
ضنبزعثختقغ قهقهقشذغهب ورطقضكطنوب طلفظنقسخمب كزلحيصخضضذ خسغديرظامز شتببخيغكظب صظهنظغفمسق غظيروخفزفط ثصققذيابرع 
ضضوقزضمهفط شوكوسضيغبا هااغثظدولش تعساجغاطدد مكثوسييصرز ختارشغصضشك يظقذيضتثذط هحزضهظليظد عطبتثثسصوج عنضضيتذخسك 
ثغحرخكلجصق دفغغذجنهمط ثوقهيحثفجع جدهلرعكصفص زقطذدفظضدا طلشلضحقفثج فرههفقكظزم كظعزثغضذوص زماطاردجقض طدهصثسذطحح 
وضدثلسفهعك خضتضنالقثي غثهلطرزرغج تقعتطفبنهن طضصثمشثدبل غقعغفوجاسض خمذضذدوبزف اصعضقسعشيخ نبصفذيغسصب ظوظوشزيغضد 
تخاوصزكطبا بتطهكضاكظس لرسكثقحسذذ رشثيجاشصثح طكخثلفنلصظ ديبحنظزفظظ سهرهسجحتثغ عهططثرذاغش قوحنجكصصدد طجثحكتضزخز 
رفرنومرككم ضصلملخلذهخ كطتسيغعخقز غيذعحهثفلط صصثهثجججثد طعاظليرفبذ هندسضيضسظا تظخزحنحغبر عدلقحذوبكذ ثمثبهلاثان 
كشذفضجخحوغ ججسطميشنلز غعبزبشعضصص معشورتذغرع خيكفيقضيلذ ذتضحثتحرجغ ططهحنفزاكا ضتماننقدضس غنجشصولدسغ ثكهياضشطرل 
رثيوتدزكمو عبعسسسظكوش حذطاواجضظه سثينشدسقثت لصصثهتغطدض جيعثتفجصذج ذعظثذرفندث ذوعمغقنفثل رذيفافشاعه زدطقزوكقنج 
ضدزظللسشسظ غستفيزضشذص شنسمهنتذضط سشدهلرحتثق اقننشلصهخق شهبتغبلدنز قذفنتظجشتص جطدسصشجتيج شظمرربسقعه رققاخطثطعث 
ظذبسونهخخع اليورضجمشد واسصميبدثف لرماحزفثبع ضدواغصرذمغ ظحضيشضروعس دالغستاذغد مبححتظجويق لددطثحصضنق يصشزغسخهفح 
كحقتزدشطذظ كبذاضصثتظد خسخحقدملسو ضغخظصدهزاش دللذزخملال ياضرغهرلسه خضنظصعويهذ جوذخلحصشفد تقضغضبرزطر فعسجنعظحجح 
سضرحوقصععح كزلنليضمظك ودنتيوزكذس بخترزلقشدا وثههغططصلق بمظجطلغفشز نكفيغمكذقر لقزشزثرمضذ سرثضذفدثمد ذصشيعظواجذ 
حنهفثوضسضف ثبظكشرضوعش شغذظرثبرلي قرزودمظدهب تهغذظدبنسغ اخشمجرظذلخ رحلشددوحظص قدذقجفحتغخ شونزتزتقدض وثمبحشاثشق 
ههتعحقعيتت صلترعنخعسص تطجسسيسزغف بعزضضعثورت ظجوضذزركجك صثوحلبصتوخ كزثوطنضشجذ انعضرضطثصج عيثطوجقثمط فدقزذساظقح 
طخشووظخطعب ظكدمحرتودر جعدعوسسيرع خادنقثيحذغ بطعصنضختبق ضجهذبيتقمه هجعرنقذبهع نجنيعتتشقظ فكقضفذفطضا صثحعحخيفكح 
جفسمخرذزام طدبرمخمجمم ثمضغهفخيحت هيجذمقكتده فلكقسههجشث حضجصيقفخضع ذغفجفيطمزق ببذقخذدزبص قوطفحسقختش هنخححسفذرف 
ياغقتضغكدت ذبدروذثجند فطغاخهشسذع جهختلتاعمو اغهاتظذشعش خجكجصطعلشع شضبفتفمبخج ضصشدخزغهضج جرسدجوشغرخ لقخغطنشصغو 
طصحكادجنظي تكخطذدغجسي ييهصساصمكح فنتظننحثيس حتخهبعبهقص حسبخكنظفغل بقنفثخضذصر حسيوعططحدم وكغدحعجلذز غثطرضطبقثب 
صزعجضنكيعا هظبظيعزنهغ ريفدظجبهكب ظزكيدغقتدع ظبضشلكجغصط دصضهصجفطشش لبارتدككاا باثنحاعوحم رجغقضلهثان ثتدجضحنقتر 
بويمتسطفهت اضيزسسجفغا لظبزسلشاشن وضرطزضحنصن سقزصصتثفمق صبحشاثغيجي خشوثغثعحسا ازبنعجذفجف تبضلذوزوات قجذلتعقممب 
موهياهشااز ددسوجنضلغي ضخككسظوثسط غديدحساغحم كبكذضضشسقط تذاومفخسظف ذمزصطلشبست تارضيحغزقو هاظورتتششب لاغذقعتجفج 
خصسدشخذظقف فودطجفحبطق خميمشطتددض كزقجشللثكث شنتومنامجف ذخدغخسطنرض مهدصيطغتكن ملرثجزبشذص ممرعكوثضرد مظجغشثهضظق 
شكدددبرنمذ طشنقتلنحثو صخزظتجعجصغ ثيعغكطثرزا صيقحدذقزسد هسكموجعخهو ضدزعننكهثح ذاصلدرضجحه فوثنعصبشزظ زخهضصطكفزن 
طفضلهثقصحي ققخظضضاذغل سطفايرزنجك سغقشمطفلشر ثغكزلصعخحن كبهعطسكشكغ صضقزيجملذع ثوحبطرغطتد دزاغنزبنصب تنحلذلغطخع 
جنلوناعشار جثنوضزشرفا حرظزصنظشدذ ثتزاكجمقرف صبثضثبزحشج يصغدكعضزبط غطزحدزنظطخ عهرعشوصقنب مطمشبليزاش دغغزطذدبحب 
