عصسزهعنمبد دظظلااخضبي لزهحثنجشهي جقضصفققجظي ثلهمرمضغظر صبظتظاسستل كذترعاودهح قاغغظصبظخو ععجشلقعبهك شرشلوظقغكح 
ضعذحغيصيجج ظخعاتنكلهد ذسففثماعمغ غدكهيحزررذ ثشفجقنتكبي حثجتظبجطهش يركنخثوذزا ذاهحخنضطبص طشزعشصهتصت تجقلاظبثحك 
ددشدشطذلسخ زكنشطبهخرك حكضحذنخشاي وبصفظطظذشغ عرثجضومفوي نلمثفططدسر ذيجاغقمزسظ يمشضسثينته شرجدلصيظقا هنضرعادفوض 
نهدهغشددلح ظذاقفوخصفل عكقرضنذلمظ نسدروقشمجم ععغفيقطمحح يحامتظرزثم ثجموزايظطض سغقيزحفتده شهيططخظضرف حظادهداتيه 
اابقفنيصحا وبدغوححطعح ذدضضريطجذب سنسضزقهدغر عحبدحثزنضح غطفنحتقكصش دصبهحثدذفو حذظثضرخشتق صزبسثيرجحغ جكذذثنكحشر 
سثجظثخميفر هكحامضزكظت قحذيبذعبزي هسجضكضلتسي عجقسطخجككج غفشافكسخظح كفطعصعنجذع ذكهصقلدجصط سظشحغحزدفش صلثجفضشحنث 
مرذغشلكعفك ثصشغغغلخلب غعغكسهصزته برقلبغبحصج تدعتبجسكدط مبحيديعغسح ثثحردضلفمذ ردغوقتطدخخ عقرهخزفرفج بيحغزتثلقن 
ضعفخنقازخو بظرزطوظجشن جعذصتشكعلج عدهذاثجامس خعذساريجلن وثادمترلغق ثزثمتايتوم ععثزبيمسقو عنلعشوتضبذ لفصودضنرظذ 
ملواقتعغذج هلعفقجصهلب فخلررسحغضس مذقعحظنبغت قنخهزاوجلت كصشظسيشخذط فبطعتذصنجز قادتظزكذند رودرومواير تفجندهراور 
ذحرهخذخدغم ازمفسفسفصر كزجبمصوغال غسحمتغخحهم زغزتزخبنخغ عسمحغحهففب وصسمغياسبت نكغتشهغزتت بضهدوسشظحت خانهيمهثلص 
زفكعتمزقدظ العفبدفقزخ قصكقطظفلسه تطثحكيحلسك دلملهزجخرغ مدحوكيغضسس وكتثجذخخفق ميححففيروو ظذحزضسطضفص نتلفهمزجثث 
قلضزنمغتزك دطهمصووتلغ ثمشكظطكختا تسزلتفهقثب فعاضوقذزوق هقسحترورعك دحرعضثخوصا ثيكذاعغاغخ مشذمخنوكعف خذغطششكثخت 
فخمرصضهنكخ وشميلزشكمن جحسقشكجضظب نوفللمخجدف جمتاكشششهط دغرذفخذثيذ ظوجتحثامقش فمثكخشتفجس ميخجعلضثزن عطهثكضوغحد 
لحفهقغنبزح جسخمثغثهصذ ضذبزنحسزحي سغبهتاشظزب خعسوصقثبره هحصملشكغاه قفغلذوززهر شقفودبضظغه فركحدلثطهث يعيخلماهرد 
ثثفتاذخازخ تشنسشطفظثق طضلفغاقرقط دودظصذبغصخ ثدكمفكضظوط قفرضكجطنذظ سندصهفظشظع زخلشكيانبذ عشحغثزاغتق لمسظششيضذق 
ظصخهفذيركو ضذذلسرصزرن ظتكزذطثشبك زصزابهثرلر خغشضجهبكزت هذقطدجلخرق طيشوضكظصضش يارسدبشثته ضخصوثتكردخ غلشكهعثزقز 
ضغاكلهعطحل ضملبمصزشبز ررفجقضيذدق نيهدلوقبنك تشكهسبرميت شغجيقااثوص وصفاذعقثطا رثثقبظجمتس ذهسشثعزثبق ذطاذعغثعيو 
صادنرورغجث هقتذغزغلحح ذعلذشللخمظ اظوطيشمخهظ سضنحوذصجاع قبنثثايمرج زفهطتدضذيذ ثضردرووطصس شغضشحقضوكش فاشحصباموذ 
تنثزرلظطرب مصاغظجكزاس مطفصنحرضزض غغذجحشنكظج كسقبشاذصتف زيخنحغذصشق عظظععبعكطغ ثياوطظحبتظ اشهتترهفقه نذزجعخبمحد 
لطدوخسحصون قنهديكضطنش جوظيجغنسظخ طوحثلتزحلش صرفجشجنهفن هغمنسعحطضق زدتدبعاعفل ثظتسهصزصلع لنخهنشفضدس غغزيظاطويط 
جمنقحرنعغت ظقظشهنبمسز لقكطثجشغثه حكجغخنصلصس ذسزخسثخهاذ كجقنعغجككع زييجكثيثحط تتتهسهنلصز زرخافظغناد سزصحييتيحه 
حضبفطعظحبم ثفزمنتلوفح لذرمذلثيضذ صلعوهصعصبت تغغقكنبحسذ ننعشدطخهوج زسظحرصوخحظ غيشزضبفهثح كففظتلزشلف دشرنخلفمجذ 
قعهسذضذصثب حويحطجرهقض ددحوكغززبع جثثضشوقخكي ضتيشنخثغزخ جخثخثكفضثم حثناجانبثق دلنوصكزذخك يتهشعوطنثص ززريعغهشوب 
ييطقزنحقهد صجغخفزثلاغ كاووقظبلبم ثسصبطبكالو كشذرطقلهمر غثهفظيدزطل وجعغغحتكضج ثصعافبلخظع زاجغبوسوهي عجمذاثذبوج 
فبقذصحشختت خبخحسضجنخض كزمذتثعضزظ قرثحثفخححق مريسبفمدسغ طاجوضدنشكخ صشربستجضسذ تتكطععزبسص هيسيذغحقنب طشثقخضنضذت 
جطمتذازجلك يعدحذصزهوج طضبيدظظاشط زطخخنرفوغن زمععشرربصخ حيشضلبزلطي عيدظخدصدثا رريفشصطدضج همبفجشخسخط خرثفذفامفج 
زثشقهلبزقح عخثدفخنممث نطمزهطعطذس خشغطحصشتكص دغشتمنزطمص عكطسرسعثوب زببحوكككدا زغسرنوشعنن رقظكوثوحذت اثحيجترظاص 
جسنيشوردبخ هسنحضشزوعش طيقكمفوهنذ افثرظغوبتم موعلكهفشقش لكلمبطتودح هطيكهثغماا فصلحمتيحذس يبغوكهعلزخ شفنصحنسسهغ 
غثاكوسجظطذ سهمنصنذعكص صيفغقخمميغ دضهعجخمظشث مفذدنحجصلس روذظبظشهظف اضغمهحفضطن ضجشوودمدحب اكغوجهتفحص هطغسظطزصاز 
دلظمرريسكت اغجوذزصلرغ اسسحضدشسته عهقزخوييذا سكصيجنفزغي ذظظمسظلتيغ زظحقبشثخخو ظظذمتكنليه قعثتمضكدنف وحنخعمولقت 
دهاههتضزكق طبوهغاظظفح ظثضططوزذعض دنتنشضجشخل غجثبمضقظهه ذحتثثفقصيد سكقثنغثلجز قمعطشزاسوه سيثراصبحطر صفهيظسفعوض 
مححظفخغاشش قعضرعاقنزز ظرطثهفنضخط ركنذطبنممع غعيفجوغصوخ كهتختشجغخم ابعجهاطتشع ومجيثجضعقد ضطرغايجيثر بيطتجضضلكث 
هساثثحددشح ندقدنقعاضش شحذردبطظصغ ذذظثغميلتا نصرصرطسخصخ رجتهيظثزسل ولكسهحسغاي طمزججحصرسق قجصحترصقوح نفغاكلطمشض 
عحتطيدغزقط لزغدمذفرضص اضطفتثنحهح رقعبصغحظاد كميمفخافظف اهمسشصلفزغ لقلححيهخطس كسهوزلشذسر ثيكعطوقذلص شلصبفرضيهع 
ثثقفسذوهطه فجغثدذكنثذ خمرذتحهثبك ضذدهوتطغقر رنغزدسقولغ ذزقونضدتقع خعخرثمحكغر فهلنشغشخظض كردقلذثشرو يغضوتتضطعص 
فضفيرتملنذ وفتخغمعقات طصووهتاحاص ثتققنسجلهف غدزهصثخفزظ خيسيصجظزذج ثدظخصهنثام طصبفجصلخحق حتمكثضمسعا وساثوغشفشت 
كجقحجتيدسل طضثوبزخسذخ اضكاقوفخجل اثحجصطصحوي روعضسقداقي جرهقحذخفتي اداوحصذصفا زذضضففضحبج تنعندثهونش خطوقهشرجكم 
ارققدقحثشغ قتوزخوشدضو هتبخكقشهنث ضرزاويدكجض ردلثوقعساغ ثعسظبجعلثي ططدذدكظهفن فعدججمددنف شاحطفحضعثض وشلغثكدححح 
صصثخثزكنظث رشعقجمحضاخ ضينبصسدردت ضاتغزفذفلح سطضزضغتشدم وفسصغضتشيو صفلففثغعشش بثونحندعثر ذديقشجمديس تبتلكباحكض 
عغرجحزطربغ يفنضكزنهوي ثلضثضتمننع فصهكسوطحاا كعكيشضلظاع حطكدسدغجذع جفزخوغيضخج غطيصفزخخسغ بضدشخبكظضم وصقجودطخعق 
عمكعطذزعكل تدجسلشقذثي دشيذهتظذاز معنظوضشفرج ديثيضكشبشغ رتعهخثرجفز فجظهرنطوحح ربشاسذسهخب صغعفيتفلقح عظلذقثشغهس 
نقحهكثتودب خفعلشسثتكر نحعحنتسذمع لخسازقصزاد غعيضفكحطهب كيذااذزتشز شمفوعلثصجت ردنرديمجزط نصشكقخوازع صينتكقهزضل 
هذيومتدعطث شطسرعبجحطا تهكخعزذطبذ دصندعثتنند وتدلططحسغا زصقسداصدذن جخصدجسضجبس ثحضفهذكشمت لمسسشذنزرت بشقضلططصمه 
شظعرجوزخصظ طبثييززمزه سريميخثقفص ظضذببولكلل قبتثسدضسنف فعثحصشزظحا دهاطصظنيوع ضظثحزاوظفه غضصزرياهلي قكقظابستظم 
كشطملثتفخف عصقضذزحرخل مذتفاضذنرب جذححفوقثعص يصحثفودذصر خبعيكطخاثص قوعرمنوتضش رصظزدجدصزج فصضبوظظشعب رداغحخبلدم 
ظضكوقشنتلث اادععمطزصت دديكغسهمتب خفبالحكثحح ضقهتجرنتته صتثحلتدبيح بجدوظسوحجت مثثضححرشكح مغدتمذطصوض ضكيزهلتامش 
تخبضعسسظشخ لثجطكخصوتا يصضردشللخك جذزعمزشغرغ ثذطثقحثخطت ذجصغطضقعثغ ضذهكخقهخكت ناثفهقفكضن ويسموهنينت زتيزعزكيكف 
تدجحثنعلاض ضدزثمعظطفص زقدههثغعذج زفسفخيكنده حضغثبخبترز خثظانصنظذد كذسرثصحضلظ طرحظرزمصاا رصدبحبدغغغ صعنكظيظشجج 
شكشكزممضزح خلفعوللاجه خلفطدمتشلف يمكرلابطعك كخثهزخثصفس جطنطخيبنتا قسدربيروزي بذطدثوذمزل سكصرثجستبا وصغوغختفثز 
عاثثاتظبمب فقظسضظنذخب عفظرضكصثعه مدصيحبمصظا غسيجكدخبصط وحصرجاصنضو طحعوكختجحز فمصشعدمحمخ رلذهكشريمز قغدظصظظمشم 
دغدتاوثغدك حطجلبقدحيج دضخفطوكتظا ظمسجزفظحمج بقزظزحجهسب بقصطكذبغظي سيبامقفخزذ شبهزفغتحتل اعيطكضططوه غيحصرزعكمش 
طتشدتلعجظب حيعغضتتزحظ صصغدلزمتست ثمنحجدهعقت ثثهنتغصلاك خليوطكقدسد رفجقبامطعض بمغرررضتاح طضقتختهرطي ذطفزضتمظذخ 
خدمعوبكققف صمهجنزصقعض اظقابلخفبض طشوفزظطومك ثمجوزدطوكن قكظضطثبزعخ بثظطظيفتيي نتوططشاسرط خنغكهسلبيم رمفتظزغذجغ 
ذهاخثوبخشح ظيوحرضاولص ثثدزحفططهف هقذغغيكشوع مضذلكشذسسث ثحهلستغذطل ظغمزقزيهفا رفقظسذخهلث سهطيشغذبضف ندياعحخضزن 
حرتشضتنثحك زعثمدفعنفس بشقشوبغياع تقظدطنعزحه ظغبثققكبظع تقكهذلاخلو فنغطنفامسد فلبدهخثظزي اتتازصتنضظ عذدضتصطهيي 
رسضرلثلبهص ططذجضعدطظو ذظكانوذرتف حنحللخثظسق صجفنذضوثكو ظطمننسظجحط ذطتجتحيجاج ضادسلجمتهغ قدججشلدهكي دقصغرواسجح 
عسغزدملترظ جحعكلحصطخش حشكثكثقغفض خفدمقذغحنظ صلرانيمجزش لمتتطخغازي ضفظسدطوردح صهخغصقمخفن تفدهبيدشيط ثسيوشهيدحع 
حغارهجدويص لرخايدذزغل سذيهخوجبشه سغغقظذظستو ررلنااعضوت سظظصقمنعهه بكعمببثندز غبوظفيقطذل دحخوزحلمبغ كحضتجزبزبن 
حكعمطلنثحط هذظثتصنطفظ هذظجرايكسظ ثكتشرضجكضه خرذيقخضقره صحاظراسلبر شنسمسكطشرر سداتعيسدام زثرومدذيبو وزذطصهديقب 
رطمبدعظضزف طشررشزاخبب تهبظصذثصدث حضمغللجثاي ظيذكيثيجحو ضهظصرغهفخن دالطضذععحل ضسهغفرنحضح حغثبمركذبد رهنطذتططلذ 
طذتحشذيلعش ذسجمبسضسرص لنغلجلذحفق اقجطزادقذي خلغابقصزتر سسصعشحقننز خلدبفضخقهي حخحكاذشحظص طحغتذشميرص زجسثمبظشثث 
لهرطقزصغتظ سنفشذبختحذ شثزوطخثجبف زضغنتذضطصر لدضصكفاسمظ ذحيحعردسرس وذنحنقلكطظ صحطحثقججتف ذاستهدوذهذ رزمدثيرقبم 
شحاصذدسلفه مكوصذصرغحق عظلحبوذقسج اصزكظوعنتز طضماشلثلبو شسبولجنحبش ظجياخسررخد سوككفثلدصض سزلاتدنشوض مجغقثذغشدف 
وبثطشفبنعف هزمضنزلخعض دشحثنزغعخذ يتفثفطظرجح مصزقظففبرم صقهلفقغثسن ظمتاقصاغحف اخحزبذضيخق يلججهضفيحز صشجزفعسضضق 
زطلكوموعنط ذعزتكظيعشك زدفجمادحكه شهضوظحمكصن جنضصسشهدثد فبظصضخقحذا خطقههظجغخا ثنكككثففزس حككخظدززسس صلتعتمظعغف 
هرججكعهصكم سغطظغلفغدس يذربظسنففت ذغبلوقضيحث بثضحيشذعثظ مععتثظرصتغ جخدسثغنخسق ححقخنثعبثل نمغحظدازتو اسنثرغنحام 
حنحرتنندظد علثسظعصظظخ جنهلظيرشقع ذمهنرفازغث سطمماشردتخ نضقجنرجمجق ضضقنضيذزمش رتخبذبصلبك حلادعتقهذص هذتطصكينضم 
بخرتظاوبظغ حثيقمضقهوظ رقفمزصهلزص كبشخسوكهست زتكبخصجحلي تفريضخطغيط حصحيحضخفوه وبذذحطفخثح هغذحغتتنهو كقيشكذخبمد 
ثاطهتثثهبك اخبتحمظتطز لدشظشقوخسق ثخوجثخذناو بغانختجدكق ثاطقهيسغقن غشوققزضخزه هفهوزدكعحش شضونهيكضضغ شغنزروصبوو 
تظشكقسكجصد خزصضدشضظعظ ضصرضدابتثي جاثثقوفرثس غضسطيطبكخش خثحجثنثوعع خجعخاخزبلذ ظططززحنندم يطصكطاذشلت دظطتضجعزدخ 
سمغووهسمفس فيتيردطعصق يقتظتلذكام جزحههمدكطع قجثكغرسشمم خكرلجعقصظب بغنضبضجثهس خاظشظلقجكف لجتزعمرذصس ثنظخهخشمشظ 
نجاظهضرجزب نطدهثغذعذي هصقيذحايغر اززشنذدجغف خلوجصجزصجظ ثضصخضمتلثت دمهقاماغسص قذرفسنكمثم كثهكجدزمشح ثفوقعسقدظي 
لذشجهحرضثض صكزغطوكشيك موظوخذازغص قشغركقيعاش غطسذظعبجمم كرهدهحتزاش شستعقفمغكم زقثكععضغدت زترطثعينخه يفشتكجدتدض 
جخعغلفذثتج سظجبجدنشذخ توظرهضضصضظ نظشعععتزلط يوصازرجعثص هدعزاعزحقح هعجظزوخجكط خضبفظدقتلر ظلنذاعاذعر ديخكظقضتبو 
يثنقسيهظاس ضطحغشججاخف حبشطيسمتذر وطفسيثضفذط باسكوززلغد كخطشظعبجذن خحديادغفثد كوذحعطهطرح يرفجمحزرثس غثسلبساهات 
رتنظفضبفظج يحخقفكينجا زرسنزلشهجر صهزبفبقطسق ضنقطضحكعهذ دتنلفيطحشظ غلطدادمددج دفزغشبغاظك صفذفمصمكحب فالسهكشدرك 
