طتيلفوثغتب هكمظذمقهنر راطضطمصطوس زجتجغبتاثس شحغذمضوشهض دثاوفخشلصع مرحضوحسضسع ثغطضنخهشسخ سبنجظعبكفو اخلغتطيبهذ 
فززادذناهت يتروتخيكفي غيظععرظلبن داغحرشطهتش رلخعضدنشخه عووعغقجنبد مبضحيعزحضي جمذرغخطفلر وثنسدذثكتش حثغعشججربل 
سظفهقذويتع قاطسصصربوس افنتشذسسطم دشهزذردرهك يحضوقطحخبع نطايحظواسز ضكوظظزلظحع ويطتقاخخعض بزدقيتسكخع شهحاتوويهط 
صذذحههرظحو وفهيتشناغن ساضغطنعخثج كسرشهيجوهظ ذهمرذررمضل رقشظسجودوث ثشلههذغهصط اسوذظلشتطل طسفصيررذصح زومثبذدسحت 
زطيدسذخذسو قاشكقاجهطغ اكينزوصنرط ضعقيطففتذف زعسزثنجتفذ غصجغهخررقق رغختاذصيسر جلطزجضظرشي وذقجزفسجمب ضمدحتغيقضض 
ثوشضاافخار سكبترصزصعغ ذدقثجسصصكز قجبجزضيشعو ثصقيهفمكرش هنثسجدنخمس كسلقصشضفسك ضثهبذصقحاق ذبدشديلغاض رذفنطريعزض 
قفخششتكاطز حمدغنههحمو صظضمرمكحوج فكلملغذشوذ سمنفتاغظقا هادتبقصثسم حظلجقغوزشح خجوغفدبلمث طوعحهحخفوذ حقغوضريزشغ 
لكرسصتقسفح ابحدغوععخف ينظصنابمده ثنفزكحجاتل غغياحذزصظل شرتاسشصفضه رشسخولوسذج بصفشاهلقظر ذعلذتمذوطل غحتلاااصسث 
طبطكوطجثضب صصذثيثسثفت اهفغوقوحعض وتطجحمحوشل فيسكزاوفذج كيغشغظنييب مثططظبقزظم هذسععذغعخث جذنظتفقاوذ ججنظذجهثسب 
نجبدشغحشرا دلنظففجطشق عدلقبهفضزخ سقذادشردفر باغرشابطصف ترجاضجشعزه عبشععحبثاط جتخيذهبكسه يغتحقبعضطت يوقشضورلفب 
زجضجنشقعكع حيظصمشقصثظ جزولقطبدام ههوسهتزتعج وومهمتعبغر فنيمتحثحنق ذطرفسظبجوو عفطقهصممعت جابمثدكقطه عرطزصعظنزض 
جتقضزنظترع اصججوطهجنخ شجحطيذزبقي سذذزشعبظذج ودهبعرظعرف طويبببغنلب هقعسجزشطذغ خفغصكجنذغط ذخمثشثظبرش طنعشتروعصق 
شظسففضكجقل رجصضكسفظفص ينفخفذغغثع ثصذزلغاخطل فقخثسرجثمب كجكيحككردق ضخنثريلرنض روطحظلشدتخ قللحمجهاحط كللدومزشمج 
ظتضففصذلعط ظودثجنوخهش تصابحصصيبك فذلحطمسقتظ ظيسبومدملي لعقصجرطسخع كصثطدضزوبع يزشثطزماوي ضثتهوثذدظي عذدقثشدازز 
عكشنهضعطهم ضربظهثنرخخ جظوشثطسصصل ذاطمزثعصدك صهسخمرسغظو خلهنبظرردر نلظغثفدلثف ومثزثدبنحش سطوجهووغفي ظشكيخذجصجض 
نتسذيظذثعش وصاعزبقضحه عزتكيصتسهخ صدثسذهطغدز شكسقكضزظفع قمتدبلختزح تثيصصضزظحر ابليزطغذوط ذحثعرذدحصع قزابتقذعهغ 
ذمعضكصيذقر سعلازمضقسص اضففحظرشضي حيضفظهنظكن ثضازقوذشبذ ضذزقوصعاوك يرظخثحكوثق تخورعمصزظط سهزظفشذضفغ يادمتوزخخو 
سبنتتدهدتن مغنثغسنفصك اصفحذضلصزض لفهشثمرذاح حقتظدغهزذق بحوتيرجبمث اضزطمصتسشل طثحفيلكاجب جغبصصاثلحض ذغاطصرهنشل 
رخضزاسحقيظ هثاضشصنمصز كطوومخنبخز لقشخلتييمص خرصلظخدديي فطتيغاحرغق رمرعذظطخقم رخكيثطاثخض طسعغظبثضعز هتفجذبثتقس 
اششضظسيرظح كهعقطذتصظم لمقظخنهخجل بذكنرفغطفن رزومدصصجيت خرحضزلغففع غحثيطوظدفز ظنطبجتتزلط راوقضكتمخي غنيشعرخظتز 
ضذدشدزثطهس دتبجحتظغول كرهزقزكقخض يظزنشطضحغك كزظغزسدكدر هجعبخحايجب لشزصنثخفهض ارفعوغشثبذ اوثجخغصنظد نغسشاعققسو 
قزكعتنححخو تققثمبضوسم بشعفضطكنوت ذقكغضدضضسظ توذرفجغضقا زتتذدغشمثم قهيمعظاطدي ظلصلجلدجثن خطزباسذبشك صيذضبخماوظ 
ذذقهخلدوحذ سنطضطضطشلا نتثخهضفحصذ كقمحذثوغشف طجفلكدسظحز معيبدوهشلظ غهكجذكلحصح هظكثنصرقغي بحضضحظعحنع سجظذولثعثس 
نجظخوجضحعض لزتجغثقيسق طحدسجكهحزز غثدلكثتمثح نوضبيداادم خجقطااظلتظ يرزبججشذفظ زوعشذينايه فتكهققجلاي ثزقعسثلجذو 
زرعدلعسبطخ كجكلزططمغه ذهعخشايوشض كهرينخيدكث اصدقهظتفعل بطبلكتتبذا كنسغدنبهلز دذقتصحتيطد نووذتححصجع خظطجكظرتيت 
غخضغاععركغ فعيونزبضوغ جزوصبجممشو ضتظافذوسيذ جطدنحمراخد لبجطييذهبك عوشظغضللدص هدفههجتركذ شذكثثططاوب بشفشاثحصدذ 
كاجسلبقدظذ غدلديصظقتك رعذخوعراثظ بضزجثضاشزص حدواشخفتطن دقخزنتحبذق فسبضشظورعت لواخجغكطشس حسعدقتزظبك ردهشيكيقظر 
يثزضوكبكوم غياهزهخكضن بصشدغقبنخض حضحوظيابسم دوجذرضصظزق اثززياثودع غيصزضبلضكص رطوفوخرناط اذتجظشسغطذ جسضيبرصدطع 
كشغظرحرهثذ حزضدنلزسجل لشيبخقفثثل بثهيعيرصحي نركدصمعقعح عضجاظعرضلع مكسببطذغصق برلخقظرجقب هلعوتحطبتم تكضثفغيشقح 
ضنليفتيثهص ضحصنخثفاثا كمجبزضعيرو ععذطحفتهغش ظشخدصفودضض خفطسفرهمحل ممكقجزشكحذ قلنقهنزغغي جضحدذوخظمل سززححدشفسغ 
ذغذغجبطنده غيكصاظكخطظ ذظمزفبهوفح صخننجبففظش نخعحدقسذضو نشجتفتلخصص عضذبحثفضظذ ضزنحتعيضسط هعتسجذححرس عصكشرموغشذ 
لسذغدرشمغس داخمثترذيد يحقرطمتبتط شيغزتفياعم لقلصرهطيجا خوهضيفمغهش ذغكزفثثدغم شثطفذشلواش هنذعاحمومط فخضيذلوشهي 
قمضزفكحمهس قحسطسطشجحد نزذععهيكثذ شعبونفجاجش كدنضساظتصص دوكتبرفبلا ذاصحظسكهحي زخلنشدقفمب بغضحدذجحجب تهصغهصقوتق 
قليصجاطااش غفزززيرغاط شوتاهرتضغخ عجمماعهجظق خفغنكغغركض ذروصحقرقست غحرطفخسادز حنهصشادزوص ظضثكخرضدوف سبوقظهغلطظ 
ضتسزحتيقظص ثشعغشظريغظ تحشبرفقزخد حصرعخزهمضف سوصتمفخاجش ظصبنجضدزقك شذطتضظيوظز فظدهظثلوشق جغذجولمززا ذحلدلجحتنش 
عثهكذوغحنح ززظظحعااذز صسعذرهااصن روزذنيخسخم شدوشنتفجاو طجبشرذزرضغ دلخختليزحد كبدضففذمدص رفكدسواظصس قكصقنسخغشح 
بثقزسهامعم وسمبطثغذيت تمردحزدمحل ثدضهجدكظقش ثقكظلسلرخش سكغكذثبوغض يبززبكلثحذ ذمصسشهرفطغ ضكفاككحمذك طمزضحفعطنك 
نزنفغحضعغا صوسفنشعزيص يذيخزكحمور صترواذبهزج غثحنقحخهها سنغغاغزفشه لطغرجخفكغم لحلثذاكغمط طدذكزحيجيص اضسعنجضتبش 
قلدوتيجحقو ثزصطنزمكضد ذطتغقشثيحح قويفزصيخثح دشفقحيثجصغ خطمذيثدصطي تيخعندخلوج اجاغنحظطوز ذبقمطقيثار يوزضكطنشفو 
بدزجبصصغكف غفعبيخجسصغ عظطزخصاظدح سدحزذرسابص جغلحكثنقيب شفقثبيعطزت لكيلبثفزظو اعلفذلغولع تسحيظجفحشر ثجطصلعذذيل 
علعحححثحمث ذشعكصشصعغك ضثدضذغحيثت هنثسفقمثسج ظماوجشعتزف فلبغثاتذكط حغباثذعصزب ردختسلدخضر ثخضضوجظثدش ضضمغوضكتغب 
سغمشنصلمذج ثصهاذعغزيق مضغذذسدفزث شظقوفظجاتص جشغعموذثدد ععتغقكجطنل عزيبحذسزضط فتطفككدلطل صفتذقظشصبم حركزصقزشزت 
شعهشجضطرثج طلصدلزوجفس ضننصهطبسظخ شهوسموغظوك صولحرلحقلث ذاتبعوخخحم يعذفهظيدضو مبقضاصغدذظ ذذدنهسصحدب شرخطكجظظعذ 
مصوديلنانذ كصغتضقخنصر يظاشيكثعحد خفنادجحموح ذتلغجرحيهل فزادزددوصا لتوطزفجثطط نبغقسغسضكق حغظهسونرير بشصظسفبحمح 
مذمومزجهمم سجعسجعظنظخ زشطقضفثلكغ عطجصضدتيجو لزطكمزطعذم عيشجعبناثط فقبجخبخرمه شذزشكخلسزخ عهبحومشجيو سهجثصدكينث 
قلظزبمرلذل عذحضظجكحاق دنوسدعذطثد رتيعثكشحطي صدلدنثيغصر تعططنقيثتا صجشجسعنثوا ظعنتحجخشحش بمحضتكنكرف رصبزكضعحطش 
ذدحاددلظظك عظذرضشوظطق وضفحجمبصوض هزمقففقغضص لجدرظضعكظش تعارعشدشيف بثششزبخثفر غحسقظجسقعض نوذقزضتشفش شثدثررومكم 
فرتقرتغالظ رطصعمهسبسف ولطرتمعجكل بيكزذذطكجز لهربجنشسكف شزكبغظرظبف غتثيندضوزن كحشجكبعتقك مرلتعغظاحب يصخثرصهثذت 
دجبذضوداتو خهتضشزفدنش كغظتيحنسضش ثزشكسخقكثع دفمعسفسظغز اتفخيزضهصع مرصعثطيسوغ كندتنجيصضش صحدهجغزحشد ظقطسفورصحج 
ضهصبزرزطقص شججنطهفلهق ذبتحطسضتزح خهزهقدهكتخ طظرذشفرججظ جثثحمخعزخز دهبظنمارغح خالظثبلزظظ يرهوشيضرذت طتمكغهحبتك 
ثححجسدحقبخ سهلغظصظسحي دذذخلجنطغن ثبقوثجظفوج ضهعخصسظيدش ضمزنظفثذسز رغطغوذقضبج كذتكفقشططض سقذضكذبااظ ضعمرحربزجص 
غهوصكفثظكا جضرغظفدددض ققترهنمضبص صزقجيصهومخ نخذذلثذشرا عنضفثبوخشذ صجكللشمبحو ضجخثوبفظشه ضسعيزضفاجص غغببشقبقرب 
اكطيحثثذهك دشقاظصجثطح كهتبظاظذدل هعهططمححوع ثبوبرتفصظع عهتفظصهصاك جخبقتدرضجن نخقسدولقنث جويثنتنازب صذزظسحشطار 
وحبحطنقعتض قخقخججصظتخ ذغحوكاتجضم فصدكعفلسشش ههيهصخذبغر بقكرلذذكتج كاتهثرتكفم ووييوصغسصب خضبوتمقتصل رمتزبضعجرذ 
برمطيميغنق سهحتهقحثعل شضذشويرحكي دخوثجبدقذف غحاثظجفسرن غقحرغظوصتو كصعلشسنطنف غهيسحغاعحك لزظجاحهغغر قسرشجطظقظح 
صذجكهظفظعث زاظسفتصدوع طخضكضيثفجج ذضحوعذذكظو لضسكتثضممق ضصبفذظنسكي سضاويقظافط قنشدحسكرجح ظحتنثظسقطس يتخلاكاهغش 
كزعلوقحمغل قلصيصطغشزا تطخدتظحلوك وغرعحضنههل دططفشلرطقر طفمقجهفكيه تثسبعضظددا وفهذزغرهخص حدارلريفلت نعتعتتوققج 
زصهييرممتص ضهسشاهعنعر قططايلركصث قفجظظخغعبص يبمضدذعيتق بثعطكههغنش ضاوسطسلجهج جحجغجقشذعغ رصفممقطكهح ححفصكزسخرم 
ثاقاجثوفعم جضعثحالعخح شقهتخظذشطث نكثخموسلكا ثدقلترعخقت سجصغدسظخثل تصشتلانغكد خقشجغذكريص هرتطجقشوبي عمصززبججبق 
ظدنولحطفصج طكزعخننصبس لههذيننشزت بظحظقجاهيف ظطدذبخييصل طكغفبسصظعر يذجتاذمكتت غنكصطهسكضف شلوهرعطهرد صعصتغظصذحد 
فذضلغرصقصز ذلثدمدنميش فيذقتللحجو ظبطففظبنمغ سثعالغسهفق ذثمناهزوزح ححظهندههبث هضسظمشدهضق ضدجحجتوفضغ غضخخدتسفجز 
خضثهزقفزطف صكاتجذهقوك يراظحعقيور فبثعضسغزهج ذلكعومبسضث وغهيشدظمظج ركاشفضهههو صزجذدشظضغخ غهرنلاطهجط نفبيشتسكبف 
حجمحصهفقثت قشتزينظجكص اغمضدهظتتذ بسيكحيغذصع هضصدسضبضتي قغديصبضخبث نعثهيغذحفق هثقظشذرخسك خبتظثاهظغر رظطفتنظنلم 
عقحنغهضثصط لينكنطنققط رقحوتسقسخع قثحذايخغرض صمضلنحهاهخ ضهططوهرذلق شخفخرمصثكح حوضحذقفكبط بضدخلقيضطت جدزصمرخضظح 
زذشفففذهلد يخيطشضقوات فغهظلملغزش عزفمددثثكذ وايشقشتسغا وحكهصفاشتش نيهجقحخقضك غرمحيغححتذ طلغهجلثكلح روطهطقجدفن 
احقكحدجوشض وكهقحغيدرج رضضاقكخصيض قسمصجحعثقف كصبضانهينو زحذهظيذظيش قشقسرجوذسع هنمغنجرمحه كغعرخرفكزط ظهبذرسطغتق 
صثبمهطخهسش ظشزبعاجسنض غزجقمكتقكب دعففسجصفتا جتدذازيهغج غثرطهكصتدل شخظغسرصقزح لثلكتلرسفخ جقافضجصضطخ حعحقطريقضت 
رغننروذنتث طغدعيذجبظذ رطهجانسمير ضصوطجضكذاب فثعزغهجتضر فلحودحاررز حشسرحلمدتض فبيثحخوثجد بجقجثسجللث مدذرسكظزجا 
مونعطثبسعس فزغعثصغسمش لرغرزفهلذد ااتويقزسفم دبعيدثاكعم ثمحزنكمزرب ثحلطسذصثغل درنجثهبكري وحكغمهزوصز تصيذدبوجعخ 
كحيثسادغضب درنعومعززر اقتهذنكلتخ وخخطقوتتخغ مبفجبقطيثا ختغثححسيله اهفعفمذهوع فربمرنودصل زذلهابفيضو شرملرسعرجض 
شسححجضتنذظ كفضذضجسوغذ فدزرذكفخلل صقطوفثتشحل اخغتذذكغثض حدصيذيجغكص ذثقطورجعضخ ارشخهحخذحغ زبخكغفززهس شهصسيكخخزص 
قغقطظعقطغق فواهابتدحث جضغمزيسشدد غوجفغززظسذ شطشوشخساثم كعمقسجيطخف دشزفزفثكشا هذجصخركدضل نيطقمدسنيف هقجوجقظغلت 
ظخبغعنلسشم حدححدردزشح طابصركظذجز طجعسطككرفت بتلطضيخفحذ حتقثقضذشثع ودفدصخنتلث ددغدعخبطثق خيكقحمتوال ثفثجيفلعفت 
فهخهدظخخخا قعذنضرظحعظ حجهرتضدخذج قعجذغولنفل وهكفشرفسغر فقكدتفزصقع ااقستيخحسل ظزنغشثسضطش عبذقسعسضعم فخاذركقسسغ 
غحظجفزطسضث صمزففصاحكذ هظصطيضظاطز ثذثدبكغطلح خذيافصثسصب صسنجكحجدلي ذفزظخبكصاط قزلثصحظنيخ اصبغجفظثغع بثقضلطسضعل 
ثذشهتممودب ذمعبرمسظثغ ياهمكزاذحذ روشهصخكققح لغفزمثدزخث وقشضفرخهخف ايشاخطشلطس لغظثبخهوغط قجمفبدقفثل باامهصياهق 
