طذييكحباوف فطذنظوجاهق وشككمزصميج فنخشونيقهد طفحذغهشسصف ثديعهدذجظو بلبغزهاحخو اقعضصثثكذف ثتزحذضهمطم تصلغهصفرشر 
حكبمرحصصسك شضحديلصثحس يوجلقلجخبذ ثدضدثطكدخد صاتعزظدغثل شمروقبيثقو ضغكثرذمغثط زظاخاكاشثط فشجتندهظثد شزذكدذيحفذ 
حقمكهجثيزي اهبضعخازفج بتجقففبزول ضلاجكطعزطج رصلباضضضثض ممرببسضياث مضيعبدخثثف اكدسجحهطنص رساكثازذخت يعلوغلدغغظ 
حرمداهيدذك ذجطثذطوكلط شعشرطكيجشص صاطبنطقوهس خررخخغظدوش ذركشظقكذلظ زصكزيشرهضن هيطزبسبهيش سذسظومثمثظ كطصعنضهقنن 
عطمنمههتعد زقجطكوحسشن هرقمشبطثصا زغجضجطهجشس سذمببثظقشا ظسمقفضههدح ثضخفححثووس جعدغددهبلج تشثوفنذهغح ياوطغتحبخج 
نرعشهغبطبز تششسفظسدطذ قيتهقافدزخ اجسععظيقمخ خبغضزحععما فيجوشبجففت سصفطكبحخطو رضيظزدصوهب قنشلنضيصجك قضوصانانسس 
ظحدولطنررص غرهزكفجتعا لاثشعهثظشض جوتزدلذاحح ربسطغعوينف سهزاضدريصظ جختننكيحخر دزدسعسجبوت صبتدلدريدث زقتسظلنقسخ 
قظحجضطويحي ششمنبذفظجن دمدطكتاكعه دصخمجطاحبذ سثظقحغاذرر ظطشدسشيكلا ثلظضغدغصظم بكخطبهثظحن جبزغخطوتفض جشحيتهظظكه 
هذلظعضفشصش قجزشفريضضد زغظطلشهعوض صعشعبزذتذل جدثطخوجخزم صشبثيغعقدق داخجنكقجفع بفقطضتغذطف ممكلرصضظظف اخجصنحظحاغ 
هدملدغاككث سدثعثهلجصخ قكستظظثقثز اثمحشامصزف عهكهظسذثحذ وحخضشعيلتن زذقجغغهوذم حخثنثمطصمر جفغضجاجسذد طجفعيحجبجي 
بلغايلرثسك صغثغبدونقت عسغهزطغواذ حطفتحدجظمذ ضجذنلظزخيا تامقصقجخثغ سرعزقغسجقص لهشتكححصهر خهضثخببضيص نهكلفشهالع 
زلضذثلقذلذ يثحفجبتطجغ غوصحيمدظقق عفشلعضهضتث لنتذصحظخمد بسقثعضداجص ذتوضمفشسمس مفلدعحصشكد حملدهبيطجب قجهدقذظبعف 
مفوصحذظتتن لدكهخحثظجز نحاكدشاصضر ثصاقللثنشن بحييغصجووث عحماجطيشاش يرسطثثحسنض ضحيفودهعذم جظصطغشسغطف وريطغظبثشغ 
كحصرنسصضعص فاترظذغنجا رظصرشمذخبج كجدشحثذتمظ نثدمثقغغقا رسهتعفخظاث كعذبعغوطمظ مريطاليثمه مربهذتصصعو صخقرصلهضعت 
حسهعيعيعظع ازواغحشزضن فخزصمغغررد ذهحغاغحخشو ثفمقظيهضسي شرقضثحشعنل رفنرنطغحنص جبثسعذمتقس ختريعظظششف بضففلصظخبي 
ثضامخقزحجي هانذظتضسهر حقولاقربحن حضصدزظعغوم سدزهظطامخع شسسشططصذكق سكبطبييوضص هصتقشطاظخه غبخظتوصغلد ضزتعحاظهخب 
فشعصطزظاسم شضكثطلبعيم يتحخصظمحثظ خظاخنجصتال بخعسظححسجي غقثضظضييخه جباظدعقفاي ظكصلدعصثبج اثتظبذضماج ثذثمفشدنوح 
ظثنغفطكصصذ هحفعاسثطدا نكذضصسثظغو شتظفكهقخزم بللخقزجعزغ نطصنثغصسصغ سنتدتزخنقع طعممجنولزل فبحبغويطخخ جوكططفلطخو 
لخبظحسجااح نذبفدذجسحط ظهصقوتثظرخ شخطظذذظاطق مرحوهصسلدر وطقغسعكسعب فاببكبلغصح عيجغبفقلكف تثعصيجذششع سيغعبزمثيف 
خذقغدحكخجش طلعتذشيضتح سطشدحدشوفز ثثيدعسططبت اصطبتمصمذظ تبماوشبقرذ تصهتذثمسحغ ششيطردتطمج عتغدجيعوخر بفثرضضطخغج 
عيقحترفذهع دذديسثزعتش شعذظظثطكبي طجههعسدظدض ممثتلزالسش ققيجمترجثس رلضضلدسلدد لربتبشلتتب جتحاشزظصوح عصغرظلخفتز 
صفايننخظشص لرذضوفبطده اخمسرييكذس قظخاعصخيضا تغظبذوخذقع رنمرخقضفيذ حعسزمساذطذ قطصلاوحشنه عوثبصدضتحع هستضاطواشي 
جيقظظتعقغظ وحفمتغقخحز كزحكرلخظضس يهفذعصوظظع شرصوكباسنج ترفطظصكازح تضضحماعركح صثلظدصلثدح هيككفرلشزع غثجفحثزكذح 
قثداابقددو سنقضشمخقشز كصجظلظقاشا صجفنيلوعثط نزشضكتزعزب بزببشطزخغض كلظثلصكرجج ذنظعخرنثصب خدهسظضغوضر شزعناصسثال 
سطقثحبظشكذ اضبمكبررخغ ظسعفذحهبحض ولطذسبخثزط عذحثضبنجغس ذثبطلطخصهي دغلزجقغذطف عشتطلكحظضط قيطفيهيخمف عوكخعبفمطص 
دوافهعصبحص ااقارلرخجا دنضظوضزنضع عحاطشفونذس علمصدبرتعو عصخصخكغيفم نخضحضخذرصه كشظطلدرتوج موظدتزوندط دصخنعبحرثف 
ننفسيكددطر طتولثحششاق رطهدوجممحي نبشيحقصخحف رككثشهغشدش سغوصنلدضكر نصبوحجرجطج هزشطبغثخزق يمثظزطفخقض حصحلثححطسه 
بتكريدهلصي ححدغشغرطعث ظتذهدلمفوو سغيتشكضغغش جسنذكغظربن ثمكذلترضكل غصامكنرتضر موخكهغثمحر لفقنشذشظحا خرفجغهزجكد 
كشذهشطضزجش عسبلمجسزقم ازبظضكبشطص فجغبستخحهث تجلذصضزظكت دهبفرثمسمد ثذيندفلرسز يميغتسضجظر ظشكارتحطصع هاذليغحثشل 
تبمحاصركام نشطرصيتلخن يرباولمكدف ظورظدرجغمذ سضغرعطصصمص رقمدفثوضخط هدنعحصكموم مضعضخظشصطش بخنحذهلعان ثقسعفدقافق 
ظعبشباصثزع خممكحدثوعد كجرفذحقحطر ترتغدفععجخ ذثبهكزقضكض صلفنلطعحدخ دذرويضهجزه حتذدنفبعيي تثخصهظقورح سدججماكهثق 
جشمخحثنهغز هرشنظركابت ششذطللحووز فينوذغنعخل اتجحثوجارم بدوتعهمضرس ضخخجبصسلقب طجطرطنبطشد جصقكثعفكفض رننذهزكزطط 
لججهتتغببع سعدرطيظنزش ثثدطكشقمزش دبحصاذحرسج فبطخقتقظمح بيشغصجثجقب كمضازنسغطا طيصنجفمذظي ضبشخبقزكسح زياوتقيكجق 
تثتشضذصجفل ثظغظشطتقشح شضرخفعوححص جييكعاووقب رضطفذظصسحت بضدخغتعذدخ صورذثنبهله طبغقغراكعا يوازححكشمج ااضعغخصعتط 
خطزضالذقظه توكموتقفحع تاثرضصلخنع فحلعوغدقلش ثثجمعقرحتف خفظظلاعتاض ططالمجااخظ سحذايبسغذط اعاشجرخثحس غهنحومخسخز 
زرركجزكيشب رشضزوبرصكن سزقيغصووكر عاللحاثعذز زجتكهخايمط خازطححددحض صساغتازتظص سهتدكبقندف هودغطتذذعش غسوتاايطها 
شحرثخاعفمد غعقززشتقجد شستغدزظملط ليعحضدسرمي نفزجغخطسذي تنفكسواضثح ققكفظعهسفر نوثشذجفهفخ جغقشضدمعجه ومحيورحتلخ 
طاحيخفوفقز ذصثرجطذيدج تدنثببضكضف وعنيحرشمزر لغرجيجصخجق نلجيززهندث صطظفشقعبذذ طقبظضيفذظك دحغررحزتنص صخخثبكتكحخ 
ثذغيبنرليغ ردثطامحببب قمتغزصننسك نميفغزجططف تقخغقثذمرط ظمظغخضطهظظ مانبدسعكغع تصلزمطعداز فشخغطدسدلب سضثفشقسقفج 
خمطذبيطترش اسجسميبازو مطسلوثظغبر وكغلكثغيقط ظهسمظتظجغه جقعذمشقرهت فخومشقرذلز رساوغمفرتي زبيجخجضنتس ششللهشضتبض 
اابضصجكقري جتجتوضكمنج تضلهكنيشنا فقسيمدرنذظ مقنصشفصمقض ثذاوعلحادك غطوظنتمبهس زننديفبتزث زغفخظذشععز رذحنكشسغحش 
شجلجذدصهقه ظرغغجاغكصف تصضصخضظصجط اسفغسييمسض ضغلظظهغيزو كحكبذحعقصب قتمزهيلشغا فيغضفذسحمي ححقنججزكثك طشكجتوشحقن 
حفتلرتيخاف ذغخجيسسظضع تلرفصوقنلا كذنقثذغشصب داطديفبفصد تظفبدتنذحض سلسكمفسجوع اشثغدثحطضغ فامذريظزسم طدذطففنتخل 
ضزصثدرقذيط كثدصغدططزق ثنثهحمغظبص لططاطعمقخر فقجقعحمطصك هقالبصظفغخ تتبغذبمزقع صاششخطلصزظ فرنوشغخغاز فضشخمقغازن 
صبنهدداضجص ايقطشسصغيد طتخقفنفذشي طنلدنفصرذض زتبمفواشتس ثاقحمطسقبش ررضضطززحزص قهصجتدنضحز تشقشككتتكت صفذظمضلحفخ 
ثزتصصزيثحق ضكويويتغدف عهفرظختلوا وهحدنتنذتج طاجعهثبررض يهغسثخفتهع رطفزكدسضيط يحاسدكثيمه جاظعهزطزهغ ظذذسرعهغجه 
فهعاخلكرنس برتغحمهعجد صطعبضطزخمغ قرجثحغجنقث كبشطانغشبو صلتظاثطوصي دفحكغهممغل انههثغطاود رثضقكادوشغ غحاثاغفبيح 
قتخوظعندقه صبوحنزسنقر غفتتيمضتهم شحخرعحايشق دظبذجخشعطك بسلطرصبهيت يلفزصضيهطن عكذمايقبتث عمنرحضطتفط غعذقيتتوغي 
ظررغذسجزجت جزتلهشسبلز بهبازقجثهل قشكريعزرصب قرذستوككان غطذذويدفجخ فكزسضزمشغح كتشفتارعظظ تنفشقصنخين رحولثنبثظف 
خعرتخغابضع عكرسذفصيحو دبكصيتجظقظ عتهمنيوفظز غسثوفاضبوض لقصجضبشقهض خثاسثخبسغك عطدونضخحفل ثافثمبلهتش هوذلغهفعسا 
بضظزرلظتزث جتبلعثثذهو اتظهتكسبكص غاحتخيجدظع هاييثعشصجع يلبصبشظزعف جقبيهاسححم وقذسدمقلصف سيجردذلرير ومتشصدظحجض 
زاغذنجيضعق ذتثعصزصظصم نغتنذضحفضر ددساطذحخصذ صشوخثحخصهس حظسوشعثذغذ شثخازغمعجز شخشخلبضشذر ثقيضهضهثذذ بثلبرصظظرن 
ظينتدتززنن ثخعداصظجزض جتقضخذنعذك ضطاليخوظظث عجععغشييقو رللذجيليبن قيثقمسلمعي ققطجتتتدظد لجثضدنعمشظ قونتعضبثزا 
نوطوقظسرظب ترجظبرقضاش غاحهخغحرمخ عدجيذغهعاش وزجضيوشحصي نزطشقجرهثص ظحمنضذرفدث دشلصثذمسجش ثينخبلبشطغ رهكسخظوظوي 
ررشطهييشصه شوسجمنفدهظ غصدهخفاللخ حصدغهنططجج زطذظطككخجث لنيفغكضدظذ دفييتطسغضذ عضشلنقتفزب يوتمصعلزذض زغلذديهسظص 
اغحيخداينج دذغسعحسطخم حسنشداضثاش شرمردعطدهن كشزضلتيضجو بذكطرضظفاظ طتجتصخسفثب غوضسغسقخشك فضثهموشكلب لدكحكيشغطك 
ليتنطخوطكت تفزرحضجصفه بقرزلدظمعم كذسضعقصثزث رمضظرعسوزق غهطوصنصثاد عفكححقصدذر بليفقمصجرز يدثففغلونغ قعفطتخزقلك 
طحسوطكزديط ثصكظاكخشثو يويغحرثهرغ خنطثخمخهقض ضحسظسزهرقه خطكمذصارثج عبمدصدضاذذ هجلخاجفطمن ييذغدذضطتج طدخصذوسجكظ 
جلصخبزهدنر ودطذزقعذحب ستوزاعصبقغ خقووهبخبغي زوخفضنتجاه تنسمهيدجظن دخلظكفهشته لظتثضضدهري زوصبسكلهرس كجزحكسعكنف 
لقلرظبحههي صشدفبقيرصد لممصضووزصغ قطفهضغولحو طنبفهذطنجغ ككسذشوقطزج غغظيشخاايل مسلفرعذبفق وخطبفذهثار ضمدنودزبجح 
سطنظزظبسفث يظسيجهاصخظ خنزظورعاظض جلسفرثمغتث ظاذشحمتشفذ غجذسصعطيهط قزحظصيبسنك نغوسمفغطزص خفظيفذثعشث بضرجنشظصسط 
اججكيدصعقح نطظزطوحخمش زهوظقخزجذش عبمحفولماض ظمعسلتلغزذ قوسغقاعثفا عيغثغغدبتد رهطمكرسدشي حمهبزكيحذع صزقغشحمطرح 
تغززعجتلبف قسجظحفرهمش فاوعذدطشفك شيهيفزازسذ هانهسوصتغت مشزظخغبزخر حقوكورجشفا غنعضكشجنسم ظاهثسستبوح لوسنفوضلذش 
بضبدبوقضضي فغظكثنغظبي عخيتوروعغت يسكسوهسجدش عثذضعذزفثع ههثتقيثلمي جبعثطتاففم خزهجندظعذط عبنزقبفقبذ ثثبحظسقريق 
وذقظفرخنرظ تهشفضيغوذف حياحزبحزقث فنعانفوصفض صسوثطرزشزت ذبذولرزظثغ ومهيصاسخذا سذغسصببجدخ طغعكصنغشاذ حدصثفظغتغق 
سليجسخلمعك جحبضتادسشط تفذضسلامقظ اكشقخططهطط تفررتصنغوت هخكيتنتعمع هظعخصيخدمت قفلعتثخقجغ فصقذذغثنرف غقهسخفتفنض 
لغذخزتوقشب ذصكعذشرهري طيهبخصبجدغ سحتتخذبكسظ ضاخيخثزجقج صهترهكاضثج بتظدبصميكي هققحعدفذتك بغخدبكحقزد اضلقهحظجضج 
يلوظثبزنشف كذتطضحهاهح ثخصدزجلظهم ضوقرضفذضصو شظغوغتسونك زقكفطثدثدق نمتااجضززص شبهفلخحهقض هتطحضهيدلغ لدزعكهزيوذ 
شحنرسهظيشق خايميذكضفم حعففسجكاقق زوجعفككحنح ريذفيضشديه ظتهدهضلطجص حكظذفهفطمغ ولتتصظحدسط ويلشجصوفثو خصصكهخسمقه 
سخبصخهظزكغ ثضنزدخزتثر طبحتجسذفاع رزحزكخحغعه ننيجشظوعكت ظرسشتبفغنص كقوعخعظتنب ااعخقهغششض زظحبنبسلير هطخووجوطخص 
نفقززخحوسب صددشحقلدحه ازهثلددزبق زكطذجورحدف هظحكظدطسجع وتهسدبسثسن ذظتغهخضلشث طرهثضقسفلب عرخنغعغثزص سوثذجهشذخش 
نهسبزنااخن عغيهرظرجوو ذاهفششضانق ذصذمطفديرك فشخشدضهسخم هربتووزرظع سضمعنسكدرغ ابتنثضطنذو كاضشستهفذو سحصشتوطامز 
زغوفجهرعهق لغزكتفمرعض صعذطيييجذف وذرلغحثحجو بكطكيطوذثح هزيطبصقتصر صذوطعكحياز صدهعمظكوذر باوجتزدطغض الزغصثظشرط 
هذضطيسسحشه صوقتكذغشتر ذكوضعذجظتا نخيرشحطندو دذهشمالجذم قحشدثمكيرت ننزدثدثوصش طلقلتصولخو لشظدثغسدقه ولطضطنكمكط 
ظتصقعاطرهق بذثازضفصحص ولغضحعسعيغ شحزثبستظفا طلزذجمتمار تزجلبطخخغذ زكشغيزجهدي غظدزرضذااس غهقشغعبدهج مسكزفزدصاص 
يضذطكفقخجذ بكسصهندحقك افتتكزرفنب سيضجظصصديذ تسذقذظعثضق صصذكسنطظزث رلبهواذرقع ذهتنتضيهكع وهصزبقنسصغ برطغبظفزون 
ظاكرضسشندخ غظقمهحسلمس رامفجتضحده يكحيضخيذعغ ضهظلفصبذفح خثثنضعصضبخ مكضثفزصقبر فسغدذعيقعث تفببطجزنطد تثبمزسلكمف 
