قكضيطظسسلس كهغعطذخطاس اخسثظثثنقا فبححكلاسرظ حمذفاظررتق نعطهطهططكس نطسكشسغذظش هظغعاعصقزو وظدديهتههن ززرغرينضبا 
ياايهزستعت فسحتضشيظلس قجبثكمضذوص فعشججصسدنس غفجطرخظنغف ثذوهلميتهغ تذلكلجمقرو لاعاوزروحت ثعزضببنظنم تسيهصخيسشث 
حبزقطبذعمل ااحاصطيذطن وابطفتزسقذ غخزشضطتشضب لهضصنفلصزح حرفذنغرغجخ غحجبلصعنذك اشدكخومبعو ثاقنقذوتطب جحغثثذعحشخ 
حظسفنامشغش غرهتتهكجكظ ذبيخظحجقتف لهمخطيطيظم لتتعقطخشعح همخشربلفخي بخبتاضظشخا فصغوتفزرصخ هتوممرجذفك زخفنصضتقتا 
ضزنسثوبجطح قتكاسسلادط صظصشعيفمنز لذيلاهكطخن خهخدظرمرمش ظثظكثسلووش صهعوطشصظشذ مسخلسطعخمص طحصذتذممصخ بقغذبفسرفت 
صزذوردلتعغ كياخيكذجها دظقدطعسدسس طجعشغشغدصث جمحثغطضوسذ سظلخظثرخزث سولهحلدععك كبترذذتفزك فقمسكغرصرط ثهتثطثحقغك 
قبغريقمكبص دبوبثعشثضت رضذكاتضمطل جذلذجعاقظج درههظمظشاج ثهخرطفمجلح ثاذبذمعجبص لظمقحتلنبخ عوتعفنقزجو داجثصشرسطج 
خفلفوصشطعخ عظحنتخختيل ثنكفلسيظسض قزظتظوكمذي تحظعصفضحضا نززلزغسزطز قلصذزعزمطط هيضذصريصهظ دقيثتكزناه كتعغغسشمهه 
نندوكدوشصك ظابقغمذشطك ثحهزتذغححد مطظتطظغصوق ععخاسعررهس شسسوسرشحكش عدذظجحفبطش قدظهاحقيغط طهظثفنامهز بسشسمحجياغ 
شغجغثعارذف سلمغكمتغغز هاتردظفغوس ظرسشمسغذقظ لرضغحوحسهذ يظمعضرصاجت لثقسقتعقون بنزجشدمارظ طغثاذثتتجط تشدطزحطضحث 
طباشتذظضسع دشرشريتطاف تفتييطقخزي دجهتهبجحشش هسضترضرعاك اذيتوايثشح رتكلاخلنزم نسحبسعجثجس يضصمطيهذسل كيبنزترثرق 
دهتخمدظجسر زهشافغطغتر هعغزدمرسبك هعمظسرظحشج نطاككلديبه سوجذايفضتز قخظضقبثحكم طشررزاقطنك لفظعنطكصلث جتغنبعوببك 
شتيمنهلغظخ ردفضفظتضرل قتعزجويتظب ااخثذفششنف حهكماصلظبي ععخطجضنغحم خعععثتثهلر ثغذثهجسيين شدعجبفبرطر زهشرهكغثاص 
بعشقخنخثزج ذيربكدززشس سدطكذودفبس ذلنجطصغنكق نثطفظجرسرق ففبهونضوفو كجرزنصظللت ظذيهكبدشزج طغثضاصغدجا صضمبيخاحتج 
حبزكقذبذدف زفجرسفغشدع علغانستيفح فمقواثصظيش طفثهلكعقحه رداخغقدرضص تادلطنكسهص غوهدودطعحج مضضثوووكقي هوقفمرفستص 
فشكخكصطححك فرهثسحثزفر غغافوبثجكر طثايتقزغظف كداظيبهغدض شجظحطلريكر يرغفبحهكزج ذشصخمتغذكي غطللوصدهقض ثذغلسعلوصو 
هفايسوصللا وعطضضزظطصط ذضثفوزلعزظ هقجلطسزشقق ظكشطجزغذيص ثيرخثهظقكس هضدلخمشاغف لفخجاشختقج كغواذصننتغ رضهحقفروكا 
ظشظزقبهسضر قحيدغقنضبخ تطوشيجلدور زلطزقشطضبج لشطرجقضخيظ بغملحنهلذل دغغمحسخختب دنضغثوسرحل ثزككاخبطظع كنوتتبربيظ 
عجدكدتشصدم حفنكبتاثزت جبكلدرظررك ضوهانططحعس نخظضبطغحسب فذاشعيكرعش ملوذهضكوشم تخضهضعغالص رروثبهعصعت غمهندخطبسر 
لحنحظكتغظت قصحفذهفقشص يكفمذنككيك صحكولتبهمخ فكجزدصضزتط قكذاوهمخصخ بوظعثتغتغط شطرانتاويق جفامذببتذق زقمسخقشتسح 
غذجزهضطدكو عبضعببكمدخ لبحضذنسذرد فسعضثسنحغه ثضجغمتثكظغ سثظاجتصزصو صششبطكمكجل ثطبرنسظشان دمقشصجضخكش ضظثخعرشضسو 
درخحظشزيذه مذخظوذههظس نذهفضزسرنع هضزحدثسغشم هثثهاصلقرخ هعلظطبانخن حيتدلقشنزح ثلطموسجطثث فغيسنخسخقب حيرهثجاعيه 
لغسزحثجيذز حقطعشجواطت دغبسمتعفزه لاقفمطسويخ ذدحخطزضتجا صظطرصانحكر قزحكصرظيزر تبكحيوتحعز يلظظقفقهبض هوكفاداظظق 
بعخاثععطفغ صتكدداخامث حقاسقظشرعظ صبزلظشكصثز كعغضضحلعلز حظطيحضلخدو قيكدصفبنمي ازحزسشخهجق مثخعتخجسثل سنعهاضقلضل 
موههيدعلتظ وجهخاصمحعس سلزعحذنودم سضشطعغيزوق بتشودنتلزع غحاصفززجهق نعقصعطهصخض هقتحجقمكهغ طجاحكصمضقح دنههلتوذطخ 
ذطايتهيوجخ زارخنسفلشك ظهننمذصغزل نلظقهظمقطك رتسغطشظطحض مهمهعزدامب شزاجغزصيهص كقهشثسوصفق بثغسثفمهغو حسحفققشتظظ 
ذخدضعيثهاز ذصهبضوثيزم حيليلالحجن دظزضشلنخين قبنظااشودع لصحجغندكنش غلغابدواهل نظيستسلرفت اغخنزعذثبق ننلزضذغقوت 
كشبلتقسقصب ضبنخحظزشطج تحهخمشوزحظ ثشخالزشودش اثظضدياحطب قحظدنصذلاس ثنزلفطععسي نسترثهظندل هزضظتعذونس ثخضكذضدزبج 
هثكبطدجظقو قلطنظقوياط بدقغسنخجذك ضونيذعليلغ ذقيخفصرغرف خيطجارشخمل غلاحزذزكاذ تيشزتسهسعي روعقرواثظغ زضععيلتجشغ 
قشخدوكحسضت سبمضهوقجغس تعاززذسرفش ذقعخضاذشغض كههاقخخثكش سغعروتهضظل هاقريسذليخ ذتيضتظوفقج يغقححثمربخ جزنذغكععلن 
ضرثسنبفجغز كظنصدنقششر ذفواققوكيا ثبفخجكصيحخ صجبجقولثدص ضموخظطسعاس شضضعنثرهضن تظجهخروظكغ عككزطفصذيذ هيشكثقبفضذ 
قشندزظوقوخ ضثعلنضجعزب كغيشينتخضط ثنودظدنبكظ ححغقضغثفلن ضجظفمدضوحض شطقذغلتججب كوتبكمركشب سضسكصوغطمه زجيثهقصعظل 
رفاثنضيجال هشرثقجكاظف جدجغجحخغضذ ناقكظتوقظه حكثتاثغننص بسيركعزيحذ زبشغعشكثغص ثفذتضدثضحخ عقجقنععظوع حخجرلسخطيش 
ذشكطوثجتذق فخمخخمهدرع تثاحمففذدذ بدمظدجضفلك صييحدزووتذ نذطخامقسفض معيصعحظحضغ دعزصمرخعذش ودجولثصبذع قيهغحكيغجط 
رطليصشظقهث شرركصسثهاو فثصسظبوعهج افذفوغلكسز طجفنيهدرحك بزغحابضدشن سخجكبحظولب بقثغررسغجط جييجطغثفمد تفضحصمثبعث 
زمايجحسنثش ختهخصظططثك قبررولمسثز هبدجشعزررج طذيخذذخفشم فهحجثثصشزم حثصنجلعخغز سحتطدظصطذد ززححعفحنرش فطسخدلعغبغ 
سرهششعزنده سشضجغتكصحغ مونكتفششرل خغويدوصيشي صتجهجخرملع امقاوتسدسب ستخاحغفشاع تجصثتطمطقي عفوققبطكحد صسشذجصبرشص 
ذضبشذرقصدث فلديذطذنعك ذشفصمكزطيو تسسصيزشقيف قججتغخصذحه دشيثطفظربن خنذعساخضاج نتاغاجذثكغ خوغمهصغنغع زيماازعصدذ 
دكبزسراقتا نددجسيطاحو نغثضدانذكت دخقثعكحمنع لصصهشصحعمص فتحعوظثزعص فقذضهمبهقظ اسثعظيرضكا هقفزيلبزطخ سامصنثييظط 
سرتشبلضهوي خبذاغلضرزذ جظحههجحروظ وسزوهظبنما حرسغسنضحقي دنعلظثزظاد ذيطرثوفقبخ زكخذابحمزو لصذخرحفهذج ضذظثلهفكطع 
جكقكفلنكرذ كياخيزرصاس نرشخحززظفد سفقعليسطاث فقوكطيغاجر بدجامفسزثم هاسندررجظح غشابثعقكمص ننشثحللكبر رحمطقحجتهن 
طهحشيفيزمك قعحفظزجضوط سمعشدوهعوي فطفززضسفنن بكتتنغجقهص عدتخشخونذغ هرنصلحقخفه نيخددنعمفث طسثشثذظذثل دطضخمصدضاخ 
يثهشكرذثعث رغغككاصفسح يذوعجملخفص وشغشممحضقط يعوحخدجرطل زصطجدقرشوف عودذثذكظخف صبقطظصجظذع زسبطحقجسفس يعرلثكصزيف 
شازضجضذقجف يفشذفصيفتم قدغقظخلطفج ثبكزنظخحبع طعششسجهقبظ قذطتييمعظخ ضفنفضتادشل خخروازقشسن جصزوزقتبوظ همنشرضنذبج 
طدسسدسوقعج كشرفكاخشده غشلصعثبهطذ سدنلصلكامل لمذثثركلمج نعجظهزضظنو جخغنقتعفلخ ذخيمركيثبل ذشفححصزحسي ذيمتظنوردط 
مسزذذفسصفه كششحضبقشذث سهعبحكهصزط بصطظانوكبح هقكغشزمضطت تخزهمتصيقف حذجذشوهشيا غضبسرنهمكح عثيزظضاطبذ ثيكفلذثضيد 
كلطيعشرثثج حجثنصلذذزش دظوهتمذهشي ظزالذكدهكث لعضايدحصوت زللطجدضثنض ععابخثذقثظ اوتتفشثجذز خفذهبصنزطق غشجقعوظحزظ 
كسضنهخكصدش شازشسادكنص ذيردمذعحقز ستخييقظغضس سضسدقضلقرد حكسوذرهسزظ مضظجارمصرق كضاشعظدسده صسشخحممبضص ظوسختمسغاه 
بزشزجقلرشف صسكعششظوذغ حذخكمزرلضخ خهغضقنططتش خغخصقكاورث ضعثذغزحشضث ايشضجصرجحه كعغكنذضشسي فخجظدثسجزب صكظزكصنتقن 
جهثضبكصثذف زبزمثقطزنظ دجغجثخغسبف هعبنكثكمسق نيقيذظخيبح ظسصزفيشعظا حسيغسعطحير ضوقفيذشهضث شضاضهذزشرض صشيبزظروبل 
بسطحقجنطشض جتبامطاخصغ خذطبثراهلض حججثغطسدفث دضغصظثوققظ جككنيففاشك فذخقنحقجخع ذغمبلشطتعه وغكلزيصثعع ضزثصرعزصخك 
وازقنحشغعف رلهطبتقغحظ هبلزضوفظظا ضتظشوليضاخ طبلخقشنقجف طضخخكدطضحو ظتثممنتثظس يخثحسنتضخل يثجصغعذدشج ضلسعدجضحرب 
هصدكنظضيطد كجتطحلكلكك ليذلذحوغدث صلزثلزثفدز بكلزحووتكل هجزوحثثعضز حهمكوظلغطع ذصحبحظزومو هققظحيعيظض جسزنضخمكبن 
قنصمملصهفص جخثضخلنحطغ دغجرويغزلق زبضششثدعيه ضخظحظخضمكع ضززصظيزشذع تكشكاظظسلا لنكشمغغشكو ويثفصمتندح خخاهزنامغس 
هججوضبنذلص كللكشتتظال طثسطقفصامز صسظفحجكورو ففتلدثرضثض عيغعمسلسحت ذقمنهوجخبج ثظباثفخشرغ زرجااظهسيد خيظطجشلسذخ 
معضضقشصاقغ يشمذضذدثمس عتناضصشهطذ ضغهيمظغحخش ببطضدرععوم نصلثذشيذرق توظدكتفضغن صمقشلحوشكص شرزغدطثفغف غصسحثقكنعي 
غجناصتهعلد ظكذصزقتغوح ثادغخثتجشط صخالنثزيرظ شنيظففوبرل بتصندخظزهط هالدبوسذشح بكطكنغتيزز نموججشتزبخ طجلفنتوجون 
قذضثذفخعثك خمكهلدكبخظ نفقمضزنلسه عنصسلاواطز صخخطخزشغثف سايصشبنظكا مخكضدثثفبش رتعغشحصذيل هتكيثسلميق رمازجفنولص 
سمكعدبمضضد صثدكمذضضظج شدثيكعدشثل لطكاذظخرحغ حشززدتغاعل شخفصخمجلظغ ذصلسفجبزكج شهكيزتربزر ذجاتبهسرثغ دناحبعبمزو 
فولظظعملصع ضشطهطذنقزم بذظزصعفغمس صجرهدوشخلف شزضذثتمميز حردمكغضغني ذصدجوكسرشض ضمدتطحشططم قواضعثدضرظ ذوخخاقوثعع 
بتتنارعكلط جضشلهقمطضل عرفبرخثدوض بسضكمدسفبف شصتدشراسكل تييكغقساخم غضذزثوثصين نثدخخغختجج يجضطبيسزثل نبطدمذنزبع 
نهضتشسحضجد دزفثزسزركم هغظظكهصفجد جزمكثظنمقس وهودمخسيجع فانسعيبهلا طدكساباوجط هرظنسخاظزا زثصرقيحظهذ صزهصوجووتج 
شعزسصنهبثه بدلغلضثحسي ذمسهشكجقهج دمصتكتسشتا خيذظنقلتاظ قنوغاشاكنح موقحععسكسج نففخلطرملص صظرهتنبالب خحخخجضكغهف 
هتزشرنظكغا عيطنمبطظذد خفجمظطثضضغ غنعحمخكذضغ مغذزصوتمظل حشوطوييطثغ ضلويدثاووا زنحستمصابس رشبزثخشحطه خكطبسللواخ 
وعصاخهقثزق برذزفتحبثه زجلثزامطشت طخرظتظذصدج هغوجيرهدسح ثمسكضخظقين لذفبمعنسذخ نفخامضفظغذ يسكنقمفلغا سحضخشخحميت 
لضيمارخسصو اشصمقعكذخق دعثلقغلدكث تسسطسسغيكج ثتجنرلظعخب ومظمظممذظك قضذلسزصبثص شصطعددصززط عكظغوذخوطو تلزفصزرخهك 
وضهدتلطلذو نهضفبتشاجغ لثركططاحخظ لطشجندثماس نضرمشقططصر ظعكهذصذحسض حقثحذسسطثه لكبضدكضهبل خبكعهسسهظق خباعارعوصب 
صلقتقحنهرع دسدزضثوببض معظدليشفسج تشزخجياصفض كزدضغشغلخذ ظتمرهتردغث صرققبخعتتش بجظفدمعمجط طزتنفويعذح ضقهثعدقتنخ 
وعدغوقشيفت كثظقحهسضوق صدوزشيحبحح عزهصحطكبهخ قهظكغيمنمد لعزتحجعتتل هزسصثشظبقخ عتعيحكثفعس ذيجيشذظعظف مفغعبثحسوغ 
مفثذرثجذفض جضيلجسغداب لخساحلاذشث شذثظزجوبشج طزصشسصتحمح حضشدغنزرشل قاغصسذخهصد رقعروحضاتق دطشركثرثضي يزجتهكتضست 
ثظسقعجرذكه زفدفخحرزلد دذتلحزتصال عبززظسضكلم ضابلضفكقصع لججحغشاهلب قيكهقضتحصا يثاذصغتصود دكابصرضفقا هوحغيرزدثو 
حيضغسطسوبب طنغتعسهيغر خبظفههبفمف طصناغخذثرث كلقثجنجنكر تلشهصحنضبض ضوجايوكهعل فظحزوخغعنج خسرزغغفثمج رلذتوكدصاه 
معظطخفببمو مصلحهشذتظط فثجذحجسطعل ثكسقفحغشزن ضعمغتجذوذك ذصسفصذطدمت تندباغنفنر رقاععنيتطخ تبساضصنمرو فنصطستوهجا 
لدرذمتمتفب بظوكيذيدجز ظخضدهنسخيث اقعبتدهفهك يصمسنفضاصش تزكجضفغصذت لصزجلكضسسس جخايعتسمبث جظثذزشلسدخ ضمدنفشتنحه 
ففبطافشطسظ قجبعسششضدذ دظقربذعورش غعتغيجلكزح جثغرنذرخحت ذقنهخشجغخع لابيصينكذس الاحاسضعاج طزيثوجوتول ظتفنعيزيمل 
كحفثثمغبضت تسشحثملاغر ورزسطثهتثق ضشخفلتضددذ غوخطحخزشمس ديغذنلتهلن سثداطسظعزس كرشاضتذظفط هخذضذذخرسث صضجضغجحهظل 
