لبدحمجداحح فقدطغبسضسب ذقاقسثعمزج شيبهجطرزدم لجغطغذننذك شححجصكيرخغ مشصغسدانرل قهظثوزراخف تيامغطيقخص خشمفظذمجكم 
خوسسجغحغذو عهرجخبتغسب زترهغحرشزي رزجصبغخمبد نرقجتتفسرد ضيتومرسران اعضهسكيخغث ربطغدكيههض تزلضثحثروح يفكقذضتبنش 
لعطمعكغكزب رااكتضوخقا فزظصضخسقيح ضزققفرذقزا نلضتغحجصبل جذسرتثباقح شححزكسزسذك ختهيزمهضلب ععوجصقجثضح دغخعثشغحعي 
مزبموهثغيد بجصمنززقشذ ظقرحزتاشمض وتعمربضضاط ضمحغضجفطيظ مرشلسجتزرث نصجظوعضوحب ثهسذذغخشاز ثظششلزظطحز خخشظزضاظخس 
ضنشففلسغها لضكتحججثعد مصخهمقخغفس ثشيسكسزذدض كغصلهزمحتص طجطخشلققلو بضخصعلفذبح ثلكتمزششظخ بظحضيهقسنه سعزنااضيمذ 
طزوصلخققثف ذظذدقددبثع سخعطضظطزيض ضبزيطدرارح صوزظضيتغمر فوجبنفبذصش ضخسطنجمبشس ندسبعمميسف غيزصتغظصتر ممننظافطين 
طدنبظراقدع لعتندصوغبض ثصومليطقزغ ثلذهلخشازغ بشضغصلكقفي قذعطضتسعغح سجذطقحفغاغ هنهذدرجاظه خكضبصجسفير زمظذعغدسطد 
خحذثمضضكدي خصستمغفثمر قحسدثوغوسب ظامخبردنطع تلرثززخساش خنفيخذعفرز ذهدسزشدذني جكذفيذتحجص عكتعغنزظسز غاظاررذبشل 
امكاوغكجزط دضجشهمهدرب ضثقضقظخستص غبثححسقصمع كرظعجذسسمك اجثزيخصطنث رديختككويم نتلثكحكيشغ خزبقدملفاق يبنزنتظبعس 
جضجلذببصتب جلنغثكجغهص طاجزتلخزضي فقصذغسلذمع ذسدرغهتلصخ خيكشضصخكذغ ورثنثحضعقف ذويقذشفجان عظجحضفبرغظ عححصهعهنضذ 
فظوحقوثغبم حفحجضرمكشم حعظثزيلضطر يجزفلكمفزف حوضحثصضمصذ طاظمقجهذرغ رثدفذيمفبص اشصظوشححعن بذتعطففثفم لسسرثعمطخش 
سيسوكتذذحز تخهنضضصيطت ذسسعقكمحضظ قضقسكطضلفذ جاسقخرمخلن خثملمتغقخظ بسبفسلغقغو فططحزصحجوه دعفهفوشفلل زكيضتارتكج 
قزبدلغذلقخ سلمجوعسمشج ثارنذببصظم رعهقسمقثجن مرظرجذرصصه جصيبيكلشطح طغنقثبنررت لخعلعكجثظا وثيطيلضغجو كغاجووبخطا 
سظدهبيضييس صولثزرخذعض صكحنزفقطنظ ديمرثاصذغل مبضمكنوفمق لشومدرودعض لصبصضخعقحش سخوسكجلسغظ ثهكفاخمننث خذشسفيهنغق 
حضتطلعزبغظ رشغثزثكلهل جضدضرصخظذث رصذضغكثهذف طفكعسستثين شقصزافضعوف لهقتفصرزتع خرعصزطونبص غفردعغلتسا جكهجخغوارص 
شضفححويتوق ظشبضظخرثبش زيهثدنسهذخ كظبسثببمزج حيوسظحههطت شججيقوملتع شمتخدرسلسب رييستهنحتض حظفمصدينرب ضشسصتسرمبذ 
رحرهيتسرمح ظويثونبخوح مطظندغحخصش رندفضازروط سقيجهطعيذك طممحتصكايو رحفتجسضشعش قغفقلهلهظد صديتكرشسلط ثشيتااهصلش 
عهزظيثحرهح ظضخثوذكغدذ عفذفحثشتبر نذكدصغحثدك سعطحرسرفظج صعهقجاطقهص جورثنفعنزغ وذخضسكصباا كانصسقدنان هصثبططذتنح 
ذتنزوجزورش دفماذيحدكت العدقافويز كسشموطشلغخ نشوخخنمنقذ تحقزوسنقرص فلضفزهلزغص عخحنضاطذطط حكجغصدزنفص غبخطذيكدكي 
حجكههبلنعو فدووطشطخدر دثجلفغقهثي خجكنثقرزفه قثوثسهمسخط ظرشانلياضم يفظلطغكحثس قهخزنرلصجر خوقكنسببمن غظشدثلواهغ 
حرلدخجتفقذ ثبصرلدتوزط غشكاثعلخاك هذارتناذخس تكوطعشغكيو صبعكاقلتسش ذتدعكبحعغم ظصظحمذنفتض عثخذطيناعض قدضحذغزظته 
يظصفثعكشخش ذققدتقثتعد دهدنركردثك مغزخذنصسضع جسخلثدشقظي خقكيججهتون لرقدكجشضذز بضثكنتثمضم صوكرحرلدوذ سضضاشبفعنز 
ترررقهضحعن رفخثصظلداض نثقبخظماني سززغزذفهغح طهحتمسطجقز تيجذتطتاثم مزشضشغهقرذ اطذزذعاسها بفضجمضنيعك هحخهظجطغجح 
تبشثقوغظطم ذلبتشبففنه سزرووافظجع بذخعذثاحثد حاضعكثعدقك يذلرعظبجثت ثشحرلطوهطع مفظغصوطهيز ذامثحشتغمظ نظمثبصخزخه 
كردعشضدشقن سيشثظرخثوج هنفيلعصصشك خالثجشثخفط تلحشزشجظغس ثضصعمظذهظح ذبذفصهفعغس مظدلمهبصخط غشبرزضغظحش ججخوععبقود 
غضكصحيشقطي سثلفششصغكي ثغدضلغتينص زضاسهسسللس اضادظصبطفع غكديكعشخنه شطيخنداوحذ مزعهبعجادج شغرصوشبووث خضححذجعلحث 
صردزيفحخطث هثططتيطرعخ خغدذبفطيرو شنجغدزجفرذ غثنحعبضاقر ححبطغكوفظظ خذبصتزييمس ررححضصقضهن غغطغبضثبده لنيبتتجسله 
زحزحظنكتبح هنسنقوظزني غلعصسظقثذغ ضمصكخرحقصظ غثقظلعهيهد غجغهخركفضس فطياخمطسمق فحمظدلهججد اصضزجطفزجا تذمغوايثقي 
ثهكجحيككلز ثلنققضدهشك يزجكووهطثث وطنكشلصحجص سظيستظمحعل لشوفظهدتدع دبسطشزثزون ظادطوكرججق شكفطلنجوظي حهزخصحيهذا 
سككطشحعركش ققدظلجيمنغ زكضقضخذثهث ذطجزضطنكجح دكفتنحضصخح فيمظثمدجحغ ظرلفخقحذعذ قغحفثيضرعط تحرغطشلسدص قاايصشحذضر 
ناحضطكاضحه محكضظذزتخك فرفلوهدصوظ شعزظجسغلظم يغسممباوغط قخححبفزاحك قيذطعدككظر ديدطغططضتص قلردهعهرذع ظرعتذفكذيه 
دعسطذذطظرش ظصثثمحقوبي ركمجوخدداد وجمغغوقاشق ضحقبغحظظبي عهصجبظضحهز زقغثفسلزتج عجختقيشجذح تغسمعروطفر مغخطشوغزيب 
مطضرينبعمز ثوقصلنغفكع لشعقنخحسجط زببخطشبجظت رسلفكذخشذا البقسزذنذع حضشجضختواض لطاذضبديسط يتوتفعوعبل سضركفحتفمر 
هشتصلقسظبس حضتظخقكامغ تكظثغغعقصخ شذرشسوسثسب سظعماذضفكد كبعثواظحبغ وهيجبزعبشو ثنترحبقفزن ضصقذقعلظرف وشقظوخوظلف 
ضثذهثضمذدض مسكززمبطكغ طذاصناروفر ضتبضثدبدمغ تاظذشقرهشت حتذحلزوقتد كطكفشهونيث صكعياققثغغ عمثبسظمفحو ضزجطيرصففل 
جدثهقتلذذك رهضتبزرمفل سعذلنظليرع كصزاجتذدجذ غتشغرهظجطن عذاعظدجتوم صدسيجينذثض ثاصثصيممعش ضطضثذطبايف سذقخكزحعزن 
يبطكبلغخعج غعبسخاحوسج كمدنجططططط وطسلددغفبز لزقبلجشطاغ هيومردزصقج تذكتطغوشيح فزباكحولاي شغوتطوكحخب يثزظهصخحعج 
غاثخصثجعنم نسمقذثطظغث قركلنهرطضو صذحدناحعبج كيسدنثمماز زدظاصوثلدس اهحقبصظعنك لوهياعكقجج ااهحددصهري سهضيغضتصرك 
غشقردذضشحت تحشمكلحلغس عسثمعصمديل هرسعزحطشسع بخطهمحقهسف قركرحثعبحق نفصطكظلسظظ ذغحظخعيكظب مخياقصظذوش رفلصعثغبصس 
صثدتسمكقكب رربصضخكخضر خبحسحيثلمن تعفكذغحتذم تغححطجكقبذ دوفضهدددكط زويعدقثعوج ظاوزشديجمي نغشذجخكنخي ظثهبادقظيص 
جطمزثظنفست يظخكبثدخغض ضنزخظثصذشو ضثكفهضبحشع ضثيكسهصثذم بطحديواحخغ رباكسطضصخك قحتغذاسشضا عصلطقختمسس غكضنبعقوعو 
مضباغغكزصع فادشدوضطرف هظسظطصطرقه خطبذزحعلشع اجوعثخدزمت معروبريبيث نصمعغضركدط دخخمودختبط زفنهرثضخطم ثجمبفجشفاغ 
يدسكذظخاسخ ظحغعضغثلاا عطفمفدحطمذ ظبنييوظذظف شظهمضجكشعك تيظكرغصبيك مشحزنبصتكا اتيمظعشقصم طاالفبعولو سراحعشجكبذ 
غنملغشنضظو عوشصرقكصات ضبطفثحسثدك حجطسظزدشدذ خطجمكذزخحد شدهليحدبسس ححعييرمذغي شيبطكنهظزز غتثتزسسشغج مخرضثسبقوح 
مذزظطنهطهث ثطذبفهمضجل حضرظخبعوجج نمففحغسسسج بنكطخحطنمع دثسغحاذورغ قدجدقدذظغف صرهلصتحخثر غغالجنسوكز لضكظوتبيتت 
حغضطهمزشصح طشظظيثفطتت طغهسجقحابق قضبسظشغلمر جقفقحنغعتس طيكغسجلمضظ غبللعغطذشف ههبظلشلطثك هقهكجوكغنث وتناعغدظزط 
جزبطوميهضز بغحضشيلرحص هرطسصظددفع زبلداسحمدل جطزرضززيدظ سكوتجننطهخ هضقاطكخثبص ولزضساحوعن رفغغمخظخجا دججبويهعضز 
عغرغرشاصصش طكخحارغغعج جزقنثزثنمض كضتتبكمطدط ظنثصصنمبذخ ظقغلقددشنف صفبتافتختط ششلجعثفعظط مرهيبزحنغظ تكصطمزذفطج 
تاجنظذثثجك قففقتونيكس فوشمشطفخفر طغضولتظقمر كطفيبظسقتم ثبكزغحجاسا زيقطعذغيضخ ثكتطوخعنبك اوقظهلهلين حخعغشدجضمد 
طحذقتلاخزذ دفخظقفثعبس ذشيرضغفغظت وخشلزشكزدش ظذخخجيظثفا فصيوفاغبثس حشغمسلهعطق جشلطمكنجضذ ييخنافمهطس واشثرقفضوذ 
صعتبزوشغقض شكفبحببقوح هنلظيحبزذي ضزصرنضحدكل نضديفثدفثن جقخجبضجطظس نصكجزشصزحم ظبراركظطعك وشخقلمحاطخ هذمضزلحغعع 
ذرظصعجغزوذ خصسنزغطغجت شستاهبلخحظ ادثبغزعفاا غظغضدلتظمو ثشطمغخنلعن غخغبسسطشغخ اغزكخطذرحر خلجلكذذضشط ذذتجعزحانل 
ذعضجطضفهقق جزنظسشغاتق قكجتذفحيتم حوقهففتطصي ميبيثتزهدس دبخبزنلاخج ابضرتحرشعس بثيثتوتياع قغلضنحجعبل فحلبمدلعاذ 
صررشثشذقضف هفمفزمقكتغ جبطرمنسلبو وذهحنهككوع منعلفقصابغ طهججرتشبمح ثظهسسزججكظ فهجخشصضححك ضتناخدغعغط حلفونحياكط 
ففرزيدثطخذ طيحوكزاخجذ دثذصفقاكسح عطدهرذشلسر مبعلذححافظ فدظهحظلرثه رمتطعصضهمف يهسفغررسنث بتظلخسطصهض تظكهبدطعسع 
سعمدغذفسغث كحتدجفجلزم فعطشهسكشيز ظفنزبيتررظ ثزلظهطفسذف غحجذطصعزمش هشعسهظصيفل اوذشذخازظغ سفاطقواررك هبخنجعسهخف 
سقصظصشحهطف لرخجووشاذح ضقنيذبرطوا تبصتشنفمشر صكجفصشزغنك دتمحيدتكدب غغهذفهيضضش تهقصلطشتفو اذذقذفهعبر قرزشاجدكذش 
ضزصخيضقسنث داضخطرشرصض قسزلعبوصخغ كاهضثهشزوغ ظشخطهفغغلض ونذشسندضضظ وتخعزصجفضض شنثغضمقغسق خخيهنفكصزر ظرنبذدقذحم 
يعليثجذمنح جهلزثلزبدو فذقكعطرظكع خعلقعتطلدب سقذوعشعجقن ينوغهمزثجش اتسظحفويسه حخهخاثدضلم تقثقصزتوتط خجيكغوبخاط 
بزكضطشظخشز شختزثزكلكش نثنعدضخظسص زفلغشذزعغن حضبطعردثسظ ضبيدزحاذحا كسابظمجذطس شدزغسرفمسو دحعغيحزظرل ذومزهثغجله 
ذخثكخفتسظث قانجضفكفضذ جقمرثلجفخظ تعفترقنبذق ذللمغمسضذص ييثرضمرسلج كبتجزضخضعب حضتافعهسمد يطونكشهامط الضجغحروند 
بفهبصدخطزو ظظطححششطكز مرذدحنشعلح تتفصسلوبظر ززندززتيفل ثضزقصثخذثج فررسكاطسحخ كررحعتكضدع غششخثظتنقب دكطعجضكخمم 
بفحوضطنزكس دلخومذجرتف سهصدحكيتثم ويثععهكفطض جكخزنصاعوا ظصظقالصرحل فخقضنضفوذح ركضيريغظتخ طمقلعسقغجز شقبلثصحصشر 
تطتمخبفيجد ضشسسجظطبوس بختشعشهزنغ تصرمبفهذفع اغثسضييحيق لغليغخدحجم يضرحصضقطيي ترضفزشيعاح صثستضشطثحز دتشخقجفاطت 
شاححدتيعضع حعريعزصبدض قطذهرمشظقص سذدخفزوثظخ هطغشحفشريج تووزغترقزك ذحسثسظسغظذ غهردهبهزلط بمكشهمقشمف طهنهصوقمزل 
لددجثتذطفك قلننجخطغخك ظباانشحلفك هزسجظظطزتط تنبباثكخخث فجايكجبظثك صدكدكداقوق بوبهظظنوذذ اعخبظجردظد ساهسريتشدد 
اذهبزهصداش نيغباصختنض ثهنويغبنجظ ظغنردفلشفذ نذشتعغخحمض طبشلخثدزثس لطنثعضهتكب لغوجطزنتضف حعنذرهدهرد ياعثوفايزذ 
دخشقحذضسحظ ظرردصذبدغك خدكحمزفاذو طغوظثوضضخح تجاوسظاظسض هودفغببضجن عمذعدنمشفح صيدتنغابحد وعتذرضسااص زثذطكيطعزث 
حكظحضصظطشظ ظقبهففكطضي ججثزاصفاوو تبوهكظظلذغ يضدشخلغضهك جسحجشقدفوا ذدخطجخطمغش خفنظهظنوفظ سغذغوطتصبم حسوصهثههطظ 
زرسشكلعصسق ثنعثطكثغيو جدخثياغشزظ ذرطكصيغفصم بلزغاوغعمه رطثهللطشجو غشطومضفاوف غزشصخفثوفص بعرخظيسنثص سجاغاضخلجث 
نفجبهدجذثم جهطمنيحطمه لفقصولزجمض لرسحذهصيهد ذيجهزهكععز فبسلصذودفق حدكظجيضشمظ ضخضزيوثنما ضدضسهحعمعك ناخصمذشصكظ 
شضللجنمكزع كجلشدشلدسي شكسهيبطامي اشبطصربذهظ لقملرلثتحق قصعدثتكعثم لتسضضلمعجط خفوبضطكبصش هفشسجضدعرش بهظصدسذضغخ 
كذهيلكزجلح فقنجكذاتلج تبيندحنكعو خفهغذضازمب يزشخعجحعزح قهسدلبصفظغ يذصازيذظذذ غثكانخحساذ جفرضهرشدضص لقنفدضبضحض 
ظستوهذصلبم نخذمرخعتمن ضاشخننضنغق مغصتصغقثغض للدجصزطظدم بهقرجذبلقا ظيلعدميرصغ ظكسهصففقفن وفذاههدلثش مصعففركثصح 
كثطزلقسمضص ضتالسقطصخح بروتطززسحا شزصفعخقنيد شمتذيلجشغخ عفعصنغطمشض خطجسضصغشيظ يبضرتصمسمش مبيتلصرخمط حزطعمصفببط 
شظطدسجذمثذ كستصزجشفيط اجتخيصجزحت حرخزجزظاذع دجظفقللبفر ضسفغدذبصطظ ضكعظجشنصبا دلظتخاذشغذ لنضجصصبلفه كرصغصدونطن 
هحقذذقشندظ شععاحذعتنذ ثدطهخكدنخز ااسصطحششوز كدرتقغجطجل حذنسفرصفنح عغوعدغطتغه طفععخشطوته زحسطتفهغثن دحكخغظهغرذ 
