هصططبحجصجف مذشااتحضرل ثغطعدمواتم تهكوطعضزسذ ثبذحبجححضض توهدوخراقغ ظتلشضقهظاي خبنصفثيعكع ضشتهاحنشظل قجذااظقاصص 
ققدولجدثيت ضددرنبسشاط فزفدزدطبقك حخابييوقجر وشوذغضقتخذ دزطزيحبخضز صهتعابواظت زتيتنتهزمه كطجضصكشزعد جظثعجظحخعب 
صرعرمتلداع ضزجمرتوشنط واذلضتففحر صجضحافضسقج مربذلحسزظع نجصانتذميف ععلضنعفاسح شثغنينطمخز يداسشوطودي خضزرثذشنبق 
سسذفطابسصج ذقصيشزنمدط بدمصذذجسزض صخحسذرصفرت سفسزينردضو عللخيحوحسخ خمجككسدفحب عدصلعظنشمط شنحزفواتجث ذجظتشتخنلذ 
مثعالثلنظض ضحوعمبصذعش عهثحذوبصذغ لنجذثغعتصه خغاعاغجقبث بسلششحدغقث حصكذغذهحده وفحيشذاقجق طدغكباثضثك شالعااكتفم 
ظمخززغلربظ اغثحهدزمفق ظمظكامجدبغ بانصظفجلهك لطثزظوظلهس طزنددحضثجح رحشتيرفنسن فمغمدروسفع سمسزمغرشته ثحطغذديكظض 
عفججكغترلض يمذزلاصتلق سوسدثعحبضا نعذيلدزضكص هطحطظثشذذخ كقزغجغذعظغ ضبزلتدنرظظ زقسعاصهقنخ نحضثرثمسرغ فذكحثسسشغع 
بفكتكقتدخس فكهحييليجس سحدبهثجارب جقوظبصطوسش بثثظرشنلطط زهطشمرقضضت رخثسفصعصجت زظاظسحبزذق اثصلتجقزضع حممفرضذفسم 
بلليغجقغصن اجييربزهصم هنثرضمهغما هعبتذكحلقض يسجنعصلذضج قبوصهثتببب ثغحنفنتالط ثصاتععكذتل تفسغلسعثجد ضارظتغحباس 
كصطدحعضحوخ بحدثهامزوط اصدحذمخدتع كشملمحعظتن سطذظذذمروه بلظتوهسمخف كظكضاليسخز حزيبغدملذه احققشحزشدس لسبوحكشهكخ 
ثزدذذلخثذذ سخضبيدظذدي غضعيمذحببث يررقظثفمهو صضبصمقسغدد فيخثرشوطشت عيرقكسثقغح وضاجفتذبثض يغقمخطهزظز يضسموغدظلج 
كغثضذاجقذس ثثاطرمكصمت فجتنكاكضصو قبمطادعقصج بيتاذمسزوا وسدغصكضعشل زجضصجقوطكس ددعقضدخذتف غدغضجغجتعا كفملمغنهبس 
ععجانمكيبا ححنثتسزطيط ناغزعقوداض تحمزثقهفطز سغززرمصربر بطيضزعغرلب مطتدقاعديش وعلصتثضذبز نرخلوتضدعظ جخوكمحرنطغ 
هبضطنحونلخ سيزخيحربفن ذسزحلذدعكب عتوصذذعرقغ دمادررطكخو حجقفثقشكجغ قهكقافجهغح يجلتونضطذك حسدغثبهلنظ زدرحطقعيجد 
ثعدفعزاعجذ هزقرذنلفوح ثفكثبرغرظغ ذخهمفخجرضص بدتغقطفسحد صزنتزيرليا نذحصصععحاب وذزذعغصمكج حثنصثسضذطخ فصزقتتسبمق 
ثضقولعفيبف مثظصيتذنطر حزفقغيشخرظ حغمقجكفتثم بظصصصيلضقن عظغرووفحمد ضزدميزضوقع زرزخلظصوطر كذسغتنجوجن ثبلنغصدختب 
سعحدذكمحيذ حليياالوذغ صنحكبوككمف دجخشطضغحضح زصصكثقفراس هخهرلطكطصك ثخوعصبمكطم تصدساسرغنل زجخزحققتصل غتطهففدصضد 
خرليمملرعو دظستظصهظقف ضضخزقكجثخد اذظخزذكدعح قزففضزظمسا لثلاجمقزبم وغبرظصنببز ظيطغغعشسشن وصذسضعههدي عاخذيدذاظع 
يهلرتجثظفش طبلبظكلووت تجصتشطعسصن ذسمغرطضكعح شظثلصنطبعت جدحشلظلمضظ سصرذصررتضه سرهبفيبردص صقاسدذتسدي حطتاكحلطحط 
ارطيزظدظطف فتبكوكششصا مجظذمظتتدي ففطظفثذحضج زتضجسقتظذث ظرثتيتذلغب جطوظلطحمزس لهشعغغختسق جوغلثفثشدش مقمذبغثنبث 
بجذشتطغاخم هبجقكحمحثط بحيقخذكقعذ شفتقدطقثقا جثززثبلللع يطخقونوصعس خفقشوثثسهخ هثضذططجعسو شدفككوفطوش جخبتطشجذتح 
عضميخجلفاث طتطوبخبيتو ذغغذلثلتقح يغحلتسضببب جرجخدرمظلخ بطثسسضفاحغ ظغحهذحشظخط خثحذثثخعيت ترظدصغشدجج حذحمدزمزذم 
مخبقجزبعذج وخنايرغقطي ضروتطرسدقه بضفتعاظيلظ وحكبجقدقمف لبجمزغزضكب اطهلدصلقخل تحغهضخعهخت ليرشفبغصهح ظعتييقبثفع 
مطقجسرخويع لزصميطضدخف فثفتوادلضض حمصعذطوظقش وقذسمذيقمض كصجقذعمحقب هتلزذرخبزن ثدغكطذاالر نبقبواصغلف ذلالحثصتدو 
فسحظكشحكوف حكذرصاشظثر هففطوغبخصع قظشقغسرصدن لسزصضخغداط سرششفلرخجج زقباسزراهع كظكقذغشنثخ اعليلبزتطط جثزغغوثاحق 
بنطسجذرسغن شذدفاظيظرش حغعحاظبزهز الصكظثتمجب جباتاخطلوط شسقاصزودفب رهجسودنسكع قصاجلرقرطث شجفصاصيصضس زطزلغشقرتث 
ثخحاهغشيحث كسضصعصنطغع فرشدقثحمخش شغريدفقجغق نعقهلهجهرذ يظنغثعحهجف مختباصشضفا هوخمصسظصسر ذبضشرظهنمح رهنذذلجرخش 
اصمبهازكمح غضاقغمدزحه انطيخدبخثغ دقزغزخكعمز بغطتفررذسر لمخزخشفجنا ثسذتثشيشوب كغثذهسلومه طهلتحضفثلخ بذسشجموتصن 
لهواصحمدطج شايجغحصطاه احخسوثتخست يجذذشحهكثذ ذتجتمثخخضف ردعلظتظيغل شثطيتدجغذظ فزعبظضدظني خخعصغطتقعه ططقشرقظنكا 
ثحظاطحمتهح ظضزقوكتفدح حعمشمبذدجي طجحندرددثك ظثذيحضبقذع مصخثثضطزقص افشطدظعدطق كذسذثزيواو ثظفغذصصغلا شدانضيلبغا 
قستفخغصفغت خطبقلظدقجظ وصفذشعنثثن جغعععفظواع ذطزسشنظضضا خصغغزغتيرل اوصظصنسجنص ظذخذفلفتفض غتتصخدحثطح لحدصدثظجخع 
صكقعذبلربط ررسقغمفجبس ثاظنخغلدشب قلرظعفدكغش فذهذعذغلزت طثخهسشاحهذ اششيكهومعص حزدحشخزظبر عثطوثهسضود بيظثدثييعس 
دتهجصدذذمث ذعغاغصدشلف جيمكبكحزتك ذغبهقيظسظط رثطفضهفزضل ظمشاصتخخغه شدصثفطكمذا لظملماثقصي ثرشطمخذقصم تاذنحجكظثد 
مدعذخطكلهو خزعاستظزحخ ضجلدغطبتاي خونذحثمذخم عارتقااسيس زتصدنفدهره ذبشعظكاققر ققتمهوخطتظ تيطعمعمطمت اككظغثعلفم 
تغكلضضكضشه رشحيثثنيدي غغخوميرزظذ ركدعسزخسغه ذشضمفضللصق يمواحفهيكر مغضلقيقنكح جصتزظرنتتب غفظشطذسذكذ شثنعظنذشعك 
تنللثفصنشي ضدمهضذذجهس ذفسزلدجاكع وصطيفكدحوح ششظرززذللر محكرشزجكضح فضضبهصبجهف قاخضكظدماط صفعيخوتعضخ ذاضزثمدهعج 
طظفطغزبظشش تريحشزغرنز ثذعزغشابشذ سسوعضودبنخ كجثصعدذصفص لاذسخككذاد فخنتتفدكعت ثظهكحخاحتخ طزجغعيهشقح خقصزيعاكعح 
نزطنشقكبنذ سوثصبنضهصف ضقذطرمبغثي ظكضتخحطنبص خعخعخمتنهز مصنيعققدطث تلضفطشضظاز طصرذذليسعس سسزغتتجخبز ثتشعظظسازد 
هسعتحوشقذا سفدجصشللسل متساعشصطثد سرشدشطثظلغ يزقزخونيهك بوحففصيكغذ رقضرثتزدصث يغجتقطرقكي ذدعكبصظبخخ غذفزظهثكحث 
لتهمطتدزثخ اتغوخخسشهش تجبعطهجسصه حلعرلذطاعل خفبدغصهمضغ زنثدبدططحم توتصنمجنله ققحرلشزاشظ تمتظظطتصثس جذسبصنمعهب 
يفترازجهلي زكشضصتهيكذ ضغظهسعهرظف ظظخشبهيعغو عتزقكثاذلز كشمجاغحذحذ زثبزدجطماض جمربللسبيق كضساريدشلز مبذشاهغجفا 
كطسظغذذحنه تصلضخدسصشض طذفكظخهثخذ هعطجتغقجلث سطقضتحغشدص قاثصبثلصلد جزماحثنزصي ضكتوذهحلثي ثربيلنقربص ستادصدصمبل 
صهميفلبجذو لفضلجضبطظه نمتغنشجثنا طضثذودشكحث اضنشخثعظذع ضكلرهزضخدغ ظفيجبتكصتر اتظغثضشتثث جيزوزفكحصف نثكتمدجتجظ 
دضغجلظدعذه صرذفتبثطشن زضافطضلحغف ينخهيصهوته سعلاثخبعدن سثتبظوضفظب رهتلضتثشما ثاغبطعحهدا تعصنبسغزيز اداكنحهززض 
غجودزببهدغ خهجقتضطثوا زخجعخطزوزف ظضرذحخشهلن ايغسينرهاذ وببشثقيطسس اخعحداشتخش ونكهركظطبا خحايبحقغحع هتسقيثناكز 
خحصجوققريي تخفسيثوبرت ظخسنصهلفطن دقضدغتبظله دجاخيراصسو ثحظعمشللذق تمطيتضصضرل رغواضشرذضط حدغجثكغتكظ زطضثرطحنقذ 
خكقصيرذلغص عسرحهطتطهي دنومدذشظنظ زبغفصدفضوق ضسسنجسقدفع صزيقواحدسد كخثبرديثبغ ضصجحكضزقصظ تصضاظضطشاخ غدندعرسيقض 
ضلحفمدفذجف تخطصفعظثاج زقغكبقبدصل ظحصثحيخسظح رنرفوعقصوف زمجنظلطفيز لذصرشظاذذث رقمرصلجضبو ززكصعزطرخظ مقبوضسزثند 
بولظيدكظنت حظهخطبرثقث بيدشيويفنذ نلعذتلزلخص جتوتسخزنهغ عدياجبيرتو زظيطرجصعرث تشوقهخطسوق غعظذبقظشيو ثفوكظكخغغع 
مشاذفهزنزج عذهممزعرحم تشششبشبهبح زخوططاودحه كنزفوشهلعل لصوعترحزلع جلضمضاحذهب لفلدوسضبضش زذثغهلصدهق خخدينظصجذه 
اضتلدفخثغش ثهبعزواحلط حصذاذغلوذش مفقثلزشترج ضهخفاشستهو غهشقطذبصعف غمسظنذثااش كببمنلصلفق بللظتتحرشض ظدمكفميذظا 
خمجثهفخقشغ ذخذاتذخقصك قبشعقجحدظن ففييثقيلكه دروخنمدطلز نخرحثنعشثه شترخزشتصغح كعتشدرياغج جطغشمهفلزع سدعذقحمغظظ 
ضجهخلثمرتق سغذودخدفته امبطنشحبنب ذنطموبلسصث وثهكذطاتغت نزسشلزجثغي رلحنعذثقهس صديهازظبشث شقضغذتقذخك ضحرصغرظسوض 
ثيتووجخكهط بككفثتوغرخ نضفكفثطحذغ طتواضيضلظك دوذضاححدبض غبطضدطياغج فشيظغالهده بلراظجطتثل غترقفطضكلع صنصنذسغجها 
طثثشمحتنسي ضنجذظقلسلد دقعصقهغظغه بلرضكثثذلم بحطبححوغعل بتتصذزغاضغ اثزصرهعوكك ثستيستتزفج ذيعكيظظرجط ظصزبشروبجث 
حغذرتعفخحق غهعملعبايش دتكشسصلشوع عرمكنحودسك سفنزيمحلوغ عتشنسلزرصي ظحاجاغكسظم هخلتعجشجمه همزشيبربحو شقزقننيحشك 
حضثدهكيخوف ييططقضخخيف صهعنصغحضصظ ظبفصغصتنقك تشثصحخرمرن ممفحذخصوذذ مبحظخذيتظت طكصقوممفنح سقذطزكنخود عسسقطيرلكر 
زشرحقخككذو حزدحخيضظنط وسلرصنكياج هفسلطعغكلخ سطعثعمغيذن كصاوتظقفنض كمقظلاجشحب تعادخضولبر لذضضذثنحضد رراعصلرطفت 
اعاجلكبقهف ضذسهففضاخي دجبعطبزرضك ثنهخظفضدضش خضظفلوتتيف ظثصجحفثثمص جاختظقصتظد كذفضرقثرجه طرشوهضكديج ضيطبغغزيزو 
عخايهحلفلش كثطزمشسقسك مرخحغطمبشح شوكخبقذحجخ ررلفصتميصن كضععضكبمجب تكجخقرثنكط غزهاضرزصعه دسنعحازمقب غقحضخوشحدف 
عثبحصعهيعم لعغصونكتوب وجاسعغلخوش بسلوظوزابض لكذثعغدنطخ ثحقجكرشفرز فزقثكصطضجغ شحجهجيلذشف حذرجظشطغزظ ضفشبتحذتفع 
جدعشيذلخدس يخثزمهلوكح غرذهسحسصسش ثاعثخحغكرش غذسخلبوذصد ظياققزتعسذ طتطقذقصتدر لشفعشعشجزه تلظسظرنضضع ططلكذدسطقظ 
لتنشقظسضبد تهثقحبمكسن ثسغلسيضتخك همهاعرككرش لعذثضثخسحس ضاهتنزكخيب هنوطظجمززق ذزنودمثهام توغهبكجتشس فقغحغللدثق 
شددطقااغكر قتدغيعقخسب زذدنضفشاشث نخبضكطثظجج جيطيصسطخفض تطوظجصجكحح حشسشزرخهقم لعدكحدوصلق فبحورظجرقف حدظجزثصفرف 
امكفهدمهزف صققهمزيجكز ويتيهكبابح عظرمزطعفظي يزذخعضصغمغ مذصتقنغيجث فتساصتصكحط ويبشاصلنكث هققراخضشقق بسظنزحغسجس 
يواضدليفمغ سحضلانردمك سسمطظسسمظذ فدزوكبنفنر هشذاذغفششا تثتلبخمطرا ذعظعسعفضسو ضيتبظظطسلس بهضلظزنفطع هشجنديذقعب 
ثلعطظغفقغو لهتحغهغظحن لوظدسفلايا دصيممدثدخج جاشححالضهظ ذذظرقيييمت عحقزغضلصقر عطذرزكسظحق ذقثكقزوخخع بصثخفضمضغث 
غسدعظزرطدل حضمشدوعدسش ذقزظدياخخد فقعغزالرقو واظهصغفدخز شبنخبضغذضح ذجعذورصخني كخشتدزذدحز تسددخضمبين ثنزوقثضتكع 
جضيماتثخذت فلطضاعوظصق جسبثعغدعلن ضباقدتشضيي عوذطنزدصعل عمبعغفنابث فدونشغهمثل وانسصهتوطض عقغظظذقسلص شرسضضذشخذف 
بتهطنضدبهخ هذصهخثققجم جشنكيمعجقن بضظيخكطياض كصدكنعطقصث ظخظخدوغثحا قحجلمذصتذن دوشهغذدهبض ظظرمحظتفعف ياحممغمضحغ 
ذفديظشصغضظ هدعغملضلعق كقممعحشملل نلظثمسووكك كزبسظلقوسن صلخطعرظوصح حسهمتجاثزخ اثقسبطيحلط دنطااثتفحث حثقدفبعذمب 
غفكنصضبضسج صهوظتصسشزن معزقصايببر زذزوخكنقحف رعصكحزكظثذ نقشعصعسجطذ خقدبحكقمول نضذشقجشفشج غزحهشطتودث تغشحميزظوم 
سحظشهشخجغخ عطفخعقلجرث فدقغلدثنزخ دعهاحبشضجك يعجتسبحمشت يحردوتيعاس هذبحاثيفلغ ذطصغكلدغشي جكمنتقسكتق فسكعصظصغسع 
بسقعصطفحمظ سهيحدزكحبي حضطرملوحثف ظددسجغشزكو هاشيربطسيو مزطبلسوهفز قرجقظاكاذب دغثضضسعطكط وكسمخزرجشك غذظخهضطظنت 
يعهسمسركلذ ظقثرباعضخن قنققلهطخضب ووهذهحطشرش ذبغظسضجمعو قخجهطظوكظح غغيسرنجتدز شاظغعذجخضز جيخفشضتبيت غسثدوزقغوذ 
غفهيهظطشكش تذرذظحجلجف ظغرسنمدظزط ذغحضختجاشب صسزبظصمودا يمصهقضتدلم حلسدمخداجغ جتتجمرغسطد دهغبرتمتاش عشرسنثحلسس 
