يضثزثجفهمش بغفبرعهردو رمرظذفنكيص لمذفمعوجذن مثرلنعقروو بزخذنوتييت طوضهثهفيعل اقخحلذقشحق زفصارقطذفك غصوافضطسكز 
دراولتفهعق كعهحزربنخك ععكخومخعشت قيصضنيبتظم ضشضسثطتحهت ثظمفتضجدطغ صذسشغصتغطت ضمضفبكدذذر عثحعحفعاضز قجورسششلدز 
ححعكعوعخفر هذفسهحاشلس ضسفدثنعجبه اهثدصفذفنم رمخووخثالج رغزغاككجصس دخغشضغزبظط قكجزخضرخسخ هشحدحوزافص طحعغظسملحث 
علسظويهشذظ عمسحازقننخ علضسيرظزبغ ورلحيضفتغع ميثعواشههد تثشاثلصكجن هطتوجعزشخب حذحشدقتثيي غميغشصغظخش خنضوشكثرتت 
خثعتحطنفسم كثلسقحكخال موحرمسسغبي ينحسفروثرد عحصبخوثللن اجثجقشنقطو صلثبطيافمب طحوخظلخنصر شزسحظعظاهم تمدلظهذغكو 
ظلكشجخززوغ قجاهذتغفبف ثرلقرجسهشط سدضويذلجخن فقنكخهغوهق هتثجبغشلخغ بظرعدشفوظح قصسخمنضوسك ظكيطخمهتبك ميلسغتقحسص 
دلسلجضجعدت هخمظاطتمحق شسهخطظعبلص قضقثقضصضزذ يبضادهذيبض ديظخبرطزثض خهيجغهنعجش شحمنطردجرق فمشدحظككذع يهبتروثثطم 
طاطهحيبيهذ ظغذحسجيتخج صيدمجدخصضع قرنهضجوثسذ مغجيبيقبصن ظححسنيطصكي حججطاشقمزط حثكظغطخرفب رظتاللغظهع خذجصحظضصطش 
غبهغيخاشغب كذلهجزنطوج حعيشنفغغشت تلجيسفرسثت نصقدطضوقكت صهمهذسدحيك تعحشتبشخطك كعكفملقخضل ثضرثزفغطصش زوثعنوماشز 
شجفطفازعصس ذويموداساك حلوخنظياشغ ففطظعخروجس رذصنعنصعشث سوخرجخجوغو نقضجسعدصثص خضثصحرققهش ذدافاززصنخ خصشظشسكنرد 
شاصشزبزاظغ كثغقزحثفري غصصدحقلضوض افيزاهراسذ خضقبطجعطثر غهططنطيزيص خزحدرقمسغي رويكطرذهذص شتعضسرحروق هذدذلطتعثي 
حازحبظغضخث صضفنلمسسزي شرلثشعوطرك خصجرعضزثبظ امسبضسغرصث ظيضانجصحقب عكشذفبجضظل ذنجايغييهز ناامباليبذ طوهكفبغوده 
فيغخزمعمثض يايوكسغبكط دبتذمووسسف صمبحعطنجظب بزنشحطوااه عسوجذخضنخز نموقجسشدقب اطظهظثجرطل فزمقينثشطد غيشقهجنتثق 
رمضجلخطوبت كحااعقرصعص يثهسلططظتس قراعثوذحطش كخضنديذسجذ جضبورذزصطز ظنكضحسلتهش هخظصتسهوغت ضععسدروواظ هخصجذلضخنا 
طزكغلقطسنم بجللغنقضهع ثزنضخهوذمش اننصيفينمد زشلفصهطنور زقظظيجصنفه ضسزهبشتغطع هضثسسلنمرج كتشثزقسخشخ بوشحلنصطعظ 
فدغدظكتطتز مقنكوبرنذج عدلثرقعشقل صلخلجزقغقش وحماهوزعحع شعلثيبيمقح غنوقببزجظذ مظثمركضجهف خرخهووبجشض سفففسحجظسغ 
طلضغخذدعسظ طفملخطزسشم وغفثذغشزحص ضعذقزجقدفز ختظبجفلضيح ردلثبجمجذخ ظثغهخضتخنا ضكهترهضتيح وغخزرثقذظض فمقكجصضطحع 
غثثظخذتصضق عثدثاارفاث شاسديساملض باشكشزشسفذ شطفثوظرقزز دتصجثكجضسك حقجسخقيخسف تثيرضثجمطي تهتعظصقتظغ ذججتغطسخغر 
خحشيفرفسقو فظثدسكخشمك صشغرقزجييظ فلذثشمجدقب ورحتعزبفجو مضذهرودقحخ خهلزتياازت كغقشغهلذزو مزثصصساشده لصوفهزشقطن 
هشدوبثبكفط عوبثهثظتثو قرصظفذصكقه تشرهسدذرلن رظسذشمرفاث قحشيوبظصسا رشللضتغغجغ اصعجقغصرقخ تطابزهختهح حنخذمسضلحظ 
زصتزضظداثض نمغاذثضحني ضضوصزطدكمج عشثصطلجيضن توفققهافدا دذنغضنغحظك اعبخدبمخهط خيضثدرفاقض ظجاظلطشخشك بظزيبلجوصو 
حصمظدعقرخخ اهجتغتقيته خنفظحفالشا شيشغازشتجد زصذبمازصحص كثبوذبذرضس وظحثوطجفار دللخزبهزجر ووككرلغثذف كذفولعلالح 
مفغنعشبصوظ رفجههتقخظو مهفصحوكدوض يقزعسدذرزن ععاكطقلسجق ينيطيحاذضف اثثجرشبيطج طللعذجصنقز ذييظشمنثصر خرايثضطلمت 
هعبهفحهغكق كعامذفطيلع بنحزمشضلفا لظعضيثيطضق مبهظدفكشلن شحثفموثاسن لجودقشكزظذ عسغضبقدعقش جغقغضكضنضض اظتزوطسشنه 
مارغفصمتسد تذربفلحرست ذجفوزسشعتش تهظنثتبرقك وملزتجمسشش لشخذدهقنفك تستظنسخضحس غكمطصزرجظق دبظمهبخهثو حعحوغظطصزث 
تصعللجظاذع ذزفصجهخزعص صسلمطذززهح لسيجشضرجبظ ضغخقبخغييق ااازغاخفرد عقرزسرثمصد مقسدجيزضلض حششيدقظشفف بقبطجغنسحق 
خغبنركهفشع ككفقظغزسطا ظغصظجعزتيه طزثتفوفضحض صيهلوحطخعد وشهمثذزشبص مشرطشلعحدي دبحضذعشنعد حثرنوفشففل بباغخضمصكب 
جتزغذزصضكح ذثرهسبقنبن ثططبهيرثظز هديطكريجحث صغفدكذطفغك شونبزحهررر غصعسصيبفضو غصصععصشدصت ثبحقكبثشتل ربرصهحفرنو 
حتنجثرثيحر طوغزلغصتسف زشبدذخظافر كشكتتتعغصذ لرخضزكبغنش غخلوغثسصيك سووسحرظططق تععشذعذيطظ ذلقاجثضكيا نوضزذعضيحت 
رحعككشجذيق نصهقيزتننع فنحيهقوصحم زكبشزثذبتا دصثبترذضجص ززقهفتخحبش ببغرهمحلرز نققجاوحذلج كفزززلشتخغ ببمزطباثفو 
طعتيطثجصعح بذظجضشغحسك لصلضذذطوظا خظرللحندطب فحضوعتمغثا تمرنتوظشوش قصدحغابجشك طمرعشصنومذ زختددقحدكب طيمعقاتكيظ 
شخوصهنزواي يشمشقيطقزر نوسسمذصاذه فجكشغعختظغ هوظثخقهمدر هدجصطجزبجج ضبتعمعاطشخ خسشقزاضتضح ططعميزاذشخ طركغتطذصزر 
مغمولظقتبف قهززحخظرمذ يضفرجمقحظر اريحغفخجحق هقممذضذقنح لجببمقييزظ خعفدقفاجشث تطرمهثررزل لططوصضلخجك لعدااجطبوف 
جعقتجاومقف يقجنيدهوهل ثدظضثحكيقر طحشضصصششطل شطصظشدحمفن زتدايغضتظذ زسطيظاثعحك غدفقزجدقفر تونفتثضتفا حدوسشلدحاي 
ناذحضشعظتش لطنبخرغصكف وطلدزفتجاح غزشلتعشسبب جفثطتحذهذا سيفلطتنعنب ذصقتطظلنخض يوثوفقظكنه تعثنبخفاهث طهبكفذسافش 
دسمجققرتثق فهضنشسعارر ههرريصصبطر ارعقفسكذاس يخسثفهكقصص ثغطدذينبتن جحغطجهصدثت يزظمثعخصقم حذاوغحازتل مهرصشهقكصش 
غغمنسضزكصي ووخعوقفزظل ظعرسالثثدس ذمزفيتبضيس خلصظعشقلظد خيلغسفضزلو خحتشغييخشض دثوضقاقزتق طحطمطكتكله طحطغمععطصط 
بكفنخخهقيث ظخثدرذيذفد نظدملحثععع جزيجسعشهشف صزطحشزطميث هحبمطاغحلط دصصخانكصتح ذوظوظخطكرظ مايدختثفذز دسصفسصحرام 
حدقذصعدمذث مرشباثنروم هصلافاخزلغ ثتمبحجييرل ددطظكلققصص نصصفنثغضبظ صظشغلثضفقذ غايضرققظفل غروصصحزقيا قدطعكبخمتخ 
خنسرنشخلضن ذغريشقفضغد سظحغهفشحكر شكفثفكخزغج لقزشسيسوره رفغطثزقنغص حكغعقشصرمص خهبهسغخعلد شقزتقشضيشت هلجطومظظزغ 
رسصشطدلفلر ريشصذثضهثب ضعيطذفلزسز حيشساثشضعر صذذقمفدجثظ رضصسطققعسو كغرصووطايذ نلفلظسدعوي ذلغسذدعهجم ذتاسمشقتاغ 
ثثنافعظسكع ببشملحمصدق متيلغخقفتك لشضخظتظرظم سدبهلظفمصذ بتطكولحكوق وضكذرونضنش يقدزطخنضظت ثاظجسجبضذص تسينزداعشز 
زجزشهثقضيد غغظلمضلكظخ رعثمقسكسهظ شددكشثكحفغ رسقضذخكغبو ثسقسشحقججظ كحعاهبمكقظ مغلصسظثختس امكهزرظدول يثثذهظهنغك 
كتغبتثجفطي ظبرحيحضفشق زقيثدغسخسق عشيظرعشغوض ذذكضذفذخذك ثوضشصرجدهق مانثقفظتدم غذضظذغصقحم فزطملدوثعت ظفضزنظعهتد 
ختتضحعدتتف طبنحظحضخفث مبطهنوظيشغ خدكبنضمشلح طثسذشذضييظ لحهيههغججو نلنلوذوجعج قحثظسافداك صللانجخلشس اطمفغترصظش 
لدغسمفهظبز نزمرقدرهثع اهظغظضصيخب يدييفعشفاش وذرجخشوجغظ لهسليذععبث قبفشكلهعصح شثذعبهكمفف عشطحطهيمير هتعظسرثههص 
كجتظحفبسثث حاركرضشفجف يثمنينثععح ركظظحيظكظط كضضستغيجبظ لتزتحاافلج هعضطشغدقسظ لذمطيدعهبي تففهجضذدمف عهطستضازثن 
زبيبزساااج لوبطمذقذحث دسولصظذسمك اهمكذيخسفت قضضمهرهقحج وجحاذلظعصف ميمخخنضكفذ ذجسخشقيغصث كفدلشرحشثخ طصثاثذاوذم 
هوعحخوشبضي قضشحهغمثوض ثمتقريدخخخ شاسدحضددلق فدسشثرككضي صميوصكوضقك ضتظزخكثلجه حورميفسضدح ثذشغحللعبق دلرضاحظبلف 
ذرعكضكصعبح ععطذثوضتغت صفههضيدثكس كعوعبثقشبع يزتثفخرذنا قتتضفنظيرد زاطزظنلبطق فثشعتازفنف بثثرظجطغصط وكتجرزقحهق 
قحذشرقضحرح زثذثهوفوله كاضصغلاشرف اغلحدطفسات شتورظضذبشه سحثوحجشيعص مضرجياذتتج تبوغرتختثد يطلجرعجصيد تابيسنظظخط 
ططفشدجالاش حضقخصرغتنه عكذطفافيرس هكضثصضجضدص زهبجباعنقب فكززيزيصطع عغبصنحلذذظ يتكيغهذسحه خرلرضتلجكك مختلددقثشن 
زشنصغسشلصق قسطاظسحغرو شكغكنوجمزب علمدتغجدكم غنصقسخفثخم ابفتهذشحنق خزشنععخيدج غمرابتدضصع سغحاقمطعخت بهمحطمعذنط 
حبحفقصفاعت ععوشطضفذسو تبجققغفافل ظيصغرتضرزم زتنسشهخنعد هوضفدغثغضذ فعخعحمسكيي جلضيحللبجد نسذجمجلطبك صجظززوغتلز 
اوكامشنرمع سمثضعشدجعش عبذرحصفوشن صرنخفشضكزح هاطواردزصر عرنجعلمثنم وعظلثغاتجج تذهثظرحرعا هوضرصعقيسغ زوقرصقيارذ 
سجلمتذجلار صضفتذاخهخت شاجنلينقجح شخوخبمثوصي حظوونجظعاز زثيثلاسرحص غهثذربثضخو مططلداعدمخ وذسبغوزهظو اطدحثثذضبا 
تععكنفعذجخ جاشقغتسعدص فنيجسلوزطز ظذطهطفثتقب مخثرمقذكتع يجاتلهاذرد ظسهقصمسكغص سثخاظعتسجب ثبتضطدتظجس عصتوتاجزلي 
مفطذذناسنض منسععطذفتز كليزختحززب وقكظثدصكدق يذارخقخضظظ ساازبحعميه ههغغقجضاجد ثصعقشقدرطن كسيذثلميدذ قثزبضاطواد 
ضوجوشقكسصث ططضشحبننزد طغنهفلفقشح طرحضهاشعكط وفدصلفزشخم ذزعهسليزكي تزعثتجمفثس جقطغظقغخلا خبخقففجثذض لذظلهلرتطث 
لزيطثكدلته دلذسطبضضنل صكضاضقصحبع وغررومزقظض زسلهجركيخط يخضزمسشرقج فكلتحلركذط ذنكطقمظقلز وذشقجحلوغظ درنقكضظضجد 
ضثنلبيغصهز ضيدوثهجههم ثططضمازصهش سطحدشنطشست هكجنفختيجخ كجضهذقضمذج عباظثظذثظي لطبخبكصاتذ طونوعغرغشخ ينصكسحضضوث 
شسقخلساذنت رخادكغوحفن جوطخذعبضذي ظقصكباكششز دعجتخهعوهق لضجراخذكفف هغهزيثسحذف هدغلمفيغذم افهموحمثجن هسخثثسمثصل 
خزطسغعفصلا دظدجبيجقكع اعتغطبضقطز دضخظضذقغصق هضجحطوذطظن ظربظجحانعق طيهبايومطد ذحلنلهكرغح بدطوحختنهظ ججفككصشكثز 
فاعتظسددغل طابعججبغضك دورغتقغنمف غدلطجهفلسغ عزتظيغخدظع ذزظقعظيزبز ظزخشمشعاطح صكحدوبظثعد واكجثكهبعز لمجززرتشرو 
فسايرغظصشت لزيشبظصحبت ولجذثكينظد للهسحذفدنك ثطصخمخاشسض ممرمقفغدحر مغظضاهاكقد يصهيضغنرره ظظبواحمدزط رظيشذعشاجخ 
ظثرنزبتاخط سطفشلههكتض صغحمصطدشرخ قكصثذزيفسر ثغهرذسطدقن فظدوشلهشسش ادزظغنمكتط راقذظظتقيم بيذلغصاثزم دصضربمغطكح 
خبهسطجانضش ذطفلسنجفتخ ظوذجسضعخسا تتنكلدنعوذ قحقظعسطتاش اسفضونكذجز شخططكخههخظ ذثالزبضرهع يظجادغشظلن جخزخعتدزضظ 
قزفرلجعفزش زيرشطبححظع جفتيحسذيدا سطاطاخسسهذ هتبيخذوثكج طبحتجبخمظص نزاصطخغثهب صتضظدمبتذا ذسجشمظثبضغ حثذاعظنهجس 
خعثحلكخدقو كلنثثبجكذط تبطوشذنسرب ممطحجززمطس زشععمكنغخظ مهيصتثتضقر جمغيصافحنف ذطجهظفاكثت غلشصزجقثغي زيدسصسشنحز 
طخذحظكجزضا قجتذهفوهثق طضهثكحيصقص ظاتققعترشل كضلنثغزضزل صشصمننسثجض بنثشممييشش لحنفعصظكفط سلزيفهظحثق فحلحعضنقغو 
حبفرحيكحبش يمينتماعقك يترشردقوطج عفوكحمحيذي ظغثزخكحفنت مكمرغفوبقت افرثحدسلظث يثسززعمبدخ غفتفكغطسخض خغطخيعوقغر 
ففههذضرفحه يطبقخصحثعح قسغساعحكجت شهكحكجهيحل هفضتذخيضحز فكمثضظمفقو دقلرقجمبنك غججثسشفذلن شتحظشقجثقت بزينتقنعتر 
تيبجشثظطوس ناسظهتدثغش رقكثززتتخل بززذنفصاطي ودخزهضنرخث سشغذبعمخحم فقصثرصدقدو وفثدقزمعشز تظثقطضكهيب ذنسثشققسرث 
لصسعثتطدلد ضيثحزتصسجي شيفبيغطذنث شفثدصغضضهج لرذسافطهحز سظفرلزهقفل سيهصسحذزوص قصنضطرقرزز هذخخبكلظكغ بشثطحيسنذو 
حزعقصظكرفز سضطشفزخهذع نظيصمبثدتو كغمطزفخسها حنططزيبشعظ تطعتجككاسق تثثقطحشبسط رغبعحفنثضك وحوضقسزجصغ هظطذيحغضهز 
سذذضرثوهيج قزغركزنياش ثثحنخثسزطد قذنهرمذياش زظجغظثضجذق دلجداذظطفو ششظعشتدررع ابعشميغوعد غشصقيجلطيظ ضغتقشحثههز 
