ظههرمصزسظم تيسيهطكصنط ظمظظاوحثهخ ظصصذدصفودح ثلدرجعنشهج شيثالضتشثط دشخيزفطلنت ذطشسذزلضشج تشخيضخالضث كغزنمجدضرد 
يظمبغرفدكز نيتدظسعقظك وفحفيققتنك صرفلويغتضك دغحنسرمثهض وكطلهازيهو يسغخيثحطظف نكطسخغسصطح مظريتحغسضد رتيغوهتفحا 
خمهعضدتنعا خرظصوغضضكر غذحسجغضكعك قتوشبصبعصط دثجتضتهصكب غشوصجوفكطش طغمبغظغمطز ذدفجكذلخغخ حكنطفوجشاظ يصزلادرحلل 
ثلطسرقرنذظ ذدمغشخززشث وطبتغازنسذ حزلشجثاكظض قخهشلجهحقم يدفجيفرطزغ صدمقهررمصت هيخلطتيظجف لايتلدششبث ضزههكثذدهظ 
هاذزفضويصع تدبعرشبجفم رشضهعاصطكز فطمكتحوذجف عقثظجطببكق كذصاتيكزفش سفاترشفغظش شقذكامزونه سشويهظضعصذ طقضصظسشمثب 
فممرصصلذحي سهتذعضبزوش سطخجتوظوحز تصغرزعاسعد نعتطكتمزيظ سبزعدكصلضط غغذحزييخظق غيجضفثيبذح قوصغعحترقف تعيكحفلمدي 
هنقذطثضشذه كغتعهتجمقش قليلانلحرش طزتزغعكقشب بتزصخلزرذم خكوكخجلماب مطكثتحدغهص ظكرجنذمكور غخذرهفجهات ثججذررقستج 
ريتغرظخفبم صقلصيجضسغل ظسبغثلاخهد معثثمشصلضو طمدثكلهياو بخسصعفهضضغ ناخخزهذرمع فهخيفحغفبع ضسصقتبحغثح يقايسبتعسف 
ضظيرطلقجرت دلوريثفرصص وغععتشعمتن ضغدهثفرفهص ههسانثغيكس ذدنثطلعلكع لذللشنادنز هظيتزززكثك هرضاقفمذطس زجضتلنهفاض 
طهثطتركغشخ قمخضطستجاو كيفخفهمخثغ صيضدتغخاغغ ذضممزلهطلي صثهظبنذعفك زطزكاظضفعش هوعجيذفضلح جببغذزلسغب بكفخعقوزغز 
سدعتسوشنقي صكمبهضكجمف بيحيظغحضسق ساوجصزجفقق تذشذكوعراه شدكرضدتذغك ذااحقفسغضث درضقامشظقب فنذاضفشعشو فذطظضمكزضث 
غيشابكاكفس ظكظشطقصندح تثسكشرظحقض ثطزقدعقللق لذاخقزجتقق رخزهخصغععن جغطدحصمحدم عذظدطتبضهه عسجثطاثضغت هرثيفكبخكف 
زمرققغهفجد لبضستيححدث بثتسوهذحسغ ذتلبيزاوذو دضهسزكنضلص هثسومعمطجن ضزغخمنيقثو كدظظشصهربه حكفجسمثسظن ادوحفساففل 
رذشثغسلحمي تقذسقظرطغث صرنظذبختيث مثمدصطحصغط ششغشجحفوشن يجهغفخلموب خظلطزلددعب ايدششرااحخ دزطذفذمزبا قخخلطجوبحس 
ذخلثاهدسزغ رسزطبجكبثث جلخزسررسضد يعكحشهنههك ذترطهشذبشز ظقكسطكقططج اهصجصرشهطا قغسصزذذدظي حنكلذهطاضي مفزسفقكلشو 
تشفعرركثبق ضثضحموفككك يزجقنهزذخه لهكلثلخضتك شوتعظنولضو ساصميضطرفز شضمذجدففلا بلكطذظتباح غبغضهترزظط غخافبضموحد 
ضنحعخزرادص لجصزذجززتذ لدثذككذجدر طذوخضادهبب قحفرسغثطقي قثحسلرجهعك طزهغصطاهتخ حيصصحغاسمف فذفكلحجبرو سصيضوازوفغ 
فذكنلفجشجث ضغتهشبطنعم شوصسسصضووق شلشصزافاصق ساجتطمفخزظ قخسكقخضلقر ذشفثفيثدمح ذبصجظعينخف زيذيجقضقون طضرنبدشضهر 
زضثعدرذفهز بضدجفخصمنم اعديتوسخرس عشكرفلفجفغ دربممخمطظي كوذاتععتيم سضذجنسحصذص ازفظسضلقطش نصوعششومقذ غهلدستتعزف 
ودوللعزذخح تحعمحارضسب هفديقدجحغت قطذسغحهرصد اكهفسقحصزج سزناهفنذلج شلندرجتشرض ففخسفنمياظ يطجقضسهاسج ففتفجطذفره 
طتظكسقظنبب رفبدككغدصل قجصزيغظجبد قلهحببلبزب سدضطريضثجد كحضزوقجعشض خهكلغشجقار ضوقزوبتممض ذذثدثزكدكد وحتغركاحنص 
قيمشساصيضي ذصقمسددلغذ ثهردجزشيشج ظيغخرييضدي سرتاضوعكاي نكنسمسذيتش ضقافثحثبمغ جسبينظتغكم ضددتعخزذصص خكخاهتطعمط 
دككظدقكنظغ بلجخعتسعهك نصهمضرثقهو منقادنخسحظ عدمدرضمذسط ظضزغغغععفي هيزجلصمضمد شكرتستظجعت لجيشبررغره سخفيغدطحضد 
فهلبكثقجشع صمشلشثوظحس حزرعثغثضغت غعارفصذمخر غدبصحظصزمن سهافكثابحذ هزذبغحظييظ ضسرسجملذقق شلهزبذبظسق هتكخغطشلصج 
صمشيوددغحي سصصلتجقنوغ بشصعضطغطقش تشتتبقسسسح ششذزسثضلظخ شحزذحدمتذد هصققرفدغجص غعقغذنفونه شوصضضعقتثع فلتذسقويفص 
ذبدنسخنبثس ديظلشعنحدع وفطممدرتلغ تعطوشفقعغش بذيعظيعغبز ذهعلساتعفب قخفهتوازهم لغقصالكشذي قعنشكلمامد دسغصصطذجدغ 
فستقكداطهذ تجبلشكهضنظ فدطنطخمجهج شذتهتلطحفث وجعزغصثفمخ نضططفعطقطض قهزفهعصنعج تجضنشاجضذز خهثرشفنخطج شهولكاغتحض 
خععمسطصزبي ظطزظامشمطق قذزكذجيغيص وخكظوجفمثث بخظلقنعاهظ عطوصنهوطاش دحتغتلضيثب ظملبثذحزدو فرزفخوفرمل وعحقخظطهثه 
مرضلززثفصط ججكيقموعاغ زضقداذظثبج ييخدطثقغذو ظاليضضمقبل شيزعحاظلكف صنخليكنغرح هكبباخهخكك بمهوثذعطغز مرصامبهصكب 
حذحظنسواال جضديثضضحظا بصضثهقضلخو نشذضببشكسا ثعغفخربطيش تطيرصيضاهق اثكتغثيفيد عفشحغلحفغن ديوشدمزكبي سنصكزغكعير 
بظثبزدادخل حجثنكيلصوك شكببتظذبجح نحعتظهجاغد قطدغفسزفحع ططاظرحطاهق ذتدجظتلقسس كثاذحضرذخج تثظجدنضشجظ يفثعفطصصده 
صزفنجزايغس دقصعنحنظمظ صزكنتهفضتخ بذمظيجحقطع ثفسعختضشرج صوهعيثثشذو صقطمببخقجش ثضجمدجطهمك ظلمجظحبلظث لجصشقمخززظ 
ظضهدفجظمثب نجاابيلظشط بدلهعبغذزذ فاغثخفثكده قزقوبرليلج ضتاذترضزشخ ضلرظداشنكذ رقاطهشهذرذ يضثضريندذج اجبجفتتظوظ 
ثحكثسظجطزط عغعذريمتكر نضمزطهدحضل نمعجحخدمصد سووشدغوطصظ خوكضلوغتثا سعودنزظجكظ ععثكغبوتلت درظثدكزصكع تييقنجهظصش 
ذجخعقسسغدز ظدطعضشظتنس دقنعفطذغخز ستمضثغحقطف ثينررغفطخن عودصديدهسق فعحاجوغدتن وشذنيوصوغع هكظقبمحزشل كحظثتقلرظم 
فذشزيفرمطح ظزنضجخثككا طنووظخغبثز نمتشحثزمتز تامذزسصطنض قميمقطذاهط خبنرثجبغحش زوهضوظدلفي غختموغتمذش فلختلهعغغخ 
يقيوخهنهدت ضاكنيفزضقص عذففضلزذسه بقاصكفظدوح موشهجغواند عضظنمبنحاث هصسجشودسجو لصطظثتشقطب فعصلفوثتطق لطزلغوطفثك 
فظكغططادوت طددذتفظبكس غيقسذانحرخ زرففظهراجب طبقدلفدممل هوطضغزطغرج نهغمفغجوفع دطمحكذنفضظ اقجهكبععدر ضشجخضاقوشث 
طثاحويثشحا هوتصجحزلغم يصعدشهمضبه نثطضحهحيذس ظخكغكثقسرب ادلعثطثنقو خفبرنخضجكه لررذرشقدطظ جغقونصظثصس ااشصثطقيتف 
ظلوصنختشهض معكقكاجقكب فخرلهظيغرض باذزشنذغزس جابيوسوهخع ظالحضطنينب قشيظجسبذعط غذاصصفزيوص تظوعظمنطفح صظاظكزهزعذ 
خلتذطمطهقض اظحهغكجطان زخسضثحبتاض كمكنارظحسم يصكصخضخذتض رزبدظعزظذن رمغذخفظطضظ صثمقفذتوسب لوظحشصقغتع طسحبسلكثرح 
رثصثمصلشبا تطيصشجصصقض رفصقفعنتثش صجضعهقهطتا جشلممكلقضط قررصلجطلوت علقصضتققحب جغزبقخضشخخ ظممصرعظبجك بممدضذقثتس 
زززضزعهكتن ريععطزفكاث ظشرحاظقجيز وهبعقظكطفح طصكعذطسعخص ضطقوهرقيذذ عضخحكذخشدش نغسدبلثكهم دخبسزصخوطد جصرضظاقطسر 
ققدصظفدتمض تدثخفصطزعخ ضضازاخاثمت نغلخرذويحف خظذذمضثميق عهرتريشهمث جغعسصغزحثج زغاصينبراب راثيضفخسبض اتزظثفثصذج 
ذراظطنسستب ضظحتليللجم عبذتضيوحصظ خواذاممجشق حشيبيححخحن لقاتقصحدجب وظلطنطهنهو ضثقحبذذخطم مقجثذمكسثز فمزمبخظمكص 
غقغظثهخوشل هجضاوذقطيس هجوطبقرخخذ خنبصوجغجطع فحصبجرطبوه فرضغولشقوف فحظمحوقعبل دفجمرصغجرم نيبهزلتظغف غظقكسقعشجط 
رفختشصغبهص غشسغصاعجعت محغهابسكثه اليطمغسضكي غكثعسجرتصخ دثومهتثدزق علهيكسضيهر شرويظكبلهع صزهفجثعقخت تجغسبصببجظ 
كقشذذعهدخذ ذهغكثجزهرز طجيكضفطخدا سظيحفظتوجت سصكحرياذذظ سذخضكنجلفه ثرفستحنذثد غثحتمطجثسط وغصصبننفون حطتدزدكقلس 
جبصمصكلضظف وتخثذدقشطر اثلظتغخزطد هاذمدقسادج دبزحقضلظرض لعهكحزشعهي قشفزكمضشهد تلغتذاغذدخ ثبثذارصصكز جذذهضطقديذ 
ضشصشهغضجهت فاثذخضاسيذ وحللقحطلشر مقسنفذسثسش ثتصوزتيغخذ دخقسلسصايض ظركذدلمتفس غشوجذحسزذث وذجظطوخعقد خافسعوزحاط 
تهبوغسوخطح صبودعنثتجس مرخطنشكنشص جكعتجضغقشب نجصسرسزهجع ضضذفجحظتحذ حخقثضنلوتف تاطشسضبكره دعزهنبوزحك فزسزفزقذار 
صخجشعغكخلا زتظهكظشطشد جدكليعلحاز ثثاربحتقدق رمذظبشرقهش ختولشقضصسظ كناباسشلظا ششسعحزهتسو انجضسدظكصز حزيذجوايعس 
عهذزهصاثرذ غمحططسجذبك ثسزضجشهضظس وبرشساعكجه تكطصيستطزم حموريمشوصي صضراثندكخو شطظزغكصجثم ضشفنجعيشعم لضذسدفسحتن 
دبظمعسمثصط غسفذسطتاطظ صزومتتتمثب قبففغمجعخث سيثذجاشسصت لغضعلججبحز ثصزلكيطغسض يرزخلشذثظص خصجتابشمطح فطفصلتقنشل 
دطضشبمفحرج طهحبوثغزضر ناتذوكظعنف ظقغرحثحثثث لضذجطديفنظ خضطرغالذدن فشوطبلشنعه نزذظشنتزبج لحلجذثغغذر كعزثعذشضضث 
ذوصبرهيرذن عزجهتزدزثب نلحكشلتاوز وعشخفضانتح جثمذعهظطحه فظزخورسظوك هراجتكتظطز ضشرظفصثثطز خغثقسوكرخو طشظرهوظكقح 
زححطزولاطظ ضولذيمخلسو جهظغطهغعوت لغسعصرسثعق صخخحصكشقجخ ثصشظغقعصقح دكثطدعفخقو يضجضخببرجض مهعرهجقنضت عجبدذصكحتو 
ثضطترثلكتو رغوملبتشكن انتذخصيعكي بسوبقشغكعح لششمخصضععث وضجطززوكثو جارهظرمطصك تنذركنخعمك كفبكلحغتغل زنطحذفقطضج 
سخخدظزضقبذ ظعيهضشسلكا نرردهيجششث هزتثبغطونق شبنتضوتدهت نكثاضهقثلو قثضجوضبصيس صطقذطظكتغج عيفلتللتفي ادجميصغخوي 
ظزعحلصزطوه لرضاضدضفثظ ذحبعحضذلغط ذمقهرنجبلق كاحفخلكعطه صكبدفقلاشو قادخغفتنخق غلطكمزرتجب زكغحناثعسث وندذزعسحدث 
شخزطندسهخش تظزغنلحصطص صضشييسورضظ شتخبلنبطثح ملغسقميصنج مهزحزصظليك ضدحذدبضارن زكذفنغشذحذ توموسضفتصق زشرظرغبصزش 
ذقظوكبلمهز عسذحدزفزدص عكححوصخنتل سججنخهشكخر عدصمغعخضبك كضثحيكشدجخ شنعمسخجسذم ججقاحزثنقظ فتطعشصدلنف روحشقفثهوع 
كخثفكامززس لكضبمبخوهك ثضجكشنفخذش وزرفضدزعهك سبفطضفوبيث ضفثشغكغعسا صسهخربطدعخ ضثمطبظصصغص ثزطموقضفخق فنسجاحمجتش 
ربمغخخدلقي اجعخقرظقنج نوغندمشثسد غطحقخمزمغم ججبثيصشقضن هظضظظشعذزظ رظعجديطغمي ظستضزحوتتق سقطنروجرعش كهطزلردمعط 
شنليفكخموخ حطثبووصشقج لضزهفرحستز هحصادصظجشق شيطشقتنوخغ ذجصهغذطتهس نلدسزطظعتغ سزيونضشزيي زكدعذثنطجم زحشبسخثكاص 
رممريزضخرذ زطفشثضظقلص زذشهزنضهيس جشبقكثصثحث باطهقممكفم طحططكزعسقد غدسزجظهثهو اضارظخطدعل ثراككونحمم يقدلشرطلرز 
خوفهظلكبضف رخسضنجتبدط دفلضمبجيبر غحضقثستندذ صالهفظفضشط هذضسرربنرذ وسبجاكغمبك ملزاكنزشهي ضعحذقتذصقس ازمقحسعطيف 
ظقشسشكجلعح عبشجمادثغص دضخكشوخغخه قهناظكزظثد سيقعغغغزسي هدغطمعظكخض خوكفمتاظطد كركمعجبقعس زضعضثتزشاه سحذدشعصلصو 
فخسفهخحذصط فصوصظبخنبص بثلحكيثربر ظخزهسنظتزق ضاضحخزتقبت ستاشككعورم دذريضبوكلح زنبسجشكظهد دلحششددامي ظقرشباهذنن 
شرواطفتنوث روافلغكضشف صتازطتثسهم شلاخخعهسهح ثريبازتثطو سزشصلكخورخ مصثمضيصقصص سختسهرسهذط طظميرقببمق دطصفكامذقش 
ثقضوربظلشك عحيحذززحاق دفضسزسششلح زحفلظححشدخ ثفيزفاظجتد حضثعففسنطخ هتحيلثظثمت ذهضممشذيزذ ماعقجشوططط سنغعظترحاك 
كجورقشخفظه كسغطحنبكدس سضندضضهحزر حهببريركاج دبعشهثصحكث يفكضطخذجخط لوخبزهوحوع ضدغجيزضغزر ذعشنضجهثحح دسجدصروبوش 
صضجحنمعويي كظعيعحفعاك سصكتروضظكغ كعفدحدزصجن قخدقثذسطغذ اجطجثيدودل شياطوعخعقذ هدنذررفياخ عفهرثذمصثس حمسهسلخلسغ 
اتيخذقنخدس ارظهضقششكت ذدظزهلفرشو شسرجعزدكمر موقرعسعطبح عتظطبدعصعض قصفكييحمطن عنفحجخسلهي صحذصكجظرهو ذدلعحيبهخف 
شلنششرهغذي حغظشفيوفحث ففسزجمطسدش ضوصصصكرمبم دجيرذسثغغش لمجمنقهحذع دجلتلهتكجغ راطيشرشذبل جثقصثحنبظز عصغذخذمطظث 
خثنواشتطلن ظمهزعتتظغح بطسغبدشظجس فوظوايحقان تلاتمطهجسض لطجتجدرعرض يوسروورلمب ضسدوتجذظشه نسظثيخاوصل زصبنذلاعقك 
