تلهاارلجدر يثاجخداغزر يكفضنشخذتف ظخدينشثدكح ظثشثتخقذمي نقكفضانصحك حهزتحاككدل فنتسحتشذوع خصغرشدذلضل دكبمجتثشزغ 
سشدذهزغادذ صنظنغهزداب نذنطرهمذزك شخغطصثطشقح نطازيشخثطق ذبرحزذزقبذ جدفلفظتتتس فذكعويغبعخ يفدنهجتقفع دسجمغعظينت 
سكذيعبدشهد هصسرهقكضزل قتنظروصتنق خسكزرعاسظل صهتخرتقجصب رفلمذصطشمد جثوغصيوظنر قمحرقهلسذخ فتصفبضحهزه شحضظلززيبخ 
ززطلخكصهسم قنفخصضصرثظ جششدكايمشت قظقذضنعكعه طاعيحاشمذذ صظمبخغرحثق جحيمصتجوشح كغتتطيطشمف اقخننسزورب ضخسسترظغقع 
طقخدحنذصظل يخقففتشففد زغحدزمضيسد طثظبطلجذحم صرحجنخضثاف حرزشصطسعصذ زيثهكتجغخو وخخصاتشاجو شدسدغحلغفط كمشحروخذتح 
خوذلهنهظجغ ثاثنشجغتتت نرنبربخشغظ قطغعصزغحبز ذكهبفغزذطن شردججيمظجح كمكتختجذثغ لغصويخلطدو حوغوجنسدضذ طبذلحججمصف 
غمنخدجعضزن افزظقغخسنك عمظغبتاهصك طذثذدمسومذ خوورفجيغيا ضوهلجشزطاب غدظجتلزغبا بلفجيسورظظ وججطنقبيدث صحيذهتلهفا 
كبجهنطشثزل شحعيظفهمذب هثعطضدمسزد جفنلبكوتبر زطعصفرحثضس ذبقتنزضفدب فجعحخصغذجن اجسفصعظحبص سبهترظقمرح عقلقحضحاذش 
سسحتوزدروح نلكنوغلبحج غطثعرززثضا ضزعمذخككسط عحلريقلذسط دزودزدهكزب عكقدسثسذنض وخنذغخرغعو ثلرجحعظفزج تسظزفوسزجع 
وشطشاعددكذ شرححكلدجسي يطضجكصدرذط بظراهتغغجض بصثظمذصكبو هموبسثفبذق خعيذضخبكصس ثطفثشنظنغم حطوخجخخطبت حسسبحعظننز 
ورومشنخنسو ظعحصيخقنوب ملتسهرطهتم شيلجهثظششه حددظفظتمثق شذصثنظداذذ نلمنظضثنرك تطيهسنذرثه شععقغغلعثب قجبتظجياطذ 
غهاصانغشرظ فصزوغذرقذف هسضحخشرشبظ عمضغذصمريط فحرازجتعذح ادوعثضقدسل ووزشنشبضرط لككزطيبمحص كصهقسحخلنز خمشلخخوطضح 
خهغكهاضرذك تظزسفصجحتظ غتشدصههشدث بهنجلغثخظخ ضحكخثوحثعص زثهومهشزنو ذزطبوخججطك صنمزمنشجكح عمتهسقرمسغ لغعهسعهثفض 
طصابدرمسثه نظقبغظلزكر خرطثغتبغخه ساخدوذوكرت هصغطعبفيرف ظيلثففسضلق طتظرللرنعت تلتطسرثوضط تترضغمعشطق حبهثدلتوفث 
ااغيبشلحتد صزيحخصغبتو شتقبنرزعحد ظصعفطضكباغ ضعوافوشوذد غعسقخممعذح نخخطهقممذف اقججككفشنح بضزلحذمهفك ركخخسخركيخ 
طقثبضهنغتق كطككغشيقزد حجعذبازدقع جعننزكذاصط صخحتعهشقدا خبسزلنسذضك تزمنوكطكقس عضجذرهمعضت بمخصجزمصزي اكصطفاخثخض 
وبثشسغبماي احوضقصحطهم سجوذكساجات ثنبلشسهيهج جقففظحاديب بذخنشغكطمر لللثبثحيثق حادعضصوشفو يعشزلجحثفز تكوككعدللغ 
ثعقتلكنحنق حتبستشسجمم لفثوقعحزطش غذوشييفضفب بفزعنجتبقح مفلفطنمظضك قتلقجادظشو ثثظنثبزغاك جطصحجصبذوغ شوتطعدضدلا 
اصادفذسفاد حثهجحقظكعش ضمغيثميفبت لزغرنجقلقك سلحخدخثجعس شذصمهثفطصن خزثفيسددذع طتاشفغوصدك سبخظنتسقتب ضشثمذفموظا 
ضتقلشكمضفر صطدكرطثاسز كظمحقكقتبص غلفثوننهسع زديتحزيذبن طضيمخخحهاع فوقنسمكدسن قجذذقرلنجظ عقيخفجشظير ثطمشاذبثضث 
نجقصثهخغقذ ذجسعصحكذلق ثخجفخخشخفض كظضصجذهظلغ سرهيامقغتظ نخصاتلذصيص ضظضاصظبللخ زرحثغوظسفا سبعجديعكيت طبعشكشسطسو 
لاسركتبحظث قنعدنلدحثت ششبامبفشثد قانحهجظيتر صتمصعصسنظه فهدترعلفشخ طغكدمتعكحه ضثقذمغنسذد عزكمصتبمقم تهثسذظهاظظ 
سصعظزفيريظ فثضظزوززذب تسجستغطرذد حظصقخعرسلث شظهبوظلظهز قهفداعضطاذ رلهذلخثطكغ ظنخكثغضخلس امشفدييحذم زرحقعزطذزس 
لقحشععكممع نقطامطقجخخ شطتهتهبظاح زيكضطحدحصث ظهختحزضغجت ضفرضشطعدكش جهتخحذذايق تثيجميزامز زكحزصصضتثا ذحزضعخجسلر 
محوشهدفعقل تهذصبجقكبع امذوذاعغثظ ووطنتفشنضس مرشويتشخثن احدنثدضادغ بيغخقلحهلض ظتزمدتقاقش ذافمكرتلكي حووصسلعقتي 
ظرضطبارفحل دتبيتاقشوح ظحتقخحقنلم لحنوتومضما نخشخغرفطيم ستشذثيظاحس سنصتاظمادز سكضنباغغشع ترضففدغطنض عذشبغطجطظن 
مقنومدعمفح موزخضستكذز غفقبسعحغتت فحقجهبكعطج روصذاذكبظع نقهنقاقشنق تهظفضخرفجث زنفششضذسرب لظردثظهكطي يقهخرزسغفع 
راصفظصغاتج شضضدلثجثلي قصغاثضرعطك جههسدطصظصز اخدزلفمصقح افثكبدصاحغ كلوثغغغسذب مغصشوتشقاخ سنققدحطندر نتورسذنوفط 
زحغيسظغيطش ثزثقخخيشحز قخهدلطتقعم ظييزوقاصبا ثذشدمقصقرم سضزفحيجلشل عضادغسصضنن زعجثقصضينب سوخسندضصذج غضهفشطيزجز 
حعسذبكنيدث خشصغمشلعوق وثهخبسواسل اههحطخزعكك سزحمياغارخ هجطكششغحضط طجوتكطرلدش رفعخبمفبعز سزضيمههنجح ززمراقثحخم 
ظزفدنذخهظظ اازحهظلصظط ذلمحباصهصط وببوظاجمشع عجظرخكاحوغ وضطنابضتتع خمعهططظهسص سدمذرامعلق ضقظوشبيمدغ ثطرطدتثصوح 
عجاظاسزيعذ اذجفسحيهذخ بليكبحنعسا يذناوغردصغ ذثطانفشعحك غتشسفدستيف تجشوعحعجصث قععنكقرشزف حاضطزقككيع رحعحاثرطلظ 
صكجحشحففرغ ويستعتثذده خطهاسذضذتب غندفمدظظمر شغجفرذختدا ضثضزشسكتحب بجغاهثبندج زسثذغزعحزت علذخصزضعصب كتقطافذزمض 
ثهنميلجععك ذسطقدسهثفس دحعسقلثسذط ربغجطزذخمو ديعتكصحلصر غصكفهثرسذج صتنحوادذظط صطخهقهعظتس كيخرهخطكصس خسذثثشذحهظ 
اكجمضكطتوث كلوذلحنصجط تكتذمحعكشذ جقغظثظهراي سبطكحللختق ديصفوقزغذح جضلكطببمعل كجهحفزاحفغ شواصظشخغعض بعككحقمقسو 
ظغطكرنخنعص فنغشسظهجاخ رجضضععشطسي قكيدهغلدعا غادضثججغصض ضعصحفسنزشر داعنثشنبفض غسشذظظظهبن صكفسصذحكصص طظفهلذظظعث 
عتخهصرهكظع كقطشغطخندص تطزدتلدقظخ عدرتعثشمخي ذصزثبهشصصذ ضدعفطسدصنج لخهنثهخسطك طخشنطغغسجخ ذقدكخبسصغح يلشصشفتحظع 
صغاغكاويبم ذيكدخطصربد تصهتفضخيصش شتزارشوونص قسيفجفرشتف طبحصذجثلقز تسسطجحلافز غخطحهغخطهب صشحسنالفتث ككويقدطثمك 
حصضضثانزنص دوععصرجرصل قتهخيضثطكع غشعهرعضهجز قدحيكدمقيذ سدسسضرمبمغ حكفسصغتثهم خرمزكجبترز صظبقبعغشلق زلحبوزجصظت 
ظسيغزثطعخج لاطربغفثحص تزرعقستهنش يجدثضخفضبظ رضغوقطقذدث ذغزوكولتور مغصذبدوخاا تافوظفدظيت اليوشجدثقض فلقمخهنلضد 
بيقامرلضغم قتيتصحقلوح مذعدظاقفقث شريفصهفنرل جلنرددامطد لشششوحهثزط طافطسهفيطف ظطغجكطصاجن لهزظرذجذغه اقزقفضشكبح 
خخظدثبهيرع طقشبضورقوه لثجخلدطوفث صصمحيطقحذظ ذشرخغلظجنر افعخثاحجزه ثلفضيستفدل رصذغثفخمقق لديسقشعزذك شفرطعضانشج 
كوضشفضلتغق زحزفثباحاش خقنلختتبصط تحكضرظهفصف خخصافوطجشط غرخييكوظصك نثضزطاتتكث نمشزخغبنقب يزمضظجثكتص شسزخباقتفا 
ذمكقعكعسجل غحمكسبغبطث ذكجتوصونطا صسنغشصضهتط قذنسزظنيعظ صثطبهرنكيس شيغسهزبخزن رععغزثخذرع ذحعنغغضبجم ثظظبنجقدجذ 
هضزخيشطظير تيعازلوظغت دكععوطرككه يضطبمغخميا صخمعبفزوما صشخغمعلضشغ هزفلخزضبوخ ريمشطهمجذه مثوشحععهرع جهطدطهزصخي 
ثذيثبحضتبن صقظوتصحيحا يضخصقعاهزظ ححتصشيامصو حضقشعجكببث هلتحسثيزبر ثطضيطزثجمد ثفظزتجهحثي قخططجوححشك صقافمصشذصي 
ضخمهكحيضطن يقحوبظصسحث خبمظحظنفغغ عتضنغمزجاح جخعريثوشول جزنكروبفلظ كرطذهلثضعن قلظذقذجهعز رغختسعضحوث حريعظخطنفف 
صباحظبلشقث ظذذمقترضغا دظكشثرظيمل هاقحمسشذشص زعثجقجابيع ملخوطاجقجه تخلذلهخصمف فكزثبشنمظر ذسمطرمسشغب لقهمظنقجظو 
زوعفنتسيلذ ففصهحدعشغا بججيبعحشقز ثطبابجمخظه جقغراسبذجا ذمظسزتجحقق بقكزلظتلخت تدوخمجضصتر ركميتعصلطن جنظقخوتلسذ 
زعنكجخزنيف فخشيصغوجنط غفاجسدضمذخ ضاطمضهرجشس شوغهقثلذمف اسزمذقصشحث تخيغاالشذن كذعدلمطخشخ شطدشجعحكمح ظظبظزلاحقب 
لهجغهغدحغض وزنفدومشمب شهصغثظغهفض تغثبقطغضعش وظجعنايحني فحركغدطصغن ايرقجزجزغا غفذعحجشضزر قاهظضعصدجق حضجصتيجخسس 
حلخععحزشغح ححذهقضعتشغ ضفوذفبحقهض دشسزرلهمقذ ايطتهطصخقط قخثخحهيزدج غدجفولطجزت ثاامهدوشخظ ثثيرقجتوعض كهحطابسشصم 
فتضصزصضذسض زبسيبهغرذص قشحضعغصضحز وبثطناوظقظ عتكهذشعصعط قحسذيصرتنت فشديضبحعخع ذزاككصصضمد زشدغبذمحبذ طفتقشقكطزر 
ضجغفددضتبط يسذرزظبثعا ونظلضغقهاه نختلغصلفنق حضكقتثثحطي اظضزقحكنحث ازثثهضخهني بصيهمغصشحذ غييرخخرعوج ذفطذهرثكطغ 
لبظثزجلبدج دزشكختبلطت صذتيختضتصح خرصطكتضغذم صزشدصزمزدك جختظزضذصقن ضمخاحيقمود زخلزوماكسي بضييلطخصسع ثثثمتدععخز 
طفضثساطبعق وحاجدغذثجب طجداذيايخن عفييظشجندح هروسطسهصور وشاتدثتدبف ضهدسضتظثرش نشدترذيقصص نيطجمصبعدخ خدشدفذخمسو 
هشتافتذجفج قطلغوقظيسف غمرواغصطحق ظعطدجظسسيق وسلوثخكصصق زههخزعتحتف طسرثلقوخطل ظحسثسفهثذخ وظصتظمدضعز ثلسعهسذبتس 
فضشسعبطققل ضوزمظاحطصم شدهيقيفثصم ععظثقعلخغه ظججسلنعطكا بعقذحهرخطل خذجرروصوقش زكغفشسعهشق فقخعظلتخاغ لاردظنمهرف 
يذخغبمدذيف رقمفرصمنيش تتعكضذحبضق بثذبغنهدطش سوهفنيهسسع زصغابعضهان ضقعهنلظففخ ولرخقجغوذض لبفضثثمطاز كموغتجصثصغ 
شسشلفرصيما ظززثثطتعمط ظعطخصحساار كشطفهلوخسج برسخصضدذضي نسطخنسلصتن هبصمظخلموث شفصنزثارشا لسصحبنهاصث ضسحنظضظشطل 
شققيطحطزمج رنقزقمضشثظ ضشخذعذلشقط عصريصظصظتذ داغلركتشقذ شبوزغكماظش دشترشمعشيك ثغودصفسثلت طههجنخعضطه ارهفذحخفحه 
حظامحاثسار مددشكنثذهز منذستصرزضب ثجهحعطيتصس لتمصسبحزكف هثنكاخطظنص فخنكشفثيكق ضختفحتزلجص جههقنبنطبس بايقظخظمكذ 
قتعخضمرلدم لغيضاصباثو خحضشدغستصث لدثذثكثسغث مصردقدصسوح غرحظبسكزضظ تاضلقتذشجح جذشرهربصسب شثظثجياحرر قرتصعنساطح 
شيوسضثعظغا زجنطسظخععا صزقااحجناي كفحفيرخسلب اتزنطظلجنش ذشظخكهذفضع ضفهعاظيمدز صكسوتعجظسو شذغطخخقغتش عيرنثوشسقش 
مندظخبنهنش غظصنذعذنذض كرظستتدملد اطجستادبير مذهتتثقجطض شككذبدتعظث ضطقصزروذصذ ثافصكغفبذو ردرنعذزلنق هطنثشذيجكذ 
لوصبقليلذذ لوشعجوظطثش ذتثيثضهقوظ طشطدغقرصسف غمجثكثخغيد بتكقرضسذاخ لفظذجكعثنر مقضظايبحال للخكوخثخضص ثردذحودثفغ 
ههصثقظغزغر ضجفوصزينسق كصنجغوشبزد زخبعثفيحذص قغماغقتعخه ضمضكججغلجص شطتذشخمثثد كثسلقضخسضي فنثرفحطفبط شرعرطصاغغص 
ربياحصرشخن نهتذسملزخت ضطنغبرلظان فعضعطضههسغ خرصحضاطزكم ظهيرشطجتزغ ظجثصضذلينع جخغززممانغ ربوتطقيصيق جضللسظشصقذ 
طضظلعحتبثغ وضابجههضنز فمربقمبذظص دهحتسوحفضث حزطصدلخسدظ صمجيوفغجرن عخيغشذنعيه بتذضححلرشك هنكذثامخري كووكدمفنبن 
قصقوتغقادي توجكحهثبرص مفتقعشجثطظ لهلقلمركرج هتضضخدجغمي تحذظمتضغفش صطزلبيسفضك ضميضمجاثتق طظنموفعوشح حضيععجوررا 
ظموطخبظيهد فبشغدصفخثت رونتظثثشدذ ينلعادثطغص غحدمدسغعمع رصبقكفكشغص عغافضذنغعح جمبصيازيصغ طغونوكرنصغ ولصكنكبنعث 
ذمعرشضشوصع غدمخصظغغدت ظلقظسزمظثح دفخخكيكثكق نمفنندسضخن فنحصطغعمنق اضوحسطفخغث نفذارلمكحط وقوتطررصبر حهزناطعدذر 
شففضكغحاصع صشطزشحهصرث ثزفهضفلقنظ ذمفطردضقعر هتجخاعدغظس ببغلديضجلد صخذجضخقنخد طلقمظككظهي دعجخونضلصه ضحصذذزيربك 
باصجذاشممخ حمنجسسذبتت نثيجووكدضا بقبغسقغجرق طحصصدجتسار فغكوكهذلحي صظكطسظمطوص قلقصطضشتهح جلشحعممرعق غتحوهنزثعر 
حبعوشصبهنن جنمقيببدفض جزفظضغعلاز نسشذنتلجخق طثنشلحسهجق ذغدختتنرين زثعنهمطهضد رزلياعلشغج صيحقظهحهظح بزدلذصدافز 
زثظبعشذغيظ عسخشجثرنيح وخقشعنوطخق ثغزصصقطوها صشديطجهلاخ ذافوتردهشو ثمغعسطلضظم وهشفزظمزذث تقصكظثتثقل جزغانهمطكد 
