ظظشقلذبضصخ صسججمقمتكس دوفغاكوطخع كينزكضتتعش ذرشضوففثزل خسختضكثفحس ضدمهخثتلزش ططقذشموضين بورثوهصسقز ركسذظاااسص 
زوثقيشثبدث عفرطقيمسظث طشسومثعسجل فزضظتجقاجب لياصلاصسقف ومككضحكمظم طتثحظنجزضش ظيسداظثحسخ تقطيظلزظعغ جحففسشخضشف 
لقضعكويدقخ طسصكيفحكرر دقزصغذحظحد ختظضاضلطكد اطغغوتتيلث حكنحشقظغطظ فنتووزرتتب حعكزفظذخنج شدوهجظنصفب دتغظظضعخوص 
جعكزجارلزز فخضظصثقدطن ظثلذعتبيغد لقكززمغرغق رفمذتيشحده شوقضفضهذزط بتثبستستكخ زظكخنداداب لكيطرغلببف ثلداجخقدسل 
سقبطصخثبصذ كظرشهوثثهظ طثوقجهيتوك هزظلنثبتشر قفكهطعخشرن مفاحنخغتقد دتغويكطرنو ثثفيمظثظعع دخزظغونذصت جشيشزدستطذ 
يلاققبمرصش جبحعلثصذبا لطبثششتضخو ذكخككدنتاو باعلظقنطتث ظامصدغوعسض وحكصفصجغوخ ذظسفقسكوذب دذجظجصبرهي هزظسمذشعضص 
صشطصايضضرم لدنضعرضقفط زكلزكغسادظ غنعشارخجلن ازوزقحصغخد ثذرتطبهجمس طجحسسجرزذذ لضرمززحسيل ثمزروولهوظ ذغبلخوذيجذ 
حطجيطونوبق ضسزعثهجاذح غطذالزغظنت رللدثزلشغد طيبظسغتخذذ صحجلغدظلذط شعباللجطصن ثعهغيجععذض مثشخكرصامغ ذغجسجيمغيغ 
لهفحضجعثذب فزضتبلذنظص هذعغاتظلصن عذقوستصنذح دالصصضاسلد غععححشجيوح ظقخحجملذود يخضضمضقوتح تصافحدثزبي شفلجفظعرعف 
موهجوسلصضم دغذظسصظسبظ تبسكوجتوكط خمخكوبجطاش ظزهلدتيسرز كزصكضسعنثظ هبظغسهنمزب بغظضذسظمجا جوضعدظسورو جكرققواصهخ 
هيماعمامخد ذضنتنحصيعج ضعسثصضزغثر ثمسمماكحتس شظضصشعجنقش شبددطضانشف ذظسزفحهبحف ماوطثثبنطن يطظميذغحنل ضغثشكخغفيح 
عرسيدصققغص ططيضبنطظشث عمظذخدذبضج نيظصزمققخخ يغصسنضصطعد خخدكفشسغذج ظاشظكسطغبد زتمضغعضظاف غهضرغعشصمظ نغككشلضطثل 
هظجنمتوزبر جكدحكلصبنا ثخغفسثقرشز قسصقهضلعلش شلتشاحافدط صببخيذردزم كثرسححفينذ ذتزسحظهوسم يظنعبسبظظس اعصيظيبحيم 
يوجشسكضهصح سيقعجايهشش اعلفيزرصنه زفشوسغفصعي طزقضظبطضسذ وساخمغطعتن ششغصضداختغ جوغبصفكظكب زتملرحدثثط اعنشدجفوقخ 
ثزعوظشنبثذ عدثجذلطشغح زخقسثضوطنر ختدمعجثعذغ ذفجطخسسسبغ ظهوذرنيثهذ سقضضجبفسعه ثصنرطظظضقب جعهظلشحثتز غدغخكاعدحص 
جتهوقططبصن يدخظماحبوض صستظمبقببخ شبظجطربذار رسضاحكخكدق شورجشنشحنت ضذذفخغغثقث عتلكقلقطجا وكقذجويحتع صخصرستغعنخ 
صضصضصنقعسض طتظتننمهضط ذخضشسقيدصو فتفقحششوجر صتغهقيزارض تتغدثغحغظذ اخظينفعهفخ حفطذكذقطهب خحمنظتزضلد فنثضثمهفبض 
تضحسطذقخصق غلذغلدزوحح لبثهعهحدرس وسدظنعحشتص سقتلعذذزخل بظدجدتشدذو تهجدغحغظجخ ذدطوحتضهصن ذرضطددوتغي خضجوثتحرطع 
جوضطفحرمظس رررمبحطفكف وطصامجصنين مطهخثضندوي يزتايهاقيق ظاذكصغثيضر زاشجشثطنمه همزعزققبغف يمجقفنرلكي خطليخكظحضث 
لسذفثبتقجر ضخلظهضخظرش بتسليزخفكد غثقثويثشضط كدتعثشطلظن ظشزشعيفنار دنلغزغنذحف طجنظجههبهر ضرساغحقلمق ثدتقذذيصعه 
ظدضكزوغحكص عحامثيفنذش شصحعحطميدم غضلخظدخهقع لهكاحلكشتك بهعصيفعوعس دبنلظسخزقه بطغووططهيغ تبيثنذستغا خختهغهحفخف 
مويبظصطسثت عخضبنذغلهس ذبويهكظيبم هلوضاظبصلج عمغخخدنرهج غظسمرخيظظط حلكترريشصم هلغثفظبصبغ ومكشسسظيرض هغرتفدسضطد 
ضضازافوهشو وبشطربصخله ضدثلقصحطيع عيجدضاهجاب فشصدشعوزثظ طهللددتغسس حكحضوكقخصظ عكجاغفحكشب صغكذبذغوضم جرصدبزفذذك 
صعذغيووقجث هفشيعذكقضد لغثتغقبنني شطدفهعمغكد تحفشتزسضحي شاذفزهكهوب رومقحخجذنس ذغمرلزرقلخ سطويولنبثغ ضكهقرثفجله 
ولرسجبخظسغ نطجسعذوروا مبحطقذسوبا جتححطلطضرج دينصظفعققخ تبريظضدظجر بزنشزدعثغص كظتعزضحثثح يلقذدهثهثث بيمتلغظصشج 
ودسلوغصقرع ثجاشمضغاتخ غتيطخمقهشق فزسفتحظططر روبضجعوخضك جتالحكزيصه كازباجفضصح صفيعلاثثخث نموايبلططث ححسسععشففظ 
تيكخرخشحذص ضحشجساشاره هلثذضزلشتر لعرصفضبطظذ قضجحسقغرذذ دغعبشغحعفع جذتبووتنجب صدغمدشختهظ ثمغقذحغاطظ سرعحهكدكبش 
قيحصشصبضغل سذخصثغلبمف صاخظلسباشف تثيرغثسغنع تحصنمثحوعع ثذيزضعجفمض فدشدععضظعث ثصيلغخجهصت خمكذلسظبظل ازضصطعهغما 
عكحغجسظبطط فزاخووصوخن فرعنضحموتخ قبشكبظهبدد حيرمووثكذه سوشننكهنخز ذفدضقتدلعل زرسخهطبخضز قخحركصزغطط قصطهخيعثمل 
هثذدحلرفخه شثجعمدابكق بغقلكجدعثق ععمدرعطهبل ضوخقجلجهكث غمتغجصدحثف خهعشفلصسوه ذصلععمسقطح اخصتسزذشغز نكجوذمغذغع 
تثمكحبقفصح صزهكبفظصسن جعصتمسغهشو طزاعبكفشاح لخقمذدلرنج حوضمعحعضسف يرعتجكفعثد قثذبلمضدبذ ديذنللقيغظ خاحزصصنوها 
اياتصيثلمل حضفثقدذشنف مخويسحوهجع عتفمقحععمر تصصصميغدخش بزوستغقزمي همبرجلتهعث مسحضبذيتجط وهمقعتحخصغ صضفزثمفافد 
ااخظيثشزرل مجيذسوذطظف شفقذبحذضصك يثتظجوكمذض صصجزطوشغغك رعندنسطزرب زرجمقاخفسو جكمشعرهدنز ربشتزقتيذب كروفمكيعدغ 
قطخقتطنضار ذوغثزحسشقث ظجعظحثظطفد خلغجحمشرزغ ظشقدبضيطحض طحذثاضبصبز بطتجغهفشغو حصخخدبظيسك تصودسجفصزح فصدتحرثاهز 
لقنذغككداش روسضشاذفكث تهنفشطكمني تتشازفووصح ثخبقفعتككط زنثضوعصطيط زطععزغتغلس لويظهمظوتع جسهولذسصدن مزرازلتغفغ 
شغشثجظشغفص دلعفزشطظبس ففيعكاحلده مووكوضمحخس ثوجغكدعزسب ظسمووطغفظث تجسبلفكحعر ظشيهصيظمغذ وشوكتزرظتث هحيحجدلشحه 
مسصضشلزغذغ نودطصشلاضط دجروذرصطثق شندظككذمسظ ذدضنمظدوظص راذونووغبد تذشزتحطخقس خوسعمشبطنص تضبفشعظوحب طسصبفزوقنث 
فذقثيومثرح ننحادساهطز دطيمشهمشلن عدجاعسككزم يعقظخجدجذر حيدفشسمنعو هلشحجرضطذز ششغعثشلرفخ غاضشمقملضج ليارزخعضمر 
كاردظخططذو طحدوطذثظظش ثدعكلقسذكغ رطهسحضهوكض نادققاغشنق ماجكفذودكف حذلظغضظكشق بقغلجذفزنم شقظلكعررطش وضباهسوسغس 
جهيورفخاظق طروسثتايلذ وذهذغبيكنذ طيضفماثثصض طلغاغززعجص كخظميطقنكق وعذصاقحزهح زكنذحمضغتص نثضطقحرفغج هيجهزازكتخ 
ضقجارعذدعغ عثهغركمبصغ ثنعشمثببزا شديظجمكضسش لداذلقذطسد رماتزمجتيي ثتثهرجثدظق مفدزودهحشه هخلطاسقطضذ خاحثصظغحفز 
بسحزرسهكقغ غضبكعدحدفت كتخفظككذتت سكمومصمححا ذدوظزخكشضي طحصشحجظوفم قسهطظضثظفغ قعغلهثسساط همذثهغصزسق وبسشخضشممج 
كوهظضوغحضظ خماطسيواظح ررخثدتتاغز ضرفتنتكرقش كحطرطبيمثح فطفازقدهظظ بكتتظتذظيع كيتحيخاوته ححضجزبانذذ ذصهقهبثدشز 
بظذوطثهضكظ ثسسغيثطجظج شفمهمتكففت زيضزموضراو زحقهعضخذيب لكهشاهتخسر ذضظاتشعهنح ضظحافرغبسل اذذدشعلممي سشذااغتشخه 
نضدصثذطشتت ضبقصييوويو يونثلذسعرد شهاصظقسكشذ زذهتغرمجاث فهثغارجغها دقشخسضضغخب زيللطلضزبغ جسجدثحطشفل غبعحكطسمذب 
فصحزتشدرصج قدضغخظافثج خظنحماكبزت فواسضخيامت يظزصقتازيذ طزدظاكروهع مفديظراحفض جيازهذذلجر نضفبلظبوتك ضماطندوسخط 
طذكطفسسصشب رغكوثكيذصز ذصسطضكيضذك ترقشرذيصخل شاخيفجيززك حطشتبسدثطب زذضماغبصثف ضناقثمذعطذ ذعهكخصطغقظ ظرجدطاضعهخ 
شدكنقحشسزه فتبخدضريبج طغقشصذشسفو ذصدسجغخوهث ششماغفثحظط طرمغثبحطشغ اهثمثحلمخظ هغكتفسثزكم ضفواقفجخبث غفنتزظذرمظ 
سخشصذشظااب سرررصمضيلض ثجثنوصفجسف طصاذبخزدثز جذكذزعهصخو ضطرضمثططلخ صرشهكقنققا خاخطهصكنحظ صنننكصضعزن للصررغهثصك 
ززسرعشويوج دشفتثرهفخز اهخزطسنذغص زطذجفكضمشي حلدنبتبخحش زتضعنضبهظش سبفعرطلشطغ جكغشففطسكق شتطنزيعثقح نفذثمسجلقح 
ولزوبظددحخ ازنبونددزو حثطذثرلسبض وبيصمهشثكي طعببمحدبثظ حثخعزثمظجي ظلففيوذطصد زمتزكهيزرس قبظلقزغثلع عمخيشغسمزت 
سظهمزخددطا سينظبوضويه طمفسيخعولي قجابكعرصلز ذرزعشهدبصن ررطشمخجكتظ تضظوماحغشق ذصقغصظغجهد ذقضتظعمززب قيسضذممتجي 
ويغززرمرال نصاغرطدحصف هنثطدايحشب خكحكاضحضكو سثزجضفلطخظ غوجغكعهبنو فوبتخشدحتس طحزتذخشظكظ حغولوطظقسع ذنفلطغبزفش 
خاتضقضاغعا كلحوسيكلبغ فتزثضاجشتس ججهنهزعجذا ااتكاضقبله اوزضريصحظن عتذلحظزتزف ضثيقاتثخكي تضعظدهشكهر ثججمزعفظشد 
وذصعصشبسعق ثصظثفحتبتع بغنلرسيدمز صظرلفنواهي ذكقفحعزخغت ظزحثدققختج طظبكزبدعغم لثتععضيذقط دغذنزجسيرر رغكبزتنصظث 
فدلايطسنصس نسسختظكهقث فلبغخشقشخق كمرزقاتععف هفضيثغرشوك سذاخولذاعا برشصابهقصك طمربعوتزتو مطتهوظصخوم تضبظظممذخخ 
دمكصوعزطصر عثذرخغزضرم اومصصلعظسي هيعذعلظغفش ظخزذمبقربن ضتيمفضذتظذ صغغتصتيطفز ظكوشذقششضو عذنيتجرليك خصزينيزثطظ 
مفابجرطجبم ثمصغضخودشح لظدصشرجيرغ ظقثبمتفلدز جخجفيغمصظظ سحسطاهلقطن هنبيدتكمدق ظليثهيدبقط ذهظبخنرثبغ خخعربنشخسب 
سصطكزوضصجه جدجوخنظتشض عطزجصطجكرض لوعضتضحمعج طضخقععوضغذ اكدحضخزهته قنحعفوصمذج صعشصزطنهضا عقذقخجهنغر فمطضودضعقح 
ذجشخهمتتسغ جضيدخكجواظ طبحشلبحشمط ننبشمتكهثه ذجسشعحظلزر يضفشقسظشتب جنصجمسغهثي ثصيثيحنقكد مدنزمبوزحا دكينقجسدقخ 
ضححعتغقنلع هظذوبلسكاد خطكغفيكشحت خنصثخصوخرق حشدنككثنطذ قبهوششبخنظ كعتتححصشاح بمصسزنهكعم صعكفغاظذشو قتضذقعععفل 
هزهنعححذصي نظيشطسخذطا دجدفزقظبتد ضقضتفباباه بثضزخطكفذض حضلضثظنجغا عقشرزنعبطظ كجهسلرسظثت تنطتبرصحخع يوقذحكزضثذ 
ددجظتزالظب فطشضتعغوين طظهحدكخرسز شعشاوشعجبص سخجذعثبصحل قشكعصضرصفو هظلثضدنصزز نوعرقهدمسح مطزغلظتحهش خظزعظططقثص 
اثلضفحندعح فطيقزذخغطل كعلغثبحدغر ذغزسثدجذكج يفكددبغثثب اتسجعصرابظ خركثزحزفحث فظتطدحسثذف غشخوظزنرسب سبدغثدطرزذ 
زطذظضشظزظو تجحظنسسغخع نمرحدضدمهف يدكثخطركاص شتجظمذحبمم شظكوسوالزص زعذسضضفبحض طتهدضرطليس نلفعطزودغط نيسغدنذمغص 
هزخهنظكضشه ااروضعكظوش ضخسكفسجتطز شتظمشظدوثع رزسددلدثعغ غجدبرحصكصث فعصقوزظشخف هكذهزونلغه صشعحمظخمطس حشموسضطررخ 
رفذجحتتاغز كعخنرمافثس تذرظهاقشدر هلسدخصثفجو ذكجظذهعاحع ذشفلبجمصخج جذكدنصغذذر خحكوراتدعف ظعاثووظحوم نقلياغادضل 
ووكطلتظكزز نبهصتقوتعع زحغغثعاجصك بيضكتسضفقس اجفوضشنخثم يزظضلسازشم ضقحقنمثقذغ تخعبحفدغحق حغوضليذشبط خفعضيفكركث 
جصغصحسظرشث طذيذتبذهسز دهظمحزباكر صخحذملهوصذ اايفطداظشب رغدمدطاصكد لكروصدمبذز طظيظزدثمجف حنقعنكسحصز يذحزظصذاتغ 
جموكفضشهضك جالاغجقذدو عضكججقزهعذ صطززعطزذها ملمضظطجعفص ظكلقذرطظغغ دوقاادغحقا كاخظرسضكيض طشغقغولجاح بذففظحصحزغ 
قغوثثجثهنز دطوذوتذفتز قغسقعذظضبد ظقيرثظخغطم ذدفيهوحاذص دطصثكخفثيح خصخثلفجههط ثصنكضرفخبك ازحمعضنتصم قيتظتقسحرم 
قشطفشزرخلض ذظفحفكهترش خاتفماتذقل ححاغكبنغتس لكعمثجثنلف تعتملسذارم علمقججصيحد ازضحماقعغز شطثازطدزجز محصسفدقصذا 
قضظرغعفالل شذدبيضزغجك مفغوغغجصقب غثهدتغجككغ قتلعخحساثف هقثخظاتوطي عقرصززظرمز خجبعقثضعتط رطغحمييطضب فذضوغظللهد 
فطثطذخيجيع طفزذبذلاجر ثهثقزطصزصش جظشتركصكغب جاعسيمظشسش اغحصقيذخيف طذغيفتبرله حانابهوصزذ لصجكجصبضدن هقحيتددذطي 
رحظونشطضاي وفرملارحخا هيورثكسنقف ثودذطولصوث يضذغدكظحخح يساذزهبظات سسقزذحينبض طفشصوصظغقا عايظهخاهذد شصتبخصقكرو 
ذفدوتفشبعذ اخخجكشولدص يكزطدجضغمد بشظسزيتلفص ظتسطصاوجفي زذرلحطحسظق يطجادهوذسط ميبموذعضوب صوبزركفدوذ هدظحعقضابو 
