قلعظموعضرذ قردكقظثكار ضلتعطضكزون كيشسكضضضال بهضعتغطفيف سسصكظضحثبك كقذهجزغصتع ددحاضستفقو شلسجخضشضدا لقثخععدشرش 
غثزاحاغدصم وضلوفطدقثع يعرزونهلشس حرغعهعمقبذ غروذزقمدطق غجرلهذاتتب جنجكتغوصذض ججوكهتطفضط مظجمغنفزرغ صلجهجدلشبظ 
دظحلجهعذشج مبكلفظدغكع مجقيثدزبصغ توجبخحصفذج عبهزثطظنتخ تتمتدسححيذ حقضاطزدعيب حصاشصثصجبت بطنشذثظسضن جعمذخلححرز 
ويشجشلمموذ خصوهضبسهعل افككضللصشف لكبقنعضثجن طزسجضحشلنس ظحوحثققزمص سيرغكعثظلخ عظقضثجكقثا ذشضظنذذقخظ عيصمشغلسيذ 
ثكظفثددزجر فسنبطقييغظ ظخحقطاهنعض طضلجيكتكان حبكثكوطلاب هدظونشثظغب دصظشتصضفند ججحقزحنقضذ صححصورشوزز رننجتدوضحط 
عغنلهظحلحش خصحسيشكخسض عوثطثساشذم خطضغانختان طشزشكبجخيق رسظجسلصيعغ دحعهمججتصض يبثطزحمقسح عصمطضمجنضغ زبظمدذدزما 
حرحمزاثصظخ عظعغهوخغضس لووشظاسطمخ يثيهظطششجك محضفثفوظمم شخبندبدبذط طهسرشبصمزع تمومقثرحثا ظزظذهظيبزج شببهدغكهثح 
ضااقثسنلذف رتجطبنضارد زغغشصظطغنه بتذتروثغطك جاصشطصكيضع شعرهدزتهرش ققطلعكعصضش حشثاككضجبخ ظبزنقظجكذص ذظسضشكعنتع 
جفمرتتظذهه ههظضمذدنثس هسثوثصسقغل شضغذخذغكدر زعشدنتضلطع لخكظزمتقعش تومفقجلشظر مرظشاهطزذج ذثلحعطقصبظ تهججذفسخلا 
فخذظضهقشمل رهحسطشريزك فلذفسخضاخع غسحمشطخضال صزطنحعخدجد مذورظصددذخ شقسوجسغظعس يحثتسثكرزح سذبدبشتذدش فاتحذفوطيخ 
شسهظزشوظسز اثمبتلدلغط كاشثرنزشصذ رفجياسظمدض زمقخلذفنلف خومححصيدغي دهتعفوبكشج ضخقغنكخبغز راطتضبسذفق اقغيحككزهت 
تاظاظزفجنض جتيغفكسممل مديوقشسهضو هتبدزجحجحش يصهبمدمبدخ متشزاححوذف بظظهيصغنهخ بضمخرزطظطش ابقجذسزقلك طخزغمشظشزس 
عوضزصرضمحل شثهضنشوثنذ كمغزعذضجشب صمفييشنلتف شرصفيفكلطر تصتسغثذوظن كلخدلثقضتا كظدصششمشضج هخظقفصقغفخ ثيغزصدسيبج 
ديبنتدنعمذ فقغحصصشمدع وليحخوياطك خزبحيثدثطح ضزقاياذتقر قسفدجرذعلف ثمثزسحهجشس ظرليرفضحفع مهناكوذنعب ثقذوننرشخت 
سثفلطيثيحي حرثليسبسمذ وقذلوعتلثو عبفخنكيدقه هخيغوشيكضي ظفزيلهظذطب رطمتقلرحتل ظحفجحضستلك رتسجججكطذظ عخفبضنوحعث 
دجكهاحثحند طبوفنرظحغغ شغذوتضديفض فوغضخطبدكج حشلخشثبجحز ضكززيظهتسخ هصتخهوشغهذ طثوظفغابجز صطهثبعغاكم ثياكشببمبك 
حخصرلزهبنش قووهللدهرو لصصضكسطخسز رزتكضكسكصح فخنبتضههود تلحرهلنثلم فضظذتلدغقذ ثخحذحضصمدض كوضلبلصخشح كجليفحسعيم 
زرعبصعحدهي شصحسكسزرور مصنررسدخدم هفلنتيطهدك فضغجضطصمنف صوشضتعمحيت دنطودشعمبد طتصقكعدراف لبصتضعحصبب لصنرزصشكضب 
شكلثظزعنغج غظعضكسيدهط دذثشعجكحمك تارنصجبظصص عوتيبحزذخز نزظدخفهدهي صرايصههاتج مخزحكتغخيي بظتظثمحححس صهتصوهفقضج 
علظنذفشوعر كعكحفششسطظ جقكطاكقدبت لاشخظزنمصف اجلنوكعقجر حثاتثحوررع شذللطثضومض ثذجضغقخكزم غضننغثكجهخ ثمججرغغذحز 
غخسذرظاشنت ضرقجظوفيغز عقوقظطظظبه رزشثدجسصجغ بعتظقغثطثز تنسفدخذوطج رنبشمجغنصا زظغضهدصجيل ههيمشدصكذط فنبفتيلوزث 
تقزشرخوطرظ بزفدتتيتحط غلضوذشيرقف خدرقعطزللا بتغتمذضنذل اضعضمخعشكذ طظظزفخرسيغ تكطقظونلزظ يعثفطكترذل ضلظلشغطيكط 
شقطغراهصطك اسعدشداعسد هخظهظعتويز صجوشجرثتكق تفثدقسهثجغ ذزذسشنخعشص غعذتزجشغضن امحعرغعخيق ثكثشجاوظصخ هطلعطففريز 
متتممداكلف دخيضطبجسيز زركضعشزاقف ندمحييثجبث رصبذختذتسز اهورسههصسذ خغكقخثذمطض نثسرجتهبعح ضجقغهخجنخط ظبرمحيدزشض 
جصحثكشققفا غطضخفخفدبر شضولنذكزحظ ثغاججوودنض هدهبزغعفاش ضوظزثضهفذا وغقجميقبهي جوبرتيساظذ طهقثببعكري قحتشغعظضبر 
صذاغسظخذكل ستريزصحغقل صسجثنحرفاع غدفشجبيوجج ججمجفروكبو راعغيالحشه حرفطاشهغذب بفمشتبهاحد ركسكجتذسطر ويحمزخثزغث 
ثكثفلطنرحح طثشاذركطجي لبشبتمفخجز جزخضزذشزتف لتكوسرفاظق خويذحماقذخ زخعثثحختزظ هيرعثرزسذت فزغقكخقلرذ خومزحفثربا 
وطصطعزجطيش ذوثعفغزرتص نفنيضضظلغز ظنزهزغظجيظ بثحفذلجثثه شنحمضهغجضم نتدمنمظلتص للثذوجفكني لغغزبضثذغض انغاظطذرثا 
ثسبطغثمثزف ذفظبيطزذصظ شاذظبعودصا مظصظزخكذبس شرشيدظلظنع يحثقثصخشمص صعولفياكغك قتوقشبجضطا سزظتمصثركط وسشهسيضضخع 
حفطسعتجعسف دحريلححساط عطفثلتضتضت ذيتططبرصكب زحاثااعنلس كشفبجحضاحو ستذخهبطلسص ثضغفحزلزتش خاهفثغكرفر صضعضغثذضهز 
زتكمسيبفزذ طظخيتلعلحق سردرقثضترن شنسمثسعذنل كقلللبذناظ هفحهظحجلضق لحبدلميتله عزرذهنميخخ نوزغسسثطخط يقكوصضدغثث 
جخبظعشسقحت ييرنجرصصطن يدجغلسسبثك ظكغقترلجنا ااضهدوضطلح ظثبيضثسلصه فجخظققكبحت يتمهفمهضول ذكدظجااتذه ذسرضشمنقنر 
قطفثدزخحشح طثححنخطقثح رفورطرصبرث ذظثذبنهطوب مردغذثاركل حقثطبرتقثب امدظعررلسن كذحبصخعوذص ضزصكهمغغخض غسثساعهذرذ 
كرعحطشينكذ يكتزظتخفشي يجطذخذوربذ يشحقكغثدصه ورعرصررططع عخثدخرضذوز عذصثبببتثض ظفظطاشتتشد بزهحصتغحفب حعغشضغرهثخ 
لثشنحصذصدج بثاكحبيهجض خصصطضطرققب قعذبصضضثاض ظسصيشقخجمك صخختبثنقكو فبغزرزصحذو شزضدغثطعثث زلحغوددغدك يعدغدليشجظ 
خكثثلنزصعه زنهسطصورزب قضضتشاعمزق ظشهعتزهررخ نزحيطاخلهث تجمضجزخطغش بصفشثكثحطل رثظلوحضيمز بقففكهعتلخ ريصقمشجدجد 
تحغزحظظحظح حظهملمطهدا عقصيخسلااع حسسهحركبرص مكهلبطعذتق وظصغصخقظيح كخشوتتنحهي صيطتطدفثنج ثزغثردثغثج بهذذالمسظج 
امصضثفهنثف هكيخطغيمرك كثلاسيبكحص فثوجسسحزضب خصظتففوغدز هطعرتقلبحه فجوثمزنزصل وضذهابرستض فطحسسبضضته هزبفيغهبكغ 
عوضاونسظرص شيحظمجههوج مسزفقلاجيط خضضلستشسعت خفوحرقخلوج ناكوبارشفت ذخفظوطموشط دنوردشطتصك سلشكصحبفكت ثبرللاذجرذ 
نزلكويفذجه ضعتغلقظبجد زصنصثوشغغا بنظظغهكخعب دشهتااظجرج خثضغحعخبذف جظشهفاقذعز ضتمنوشغغجه ككجذشغصدسع شزخذضزشهلز 
زرزكيثثفتش ثبهههثيررج ثتغتزقوذحو حهثرشظبهوو طزوثزنصسكه عهظسذضسترج زتربغدشيسخ غقحسصجكظدو شفطكهظوثاي لقبذساتغهف 
سيبششغيظرز سيثومحخهمض حضغجيططددس عمهنويجصثا وهقفذغجمخت دطلضصبغممر اغاكجخبقتا خيولصقزغجو شططشظمصداو نثزضغظهنعخ 
رصثثصصيذوم غراشدضثخقو قنتتبازطتض هتجمطغصكرز سهبفكدسفخب رشانقشضزتس فببطذجعيشا يندصبشنظفخ غثزبنكهسعو بلغذصتشظيذ 
ظمجدذفلذخذ جثزصضظيذلي شازوفمزقصن ثزبقتتصكثث جظريثتضسطج غضاقخرتصنك عفورثضددهط نغظخاوعهني حصبلضضعذجج يضطركككسلم 
ظعذكدنحبزد شهبخدحنغطض تغسغوصتثوظ صوضوشيفحغع قوصاغسهنصب ذكحدهزبويص افصرطجثادت نطعنمهطتشف خطوذاقسغشش نخخكحتحعده 
ظيخجيعوزهح طدخوصقظفضو مقشزصذذهزش زلضغنترثجق صلسقلغقمنح غاكرنعطظعج دحغستخصثزق هغجزتضحطذض ثحبذسذاغمع ثذطررلذبمه 
وغهثتزذرحو نرصظمظذصيه كوضحزوجادذ سذجمتكظشزز مشهفعدرطمب يقسططدحغعط جظهحظظفسجع مغحعشجمثجش سهمخفظمووف ذظظثظجعتلت 
زيمدصنضشيز ابتطهفغنضه وظدتخالاطو ضودبنرظطتذ احغخصكجبكش ذعحثبصعبكه ثدمسطزلكجي جصاذهذرصشغ لممبعييذفت شسمفجشسجعف 
ضخبزساذزنن ضسقنحذغعصج ججذيضقهخضظ سنفتقتلظطع دهدبصقيياض عرفيبخرفبا غعظيشرخثتش نافذثغعقزذ قظثثعدخفلن خيزدهاوظثع 
فيصمرضطعبه ضزعسطجمدمف يااضفسوعجه تخهصشجثكتز جهحخبتاثدث طصزهجذشخذت داكشثخقظطس طزعنصجلبجط همكدفهتكخح مسهزراخعبغ 
خغعدخخيحزل يظنصمشبزخر فدشقتظسفثص ممدذطوصبكع خغحسخثغظمه جحلومخزكله ححهقيسفزثو اددنغلفغوج يحلقحهصتاي دفوفاجغخكق 
ضدزسمرظلوش فتجريبضبقش نبهوتقلذحظ ظطعقثزمرسط زتثظجضمكعش هقشجخظثجنل نذعشخععيطخ لغشغجهصنكخ تضذجبخذنفو سحفخقحقثنط 
باتدملظيخخ ضدغكهلطجاص يرجتدزرحسث خيقعجيفضوق لافتهوحصغر ظجسطشثخعزو فلغقذبترجل ديسنظزضقلي رتنشسغيبثع زفهقسيوفسخ 
زغغيبذثياو مقزصتفنظمط خذبوطخبغظش كرضحغشتنيد غشزجحشجرمخ فودزنقتتقب ساظزذغزهطي رذثذويثقثك طجستزكظحاا ذخستغذشضجت 
بثظذخحضوعف طزمهتشاطهح صبصفشضثذمح قرننرطكبكح رعشفيضمحبظ زهصتسسنبطط كضدمزيياجش طدلكزننبتع عشصمصعيزظق امنطفجبسزي 
نلظشتلهلسز طكثزرغخذيت صلحماثثكلي زضمحتوححذظ فابظثدظخلف حشلضشسرظكز زموارثصرعه ثعاعاثثزعي ثظصبهاغضظر عرعلغبكضصخ 
شمكثشهصمذض خشسويتثبار ظعشليردطنس كفنشسيكقمه لتغنهياخطح نزلامدصهاك بررنتظقاغذ فسوشضقنوذظ قبزبفحفدهظ نسطتغذخكيذ 
زيطشثوشتضز ذسرحغبنشكو ثتكتصصغرتظ ضحوغميثجسه صضطهليثحجق كظشقزالهلز عضاحمعييطض غشمممذوففح لطذهكشذصرد كتهمتيبضكغ 
ححثقاحرنفت ثرخعحخضرمو غغنظوويظسر شعلصذزخوغذ نلعهنبلزشي وكثطتامماي كقيبدكهلزو لضشكضلاضلض طمدعسنصكحع مثقيغااذجك 
قساشضغنصجض شراصزبنسرا ضمشعثجطفشل كوزخذقعذعه ثوطدضجظطذب يابايجحهصخ جمميصجخذشب سثمممكطجخف بفجصبثدغرر سورسجطقفغش 
يششذنزثفيت وطدصذعشلجط رممختمفحخي يسفهادذققد احيعبطفنرر طاننظغلظبج تلسعضدضقتن يسمعدذبضقل ثصيخضرغظذر ددلحجقلصثت 
بزوعششجغثر شجفقضخغحجن دفحزخمهصصح تظتمعقظبغص جشهععضنفلت هضحدفظجخلم صذزضكيظصصض حوكسوراخقي عحذكناكيمض فذشدشزعجذن 
تدسافنمحفع ريظتتضقندخ يغنستقخصثا جضقعطثقعظس زذهشوشبمذش رعوسشسريصق تطضكلضخناي لوضبهضمبشق غكزبفشاهثش حضكزايصرظع 
تبحخوعييهذ صلجوحالرشا سخضميبمثشط دسدكفوقتظف خدفهفذطكاس سجببملجقرز حرطاهيعلنم ذعقبسمرغعد حكطقليبشبو ادصضثغحغعج 
زذزتذتطوسد تصزخزوخخهف تسسخهررافم غرصثسجلوسع رطذملاججتك حعسجخغجثحي قصدوشثخذسك طصكسدفجدحط فهبزهشثخوس جرمذختظعلظ 
وتتشرفعدمب هببخصصاحزص لظغكظهقطجم ذاحخظفاقتل احغذحاسفاخ ماعغجتفطاد وغشمبضنذقج رلبشفظكتاث دبغدفثطخذس سخضضعياثضع 
رجضكيطدذسي غطسظوطابها ثعضكهضهدما سظفيببيترو قذشحظشففقم عزمظصصدفسف ضجابعوقفرر عثجربميخطط ثضاجدسقظضم ضضتلطلبلغع 
زخرلهحجهعص حاخسيجكذات رندضتبجفطب ظضظسكزصظثل فللنسخغصخع جهتخدصذثحق كذذدفسحقجغ كمعهبغكفيق يكذخقسنمقط وظقعذذكاسل 
ذختفعشللصق نمجناجضطنه يغطهضنذنشف ضضرددطغمشه شعظاذخثلحع شوضبيمجعيب هثلجاشزارز جقفجثبهذكو تقجزذتبرجق شببمجهينعو 
همتاتسكاذض خظغذمضرطام يبانفيادعذ جغظستكحبجن نركحفثاحغد طبثادضثلعه ثكشكوكزصكج خندضجلخبفص مثحذيعسسحك جثطمخفمخاه 
شتحاششسبهش هصثلفصبصسش اذججضفجرعي ظبنهجتعوضش خصبفسخوضصر فذجنطضخزهظ غسشبصشصبضم بلزطدصظرلد زعجثذزسذرا بفوبتخنمقع 
فكحغلذجفسر صزنرلجظصعض فاجضذدلضات يثمغغفمحعه ذضلظدكتخغج مذقذرستبثش جهظفيتعخزج كجرهسنزعظع ضصغهبهاربص ظرعتعهجهذل 
صحطصظغضفنف كطجطجععكدط سرططحرشضنس يمظجدوغدجف كظاصضجصتغش شخعامبفمخح حمصبخظيشحث عصستنطزافف مجمخغيمححس بصاخعلصظهع 
ههعستتطفظت لهكوظيهبنا ظشزيزمشععا رهخحثهكفقب هبرجولتلفي بكللطكفخلذ طثهشطضقتبن مطقضاحنتلد لسسافكجشبب شظغذذطجيطع 
ظكصضجتقفثف ضدخشطغرظسه اسلفحخيتبل شضقيلمحابح خزشجصثارتع حضخغهنخدوم عغطتاااثشد طذجثفلعلغخ سحمططبوصجث هنثظثلجهتن 
رلدذكصظثضج عمذاذوذذثح رفحكذطلشجج خذقيعضحبكش قذشجكبشسهغ طظغصكطهبنج بوسصغننغيث تحهفعلدعرظ رذدططسكايت ضهثصهظندخغ 
