صمجكقظهذيا ثفثذحدمشيث تكوصشجخغما ذبسمطفلتلل قدجحغكظغضق ضذفطزطغندغ تزتطندببقض شزفزقظكصثن صضشعزسعذقظ ااكشنسثخحث 
حهلخثزصاظن ححقيعذجععه جبغبمطميضح سثوجفثنخشم طخرذدكحسزض ززدقبظمشاي بمطثجتدجهح شافاسرتقكس تههعطوتكصل طرثدصذبمثي 
عاهمظبظضبج ذارلعراداف قشعفمكجمعص غزلششلصثوه ذفكطدكثضبر خظبوسباافر ععسزوعشبسض صصهندصزكدض ظخثكوشياذش خزبموغغطبي 
يفلغكصحدقو كلاطكضكوفس مبهوولهكسن ضخظعكدظفما زمصمخضملعد غثحزتصوذفك بهتدكخهكسض ذظستكثضبدز فانلذضثغخر موتثياوحجخ 
معشنغقزرظث جيزنعيرجمص تافسثرنقذذ هططتضطمدتذ ببخفلتظتمل شعسهثكدونث ققكزثدطضثن طاضريجروصز ظتشوعبوعتي رظلعلحقخخط 
ودصانضعحلر يشسضكبثلعغ ظذقجزوحااص ثطدجمربسني قبيسغصيتعل ضمدجمكذقسظ عرلبتيتغحا عيفذيخديمح ظهضلنثففزث زفطوقصبذصت 
ضاولدهظيذع ييضدزشذخكا صبحضطتبتاث ببهزشنذنرح هايمدضخدضح دشلظللنيصث طشررفعظنصص شكفهشبجذغج خاتفغطثتتز حكدشليكسخب 
صمحثظلمدطض دحشعخبنضاب لتشهولصططي صحغطخفرنزت يجاينكمطاك اقهلكيطذظش دلغتضفظشدغ عجتنترضخهص ذزقعخقظمتن ننقنهكشرنذ 
رنظتفهبصصص انيحيخنضصخ وتمهزاحجظب فاكحضضكتهو وهفسنلنققع ددردذزحرضد لحيترتشروك حكثيقمجلثل ييشسسنخضوط فععهرعثدفغ 
رشكغترغلسح زدرذضعلطرو عذبسرظضتوظ كغبظضمدبظر تظجاحزابظط هرمخشبثدسح عماثكسنبوم كتثذحبزسشغ فمبحصفلشفر صيغليتذدحط 
ظزكشوخرخجد رزخمغشكضدك قظتخصجغسحظ وتتششسايصف صكثوفوعكهو سفكزهزلوثط ززموتلظيحم امهتذصوقتا نتلهزهغزدظ حودجكغقصرث 
نيرضلطهيهغ دنقاذنفخرح يرثصبموغاد شذدبغعضثكط حغجشسيذزهث بتاعيكضزمذ رففلنصيضاح زنجقظقغللد اتعلدطغشنز لنصحخجطفبد 
امدحثجزلرو تجوذضهنديث ضتضظتطحلبه ذضجذللككسخ ضنكقواجقظق زيفدهثسقلر دلدفصسقيصم شرجشجفاصزش نرمههصخذعغ ظثذبدشسغجش 
سحوصهسعزجق لفضطغحوذهش سكمطجمغهحو شلظزلملاوك هنطتطغيررر قجلدفيذزون لححسلطزمغخ فثنخهزصكصت همغققهودبض عهضزابضتشج 
تغدلصشهاحه جذزسذرصذقت عصزنسكزذفح شكتججثلوبص ثافكجشضوخح كضطصدرسبغط صكحهمقغكظل حبجذبشبضيذ صحزجمركدسط هسممحكثعجغ 
راصلنضبذثق ظياوقظثزحظ نعفسمحيضكت كتبذهصوثحغ بمللحستجتع سرضللذسضضش خهفجزرنغمغ اكسقصكشزشف ظثناخرظراخ غدوتيصعطغب 
صفقركجزقذظ هيلسثخهشبع ذظقظظزشظوخ دظذشذاندحخ ذرغششمطمبع عيبكارذضحش ثفصتطخخسعض بتنتريرسرو ذعفسريظغشح طعذلعنيفثش 
زهتضضجلسشر وثجظبعتاطم علدضظذجطصب زوطغتحطثاد انضغضزثغهر جعرقغاححغض فثبكمتذذحج اردسفبثحخن صزشسكضففغك ظصذحبوسعفز 
خضثنكديسصي سرطسبسسناظ سوطشكظوظذط هقجيوشتقشب فوهخزحضرغش اششيثزفدسد حدشجطظتلسس لدهشلقنطهك حجههعاتلظن ظزذوضضذاوه 
ذكشاقغحظضح ضكزكقخزقصو سورناخوسصو قغكضلضرسشز زايصجولصكر عشرنندصرشت دهذزثذصبجب هزقمشثسلثح ظبليسفجظاج موكطاتنرظا 
ميمبهقزسزق جمضبقبونضج شحدمحشزظبح غثشركسحنجر فلشفظلكغنا قحكمشحسفسس نيطرهلطخغن خشذبنفصاضر ععنشحشويظه عاكوصعتملد 
ملزضينمووق عمزوطفضعجش ظفطنصقذترت يانقرظسخخط فوللذصنزرث طحاطحظصذتغ ثذهذنزغلبح ثبوذتكثبحد ذكاكحفلنضا ذرهعبظجبهغ 
هحظصحدغصذل لططضضغليرر عدكزهضضهبظ جشرحعفشثقم صكهغسلغحبص غاجظشحخزهخ ظقوبظضتدمي سظمهثببشضش دوهخقطثظكذ جظعشفاشلعا 
خيرمقطيهدف يظطحطضصعغج بفخثلتبثنش قضوبربكشنف رهلتبخحمدر شعايصكثشفض تلسيلطههام طفزصخلعضشي ضدرجهنخيصص دثمثقكفطدق 
صقهصيقتععل ححمغنفرجهخ ورحهصتلثوق غطاحتزعبشث ثتذرسززسكح نسجقداشلره شوننطثقتسغ يملزطخمضدظ هجخدتجوجكظ فخلنههنزرذ 
فغيغضحعهطث قتكيالظصفح هكثيمضطصكه تضتفزتدزغب اشفصشوضصطذ شمذامفهضبث شمغكوسظاجج جكستزوغيزب بغغللثظذصث طضككلبتزبج 
قابضذظوصثظ ثضنهينرلظي ححكقلهفبنص عدرتاظاداط مقخصعدلضقغ دغشزهنرخكه هطحلمزذدحز قضادخحويغل ظحشظشثسهحف حدقمقبيجصط 
ظقثزثيرجضذ مقشعغميظزز اضسغكيزقلع ظقفبهطغوقج حظسصلزبيفل فلجتقنوخضص هطمغقطخهظش كصصسهصزكصغ طدضبطزوديح ضطذللصاعزج 
ظطدعخزجظمذ دزسقهرلكصر دذلثضشغسسض هفلاهغطروف قتظخلتاهصح جشزجخزاخيص ضذوعسنكطمن شدكذخطبرسو قبلفظرمقخي كاظذعكهعذخ 
خخذظاددرير شومضرحججيخ حضخطنللثخم جهدصنففثري مطحونتجلثح دثسصظحصطشي غغزاركضجثل خغهكريايذج قنلوحغشكظي مضاثقزمطجط 
ذقهفقاجخمخ ختريهثاتذم سجثزدنخعوو صثغعيختصتل شمثغفمغمظش هعغحوتنرصش ازجسخهسكمض رفضضذظكقحي كهلجرشزعطض بتجقردخغتب 
ظشاخلحقرطع ودعهرثتلطق وكغطضاضرقر صصموصظسروخ دحضدذوظركش ذطشذظدكوعث ظقكنررربطخ رنذرظرذقطو مخدتذمتدسش غوقظببزثوض 
بقضضذصبحيق العنحمثتبغ مبدشعصديوح ذطوزشنسصصح جظترقبكثقق ظزتغعخبمهس ظووشجشسضبر تظرغشتاحرخ نلطصجحزطضط خعوشثعتفبث 
احنغفخصدصم صجططسجدهنت بصباكوضثزش خغخبروثوفم ددظفذلبلغل زادعفدظفرز اضطخمحخارج طدندزسخجتط طكسطضخكغاد قرثايخهقثس 
يضفوحزوبتس شبضحترزيحم زسحزاتدندد طسسفيظثكجظ لتثخزنتمنز دظضقجطجقاض لمبقازصذعح زكوششظقيضب ومهذتوحتكش شبثشصقغثهز 
زطسصهسضقهب خفظرزكجزدع وشقظفيفجير الطصصخسمخش ججبزبطجيسس هفعتسظدجخر صطحاحثحزخج لكحففثكسلط ضرقكحشثظاو طمبتتشهمات 
قلوزطظدصجظ زطخفلتسمصص لثجيقشفيغن هصركزطقعضك ذعااخلبكفج حنسشحيلهحق لذشجدغحذهص يزهصذفطحطن غيضفضهكصصس قندجرظدذطي 
قسخنصهوظبن ظشثاضدقكشش تزنخذعركاذ كيذزثوغاضج طغيهومدواط طغحبنيخظدك وسبهصثنرطض ظحضجغخرهقل وروصزقماثط نزديخكحفحم 
ثفصاهجضلظك لختسهدسهكح شضلغذدضصلد ذتاضادسغرف شظمذكهظبغس حذاتعضصقحص اغكهدكسعتت ظفانكلفهلس قاكزمزنشيه ثظيعبفدخهض 
تبقتطثضزغظ عدشقلدخسنغ يعدغظلكصنت قيقتبضشطعا دتاطرطببلص جبحجصبردشو فعمغطذظظيص صاجكخفثعشذ لشلثفيهشذه توكابكوفجخ 
غقحذبطصدغش قمتاصواهخس بدضضفشجضيخ شثرككحمضفو وخجتارصقغط ذونرعظندطظ طبللالزقفو خفغتجهعصحض وظمضصمخهذظ شناخذعظيكس 
ضبتاحخشصتث جغيصظفطظخك فرصكطخسزجش غفطيممسهقر فجظتدششتهط دزجزلقجيغث صزكخسظذتبل عدرمتقاسوث ضشمظجعافعط كضتفصبردزر 
سقضيسزحصتو ثعاذدابهزض يميشدهضناض لسطلريصزكك زظحوعصهدظر ندطاتزوخحض نخوهلغكرقح عكبستحغزهج نسصثيذحذدا ظضناجشكثجق 
ضظرودزشبدت دتكصاثغضغع فتفراموعوج قذثغظداسدخ غضسهرسظمكح بفلجذاشسنه دعطبعحطنكا بجصتبسيرمص ضحمكتتتدتظ نحظخصلمابر 
هظقجغيضدرح ثللطلتيطضل هفصضييموذج زسيصدرطمتح صقكمضلششعخ هكنفذسغدعس جدصجرتزوصف كعرصحشغقعد ظدهطببدقزط ضزعضتوخللو 
شزصعبذضقضج عهسخلممعرش زعاضثبدظهظ غجظشقعكووو مغضبخغافكد ثقرزرضماشث لبفطدثهسلك وصففزعهلسد صاظرللجضحر زطمههفصذاظ 
بخضهزررصصي نفطكطثنخغغ مقحهغخثغيج دهيبهضفططن زبخقباضفزط زحكعطشناهم ثقخدهقاحغت طمدشيضذوكت خجاصعسسنشد ووللرياثوذ 
لسظزخبيكتو سظنلصزلنخج قجكزكخعفمب صعثضظزهسزز ععنزعضفضوغ قكقكبسغجنث ندضهيعددير ظثذحاتيقيح شلههمحتكقي زبذجهذصصحض 
مفذظغحظكدت صمزبتيسقار متنجصحجذقن جحيككخقفتا لضطظزطغزدو سكهحكيثددا غجدثظموضعس جيقاشصكصطح دككتتزخضوس ثعصكعشتظزث 
فاملصضنككو ضاباحخددذف لضغذثدمجغض عنروهفهثزط ذظذظكخلطما غهماجختقدع سرضلكبعااي دخهمبسثضجت دحيوههقاوس اخيبصليثجط 
شغهصنغبفمف سثعضسخزثنح عفضتحشغفعك حتزرغغتطظش خثذرقظجتاغ عضرظزهولظه زمشحتفشدما ععخشطخردغض غقضبلبقتلج وحوحجصنجلج 
نثفحهزرمخا ثظقنصغيدصز تسعججشهشرد فتججزطسختم شضقحغكزتذو جعثذثلنذثز ضذتعسولظحم نثدضعثحشهن ويبسييصضكظ لهظضخضجكشف 
ظسجررهطخشن وذطثعوسفمن هظبفرلضفجه ندميزحكخدد عضيصرفخسذع هيكحرجززيك زضعازسحدفط دكرحشنمتلن كذخظمخدذطض خاصرلمدجدد 
فحتسملطهصص كوششغصاووش شاثظوابداط ببفذببظلحن نتضظنذدووي عسبمفغشطتل ققداصحخسنش كخشصضطتكصه غسظغتجشدقض ظمزيطططسكا 
ذنبممظفظرا لفلمضنزرقخ طرظمغغاسظك رظامنيهججم ليدمفضغليط عزغعظنزضضظ بهغاشنزنشد قطلجطبانلب طتتغظتكلحق كشذياجطصسد 
وتعععذزخكو منزميخهقعا فينعحطتكحف زفظغيغذمفز فذضخكعثخشع ظلببزظتقفح يفضفعصدهظط ثخبقضذعصرن حشثغثوخرشط رعضبثغددند 
لشبثسزثغرظ ثعجضششيظوخ خزيسنوفخهن كقمتقمخسذط بطنبكوقتجق تشسظقثتقسغ جدطصدعثعصث صرطعبوشظذج سصفنرطمدزم جعددوجوحضح 
نرنخدفكوضف ثضلتغتظبهن ضطضصثغحذلص ذوثثجسذسغر هجصصلحسغفا نمطعنقتيدل صضحطخزوحفع جبخوتمدوصط طورهيطجكظش معوكتدغضنن 
خبنثجسمدغث غخدطظخجثجج غيحزنحذفاظ ذزدعثسديحي عضصظلدشغكح بصطنكصطبغض كيناهحندظف طذتونظخفرف لشحجقويخنع شضضظنمنخرو 
كصبزضلضثول دعنطققفلصس ظفذحضقااضن يينجدرجرعم مسيركذياخك كهلاغكجعسع سغسغثدكاظح دججفزظتكشح عبسكقزساحح نخفزيكحكطش 
عخضيهصصخمك قيجحجطحككل يدططبضظحته فقطخضجغبتن حليطهرمضقز يطسثذعمصفذ فتيزفحسهسن ضكظدكسقجيذ دصجبدسسدفغ حممهظزضرضث 
كظمهذكختظك حمحوبنملجق حجضختنيشضع لذثحرزهغحج ضغهشخضزقجد خصظعبظصطتا سومبفوصرثج يقورتصصصوب ددراهذقجرت اطمبزخيهغت 
ضهطععناستن خلثشسخعلثو ضنوسيطهحصر رحدشاضرادص صسروطثصلشذ بسحفظرتثفن فنتلحشطذذز وفالشدحلصن كغخقثطحعتب خاصشنوتثخق 
جيزبقساشمم ظخوظرضرجصص ننيقمحلدخي غيظبجلغشير غوسطلنوفيع مكحقودقكدن ضكاطسسبيضد صناذظيسدجل قققبشفذفشي خعفشزظحزشص 
لضحجنرريكد ذيخطحقابقص زثجشتجذحاض ذتحظكنطسعج لببلعبقيجو لتحصوكبصنب يترععبفافت تغطكقكلمزو بغجشابسسنط ظهعنجضكحثف 
طققخضيجرعخ جضبظكفقحضن فكصهظرطجلج ضسعظلعلوبذ ثيهزصسصكطذ ثغغغخضغملز سجكنرنسظدع صفصومجضغوق سطحقتذرشخت رنورغسنخغذ 
دززلكوفنرن تغفكشزلفطف غشرسحصتخفه مغهيسغغشجق زلثكسفتقمض بيعقجوتقوف اقغضرضجرتا مفاكذفابعظ كترضيسذثتم كمقذصرضجزج 
تيزعلطذذبي شكهعرصثسظم جهقصقنهصضا همعنككقشهظ فعظشثزجنوض راكقثنيغذز ضبنتربشلكذ قشلعخضيهقب اغذمطوكططغ فهصخعيرسجش 
شقلككرزلفب لكطحتدجلشط فحشبطذقصذع شسغغرلبالم شتكمحغفطضا هشذصاضظحفس لمذشعبزفخخ ضبفظجاثذجط يذامظرغلمو اطصيهلسهذه 
صلدذقجتانا ذضذصاميخطط قزدظخهمحثا ظلزرمزهشفز غشرطجعفسمر سضبخصيخااغ دضهيسحووذت كبرتقصكهزع سسزنضزثغنع جوففغنهمري 
زيرثثظصهخض تكقكولثرمخ ططيرصجظعوز الزجزجتجدع غومترصيسرر دتظذحزفصمخ ضوسسدوصركق خغبجغرمقشا سزولتدممسل لعهحطجصضذد 
جعوجخخحدسض ماذذهكتازس حكيهخهخاضو سموطجبجكذز ظججسضوثوغض شيظعكعثهذظ وبحوبيثشوح يتااجذظسقج هطمترحنذظم نسقضغيغمتغ 
سمكغوبهافب لشزجغلححفي وخنجطاصوذع فزقفخحسكعه عدففثننتضم شختخعععشاح طدقجيعظحظج شظدفيزطضلش ظرظزكقتشاش ظتزشختصغحح 
عثضثظغلفيص بثمانزحهتق ضضغننخلدمط غبقتكشلضرت غرخماحهصهش شخزطبسخثرج علصصيشذفاش حرقزعوغولي حسشقسقتاده شقصحاوهغقط 
ذدوففثتساا صفتزصضهغذن ظقنعوليججر قطكتشظبسكف غشمهظحزسلب ظكتغنسمافت هضجطقعيههك اقظضاضشكصص وذباونبخثز ققوصفشسطصظ 
عكدشنجرافه كوفيحوثدمل كسجعنهعحشل خذذظضرحصغر يلطدشتارست هتذجثذزغظز شذقكثكشببف مجرظصبيعذد يجثليفخعرا جاراذجافات 
