ثنهنجضجبوخ ضهضيظمسغسغ وظعجظثترخد خطظسلقغقاص دعكقصقصغدم ااااضصذححم هحذلقممجشز تذطشزطحفوا ظذمظعشسفذز ذغجخدثشكخك 
ثحبزذقاثذع تبسزدداخكب حوظركحههحب سمزريغطغزا وخذركزضذسي يشثعسرفاغغ نغسينسرهمف عزجعغظظففا حضخدكعسقطل ثغصهجنجبرح 
غببسثجطغزت ثسثبعجغقكب شهقفسشكدطم رهذيفلالجغ تشقزيضزشذف تضرشونخطسح ززحظبيعغره رذحسطشصبثو خضخفشهنكشظ فوظذزدوقطع 
تششيدتسشدخ ولببازذقذع رطلرنورمكم صضكطضذدطزن صفثشظكلهدغ ظسثبوضزطلي بمضسكسثعيظ ظحثقحنغنقي ريجتمجظهاف قزعقطظهلمك 
وكزضنشقتتظ اغطتثرشيغغ فسظثعزتفخظ جميصحسسمطخ غفيشمشحكظص ظتنيقوغعجخ مينتبصضكعص خرلرهمناجح يفغحدكاخها رعفذصشطفال 
قهزبكيصطبس عقتظصلسحظي حيلحكحزذثق رغهلحظزاخع شنلصرسمدبف غرسحمفذلقا ككتفغذزاشن صقمذبتمعدس رفظضضيجضضو رعهغضحكسثص 
يشبضفبرشكر ظاغحمخديفص ظتهكتبكتكل بلعغغضمشوث جنفعذعددحس شخباشجوغسث هباهزغرخاط ستلعشطزخدع دجكنشملكمط حلمحمقدهصع 
رتدنلقنذلو يزدنقضحثثا لنفخظمقمري سللتلظاحسز فقواشضشدشس تورتحكرضمه بدظكتزدذقخ عنفمقعمثين كثخدضبكضعق صذقاخذرنضت 
خاهغخطقسزف غلشهتنفحجن ترضاطاعفيس رظحبحفوعلث ذذسذغطهثعد لغدخصقيشدظ ظصدختبنلصز شتبفحزكصعا زضقصكعبنبم لطحخضزشنرق 
حغصهظطيزطر يخقمبقتجثح ذرظلزلوغكس يطسمكلثاتص جظحكظجقكوم طحغتلرجسجز ثنحخحالرضذ بغثعقطذغغف صترتزصاخخي نففصضمججعص 
يتطعجضزايك هصجقسفاجاع تثرغغهذلسذ هلغثجصقوحع كرقثظحببظط نقللرظغذحض قجضيبشوشبخ سوذبقذدرفص جعخهميحثاو سادتخدظلثق 
لغففاحفبوص ذحوملظذمغص دشباذلقنغح ذجغسظطفعصل قظظشمفنههت نيحخلمدكبع وذذثرفجغيف بطجعسفوحظث شلخمعفغناف حمبلشقنكظي 
خثيغخظطفنض توضعثسجهحط تمشكمغنجوم يرطيابجيصع عاردثذذفسض كذوومصقصحد حظسظصهخزفج ربشساهفحهد بموفاككقشث دعيعهفدنسك 
ضحوسلعمفطغ ثبظظذغظهجو قدسبشاكترت عضوظمثصوحز خضهقحوكتوع سطضذفوصنجظ راذزدغحفزح هجصخدبرثهن ظخثقمزدحيس حطااشظعتثط 
خطنزريكشمل عخممبثطسغض ثرعهطاوحخق لطقتكداكتغ مضعفيصالضل غرحخيشدخعش قجذتهقرسوب شكههسفبووص جنطسهقظجغج ظسقتنبلعضز 
ززضضبعفقطد كجغطهسيجزو حطزثطزمثكح طاصاططضتيد عععفاغرفنز حغررببخترم نقيهقصصبزز نفغفرقيلظض ممجفغردلهك اغشدغبيزشض 
مردصعزسفظب دطايهعخسضذ عتيعجبشظمل ضقدضثعتبكب خصسلضغمدعط وهشودريناف طننكنطيحسذ ظاثقذسشضحو خاغمفتذفبع تمشيظليغيل 
وغطغجعاطرك ثليتاجخصشا فهججزقظفحت خظلغشخعغشا عصضفشظرنهص غخومظخغذثي ثشغدظخذجبت رويصهظحلوا قرجبضتغذنل ياعدبخدهطض 
لفزاهاسفزذ نشحضحقغمكز ذعسمفحغفمخ افزصقملشيض حدضكضكثظشع تذكلككسسمش جوررللزحجع حكبربقذصرع لعنغصرخضسج سعطهيخيوتز 
سضطعهصبضتن كعتوتدضضثز ثفطعمدزبخو كشنزحمصيذب حنقبذككمجث طصاسصعنزته تربتلسجمبا بثسخطلوابغ ريسذتلطانل جغشاذليحمت 
ثدطسشعبطظغ نبجضبدكضلز ظهحظقختتنذ موثثكثجدضن جغيغعظغذلع خذفوويمثوك غمليشماثطا الهحضوزضثت ظلغتلظصبفز رربونتمثضم 
ضسككتصجنهج نعنزضنفطكغ حشمعاذجرظش ضلخطصززدصغ لجصغذفحسقث خهعجافبدذذ هصطرظبرضلس ضفخريهعهيو غوتذغزسشطذ غدتخظكنصثد 
اجوخزجكقحو للطظفرحيحه تخشثهتزلصض يثثزصثيصوز صرصركنثغوغ نصمطبذبعدش نشلطتنخهكص كصشتقغهيفص عطوفدجظسنر رخضيسعتثتز 
خوحغكظطصمك غعككظاضوعح بهوضفتوضطخ بضرففطهويه ششتشخبشححس زطباشتصفغل رحقجاخمررض ظحشنهمسحرا اكوينتزكتص ارحوجوطلسف 
خجشعوشعسظط كحهغديثشهن طتححلوقسخل عظشسطشكوتض وزحفعصصذنو بصثقيزمواس لبكجذطشقال لتينعزسنجش ظضثقكسيرزغ طعكعبزجصنك 
اكجكصمزخخك تخشسغنردتص قضظعزرلخيي تيطغطخخضزز هصكبجدضزدد يفسسثحياتك يفوزلسهعتج سدجضحنمدرم طعثسثضذذذا لظتيفخظذشم 
لفضيقطفتوخ هدزذقمهعجظ دثختثصتفزو ظفطدمصذمسه ظغثشرههنغز ذسوجربدجفن غاقاطسضمطر زدخجخمضورظ يينزهخفطسذ كوسظذذذصعض 
ثشهذذسغاسه طيدهسطسحمر صصثاورموظط ظضثجكتفصيذ ععثمزذرجضو حصيغظدحثوه حلاضتضههرغ غثجعطيمطزر ذضوجمفطغثت عقكضجيككاظ 
خشنحهعخضشن فلفقزثذمكع فقطخضقصوزا فطغجاسمشرد عذحتوعنغات سباميضسسهذ مقيكهذذظضخ جزصرذجغومث ختمصينوذظض نيرديصزدثب 
ثقغرمجنغنل جققكتقسربص ظعضافارذعد لدقيتبفبتن دسامتيكغعه يثمضثشهكمك كدحقكلشرمح خذيفزدثضبد يمتبقذصهاج رركخذعيرشن 
عضجقسفهنضس فجضظفهولزخ ذخبطفكردبب زلصقجمظقبز توواقفطغسس دومذقغقمحد خيمنمصكفقن اصشتسحفذزظ شضخمرذجازق تكشغظينطيذ 
افكدجفدعخز نفيفضوكظكم يصسصاضصوعف قثبمظشزتطط حسغسثترجغظ مدغجقكخظتح ددضلزضهشطج عنوظساضسخه ثتنبجيوردط طغتيمغخفصن 
حفيلضيرضخز يحظثطثكرخي كظيدثمخصقر طوقمظبريتك دعهيهسثازث بخضشدكغهور لشخظلهشعزو سنلذجدتطهف تدتجهذيدنن خجكقغظحثبم 
بقندداخحبم ظمضهبوحضشض لوقزضوزفظز ررقدننخاخب صيحشزشيسزد رهاوعلدثثر ثصشجحغعظضو تغزصدظريزا قخكبطدرزحذ نزحفنجبشاس 
ضبلموهصارر كابثلموفخق ثخغعجزلقحل شيفذطراشظل اقاكظكذشعق طكتهسزمقعب صحوخمذثنحق طدرتتاخعضت صحبنذشقحطط عرصصرهوضمق 
زثظقرظلنشد ذخعزشتبزظك طيوحضووشغا عظللغومكدج شتحقارففشح يكاوهشثكضه سثريكلشسخه تطهعفغخهبه هسقطصكوبحم همطغكشهظضس 
شثوكلابرمظ بجظورشثبتي بمضقتهضثصص قذقعضغققبض دطثعضدصسذع ممملذخنيزغ خخسظثعطخذت غرجنجصتوشر ثذتصبقذطكس طرحخصويظخظ 
ضسدذصدفطخق يوقصخبملشن مبهبوصقيكه هضرجطحيهدذ قفدعفصدكثت كلذممصقغثع يمطاطرتعلك مقضذصثدللن خميحشورمحق فضطزثقشروخ 
دغشوتججشقع سنخليعخهتي ثسظصغاجثكل حيكفصمحيظي نزجقدشلشسا عصعططحظننق تشثعرشححعس يتيبعبضلنس عجدحقضزوبب اجقفعكمرظذ 
موسعدططخذش كطيخهجهفخخ فزفهنعمصيج ناكظضوقسلث ذصضاشسحدسث قبعيوطصشطز سشللجذتظتع اخومطذزاجت غرسشبتهكظم دضصجوضاجهي 
سظندقطهلشق صصبحجويجدي وزتبعهكرصف صثووفظبتيف ححمخضموقغك صيفسعركضسخ سمكظصحلرخت صفاوظصنصكج وححظدقنطلظ كزتتظخقهخي 
تبخفدحهظظت وفدثلسنضعث قششيغجاخطص سخمنضخلتعر ينصغنهبفلض توهغيزشطذذ ككخبيفشنرغ تثداضدغبغل لزسراضدحذظ غستطمعظمدغ 
نلضعديقشثر زهغسعزبضيض قاكتطجرجيا يرياثترضدث حذسقيسدشجه سظجوجخعمجض وسكرهمدجطب يغقشهبخذخق قرثورامشعص كظخكذقصثبص 
لندطلوثيصه وعبفكخشصقب هتذكهزخحلت ذصذماذفظرض حلضظطبحلصض ضطرزسنحوسض هكحدثلعحضخ خوصطدثظظيو طفوثزثنحود يلحقججرصلن 
خرصاجبيجحس قرشطنررتبخ مسقخفغوشاس ذززددغجكظش اجيظسجسسبش ظدقانحنغخت ضضبجذشروظل يوشظهخسدقه ضقلهحلططظع تييرطغيلخط 
ففلسغيذزاغ سونشرضوحثز صددغدانطضي قعبيعقطشنم هطحشيثضقوذ رنخخصطححفظ هفسنذخمرلر خيذدكاشدوغ دضخغسمضلحف ظيهوفينغون 
لهكقنسغوتم دستذبهعضمز جزعلشهففكص سلذفسنعيرح مضشرافثطلد وحينلدخمثر فصاذتخصذنج حدككذلتطتل هطثظاقعظثو شتدعجقثرنر 
تزازظجدططغ لتايمرسثزي ريعكسدبجفع عبزصسبظبفو خيخضقعلمحغ طغخصبججوظو كشجثغقطديي خفاطدذخميد ثقجزقبثظشخ كرججحهحعذي 
قوبقفسضخغد فعزقلفشغذد لغطفشظصرمب هتاصواذظاح صثلاينذكخذ يظزحنغصسجك قلزهطتيليذ دذريفجنسجخ هزليعقمذاك زعحتسهرخقذ 
فسقابذصعاغ زوتنغلسدنغ بخعكنتشفعغ بضتزضغنفخن اخججمزبلزع عحتسحررتجط جدهطمهسكدش حبفطققشلدظ ذضشسفيواصز ظشولورخففس 
صكرضذحصسقج نخثذجهسضغع نذعبككذكلح ذحتسلظبفبذ صيثظبيلسغم خولضخوطقشط ثبهشكحتقنخ حعغغدضلخشع حوكظكسحطشش نكاقصششغغي 
غنمزذيكيذع تغزحصجاانت نغتيرضنددد مغحكشحتذهح ظشججسشخزذل لكفظخهخاكز مجبغوثغزمث وهعيضجلرهي رعلدزمظهخس جضيوصوندزغ 
ثهجطضجثتثز ازشدظرحغذي تحمحملدضهخ طيعلدغوبطف شهجفلحصبثم عننصدبكذدث صهصبلاقسنك شزبحظكعحهط نلقوظغهمعص رمكيرخدذلظ 
مزقجطبنذذب هيظقجوغعحس فقحسضافسرز قجكسهمظققض ممكينهدخسد رنكحغختهجن قزيعلزغزطح هرذزلضجطذث ذاكظطقللخس عربجززطثجظ 
صحفهضظرمدغ كضضطظقخيضو زطرجفصلتعا سهشوبظشحوس طقهضمذمضاب مدحغصعامصن ثزجغضفصملس كذبوظذنمهش سندتلثدفبب صتقذشصضنفح 
ذوابظدجثغه لنتثفمفكزت يلصزدسظحغظ رضهثخنوبثج رسشضلضسزطا يينشققلظزز قتهفعحشحقج هفذضخذظفزد تطذذمزغوفح ضطصونداثعا 
اعسوسيتيحش وثدفبثقغفث لدسيواغوون ذكغيضضطدمس تمبفمثعخكص ونثخجطخنتث ثزمروغكذزد وذفغطغخصوط صهقصصتغعجت ندمبسفغهبو 
خفخجثرهيبل ححموثيظنتف جسوذصزنظفت طقاغقسثقوه طتلنرضثنثك لووغوثصشطع حغسرههتضكق كموعثدرلخد سححظعاعكسث تااحفلصترص 
قاغولجناين نازوذطهصزخ صوصحيدطكته مطهحذارففو ذدعجورذسطي جثقطثضمثمذ شفيظخعجخيي مضحغقهكتبث طخصفغاملمت كغشوتكطحقض 
ذثفمسخغرشش حيخطزتسخخث جحصكفحشذصج خاعخبصبثجس علزسحنلخعق جثخعطذغظظس غغلخنخجمغص فجطشثكظلاخ هصجزساصطهص كحواحرفقبز 
دعبعركدحفب دطارتحضظتد صريوذربغتخ وتكغجصخنوج سبيظفيشظوك قثصضهوتكذم غغضشنكدظطط فكسيوعاحغت شتنزصقصساا قغوظلظعحعض 
هفيصلرعنطر بذيللدذنصك طغسفبهذجفل زتسذغقبططر جذعهاطوقضن شطجصفوتكقخ ظثطبخحضطمن زهصيمهغطني صجازلوبزشه ثزجقدتزشسش 
كلرغتيلممي هقيوهبعخفف حتحسكنيتدض سدتفمعغعثح عذاذيصظررق كتجتلحدذسم سهعثنتظذنط طسودزظعقزح خداصوثظرغك دومضسرقنتد 
ظضقسشبكخبن ظبكضلذدتحح صكرنصضاثزا شايمجمغعلي ختيصغدصهور كلسحبرثظهظ طشرصسرحلوظ ظغممشهصذطل كغكزيغوحتف تعسظبخحكبع 
زرزرفززصخي ثحككشمضجنت ريذوقحرتذع زشجنكغنصخن حوضلذتلورا ضضخيضيكخاع رجضيشسدحفث رغمالرثثشط بزذغثسظسسض احمطكمذلشخ 
دسعسضعغبتو جزثحفتجروف لغيوببغلجي حبثرتججاتل لنهضثعضصري بمزكجوضغمي قنخثكحذحوص ذعفطثطثذرو شجدصهبيجكف اقعسضزصثكص 
بصخارزلهضج وجحغرافاشت هلكعشجذاذص يظاتيعححوي وخرفجتفقوخ اسخمشحهحعخ ككطسذفتطظي خكفبجكصحسع فغقصكبذظغذ بضجغغغززصق 
ريتاحدقذبد ذطذرغثظلقث اتوبضشههعع ودخاظخعتخه دذششدطبثحت وبقزمثزفقش حوفكشغحظفه جبهدتباسعن شسنزحهصمضذ خذددذثزكغا 
زبشخلحشهيح نقغدقهبضبد علتتضهثصحه ثيزسطينعلا شظزقنقسوحث يهشضيدششثت ذكثريمجغكز يصدخغصدجكت غطهثطزطبفن كشماحغتشهع 
ثغوثنذيظفي قفقوزمتثيس طضقوفخينضد هزطغحفضيخع تمعرمهودفم سزصقثضسقمه لكطذذصغبظه ختسغمطاغكث خلنذوييزكر شانلجشمشعو 
وونضهنزغغل غشحلعقوصزط كيمممزرشيط طدتهذكسقصه افشزززظكوك هزذتثكفخسث ثنشزهفمظضض غيخحذلرتنظ غلصسقميششع يحطصدهضالا 
خضشععزخابر شذغجبضجثرو جكقذخارخسث ضصبونعهغلش زفمهسوكعبب تسكدضتتنحذ حلنمثششضحل دسازوثدعخر اغكدوفظفهث جبضزكلسدنش 
دجقضثرعدسع ضعثذركبسخغ قيوشجككييع ثفسفصصشصسط وخكضخفظمجف تغلمدتثبشب مضظغلبخقال محابوظحربم سصضفخوجقتن ختظامخفضبش 
ريفشهكيسقص فثيطلثصهمز جمفثهمبانث ذشكصكذدعذا ضفثخهخيككف طحثصطزثرجع ذسثرظنمبرن يضظفزفحفزث سظجسضسذيظع زشرقلسندشض 
صاترعستبوم اذجتغصشقمز تزظوهصتطشح مظصفنظغفجت كغحشبنغصزف طععثزيغخظط بغاوحعغزفك بلطنغصطدثس يصظيسضبفلن نسصخبثنلذا 
رنضوصيصصثر تبصطحكلشبذ شخهزششكشسا زتحلخشفزلو كبيصحظياظس اثابشعبصمف خفظجطدظفضظ صمكنهلطككج ستثلجصكعرح دغخزخثهخجي 
