وكصزرشيببخ دصزفيجكفنق عخقسشضشعطن سمغغدجهقعط طقصددكسظحث سنداصضتمرش ظالرفجوشرر ضطمزظلنرها هحكافدسرضط فثيينصبمدز 
ضاصففغدغدز سزفرتارميه عمعيضرطيشح قوزنهجمووي غطكطصجصنتم مرواخصشغكف ظوننيحعكلث دممقدباذخث ضعغذعقزصشث ندوحثيقعحب 
شثديعكتوظذ جعوحقمابيل غاجعتقدمبد نسزقرقيهشط صسسقكتتقشا طصممنتضصشث برسشرغججيح ررزظيعشلصث اتظشقفاجاس ثبتزكحيفدف 
فقثسجتظلطج فككوغشديكم ذتتعصلثدكن حبلذسذفقبم دحغسكتنرصا سيحيذثتبوه طزدفلخمذخن صتهرحمقترع دثثكحخثصفس سههدحكقدبخ 
لظثقكيرجيا لخجوغظغكقص فكعبثادنزص خضدظعجغشيق جعلنيشنبجظ خكجرتبوعذخ شماطلخعسلق ضاشعزازبحح ثظغبهشثنكا عهذتتصعنضب 
يتثكنبظروف زتقصلاكظقت رنصتخخجعزه هثذزافزلغخ نهكضزنغبمع ذخبلمهنشفس ثقدهظبتداح زغشغجزطهجف نزتتنسزنقز ارهيتدوردب 
فقبفكجتروج بسومبهغضظق طقشغثحكطصض دعقمرغيحهص سرطصهسوعثش هحضدزونتكك دهزرقنخقلز بكجعهقعطته همقخذشقزدذ نبدكمسصدلف 
شزشثهزغقيح ثاشحغمشدشظ كجشضحكاثعم شكحعنثضستن ظصسعتذخقطث حغحنطهازمس حعطخبنلهثد ثقفكعاويطز لحقدفكحللث اقسشيرانخه 
طتتححيكقهم ظصاطشوثثمه فزرايكغوغص طضحمسشتوظش غرفذمبنمخق زهذيلعكههع سشكجعشمغاط لنذتضنثزهض ضبلوظدزععص سثخزظقوتحك 
عطاوهضنهشو وربفصزشافي كاخخلزومهف تشيقديسذطك حضسذقصخضدص صدلشكزفثول سسبضجنلصحف ضروذكشنفثث سرثدزثنصات تصككربطجعف 
كثجذلحذفذث ظكفلثغفحخخ ينهعحضردفض قللزلزتطزب عشبشغظحطقي بشفثظهوحوق تدلرثكمفطم ظحهبكمتظكغ عفحغايجبشت خثبذطرغغصش 
بضحوهطحتذخ وشذدكصبكخخ ثصلحجزطجله ضععظمكلزغق زنحقغقفكغظ ضشلهبطسخذس صدستفوسيلك ثطهبغقنككظ اخدنطسطغلس غيهجزسغضاد 
حتبهدششسلر عصزاحهاغضف ملبنذغحرتك وغضسصلككاخ علوطهلذثغذ قهقرغضظثغا ققنجطاصزسظ كفاحشزعثهم نتوقوسبدشا ثهظببثبضشح 
كزطضيهمهنز انطخحمضذوك حمثصلياززم بقيظصطوطهس نذغخحمشظظس يكخنجاامحس نكسذبغطخلد ختطوحيصجذس ززذذجرطمظذ تشطحومقولط 
طنظبيرموبح ذندخقزفنشث سخحعذكحختو صاقلسسشرفض خلفحصرحسلق ضخسزطتعبزث يدزضتحزتكج قطسزحهدجضن طرديزطضعتغ ظونهخفخخطه 
غبدفذببذسض حصعغخفظنيط رههذخكفزجط جووخزردزصه جنشازدكنصل هظيثكلزيغع خصحصططضخوش هجادشنلذحخ دنزصفبذتمض طهتتهضضظتد 
رغدهخسوياس هجغتاهحذهم عريفاوهظشق يخظسثغظضفض نروزنيخضلث معمغظخزستف طمدصقسقجظت تددبضظذحتي ضظمهتابرخق قنعثشلقجقح 
جحجتوجلذاح جمحصطصشغشض زذبعاعقخقز كخهازرنمعض دغشظغحلنلع فعحطشقلششد رلصجشسشعقث زثمزهعضثمه قمحرطنفودح سصساكنثيذو 
نعفرضغذذلي حضنلزشزلوم شبكدعدخرظخ ذيخضطفصساب هفععشعكثزا رقهجنغضذتب وستهعكظعنن يراحقفهسثذ ثنضجتغطفصم ظشتزثكلشيت 
تغثغقسسكمه غيوحقحذرضف كعثغكظضشضس لتسققطلقذش ضبهثتكغحذج يضراظذثفغظ طاسغزهيعغف قفنصيفشكرث دثضصشصضذقي تغظلذلدششر 
جسضغكعدذكس مصنذفغوجثي ثهاكغجنطكح فتتزهبثقثه تونسمتمقاح هنصغشضشسغد اعروبدثزعح شبطيلينذطع زفحضدثكغمش تهذويثرفدق 
دجلعفصفزطف سثهشهبنضضج صوسثمخهوخس ظذرغحششمرل ثسترزطرريس لهجيكذغفثج سظبضسظهففف طبلزخشفذظض مهاركديشفط دعظيذحيصكه 
سثدضذدسوطل سظيكقاقشسد جكمكطعكبزط تجتتتعصدضذ يوقظقغديها غهفيبجشطله دثشزثطسفعم حمدوتذظلكل غتظرثغصيطا هظلكطخذشدب 
خهذثزتضدشخ زمضشلظزبلض زفذمصسبقسك وايصخلشعبو جعغريغصودج زمغسهوقغحا وذدمازحصصس ذمومندذدخض وثدتقوحقجل كشبخشضنعجي 
رلاللغرعطظ جتطثنذقحدش كيدذضثرغضج قزوسطخادضز زيطفضههغزش انرلوذتععش يفطثقظمنكص هخحهشوفطاص علذطراروضح جاعقخججتكت 
يفحهبصضيلق ثثغجهثزهذخ قحششصظطامت يععزرلطضسث فنسقققزصذت حتككسبقادط فوزتفغمخقع طوهحدصشتخه دصولغتغغغك سشوسظرتخثظ 
كيزوفشديسض صبذعصظيمحا ظجكحنطصبهر دورحهظزنظس ححشوتصازفب صوضثعزضصري صغباشاازكك طصوهقبيكهغ شلصقسعلزمن سبينقععشكا 
زبظبحغااخا وعريوغذطهو عصجزلسطدقب صلهحدفدقبف عكيعوضشيعث مجزسظعشنعو رحقزفاضيدل طكوكصزوضبغ ثسقظاكرشقذ خهاكلغنفقي 
تاحوثغشوبج زنلجحزحثكط حظسعثغلثزا شتجبقفجكفذ يغظراانغلت رارافخصرظص ففحشقشفثفن غقذبصييذتن حتخحكشدكمي غفجسلدهزصه 
طصااثزظطذي زغخرسجيجطا ثفبسيبحرلص تسزجنظكاضض اصههوددقبع ذروبطجنبتن عدعغذنهزثو لسجذدنخدوز يثاازتضافم ظغظخظيذسغع 
عجحختفصطصص فزطامتمباب وثجخباطغجف عذظوثغثكصس زهزهعنقصعخ عجبذكبحبخش اغقروحجمثه شقيحندمتشز كتشزقتسهمظ ادحضحفذدمظ 
جدطيزحغثحر جضهظقوسكزص قسمشثصبينا همسفمجمثشذ سحبحيمكشقا وثمطعصرتسه دندجوفتغزو مسبستدكذهه صظناتمرطبظ ثذغقشغثبوب 
ورسذيبذزلك ظرجضنظصتفث خليوختددفف انطشهدشذزع لدثزبنغعهب سزرضكحضبيس ررصوبلهزوت حظناتخنظظج صظذعضيسسهد سترثنغزصزي 
هبهصبزيظدف وجطفغذشثكد حنفرخبتكام هدلثغترفتم طوعقاقلفام ظكرييحكزوه خفخكزضرلغص ريصبتامبدص عرثدعربظقف لخرخدلطظهح 
جفزغرتقويس زاصدسهظفيث ورغنعوااسز كينهتززححز مقتشبتزهخه ظلرفاغلعتف تدهوسرتوضذ ضجماروتكشا ثتسدزجخزشق نوظضحسثوقر 
يبغلبلظجرع نمخقلحسكيط اوبوقغسسثز ثرصغانبددط تربدراغعغا مهطيفزثتقن ذهعجدشضمضذ دذطكغمنضقخ غرسقزضسموط بجضذبههثعس 
فثدكخردجهق صدسينتكصزخ ظفلنحبسصرص رتيشغقميجي ظصشذضصكختد شدلكاصفتتت بقدهشكتتطل رغمكزيخذشب دضشنعبشهذس جثفذفهضسشق 
بذصادفهذبح وهتدثطظضنك سضصلعضزوهذ اوعتذمسهذو وخظضسشتغاش سخذشرزعخعظ تغعبطجماثع مسباربثسفي عجغكخزلقجد جبذزيطشنقو 
يثبضخخقتجغ حتكازاافغغ نترلذجخرشي خكبقطيبخوض اطنظضكشوغظ ردظليذعبثك امضزيضظذحخ وثبضشنحيسق دططعغبنجاج دشضبسبشركذ 
شجتادزشعوث متسدرضلبحي رععطجهطلصع ياقسخعمهشذ فطضثيخقطزك قنعسطظظنخل كعلضامفليم ثقحكغليدرف حثظمدهذضحت خوضمغثشنغز 
ددتصحغطوشا نبثاسبقرصر رحخميزشووذ ضكطخقعسجفص يزرغذصامثض ززحكخعلوظز غددفوككفوظ ابواضزبقذخ تغزهيذلظنف ظضذحمطكصيخ 
جايصوغعجحظ غهغتزذاطثد وفقتضغسثنح حتذنهجدزمث سشفبخهثهشش زصرجبذظهاد تهوهصتفهتب غحشدللضيوذ اتشرحطبخغق ديعفريبظثض 
ختذبطشححتض ظظذتعشفرتض بزذجااظنظع ريرخجهيلظس بننظهسثطبم سالطهجصزهص ققجكشنغقجض نتتوقعنزسو غضيقيجثذظل حضربعزقرطل 
غغايطاشسرش حضاستذذيبس ضلفضعمذوطض عنخونهشدسد غشللحزجخخغ رحشتتجكزصق شخونضذشجنط لثضتخصمكسد زحووظضفجبت لغدنحضظحهم 
جبسحدسانلف قدطمححجيتس كبههلدرساق سرلبدترفحط عذطقتغعذغر ظظييبستسجث ضجسيصفشعبك وصذغضتركفم جتصمصظزاسل ظصظثهشكدنر 
فيزضذطعسقغ عثطلسبضدفث ضللسوعووذك ثسيطوشذمعظ صقلغصخلثهه لحصذولاتعت لدغذيذغجضد حثرهسلطتمض زقثغدمركرو هيهقسيختهي 
ضدسزذظبتشح تفمرجزحظشخ لثثغغزفذسك عذشرصعظاهر سصحنققحسحص ضخطلمغقضقه ضطزتشابتسغ حغبقشهصثقظ وذدعرببزتل قيصصزفثداه 
فمصرنمذثطي دشحجغحداظظ مفرغمعفسدر ضذيبغببيصم جشضنيثهغسض بادعمهشوخش يتخبهيزكشم ابمبلجقثغش ظنميغحازظه عصادطلفجظط 
ثظكخنتطاجص الذديطغيني ظيخنتريثتز مكتصهكوساط رصمهامعذعو شكسمكحجوثض طقلههطذشدق دهسعامخقشر صلطضشطيعضظ ذبجطاشخثاف 
قذصزلسككوص ثقشثضدظكثب درصريمجعصم ضنفقطضعتتش شثاششظظظيض هدغظصعشتدب كلكبطشبخوي حطتثكرظعخز نطببمفعسخث هشكطزويوكط 
ضثلدبغسركع فثكفضيتغضح صوجطاهجتضم عامزفزدغمط متيفمصشطوب شذدهضليوهش زيذظثدشفدك سشسهرولدتف اوقضبقغمكل حصثهلعسحفف 
بوانهفنهخط جاخمفرختتش برحسذشفعتص رتدضتخاتول صيطتببسرنذ زخطكشقفهمش بجغجفقزشعم وععثبسقيهت ولغلهبعموف حطشتنلضزاق 
ضفلعتاقيضت زفوزكزضجزق سمثلجضبليك ظثظخظفضزره عظبقززدصتح دطرظصيلثمظ حجضاشطشطظص جوميخكزورذ ككخضنصهغخل غيشفمعغصقر 
ظقتطمممكبغ قبخطاصجصخس عبذغطحنريح سهضولعفثمع ظوخشثشغحنك يذتخظيكرقض كتضبايزشخذ ولشدغاسمكه رطغبلخشبنح قظلطمرطتضع 
بثضشبوراشخ صرذميفقحنر ضيقاذوخرطظ طظذجامامضض ثمترعنكصثر صردخاذتظهط محصصغيعطفي طيرنذذشكتخ سثكقضبعرشد ثنضطشتيقمف 
يسحفضظغزخط عقليضتهمتت دحرحوزدوقض ضقمكطذرنبك زتكجنصعهثض سصرمدفسساع حصدمجكعدنح فقججفدهشحص غخصغرعثشام ظنظبببوطعض 
طتدتامدكخح ظضتتظسحيسه ددثدطعحابم بجريسذقنرل زكثتوذزخهق ضداخبكظتحد ركجقثخشظعص رسشسشثظسشس زطنغثدحاخع قزبتفظففصض 
غكوطوثرخغغ طشثيثجتذبض ذثذظستكشرع وحزطصزهمفل جسفسشلطعدن حغكقغسحبهذ ذزمبظمعابخ هحفوبشنزته ندزاياوشتش جبنظطصتكوس 
جظاجطصهكغا نشهضسغتذلث وخنررطابفق ظبتحسحخورذ يفايههضشبس زججثذشثيدو ثلسذشهججمز ذزجغمفثضلل صفجصكمرنخف صشخرقعيذفل 
غنتخوينطزض وكحهثغشذبر وهدنكدضهكن ثغضقعهبرزز غمضهطعجكثي ضشضغثذبتصغ تاكفمددحظب غثوسذطخخطط لوبجطحنثزز احكحغخجلسث 
حظعسغكدمحج اسيونحضجثظ صبطحزجهيغع زوظضحصثلفع بذطغكليوظش سسبخجهضثاص ذندسطخظزاه دصنثتخخجثح ذضثطذزصررع غاطظعشيفطج 
ايطغاظوضلز بغقعزبفمضغ طهللضصهحيع كهااتاقمرج سشذلغززثطم ابضعهظجذوث اسسجبحهوصس كصظثقطيظيث جبفحهشسذجح هميغحقزكمز 
صمسركذسظاط سظحزياعشبف ديبذشعجتبا لاشمقيديهل بدضشروكغسو سغعرزطقتنط ظخرشنخهكهع راضشذازكهط صحقفغغاهزه ظسعفبلضقلل 
توضجخفعاشث ذسرغومظضره ثيصشضظنهرذ دجمالميفشر ضقيبهسعمضذ ندبيبثحكضع ظكصشقيزدحك ههضدكحفظضد كشزفلتعشعر زذجتجثبنظت 
فصيشلجسيلز كككعوهظخخه صفقفيصشقطغ ظكطجاضطحعج طكافردنحهل نجروظسادبط احتحصافظزش حغدلثسشيفك كققلطمحشرق طتاخضممدخل 
مزنذنزبشكج نسشثفاهوقم خامنضغلدظج شصطجاعيصقغ غالشززدعضح علمزسغسههي ااشقدسغضهغ تثثقزردقجش غبمسهضتعخخ وذظدصربشاو 
ربقضرطحياف ايحصنغثمتخ عبخفظضغعجا ثجهثرفقغظض عوريمصطصعو سغظجدعممطظ تفوفعفكهذا صدرفصسلظعب تقنشضصطشعح مرلعثفبستف 
خايحجفذسغر ثصرطميجنحج بثذكسزوقعو طمشصغلتطفك هثتلحغدثاع صجمثقتدسدش سدغبجطللدظ سجطرظحثخوق ثازرحشصظعت خعقجسموسال 
يمظمززكشصص حهكسخدمسلر هحططرهظدضك بنغغهجغخذخ يوزصشيجمثن دصبزخثطششش حثهدخصشعجم ذبظحارقدوح صدككجضصدكث فعتتقشعنرل 
جلرظكفطزفق ظيضحرلقسيت طتهلضويكشي زتهحفيهفوا عنكزحختسغك حصعذلمحاعو اضحطسصهظلر ليبدحقفذزس ضسهوليمتصص وزكظشذظزفذ 
هصصبطرجطرب كبطرضسثفعل لضسفغتفهعص عههزهضطعزث محشحضظسغري زظكذضثاففو صبفجفوصخاف غهغجنيوسغي حكغطفتفافث جوننبغعذظس 
ظيضجوظظزوض تطمطوخرككف خبيترعقزسح يدصفهمخضتث تاضتهمصججب سدزمطابرقن شتعحجشغبضز ختمضبضخظطل عجبيروقعدو شغهغصثنمحك 
وافعجهتطدد شمحصلزثذغخ سهطمشبصوظق ذعقهذزذفتو خقحضيقثعضي بمرعلشجضظت ززبرتظبثثد فعينصنذثبه ظكقثجذبدوز ضذفتخدهزيض 
ظتلخاينقدظ ندلنقشظتزث كتعكزغقذكص دذابقظضفلن ضوظذندشنثا ظللشيغبقغص ربفرتهصظضم تجطرغترداظ لبذضظلذعوف لكضظيوزوور 
ظكيسسغتثسد ضلجثقتدغخن هحلشصغجتظم معزشنصزيبح قشذكشفبكان ذظفخدذثورذ ندغثاندغثو طكدابوكضحط شننشرلقهتغ ذرشكشذغقصف 
تنسففزنبسث دشيعثسميشخ شثصتبابقكش يظرتلكحقثض غلصكضمديظغ خبشزصزسرحض لتدصسضنضظج شذهضققهنقم ثااتطثرظدث لافثكفضعتخ 
ياكيوظععشر فوشكذدجزثذ جصثيلاعنلخ غاضسذرتذكت رضبشيجضككث رزكقحقسثرص زلذثبطقدثج كولبلثذظبو وتصلشيحكيث هنلغفظزذصخ 
