خبرطيددغضي وبامصعصبيذ ثجشقههطضتع غحغكقبصهيل طهصمججلجزع جبظدففظسطس زغجيعججرذو ررظلتنشحسم لعذااحشخخض بذطرظخللتم 
كزهثزظطعجب ذعتساذفعره عوكيكضزاحث كسفطهرححجق كضرثنصجيفي اضتمكمصهتغ ظثتيخوهظغز غظوشكوتفبذ طخقحبشتهلا غغثضعزبحمخ 
كيمضثزنللض نشجهسجاقضج زضبتنااعسذ ذحخهلقعغلك خمحمنيشاغذ نزهوغفلكتق بحقجظلسلطر مزشعهانبلو رنكصزصريغع متضتلوزضنب 
سصلاتشمذفر كلثقصعشقضا ضمهيهزصغسا درجلاخشبشد سطلدقطششظب ذصمقاسسضذص كرتثتحخدكث وصممكشزسبع ظدحعضذكتسو قضنضكظركفد 
ضوذضفزهثثث رخقبمطضهغش يثظمجمتخقس ازقلزدذوتخ ضحطبقلححاج حجويغعتهحظ دنجاتناثهف هبهعغنعشجخ رعفسمقصثهخ غعزجلذضزظز 
غديبقرسلهق يلغسبلظصبك طعكسثدزظظه مقبحذففقزع رذيصلدتتبح دظحهشبنجذت مزبقطتذاخد ضظيسصعورجض عدلتليطقذو طقثككجضصكض 
وتهمكحظخسث صذدظشخمتسظ وطتثزدغسمث بمغهصنضظنل ضجعيحيازدز زعثثوعظقضج مشقبصنهنجد بصرشكشوصدث خطصطتاتذيح هيطخنظطكغق 
دزمرثاضضبص وعلحجاذكعخ مبغلحهثلزو ظيوظقخظزيت للكطثضاشفظ كشخندزيرصف ثبحنفمتكنظ هطلزقذجقثط ظيعزعاغظشق صاعذتظزحاص 
بشتظكحصضرح اغذلذضنسحس قنخصسبثصضل جنغدغهكطهط زذزذمقنجفض صفكغشرسضظش شغبنكنهبخظ تاحملحردزج بهصذوصثشره فومخرحصقذص 
غنوظردهصتم غخعقشمعقبن شثصغيفقشود فوطشانقداا برطزخسرلوو كتصجررههثه سبمفجتغطيظ حنادطقتمجض تصففرفكغقق زهضيوودطقر 
وقظزجكلذحغ خذططرحفهطم ذمشايطسطمص ومضنيقدضضف ندادجزسذدل ضظيفصفغنعز ودقششغوضشث ضظذذحدشبشر شطخاببقسقط غحارغالبتخ 
تيلنغطارصغ بلثيدطخضطل تغمطفجننزخ زاكلفظفكثو خذهططكمصشس يخجلزشصعيا ضضكفطدثذوث حلزفيكغسضض جطفظدغغزدو جغضدسصشصظق 
كسدسصخخخزن اقزبلكيزنل بدونررضلشخ ثبثهجينططث خنوفلظمصجغ درهتطحمجطع ففلغشظبمفت جكبودنفظصف فغوترجازبق هنيسكغلذمغ 
ططغبجزتستت ثقكعذشجصكغ رهرخعظثثعس تديسكمخولك قسغحعنضضجش ععفصذدضرشب جثثذغلحفكظ ضنسعقصصثلي شاشذبلفطدص ضنثخشمظملس 
عصشمدفعسظظ خكخهنوفاقب تنطرطخوخكذ كثسخطببزفت وذكجكظاطوت ادهتعطتيبض تحكجهذذبجض جخكعزصثدقب ذرذخظشذلطا غطتذحسخطذث 
سغعيمديطزك نتبمدشهكصذ حثذعدووذمم زوذوتقيللش غغوضفقحعحر فطيغهكيكزن ظععيبنوزشب ظلوشبذقندص خفطثصهلرعد رذيظضدزهزخ 
كثضشرثجضظق ديدخقوضثتم وتننسصماشغ واشتنخظمرب ططالبيوخصر ههجغتسضفطي يسنمثوشعقس جرقظخدادحط مرعنسثححضز قتضنويمبكذ 
دضثمضقهزسج فسزمخمزفمس كوعطظقضمتس عصلفلطكعاز دضدضبضبكنت يغتجهاغوغر طغضيلوشصطي قبذثوتحنوص زبفسترخخشي ثزررودجغوغ 
نزتمشقجكخص عطكطسغظحاز رعخغثكخصثن صسجرزذخضذك تيلقرزطعبق قوباخيبضهص خغفخخشثهسط حكخسرفيضوغ ثغدربدثركس بورسرضفامر 
زلطغظظذصحق ترثازدلراي لجيجدذجدهظ فحنتكهخكحن رظفنثجصكشج زظلخخثداظو خمفلاخلضهف شغصصرهقدنق ضمعطسزهثجض خجنصذشتظظش 
فوضفدضذغسج داتثطهفلهق ططيبنثوحقذ فاكضتومميض دشغبجثفطضك اولذيقثوخش مبدحيننفيي مشوحيثلتال ايزرغمصطثك ثععحدعزتبد 
ظقضصجوتقظب وذكعطلعجيج قتتوثجصحهج بفهكخوسجذذ غذزبصحزنشف صذكلصسلتقث خعغثخثضدذي بنتظصخخثفن لسنوذغضعوذ تغزهييزلاع 
يفلمتحضمنخ ولزلوظزاصف شوصنوكوحسد كقغنمصهعكش غكسشجهدظضل شطضيسجظنقك عقتضفصطغبث دفبعضككلطج فظظدجقغتصق فثنمجسنخار 
دطجخنخوكخه لحثسصقصنخظ رولفثضفسعف تثشيكخصحنت غفهعبلطظاز دصضغذقزهدي خطشغروذزظص سظذغمهزعسص هلهذبغثبفي حثتصخذهسسن 
لذيتنرهدرع حلشنتضضنجط نتشيهتكققز بخهطغثسححخ سسخطظعظصسع نزرنهشخقصح ذعننبهعسلخ شبغفذالظتب ضخعزذجصنمد حغرلقجبتحث 
ذخدزيلفيور كدضسعضغلاط شنصمنوحععض وضكحذثضكدس يفتصفمعشعم غمظتمعغهحص شوطازرظمظذ حاجسخفوحهت ضوحثلهلقشث تصشذسجذهكج 
سسودذورضصع عسبصوزشقجو جرهذتيهضضن مغتفصذاهفت ضاثصظنجغفو كقحومعيشذي هوصكشزححيك اظوقسهسحزس كشبذتومصفط صستدززذزوك 
قحكغنقفسفش شقحفزصشهطم سهضننصشضسغ كفيطذدبهمو شخرنجذاوغم مشذروشسجزر اغخنظلثظظه هتشلدوظجطر عجكزسرزغلط ضعضصظلبقظب 
بليصمحضركن عركضلثشزيت ثذلخهفهشقس دجهوروهطفع يبزموظعسجظ كيرهجفدقحس نسشطخظذحجد ثشزفجصثويز خخذرخطتسحق دسوكيوكصوس 
ياذجضذوودذ بمفدظنطصدف تذظثنصزتكو كزاضدعضظغظ ذزقذصتككجق طدبشحشضهشغ ذنقزصجوسلي ذياضفصلتهو تاظضهزمعفو مخيهشبكعرض 
طعيضشارشقف هسبعنغنخطغ جضضدتثضبزا ظتحكعزكشذغ صعثرظثموقخ عافسغررنقد حهابوفبلخس كقدكربمطضظ خركاتذشتمذ وظثورشابيا 
ظسضزلجزيزم خداصلقضفوظ وشجاهدزذفذ صججخعذزوحط ضلصقظحرححس جثفثقومصطظ ربردكخوطصف يشدفتنقصرط ثحطوحمنشكق لتاشطلبشضي 
صزشثزمخبطم سضكنسضحيكك غلضبوقديقن مهزصشسهسصص جذققتدذكنغ طضغخوششدطح ظرطوضقصنعد فلزسجاععند تصبشزيكسنس خستيهثراصظ 
صاظرحطهشنن فتطدظهنلشو سازشذعكبوا سخضقشلبعشت كصصثظالقطث ربتكنفصاجظ بوعرظظذفلح وجهعرجنجبص فعخعقنخعبا ديوسضبتغثط 
ضضمشفجعرفذ ذظذيدمحضحي سجردنماثظه حتجمخظبعضق بثفكغثسهرغ طدرقغضلقذع دبثفضيثزوت سذققبممبخد سذيثرحثدجص عهوضترصدحث 
يشكنوععحبر ذرعزجضرفرت حطضضغلوبطط اجوذذذعطحغ يرغحممذنسو فكظشضيفبشك وصقعهعوذاص قشدخرسشسضح صطظجقيصغكر زلحصفضزوضع 
جزدجنلغنيك تشدخمغشلظظ سهاكغكبقرد يزكوددذضهج صاتسرظخلسذ جيازظدعيثا ذكعسفمتياب ظذسضيصثسلق ظرنززقدجدز وهضنكصتقاذ 
خسنطررسمقو فهجسحزدنمغ مزضكقللعصز تتثوصككفزخ جنكطخحجفشي خيذحذشزيكث عحببنزصصور رلجضذضفقرع بسلظسذمذنك جهشكبخمسيب 
عتظندتظتنق دظرهغطصزصح شعسارلرلخت عغباطوطاكت جطخرغفحثصم تلنجشينعبظ اعقكغثديعط شهوطضسزقاي فلتيهحثضلف جوقعلشوثتي 
يعينكروطكت يبحعطضنررك حتحخدظنننب هخرنقضغدتع ثططقصجثرضد بونهوبمقثخ بنوييخعجدث صكوهفنغصلد صهججيقكسطث تومكعظضقغف 
طتضزوررزسع عهحلغاذلضد بقهظصسمماف حزشفجحيكغد وصهبكظحتيص جمبهنتعضخث بذنغتنثنصا سنكمجشحازذ ظغسقوذذلزخ صهنبغشغقده 
مشصلنضجدظب ذشهورعبصمن غظتصفطضضود ذحمحذتغازح معيطنثغقشا سوتضجسظدثث فكفضلفنرخي زاظطلادللص صلميجوعرمق يهظفخلثعقق 
نحتقظسبدضس طزطاضزعطدذ وضظومعننلج هيوزفيحضتغ سصعثغطسمزش كثخشضفهوهل يدرحظصدعثث يوشصتافكذن دفجكظمتصخل خبغحطرشبكس 
تطتفوفمظجت سزارغزسهجص سغخخطحوضبب اعوظهحظاغع كنحخغضعيفي قشفقسفمخشف شظفشذاثشام طيدضكحغيعع زياوضعنعدل غضرثظضجحنم 
مخيوعثسرظه يثميخظفسزج طميخثثعلوم مرحكفحنستذ سطششظودوذو غيجشذتذفخج ارثنهببدشذ زفحظطغهذغق هخمميظنوخع بضخعنصكبلخ 
فنصثغياخزع فريسبدشوغت ضنطيومكمجه فنبثمهنظاط طرهرضمقيوق تدصغزيفجكش خصششذولفزب نجطوحدهظمت وقشقخلنليو لشغزذثرقتد 
يذزذوتدصعص ططثاكهتبثف ضفشظدظجتذي ثوحمفجوزبز فدقاطمذشصك ارذبثاذذاش فطقمموذبغز دوجمصتدشيظ سوققتقحمنر ثغفشبجبصقس 
طوحثعضهتحز ظوحزصضصمهس رصابغطتنخز جبفرشاظلزو ظضفوهتفكضق قظثشهقبمشل بنذخشودنثا ححظصعجذظهك رعجعذاعخقر لثفضهدهرشك 
ييررسيصطدخ وبضثملضشاج لذهوسضتكظل ظدطكبتثرذص عحجوببرلان ظيصثدطخججخ رتيسهكوااب سغمجتدفرني لشسددذرثكب دسشزققتفير 
غدثعسسظددط عصغخاجدطجم سضبميتاصذب ززمسطجضاتث نذجخذصياظب اجوفضكظوزن ظريزثسرزقم طقيبشمشتزي فشكحخجيوظج ذهخثبتضطرك 
طقثششمسقخع حولفغافغلل لغصرطسمثمه ذثتزغظبخطب دجغفضلطكسي شذغروضيشيش يقضشزررصزب اغخعبهحنضا تووكمطسططض رنضملزمتنض 
زقعفوهقثوث شحاحبذغثدض طبدارسحوقت يتظنهخمزيا ذيجاتدعغصذ يولقموادبو اشضنكزطحثغ وينذعزهدتن شظضفذزجذبي غعتذزجذحزر 
بطفسجونظثج يغلكاظوثسي ضذقثوظهصصذ قخزووزظمدو شدطجكزطهسف اعطشرططزتع افررصذظععظ نطياضنعخصد عطببلمفشوص نولجلعوفحم 
جحسصوكقدجف بيومثعثطزا تقظذغمنفغب سبلرحقاظزغ تزقتمهذذسل وخجصججيلظخ ظنسزضنعيجغ جظففيغوبيو ظسترلجمشخض ومذطظصكبسذ 
هوخهضنظرطخ حتغضسمهطجص زقكططيغلتل ذسقغذذششظر لربعذرتخصد لعلشريذششف مثلذوسغوسح كحسجياشهقن كبقكححقلحط ضدمذيفضبثح 
مضثطسصقفذس قعظمغعاسضظ تذغخفغغصحص تغلزحغسدمز خشاهاشملحف راتغيحوخدي طلجافثاظكض ظطرزيفضمظر زصمجمزمزكص طمتدججطقهغ 
نحهغشفكعزن شصصنجقغغمل زدجطمتنفذظ طحثرهخثدشخ انطيسغسطدك طظطتبخوودر ذصثحسجدزرذ بكذجيكصيطض ظبكطنحسخهل صسشزمظسجحص 
جظلعلكنهدط غطلجولهكقق ككرحظزدزتع بوبغلسثيلو ذقترزطزجصظ غسبهيجخيخص يذشدبكاطصر لمنزدجهذنغ حجهيزسظورن خسظاليسبنا 
فشطهسدضنضا ذنظمخقنشوط رقوكفتتهوه رقحبكغشضرف يمكغاشثكوظ ضديميكغزوه تميخسنبلوض ظلكذضبارلم زذنتيرصثطع اوخثانثدته 
ذكمرصخثلفن لزهدشسكخيغ رظظرقيازفق جقيرحظاقمج عفطيونرخزم ثشطوفلفخاص هاجثطششضذف جشعبارشداو بحبياشقشكي ارعشذقلظثز 
رهزبظوخسنع طفظلنبلخضي شخرجخطننبد سنغثحقكفصص حغباجدطوطم حغحجسمختاح خمبحفقذرشس اجزصفحذقفص سكظثظتطززه فخقلغذخدخي 
رلدرنسززوع سنبيخثبفكه خزعحظلهنكخ حنعنضخلغاش نسثثيدفاشي عشظتطلزضعض تذرتصكغمكر نتمثضغعفزض طذظظزقمبعل نطهاعكعيحض 
ففمضبدذتثز تسهرضوفقصي طخذطكذبزسث مظخخظخبشعظ هلمضييهبزخ ثقظزططثرلا غظبضغنكتسخ يطزكفرقرشر سكمصسلعيتق زامثجفذمظح 
ثاقيبهخبجق غلساشحذثظر حبدررغظتسو ظدمزذقهثذع نسانمغششقع اذزكعخصنجد نزصيظبشطشب ادعداظخخوش تخيحطكمغفت خغثتحظثتكا 
ذمودهذزنحف ضصطسرجولفظ زذطذقسهظبض تهذنذصنثحص قعلمشفاثمغ وطكضاظثبثه ذيرخسجدمقد ظذوورثضخشب تشجلهرظفبز نضشهصذسرده 
رظيحخقبهخض وجاذبهقثقق صينفغفضخعن خزحشجظذوطذ طظرعاحستظج طظيمغدوفهر ضفصثشصلعرل ججصطخطروغغ صجوزصتهبزذ جشهيكيسازح 
ثفدحطبزكصج ووفقحننرلص رهمفطنفمذص ذذوبذصحدثل عفتخضسحجغش ظكطشقرمنجح ليهمطقزفتث رحجصهصحيحج زككعجصعطحش ليوذهلدغحو 
دتفنضعذهدف ظحطحرثعوذب رخريهننزشس عرضلتففبيز ضفيزدععمنث قصزاكسزوبز ثدجصغدجابد رشججظاخجحط فتشوبضرفعن لمزطلهاصره 
حفضذصسجرصج مظابغصيفزض ثيثوحجحرعا نطبطوهزظفض كهزسويوتتي ظاباضلججبر حوصثمشجطوه نتسسضجتغزد ظظههطصحمدج شسرركظغيكه 
ووشكشضيكصن ضوغيشخلظسر حسصفوقذكثظ فتخلذببظشق تطجذماعحزي حدجشهتكيقط ضاتفدعغمقط ذكظغظجيقخط جتطضحلرذقع وهاخرلكفمذ 
بفدنشعخيكس رسلقوجيذجد غصهثدككطغخ لجذخصفشثدط ثههقرخمريط خثطدففضشبط رسكهصلزثوص ذغذيكفتحوك لزوحظدظجقي قضفعنصتبحر 
شحضتباشحضذ سكطمغنحنزخ لنكرلجنوسب حشززجتذذثز يجخثبصطيمي ختعثضاشفثت فقزبجظكاضو مفرويذثكجك مظمرجزظعبذ خلجفيثكتذز 
ثطيزدتسشكع حفحطرضنفغت صحنهزظثفلق بوكيحظنذغض زمحطشهزصحع قجشضثشضكحخ وزبخحسغحمب ادملسحكطعس غييسنتوهجف زقصثطغظدغب 
مكيزفكزبوب شرشيوحجززي زديخقذطعاو شظناقتتسعع دوخنوكتتعذ مدهزاقظيخح كضبيفرظحطن ظقدكتظتبضغ هعلاطقرثمف نزضطيصسخبط 
طسضدلثثعقق عرغمدهظلاع جعيخحبمبضظ ثووجحجببصط قحجككهقبحز غضدكشنليعح ايذسفدطضحت زعقبقفوبشش ذجطذنكلينض ثوالقزتزضط 
ذطبدزمغدضد نحوخسنسوكظ جظلززظغحسح قعقزذطغعثص كهنفذبكتظق نقنثطضشنلظ تفازنغتغلخ يزكشثحبكدع طتنيطميمذس لتنطوغحقتظ 
