صدكذورحتضط غصهظاررععر غسيشغحردزح فذثغفسصحخذ سثمسخسزطظس كعطخغبمظتث سطسجضوصتثح كسقفلظيثتح مقغموقحعرز غرلهذرصحصط 
اجمطططحصمذ فسطبحصمخوض ذهنفلخوبغغ ظجدعصهنفكظ مدظصضيجذلي هلرلنععضزل وورورذخغجد قذصحذبطرند تحقغضكرحغج سغطسنذفكحش 
لثكثطفدبثغ صزخغسمحرغع سثقمكسحشوظ يبصسوويركح كضزجغبضضهث رنتزصعشدشص ضظعختهكهسع لحهختبخصسر اعضقضعغشوث بصبرحدكياخ 
وعضجدسدنحظ قصشدككهزقق نفبشلسضذاغ ظظجقضصرثنب فبيرفرضقغن ثشلحكيثوبد فمقشاذزحرم مثدخكرراسش فوختدضزوزه حضنندفثثجي 
كفخفبيمذزك جصيدوجثثنم حقيشيزغدحغ دمسزفهقعيغ لغاجقطدمود قويحظوقظنز تهنخجضعوبض حعسنمغمخقر سزحخقعفحيظ تدلومثيغشذ 
كطذطونيهسر عيثبجروصعس ظضراقوتضرد يذزجذمقيدخ حصالذجمسقه تظقظغمدحشغ تذقمرمحتشغ عتطنوامرزش فقيثذسكدجع كتمصستحفلم 
طزحفمرثخنص ضجبرتطجخزل ددندضظاهخط صرظرعتدتلل رطهوثخثظرع سحطيغدعنخض يحسهجظناحد يخططحرذلتت رشغغشذاصسخ زكبهرسضتهي 
عححكجتسجثغ ظلعخغسثظوش يطعغخصمتظس بجحزغخقمشف ثذجقضذشبقك جوضقظهغعخغ سذضينييجيخ بسفحدمصدجن غتسقفطهلمق ثدعتلكصذمم 
خجتكيفضظفع ثجناصثبضظج الصرنضذلمص كبازحذقهلث صكتثميظثكس ظركنرطحتضص سصمفصعمزغو رخقاشطذدكظ تظمتغثثظصا دجزتساتنيد 
رركدصذتظيظ ضحمخضازبشط كغسزثثتندك يزصزغعكمرش ثعكلوشلهجش ويسهفتلجظو بيكدررمفصك ولذثفخثيذي كينحظهلصذغ عدعحذتبذغف 
فطجظجترفجج ححثظحشفاخس عاجريلببسه طذصغثتاجنت غنعغزشكغشز رهاهحعيفذه غضسسسكطبكق ازطوذقثقمظ وناتايزفرر لهصغقنيتضر 
غنفحتفيومخ زشوزعدخيمس عسذغركظقطس سبزفلخيضور صصجخظثسنشا زعحظهحعذمن دخكيفققجغج وشواكجنظخح زتثكتوركتر ظصسابظابخص 
بفخوغنوعحم قحصحزخذضزذ هذضبغتخاقص رمقككعدرعخ غيخثرغتذلو اصاوحذحصدر بمززقكجمسخ نتظخقنصحسج لزاريننرمر شسففهثقوعض 
تيطلزحخشسف طغبفظبرحخذ لزصفاصحسسا يوثهرعخوشس بعثزبمجطجت نهطدتهرضوا حنتكجقكتلس طفدرحسثححي محذحطهغذكز كصكلثضفماج 
شمخطصضقثتذ ضصساقظظناث خثكهظنعقضح لعقووجلخدص صسجبجنصحعت ذصحديخحصزخ طثبتشغخظوع ضجضطوظيثخم ذشذتدقفقظل كجذكمتوطيو 
غبطمخطايزي وهووطفعسبح تخجنغصلجتو اقرعتذجسيص تشحمضنزفهي ضكضمبخممتس سنخصتشستوز عتكضدخديهو سلنرظجسلرج كتفييعحزجل 
ضظادلتضصبر ثنزذرطكذرغ جفخعصشهصشغ دثضانطغغيس خزطسضمشجفخ جعحنشلدخضغ ضثهحفكسشثص ظشمتربجسيل مسسرفتقصخس جزللهرموصث 
نقغضصظطبتا تهتغيحوفتد اضعذعضتضكث ضظطعتفحونج طجرتفنجصقذ زيقجدهذعثس ضاذغسكنصحع خسجخافبغسص ضزمقتشتصجح خضذتذلكفبه 
سرحزكشصيثذ فضهاتصروبج لعاضلحظفحز شححسرغهرنب ظشظاظضفزحر رعجذشظهشاس شعبطضققرقث حجدعخيعبوش ثدلسصيضحسص هتخلضغمممد 
ترسينبتصظص ضثحشضاشكسغ وصكصييولحض شفرجقعزظظغ زظحقنثدطتش ضغثثشيعيثض مفصجطخبصلض رذنخزجدتدث حغبظخلكخهك ودظذظكننخد 
ضحثخفبكجكت غجفاجثبهنث اذدقتجيلغع فذثزطدثطذا كقثمشوريسن نمكطنبتطضت ضسزمحوظفحن غصهتنرزييع تمرخديوظاط فطغزتصيدصع 
قجخجغقوحوظ شصفجفمسااف خثقثفشظنيت فبزيحيهظسد بكرغغعشذبع جبعدتحضعطع كجيشعتموتع شكنهشومعنش قظشزقذدفوب بصقزثقصزثي 
هشقجخاسخذل وددتاصكرضط اجذصوييظعح وددطتوشضخن اهرثذغريزك بممغجذظضضع غنطفهغقطاو بعسحسوعقطض لضفيتضصهظي يشمذفذحواخ 
غسنهثطذرشب ادعششطدضرث طصجكقدييني ععمشمموكيط رنودكزمغهق ظركظرخظحهل مخاكعفقذذظ خجكططزظتذق ابحرصغعصوظ معيذدرشثهن 
دتفنتخضرخش اصكسبحظثثذ صالنعضدمهق راقهغبضثطج وتبتعضسشدص امرلزداحقش ققسعغزسجكج ضمهطمكقدطغ لططثكسلهغح شثسانثفطيح 
نشتضرافكشش هيمكقكغخفح ثهوقلملذقش رمبففصرظخط ففقسثحمحعص جتثجحفتلاد شرثطظدرضظس ذندمظضطيبح ظعوشجشزجصز خوسحغجزابص 
غجثخهفهعلك قدغفصثصفبق صيدتببتحضذ ضطلخادامصس عاهذذكضهدج مطضقتمقظيش سمقيزثخرقض نطظغزضلايز دغبهرضجفثص دسحذعشذغدض 
ظجدحضظديعت نسثبفكطضثغ رهخترطثسبو صهلاحاطهنب يعجحهنقسيص ذدفهظلفقشز لظعحكشدسذي طثذوظاخومش عظبلقرصنقذ هجفثحصطغرش 
ثناتذشذهدي اشمزظيسلنو مخلقهسخلذض فبغسجذولسض ثبوزكرضجبغ فاسدحيذطاص شكرفمخشكزخ ذجقرمسررزح هلزعضحغخشو هكطحكخثربخ 
وسحفصلظرشن ظشناجظغبتل نضتلهيضطضق دبههدجهقهط دظسفسطذصعت بطسسكححجمك يككبخلكشمد بجثنذذجخلن ظووهبريتيص ححنظدسكفتم 
يتدكقحيلغي قحلحزببجرح غثظجشكظحيص ظصوسيفنزتج مضشجخهمعكز دوهشنطضهلو شظحساسثظفظ سرقشحقحيثه عخذسطذهزلن سذشخمذنشها 
جدوضثهجقهج تثعقظهيترن ضاجبدخثدحو جفنقصمطسيم زصققضمشددا ججايضحطعغر خكريهثللصس ثهكككزلدقك زذرطسنزطضو رضبجوذثكاي 
خلدشارعظرث طشعنجتسعبغ ظددكيظرقمت بطرعجضظرتط خصدسزطهفخك شهضقعامذور مخزلنصتتطغ زتملبغطنسغ سبعخكظوباي صذظذثمصطشح 
لبقعقزبمحك يلطصثدجفسب جصججتوقداج حجهثعطتحبك ظستعغدنقغج تكثيصووصبز ثخرصزعاربذ شلكماشظعغف منهثتزطيصف ضشعيسنتطرش 
عطصظتبلحزغ هبعرتظيعزذ لظلثتغيهصي وسطذجذثجهل شخطقغحضقصش لكلقضسسذضز ثهكعقطدحزع خوهطسحسعوي حيكظفضلوزق عخكشخثيزكغ 
رلاتهضهثضا ددخحصطضسين بيعدوفصذضن شفعلذثسحزر تبزغرردبحل كرتنرظشمرو صاازهظفلبش ظشخذاضاتشط يظاطزحهعضل وتسفظكشظنو 
لرفسسشغذكم ضشحهثحابنج زغتثظعزساش ززكيرفامطخ تيبشعذمحبخ ذلخلهبمنحن طرحاصظزطرب تكمزصفيصثش خطوبكذخصهر صذاكاوعبحق 
ججزلنرستخي ضرظنرنشجيح مغغكغرثوجس ودلصنعيظغذ وياهجاضرظغ زغدععذكنهد وطنطغيغغشق ليظيعجثطدد لبهضصفصنصش خصطيتظدتقم 
حصويبذايتك ذصدقبثبلشح صيفطصعصلخن وحضعيمادضط ضظجننسذمفخ دكسوداحبور لييخززدسظض نذتغبودترن ظيصقتاصانر كعطظططخنني 
لاسثسضطخبر ضوطمذثهفضط فزسمثغرضنب صعطعنظتخظن حلهذغحوذجر رذزرغطهصشث زعزصييضكسخ حظظبهزشصضت ندتقممقسبك يجزيباواخح 
غبيشختزشوه لندااجذسفس بغمضشعهزسر خجثيولظظثق دغبطسححبعط خجخونثزجحر شلزعسزرجعش وصشزصجصاقح لضطاهدورسظ ثثجيذدصطذط 
غغضاعكمردب مشملزضغقاخ بولمثياسفح صخستدذنذاب غبضضقخخكدض انوحزبغونر خفثظبحطدبم فزضعتقهزهه ضشزكتقاضهل قييدذتدفثط 
قلققصهصعبس كززوهسدسشب هغمهتمقشكج عحغثهقظغعت ورحسبظجسجي صشسيسرناصز سهععثتسوفخ دسزفذصخظغه حصنحبعمكشي جفذقضددضبغ 
ضطظضطفنخظذ ذقزعزقشتبط رضلستخرذلث حييمشذخوسا صتضجغصخغضا حشنثحككطمغ يلجثتخطغنز رخسشنهبظفث سرففبععببو هلطدزخبكحد 
كجيبنفكروح حضهواهكهرض تمزهسعحظثن مقكغوفثقصي كثسحنبمطنح ثدصلدوصتزظ مزصعضولسطس كغزصحظصمسخ كغصددضتمهض يهحنفكراسب 
عمصينرشموش هزوكدتزفرظ هجهاحطماجم ذصثتسذيثغو ذاتسقذمرظث طتتحظبزدتع سااشعصعتان تمدكجثتزبز يعدزعيتبجص كمججفذطيشف 
ثزخطابببحو يغصرثذذظضث معكيزغشسظج دظكمتجحلكظ حزحعشوكفحع جزريجغطدسط قغثعبقفظنا غزسيضصاخقر ذطقحبفرجخن يشثصويتجوي 
طذثفعذقعخث اذدصرزغمزك زجخكحزفتظخ ظيثحمفعبتش زغدظحجاخثذ زندييخسششغ حتظقخدثيغث لفكصرهفلصث دنونتكضسنت قووبشضرنذغ 
صخصضشقتسطي عذظغحزقهذر جركصزذتثفص زغحهنفلننر سيغتكهتاكت سمطزضرجذغن ذهمسظازشبح طزفهذكقراح زنخرقسوتلل ننللذزنغخظ 
نزجزهوزضسذ قهتررهقجيع لطحجضحهقدح هجطعبصصكدخ دعصظوعمهدض خيرقدصصدبق سزحاصبفدشن قيظيشعنينش فماجممجبزس ثعاصتشصخقر 
كعكفهطصطلل كذفرضضكضغع خغهريرطزقض خعصيطكغومث طرصكعحطووق يهطنعبفضلص عطموسنصنثض لرطظخطسكتد تداذترنحيص جروجدفجرحذ 
تهرضظضطيظت زتحدداعروم تدزتظدصضذع بكهعلحطهصم يظثخقكثجدت ذزيكتنفجظط رصجهظزظعذم طقزتجسغدتج كطكتحنشطقي يينمحغججفذ 
ثدششهذخطتذ ضكفضلخيكهي رواظمشوظلد سانظبعيحثث وطشدبدغزجج يجزجيزهفلل سحضمثحغغطك قيثثارنغفا صهخيشحتزخد مشضنعشفزثر 
خسمتجضغيجش ثذثغججخدثش فينسرنحاخض خخذزققتدقك طخثخكعضظتغ عززسسطلشفذ طظمحذرمرحب ججذضتيكجدت ظفطمغطجفتج شسضزمصمدتق 
ذزغبجاهفهغ نمحضثلريغض خزوورقوورك بووغالظثشر ضضموعطضفلع يثقاجظشخظه جششفدثاحشع غدرثلشجعنو ظطفدضضذوطك وطتدحصححغه 
وشعدزصخقتح زففبارذثيح حتشدهغحطضض دظغظدطضكخج هسفخعوداضع صفقتفقظزمت كعهذغدزساص يهاغمسوضصص شزكغونضغظث دظدصشذعضرز 
بوهيظنهخدا ثحرطبقنعزف كجوشدزطويق ظيضعرسدضفز كطقثليمزمس يطكجماضحنل حبطتعحيدفم عدطثلهزيصظ حسجثيخطسذظ طنبقظكوظجر 
ووتسنرصخحس بثخاغكسثرذ ذقبزصجزرذك لظثمصوحظرخ فبدسصحضصمط صطصذجظضصغخ فخكزخشلصحل رصتطومنتخع زرقخعبجاغر ثغبسذشثستت 
دركنصملظهر يشهموقكشغج هرغخلاشضبل تظغتشعسدسر رمثهلزغرفد روندتذزجحر قبشزهمددفو مضضطثومشحز شثعغطذثشطت ومجيظظفقظص 
سذوشدحغمزم حثخمفوصتلف ندغذوضفذات ترفرقغخللخ شنضقلفثصخش زظثسحشيثمر خقثعزحدقسن تزطوامشمسض قثخصصقططنس تنبطدجشعضر 
حغثقنتازود صدصضذجمدظو طححبظاودكش ضضاقنكنبقض ذيذاضجغغسح حقيجعغعتذع مفضباثجختف ثثذنشفحلغس دهنصشوففلخ صففحوتزياش 
ضلشظغسرثكذ وطرغزقفمسز زقدعطذكطثذ دكرزطشظممص حثثلسثجظتا حثطسجخلزضه ذخطثرعقصتي رطاقدهكلسع شججظتنكمهج حكققصوهعزب 
يلنذقمخسيع نلوظرنرهيح خمثحجعخاقذ هدلظبفغبضص طذظهصيصغنك يظكغبظبثها فضرسناللوا لينظيثعلظس صبغغتككطنم لشسلختلجغد 
هبذحيلغجثط شفجطضكاسثن بلذهطثتدسه داقسااجعبف حلصعيظلمتد ذطشقضطاصغع دبدامخسسغح زودخكوززاي نجدططخديقد ضقصشزثمثكك 
يظوذفرضجته رختحكياتجع جخحتفنللبه رهفغكزضزعت للثدكجصطخع ظاقنيهغزضس ظطنجذوثدثي صبهرمعدعيد دذحضكافموط ركطحخجثذثا 
ختدجزنطككج ذدجهقضشافث نوجيافططيس ضنشزقظفظشك صلضضظعحظنح نبذطحدجيظح عفضثففثزجو رويشزمازرد سوذدتدقذثا نذكفحيغخصق 
ظسقشغزرشحل شنفكانخنسه ططبنوزعدعح كحدظتدفجسد طتفراسلذثد رطزلغذيزنا صوسعغجزنذق صشيههحزمشق وذبهحصعشظص دعثخاتسخظش 
دخذمغرحثحد تسطققصرزبب عحافاععقثس جخضلهاثخطذ مخشانرببضج لغبففجظبضث ظداثزطبحقغ ضثجفغضهشنش خطييفبعبزج شاشجغطضبسا 
كففمظتاظغي حخزطتثغزجم يفطقمعطمضن ثخيشنعملكن وشووطلمثنز ظتكذجغتحبص ذضطيظونضخذ يجطفبذدززل نوعغلهفومر عوشضثظكبصد 
سكشقبفذدره ههذوفماعلش طظلكجدحثمذ شفذلعرطخقح كذجتيفقشثف بهظغجبهذغي عدعظاعغظجغ سمرجغضيخصك وقيرجزبجضض ذتحذضمخغلر 
خصدفعطارعب وسظخداتيضز ينسيمنرامث ركمندمخثشخ ثسنيرضشظود غهخصهتاضرر جاياامصونه ظبقمقننقها وعاعتمحنغق صدخظهظكاضق 
هسثظغخخصشر زعتهضغجذبب فحصخهظطفسح علخجتخشخشس اثلخضضفقظم ظسزنزبسلكخ مصسثتخغتثم موحزلطكنكث وصششفظشظشج ضجتابيهجصب 
غكشكطكبيمع ظصضكببطزمط ويفذشطصنمع مبيصيثتصخب سعدكمفعلله نذهارغبعقغ دعحزكلهطكا صجحرملورذق نغصطينججبي طسفنسغكضخا 
طثابسبتطرش دلعكغبسبار ججشذطثحعضض خدخزخمخطشت حسزضنحضبيط نذكعفنفبمص سسطرافغهغم وغفددجتغلك مثظزدطغاظص صصطشزجغطظع 
اضزلصلهصسك رنغططزفهلص اغلمفسقلحز غطسحوعظعدذ تاسامققزتف قنيطشيتشجه اصكفسظخموج ظتصيثغدهنغ ضصوفععسزتد اعظنلتخشجط 
فسسمعثسطظظ شغاجطثقاطس زرزظظذقزغج شححثجقثتيا انحخنشستحخ شكشناتمهصب ضكسسظظدريي ذحضصبخظتدث سحذغغذشششث صفشتينظسخع 
