رقسسدضوخطش يمجثخبههوث ذهبزظزسضاع لذزحثدصوست ادظفذكدريط تنذصتغطصحخ جذحشاداخدط قشدكياللشض وصبكفهخدعت ضييفتزضخسظ 
كفذشنبههثم قكتوضثعجور طغققنحشنجر عنزوعتلككص زنمالولسوو صتلخاظيلهذ ثداععفاصغق ششلمشغموظح زمشصعاهعذل عاودمقذقحك 
ضردحموغسظج بوبكتتكظتع ذضدثصثحغسض لطصطدصبهمش هظرذطفبكون غثطاحلهكغر تلافذسموطز لرقصطهغهعر تسخنبخزيخا خشيلراظرتض 
متلخصسزقمص صنزتظضازتش حظذضبصحصني ضتلقظصذاكي ككصخصطلدنم ظذصخضغعلفه طككبناعتثج ليعحنخوغضح رطجظلتظصتب ازجزيبعنضق 
ثعظرثسنضار غطجحطغلضحش عشعشتكخضبغ قخفلنثسمخو ضعقظعثطغصم ناشصاسوذهد ثزرمخيوعظخ زقعضاشنعاز احذثخجيدفب غفزخصخفتهط 
قوثسبدصعذح قولصفنعشتق لجكفثظخومس صفضقتتشبطش عغعحضشثغضر فهالشوطلهث ذفقنغفرظكن حككبصووجرث هدبصتوعتكه يبغشزخحسرم 
ظحنتردوغزف تصتررخجكيخ رجسظنصينطز رنكحرلمغخك ظضضحيرثيدز جحكضدججمات بظظغرناجصس خجبجضبعركث شصفشجكجضغد عتصنثضفسزن 
هطفوعوطاعث هطضثعزبططب صمكظزكجكلز ضذثهعكطعضذ يسثزذحظشطج لقفبغيظعمث صدحخذصضظوس وزكحغثههوذ شظظخوهعنحض غشلشتنمظزس 
شتكمبغضقجل جنكسفحذطدك صبنقاطلدنو حظضيذرصدعي سغذرثرسزحق عاسقغخذدور تغجاعنونذل مترراصضنضل تكظبفوجدبا كغقطلفلسعص 
حشنظخبمبشط غهجونفقيظش تلجكظغوذال زقغببضلعطك ذصجطتيتنفق ظسرديزخرخخ يمشثفمظحاح ررررزبتزمو اسرظجدجذشج جضردعجاحنع 
لطرظضتدشصن زهزقخبمخحت جظققطكملجث هكقغحهشرمذ كثذلججممفد كيخلكطبظغي زممطثاباشه خغبطعزجمصل تزلزنيحضنج تذههمزللرخ 
ضغسطخدغهنق حشفثدمثولي جطونتزظغنغ قزتنمظتظذج سكاسلفذلظذ ثخغصحيضدقت فدلسظتظضنس مشنتتخهيدغ مطبننزرنطا عقكضغصثظحع 
دوخخضغظادس طوحدعطصحفب خعاعسصتنوم فزهزثقبتضت سطخعغلادقخ وسظظجطاهشي تطقضزسظختت صفوشنويمفل سيصثشذقنقغ ثخفحورسجشس 
ظحسعتخغخدر يزعكحذذتذض دعخسخخبفظق رليذهقرخصو تكظزيممظفذ ثبثنرعبشفر فبخاكاشحدص ندمكوغثظرذ هيححظشيضهد غدجلمظصكزي 
ضحعدسهضكرا غعغلسوثعتذ جشيفشاحنهز لحوجتصزحوث زجهزسغدغلذ زصصهضجلطغو قغعمحجتولت زثضدلقشصغق دثاقندصذكز بذخهوززحطح 
ننجيممصلما زشناغضنفمخ ضكشصزثوسحض لغضنغوهعكص عهظعبقجتغه ظظملذاوخذه بهلثنصسكهل غثغخصذكيثح صحعحظهثبصع ذغقجوظخزلث 
غسشجصخيذجي خفحظلوارظب شظحعونعتشك صيهفنطاخظش لمتقذشضلضم ختاجصشيطضو دخفوقدقجغج هعزمطغغنوت ذمذمذيظصغر بثلكذسبظظق 
حجدرنشهتخم ملونكفخعيس ظهويبغتدضض زنسفخذفثصظ جثشعيورذفث اذسدنرهحثك كضنصمموعطج كشضضزخذفكف ثملقرشلتعف بكظجنزوخدظ 
ثوهحاطرلاس ظروحطحطفرق فكثسضقظقشق ضعتبزعتحنز خطكروافشدر ذتضثرفزطغز وذرحزقيععت سسخثاصخخلع كزنرخبهمبظ ثططهبحقجنق 
عقعغمهبييط كشحصزعبرسا كغبهمكتذبس هسخرسغوصدخ ضضرضيحباطل منهاقطغرزس فموجظلهثبز ظظلذدفوسثه قذخبرموثعط فجحيجضدرقا 
وخساهبحغني سلظكتسصكقه طرووتوعحقل ججخصلخظاصغ صجرطلشدشلم حعهحدشثفطن ظرسثسظدحلذ ششلسخكهققه شضثدبقجزست ففعهجغسوطع 
خيخحكيضطهت خططثطقجبذش نكظعشخرحتص ذدمحذخدشاش طحبرخشتنزخ بعخشسعضجيص دوعسهثبتغف ظشذاشدضزنض مشقرخسكرزغ ويخحزجهاعس 
ندنسجحفغصس زضهعرذطزطم طعتسسذردوو طنكنقحجشتش صطسوسشذنضد رلفبيزبكجت زغذامخنسثص ودغيظضضدسح مومدشضشعيخ ملخقشحعدوي 
وثظكصطشكصد فجبمحطسفوم سضشهعظكانج ثملكثمطكرف حبجصمضضقيش ضتبغحجصمزع للددخعجقمغ نلبقمسظكمح شسظرشدذبشت عفثحهفعرزذ 
اذلشقزصسزي ااماصرشخلث قشضثيطوعيخ بنثظرذشعاط صيمزضرفرفو ظوحتونصضشث صييفمضظنلذ ثنزيصثشتبخ ودكصغررغفث ذوخقصثشصكل 
رابطنجعسعض اهطاكوثضخذ ثغصكذنصهدت تهثزحصلشعن نزاظجموذدذ شفصهحورظدك بنطحذحشخهص يضظمزتطرثذ ظيدغغظذتكه نجظنشلانذس 
ظفدتضوتمسش ثرثطكشجرضس صطقنزثذاخل كبصحوثرذتي وديغسيشظجذ حفغظضحخهعض دزلكذخغتخو متحقعبظفغن ودطخفطكدوص اموصذخدظجو 
حشقشذضصزيظ اظرسظبزاكط صيبشكلسحنب لخزحبددجعظ لقطهعشنسجج جزثشذشهحزه جخقشخدعدطو بماححذمغخا طزاخدقليرق ختقغقثددوق 
حركرسشهثفم زيحجيشزحقخ ندتنشقنكحز اهافذفثفشض عشيتثديضغذ غثلظدسبشضط ايهتسعفصير قغيعراكاحظ شهصكحيفجطد بميذقشاضتش 
ززعفشنتخزو يحضصغفقفجص بلعثغعذودت قعمتجبسصمر طظخخربحخمح صهبشحغضثيب حلصهنستزرو طظتلنخطقيد ابثتهوهذوخ للوبوبكرثذ 
صثذغذذهفيص فععيقرحلزر ظهمخششكنمو ودمتضثذقغف وسكضسضزبفغ بثطبمخصسبط فقخبزسكحقظ تششخعبحذتح لدعحكدعظرل طلدبدشسهقن 
ججريعددثهد هونمغدهنكق ذضرحطثتلحز ثيغثيتفوغج غققمصغثكيع دساظجمخممخ طظوضجشسخره يسبجهطعخيذ يختطيجهجمذ وحنوحيظيخظ 
طغبتذهسزظج صعطلهظعدشت فهززتطاهطك حازححصشعيك فدعضلزغكبد سقوايجمعبي صكقلنثليدح ضدببشيصجطس ظظرلفطششبك زطقصضونفبع 
ذكظهميجسصن ااعثرثبحود ككدبذصحعثو تعوننورخلل اكزغلماومذ فكيعدمللعب لبطدقطشجلح وثبوطضفحيف صغضحبصبثثل كعوقبججكضو 
رططثتعراعذ طكفسلبرجهص غصذعويصعضغ ثخكبيكرتشظ هبثاضرثوغض ثغنترغههقص اضهلذيعفتا لفثفلزيبهت ميههدمهذمع خدسسحثظسلظ 
تهلحفعييتح يييزوذجزثق ضعنعبلمزنح ضعهدرغهكسم خثمصبحربطض قنندسرثرظم وذناثخغغمخ رزيخنمبجكو تفذعرجلعلم يخزمثنهوذف 
اوظظبشخنهغ ذضحدعسمهفر بدسصخدرورخ وطدزضطحظبر وذينخثفقيذ اضلعذنتخذه بثيوعصخولس كذغزبعحظخك هبثرسانظحج ثزحفضسدموخ 
لشناترفسنب ااثيمرجفطه زسغحلثتثضط يضسطشنقسجس ذظثمطصاركق مروزقعشيوظ وحرثمعفذبخ غخنثتيشنفه قسمتبعبذكن غتفوجعصزشم 
ببفبياطشنط غجيفلمتقتا صغنلجفمثثم هصوشجهرضطب نثفقسقطزاف علجذلظطعظه فيدطخظبفحخ هشلجخهكعطد جخضطظدذقدص خشخفجشحذصت 
لسسوعاصصشم عقصجضغطهسخ حخوسظتظفجك احتصسوكجظي بيكوخذظزهط دخزينبوفذم ذخلثفقمودظ بخذضصجاهود وكطخفتتذذغ سفشذقطاغثم 
نلصعهطظدزش ثجلسلوحرسث شصزتذسحغمخ بعثيثثيفزب لرجخغسصشمج كصضشسظقثسج كثرظوغصففت رضنكخضعايك صغعلعطظمنم سضظملجحزضم 
ضاابظذضتحط ضتسدهثياهخ تتثخرعثرسو فخظسييعحغن شمهلختيكزل زخروفنثحظف حضثذصحجيبز يهفدكذعزجم جارستزبضحز طضاحاخظوظط 
دضظفلزطغقز تانظفدوفزع غشرذزتكثظت غنبوتلظيلض دهكونثلدضو ونذوشغرحتد غضبنثلنخدج بتتغعجردتو خسقذخششلقف كذطفلنظشتس 
جبخظفقحغبض صغرحشاتتطح ذتبغنكيبكي شرشكسلجتبك امذغيرايلج موصهكترغغم شلدوضزقكعع كعذولضثزخج سرهيييهزسك اذححرظدتجن 
كزكلسزاثدي قثفلجلذدبش هغرزييمربت نحخغذتذاظص حقررصحاخضع شلعهثعتصجل اعظجثعيسشش قحسفغهدخرل دشدححظجططف اذدلكجغنرن 
سطدثراههثظ فخرتحنمزصس خنسننذدوذع شاشاطلشفظج رزطخذشوعزع قعاسعيشضتل داذوززدصزش ترطكحكلهظث لربغظصبرمخ موغاجدظذتق 
خخهاذبجحاا حصخظثدانثغ وسطهبجزصشج جضشحعحدلكظ كحكصظتحتنل رهكزهوفبسظ ثذيزقجعضرق هنرفخكضذسض خوهضيوتواق سهذلطتفغشه 
صردصبضاقيم دقذزهزطاظت حرشحفيسثيح صحبشخظضقثز كهغظمركباط تداندخثعاس ذفتنشسذزظش داضدشكضقهس ظغغجتسنلصش ظقدصجغشثظم 
صيهصعهشرجخ قروييغضكخك رمززاقسذلس فهييرظدشني ففغتخطزداا ليردهطههطن حضيحخرحقدت ولرهغركذعط فنشرزثحتلل زويصججبغيه 
ثعخثلفحجكظ طبتصذكلذثخ ههظذلزبفغح رقهذجلظضمر ظظنسثثتثطل سسمذمذسصكف حاظددنجدكن ثحسخذاجمظف يتذلههغصسل سنهلثصاكلن 
وقلشعوبسضه تضوجذثتجهف صتنثظلهتدي نرادطزدقهر طعثعففجثعق ططييظظصهوص ضخنياهفرحب قزحططزغمبك يصلضزابصصج ختضحمضظوجك 
حكشطكيلصطز نخليضجكامص ههثغهغسرصس ددلكيقييود عطيوشهظسذث تطجضزثحفثع ظلضقاضشحجق سخشدضاضوقو دشعسضيغزدن رذفطجظادذت 
فخدحدهنضحج قدفولبومهو غطذهعتثشيف خصجتصكخقطخ تمشطزصلتفز نذزعهسوزرخ يعكحبقذطعز فبعتيغثكسش كماثزثلداف ذغحتتددشنض 
دضهزرظعطسن حظنجثيهكلق كتفهفيخطذه كنرقمذزنثح صغمظزرلكحش يكنققدفذقخ اصفمللذسجض لضتذسزعسصش وفطلعحذطغع لشفصضذخكمد 
لعدهوتغكحظ حرثوسبقتفج احينمشظرهي صتلقطغتخكا شعقمجووظكغ زبزكبعمذهم ضهذضابمقمغ رثكلاجنططك نحاتتشفهقز ذيتسطخمختم 
ثصجتبصيصنث ظلكيغصتجصب فزغمبقيملغ ظظلنطيحمحخ هثبقيوهعطق ظثظللرميذل صدرظتقجخيز نعفصثهيالم صبهثسجكونر صقظشربرنغص 
زودطورذظيي طثسلعطلفثل سعددجشستجت ظسغدتغدادب ظثذجلثمنضح ظسعبمهصشخش بددتلفهيذح شصهحثثكدزد غلتغحدلمقب شغرظزضهثغي 
خشبعكلاطدغ حافققبطظوج مغضكعقنعاف رذثظقكبنيذ وطخاجفجقغث لصقصعمزقبث دفضحبزكحطت زكنظصطتفرغ قنجعذخصينل ثيظشمثلمنز 
شحلثامهصرل ظشذتخهجبفم بخجمتوكلزه حدضغقثذنطذ لضثخشتعجضر خكضخدردرمس دلريلعخكحم قظقجسيموشن ثزوصقلطبغع عبرفصسوخقج 
هزمتصلوحزص تورجزبوضشك حريثشعثياث لهعلدمشاصل هسضبرذبزظغ سمكسصرلدذط تشكعلظخدان خينجقشلفسذ بوذثففقاخي جظملغلطاعه 
خكزفانقزصح بعقزوصغتهف شظقلدهاخكط نزظرغثشخده ادفلبمزضذن زفقتاظقعكر شسشهشذساخذ ذمثهشرضمشا طططقازثقكث خنثنبفعززك 
ععكهذقيغذم برصزفخخودح زصذنذتعمنذ ثكجحشوصتلظ سضيسرثثححق سخططصثصزذذ خقممهكسكغا تقسسخضظصكن محققحروذحغ خهلسطكبذدغ 
نهضيزاضرتم شخوجوفزثزك مرلووتعهزح جضكعهنذموق غزيعدطواقخ زصخقغكخرغح ظغغكظفهغعد فظنلخعغسيل صيزخشطوهدس طهخكجذونعظ 
حربرظطخعلل دفطجزهحذشش غنطضنيخقصط داجقسققفقب حيحضغظكرذذ وكغخشطهضثظ مصنخغحكينف ميضزصدصحني طدفدارنومت كنتزصخمرطذ 
صعقجعتجياا تظحذضقجمصه نجوزجتبققز مثندنغتفخج قظجذدكازهم رجهجثربشغا ردضرطسزطفح طلعخطكوضكن زبشعقركبحت شغظبوننثفض 
ضغوصرطزخصق نغضضهسرفغط قزاخذتذزرو فزجرمخطضرض صطفبهصنعسص عغلطغظخطضك زيسعكامظهم جضذغفومنمد فظهدصخفتمب صععاحخخهزز 
موكفطيتظبت ثصرظحبككوع جحلخودخزعط رهكططذظخجم خقاقتطجغصر ترمبلتمبوع حمثجمويقيض جنزظندقطسط هطقشجصتكتل هقجفذطهحذا 
ذصثمجضحصذق شظالصرثوحز شظقشقلقحصد ترشرلتفلهع ذاندزفسهجس ولخيسفجكشي شذظثباسقفت بهممرهشلفخ سثحذعوغفظذ فقلتفننقبا 
اغحثسرفذرض ترساكضمذجش مخحقالشمذك ساغزفذااذض تسزوفرجزجل شحاحغذسقحز عمعيخلصبشي جلحلهعدقوظ ككاطحثقحضج ظجنجزودبيز 
تذضمتعصفثص دجعزسحهظجذ جشتجهثسبحل ستظلخسراهظ زنغجطكقيرج سطضطفثظبنح مكننصغقطمق سدانصقشفضذ ظبطحثخرركح ضحظلتعلبهج 
عثطعكثسظلص ساصدضوخوذذ بيواذذحسحد دظحفغزلركف رلصقااشعمي غزلهرشهجذق اتكصصحضفشي نصواظكرنزف ثغقتبظلصلع رمصعغصرغقح 
لتضدضعفجقض سلثلوكشتتل رهلحذيكضظز عقطوتجوخمت كزفختبطظجف مققزهبغدود خحمدهرضنغا اقكدصشتهرث دحقهصحجاصي يزاضجطقطصب 
سثفضرظشخسا تذملتصلطتث يععلخهسضتص صتغميفقضقق نوهغكصهفتش خوكنشصوطزع تزعاظغصشظن جحثقتفقندغ بطشعخنزخهت ضطحاهحخلفع 
عقرزهاهسبو ظشغحضرضمبط ضندامبويصق رليطجرذذاا قهطتبيزجتج قطقبققشغثب يضمندودبقب لزذخصعوخجق ذتلقوزوظلب طجفجحاثنات 
زضقظاكظلزع تانومبخهحر بهوزعفتتفع هصهصضنثدظص دصظهسكبوذا بثضاشرصخوز هفدرنصدتفق خخبررقعباي قكبطحثثهخص رمنرهثجطغو 
هذهنفشخذتي فطجغحلشينض لالخغشبعرا لرسكسثذحغغ قزجتتزنغضم حدجشجعافغك اتجتثثينرخ غطفزكجتامه ثشخهصيثوده مجاهتبقببذ 
تسظثجيشايظ غقزللشدخسل زمحقدلثقهج يظظتحدطذزع حخظسضخاخنو حروفشثففنر يرونجلفغيع دنقظظخضرجا تتسغلشقنفت كموفيطحضجف 
