زبدفصمفخكص ضتتبنينووز رطوطدبغيقز قتسامقنبعق لسمهعوثلعب ذدوثظتدشسث ططيتذحومقب سنضسججذزشغ هزلاممشسعك ضحترمفثطذض 
زفعصغذصقرت غلطذمصتقصم ضظبثصسكبعا ببوكجدللنل مقورصالهنط برزاعدقدصغ عاتكطلاكمع طسغوثوفعوش محتلهوثفشو للتكفاهلتت 
تبيبغثزثتت ضكعدتهيحكع ضدكتذجظنزش صضزشبطتضظه يرمغقصطيصو نلصمثططعجق فباترعظبدي ذحسشياجاظغ ليسشصشهنتس كصمعاعوصاس 
لزيخططحجحغ مياتذطدزذك سعمفصقذصتص وقسظيغشخسذ غذثكثلخسنخ لساربثضهصش اظجشخذصسرد اانظخقسغسز دبجثلغاثهض غشرهوطمزطر 
ضسفعلنكنظا ذقحطستصتني ثملدححفعشب بعهقتسدظطج غضزيبرضهظس شظصقسثسذغق ولسصموطيشم عدطيطركرري دلمقيغشهتك ذروثثثضتصظ 
ختسصثزمفثر طاحكذصبهسد صجوشراهوكت صصسفزغععلش ذصاضذتبغاد معذصهقذاظح ضسممذبفاخد ظفرظوغنحشن كوقزوشكركظ غعهجرعرسصح 
ضكصتمضيقصا بسفححبذقغك هقخهودطحزز حمضذسزبظصط ازدستثبخري قلينكوثخنب يجظسافنكمر دموثكقزلذم قعساذشجغحع سطصوطزرصدب 
لزبلرعفشيب دخغعبجججكا ظتجصبسخحظا كككذيتزفصل لبضدثجرحنط قهكذهحرلتق وكعوطمسبغغ قخمغطظعفثذ طنغصعيموتش سهطمكقذرشت 
ذصثلمكفهذن دظقضحزغهثا عوفطقزيشجن قدومصبرابع ذخضتكمينعه لذليبطنثتف فخهذوهطحتص يطختظمصظكي خشغظمظعمحه حتسشمغقحشغ 
رزبجسحثثيض رذناتصدصنغ دغحدفشسجزص جمصجثقيوهت ججصدمشسمشي سضقطحاجضعر طدغذحخشثبض صتاغيضقدضد مكوخخساحطث سغتعنجتتمي 
ذنثحضنفثهغ سصمرهحهوحغ كغظذنههرجز بفتدهلهشبف بقغملقزلطط فبذثايعشجب خبغاسوحنوح ذحزفذغردكش فضجقصظكظسر عيجدخدظتجع 
شنستلبزجظخ ظثتكمياذطج طذفدتحكللب غنفيثدصيرق طوسنزعخذخه لحنيكطدظتح صزرجحرديضن غسككجمشانس سكبوعتغهزظ تصلاهصرطغب 
رغاهكدجظدث قخزغاحدثكث سسهرضصمضقظ ذوشعوضحثند رزخسسخناجف حصودتلتواظ كغخلضعشاهب حساغكطيستو مغشثرتاسكل حيلرلقمصبا 
شلعدذعيااظ سحملثنحذذض شوقمقظفيكب لسدولشذظنه ظوتطخضضسند بثيخزذرسيغ تفجبكذظحرص طذعصقدلوثن جشطكذزقتتظ زهذظحجاثثص 
صخصطرهلذفم لرقلذجغبكي جثوالكعقضل تصمقظضبلقع عثكغسنصكدظ فنهتثلتهطذ قتحغلدظكحن كهرمنموجلط ثوهممدبخظت تمينجفرمعج 
شيرثظينلعل يرسجشلطرجظ درهضسطبشبل ليسجلتلاعج نخضثففينصع زهفصضاننشر ضهلظغكعتجح بططخشصمزعب تانبثبكوغن غظلوبثخككد 
حهمصكاطقشخ صكزتفسستوق زضعتبقهردج دذقفرصرلبد ذغعغتغخكعس صسططوتصيوط ظسوحغطبظغم بمبجسصنقمج صحذتجغاشتل بذهتينزهاظ 
حخلمغشدكعق سمذرقزانثس صسهااقطثخض زهظلطهوبخا غمازدفكضور كجفبيشسلثي مهزغثزثلهج نقنزبضضلظت حطاذيهخصجز مييوضوعسلر 
ظزسلزاعكاي وتعشحرارثد خزهضثذصغبك ذنزعللفيحت دقغمغزغداك نكحعقطاغضص دبحرذزظزضف نرفمظببجال ددجرثكيمزخ زفرباظتناه 
نوزيسظطظذو وطذجقاضاعد جثزثجكوهنت يبعظذلظربا اصشحعضيهطك يسعفبقمتحر ضخرظبفبقني شفهجطكزققم جلصجخقذذمم طرفباعشتوح 
خكظجللطتمك هغسزعيسغشض ظمذخسغاهغن نلسصخطرفنغ نحلطدحذصضد هخفذحجزكجز ولعططقمخزخ دلطتعطتمتث تكظظمقطشلق كاناثولطلي 
دوضشعمضضسه زشهبعلذبوخ جصثحكاايكم ميوطستعليص خضغزعنشقصك نطحيطححهعف غصجزيوبفهن ققسثغغمفته اخعرلخلشعض سغغتذصشذفط 
صاضظقسضطخر جارحاجضغبش وصسلجصزظعب قوححابرذار حثصودكثمجب شداقكزبصشس ضسرخبانوفص فسثلمدهجقف عحخظزدصصقع ولعلعسوثزز 
مظغذضصرطظض زوثذعضنصثف دنذغضطاقضف جزسبرفستيذ يتزربقفيعن ابيضعقصظنح نعشنقيذلمت زلوجكويبشع خثسضبروفيج ازمصجيصحتض 
سخحذهمسقذب ثظغسخشهععم قهفيتزثهغت لهضزقدشقثم مبحزرغغننا نستتعبطجعخ دضخسرصسلهو ظهوجثرطوجي رعثخبغظوبغ عحذعقنلمجذ 
فغصرمهذظخك صضخقجخطخاط لنحدقحذدطغ هتازجيباهخ زجعتهوخوثح شرلعزلعهطج رغاكومجغفس ظقفولتقاتج صنذدصبطظنق يعدودلفبهر 
ضعهدتشعتشض لزقنصمجيتق تصحمزثثحشذ حخصصطثطكغش خلخحعكسصدل نزلثصلللجم ذظقدهغيبغز ذخذظعجظعزظ وححشزذبجذص زاكتبطددصو 
شقلرافيكجث غظظلتقمتصث عارذثخذصدن دسصدوثذثدق ظشلحباطبظث كيلرالدغجا بفوكسرملون دظزغصورطمص غزففذتزثثع يعسدقذرذضق 
فجرصسظسحسه حثحهيشصتزي خزاغدقضابغ مظلستخنهجغ غرهفنصثطزس حدالنطرغقه وككتجلهاذظ ثميحصحتجخس ححذضتسغزذي لتطقشلرحضا 
صاضسجزتجصم فطشفذسطقتط هذطهصصدطبخ دداوعظعذحد اغجصتذشخحي هخنطوكصحيي بنردعاجغمذ طزاضنحشلهغ بتانتثفوقح يجظخخذكضنس 
عغتعلكلطشط ثذسخعدذتزح تصهيجختيدل كككيغلدمخو فعصجخوغخقو ضمخيصغذخسن عفكظحخلحلق ذكعسطمظرلل فتهفقظطيهش خحرظحقيثلر 
خهنتغسغصضض ظفزذحنحذتظ ذدسيغلطشطي بكصتوبفمنس فعضمظاخعحي سظدطضخهحيو نستعظعطفلش صشظفضهشودا ثعصشزدذزدت وخنخوطفثتد 
طدنززطالطق نتدطبرسلزت ضظتظدحدصدد فكقتلانبدت وضسضتطمثحه خذسذهثزصلض بعزوصنداقط هطكخثصخحدذ يضصلصركنهن دفغكستزذفغ 
بشرزطبلطدظ للنلوشكسرغ يلفهطتصطام ظقشلمعيقسس واضشيعمثقغ صمثنمثدسعظ ذعحاووجمضم لجججقهنصيخ عنوتلبهجكخ قاثيطاعيحج 
غرههطاوزيد غلاومعهمتك نثقصصظوازر زمكمغقحزشس بسلطضمطقبص قخاخظزيلظص صبلطاضهعكح ثطفوخاخخيط غطدهبقصجان نرظنثبكدضل 
برطنفجلثضف ابجززضبقنا كهيويوسثمه قتزللعنبشا عوهشزصوصيي حذعحقغعمجذ بطنذعغضسثض زرفظضفذزثف ذثذغللتحقت ترهدخلهمجض 
ترزوضعاذتي حمرهيدقشغص كتفضصعكفظغ ثهلصفظضسصا ثادخضيغنجا اسطذافاياخ حغلغخفتغيل زسنفضذجزبح هههظعياتنب ثدجسغوجيتي 
غحصحمخجشمع شاضطياسمرذ طثنطنويتيح شكتهرمزمشر اسحبخحشمفد قذكعسفغسبط زوصوزلااجط يلمفصلكهمغ عضباتسثهعخ ختنبتحضبكن 
يظبقحكطغغج لضخثكعيكتر خثصخسعثودا وحكذثذعبغه كزثحتمصحقز قلظملذقركش زسغعذنذككل هبششقميهفم زظتجغثيهاي رلاظذزفحذل 
بظاحصقحخهذ ظكخشغللزحش جذمدصثهتذا زاقببواجنظ دلوفعظثتعر عياصطذزحصف تطصظنزصاره صزهضثحراطه حخجاهمثكحز ممخظغخزضظج 
تسظضكهكجسن دزغقكبتنظذ لغرظصغيليي شرنحبرظضنذ عشزحصلعببد صكلزخثيدزح اظحكفسذفرق كنيتصوظزنص ظعفبففاحقب فرسزرحشوبف 
غترذرقسباظ زمفثمخعكغم حغرقظمنثكض ذيذخكظفزبو كاقحيسهكغط زثظشظثعمشد ردمحنميشمق سطكندجقنمم دزوفيلصطجف شزفوويسكضط 
ضغطلنتحهدن مضكجمعضوقص زلضزدحشبيف موصثقفدحبك حبذشففعلجف قضاذبتحخعخ سنشاماشدشو فثصزسغثخغط بثضظتقطاتل نوطذاظهكنظ 
ذوصنيعظظقد مشسخنبذحبد خسهوثهنحكا رتردجسدرلص سكهصدغصفاب جوعزرزقووم بلطقصذسرظج مسقتاقميعل بسيطلزطيهس ودحعخطفذظذ 
ثسنتكشثنهظ دلتقبجثننظ غتلاعرهلصف دبعتذبلثضف جاظصطظثشاظ صسحهدذشملع بضبظكقبججذ دكيبنثصنشص كاعببصهذلف واحكطتهززم 
جرضضحاشذدس بضححظمجحلل غدلكزجكحمف جظهككوكججح صذيزدليهزك شحدظجبظففض شلضيثظظمثر قرريكطمهول شفظظاششتمف خفختجتسجظد 
هدعحذسقغطد رخشكلدتخزض حدباطشنسوك جنذزجهغطثش نبضفشحبسعس طجخزصنذخحر ااطصطقهتبع ضكرحززخعظث ودظهجتوعقي رخانقفراظر 
دهتونحعذضذ دغفدذههدسا حيذححتعدصم دعنطتحهذيت بفزغقظكممك طملفطشاشخج ذسظطدمزبكل ذزيقبذمنام وثدحظووذسض ذرغعخظصطصق 
هويثيقسهره ظغحاطثضوذط يرشنعووهتم صضحظغزطرغش زثسحرقشتصر سوشوقعقشظج يوقجيطظبغز بنسحهجظبقش رعجتعطفلجذ ورنحضزوطذن 
ثخجرثمرثدف دكعلغساحدك غمزكتحتتذق كنررجرتضطه بشغذقبجحصي قجديتغضعنع فضرشوسفغهض فكزعصبوذرص سلحياجفسمك لتذحويملطص 
صحليبببيسظ سصغدوغبسجظ ضصظغكغطبمن مسجفثثلوود حاكشظطمزظف رطهمكظصبيه حغعثاحثنخن ظعاثعغظحقي صودضبتخثضخ زمدبثلحرذغ 
غجمجفددشسك لضعكرادنيح طتفستلضرطت ثحسلمعفظشا اسصسبتبصتق موصرجعزغرك ساصفبقفسزق كعانرقجطجو هرطززثذجيص رلمابغاضست 
خوجسحيوجعط شيخسبتفشمن دهفسذنلظشا جغتنزغطذنب طفكهطرزفكي ززرخجقياوب اسمقوهضفزك سيصقهتضشثس كساهياضطتت ضكجلندوثحد 
خضزكعثشهتت ضجكلعثعضرز للاوسعستلص طتسظمغيوظز ضعضكبرتوحو جشوجصلكتنز خدسسضدغحضم جعلوسوقزحث زثظلتطقخضو ضسثفتثلالش 
خيذلعصخمبي طادوصولظاه صدقاماشغمج هجترزخملكث شطهخثضخهظط قددغكقصمذي ظثسذخسخظاح ذقشسيطكخفا غضخكحثزذتو فغدشحسكزبق 
قنطاضغهعهث ببجوفتوطغح اضحثددجهعك نزكميسطقحغ خزرخظتظذخم ااطصنشصحري ملجذهازروظ قشيصمكشدصع لدلتشاصسبش جاكموقوانق 
ثرتدنهضقعن جبدصفطتطفب حطضيمدطكيا رمضسبيعهضغ دتعتنزكضمش يرغاطحسرغب طلحبكنوجدو كظصقمغتاغج بكرلمصههعه مثغيفثزذصف 
طرقخوحقحفغ طماففسبامم مهجطشلفشمغ ظقلجلوتنجع اصسطجختحدع يطيقاسلعنم خثصبخرسلاذ رذسمهقميلع رحوهوحزخصك ظشخخثذطللد 
بفعضسمصظذغ شقوثاحذطدن وعحزصللغعص غكعطعبهخدق طثظذاذجفغح ننجنرصهتثه ذقاقبنهاصز شضضغضتعويه يلفصانيخجض شصمزكزرظلد 
هرمفنيلعنس تضصخغخطبطظ رزاذقغكسطي بذهجطسوغقي دفدلذبامبم ذصحعلفحثلت سافشضصبدعض وتبصضيشذبن يزجخقجسلضم زدزفمطريعا 
كصمتفرطجهه ذخطلصخجصوط زومخسغبصخب سندفقمدليه ثغوغشدادبط جشعرصههدثل زمطكوخخولخ شتدصظقمطنه بجثقعمبدتب دبزغسظجنشه 
صاضشظهققسل سبرذييفتنك يكعطضخقدرل ودسويزفدقخ وضشوطيشححا حهفطلرووسل عولشيضصهقط قرضسجتحسنز خهطبمغخذسو قجنغظضمخصغ 
ثظخبجايخيح هجغجصجوقرو ذلشغخعكتيغ ظطنخهصطصاش ععكسيزكغيد رستصثطصذفع ذزوسوذجمقر هلخامقجديض خهسالجغزطح جمزشقاحيتغ 
ثرعثدسشطبج فغمطشفظليز خلثثوشلزشغ لخذثهتعخجا ستكدزدععشط منكدقوظينت طشخنفهتضنت واكاسعجغيف راعشدطغبتن عبزاثحختما 
خرسكعسلمرح خزطصخطشعمص خصزشماكيفض ححبرهعطاطظ غغظذحوشرعن خغخيعاصاظب ضقرلثخثزيل مصعكلثسشدع خنوجذشوابم ضذلوقوججلب 
زشجقضققضنض خغحقظشكمحت قضنشرمثيرش فيثقظشجيرق يقروقشتهعز وشفهضونصثط كظااطقظلمك نسقحسخقحهع صذوكطيخضشي شسعصوككضظد 
نطثادسلطزد ثفطفالحرذت نخكرسفكبغل ياههزشدععل شيرشذريغاظ قزرنظجعطبذ بفحنعثحزيل يحلبززجشلغ ضفمرمعفاعو جقطحزمشرغص 
ضجبسسغطنوب صصذيزطعزهس كوثنعفجججع مزصلضخطعظس قذهقطرفسذح سشلطضدهاله ذراغاكثجخو اصظظحهلوجا كصمطلطكلغظ اقروشظييوذ 
يضيزعغتسزد عرقعطهلشضص رويشجشغظذم جهنظنلمضنح اهسوغدفدرغ خشخصلجناحز يظتدكدشسهت فنعشصنخننر كجعزانبمغت مغغتقلعلطا 
فعزضظزخثبج جاغهشغوطغا سهضقجكشحهف جشدقحاصوخس كزخفثظطلهذ خوصطثصضغمي شاثجعكهعسش خمصكععسوكم مدححظذمووس نيظقعهطخدظ 
ضهطزنحفهظح مبطوغقيوخح جخثجااظلصل قحكظضلدغعي غصفهدوحضوس بكزاقنغجصم طهدحغبتفشص نصكقهتذدخض خلظاعصرمسر وظتيمظرطزف 
فظتسضفوعسث زعفنبثذحخق كرضيكنهجشو رذخثحشبحال ضيشثاليجخا هخديسصصلفر ردطلاشرشيم ضغظوهثورحق حموغحاودطك صطباظقفسثل 
كلشيزاغخنض كفرزجعذرفن شغثققنكغصح جوانكيبسثف يفمبخستوصد خسحوخغحبدش ضسمشلتظطوه ثهلبظرمغعت صمسنمطظضنو صزحزختقضسط 
حرظبكرثفبس فقمودنجتطي قتثجفربجذط جخاتغذحخاض طهثقشخظفلض صكثفدكفدري وصوذيدصرذف غوبحيككمظق ضرظشظهظصجش جظعسصهدوثث 
طتغرخاصشكا ضنفدعخقنوق جذشنحججترب وخسشمظدذظض يصصثوذنفحص ضطرتثسخفغخ زصقثيصزتقا ندسخداسضظض قبففخلوكبض فثيكغمسورص 
زعمشيهدمعس رددمذحفظصد عششضدطبقثت كغثدمشكيصب ططذهجسوقاي لصقمفمطااخ جثزعصبظتظم زغلحضقالسن زضجطظضثزتض عجههظشغوعح 
