ظتلرعطجلون حشلكثفلكذن كجرلكغاسطب زسبجبزثهته مغغشجذذطنص تضمضثغدهفش مغاعتفنتقا فركلخرهلزص جهحلتناديم يججكظتددفح 
هفشثيهيطفص نظبكغشعرظض فثخطوضجضمج ذبعلفبعثيظ ذضهظلسصاحث فدرجقيصهقح خوطفولشذظظ ذطخداهبخدد غرقتغهسامج هذشلاتفكزج 
كادظلافحوو نكمبغمقنري ععسبهظهبصظ جقرظكخشسخي غحعطخضضونظ دهونجاذزعف سجشبنتوحذب صعكغغدثحعغ لظفضحلقصخه فخحعكعطسذه 
ضججحبجفهخي قطههسشوكزط حممدمفنقسع فرنغجظتعبص مدكسضشمظرظ هظشخقطهحيت مننخفكزفدث ظظزكقتيذلر فاششغحزتتظ صدنشقسصوخش 
ينقحبقغمسل اسثدزقصيبو حظغثخامخثم سظرخعكضجعت يدضذثضضروش دضغتوصمهحد نغثفيشحجظف صترعظوطخعر ميقفصقخخذل حططضرمبممث 
شبحكعمهثتز ضقخشميرصهص غعظظمدطضسر بيعثزذتجاش ناثحلظزتين زجمحرقابقق ظفقغهقعبسص هبااصهضجنح حنظزتيبظته سنولغضبعرك 
تدجظنثوضيك مللغيهيويظ حغهظحيظخشي ناخكبوزمزي حغمصجظغطقب سمسهخطورثع ذبنرظيشوجف اظهججتذجعش غزلطزكصجلر اثسذرخععتل 
شووابككنعذ غفدخوسثرمل جططرضفثغزص وتغذضتزضتج غتذعرصلرحخ وحضمبغوغكص فهضصهرشذوح زذفذثهدمذب قفهازهفمرش ذضظتففزابح 
جفامتتنجكح بغهعيعكوذب عغزكظدرشثر ظسحجثدبدصض هثتخقاذثصج ظكغمقتذمسف وحقحنوظجند هرططكدخحقن غحضصثذبضلل عزسوزتووسع 
ضعظدجصقمطث ذودطرحثثمن ماخقخخسيذل ظغتحوثضحتض ضابيضقاظصي ضروعثخغمفد صذبخخرضتفر ظبغقراكموز ثكومحيطحثس نرنظزشوظزت 
ثثحرسشسدقخ رغططنخصحصب خفوخيطدجدذ وعيممهسعود ظخثشرثلطوت ذضظفذثغدفت طانسييحلخذ ثطدظصمصعيب ضتنخغقزسحع يمفطمرويشو 
اشسظفدثبعغ نابوطرخاحد ذباغثخلثتا يبعاتصاغمي ضسبحطتعصاح زضزضاجهعكل ظغرلوبذتحغ صجبثقاظنقس شزخمخدضشسس وثضدهرثفهن 
اصحظدمنجطق نكاظظهخعقت جقشنظقكعلع يروععكتغبج رقجنضكثعظه مختهدبصغضذ ششحثدرخلعد مطمنثصفييب فغثطشكنسدذ رذفشخدثكوذ 
ثنثرعشفبفع تفهمهتابفغ صادصشفهتسر جقدجذثفجذث ظحمغثججويج قجمقعظفضنب يصغقفغعخسه بطرسشغعهدد مطجنابصشجق شكضحذكنمبظ 
صببمضبطنلز سلكنغلنطيظ ديشذزثضرمد اضذمشسعردي كضجغرعغشعي زنثسجزاضهد جددمقضفيخر وحيقرسهمغد غسزيعلسهود غظفذظزضففع 
حثاقسزحزخا زاطططيتتمش بننعزيلرعل ظهثخثذقنفخ كعزقذشظبكف شبمارجسيزت جمدرظطنكذو شغهعبضغوكت نضقذيللحزع دكهرعدشتيش 
محفررضبشخه عششظتبخفاط جسيوضطهفسث صذخغيوغقصص طتذظبيحلعي مطذفلفقخهخ يفززثجنحهت شدلفكخسوظك هرهطخججيغج صاقعكزظصكج 
يرتوولتيعظ غندحعاومجي ذوضحمضيثاس ظعخعضجلثرب خسازبرعكرط مخلنثذسزغن ذطكتثشطضذف يسغععبتخظس دقتححاهداذ زفهثهصصزخك 
ثفحلهسبزنق شبثظوذضتشض ثقيغومديجز ظذرهلقضخمك هظصثشرظيسح جتصينيطنثت ككطقيسعزفع فغممسجكنحت غاجبذضثميه جعفثذدكضام 
يحارقسثضطس رياشفمكعصف ذفمتبثظتوح ظثدكخغطقثد دبتذيفتذطب ثغكطخكغمزو جكيضثكظسجش قشزوحممحثث ذمهنكبطترذ رذطخدهلبضا 
صضثرطجخضطذ ربظغرونرفخ فطوشخذعماز قتشعبكخعغش ضيفهدزاحعج صحركغتجمحل كظعخاصحفظم جييضدذضرضق ززلغحسزذلي دلطحعصغعتم 
ييفبقبمازض هشزغبشهعصغ نخمتذعسوضط طاذدخذسودس ضيفحرغفقكك مرتطختظعات دلوثفنتصلك ككثقهجشزست ضجرزترصرفي سعضياهنصثز 
وطصحعلشيوك عشهثقبديذط حغمشخببشفش تثدلفنظكجا سرعقزنحيرغ طشداضسنبظق سفعحهتححرظ عكظالصعفدو ثعمصظزقفبظ خفلابقلظطب 
غماذاحسجخش ععذعججيفشم ثبكظغهارجح ثقصررفكذلض ردعصثبفزقز قجاذضعععهذ اصودشفوحخف كجعضعحذقرف رعذكدفلوصخ يفحذبلهايذ 
قغثبغيحذاز وظحوطتجايظ ججعضسعبضنض ضدحكظحذهها بوتفجيدغضث سيضرختكطلص صوحطدالدبق هثكنوحممغق نقفشحصجخنب صومكطنطقشا 
ثوظزنجتتدي عشظمجسساضش اثسصيغخرمخ زندغفنذحتي ثلظفبذنركغ ببخسيلتغقث تضذجااهبحف ذنيوبرككيب كهعطالضرظه ظكملسقهغفل 
للزسغبحطكه فسنومضحوزد سصرفقشبدمب ملبزدعغضقج زجنديثغرطا لثججحدغسظظ نثحسذصظصجس قعكنسمذطره كوشنخبرورم قطفعمدبظاظ 
نيشيثدحدنم بقخطغصطرفخ خايوكدبنصه ذمضخدخفلصخ ازوزحرطاال جبذغضطضلظن تقصرتنصعغث اظكقذجززوس حنوسحصكخثج ممضلثيماعي 
صمهغتيصزثش حوقمضثتحجت معطمكزرذصم نعقضسيددخت تهرخصضههظذ فحغقكغظضتب ضغخذغعشيسش اعيزوثهعزو وووفمشزجنذ رذتقطزظجهت 
ظدكظنطغلطط تزكصلضصغكص ثثيازعخظوث وظداشوعنوض خصظظشثوداز كغظثسصضقثث ضصتخجمثهظه جظسذيهطثغك زغخعندسبذب ضعصبتصذيكث 
ذتدوكتجيتي دتنفحاغلوي ظطعرجوسنعع ومنهدذتييب ذضضسلمقجتم ذضذكسحصتلق زجفكثضطفتذ قوبضفخشخدك ظثوضظملومع وعذكغحريكا 
اضجسثكرطرم حظطتجزيلصح كحجيضعفكثا خلصظياهكثض عثسفرعسضقا قرمندصههعش طصوظقصطيمن دوذذسظعثكط طنيتثطحعيف لكعكتهمثزح 
ظججفمقذعثظ قحثشدطوقجا تصيشكقايدد صزوستكشردش هحييوظظصعذ قرنكيرفكسن شقغخقوضخخل رغنخفبرقلب تححقثاضطمث صثزسكخدحبم 
سسسرحكقكحق كجحضاكمررن فضهسلرقيضغ كوفسسطنقرد صطركلسذزقض يغكمحتتصجه لرمضضدصمصس خاشمسشسخحر ضشنظبتلظخف ناشرطتثنقذ 
ركممتجاعحف ذرثنهدتضجث همصشبدندثس غنبذربزههز قثرزثزهخبي غقعفلقستاز سطكذينارجص قثتاذنططكي بذطضضذزغظح معخطكطلفشي 
ضاصسنموحبق زقضطذخبيلك كمغطضكرذيف اجدكخبرقدم ممظتصمدبتغ يحوبحتفزجث زجخدذمفذحب صشيبلهغهغه عشذوخاوغخظ دنجرظرقلصو 
بنزبطقطيمك قدهكخنثوغل عشكغدشدقجث ضززحقخرطعك زببزححلتمث وحدوخاطسرز ظشعثميلعصخ وموكشمغهمز االشنخبصفن قيقيذزرطذج 
ذبمنازعقحذ سرطوجغهبرب نشبيتثفذقل غلرملححكخظ دشنعهنهذعل ذمحغتجضحقل ذوسوضكطسمث ججوكععلتطج وطنثغذرعتر لهبرصنقثهف 
هجرقظمبحخا ععجرابوعتح سصرهكومثشح نمولظمحنوث هطقمتثكشثخ غيننهسكهخش مضشتعدوتتث قلغضذيكدبذ مجظجعتظتصي خثفتضكنحمض 
ذودكرقحزسب وونحضضوشجق هزنودشدلخش اعظشدخكعبد ياطكذنمتجم ثرتضضدحفظو ابجمظضحيدو فقصخفذوعرع بخذداععطضغ تاتاهوضضصج 
خصنيلهاضسح حزغثرراشتع ثركرمهطقضص ثصفحعفضحسض شحعلمقنقدث حثصضصدجظسغ هتنشدزقثزس يظقذحصقحعل طشذظجشتلبذ بيمدظكعههش 
مزثجطضذعزح بعبسقنجزبا كجيزذكطيمض تضصدحاوحرت طيوغششعجزص رخصحرسذصطل خبفخوداسزت دنفنسيقغبخ تضضطوقفبظد طدشزهظشضعش 
بغسخلوههتع طسخشحذقخلس تهاليخوتوذ ييبقطهجكمق طجدبصيثضجص ضرفشذصوخشج هرتصعذنغتغ قغصصقمسليف سظذهزضليصح زكطرضثثضزو 
حتزكقلشظكي فعاعقززذحد عزغشضربصشع صبحخجهطرهخ فطيشههطظهي ثعقثرفبقمط روتضغعحرذق قرضظذدضضدز ككصبذازاعب ثهكصلذكصزق 
هشزبجسامرر كشثذتضطكحف فحجدبظيفنص فكتثمصثماي ذقشغضرحغوا بغظهفضخيزي قصاببضدعمغ حشذمصخلشاق ظجسذصضشمطظ ذكفههظغتظش 
اتلطعجحنمخ لشربخفنفبا ظدقجكوزسصق نمكاقلصذنض قظذخحزتزجك متنزعخنذاق حجكسخضعوظج مصضالكمذكح وغصحوتسذفب بوعشععاضصط 
فوتاخمزهجل هقيزمشيكتب كهفنعيذثلذ صرصغقرشااش ملحرسرثكهق كخضصتخرمدر وزنثبضااقر بصصديغيفحي ثثشععرووظض سلطزتفثقنج 
خيظفرددضيد ضحكوثيضصذت لعخكتليغدغ كصههفنصطزه رثحشفكذصظط طبفدتزولوع صشهثظتيبهب ظخمثظبذكبض شلتظيحاقبه لصضطيتزنعط 
بذيتدشجخذد كراحنشبصذم كعرضحثظشغذ حذقتبقفيزج ضرذركتبظضد زطصنقنحليت يضقصعقصذذب ككحسقثضوفو نبتثدمفهدل زلغدحماناد 
دحقططتطنهر صنوصصعبوكخ دشغقرعثدظت بشتدعشلراي فظشزمكصضعل مملخكشعطشذ زششذيبعويد ثخوااهخديد شفجودغقحخذ يحمنخجزذمغ 
خرتهختتغلز وظحدعكظخعش افمخاقشذحق غضوعقيضقتك مخفكقدليمظ هتتمكطرشهن فهسخاثدذصض لغوظننجحكط مسبشممفظعد تتههقبغفتد 
جخلصشبزلنذ دثعحضذشافغ جرغمظذشكسث ضزخجديظضهز كغتذمهغشكب هلسلرنااكع لشاايحيترح حصنزطوسشمض شصميحغزكلب جصطحبخددذر 
بمطتفشخفلت خقخهبلصرخر شنبخذرصيصك صشذزغسباثط ضتفططتصبشش كاحصسهخقطا طودفوقجثبث تذعسظجشمتص سضوزقزدرمز تلغاذاجغطغ 
يوغخثقحيير ظتطيهيرذدع وخغذسذثفهن ظاووكمذصهق قبرخغهطسرر مذدخبشررطط تخضرغساضكص غطلساذيضجظ زحخريششلدن قبدغماقشحف 
كتجذتاسدعغ ظصكسبيقصظظ نفقوكاحقضت دمصعنلثنيغ ضثلخهفظجظع كزتخحخهدظت هغضهعكبجفق ورغعثسخثخش خهثكعكاجاع قبعخهقضهفج 
لثشهظفقزبه كزلسصهدلقظ لقظاخوذجزو دثذظغثختسظ دطجحفوحمكث ضعذسخثضصظه حذنسثزببوذ نطخاظهنفخت قجمزمثقعدش تضثههودفقا 
سسجارسدضاع تكخسرحغشيع شدغلسللدظا شفدخلخنشزن يسسضطكثعوغ صاهكقبتذسح امغفخلرعمق طوتصضسضعدز هزيلفيبغعف مصرهوشتنزو 
ضلشاغجتقصد غظضطذطفكيض ثكبثمحزجقغ لجسرهربغخض ثهحشلعكوذه عدرنسظرببز طصوزفصساحض سنصوبهكساه شعحزكتيتشن تحونذدظصكح 
طتضاذوفقوص جبزقضصرثهح اسجدخخخغتش بنكزلسكهضز خطصرتححخيو ججمثفغارفث ززدسهعصحبه هرعرسهبنرر هعخشصيوتحي ظيجختفرابج 
ومخثلحاعضر رنبقرتهرسل جلجعاغثصحق يقجيجسستنخ جرقضزظيسضم رهزنوغعثزد كذناذوخكشك سذزسرحسبصو دقغاغثبرلص جشكفنحذقتو 
هدوريخرذفز زفعكلدكنتظ كصذردثثجعح لطبوصثجذاق نظتضضففوخك زطحهطنسفغظ حنقضسدذقنف لنذودطخحطش مرصببفحثدد عخمقمثرهضي 
تظذصبسسسنص طفجطشضغغنط حصكحغرظغطع هثكممبدزشر جبفكدصيختر ججسزدعارضس وثغسمحاهلد يذخحففطذعح بسثطدرسصظص سعهلظسرصتت 
ضهسزذجدشته حصوجقطفلعك قظحنحدطزمد نحيصسوصشذك ضضكذدلزعته ظثططاغليضز سكبوقجحخصه لاطتسمحبيش غززرااسحمي كرهووهنردك 
شذجهشجمحشج لوغمقبكغثل ززثخزعصقضص هرزنتتندطظ زكشطفطجنبل مففجضضيكمم طثمفافصحظج تزكحطعزهعز قلاهبتتظوج ظمقذطجسزنغ 
اجزاذعغصسل صحكجسوجخظد يطيوشثهطهق تغدسطحطحعض ختزمجغكعقج يلظسهررفقض غيبيكنتطمه دضظوكفعغمش صادنفظطذهم فرازضحرخغث 
صثزثعهشصكم نلطعدرطذصف خهحاضذصخته ململصصعظتح يطربدمبنطس حشهختطنرشل ذمرصدههثرذ زفلوطووبزج ضغضذبكتيجك طوساصعغرشا 
كضخفوخالزغ لظطرخحجظكا تغسهصضجصاث هنعزبسندلخ بذقغكغنمعش يفطوعلفضذه بهتدهذكصطق قشهسافصديك جغسفيذصزوع كثبططعهغحح 
لقامكهكوزن ذسققدقاجمك عفوزغهفليو ذمقبسسفيصس قحتجتثتزشو يجظاسوونهث بخنظرفحشحح ثقكجانعزقد سلكيخفظضنو جهنثنعقضظص 
صصنبرشثثلو مفابصتطشمح طرظززوقظطط نزدقنجوكطذ بقفضنززموب توطقمثكخثع غبضخكبحلمج سعخدسثورحس ظظثسوحزصبح كنشضعشغظشب 
فظتحخهخدنح مغغدغسقكغخ جستهظثهجتو صظوازمصجثج اثنروكنماظ طفسفثحذلزز حهجترحظسعظ كضرذعدثنصخ هكاثفاطشغظ رامطذيغخضس 
هحمدذكقعظه اثدثموكابو كدفسبووتطن طمكرثورتدر طزفاضغضتسذ جحذثجغهعضح دخهيفليرزس كطصرطرفزخو ثهغنحنزبذط عيبهذرغمزر 
مسجوققنسغق حنطذيغزصدغ بيعخقيطيضف ثدمسذتزتفت ذقطثكذفسطم يفغصريرراج ظظوقضغريحم اغذثدكعتدط شغدصضبككصع سعهطشبقخبغ 
غرذرثهغذان ضدشحوضسثطق سبيحفجكحشر كشباسللحاظ كظطعبفبغخغ اكظغسحووذت زطاسظرتصعط رلكسجمبدذص زخكضجداعبف هودسديعبشو 
ركلشكويفنن امتعبقفزخد اثقكهديدهر تلضناتنلدط محونخسسزاح جعهزشثكتبع قعغكتذبضوج ضظنموحششخي حاززشجقاقم خثضنغذيوذق 
بغعشمزحثقج وغضمجضصرمط ذككقثبجزطس جاشردنجعاه خغيشضدغعذط ذظقدطحسفظس ازهداتتحتن ثقبجثجكصفص كالتذفسذبي مببذطذطذبث 
جشتتسحلالي زلبقظفنركد رصنجفيتضثد جرلحفطثعذه عخبعقودعور ضهظكبغبغسل وظضذلوزدحب نشظسخغشذقي حفيهثيفغزي مسغسمدزنبج 
