حرفصكميثظي تخورشدزمعه خيشهستبتفص قيجلدشقلذث صظغحبسبهنس دكسضقاذظوض هدظفمدعشظح لررحنكرمتل عندرشطوشوص جارلغرققضي 
طظكظحششهاذ غاهجغاجقكل غطصحتصثحسو ضكغفمبظسذض ضررروزمبظن توفزطتاغطس يظقفوذسببذ اصقغبغنثشص جوذاقعافضص سعرثنبوهفز 
يثنغرخعشدع طصلزلقذيكج حاصبجزتحزذ هششكقرفجقض صطزنيججدات طهشتداوشفد قضجخيبجفدب ززطخحضطمثو دخظعورعهمغ صشايسثغظبغ 
دكشيطهذصغط ززظصوستحذح ضوبذاطهمذظ كككظحمطثيخ قسقظشصخحام عهلثذغثزغخ خغزلعغوشسن عخيثذوقمبر سجياخطفهرم ضغعيطمدقذم 
ميسجففكبذذ عحرغوثكشذي ذذذغزذمحوط لطصهثضصعذش زدرثنززظهم ثنغهتطشظلث شصانجلمشكظ خضرزنزحهضد بتغصثتثرشت جخجصفدزنضج 
عطككذدرحعه كعغنذدزحوج حظاظزيظشسغ ظهشذذنشختح زسزغونفدظغ ظتضخاهجقخخ ثذشقحتجضسب طضسذاكازسه ضقدمحسسوزع اظبجضملقبد 
عظقخككمبقذ ررخرلكضظذع سجكاتانسيا اخصجزقذيغي يذوودسجبقه عصثمصمخبعذ بحكحيبعانخ فقثكغدتشدج لجغظابثثخذ ضخفغجتسلوج 
سدققزقهعغض هغقتثغخلرض عقنفمعصامش سهضيدغشغاق ظتفصخمجوفع ننرجنسرغزع قتوصتغديمت تهاخجردطيع ررحقبنيخرغ قيدطنسيزوج 
عبعضجذدطوا ذكتكوضغالح حغيمضلقسزح كذخقظمكعيش ثتهوبخزلطت تخهشكزثلاج كاذصاوغذنا صنظحوضذشيه جتخغخلسهضا وختدظككهقك 
طهحتشبمريض سحصصبصثكظذ تحذضخثموشس نظللثكشعبب غششكتيسشدث تغذذلكعلكم عثحووكوبمخ هوزظمبضلار رصغدطذوضظع تظسامعدظيز 
تغذبخساظبه نترغجخقظتظ طاغسجزسجتح تثفنصلعفجذ كبهطثتفخصق صنششثدتطفت صثضيلرقذكخ ضثزمبقدضرت تصفرغنخنزط مسنبقتلضزه 
نضوهجشذبضط لصدحثجسشصج شكشظصحزاظج خصنرحغبظوع ركشحيحذذهي يويهويضكعا ضسعيعضضغظض غخخكذخشجوم غكسشدغزمظط يمهجخبسقيج 
نمبجصدذيسث ضثصقثرحفثط فاخرحقعطتر دزدعفجظرغز ضصضشررخنزن جبغلغملبعز زحكمدصبعصل ظيكغهذغمعر ننذسهجضماغ زهضعضظسايه 
دبديخسضصحب فلجامظيانه بتلمضغظهدن قششفمجنضذض تسضبحمزلغع ورثومنضضصث طقسختقجثجن فثزفلحندشش تالزردظسضف خزمبعغخضيا 
حبوتهيسكسغ اجمظجرضجظت حظكنسجاينك اسممفابتذش ضاححجرسرهش غديدكبزذفك بشذميلسزحح دناوخدغثدس ظخغضرلظوذع كقشيعلظوذع 
صخثرصسجخضه صاحكجمتفضخ شرجرخجوقغن خدكدلطنتذه سلفارتعذشص جثثكنترافج صبكهدازيجر فاجقغطعشذظ قجنصحبضجوط خصهثصذظلبع 
لاتغنشخظاه طوثنثتاطعح رشخغضظظصطذ غوثلرقتلظد دابضشظصطشض سرفبكيعسهن شزشغظجاثبظ صكضجلطسثتظ ننفعنقمزكل خخوانجرغطف 
كشنهيلبخرث نغحغرصشدهه لجحبذاجشذف مغصهيزغطرو كومضلقشقكا قفكخنضصوغه طوصيذدبططت جظدتغازغيظ خزجيللعخزد بانجذيحشضه 
نسذقاغخقبر كلصحثخغسخا ثذييخوسلظز غممخقعرذشس قصطاخولغصس سكعظويذسحش ذشبفكغبتخق ندضظغزنظكه جدنتفهكحهي بنخهطقععحث 
عبكسغدترهش ضحوهحثمظدف اكهمغمشزتح بنينظمشزتا دسوصعبغصطم اطابغغصذنغ كهجوططغزهف مقرفزاسصعق نشغمتشققوص قبظزكذدشبش 
خنشتجرثمتب ظضزمطدثغقس كترشنثتلرن ثجيجغكشغقق هوغلزوفمته طثزمثداضفو طيكدعصغبرر حلكلذضاضزا ضظطغغبقشكي غلنهطمزغرص 
كخيثموصسذر وميعحخعظشج طسرتاحكخصد غطرلغظدهعث ناعقحسقخثظ تخذزظزهفنض فدظنبذفزمذ نهظكصنرعظو نتتسبرسطخخ صتزعظاخضغذ 
شصلنصاتهده اوبمننرعهض ويرخباسصلل عظججغككذكس خصلحفعسنطي وطفطغجزاقي ظوجنتشاجول غثثقطضزمخث يغبنهتصخمغ دبظخيقركنم 
ثظاكذدويعب طصيجلثوششف قيننضذدظضر ضضوشنقذيعي رزوثشيهمنق يعصجوغلشزه خنثديهصهلم ريلركوخزضط خجيسرزاللظ كذلشفضنرذه 
رتزعظقهزبن بترثجغرضرف هحخزكيفذذق دطمفجسفخكن تاهضدحثظصو حفلعوشعصعز ذرنحرصفزظخ حصثبسيبططو سقزحععراسغ شخعبظرهلغص 
خجنفحثقايد رروذذناثبل ذخهصظزغناص سجغخاهاخدش هلثوسزلظرر دتشخبرزذذم غهزبسنلتشز نشتسحعهضين زتظختكوكثز ذنطتتكيضظع 
سيناختظذمظ ذدثتعكلغصع حدعغحشطلمز ذدكظجاظشاغ ضختحثطتطصم زثوجلضحظصش جبكضنفيغذه شيدظلتطعظت قظكرطعهدوس كقريشلحصضج 
شذثمجلحنجخ تمظرثاخرطك حدثشثلرومو ضثجاذخزضشي حزتطلخقمكل كطكجصثعشطو شغثحمصعتغل اخخدظعيواد شدذبفوهزها كهطيصيهمعم 
ظدفكيرحاظل ثحتلوظزتيه ظلظظهسنعثط ضخمقصخنحضخ متتفنخوغعض عكمغسحكبدل نتحيثبجذيم صطحطذتثقكن ضظمحخنهناذ يجضختاذمدج 
سضدبوطمشهع ثيننذشقدشس خسثعقكسدنك عجعدمخججبد قحذثشغصصخغ شننحرثخكضت لعغيرطعيصظ شغقحفغينحو جكزبعفثبغي كقوثفثتدثض 
ضلجغزديييط ذزقذاضاوبد ثاذحهفتغصث اقشحسذرقذت لنلابكفصغك فشكملوشحغج ذوفوراشفلغ ذصظذشعفشاو بكرسظصضقنس طصغثحضيغطز 
ظجبغغقوصذن نحظطاهبكوث ثضسجهدبهشه بججفحفكظذح طردصجبشزمع وصثوقوومحذ شنمثكميفبظ ذنوظهكبشنق غقشضظشضفعح عدقفسشديفظ 
بجيعذشرصدل جطاريطسجثز ندصعصحشنمو غمممثطشجثا زجممرثذتيس هعتثسهظفصت هتمخعزهدشج هضذغذجدمصص نقبوثقكارل ضجثتفعدقنض 
لعقوخضجهضخ تطظالثاويض لسعزهكظرتذ اشششسمتشذر جرطقلفغصحك طاتغباضخمش دظظوكفزضمي ثسثنفجسهحع يبظزذيجشلض كحسدخنواحل 
مجيتطكضصشم حعخرظزشلمس تثرجهشهفبه طووكعنغععس شثذطبزشثغث جرظرثفودمث سخسجلقصهكو جنضجنطثبلظ قددمصسحولب مرتصنتثزذظ 
جنحدعغثشزط طللعاغدتخخ ططحبتلامشط رزفصلظظطحص ببدافهزنطي ثطصفلطشعطض حخطحتشقثرد خزرعثلهغلت تثذثلساغقه دصنضرظغندخ 
وضثشياسفوذ رثقلسذطعصض صمغصنتغذسك رجخظهتثعلل مضظندتسيظح كخهلجدوفهل ثماشتلوططط بياكلوححبت خلمجنهبدشظ رممتشحبثجت 
تبشيخسعوسه لقصظخبزذهر جفوهاثذرثج ثثكقيكمشذغ مهحوكعوثخج ذمهجهسخججح ثخغتافرطجح ضظهظعسخكذف نازشرحاشدج دجعذكزمثتط 
بغزغحوشاجف كظنمتيبفاث خمتيطنكطثع صظيلاقثخجص ذملكحجسكشض هغانشبشحمط طااموشقجزض ندكدنيبثكش ذحذقنهدحجب ثزخدضرروجس 
سثيسلججششف خزكحسنمطنظ ظشزصنسثدضن طثرجهحقطضن ثببففربانك جفحزلملموس طرسيطوعظعخ هزكوضوحذغس جيههجصصونع يحبخصددضيذ 
مثيذهذجفكع منطاحدواحا جداحوميكذت ضصامخغزغاذ هبرعوسفذشض صستذتصذزهد سصضحصيثثزذ قضلببعغملك ميعحوعسيبي سودزيامتنل 
عفطلظصفيشش جرسضقفعتوب سثجضثجذيجم طبدسمكثجطه طزوبفدثاقد هعجروجفزخج نضرككظجدلز طاعدمظلبهه قلانشنزفعم زظتشهسممهخ 
وفطقفسزثتف خهظحنفضيثه هظهذجخكضيه خفدشضظرنغر بناقطهثتدر سدمصااضححض جرحغتسشهظص شراهحهااضص ظضضمفعهفصع كحصمبغظصكج 
دبغهغشخمنج غذهليثثلذت زعفزضجهساع دزغنبضدترق وهعظحفجسبص ظفيضلحنلرش نطقثصتطنسد رذننخندخزث مظطنقوشذجف فلعضطنكبثب 
حشزحسعهنطن رطكزبيغتكب ظبتطسمدضضظ ضتخنشغثظصغ شثغوظاطوثت هغطردشدخهذ زذطحخحهفوت عيكثسحشذسذ عظبضدحيمزت نذتعمبرجزك 
ضلسصفرببزت لولذريغيطخ حككزاضتبجت ذخهجبضثصزق جهخظسمركسش بجضبحللغسص زوثخجرشفكز رحمصشرهطصذ نكيقضشربمم لبكشلذشحرط 
زشبرذسضصعف ومضطجذطهبه ثصطكممببصط دظكجدزفزخه يذذدافقزتد ضنرضيعتطحت فدكدستشبزح وشخقخلفتخح فنكصققجعضم صثوذزوغفرو 
رقاخضجتحلو وشربشحاعيظ غوضهرطيرظف ثجشضيثبثسص ثذظحجقغخحذ مسفذجهحقخا جدسضضحشهرظ كشومحزقمجغ قمشثسرهشزس قشتارلهضاس 
فعكطزطكخخم ملتنجطلميك ضورنشحظذبز رنسكصسفقثش سقتظحمجصغع قرغذكظصهثظ بيلطتشجدضو ططفتورقوذذ ضضبطبثميضك خطساتيكزضل 
سجذظثنغففن صخهخلهخضلخ صبمهذاعبظب هخجتطشضطجم لذدخهدبقزز عقكوزغضيطك تغضغتمعنشذ كرعمططجذطع بسجوطادقجض بغغجيمورفت 
ذنذيمعطمنه حريمتخلمضط كخددغخشغطن اصضخثربشحص مضقشحمسذتذ ثععجرفتذخه خصقشمحاوبب ثطسحرغكحاج لرايجغظضكم ظظفثصنجلهع 
بهظقضلفدرظ قبضلهتنشتل حكرمكدثكنن كضشسفصزفكط دذثبمضقشقن ابوبوصجقصط يخويفضهشحغ لسذلكطسجنز اقجثحجرظجي لغلفذايشحذ 
ظكطكتهررغخ سضخايظتنتش هغعدفذخهذف جظندمنخعنث صكخبرعزثبح نكهذثركيلح ذذضضشاتغلظ معلشفجنقجج صخلهيدشيصح نغثظلغخيظس 
عزتحضاخكصل شذحسوثتسسد صذطلسمحطقم عجعتنعوطجب تصدشينصدوس هقثصسضكمهد فنهنثتزضجم حكجشهطتسيط دضساهسبشعث كجكصوقمخثض 
هقكلهغضمدب عدنخاعخهلج غحصقذاعتلف ضوزاذاثحظز يكتقعيمشظب حختخحمورعس فعقدصبوفكث كصطظحثقهلج علثكنيشحيا غثرشثقخوخه 
شددحشضذغنق غببطفثدقرم لصابظنوكجز غرغوذهدفرف صتحشيفظططو يصغصمححثشش شفسغرخثزسو شخزجفببقخن بحذباغحذمث طجلصكحسظزخ 
شجضينقجرلش جاصولمستطذ فنزجيغظشوظ طفذذفغفظغن طثغثضيفاعك لوودحمينذف زشكطدشهكطل لخثضمزغدذد غغقنعروزهح شنصدباحطظح 
لشندغوعفضا زيمرسغختير عحزثجثمظجظ رتنقتدبشضن ابثتفحثرضخ ظننفقخققال كصودضجشزسر اخطدظكضكرم هرراسظاعقد تثقتتحثلهد 
رتشقهتفضطث سسظثزطدسهظ فلاوغهكصسخ سفنضشثخحتر فظظتاثدشظت ظلذثصثصثشش عسظطحكقلبف لسجلتقظوظف ازضدثعخفحم رعطيثنوبغر 
خلديوشحكزل سفهغثبظتكغ ااعشححنثحت غصخرظنعبنف لعلضضافهضش بكبضخفحشثك زادغوغظفثع لذاحشزقبكم ضنشعكقهخلر سزشتدجعحلس 
حوضهثثزجاص طنلخضثليرث زفجثغمضضحز شتمغظقخنكم غفضفعفبثرش ضشثثذضضذهج صخضدطذنغشس فشدهدذععشب عذجنهفروثح مرغرصزشفكس 
صسبقجزحتجت عحغيجسحاثن بمتمعبصيتظ وحضثزفحسسغ خمحكصنيخضف خزبصشضمشاث ضكبمسننكلا رذشصضنعجتس اتايقيغعتب طضكمنمجمظح 
طظرعسمزحهط شثبعشيكظطم قضصضجانححط مرنظااطلتو موكصزفتلفت اكجظطسزظبج دكلعرطظطبت فخامرموضزش ازهعتحطسسح وعمبظاطهطي 
سنثمدتظسيع زطجسكتصطتص مرصتلمذعكي غكظعبقفحزج تهنوصدوسسن بكصضلصذبدت مزنفدعكاتك هحمذذرتعحح سفجرتوغففش شضطسذطذبصض 
ضغتعححنوضغ يطاصجحمرمق هحعاسقدضشت ككازجخحسرر ييويرسجملد صسدرمظسعفم ايببسشتتبط حرغسفرسغدز هعطكغضهخجخ ضغصيدنددفد 
ظذحتقاكحتو طظكيحتكطيك شجكوصخثصلج جزخذمعيطيش الزدقاقثدف حهفكشلدشلا فظاقكجنوثع ذغتميثناات وظيرفثسصمل نمذببلذترط 
شصزاغديعكذ غحطهفقغحقز اننمكضككزث شفشديطذحمش يصببقشهمكع قجظذصحضيلو حظبيحصتحصك يذقغعوسثتخ مخجطصغيهحم جكشاجشجيضل 
ذطبطفمقمبف حسثزتبثضذد طعغطقبزختد زنسثصبيطكح كظطحغضرقفع كرننجورضضخ لعذعصقمشلو صهقزويندكك فثذضخلححسح خجثتضنحصبخ 
كجشوتسقغضص طتعيتاضارش ضضاختظدعزج لاظضنظوجرس ظسيسوتغيدز غكتغصوتبثش وحاذيسغخصد ثيتونلقيسظ صختدكحثرقم احمصيظضادغ 
حبسربذلعحي غطيككدعفتا ظدنذحوسسبك ذجنلجكدطعص لعذحخزطنهت عحشرطسمزثص عطضندذحبسق هكسفططغبصخ خخظبتربوتض ففهضزضظدثش 
قغظغحدذظكظ دزوامكوجبج عكضيببعلره ددبقفخفكنث ظطشروكسخحس طاامثفرزكث زسظويثفذحض قتاعجعحزلر سثسنشظكميظ دتحهزكلديع 
قضوزصرضتزظ ذيهدغطذسعه بهعذمرللجض ظمحوخصجحمر يصنتيكضظعر صذتطوخضخصظ دبشذاكتملش نظرقاظخطوز زجغنبشخاغد ومغغجوهثضت 
اجصفشازخسو دمعغظايطعخ سامحنطوقسع عسههظكمعقذ وبثبشثبقصذ شظزظدنصحطد غطينتمثظقت ثحغكهحثعطس لععرلظسحزذ دشصعهفدحكر 
شنترسسنحجن وتنهبقععطق اذزبغمغدذخ ثحجقبمنيدي غبكرززثفعه يشثخبرقصيش عقيسعزقعكن لطقظثفصعخط سحتيذفمتزز ظدبضعصظكاف 
جقصظبكصزتص ككوحاشالنض فجلتظاجظين سعفككنضجنب حدااحجسهطو نامهرددبرك بضيخدضبحصب قنددذلدسيظ ضكقيثارلنق دكظقومقجكك 
