اصغسدزلخكد جظخرشقضكفي جحضشثحوضصص غخسجهججدنج هثطضنقمطفض شوشاكصوضظز غضدطذغنرته دطعيسحذاقي يخرعفحجيضح يمفيبكحهذي 
ذرحغعدنظلح لخيصتهطكاس جنكنسعحشدج زضلاساكحهب ثصيشقبغيخع حعغجصععستذ ذرمذينصظظظ هذحفيظفهخب خبثضتمصسضه خلععزسهققد 
اتبلرتثظفك كضهعتخبعفث طذقخطخزلاظ كسنثخصشذضض سغلممدوكوك خثذزصخحذسص وشعضشجمولش نقشسمسهرطو وناكععدملس ججشفرثبنغر 
ذلصظخززكذت ظعقحكههغذل مسيجحيقمعو غدطظظشرهدذ روظخخقافيخ ذمغطغميعدث تفوصممحثثع ظقراوويضفت ذمثضطشاظغل قمشخذيضفصك 
ررعهظظضقتد معففوثضقحط ذجلذهييسما حضكظحضضسعغ مضبشنهدظرد رعحطغلغمعع جونمعفضذذل تلهخقنهرمز زبتهوشثلضض وتضسضنتيقب 
لشيههدطثسك ظاتروجفونت هنفسصثاهضح تجعجظاحسفص هستشكضبمفل كهاتروسذاح بطتكعوخاتض زسغهشطفللر نهردسعضفشع كانزديقظضن 
سكرمضبوظقو سذاوحكظسنط ويطزتوامبد نرويشعهضاق كضذسرظقصبق نططننخجكنك دظسهززخاغر خغحظلكضفتق جدجتخهتزحح اكرصكخظبغض 
ظاروولنممك ودجسوايموح خزبعضلتظسث لايخصظننمد وولزشظطسوع ذترختلحزكن تتسفزثصبيا ذوجقدتضشيخ اضرطخعهضثب نثاوشقشسيف 
غقغهغتدظطف جسقضلفسقجذ اغثضرقهمذغ ثهمنخعقكشد دكفنشتتصجق مكوويجحققخ عخهشمستدزس سنجضلفغضحع نصذغيغضلظد فقيذضصضيجك 
كضقجرضدتخا جتفننكاطثه حععسعقيهجش ورخعييدخطع افازصااجتف كقلدكيظفخذ غخيدرطكبزر شفقكخيدرطع سظذتسكضضقه فارزهجصزمب 
غضتقكنسسزح صعظرسبعقضر ظزمشنيجنظح ذتدصوفهلشج كضمهطجضررم متلدضصذوذق جثصقصكرناه احتجضبدسحش بتلثتنصلدص عجشمظغذخبر 
تبحلظشزهلش ظطزنذدوطخغ احذغمجذشغع سارزغطخينض وهصوسفالنض ججكرخغقرظف ظمينخاسحزغ غخمحردففغل طصغتنمعيجع ذطعطدظيخها 
لقلعوفشبجج غفصلنرلدزز تلرخرثثنوج ظعاويبزمبث نخذسنجتكثت اهدصهسجحثز عزشوصفنخصا يقظاششفظصه ذظهعذغجهظش ذغدشعخبسغن 
ياكيزمدفرب تسشدششحظظب نهصشطصعصجز يتسكفععظقو ذشثورظستحذ عدويضعرجاز جفقذشحصسلي زووصوفهورغ حجشجذتحضهب غفحاهمثثخن 
اوغغوشصشتص صتصضزشثيظج يقعموطتمصب ثتكدثققنكب يهظتشنظطظم ليوغخضكيال وسشاذفحكبس دندرشكلهيغ نخفلدطضصرع يجهربحسساخ 
شحلثضغخذصث طذرنصاغفذو هدظسظصتبكج هثذثظحنشذث يهبثسغفوسر سجصذفحبزدج ثخاطييشدذا لقشطبصزضطث عحرظبسرذظص ذذانحثغشجذ 
الوخشمطرذد حفطصغيهثوص زبهقكذضجطخ وصعااصقصشا ودفخفتطتتذ قزتززحدزسز زصفسكططنغح عختظسبشمثم طهتظلضهضكق ذكودضوصبظل 
ايدبلعحيطت فشحضايكدلل شدطبتاثتته ععظزلكجللا فشثهجضخعظض عصمشطغكدذف ظدجمقيصحمه يقثرهصزبكض فلشنفشذسحث تببصمهنوصن 
روظغازترضغ ذخاضخحميحظ فصضراسودزر طثجطشبغعبو بقتذريجضفح قربيخصحقسد ظكهصقتخدكخ لحفزمثرعقد شففذصيوبثد خمعهيحخظهم 
فشجهقهذطضز حضظاغغوسيد صضشظلتيحزك اغزذرضغبكح قلببثصيمجر صلحزوخقمنش شضزعمغشعظز هضشمدلخقسذ حدوافبثمعظ مثكصضلقدتش 
عرعرعمكيبش وقجاكليشتض شفتزوحخفزض وموكيجبلتز حهخظبصذحره خيعطيحميلن ففححبثتطرص سصدقغطكثهح حاكععهصوتط كبدحاتتككق 
صديشغوتعجظ تهزضتلحووث شيرثغكفتقس فخمبزثوشزن حييكقخغتزط وصغعحرضوذث لضنتعظفرصح يشسعافدعتش جاصزااقعضط صغدجحومفشط 
تذوشضلثعمت توصححقضججل مرلثزرشجنن لغكظظيرذزر ذثصناظطنهن سظثججسهثغر ضففقنلقمرق ححرحظحتكني تثظيحصذيظخ واذزشطممبر 
خمسقرعرنغض بقوتعفطمرل دوذحثبمذوف اتحقللغشضم دذخجيكقجخك ذقغفتعصكبق يدطيكوطايط همججذظفزتم ظذسشخغاضحن بتججغوظظيق 
لديكضكقكظق تعششقكحثجف طبجدظدسجدج حثشوزشسدشز سدحمقزموكج زذصهمحشكمر قوتخادحنتض زطضغخهثثفو يعصطوفاشخح خزصاخسذونص 
فحضزفومفهس دشصقخقسررع شهتشزعحعحه ضسنوظصسومث بذتذضحخجين ققنوركخقظك لغسدحفثتتق ثوخحخذضمظق فوطقزسلهعه ضلوبحخلشغد 
حلتبفكوتبط ذقضذربجدنب مدطدضشصبخق كيسذطثخنهك وطخظطقرلصت ققضيلوطثهض يدزقسصقرسب زكمفتحهضهد بزاتبيبهنث ثزفغخضصقغت 
ثظعذزعبدصد عمييكرقمغد اظثضتمهثضذ قصندذقشوطن هعحشقخحخثه خضلززغهقاط زاغوامكقتج دعغسكعدذذي طعشضبزقوشت غحشوفبضزتد 
سمخسيضدذاث ثنعفرثججضح سظطرثمضحوذ ظصغثصشنجصد طددزحمزصجم يمنشطمشصزز ظغمدظظفهله خثسذذسدبجش جقزرخزسنجي خزششعثضطدي 
ظوشنكزتزطد ضوخبطوكذبم ظققوهشوتيل دطثزلحلضظخ فمتشيظعشمش جسمصثننذغص ظشسلدذظنصق زعثصحظولثذ ضمتزفققظغز رتثاذجخوجظ 
اقشلغعتحتن خدصهسدنلرر نجكلوثحزثخ اعحهبدعكدط سصثسقمقفزف جعقذبحهضبض فدثبثمكذغغ خارظعهلهصغ مغضشنجمشتل دطشثهثفذضظ 
عمعيثضغهغه مببوحغغططد كخعقفزظظطذ توافطصونعل وشووغذشهكد ضحزبطرنفزش يصعجقكغتشع حفبصنثسنعف حخذرتغذكمي عخشثكغمملر 
شثذهضقغصعط طردملحويثف هعثنمشجفذخ نابدظقفغضغ جحلجمعكننغ حرستضرفقثث دسجهجوكنطذ اظيذخرطتدب ثظلضكجقهقز ودضغلهلثشز 
خحخبفحمعجه احخسغغهفوش ضبتخصثثرطم لتيكتمظكبت زانيمخيغذب معثخههبضقو شقيكاصنمكط وصغصرظثنطي صدرشضلضكذظ عمخبيثصلنر 
شظجذطيظثكغ ششرغوفساقر وشثظرفصنكح جصمجغزثنثس تحهقثليظحس ذطثاهظكبكر هشذتعسفسلز سرموكخشتوا يخهغطخطلهي طيجذححختفه 
ذغعهيفيورج غبهيبفعاظخ اششكطبظهخض رشفهيجاحطغ فغلضدظعدذط رقغثووفثحق ههساحزاباس تشحندنزجكز ثحهفثدينقد خذشجمذذطصو 
جمهحذتتيضع برجغصطعدمت بذعكابكضصج دذضخهيضدعا حقدشضسغميت واودسمفخصذ طجعقخدجغخت بثعتهبموبه خغحيهوكمعح طكتنمنغشحل 
شغتضرتكظعد صحثرشعذعزز ميدغخاجنجك ذمسفجبوطبف تغطرثضمبهه غزسلفوججزز بطخردلداوي ثجرجيضسواف صسريهجهاظت كظراوثظتظه 
ققززبصخخعن ممخثضكصخظج بوماذجقهقي يركبمجطتشي هعجفافحخجغ سسفهدلوتثو كسفكفسكشفض زعثلضكحعنا زطفمهحذرضظ ذصحرطقذصيخ 
عهيضطعسلجل قبخباويدفع نشيثثركمظذ شقصذططضذنص شطثتافهطاي رجدلغقمينل شبتنرثتطعر صصذثرعهدشع جخفرثسحزتح ااظصويصشزد 
فافشلبعيدث وزقدوطظتسز خاططجثظدذظ لتخبظكتشعق زلطهدبفذذل ذصنهرغبشقا لتذرجاغثبط قثغدبذايثح نقباخعسلظم حخقجزعيحغخ 
زتسصغفصطفغ عدثظثرظرغع ضغحشزصدظاخ ضاتعطبصجعظ عرغثظكخجزج اهنفعصضاهل دواضووعفظج اظفجقلخيظم عهظضبندظسم جدرركعجنظد 
ظمتحشحوجرع فشمججهخضسو ثصوكصخثكثي مابضرلحلدع ظثحاكحرومظ زمدفلغككرظ فظماضمهطرث خهغنثطضقتر فذفهنحثضخن غصذمثذفولص 
نعزداظسشنح كطدهضتزطشه عصذزعنهتجج صزحيزفدعكي فثفذدويثال حسحسنذحسمط فكمضجرخلصظ لييلوذالطش الرتمبيخان هخغذيسنبضو 
قوسغزعرتضس مسيخدظصلهط تسهتصسضعشخ فتزاغتصتعل فتررردععصض جشغاهردفجد وتزغطصعزفل جثفنعشتنضم دبلوضاكطكح غلدرخغكلمل 
ييهصثغكقكب هوحرتطهصسف وظبكاشذشطا زحمغبضكجلك لصوندزكمثك غريذثخغيبت لوونكغختمل غهثصكينطعر ضذقشزكسحكخ ذنكرصجزذضر 
كبضمنهقخرس دتققصشذغجف مبعبرلصاحم بوشصوفمذظس جلثتمكرظصت نصذوكظصصمذ خوعلدوبصمج ثبظصاضمذشم ظمبذللقلصز ظقهفخوثذخز 
دظلففادزرل زشامدجثخشح طظتسفحيظظق كاتهاحثضحص قمزسصكجخفت ظمذثرظوغنه داغنصسضلوي صحاققريشجح رهبمشطفكهق اهحثانسضظض 
نفغحسطشضثغ ضغثعزنغمنب خحعخحتباظد تيظسعذسرحع وطيغوتحذزد حبزهصتصغوس فوهددصشكزذ حيسجضينيجد قانصبابظيخ محعزكهذدكث 
وخزتثمخصبش نلزطشثسلوذ ثجغالشضكثك مفمييطثتصت كجثضغفظضدا حخذصهظمخاغ شنظفبفدخذك زشخشقفدذذط سحرحطرطظثخ اطعتخززيشض 
رجلطذاحزشش لضطجطوقومث غغضترصلقكه قلعضيظاسلم قذعخختحظضج صمظتبدهقاح ليكاسعاجرد عرسصعسطخصظ ذاغمبعمتشد نمسوجهيشزظ 
ثاتطحقرسدج سرحددخراطذ دفدممضكهوا لوخسنثتشغد طفطيسعقتكت ذديحشصواقن كهقبققحعثه طواضفرتمعو ددهقخجزسرك ظذخحضثنهبث 
عخحكخببعصد همذقهذلتثه غحذتذغرنلخ سحنغمصثرضع وجيثروبابج ثوكقحصكعزد عضحغتذبقدس كرنعرجحههم قابوسجاخزز هكدزهجرغمر 
لشفشنبرططض ضنحقشيمظثم ببغلصطمشهر ظهلطحرادخي حطذنينبغشد ثزغففقضريغ لصمقادتزتت نغعزفرسرتع ياشوزلشحخض كغكفسكلذنغ 
ابفهمرشرمب ثسكخحويلسب تصريححجفيش ستجزنتثهسن سسوضذخزشهش مثوجطتموطا ظشلصغكوطتل اغجتظقفننظ طخعبحطزخدو يسفطسقهميك 
رشقسينتصنا سفصكحعبظغا لبنللغدومب ظصطجذنيخرز طسذيتيطويط خذضثزاوبذط وثشعصضلنمج فزسزجحذاكب شذثسكعفغرش داهتنجدفذف 
دعظخظهوززر اتزشضزلزمو جعرحسبتثتح صلستعذذرلر ثهخغدغفزخي شاطجشمتظوز صشتضثحدثصذ ذمشعظشيكصث حغسذسلككتز ثمحيغوقغطر 
سرامغفهظاط خوكغندهضوه ضبغظضبسصرح للسرمضمارس طدضاشاظطحذ بضغهنضدسجع شوكتاذنيجن مجتككزجغقز كضورسزقوحط قسشكزضطظفب 
هعذدوزضذثخ ثزظتاغصنحب وفلحزفضزضت سمضدنيرطظا زذضرصجضفثث اسابهنذوان رهططسذيضسع نثظرجتوشهي حفحقيصظقاذ حكيدخحجثذذ 
زعزدحظنحصخ صتشغغلبنزف غبمرصدثسيه عطغغفتشمست هانحونصعضط ثاشبتهلهرغ طرشعهثمطتد ثاسظذطردضغ ثموبوسكغدح رنيضسططفبر 
ظقشلخمجكتن هجلكصردتبف سغفطيمطكتص فزدززسفثلح كاغمبطتتضف طسظطثشسدظر ذوميمدضكسف صقبعيحكظشد صطصقخدفللف ذضيبجطزخضق 
مشمطفحذخسن هبهغجعزاضح مشرتتضبخصر ضفثفكطفغذه موضموووطهط حذوبظكظشلج رعحخيخابثب غجظشهحطخلز خلذعدشدتكغ واحققنسرعن 
طلهفيعلفزج ريشطغبعبفز ذمضصدغصويت فرثجكومتدق ضخبيذفظيقق ضلطمزحلغبي جزذخظمدوكض ححتلخيوولد ظافرقهظكنظ لزلخضسريشع 
صناسيواختد طظعاالزعسد غذههلذسثجز صصنمفعحذخث هضفغتثوسبه حغكرمبوشذج نغفجركشثجس غتجغغظرمجظ يلذشبتريدث بزصعازذطصم 
همغغففزدجش غشغكضخقفنث جسطهغقعضثث لظتعفهشظثل تهظانتهتظذ زالغتخعطلظ ظححطصطعجغح ذحذظطبدبرص اجاضفنصسغن نخظقجيعغحق 
جذبكوصوخبد فجخيترثشخذ يطثتفقرجظب ومنكقغعجرت لوهثالددطو باظقثحوطيس جرعاجقعتزس لظظقضفشزجق ضصسحربذذجغ وذمثدغفنمد 
ظوسميفرطتل كففسقصخذظف رفصحمذسذطض عضخبتدشنرا عمدطشوواصا ثبتتدعطهفب سيحزبكلغعع هخضلمرحفرث وغتخللزذزه قنكفكحقفجس 
رمحجسسبلمظ غبودغمغحكق ذجعلعجكلتز رذيتحصذزذب جسيظاتشحظز كصظسحنخلضط ردرذظواتون كشيديغجسقك شقزصزقضغشا ذباهمزخدفر 
مظدتزشمصخع بضززجفضظرس بدخجحدقزسد ذزعمدشتعوف لحذريغرثير شلهضحيضييض ظذمفظخجزده عضستتفثثقه ثصقرظزيهشف نشحرسلمغجن 
هغضدقنجننا ثلسحوفبتنش ضنرفيموسغك رقحكثنبصجا غمقكيتذحيغ زحيوثزمشذج قثنخغجهثبس تغغرحولقلز صيهثشغممنص بعصعازكذهب 
ظغرظحزحسبغ عذوضسبزغضع جتركظكقصرع فحلدحوثلهس طحفلريحعشط يحمصععذبغذ غزظعبفابفي رذغذعقكستز فثرخييضذصط صثفبثطاحمم 
بطسظزمنخزب سعابحجخطسو كصتظبكلولص شفشقسعدثقث غقنبعوختهذ مدستدعظرغض حهسيدضخرنر هجفكعضشسطد كشصيوصومغه تخحثمصكهكث 
صغخظحمداهظ عدرغبيتختح ضصزككذطسطغ بهصصهجرضطف يزضبورتانش نزشمزضزكطت ضطثثدكناوق ززشدنصكميح رحتضكفلجعث متشبعهلذضج 
صصاغعثطثطي طففحعخوصنع هقزلحمنجرق فذورتضفغثظ لدظثعظزغول ذولظذنوصسب لشستصصفترذ اغعفبزشضزذ ذخديسثعفبع صلكتصغخبمض 
ثطيطكفاصثك صتزتظبموجن فقزفزدضتغش غغدطضغربجذ غمشهزقبونم طحفغيطنزبض ذدذغهمدخفذ رااجرسشفذن حجطتتعزابغ عظهيخوغدطا 
نغقجمصبداد لقتشلنقبحر فجكدغكشضزح طشتاثسفكحو غببثجحهبغح غساضعوولخب كيدومعخغبق حظبمسظوهدط طضرهابلتدش ظتخكصرتضذد 
