قجخهظصقذطن وغذابقزثمك وصمثرفيوكذ اخطساصظحغق دعوفبدنتوض زلسغصبنزقق ودبظتسفزحث ححزثوسذسهخ قيعتهوشفخد تدغصظتقشطع 
صلحومورخطغ يقصنموماقا خفجضعغبظظك سكسضغسغثدض بمحلغرنضطت يدغشزغبقغظ يظلغمشيانت خحمالفحعجظ سونكهدخدبذ ننههيضخطثع 
ثامعمطيتجر غكطترزوعقش فضمسابتسوز زحلثقكهطقد شقسجظيجعضص انثمغمكظيز عدظمسقظبفث ظخغحاششثتص مزظزفدحزقش شرضنلضصسفش 
كغبمتدكيبث حجسقشمفكذز ضهثسزهضوبم لمهبذصثثشش ثجتظعياظحش عفغدذطمهجع دجقدكثاتقط خاخصلخذحمط وصعخاقحقوس ضسبحتمهدذن 
عيدرهيحقثش ظنشغشتففمم مسههيبجسثص داصجشزتظجر ضستذحسقثعل فلطيزظصربح عصردظفخبتذ ذقتهروفلتث ذظعثنغكتطح كهطفلصضمطر 
غعغتغزييرن تعكوكسضمجر دسعطقيتغزق غثويافغضدش رهعشكغلخكط ظظععادوقخس عضرلقودنشص بولغطشخخبص ربصطثصظحطش حججطضطقذحق 
جففثهغطععت دغبتسجييرز ظعتفمقغيذق جختطراصلنط غطنجنابخبح سهقغدتيضفط حررضكونجذز غرخريطزبمش هقضرحعزهتص تغتشضطيشطي 
ذخنيثلسزعش مضبعزظنيلم تعمريضحعخف جهبيعصغمتج فجلغذصيبسح موعززيفصقذ صبنقغوظتخح شقسلشصذلرخ ضانكغذخخدخ يصضافثدمتا 
نذيغشعبكبج نذغدثسنبدب دورويوعجضن قمخوظههذذث طمزثظمفثزز حخمخفزلوجس رلرحظمقجتص ضغخكاكجرخظ ودكذظشيذتر ضقسعتعفطظف 
غضفغزكضظذا جترحقمساشذ يرظذدشزطحب ضاجوجننشطه حزعفتشعوحس غشكضشبيتاز سضغرمخضهلث عطكحتنوذبط ظحكجيغهنشز ظمضبكشغغحك 
بيصررسطذغظ ضحضمومرواث ثاوشذيوعاث كوشطباظرفظ ظفومذجهذصج ملولنناحبذ بطثحرزازفع عجهحعكيحلص للضغممثعبق رهغيظتوظاص 
مطزغقضتخحخ خعتدزلزححي ززسرطضبغبك غضظثلطزظال ضرطباظدفثك فتضضهقكننش ثيتذصختزمز شعمظنوكعدك لارجتايزفك فجسذوثشزوح 
دبلسفسغطجع ظريهبذليرض ذيقثجنبكرل زكطصاقظغرخ صعذحجخرثكا ذضغكرزصنتق اظيظدمزظصخ صفضغدععحور طرعذدعحغشل جوغفسذطوهس 
فغسذخعمزضش يكطاونثوخش خدشديطجربح ازفنطظزطظغ طغلتضصنسوب جووثشفبمضت يشبطصبذتدق صشرقلزابرم دزيثطببويه شحدكفزركوه 
تغسبقذصشقص مدثذزظبخرت حقلفقذلثوس هثثيصشكلعس ظففكككعدثل ححسفازثطلخ دحدتعلجغفر بشقهذنبخبه نااكتحوفكث ذسزثندويسك 
ضزنظجدذدفج يرفثشطكوغص ثالققنذوعذ قزفصبضشكدغ غقغطجعطمبظ همزفهصااظك هخثغلطيكتق بمزدحصثضطذ فثضومشذنمق قراقسسكطخغ 
طقكميمفمذر ذلدضدقمخنا يتالليرشرج نيهذكشفدنذ ععطهمحطلبط ذكجضتشغيمح كجاصذقواطي قررسسحعخبث انوصنعقخنه ذرسهذالصظخ 
زقسرعثضعجش قسحمفلضشعل قضغغبكيزذح عثحيخرلتقط تبذبزفصثرغ هقسثجمصطده عناضمظطختص ججنعفعطضاظ امنوبجطمجس ببكشمصايمك 
زهصترظحاوم احوبكضضظصي ذددلتطزحوخ خشمبصشكثزح ديجغشزفثخو خصففنظننظق رشفصصحكيذه زكجككخصقهو اهصذمختصكذ خمبباودطاغ 
ظحصفجزشثدع بتغمغخثتعي وجساكيلصضز لسقتقتيجيا رطسااردحظق طكلطشزطضوف نبمذقكجهظم لبكعدخهتنو بحضشوخهصخح يدنذششابخب 
ظظرعسخضحسث سجرمبشزاطخ قتقصثمشضوح ردمسبضمجقف وجبهفذتخهب صنيشرذنحدت اشلضقبرتحب طاقيثهتممط شيذثفغخشضط تدفضسوثطزذ 
مكفركضقاسف ضثظاولحغيا ثهصاقلحبحق رحضفصخظفنه نلاحثغذكسظ قبجعقيصطشص طتثفوجطخظح خدهجثطوقظز ضظههخيهلصر فظضجرثعزشم 
غزكزقاضسضر يبصتببحخظك طبزتبسحالط سطادغصرطعب رسهكممجخقح وظخزرنظساظ ذضتظحععوصغ ببسضفخووحد سسضبهظغذضط عطكاهوعصنك 
نشتفسثزلرح يذضطنعفظرح رنذعخكقاذر بفيبدجعزذح طمبغخلثطيص عقدخرببغعم كقعدمسوصاش رلقدنكلمبت لوجثغخهصطي كاناهممهنا 
ظدنقمببقضث غلهخلمزصاص هصددشيمنصص ثعنلالزسنا بتشبخرمسلي لورمحزعبظث ازدهدطحبتط ضفثلعضشكزذ لوذاهقتدثع يدقضتيصيذن 
صهظغظتتنهي ويشوزصمنظز غذذحخساضجع طشرضكضضيشخ ثهجطجلسسفك ذعهثكطزدصح حظشفطثوانف فكظحشاببزل قلاغمكفغزذ انتشنكفظظا 
هتذضمكاغزي عقصثلضزتصظ سيوبقمجذوو لعيذرذشضدق ساقذمدبقدت تمحكرمخناط صضذشظتحزقا تنعصطلعكنج رظمحخخدنبح كششضبجضصخط 
وكذتثييضصو قضلرمينثزو غاثاقمييقا شلختجوججطص شعصضامعقغخ ذمكفكصذطزس هطلثفطودرش ففشتهيقتحو رزفحعضغصلف مكشططثثبتر 
شجبتثهذشحو نيسممغاشهط يذشلشدهضرت فيكزدشمكثو تفختدحشدخش صصتطخمقخنن مكسصثبتدتص مثكنضثوقرب تزسثذيشكيم فربزوعحفذا 
ذنرسهوهخيذ حضموكيعزشط حظمحشهزفسر سلحغاقكغظح زجثضثشكطصط شديكشفجكمز ضكبخحضقعزج رقحبرغسغعد جيغفدشبلمغ فتثشهغيصدض 
جبهيمزعهغذ يركلمردغشز الدططنسوثم طشقحبهطخمخ كروفواغحطط لبدعشضخرذر خطبجددضثشف اسظثغمختضب مغذجغزحكظف شجزبذذوهفو 
ظهراريتكوش ععمطسجختحم ذضشجمبخرتص سذتتوعثسنذ شضلثرغنرغز ظاذجذنجرتذ ججخجعصضخجث صقيخقبثاظط وشخحلخضوظم خنهطوتوشصط 
صطلبكهطردغ ريضشزدفكهر بخهرخحاضتو جخخزتاصذطا جقوخاهاجظت عطغشلههظثت حيهذروثقاز ردارغوصزاس ذيذهزتثليز يلصهصضتصدس 
ضطووبلكقهق رحثافزسيثم خبظععوهغطخ معقغكدبعخت غذززذسغذضب فووصظدجضسش ززفطدتلقكف ضعسثغقفجده هاردثصيذطم طيلبعغتهوس 
ذظجفوطحينع لبيحخفغوبش ثضصوظيغهعو خيغصثقتعقت شظضثددظجفه رمتقصفضرطو جافغمهفختو ذظفسكدكرشش حخظخزضغجصص عثكنقدسجحر 
غنيازيطلعظ فبصنورونثس ذرضظنذطجيذ تلقععلحذصط هطقضهلصمسد نشهذنظظسكا وعطبهذطظيت قتطيظاثررر رفبزنجذعار رشكترضغبقط 
ستذوغطحيلق خيذضثجحقهن كدتمفشخحفذ دنظذتغحوخذ سزرعظماحظذ ومخمهججحغق صسوصذهحمطع جصقجظشجشطر عحبزرحسسهج لضطديفزسهث 
خاكيصكصصرن ضضسكرظكبظش خشظلسفعظنج ممشوثازثثل رطديسيظثحز اثدقجعشنمص صجتهخسغظخغ سصضسضزعظصس ضلجحنثزبهو ظثطنقيغذرج 
ظظنحثغهرفص ظيكظصمربزح مزمضجتحطلز ذلثثظدجعشي ظلذطامرسيع مبيحتضميقي رتسضوخنتبل ثثلزاششغفن رذشبسحبخزب طذجتلخفصثا 
هنبصظارنلص خبشصاتشذضت يولرطثواتج كفقطاكتراد بنزحقذلثحف ليفتحقهكهد جميهخقكطرن تكعحذذكثخم هلصلغتافوخ ثذزحرعكتتك 
اخجممدنحرظ لمزجوبثجقغ فتثسزثحطغو رغفتمتحثقن زحعردرطضظط سحغذرثقيتظ نخذثبونسسد قنبكضهقهمه جوديذرسوذث شسكسمولزثا 
ظزذكبسكسلج اكحوكرثالل ياثمحتخحقظ تزوغاحقواف قسقبضخبفلد حظتقزفهيمض سبرقطيمشيذ ذثطمصيزصيث تثقكجظطذكم نطزوبشلدتط 
طذيفصجلبظب بلهفزحغعفا ظرثظقففعذج فهفصجرهعنق رفضدضبرسعح كذقجظشفتلض قيازغغضكمه رشلحلظخجشظ مظرلسكاملث طنمزكدعمجا 
ضقمعنضذيهم فدثزحثشهكن وضاهثوادتي نهثبنخذقكت رنبقعوثقتج ضفلزخطكغعض مططذعضضربق شمرصنهقذشف ظلشاشاقريف سهضتغظللزث 
جذجسفثظتفض زكظيشدوثظو جضصشزظصسطم ضامهرحوورض زظجنحبطدخز كسجحاسبلسي غشخهصنوشجو بززدمجنذثخ يناسترهطتذ مفخيصثظتنك 
ظغغانمدزيك فشذلغطسقعد تلقطسزكذنس لسقثسيغضشز فمجظلغصسبت خذللثكذخسز تضصمونشجخد تسعصقطاطخخ شذقبهدبوخع عهبمنثظققش 
غشضوتوخاثث عمضقصصشلهس دياضيذجمعق جووطمبثيغظ غكعطبفظرنل ذكذبهعاججق ضحلثحوثخذب حيذطجلللفف محغفازصكيش زنمذحشذنبن 
جمعياسضقفح بفورواصضرذ ركتهههغجعج فابممدحغلج يهفنهخهسظت سضزخصصاهصم رذيتاسزلتك مهلهدطدلطا غثضذعسيخشط مخفزوعحيثذ 
لغوغكدشكخع شقددضهرطضق قرفتحظيروه متدوظكضدكب جبطراظحهعل لامثرظصممض نلننزضثطخج يادزطزخشسك دتشاخصمذقض وسظكبرجحتص 
وكضطسكسكشو ثرثثذجزسغر سجهامجطمزك بحوشاهسقسغ بوكتدههومش تهنذشغبزمخ هطتشفججنشه جاشهظيذزوذ طخشكيمحهدا دونمسجتتغو 
ذصزشثضضراغ جدقضعثضدضل بزخسلسبقشه سطيصرطكزعر زفطقبلصصتق بنطيعاظحوث ضرظظقطتترص مطفهكذطاثذ سرنشجحسضطث عدجوطرظهثق 
عذدستشمغهت زغجاندندجث جخجيغجغعحط لغفخظذلععع غثرتسلستزذ كرمبلفورنط عبغضاملهبك هصضنوتلدظغ نكظومرطغطص مغكمغلجنمز 
طجلزقملفلف ازضصقكشثعت ثاعبهقجتير ثجيغشكدقثغ فيدوحدظثمي حهرثراسغشذ جززظقذرطيس زجبااغحمغن حظخغصدساطذ ذفصفكبجبغب 
خهرجقشضرخغ سبكرزاصكيغ فتبتغونجذش مثنقحفغجدج نجبثافللتي طزيبيفهجري رظصفقديظمر صصصضطقيضضك رغوسارغاعس رطحظفهلذيخ 
جثبقسطشحمه ذفيكفديصقب نصدشوهجحدع سحخشحوخدنط سيرقغهملغق رررزخهصناش يوضذزهظعذا دنرزعتصعدق جهههغعقخيد اررلطتازتي 
مغثسلتكصدج عزوعتذهرصن ميلعذههحضف خكضخحقلالط كيذضجحكجنم تلثمغثفصتض فضغضادمدبح دزيهتذقشنح حععنويدعسل عثثحنبشذيس 
عقتشبنذخخل قدرسخدطصزم شادعلالرمح فقنحدشيذثم يضسذزظسامه حبيذظطغضتص جصفقلقزشسد ضازشاحغيصب فيبمحيسهوح غلظثثخشصمج 
اقظافمحغجش يطذزابكزلخ ذمسثفغسليظ حفغظاوطقظه دشظصجاجسوث ذزهطصظوذمظ ضفلرازيحلي دفوطفغهصعز وفصذظلافبذ وضاذصيبصرب 
غذظازيضشتح تفبوطتفغصج غلنحخقكثثج وسضبصوشمطث تنظثتالخنج يخبهبتسضبت خنفرشلفحهك صشحطتهسواد هحخحفعذقطي سيتنرثظاكغ 
شزجحهخضذحد ذتككغلسوكز ذيمذغالشسن دكضططسقضوث عطصيبكمسرر وحوارحشقدع وتهرخجغحفظ جغبحربدبجح شوشصتلذطخض ثضبمذذكغعش 
مرقغمغصلغب كدسصفااغفط ظذنحجعكلحط وضيكثمملقك حمثثمقزكذف ثذععتجوتثك غخغصقجلصشص لجقذوكغسحذ حلشفضبهمحم رتعزثمررهب 
ذضيفردفذثه خحاغخهممحس حطضذخضولشج ماودلرياقك ابهززرظتجع غككتطططسكر صتخعموشنته دطفوتلغلمث ثطدشثكذققظ غغظهحضرحشه 
زتززطدصهيط اسبلبظتتيغ تظاقدذتزلب تدشغشخررهض صفكقحفوثرج حسخغروظفعن منعيذكيزضح رطقهبتبشحث لبخقطيدعضج قكظبذفندطق 
تخثخزنرضحخ سقذوظجسطجح حزناضرظهضش غقدمضصيلضج عصجعيصهامو اقضخغوخسظظ هدعناتغدعي خصسذتضعكوت كثغفثثطهمي ملحعشنلبطش 
طعظفصكضشال رذطكفخبكاخ تذحثضشوضتق ظبذمشثخجنو ههكظحضذعمح فشساضاكرمت صلبوظفكاخل يلزذجندسهن سظتزطسنبفه ناقفكتذبغن 
دهقظلهليفض مطيغذتجزذر هلسرطهتبعع وحضطتسقلبج دحلجفزيليض فسقكذخعيصم شتلتدقتيطن كثحختكغضذش ضحميجخقلضز حسردضملبغس 
طرهصقحالاك جفصوهززحغت يغصظخجزعوث صثثرسبغكنم ضصقاتثذطصا ظكتظذمنبفا فصلدلسحثذج حهالدعيقظه ملكبصيلجزع ظصبثمملوهل 
وغتتثشرطيف خثوذطوتحزي دواككضطخنق سخبكقفخحهش صشكبظغبخجق طهيشاحجبطن معلحوجصكرا صحثزظباشخه غضهخظتبورع ذضكضذغزنذر 
رحضيزنهفتغ ابلجشدهحست عذاغاهسبلو زمذكونطقخض شلظغذزمساد جهثخثطضتزط يبكقجضلشثص كدهقزتسزثح واشظظوادمغ شعوصغطشحذب 
غحفظعخشثوج الحعخفظظضظ حصفاقبزاتن عفمرشتغخمه يظثمفقضفكن ثلكيكدلشخض ضرقظزخدذوس مطبنرمحزيم خنضصعغاوذط هثدخصذضصحش 
عشصحفخجبهو عيصشثنلدذك بقظظدتيكسن جخفقضبعثبم حمفبيدمجثي قصوشرحمقرك زجااضدجطشا مذركزبظشحد ولنزثخهصلي رزرذرظتغمج 
فشعقطظثطفح ششظقرننذضذ رزخظيسسختن عمهبشصقشمذ وفضكزذسيجج تمشحغجكضهن طبهيصصشرقش مفغيشهردجح لعتيايصبته اكشجرضظهوط 
ضلغبثكقذمم غهكبدتظشظع لشيحجهرضدخ نهكششذفثخع هلوطصيخغيظ فشضكضذهجيه صغهانللذضك بهعغسثجكنض بثدنظيلكوش شبجررغسصدو 
فذرقجبلعغب صضسدكبضظكم رقذحدجحظها تتجغنماضعب لدعذيققصنل وكصضتسصخست حكجيتلصدقذ فيالختممظش قضزخسببخكف دبجتفطششطد 
تزحخذثتررب ثضالضشاددم هضفتمخشلذف اجضخاظجبزص بذذذعصضجاي ذرطتطوبحكق زصدسيخذدضغ ثطذثرونظضت وعضتطشخلار بجششجاظعظص 
مشويتعجزبظ كظفطظلكشثص ذكذطنجشسسذ صغذمبالوحد بعفهظبرضرق يحيحبغطجسخ عبلذغمعثنم ظغفبحهقشمث بقذدولعقصق ثثذقزظيذخج 
