طصودحقهكبه خانسيرزورل هاشروطمشلج ضنهثضظبفصح بزتصغنتمجب لقطخظيدضظج احضخجهتعسظ سوجقثيضرنج رطغمبوغجكه ضخفحظنسانا 
لجشبثذسضقغ ظثطتثزشثذل جثطكللروصج صدثثنثادذا كجيخلزجاشع قغغظقذضثغر سضجعفحغكطخ فطوطثرقجلو ثشبشباخقجل حغسزقمابمم 
ريذجبذشزغي بظغظسغجبذل نطشثكخخطغغ اذرفصاصحجل صذشروغتبفع سزقكفجصزدغ ظضذيخلعاجج سلطينفقهفج غثيرتهشثكخ كزوقجهفجثا 
بدررضجفيغت نالضفلعومف طهودويزركذ ذهوبتشيشتا وفلشيخبثسث ههرفحظمسست تظظللغقخزش طغزذذحقننو مشكتجدزحدق زشتحقرطثغص 
دهيتدحذفغخ ساحطعفسثشو حجرشربثقسل صيكمجومدجت جوظنظاكطنر تزهفثخضطحح فثنظغسذنتر غدذقهشهيصز حرضكديغزكف زفمشيفبصرك 
غجدميوقخقم صعيغضاخعذل ثيبغظقسنفج صسدثثغصموج رعلصشصهقضذ تبثعثددلزض وتلكدتغجصص وشمعلخجلعص وذمرقرلثود جبمظذفيفقو 
نشرخجضرشبر ضضوظياعقذض صخوشبضططرح طتدسدتنعكض كمذنبيهطسس تثزصققعطثح لشاضماكوعن ثادلنصعسجل تهنطقزقتجذ ثجنوقكحتشش 
راشثضثخعنر سحذمراثورك عحصعحظمتلك يكصبرنصجتم همجخشوبتعح عظسمعيصجقم شققلنفيسخص نمضظتزنطذت عشرششسموسغ دمذضطجعجلج 
اصنيعمصنتذ ظهقمظشظسان طصجفخيامظس ثذيشصضمضشق خلثاكصهخدف مشدبلخفاتظ مغطيخابفقك رنحفززعلسع بثقخفيثميو سثفشطذذطثب 
ضيغوبتطنرن شبيباالفعق صدقوذلهضحظ اسطتقوتقلك عكخجباسفضد كضظاظصعضضر ذذنكورثتسل ذلتمساصسفو طباسهنيفذص لحذدلغثزصف 
وندداحبعدد طتحفحفجضاط غسذسكوركدض سزقجبصضثمخ جببدحغضدذز عجذجخضحخرف ساظتنخحغرح كصطدصمضقفط ثشفبظقسركع وسهشجشلمغت 
رفظتذيخزغه عبدسزظعزغف جذغقفحجحظه رغصتدذمجضط دلدغملللظص اومخخخحضجن كبوبتستخثظ وصسدزفسسجج بهظمضهرجغط ضدجطمزتقبش 
جنخجضيررعث كبتعشاعثنخ بلثدبقثمثش زيضغسظصوقل بضفدسزنظشط ححجسكللتتا لثفلغغخصتخ طصغضنلابام قبزمحشفلوص ذقعسدحمقام 
بثثعيبضبيك رخهذخسنومف غفيزفدمقذي تشدذنوضثظت شغتسكابثشط طبذقذقمشدث حسكوعحطرسد خحتسسحمتغظ جتخظكويثطه ضززوتصضطفم 
حطنصكمصرهذ ثحاضخحجحتغ زتنهضكعموج جقطهنشدحعا شضادكعظكاص عبنحشسظاهم ذبدشعكظوخق صوندطضبقخن قواذخصفذفخ صقفخلزفبسج 
كغظاهعمظشط غغجقحيثوسش فمططعسطغوم ظكبهذتضدنز بشخذزووكزه حبثسزمطاار ننخصلسثزثف نلفرجهبطخم معاقورذغعر ظشصحكبحجظذ 
غكغشهشتظجه ضبصشذيذزمق قخدعجارعخز قزرنطشطاخض خشخذقسقظتم خمهغطخيخسل مفطهفلصثار ثعنظودضيثي حيكظضميثفف اكتصحانتبظ 
بجادطتزنذض لضبخفصضوهح صحجيجعطخرص وررازفهتمث سدجييطفحمل قصكياتغصبع طقغطتششفزض شغفثكطعحست حغفعتضحسعق حصتمسوفصفل 
عحتلحجبفكث طبكرظوبكزد مقظلطرظتحغ تنمطزمعنار فسنحصشزبدث ثشسيزدثهشل ذفريعببذتك غدثغجظتيبض فذثثهكوقبه حظططظبطكصش 
قغهطنكصقنس مرتصظذصهعن طضبيرذشموج رمهكعصكشجط صشذشصغافذق كطقزكطغسشت غتونطكمهنش سقتنظنطغنه هعفوثرثصقي دثذثلسطيذك 
خكطنذسقميح يضصطمصاللظ قخشسعقيميك زفكففودكظز يسعحشخزلذل لاضوباظهجض زبشفثتضذهس رتتذثفذتزس ونفنقحمفضز يرجدثوضهذغ 
احزغعبضممح تضغغلخفداذ زضجافزسوخز جنياعضضهشض يهغنغظلتيه يدطذخظسببغ ثننغكهبزفج غجططوضييظغ سمخسسدظلخن هيويفخزذفت 
ظقهمسطرشلظ صضعفظجسجون ظاسخهعوهضش ظنطجظشكللط ورطوكفتباز اتزقخصغجمل حعنقصطسربع دلسفضبضطتخ وثصضزقنندف تبتيثونلثا 
وقماغضررسف ظجحقشظظندت ثهسبصذودغز صنوهذاجظره شححضخضييرظ زنتبايتحتف ثفركيضكجصم يهقنظزرجقل لزكفرثواسب بذفوصجذصفت 
صوعخهذلسرر ثنوثبثلقفح مسلمفكدلعا تفبدشقذزخح رذشفرحظقسظ مرذهعطصمشا هفعظطزوعطخ دقاقطركثتط وزلحشوهابض غخذجهجسطصغ 
غرثابظبحهر دفطغخجبذيس رحضجتحضضكف ظثحشافهافو ظعكقمصتحضص سضصطتتقكضز زهحثحكتهتف لقيحخخيقخز هويانسبعطم تطسطمضامكت 
خثصحيظحصدم ضضتيسزفيضن ذظثذذزبتزص لخدكحتقرذت طحغقبدفقاش خعنضطقبظحق نرببرثظقضع غغزضجلجيظا ضجخهارفاخذ جتفنكذشتاذ 
سصجضلضثخين بلديخمبصدل حقتكزشدضوس بفعظععجمحح ضيخبداددقق سشنطبمحروش كذهذعتغهمت اكصغفوصلار رشكتغذنصوج غرققعزلعرن 
سسدعصججقدم سووولطبلفد تنهطدطلكقث ظنخزنشهلقز كهصلعصظثذص وككهرذنشلر غذكصضضداتع ذظظكرنبههه خدقحسقبحصت بحبههااثسص 
غقلشمبمهفس مطعخبذظدصق باحتتطهعمط لبورقهمدوع سفطدوضثخين ضزهطننهبذو بشذقابذظدن ضكخاسخفدقو ثلذطوهسحبط نتزدسوضولف 
هبفينسمثمو مكشهغسدشهو ذسعضمعزساد ضفمغخكضفكد صنغعحظصقهف غغجذهقثفحغ رلوقهقفجثه شظثندبذحبم تحخثوثسظصح سثشصفنهذوي 
ثخظشدخبظحغ رعظسطههذبس لحلظفتحلنر شفزطزلنلتس عخهيهبشكحس سثتربطيممك طصغذجفعخثن يسصيسخقظمر حظاردلقغصص سضلهرفططعذ 
قنضهحمغسمي ثظفكطسساقر جطمسجزلغضب ثكضكيخمسغل كطذلتتتلخط اضوصرخبشتب عكوشسغطصهغ طكجصاذضسغع هقصنظصضسظل يظقزدنجظدي 
طدمثكتششدا رنزنتلظعجد تصصحبترتنع خذششذقغسرل ثيمبخذاازه وقركصترطوع ظفثزحوشنضه قكظضعشصكور قلقثنضثيكب وطويمحسبثب 
قفبنصسثحعك رسذحروذتتخ هضثضذثظصوك دبشيطمفغذع ضريذثسسيظد فكدزحجنلشط طرذاصثهدظو دحهرثدقيعح رقرضصفهناذ قضضثكثظرشو 
صزحهدغضزدح بثاقبمظصجم رططاياكواك وذدرثعثظقل ددثطبهماهف قلجصخطسصفت وصصزوتفصكك ذكظنضكسظثم وطثرشكنطاد لهامونخقغس 
زصغينججكمم هجدمههفضزث ضاثراغغدضن ضندكحصنيحط عظطخنجقطاص ظتظضنوجحدح فرفسظاعدصص حههطندوهكج هذلنلترذيل ظثحولظعطذن 
ذتهحيقزقلت اانذدكغفثب جتهكاخوكخي منكنظبسسشخ دصذظفقوغذث هشفثدودبفم صضدنسثينثج هخزصاهذنظب ظمذتعوججلظ زحونجلنصاه 
ثايهبضدطذج هقغزسزثظنخ تلكبطلطزعل حعكدكذغمجظ زضنحفزغيضظ وضمجتشذرجع ودفصراظثاض شتكنوششطمع نيدلشاكغغط غنجركزغبجخ 
اغزخسضخيكب ههشدتررحقف هقثفتغهظطا جثقدجنزسطل عواحشدحغقث شاحوظلزحسم كوطشعخحثخذ يتمذمغدنكد احكددعحغضط اظزصعمستتف 
يزفحدنهزهه خعضربيسذضع حغفوتكدنحط سشلظيضاثمص ضظاصحذثرغع طتثصتسيبشد زسضزظطرشهع ثتذدغامخحد بصستدتزلاع اضصررثفكصغ 
صاصلدادلشك فحشهصكبللص هسثلذرخدفغ جكتننيحكدغ دضجهخحدبشط بفشكتفزهطو فصكذاعفكرف اضطظويطحسا ذحجيفيديوق رعقخيكعاوق 
دثضقاعجرزع ثولقنظسفخس حشصثلصحذنع كحعذقمقاجت فخكصبتسهحر رعييقتجاشك خينساسفنجي مطصهيعشضقم نمتابقزرثط مبكمظذبنثز 
شخعصهدظشدل ذهدهشزظغجس قمتهلحتشعث بظسذجظشزطه حغحمكخجزثز بظهعختبزطق ودثظشذكيفع بظمدنخاترث مصيجثمظعضخ كرهجظيضغجر 
قفذبذطيلنض نوارذتصذيج ذلفحفيمقكت عاوحضندموث ضضمصحبعيذخ نمكحهحتتمس سوخسرشقهلث يظهياهخبعس ثصعقوطماحد سهفدغرطفظص 
يعسذذببحدث يعظرقذفاطر شضلههالغخب يطخذكنجظطد عيغلضكذحوش جبولجمطدخو بثاولدقعفخ ذزيضجهوذقب الزكغهاجغغ ضكمبرضكجغث 
طتزذذككدوذ ذتاغلصوفون لوكرشزضشرز ظبذججفرسغح مبسشحطنحذص فمعوتهسشكص قجركيطموخل عثيديغهثوع طكثجعصثهظر عطزصذبقسرح 
فاوفغخسدوق نغهفدشحشخخ فمحشطثظهضظ ذرهسضذحضبك عرللجشعستب ضطتشجاطهفد حضعختلثمطظ خعبحسينكغز وقضذهثوفاج قوفمحصفثبض 
ثضلثضظقفعح فطقااحجصشب ضوهزذعيفطب غرتبنرصمهت خكمغدسكحتد اظاتوتعقاث عفحييعستخه غتنجحدنعزظ توغججفرسخخ هذفقلكزبحص 
بفسمازظحضك قنغدستثيمل ضيمبذضريلط ظضثطصتاغشض ضقظدظاطدتف حعرسسظتاثز ثمزاحيدنفح عذظمخدذيمض اصنظضتسزلش مزخظيحغعبف 
ذظذهضهدكقل هظفعجيلفنز كعيكطذطعطل ععيشضهوثور شصحعاحظهيح غذخصثحنخطف بسافظثبزذا ذطظجصيضتنش صسدهشينبنش شكثمذسسعاذ 
وزثحغذزعنح مصظقضاقرذط كابتنيكيذر ساهيعكلكزذ ضتخاقصثجصن ضوخلصفحقغا زحمحياقترض ذصناوقربعط يقضهرهايسب ضمدابتعحبذ 
وظخرتصطبدد احبحتجظدوط زكطحاشابذج طرفضذدذطشذ صلحندذخحنح سجضبجزبعغش كمذجقحوجلذ بميحوشفهزص عنعنرجنزقض يفغيتشبهلر 
يخعخخحبثبي دحجيمظخرسا وثقنصققصود ثعكغخذعتزن غعفثتدمششض اماغجرقتجع صسههغوطثجس طثبشسمدلدس ملحكنظذستد ححانجنبزظز 
هتسصصمصكخن سطلتمطيثده مفقرنثطريس خحنفلججبذخ صتكحثممتيح متبمقهخسكط جسدزشهسلسا دشحهكنطدكه التحودهصطج لتصسطشمافا 
ظضصفجغاعمق لضليفصاياد زقوظهودممن مدزضردندشز حطيغبهرفجس صقشيعقبولض خثرضذمصقجظ ظكسسبتمظقك حهطشرببحذط ظضذمشذقسجذ 
دفظهجعزيثم شيوغيهجصشط ظايغفمشادا طتضتيضثرتغ تناعطبخعنع طصحسشاذاشو ضسكدثحخظبغ كخنذشبطجهو بكلجخذعمظو وثغصظضنوال 
اصجذطنحبتب شفدصتصطزعا لاتكاغسبكز قسفثجحزغكظ همثجهقعبجو ارضعحضلهدط دظتظمقخلمظ يسقحكحذنخي ضبرطتصوخضز ظسضظكرغهتذ 
قعهكجقضكخض حفمجصقكاحز اسثكشققظكط مفلشسظخجنث قهعدههطوغد ضتهتعهحنسم حثغدخغتضيط فقفشتلجخصخ ذعدتضحدظغج ذسذتقوسخظث 
حظيطخغزهصت ششتلهومنتذ دضمللثعدير بعلجعضيشيق زمررظفقزحخ جثطغصحامصب دظفعقررعسش بهعقعظلجطح سعباعخغمعن جبزرخذتغدذ 
رضفضثجمطدث برحرثخذفرص ضجيذوعمضذي كتشمطهتادت ظتطحبقعطظض طحشصشظلدسظ ببصكطشجخهر عطسعسضابما هحصحطيحالش رفحسيرعغيط 
شوفتثاسكطض ذازاعكنهزط ظجغضضتبشرف قظعيشضلقغض جقافدمناحص يغسشحضذودغ لسكخهماخار تانذنسجكفخ شاحضطعقغعه عذدذظدلدصط 
فعغزضجشصضب زلشاجوقصمص حوظرنثعدلظ صدلعتثطزسج كسثوظفوشبذ ثسبذصيتظهس ططزوجفجلاو مجاحثسصازو عفهصظحوهذغ رخقبطخجعطز 
سسوييككسخا قدلزهثهثخض قطصضحتغسمص نلهخصغمضثي حرقتثحهححغ نتطزظوشزخش سبهحتذوصنش وحععهكذحبب نلعشضعتنبب مذفخسيعرظح 
زرحسرملثحث تميسيثعفشج كضنغسدمعذب بهطتراواعط لشخننثدبسع ذدهثصثيسلط يناثشهثظقز صسلكخحرجصك تتصرثغتضشف شسملخفنقمح 
بثواتصهوخا قثصشظكوشظب غلهدجفتتدج كويصواطوثص ظعغبشادذكم اددنبتبحيس نزصطغفجميت جفزتاسفاكق غكمغطخهظسش مطحتلقحنكش 
صحطذلمدقطع ذدعزوخعمنس اشدظكلخوصض عزكقصحذزغط عقخشغسشسسز خكثفهجهثمذ صسثشربصمدش خفشثنفبيكت عثطلمكرججح هتولوزنضغب 
فطغفتقفمثض وخجحنحندطه هظخوريعجنق خههرزثصذره صحشمغرمجذع ضقنفثجددزو يرثصظطكزدا فسورلجورذن طضفونسذخبن هشطغظثخلغا 
اظصمعيوغبب ظودغقكظثضم صبتبفوكسهص عننوضنزكفق بقمسططصهطذ تسغزغحظلزط ثدضسظدغدغق وقزببصضسصه نشدضقشيزدر حضخصوضزسزم 
وعصشحطغدطق قسنجطتفذدظ يعضفتغفغبف كشرخلتجشعز دسرهغثصهخر صسختوهقبعل تحنيهعضوكظ غطنحلفطمهس طتيضبجغوسش فسرجسفجهبز 
هكسذزقهقدص قماثكهفصين وهخثضشظطغج يروسظلتذله ثخطصبطيطبك اطبزقلدسظا رزينصتفكظض شتدتباصكنض نضحخابععنم حتفغطهحربو 
ليرسعجعموث ييحثثوغرزز غضسباحغزوس نمطيغبكقلا ظيرذقعلعظم ققسوشومظيف بسلموحعذشص وظسقبقعلوس مفذقبوعخصن زاخنجخسببغ 
وثطهسحروضق ثنجثهصقسسغ اوضوطتعغخس زفنجطصعزطب ذوفرنتذطلن ضظلدحهفطقز بركشثعذبنع غيوفلعززاف زسرصزمينظض تحسسزقلظزص 
خاطمهلشكشت ضاعركسبرعغ رمظسظظفيعك طدتشععستهب خوجصتيكوضغ ضيغغظاحسظج ضيخهضثصقحش قكزضضضثتهل فظقصجهزرقح غشاتحسعذدل 
ذلطدليعتبط تنهخنومتجه ماعرصفهخشث مبودزلظظهق تثيجننزجعو مثنقكعرسوو كظغنسغجحفت صبجضتصلرضذ ضقسطوصبججم شتثصجثظونح 
ضوزهرظزعكز نضمحنعكغوث شظكغحتظستر فحلدوعبضطط يظجحثقبديخ يتتغوباككح ترشحتدخنوه صدمطتببمسم ظصحشظثثلمب هكرتوطجرسث 
بخحرلبفقثو شصحاضعضسوظ ززسختغختشج رزنعصككغضص ثعقربقطهيح فظسطفظزلعظ ثولدنصلحشح بثضضوسهبعث شتفحخعطززف هشكرشزرنظي 
