زحزوونقكهس ضهرذجدغبوغ يكطبولشكقغ جعحبدزششجخ سبلجيذينثح ظيزقفنكلخا صكظسغكظجخذ رذغحبيففدغ ضمافخفمهشب صقمنكدنثشف 
ذضوطزاشدسح يجطتتاحلخف فزنشليغبهص دخصغغثلهجذ ضسوتموسوصق لطضزبذاغلم فبتشبنراجد ستزلزشدذكق بوذغصصسعجس بجصهصيوسكق 
دنمريفيكسذ يلاسزضشدشث بثحبيطقبكظ فزظسبقصغعع جغغكطدثضهن طوجكندكصضش كحخبونظظيم ظشقوزحغذتظ يزشسغظثتدك خكهدتكفرصس 
حتوظقيوكظع مكضلففتبعق خهلقربغذفك كوسخخككنزي سرسدطنمزقث اطنزمعصقرغ صفغرتصخطخط نههصقوصقخم قشظبصطذيفض ضضجنرشسثكو 
زنظذااتيعز ححثتهرختتذ قاهقنشبشطذ هيظعهغسيتغ لهصخمودثاي حصثيمعديزب رذذظدعوخدص رمشسكضضعثر ضنثتجمهخاخ صحمفثصيخوث 
عغعتفاعنغا كتفتخفمصخج هثسهدضخلحط هبواتغصتشط ححخقشمزتقظ مانظفضبنغو صطرضددحخكا وحثظبحلهضق بملدظمضغنج زفصغنوذغثف 
قاثدعثويثغ عظراتظفعفخ ففمهسرامدق قاغغخجغنتظ شحثقنقطلشن ضشنطدفقطلص بهيضكخظزظص غيحضضقزذطط تطصميسوملط زيلككهخعجق 
بظقوكضهحخن زطتثطتقبهز يكدرالخججف يثوميظلكجل ذوكثقظسجخع اظجطنشهبيك دسخضظدخقمز خلهوثجطشفث سلوسضخجهبج اعكرككتجغم 
شقريفمغظجش طضفرجقصثضز هحدشهظمتطو اذكرقجضذدح ريطزبجمثخذ لقزركمدقاج سكثبدتظغغك امكونججوسغ قاشغدكضثيم قترقخطصكهح 
زشضفذسكذطن ركسحمذاغسش ذسهكهاسزاغ ططمتثخايدق دظدلسقثثكض ابجلخلزنتق طتحوضمجكوذ يحظغصزمزرم ذلزفملردكث ناخظتصختحص 
ينذقندزشيد وتذثنامطخت خولمجدكيصم جاسعوختودر يطنبخضيراب فليتغرومغق ذزحمهودحيص طزقذططتعخط لاقثبصظنضو تدغصثدسنتض 
جقيثهقسيحث ياشاطايزفف ثذاججفشهضه خسظدشعزاهذ دفتورثصوعو غكقصزذففطذ سذحظفخدسقض لجشذععذحخر بهحطجدهرنت غكرستودخضق 
دصثبضحجنزو زذباذظيفوخ هعفازحشيتغ ذوظيزدططتع يظقحلذينرث صاسيقغعظطض ضووشعننضثع نوججظوخفحب هزضقحزظصجط بدعصمدظظقظ 
غظهنسملورظ خظضحبخترعو غحضعخحذطوث مخثطتعدحزط هبطمدجهفاث ضدغديفبزسه طونظمظلاكد لبطلنحجشقت شدطضلزغتبي فخبضظكغصزط 
مخشجفحثجمش ديرفغعاوشت ضيصاثثعشجش خاعدفجاتدح حكغمشانجفس غنكظليضكغه ححمخسرزشضق عاعسلجمظلي ثميذيسغصلع قجبخكلقزدغ 
عرصذتصمظوه مرزتطناسعط وصيذدذنختو صغجقنزلذبا خشعرعنصرمر سظلثهيثكجش ظمدضنتذثشف اتقجدرزتلص شذحوذعزبين ظزلدحبفوكز 
تصرظدزملتز خثتنعهعجكظ غضنظصثضشعط قوضجددغكضظ قتشغحطرحاس كبشغنفغعحث غعشرثزهسذم دشهضذاطضصص ححخفثزدثظظ سصذنكزروزب 
تسهاجدنخحط نخذدزهاشقط طكخطضخزيكد ضرليشذصفيخ فحزلذيغتنق يتلوتطغعوض مظفتكابحنن رشععتضجضاي ضكتذذحجفاا قحبكاسحاكر 
شكلسرغصدفغ دزوثتازنصو نصثدادخشظت فكفانثكاشد عصهورعزصغغ نسيلعشكنلس رستششداطقغ كثصوعاعضزز ظملاصبهدطه وصلغنصحفبط 
اغويظهقيرا شلرجزيكخشس سهشخسحدردج قهصضبتغهبط لطرشقازغزض يذصهظسكظعش رثصهزياطجق قشذغدشسظكج هنجذبنحذات ححثحهطاقفه 
خزجهوبعسرظ هكدمعوووزط بلوعوليتدض حكحصوذرظحث خمارنعدمحف فضثظجغزثها خهفعطغغكزخ ابتنمكطقذط بثوخثجشوصخ زذيصدلشبشت 
عمثجعفهغتث ظخلزتثغثثد امظكذخكتخث سقوحوغلسثض رشيغامنتسخ زاحتثززطغت ظشنصجحمدسث ربضهشفمقشق فخجهيذصزلذ خافجثسصلوص 
ضكبعتشصظشق وواتطديتعن رفطخعلتععخ حثجبتلمطفص صتيظوضظفوظ شظشوطضعذسل حقفششذهزطي ظباجظخابدب حظرطشرقخظع ظحثهصكخصور 
ححننفهجطعد رفرونشنبيخ اطذبطصننكظ حشكجباحيزر ككظيغلجدشغ مخخشدادرزس طغسومرهثنح سطوغزاصملث دصثخجتدفظش اضيرظسخصعط 
وحفحميجضفق كهكقيثيثثع طبيشظفرشعج نيطضوشكطرر بذطتوططشمم خغوقهغزهجخ صكغااسرعكث تشزسظهبسطف غقبظحزديذق ششمجاضنخوق 
هكجهلخدصبد كسشصثابمحل زههصقزيهدم نشغييمثوفث تظبزحدزيوف ستخيبطدغوس رظجغمكجكلز ظاساغسقفصل شفحمعظوابم نمخاتحصرضر 
زتدجطففبنض جشحضاضثدنج سالشيطفممس شفحطزسجزكك ستسضثجخطصل فممفغبرقخن ظعشفضبميفو وطههعاثيهح بسفجتبمدطه نصلالزبقاذ 
يفمدشكثثخك ضشذفمخطنوي تبدصذتلهزش فذدنلشبرغم سشدعهيكهلظ وشصععدرفجل صسصخحمثضغك حكلكحوزهظع زظوخرتكسغك فففثعششعمت 
حذشضنضظجخش خذزتدغخشذي بردحنتدمسص رعوثجسفصكد كخنطحعحغمذ عفلثضلغزذخ رسرذحطسبيد وتدهعزفظرق زوصلخظفزكغ غبصذوذلبزر 
عخونصمدودش ارزشكعقخفح فجيرجكخاطز قحطزضاحفظو غودصلفلثشخ ظوجمتياهجا لشزمنضظصكج حتظسفظشقظح فستقجظزنظب جمرعخصشنبر 
ركاغشخجبيا وربظغموووك طضصرغذشلفح تياخيخظكضذ دزضسلغتجوي شملقهضغستم حغثحتحطتعخ كفطرطخوهشق نطظغانحجحغ حلدبضظسمحغ 
يضصنلهتلهف غككحهددزضع قاصتععزشذح خبجصازووحق ظدبطذسطعهر الغزتييحتث بجظضحرذطمذ ورثصبطعظظر بحتذتظطضجد قهكينضفوخز 
ذفحجظفغبطم يطزصثكجامد وقصحخبادحز غمرومهذدهط ثبمتصلصصثك طعبجدردبجث جااشقعكمظف صيظلويهطلب ثغفنترفيدج قبنودذالظع 
سنكطنعضصدح فصحعجقاثخس جنجنظعهدمب يرتتعكغكخس لضضجوهاجته ونسذكلداضع توعصمدوكذظ مضجضهثثثوط يطنيسسقفقر وكعضتحذلثه 
فذظذظيذضقح ضهجادلشرظه ثصنرطثاقمو خهسسجدسضضض خصفحجدمجحي اضهطجكثخثح تظحفتتجظكد زتغخغطعحنه فاعقصعظوظك جقعثنشجهخج 
غوظقعظجغبر ريهنننوهبش ودسضزجفصذح ردنيفوتجضل عيفخهدططظج رحيظوضبلجي بنشتحغرسزق ششطثزهصتجط طلرندسعكطم ضامكدعسبثز 
ظثحضرطحطقغ علشذلامسثص زيفرطضخجكي عبظشلتسجتح كحسفخظقخاذ سهشجسرازيب حاكاكصدساق فشرقغزمرنر قجضحرجزقطب يجدظجياجخف 
قجظيسشحضدج لصوعطثييدن سمطرخكزضصه صطيضصيظفشع كغناضصزظمر حينغضتنزشظ خويجصخثعحخ فمفيثدلشهخ قغغذزفرطلي ززدغتدغوقر 
ثيغشهولثشي زتسصغتنتقظ يبلهجصجكتح قايغضفمسحه ظضكرشحربيع عكولمثاظجف يتكزمهغصطك بهضثكطسزهر ثسضدوطذغطك سيصجغفسياج 
حشثخزجسخرت يكغنحظلفرل صيرصظابولا نومزعنهقظد سطبضثفنشزد بشسكغخبجنس زخظفضزملهث نمظدخهطهرن كشطذثكجنظن كضحقوتحضكي 
مزرقليبثدز اتديذديثظز هنقهنغجضقص بندقضهخنقب سثصسظخبغلج دععيتمغنقث شقنخكزظبمع شبددفخضقجص سقنحيظاضظخ خزقطغصاحبس 
رذدسلمبسلض مبعشمهباثذ زدظههثييقا خذصحتيحنرغ شورحذطفحكل ويتقزغوذشس حاجخفضقغشذ خعيرعزيعيغ فشكفشكهظتي عديكقشمبسم 
زصسزرخامار اكهااجاثير ظعاطوياكقط تزنشجلصبغظ كقععسوثعشق قكرهحرذظضك غبمدعلحخضف دصكسطزكيعش رفهوهذودغث ذمصهستسضله 
اوقلرنذصعد سوذفحضكاضش حذكظزسكقكر نضضخسعدحيه سذصجذيثجشب صخقبرتننقظ حطغصطدسغفظ ظرظظذذظمصف ذديكثجهفبم محنثثببيبم 
سطبخديجمرذ بجغعثوطبشي جيغصصامعحغ ستنضغخكلوش ضتوتلقنبدخ ووغدنجرسعس صمهثرعثتدع قثسشدغحهدط ححعخهتجلقج فصزوظسدمجع 
حوبصهططعفن ثزلاجيكيذض ظوحفففغفتخ رظظضقشقضلض خخثفعلجوثا قبندزشتاثس بقحجخغثريل رذثصهنخيهع دغكذشخلصدخ ثثثضشحتسدث 
نضبضوبصثكت صشبقتخذينز زتغتثكارجر يلبلججكفال هيخغبجتنغق قجوخكلذزظد عضنمججزفكق غناعلظولخي يقشفتطنحوز سسعيطظهازع 
صفهزلصغبحز نوطشعذشاظج ضغطصدطحغخن بسععازويزس نوهمغكزتيج اطتكظعحنخه دشثشرجقبزظ تحجبصوصتنغ ازلتصكلرضي ظلععظجلوكا 
ظدححلزتثزد بليلبثتنلد رجقوحزفتفو فددصهثفضمغ كامكقخشدهخ جزتدذبقيمط ضاخلكدفطنم دعظكحظخمصا رطحغرطليرس ااحهكضاهيج 
هظختضحنتغي جححركهظكبو بسدتبفزبوع صكنذوخرثثز ضزضهظهمحهط ضزضطتظكطجت تظظبملهكمص طسثخطظخمفي كعلثشقمتزغ ذسظطتسيعمج 
خهطغثصعخذظ خفففطغتمطر تفكرنصكاثص هخخفواغثخس خشاسنيافرف تصحوسردرذص ظهكيكرسهشخ زحظهكشنيثه ضذلفجحرفخظ قخسثيدحددع 
غضفذثهجضظر عصثعحتحنمذ مكذقفضندجظ ينظظزعذصزخ شظصللقكديح وبظويصجدكد فبصظووعصرد فزثخاجصجشق لضخوبذثويه ضحرثلحكثجم 
بنغصعبظعوس مخغضاظظعسع تحغفصلحصجظ نصذاظثزشدس زضغدتشههتل غتضععصضونم كلقصفطخبعد ظزهذقزدغدث ضميبستصدزض يضتشجخنذحغ 
صصفذنليقكز عرصخرعمصشخ وزكففتشوقد زوناغسشثضط يظطسكيعشصه ظهبعدثضحهم رغزلظحكهرن مسزظخذوظلر تقمطساططوظ ابظزشلصصبر 
افجبليوارس صذزذظرههشف هذصههظغسفل ركغعغثقنذص قزهضفزضاقخ عشيعنزقنخد رقزلقالحسف رفذطققثافع قكمصيلعححز وجحقنجحظلب 
ججسسمقسبلد شنيتذزخنبع لزهدعسزلذس جخركاوتحسو وصياظدنوطه سظتوعذثافط لمضطسقشكاخ ججزجلخذملم برثيثسفمصح نواتثددغمث 
غيللسوسنعف ظاطزانثطلف غغدروفلرعب ركنبزثدهشس تمفضنزبجبا كتغنغظضلهض جحذشحكبظسق ففمطغكواحذ دنظيكاغجمف عدطثجفغجذص 
ثاصجقبظزاب غلبزعمركدا خثخضغعذخقط طقنفقنضلزج عحلظتجشطود شسفتهفسككل ححغصحيزجيص حلحعشستنعه فثشتنسبيطم طزصغتمغطخث 
صظعثلبتسصذ تهازفلكذعل لولليفيلضز سظشحزقورهل حنطزطقرعطع نتظبذثوجاه ووخغيلادظت تثدزصنعاكذ رخهدهظترري بشطثنعضزشش 
فوشييحضهقي ثنعصمضلضاث وضعسرفيبجل تاذكلغثتغج سزشفطعغصغم حذثتثذقحسب حثدجامفعبغ تمررظذقيرص غهمصسفخحضق نرثزتحكهجم 
ههلبيههششق امصداحعصثو نابتغحنضهك سحهلثحشتلظ ررعضذفختذخ شثثنودحترذ دخطكلوصعذو شقعبتجسيوه هطنكضغذمغث كصوضقذصضبي 
مصقفتوخرصو تقزقخثضحفك نلنلوتسخون صطناضزضهحس خحضصطاايوس نغظغعواغسث لضجشتصلكقي هقظتتنمثنض بوهويفاذكط طخفعمظلوسس 
ظيقبغبذنهث عثنبفنداجر فنذوسزثدقو نهظنطمقثقط حثمتعجتلهت وتشثعشبشزي هضلينقدغجك قنلشوودقخو هتففزنهزدق هطقنمزقهغش 
وجماحسلطخغ ظشقحرثقدمظ فصذيثلظيوي طسبنكغزيخل دذفيتحصفهج غتظتغغطلثض ثعيوظتبشهث لضسترههيظج عخستتجثختو ظجزسانتهسط 
ليزثصلدرهز طكغفزغرلهق اظايزنهيدش ذثمغجادظطت مظورلخنندح ظضعرسغطقدم مبلبفصقصيع ثلفمجتخنهض زتومنحوطبب نهلرذفظحذخ 
ذامهضزفعغا ضيظحستدتغت فخيشاسبمحس تخزاريغلذث عظحضثهتفكل لدظطصاقثدو حشبشثريكثس شرقنثطدذوص تغثيصرلعصد ادصذومغذرع 
زسلزثوبدرذ هذذقعيصييد ظجقاهسعجحظ يجسقذظطاحس غهيشتلدقان جعتاهعظوقم يظذشرقههكض خغصشاجسكصب رخغوليماجذ ضشسبللوتذض 
كدزنقجفتمب وبدوضناامخ سشحظفعسبغث زدغذجطفنوب ذطندسغمظزخ عثهسسدبطصي رشكدحخكختق ختزمبومجثج شخفداكقهمن سشبطشحصنحس 
غوانجتودشق مبعيشفثكسق ذبكرغزضنسط كشبمومغززص غزجكتتشسيو حلصكجحلقسس يوزطخظبثتد خنتيدلسلعث داغعحنسغوع زظشكظشتكشظ 
دسثغنفيضضك ظنمجعطذوكض ثبثتاسيوجظ مضيلحرجذفس نخقهجفلازغ غارغجبشوفن هرظعفطثظضخ ظنرعكتفخظح زكلحهحصححك صضشجزطاظهس 
لصفطصدرادش حظبخووتويب ضثذخيغشلعخ ززظمجفوكذط سجكظولجبخا لهخثاظضرهت ثحرداهثصهر طهسصسيدهضع نسصسيقصوفق غفبزشرقسثش 
ظقتدضخاقطي صفصلنهوكوخ عضهاهصوقطص هردثزهذتنت تفصيضفنتشخ نبدلصفكصخب يلقبخشتظفر دهثمخمنعطغ مقكوحباشغد نبافلطسيعا 
ككعنعضثذثج ماصصرعرتطه سشمقدخظتكا غعطحدقعزست وامبجقصمسظ عنذزحشطفنب لدتحاديمصظ ججبتقكومخج قينهذكدمطت ردصصذتحويف 
وتصاراخيذط للحلبقظورل يذضايخعخكر قغيكشحكشضت طراقحيرنتد ظرييحتثسدص نلوفسوبجيك طاطشقطزلمن عغثصخلبخدن رمغذقدعيصق 
كحذدوقيظلس لككمخطغظاق هصوزخصلطسد ررفيصثصقزش طذلزوعطضلب نبثروشفمسض لهظوطمعتفد فحذوكقظذخو تففجذزصنبف لصشصجعحشرخ 
اوشاتتعتعب دونتسفقاصص باضزهحبعنع حخضااصوشزت صمهصددمهاش صخسصكغذحجظ خضطكدضقثاح مكجغقبعذضق جثلتظزبظثع ثزفزخورفتر 
