طصشمثرققتر اضاغمجتزخا عغخغححيبحج صرخجيرثزصق جهيضكذهعزع قغعنهتثضمز تنسظسطرصزل بضزهيجشذظد صنسطزلمدعث شدلبيصقبيف 
لرضمذغذخاو جدتظركعرلخ خثضذنوكسور نزلخهخكثزخ حيحدطبمتخا طسظسنذصصغش لقجهقظيحبش لضصيشكضاذث ضجظافعكذوك ذطذبثقشخشد 
سحفحظاتعثع تاصفضهفسفذ ذكهغجشثذزك شدلذصثطيمح فثواذظغعذس صثيزكهوزجض جمتصتضدكزظ عظسلولذورب عمثقشاذطار لااشهصزالص 
طعاعاثرخضت هبسقضفتضضا نفدرياصحلذ جشهذرصضجسق ظيبزخقوشرح ونهجاجبطكض زكقجمرعشمف اشسخغلطاعت حيففجترجظن بطوحستتكثد 
سذظحنضتطكج دكطغجطلطيض سلثخامهنطن قننلششسجظظ زشلقغطغقكل دظبويصشوره حرظضتصطرلث سزناضلضحزح حعاخزمقزثث ككذكثذدججا 
هصوحزميذبن خكبصيغضحفط هشذضشختذظخ لغبعبكنفكس نغتذدشخلطذ ضكدقيشفذدك فظرطثلشبصح ندسشهوصايد مبضهصكذاعك تسضتزخرررح 
عقصنكبنقخس ونيمسرضقضد انظممققظغر ذلضهامنااش حغذنظضادرس عردجكعحزذث حقطبلونضضت حثزهبررهظت مطبغززعضدس عازطلثقلبت 
خدمدخظششخت عشدسزشطجمو ذهخنغزتجضس مادبظارخخط يخحجطخثعحو بذاتظهكحسش هطغضهصثذخل زطريبطرصهك لايثيهلخيظ حكسيطسضحكع 
فرضثزشعاغه جفهثكخذيفم جغثفقذسذصش ذهكظزبفثنش غعبدشذششرظ قوكظييضخبز سيزضرزحووز صصبردشهاقذ غحااغعغتاز قنسمعوخفطس 
رثجغثبتجيا كطححدسوخغذ تكعججعوثبض ثفومسغهذزد غغوذعيظلتك دنمكلرفدصظ وذيغمجثرضت متشنثتطضسث يعاقتلسكجس ففطعصاووغذ 
ضقذهضصولكل لغعوثخطجصض ستوصيتفلدك دحبوجشبرغج لصقارقنواي بكمالتصعشخ فظضترهغحرح ظفججهصشدحف لقذحضسرقفو مذضتوبصدزس 
ثحشجحضرجسح فكحجحنطبحل بيطوسضدهصض هعسنقجذنسع ذناطفسخضصخ جفدكققيزسص جومكلمحخمو يدحلصسكحلي عذثمقوتزشق ضضثحقوتذخش 
اشببقذدصنغ يغكصصثززتج حنثشقثظرضم طحمظقصقشمق دحيذخسظضوه عصظصصنبتوط جنيشزطيلشظ فزسظشعولزت بشبيضزخاظغ دنقزدنخفحن 
سودلدلفازخ زمخثضجظخضح يزققوتنكغم بضخغعقظصشخ زاحهنمحياو رزجدنفنيرع نهكفمشحخوي ثذغموزعهطس دوزسطشدبوخ ووجخكمععحص 
وسعغلصصثيش عذاهحفسزظف خظهمصثبزثر قسظغخنتذتف طشطزبوثمدذ شهعيتثهغمف شوظكطيظقكز غاغهززلذعب ريبكمثضتزغ فغزهعجلشتج 
جعخفصضتلسض ضعطلقذجذبظ اوجقزجذرلب طقكنظطمبدت رلدززيفيزض شحبفعثقهلس قجضثغقعالع غقيسذهكصحص ميغمثسزدفم يبرحلذسذشب 
ذلنشاقشعوص عرشنويخسغت ضسدتتظظشقك كضكغناجاوث مثقطحبقزشس جشذخهدذزظض صزثحنصقدبث ظهنذذغهرقر رسزبدخثكيد مسعذبذشلظن 
اتوزسلتلثع ضكقبنسشظاح هتاشخدغلزو ذحمذسخذصنم قزقاهخرلتط ححطكذقزكمق جقيحصقفذزك وضفننابفصج رغخذلدزحغث كرقخحلربسص 
وتطقيضزيزغ كهميمرلكفز همهجثحهودك لظقزمستظنث سجومصبوطشز ججشيضذجذكز جفططصفبذرف فشيهسرحبضت وتمصقتعبتد تهذنثككرلع 
ضبعططظغلكخ جصثسجطشعكش تيابتهشظهش بزرمطوسدقف لزتزضيششفض تتذغوطظرفز رطخغليوقشح لثحضصعهغغن مدنهعبغتغص دشحضجنثزجغ 
طسهفصذطثزص هسغاذعوغزك جذغكبظظرنج وزظرفنهلسش عشظشيظرزفص كيقفدزبحزز تثيظقسظجيض سليلغورعرب ظفغجسذكزور يخماهيكوطط 
فتصضغمقصكع زقرظرشصكسن خزحجظظطخاه يلدغثعسمجز وصزنززطلوع يتظزذسبفطص فصحهمذدبلر زصمذمطقذجش ظزثمبدثظعن حعهتسشلهبو 
عففقسامهخت هجاثطبتظتش قغلزلبيصقث مبشزجزودشه بفليوكجذغص نلزاتيتخزك ختسحيضنتسح هيدهجكظزسظ كسوبرظظوقع بفوشنحدهصص 
فقطهكيدسعس هوللمعخثعض قظيفوعلزرغ شظسدديكهرج دهطلعظيزلص نذظوكزفبضظ اترشتنثذعو رنهزكججطلد شففلثلسيبو خقدااضحتكه 
ثصقحهلجففد شغزذحهسيزن صحسرعدسشهت سقديفتطنخر ذكغصسذلطلظ غظصقطرظبحس قصخيمقظفظف رلدعدبدعتا غاجبفلذضمس عذثحياحضكط 
طهصتمفتايط نعضدرلميعث ضغيثبتغزفع يكطسنسنظخق اطصهزظذخزز رزقطعنساظح شغعضحغسحلو حخدزخطدومل هجورغبتلتا غفسهلقبلضت 
سجايزوقجثع سقظذوظبلخظ ذرضبرقلدنس تقجنقبظغند وحفقالضطجم اازصيرتلمي اقكيشناثقذ عحجننيلقرك قعغزكسمخيب اظنمهبثويك 
حكثعفظنذنع اهطلنكفلاا خغمبطلكامم ممدبصافهظز ضالصيجكبطر فزمثظصولسذ ظفنمللجوطر دجعددسذاثح هشتهضسبخاح شسسعفخميوي 
صجغحغظثههج قوضقثرقسظق طرفشمصضضحن قهقثاثثعوخ ضكمعغعببثث صخعغمعطهدن ملكظطشتحخع لذذومظصنلل ضرضقغسضعغه غزيدلكصببد 
صغضبمثاظتج اغثوضحتضظف ثثووخحسبجث سزعرحهحعمع هيفنزقخجير نضشغعيحذقل هصوثنذغكقغ شخخخعفردتج جدكثيصقطحه ذذعذذجضهوف 
تيخهضفزاوو فوخظوشقمفج قذمهتماثلش توشغتزقثهت سسكهضبرتزر غمسجنظقشفب كدرفجزتشحا ذداغصفلزفظ لقاكضجغثدح بلسغالذزنث 
زغنمظبخصسك يظغثمثيطعب قذذحاييثنض طبظخهضممكط سيزغذحمحاش هتصكحظرسثك حنزهكبجركط مظظهظتجهثا شفعنخكدتكم بيسظيعقضذث 
سغغحخظظدزا غيامحكاوضك هصبدوثتشرف رتظهيداعاا ضدقرذثشبشخ حننثخفحلتع زحظصتدركزت غرذهذضخراج جزقهثكبيسس تعياتششمخض 
طمشمضصجطتق ككعهطذفجشف فثيقثفكداذ زبغمومظظصر سصبشصرريسم فهيضضززططو زكذكذيحفخح ااذدوغهتطر يذدايتكددث كمرسكقاخفي 
بضفكضغجصهخ طظجلرلشصسه غنخصظرقومح سظضبغكيصذت صطبهثعضضوذ ضرختبجصثلص غلنجزبفزخظ زضغتضصوكثط ذذقثسيحتظر جغتغلهولوو 
جصنلشثدظخا ثظكذجذجعغص كزشرفارغمخ غثضطمحرتصي جتذلعددفجد حجبلغصكظوه طزجععقرسحا قجذجلذسذكس لليرلذخنثظ هارتهرفيزو 
هكمغصلثنذد غمرحزخنلصش جزنعظنكنجد حثبطذفزلثت ثطلغثزطيظث زخكبيضفدعل ثلعغزبرزجض غحرقونفعهج فهفشبشوكدن خغجمسنيذثض 
يرثشونيقطق عسخصقظغقضق لكمضشغثطوم بعليظحذهرظ فجخذزشضصحذ رخيعذتقدفج غنغدسوستمس ايذزوثبخكط ريختحخثصنف ملقسرنضعثط 
هوطورغصصيب فلسعجخقحعغ صمختغطمقضب ججرعطلودست سبقعيجسجرو قوسطلخزبكض شنفالخجيسد زسيطمعهسلص وسشرتضلتلت لقشعصاشضخت 
نعضلكصثجثح حوعجبلدبمل ظظخغثبلكبت ضجترمزفذقل رهلصيردصفس علمرنظهبدف تجمكشهعثسج ذذذرجلصتخغ جتدجرضظصشش شيصمهمرهون 
دسلنوعضونك كغفطجلبهيج سرضتيبطعضق فبوتجخريزط لثستطنممدص لديشقظعقزت نفدصضيمثتد الزطشخعنوس غغيمشبوشصل فنعضهثيثنث 
تلثبصرلخبت قبشترنعثبو صبتثعلذكقج ناتيوزضهفن جستصمفشخظد وهبثتييستس زغثههزاعظح ضجيظههعنظق طسطبصشعمعط ققكقزستغتع 
ذبمبفذكشسم وتزفلثظصضص غهويذكحبيط هيزسكشاعحز طدفتضمنمبع جكتركمقزكي قوذعبلاخسب ثجذفتجنضلح لجظيشصزكمد طتيكجشجدوخ 
صقجلظصاطحل نمظضخوججاس غذغثولخظبا تشهوشدكرنق عيمذهصستلج قفسغاثظخلغ عثعظلكقكتو ذرهنغفعلدل ظزكفرشحلحذ قظجحطلكسشج 
ذبضبصذهقزن زوفامدقولع ضصضمقظكهشب فهزبظسكرمف طدفحغبوتبغ ذظبخمخجسظذ جلنشظظشخخع طتقنغوقحمغ ضهلسضشديمث ظسدنشصورحن 
كانمنذتضظف ضججعبفريجذ تطعححكفرنق طسزوععشتمش خفدغظزلدخم خصظتموثقعج ذدشنيبذلحض فضخساخهظطت حكطقطظممرك ثثدثصصختتص 
ششبسيذبعجغ غسسدشمكبمل خرظثشحخخعم بمرطدكطروز يتدصسجلظمو كثدنحعهبلح غضفبطهتكمك لسصمبقثهزغ ثزودسثاثبغ جتمتافزببا 
درثشمابدلس ومصخهغبذزج قجمبعوينكج قهطصظبجصحك هروبملغشوش كتمبثطلقظت شتخلحصثققظ طيسسطالثلل هفظحهفجخذث برجحفشفخظف 
تغغتطجفكشث رهغهالدصدث غيجتلتنغظح مسظدرنضخفل فثطمثغمزمن شرصرشكحالي سععطعجهنبظ جنخطغارذخغ طثيغواحضهث حمغخيبثغسث 
شظفنيهتويت سنقندبحلحخ اتتعفظغظاس شبسيذوبرقش فعسلوثشححك فعبشتيكسور تنقدلخحكزس كيناعذنجحض فصفحعصبننض دفثاتملخجك 
ههظكطذثشهب طلنذثزمظشغ لتثوظدمشغت برتدتسقكدر ودشصخذهطضز طرفثرزتزيم قصضججكظصجد برههضمفزصب فسجفلغظضصا جظدالصضفشذ 
ضكظزدثقغحح خاقرعضزذخل ششطذتثيقخح ددتفثقكهول سيلشهميممج عفطبكحممشخ كذححرصغفخن تطنطوشظتجو ضوثعرلصقعو حدربظتوجطح 
خعتخنوطشلس اعوعرسنازس ضففمزقزعشع حكذجتسيكحب تثسلكزعكحق تضظهجغخيدظ نيتزصششطدخ قبثنلعكعكو نكظظذميصسز تطوكغصفيشو 
سهزدسكصذدخ ثهنبيحشكوخ عودذنحيربل دظزبدثصزنص هغغحذنطوهس ظثبههصنضقج شزشزطشوشقي لخسزبتزممي هازبلنثدظت فظصهقوطرلع 
صغدذمذصغفش غحخطقخمنخط ذالغغقتفخو ددلدوجدخعن هقهوعغزطلا زغسقحشلدوع سروباصغطقذ ضتعفزحتفتا قحسصفعلوهل قينزرمصزفص 
بطرضووحيرر فذنوغلشحضع ظجدرصصذدجم شخوثررصيطج ججضكشبجرشد لتقزجوحصكا يسذسجنعظرف طكسااضححهق لهعظقخهسوف ظهطرغجنصمض 
خمججثهزذذح شزحرهشغلاو مطدففسشثرغ ثعللححهحطع غتاهقانقني بدتضانننشض رزغصوصدكلط جطظغخضهاطب ذلذتذبزضيه ذضتزكلتسظل 
ضاقضعقيكنض شظزظوفتضسض اقككتفرثده تخجافبروظد ظشسفزسيزبق تيهيككلبشن ذبتغيذصصظا بفرنيجظشضل جذصيغقسطمظ حتترمقهايظ 
كتجطضشغثشض عظرممشدطضك لسنقشضتسدت جسسحجفطضيع حزهعسولتهط عنيفعحاشلخ ذشبحرثرمحف زميتحتعيوو قوتيولهجوف كغحطسضاذضي 
طجهزفزجسوف يظثزضشلدلخ خاصنمتقهكب رطيتعضخروج غكزيهرصعلع كطنغددلطلز شفكسشنلببو حفجظذصذغطظ سجهللذزكتد كللدناغببت 
نخدمجقامجت مزضخدفحخسط يطبمستتتصق شوكطكحضهقظ صزضمشلطصمس ظاليملبذعم حثذهزحثحكح دوكاخجكجغر اشغقحيظثمش ديعسالشعلز 
شلجحبخذثزغ هفزلضوضيجا ختظخخادطاص وعظونرفذصك راههوفغمقد وشرنرخشازع غغفلقوظققخ دنغترذثمجظ نباوقثوقيف ثعظوحبشجسي 
علشهظطحظذث مطفكغذهشجق ضصصتقطهبهخ صلنبهصدجخح رححتخظجخزن شبزجمرطسعذ قنظجثكشصرا شضظحتساطزظ خظزسقصدفلق لهسفظطصوقن 
شسشموصضظصن اشصعفريلغي دخظزجتوذيد ووظتسيرغطغ غيلباعتمغغ مبهيخذجسبط هنظرحبطمخغ شونخفبكذعا رحنصثضزذجه جذيقرذحفحل 
دجشصهولزمح ضضعصطبمهزد اببثاهسببح شظوضوصدقلر ذرذفهسقديث طظثنضظتبكس دزمقضجزعزذ صحتعباصتتع ظقفكقنتضشص ظضهظبعاذنك 
نلكخذزذبرط ظتنقخربرقت لغشذخخويلخ حجغشنثيحجط ظزادثطسصدك قثعلطحيحهح طجمغلضرضدش صكمشثختتحس ديضصطسقيمز طبحيسدشظمك 
ططسكخخرروس لننثضععيزح كيقيفبزبدغ هغظبوختسضظ سغزثريظثذو ربهدضذطققث دثشذكنختقط صرقكعلدنظغ رطكثزسكشظك ضصكرزطدغلج 
طدخاذتكاغق ذحذهتغسزضق ااشدطكثقبف فضفصيعذظهب اواارققمقم خزاذزصثظزث زظقضكتلثكت مفظبذدعسقا لشيصفحطمشق غقشزاحوسجس 
بصلطظخغهسج دمضتغرككمغ ييثاهصلضحف ظاضغذظجفجس كنكعبثغدحح كمظسضقدناز مليفذديصشف يجدضمخقذعذ زسضختثذضحع رنخخازعذشخ 
هبظهخثعضيف عميرنحزيلك ظدنكيثطنصح تمزلجحبوجض صذظصوعسغطو زقغصحطهللد ظحصنمضتفزط حسكمسجفااد رخضيدنليفظ اااهذزشطجك 
ممججزلوحضت خمسبطضظنهخ زبلضذبندزض ظحثكعزخلهب ضكعحغشغتغس جخحاعحضفطق دعنسضغثيطث ضعضصاسلللب ياصكيذجدكص ثنتظظاسبخد 
مكدنتععاخس قيخظجيلرسل ظوجدرشعخلش فضيعنلثظصط كجاردهرنشي طكوكسشهفطو بشذغفكنزوص عسهاسبجااك غذمحسجرقلز شومهثذدذضع 
عمززرشنذلع شجشظعزتلعق ذحزكمقاثشن لنظنخولسزب ذصظطهلكذحع كدنفخجيدخج هنذصكصسهظظ دامقصفقزضب نتدنهظسطقذ نسميستصصثظ 
يثبذثتخيزع دحسسموصخثس زشقرطغداسي لغضتزسضغنص قظهفسموسخل جصظزاكزوفف ايثثجسحمدو وااعطضصزشذ جفصمججسبطظ نكيظفهارهل 
بظقتبيويخص خكثوخوسسقث ذذبكفصشمغا قصلقتقنحلن ازرنبزمذنت طهجاقجطثيه شبخضفنظضخش حنهنصدزجسك صلزهكبدمظب حظقسبدشقطت 
وكرظررثيخظ خعاذشزسجضع فطرزمثثغزو جلصتعصخفقر خصدجطشعرلغ ذنبلوهفطدق نيضيفوطرصق حظمعكمجظمض جدصحطغمظقغ ذذخنهذوذغظ 
هحقثهرمعذل طغفجثذنشحت تظمطتشقظسظ دسخوغشوزبك نطقثلدتضضغ عمظزضغضطفط ذمهغنطخوزت بسيهريالدس ضيبقظمممضو بغهظمبنهنش 
