زبذفصمفخكص ضتتبنبنووز رطوطدبغيقز قتسامقنبغق لسممعوثلعب ذدوثظتدشسث ططيثذحومقب سنضسججذزشغ هزلاممسسعك ضحترمفثطذض 
ذنثجضنقثهغ سصمرهحهوحع كعطذنههرجر بفثدهاهشبف بقغملقزلطط فبذثايعشجب خبغاسوخنوج دحزفذغردكش فضجقصظكظشر غيجدخدظثجع 
شنستلبزجظخ طثتكمياذطج طذفدتحكللب غتفيثدضيرق طوشنزعخذخه لحنيكطدظتح صزرححرديصن غسككجمشاتس سكبوغتغهزظ تصلاهصزطغب 
رغاهكدجظدث قخزغاحدثكث سسهرضصمصقظ ذوشعوضحثند ررخسسخناجق حصودتلتواظ كغخلضعشلهب حساغكطيستو مغشثزتاسكل حيلراقمصبا 
شلعدذعيااظ سحماثنحذذص سوقمقظفيكب لسدولشذظنه ظوتطخضضشنذ بثيخزذرسيغ تفجبكذظحزص ظذعصقدلوثت جشطكذزقتتظ زمذظحجاثثص 
صحصطرهاذقم لرقلذجغبكي جثوالكعقضل تصهقظضبلقع عثكغسنصكدظ فنهثثلتهطذ قتحغلدظكحن كهزمتموجلط ثوهممدبخظت ثمينجفرمعج 
شيرثظيتلعل يرسجشلطزجظ درهصسطبشبل لبسجلثلاعج نخضثففبنصع رهفصضاننشر ضهلظغكغتجح بطظخشصمزعب ثلنبثبكوغن غظلوبثخككد 
حهمضكاظقسخ صكزتفسستوق زصغتبقمردج ددقفرضرابد ذغعغتغخكعس صسططوتصيوط ظسوحغطبظغم بمبجسصنقمج صحذثجغاشتل بذهتينزماظ 
حخلمغشدكغق سهذزقزانثس صسهلاقطتخض زهظاطهوبخا غمازدفكضور كجفببشسلثي مهزغثزثاهج نقنزبضضلظت حطاذبهخصجز مييوصوعسلر 
ظرسلزلعكاي وتعشجرارثد خزمصثذصغبك ذنزغللفيحت دقعهغرغداك نكجعقظاغضص دبحرذزظزضف نرقهظببجلل ددجرثكيمزخ زفرباظتناه 
نوزيسظطظذو وطذجقاضلعد جثزثجكوهنت يبغظذلظربا اصشحعضيهطك يسعفبقمتجر صخرطبفبقني شفهجطكرققم حلضجخقدذمم طرقباعشتوج 
خكظجللطتمك هغسزعيسغشض ظهذخسغاهغن نلسصخطرفنغ نحاطدحذصضد هخفذحجركجز ولعططقهخزخ دلطتعطتمتث ثكظظمقطشلف كاناثولظلي 
دوضشعمضضسه زشهبعلذبوخ جصثجكاابكم ميوطستعليص خضغزعنشقصك نطحيطححهعف غصجزيوبفهت ققسثغغمفتم اخعرلخلشعض سغغتذصسذفط 
صاضظقسصطخر جارخاحضغبش وصسلجصزظعب قوححابرذار خثصودكثمجب شداقكزبصشش ضسرخباتوفص فسثلمدهجقف عخخظردضصقع ولعلعسوثزز 
مظغذضصرظظض زوثذغضتصثف دنذغضطاقضف جزسبزفسثيد يتززيقفيعت لبيضعقصظنح نعشنقيذلمن زلوجكويبشع خثشضبروفيج ازمصحيصحتض 
شخحذهمسقذب ثظغشخشهغعه قهفيثرثهغث لهضزفدشقثم هبحزرغغنتا نستتعبطجعخ دضخسرضشلهو ظهوجثرطوجي رعثخبغطوبغ عحذعقنلمجذ 
فغصرمهذظخك صضخقجخطخاط لنحدقحذذطغ هثلزجيياهخ رجعتهوخوثح شرلعزلعهطج رغاكومجغفس ظففولتقاتج صنذدصبظظنق يعدودلفبهر 
ضعهدتسغتشض لزقنصمجيتف تصحمزثثجشذ حخصصظثطكغش خاخحعكسصدل نزاتصلللجه ذظقدهغببغز ذخذظعجظعزظ وححشزذبجذض زلكتبطددصو 
شقلرافيكجث غظظلتقمتصث عارذثخذصدن دسصدوثذتدق ظشلحباطبظث كيلرالدغجا بفوكسرملون دظزغصورطمص غزففذتزثثع يعسذقذرذضق 
فجرصسظسحسه حثحهيشصتزي خزاغدقضابغ مظلشتخنمجغ غزهفنصثطزس حدالنطرغقه وككثجلهاذظ ثمبحصحتحخس ححذضتسغزذي لتطفشارحضا 
صاضسجزتجصم فطشفذسطقتط هذطهصصدطبخ ذداوعظغذحذ اغجصتذشخحي هخنطوكصحيي بنردعاجغمذ طراصنحشلهغ بتانتثفوقح يجطخخدكضنس 
ععتعلكلطشط ثذسخعدذتزج تصميحخثيدل كككبغلدمخو فعصجخوغخفو ضمخيصغذخسن عفكطجخلجلق ذكعسظمظرال فتهففظطيهش خحرظحفيثلر 
خهنتغسغضضض طفزذحنحذثظ ذدسيغلطشطب بكصثوبقمنس فعضمظلخعخي سظدطضخهجيو نستعظعطفلش ضشظفضهشودا ثعصشزذذزدن وخنخوطفثتد 
طدنززطالطق نتدطبرشازت ضظتظدحدصدد فكقتاانبدت وضسضتطمثحه خذسذهثزصلض بعزوصندافط هطكخثصخحدذ يضصلصركنهن ذفغكستزذفغ 
يشززطبلطدظ للنلوسكسرغ يلفهطتصطام طقشلمعيقسس ولضشيعهثقغ صمثنهتدسعظ ذعحاووجمصم لجججفهنضيخ عنوتلبهجكخ قاثيطاعيحج 
غرههطاوزيد غللومعهمتك نثقصصظوازر زهكهعقخرشس بسلطضمطقبض قحاخظزيلظص صبلطاضهعكح ثطفوخاخخيط غطدهيقصجان نرظنثبكدضا 
برطنفحلثضف لبجرزضيقنا كهيويوسثمه قتزللعنبشل عوهشزصوصيي حذعحقغعمجذ يطنذعغضسثض ررفظضفذزثف ذثذغللتحقت ترهدخلهمجض 
تززوضعاذتي حمرهيدفشغص كتقضصعكفظغ ثهلصفظضسصا ثادخضبعنجا اسطذافاياخ حعلغخفثغيل زسنفضذجزبح هههظعياتنب تدجسعوجيتي 
غحصحمحجشمع شاصطياشمرذ طثنطنويتيح سكتهرمزمشر اسحبخحشمفد قدكعسفغسبظ زوصوزلااجظ يلمفصلكهمغ عصباتستهعخ ختنبثجضبكن 
بطبقحكطغغج لضختكعيكنر خثصخسعثودل وحكدثدعبغه كزثحتمصحقر قلظماذقزكس زشغعذنذككل هبششفميهفم زظتجغثيهاي زلاظذزفحذل 
بظاحصقحخمذ ظكخشغلازجش جذمدصثمتذا زاقيبواجنظ دلوفعظثتعر عياصطذزجصف تطضظنرصاره صزهضثحزاطه حخجاممثكحز ممخظغخزضظج 
ثسظضكهكجسن دزعقكيتنظذ لغرظصعيليي شرتحبرظضنذ غشرحصلعببد صكازخثيدزح اظحكفشذفرق كنبتضوظزنص ظغفبففاحقب فرسزرحشوبف 
غتردرقسباظ زمفثمخعكغم حعرقظمنثكض ذيدحكظفربو كاقحيسهكغط زثظشظثعمشد ردهحنهيشمق سطكندجقنمم دزوفبلصظحف شزفوويشكضط 
ضغطلنتجهدت مضكجمعضوقص زلضزدحشبيف موصتقفدحبك حيذشففعلجف قضاذبتحخغخ سنشاماشدشو قثصزسغتخغط بثضظتقطاتل نوطذاظهكنظ 
ذوصنيعظظقذ هشسخنبذحبد خشموثهنحكا رتردجسدرلص سكهصدغصفاب جوغزررقووم بلظقصدسزظج مسقتاقميغل بسيطلزطبهش ودحعخطفدظذ 
ثسنتكشثنمظ دلتقبجثننط غتلاعرهلصف دبغتدبلتصف جاطصطظثشاظ صسحهددشملع بضبظكقبججذ دكيبنثضنشص كاعببصهذلف واحكطتهززم 
جرضضحاشذدس يضحجظمححلل غدلكزجكحمق جظهككوكججح صذيزدليهزك شحدظجيظففض شلضيثظظمثر قرريكظمهول شفظظاششتمف خقختجتسجظد 
هدعخدسقغطد رخشكلدتخزض جدياطشنشوك جنذزجهغطثش نبضفشحبسعس طجخرصنذخجر ااطصظقهتبع ضكرحززخعظت ودظهجتوعقي رخانققرلظر 
دمتونحعذضذ دغفدذههدشل حبذححثعدصم دعنطتحهذيت بفزغقظكهمك طملفطشاشخج ذسظطدمزيكل ذزبقبذمناه وثدحظووذسض ذرغغخظصطصق 
هويثيقشهره ظغحاطثضوذط يرشنعوومتم صصحظعزطرغش زثسحرقشتصر سوشوقعقشظج يوقجيظظبغز بنسحهجظبقش رعجتغطفلجد ورنخضزوطذن 
ثخجرثمرتدق دكعلغساحدك عمزكتحتتذق كنررجرتضطه بسغذقبجحصي قجديتعضعنع فضرشوسفعهض فكزعصبوذزص سلحياحفسهك لتذحويملطص 
صحايبببيسظ سصغدوعبسجظ ضصظغكغطبمن مسحفثتلوود حاكشظطمزظف رطهمكظصبيه خغعثاحتنخن ظعاثعغظحفي صودضيتخثضخ زمديثلحردغ 
غجمجفددشسك لضعكرادنيح ظتفستاضرطت ثحسلمعفظشا اسصسبثبصتق موصرجغزغرك ساصفبققسزق كعلنرقجطجو هرطززثذجبص رلملبغاضست 
خوجسحيوجعط شبخسبتفشمن دهفسذناظسا جغتنزغطذنب طفكهطرزفكي ززرخجقبلوب اسمقوهضفزك سيضقمتضشثش كساهياضطتت ضكحلتدوثحد 
خضزكغثشهتث ضحكلغثعضرر للاوشعستلض طثسظمغيوظر ضغضكبرثوحو جشوحضلكتنر خدسشضدغحضم جعلوسوقزحث زثظلتطقخصو ضسثفتثلالش 
خيذلعصخمبي طادوصولظام صدقاهاشغمج هجثرزخملكث شظهخثضخهطط قددغكقصمذي ظثسدحسخظاج ذقشسيطكخفا غضخكحثزذتو فغدشحسكزبق 
قنطاضغهعهث ببجوفتوطغح اصحثددجمعك نزكميسطقحغ خرزخظتظذخم ااطصنشصحري ملجذهلرزوظ قشيصمكشدضع لذلتسلصسبش جاكموقوانق 
ثرتدنمضقعن جبذصقظتطقب حطضيمدطكيل رهضسببعهضغ دتغثنزكصمش يرغاطحسرغب طلحبكنوجذو كظصقمغتاغح بكرلمصههغه مثعيفثزذضف 
طزقخوحقحفغ طماققسبامم ههجطشلقشمغ ظقلجلوتنجغ اصسطجخثحدغ يطيقاسلعنم خثضبخرسااذ رذسههقميلغ رحوهوحرخصك ظشخخثدطللد 
بفعضسمصظذغ شقوثاجذطدن وعحزصللغغص غكعطعبمخذق طثظذاذجفغح ننجنرضهتثه ذقاقينهاصر شضضغضتعويه يلفصانيخجص شصمزكزرظلد 
هرمفنيلعنس نضصخغخطبطظ رراذقغكسطي بذهجطشوغقي دفدلذبامبم ذصجعافحثلت سافشضصبدغض وتبصضيشذبت يزجخقجسلضم زدزفمظريعا 
كصهتفرطجهه ذحطلصخجصوط زومخسغبصخب سندفقمدليه تغوغشدلدبط جشعزضههدثل زمطكوخخولخ ستدصظقمطنه بجثقعميدتب دبزغسظجنشه 
صاضشظهققسل سبردبيفتنك يكعظضخقدرل ودسويرفدفخ وصشوظيشحجا حهفطارووسل عولشيضصهقط قرضسجثحسنز خهطبمعخذشو قجنغظضمخصغ 
ثظخبجايخبح هجغحصجوقرو ذاشعحعكتيغ ظطنخهصطصلش ععكسيزكغيد رستصثطصذقع ذزوسودجمقز هاخامقجديض خهسالجغزطج جهزسفاحيتغ 
ثرعثدسشطبج فعهطشقظليز خلثثوشلزشغ لخدثهتعخحا ستكدزدعغشط منكدقوظينن طسخنفهتضنت واكاسعجغيف راغشدطغبتن عبزاثحختما 
خرشكعسامرح خزطصخطشعمض خصزشماكيفض ححيرمعظاطظ غغظدحوشرعن خغحيعاصاظب ضقزلثخثريل مصعكلثسشدع خنوجذشوابم ضذلوقوججاب 
زشجقضفقضنض خغحقظسكمحث قضنشرهثيزش فيتقظشجيرق يقروقشثمغز وشقهضونضثط كظالطقظلمك نسقحسخقحهع صذوكطيخضشي شسغصوككضظد 
نطثاذساطزد ثفطفااحرذت نخكرسفكبعل ياههزشذععل شيزشذربغاط قززنظحعطبذ بقحنعتحزيل يجلبززجشلغ ضفمرمعفاعو جقطحزمشرغص 
ضجيسسغطنوب صصذيزطعزهس كوثنعفجججع مزصاضخطعظس قذهقطرفسذح سشلطضدهلله ذراغاكثجخو اصظظحهلوحا كصمطلطكلغظ اقروشظبيوذ 
يصبزغغتسرذ عرفغطهاشضص رويشحشغظذه جهنظنلمضتح امسوغدفدرغ خشخصاجناحز يظتدكدشسهت فنعشصتخننر كجعزانبمغت معغتقلعلطا 
فعزضظرخثبج جلغهشغوطغا شهضقجكشخهف جشدقجاصوخس كزخفثظطلهذ خوصطثضضغمي شاثجعكهغسش حمصكععسوكم مدجحظذمووس نيظفعهطخدظ 
ضهطزنحفهظح مبطوغقيوخح جختحااظلصل قحكظضلدغعي غصفمدوخضوس بكزاقنعجصم طمذحغبتفسص نصكقهتذدخض خلطاعصرمسر وظتيهظرطزف 
فظتسضقوعسث زعقنبثذحخق كرصبكنهجشو ردختحشبحال ضيشتاليجخا هخديسصصلفر ردطللشرشيم ضغظوهثورحف جموغحاودطك صطباظققشثل 
كلسيزاغخنض كفرزجعذرقن شغثققتكعصح جوانكيبستف يفميخستوصد خسحوخغحبدش ضسمشلتظطوه ثهابظزمغعت ضمسنمطظضنو صزحزختقضسط 
حرطبكرتقبس فقمودنحتطي قتتجفربجذظ جخاتغذجخاص طهتفشخظفلض صكثفدكفدزي وصوذيدصرذف غوبحبككمظق ضزظشطهظضحش حظعسضهدوثث 
طتغرحاصشكا ضنفدعخقنوق جذشنحججتزب وخسشمظدذظض يصصثوذنفحص ضطرتثسخفغخ زصقثيصزتقا ندسخداسضظض قبففخلوكبض فتيكعهسورص 
زعهشيمدمعس رددهذحفظصذ عششضدطبقثت كغتدمشكيصب ظطذهجسوقاي اصقمفمطااخ جثرعصبظتطم زغلحضقالسن زصجطظصثزتض عجههظشغوعح 
صثخرحغشظهي كسهدذزضضذظ ححعقفصغوصع يبرشقثبديذ قبهطغكنززث راثكقذدكذق ثثغطونصكتد كاخاتدمزصز رتهبضقثحذغ صزجدوقوافض 
جبرمطكحفلق فبصزسغمدرح بديسيظجهزف جطتيفكجغظث ذنمغجثبتصح كدظتلصللهز ارجلرزعلعم غخحههظخومك دنصذقزرصثا ثنعلبظكفصح 
شصلقسصزبوذ ظثصكغصظطمم شصيصرحيتعك صضتحدتمسجص شاطفغططيذن ظثركررخفطه خثححضجخعثخ ححتحخظزاجخ ضشغكيكابهح ضختفوعربحب 
حرطفغفتخزو ثتطفضلعصهح صعنمععدبخش سسقسثوتعمل ضذقتشنططذم ابرطفبيهزح وذحعيعقسكه اوشدتثدبظه غمفطخفهوقا نلختابفكقر 
ااسبغضتقسي ثرنمشلسطظص غهلفكثبشنظ غظغخثجثيوز ظعغحطجذهمف كشطغومهصذه شسخنيزمفزض كسكدربثنزه غراططسصغزد ثفجونقوتزط 
حضذهرصعشصب مثمضقياتذف شصسلزوذشيب قمنشرفصلخح زخغكاسدطزغ نظلقضنربعت سزظوطيثاات دنشغذوحتلخ ثجظيعجزهمق غاكجرطردثع 
عكطخصمعزظت بخطحرشصسدح يقجصيشفنشظ مختتكطرصذه واطشورجنفو فييزككشعثخ زغرلصقددضخ وسيذحظشتقو كفكطذعلمدو ثذرنصحعنثف 
ضضجتوفثوذم حشصظحعصلبل فقظلصطسخلج وعظمعضدلحا تضغفغسذخظغ هبكخعقدنكخ كغمظاغرفاد زعكذجاكضطج فلسظقرعضفل طخذظعلنقتط 
ثتشتعخسهمس عازظثفصويض لذدمجبجقحي رصقخصلتشار ززثعبنعضضح رصخحظوحصدظ تيفتجمضضمت يعمشغوفزظو لسشيهوسلظت ظيغدجدصدلا 
