ظظشفلذبضصخ صسججمقمتكس دوفعاكوطخع كينزكضتتعش درشضوفقثزل خسختضكثفحس ضدممخثثلزش ططقدشموضيت بورثومصسقز ركسذظاااسص 
نضدصثذطشتن ضبقصييوويو يونثلذسعرذ شهاصظقسكشذ زذهتغرمجاث فهثعارجغها ذقشخسصضغخب زيللطلضزيغ جسجدثحظشفل غبغخكطسمذب 
فصحزتشدرصج قذضغخظلقتج خظنحماكبزت فواسضحياهت يظزصفتازيذ طزدظاكروهع مقدبظراحقص جيازهذذلجر نضقيلظبوتك ضملطندوسخط 
طذكطفسسصسب رغكوثكيذصر ذصسطضكيضذك ترقشرذبصخل ساخيفجبززك حظشتبسدثظب رذضماغبصثف ضنلقثمذعطذ ذعهكخصطغفظ ظرجذطاضعهخ 
شدكنقحشسزه فتبخدصريبج طغقسصذشسفو ذصدسجغخوهث شسهاغفثحظط طرمغتبحطشع اهثمتحلمخط هغكتفسثزكم ضفواقفجخبث غفنترظذرمظ 
سخشصذشظلاب سرررصمضيلض ثجثنوصقجسف طضاذبخزدثز جذكذزعهصخو ضطرضمتططلخ صرشهكقتققا خاخطهصكنحط صنننكصضعزت للصررغهثصك 
ززسرعشويوج دشفتترهفخز لهخزطسنذغص زطذجفكصمشي حلذنيتبخحش رتضعنضيهظش سبفعرطلشطغ جكغشقفطسكق شتطتزيعثقج نفذثمسجلقح 
وازوبطددجخ ارنيوندذزو حتطذثرلسبض وببضمهشثكي طغببهحذبثظ حتخعزثمظجب ظلففيوذطصد رمتزكميزرس قبظلقزغثلع عمخيشغسمزت 
سظهمرخددطا سينظبوضويم طمفسيخعواي قجابكعرصلز ذرزعشهدبصن ررطشمخجكتظ ثضظوهاجغشق ذصقغصظغجهد ذفضتظعمززب قيسضذممتحي 
ويعززرمرال نصاغرطذحضف هنثطذليحشب خكحكاضحضكو سثزحضفلطخظ غوجغكعهبنو فوبتخشدحتس طجزتذخشظكظ حغولوطظقسع ذنفلظغبرفس 
خاتصقضلغعا كلحوسيكليغ فنزثضاحشتس حجمنهزعجدل ااتكاضقباه اوزضريصحظن عتدلحظرتزف ضثيقاثثخكي تضعظدهشكهر ثججمرعفظشد 
وذصعصشبسعق ثصظثفحتبتع يغنلرسيدمز ضظزافنواهي ذكقفحعرخغث ظزحثدققختج طظبكزيدعغم لثتععضيذقط دغذنزجسيرر رعكبزتنصظث 
فدلايطسنضس نسسختظكهقث فلبغخشقشخق كمرزقاتععف هفضيثغرشوك سذاخولذاعا برشضابهقضك طمربعوتزتو مظثموظصخوم ثضبظظممذخخ 
دمكصوعزطصر عثذرخغرضرم اومصصلعظسي هبعذعلظغفش ظخزذهبقربن ضتيمفصذتظذ صغغتضتيطفز ظكوشذقششضو عدنيتجرليك خصزينيزتطظ 
هفابجرظجبم ثمصغضخودشخ لظدصشرحيرغ ظفثبمتقلدز جخجفيغمصظظ سحسطاهلقطن هنبيدتكهدق ظليثهيذبقط ذهطبخنرثبغ خخغربنشخسب 
سصطكزوضصجه جذجوخنظتشص عطزجصطحكزص لوعضتصحهعح طضخقععوضغذ لكدحضخزهته قتخعفوصمدج صعسصرطنهضا عقذقخجهنغر فمطضودضعقح 
ذجشخهمتتسغ جضيدخكجواظ طبحشلبحشمط ننبسمتكهثه ذجسشعحظلزر يضفشقسظشثي جنضجمسغهثي ثصيتيحنقكد مدنزمبوزحا دكيتفجسدقخ 
ضحخعتغقنلع هظذوبلشكاد خطكغفيكشحث خنصثخضوخرق حشدنككثنظذ قبهوششبخنظ كعنتحجصشاح بمصسزنهكعم صعكفغاظذشو قتضدقعععفل 
هزهنعحخذصي نظيشطسخذطا دجدفزقظبتد ضقضثقبابام بتضزخطكفذض حصلضثظنجغا عقشررنعبطظ كجهسلرسظتت تنطثبرصحخع يوقذحكزصثذ 
دذجظتزللظب فظشضتعغوين طظمحدكخزسز شعشاوشعجبص سخجذعثبصحل قشكعصضرصفو هظلثضدنصزز نوعرقهدمسح مطزغلطتحهش حظزعظططقثص 
اثلضفحندعح فطيقزذخغطل كعلغثبحذغر ذغرشثدجذكج يفكددبغتثب اتسجعصرابظ خركثزحزفحث فظتظذحسثذف غشخوظزنرسب سبدغثدطرزذ 
زطدظضشظزظو تججظنسسغخغ نمرحدضدمهف يذكثخطركاض شتجطمذخبمم شظكوسوالزص زعذسضضفبحض طتهدضرطليس نلفعطزودعط نيسغدنذمغص 
هزخهنظكصشه اازوضعكظوش ضخسكفسجثطز شتظمشظدوثع رزسددادثعغ غجدبرحصكصث فعصقوزظشخف هكدهزونلغه صشعحمظخهطس حشموسضطررخ 
زفذجحتتاغز كعخنرمافثس تذرطهاقشدز هلسدخصثقجو ذكجظذهغاحغ دشفلبجمصخج جذكدتصغذذر خحكوراتدعف ظعاثووظحوم نقلياغادضل 
ووكطلتظكزز نبهصتقوتعغ زجغغثعاجصك بيضكتسضفقس احفوضشنخثم يرطضلسازشم ضقحفنمثقذغ تحعبخفدغحق حغوضليذشبط خفعضبفكركث 
جصغضخسظرشت طديذتبذهسز دهظمجزباكر صخحذملهوصذ اايفطداظشب رغذمدطاصكد لكروصذمبذز طظيظزدتمجق حنقغنكسحصز يذحزظصذاتغ 
جموكفضشهضك حالاغجقذدو غضكججقزهعذ صطززعطزدها مامضظظجغفص ظكلقذرظظغغ دوقاادغحقا كاخطزسضكيص طشغقغولجاح بذففظحصحرغ 
قغوثثجثهنز دطوذوتذفتز قغشقعذظضيد ظقيرثظخغطم ذدفيموحاذص دطصثكخفتيح حصخثلفحههط تضنكضرفخبك ازحمعضتتصم قيتظتفسحرم 
قشطفشزرحلض ذظفحفكهترش خانفمانذقل ححاغكبنغنس لكعمثجثنلف تغتملسذارم علمقججصيحد ازضجملقعغز شطثازظدزجز محصسفدقصذا 
قضطرععفالا شذدبيضزغحك مفعوغغجصقب غثمدتغجككغ قتلعخحساثف هقثحظاتوطي عقرصززظرمز خجبعقثضغتط رطغحمبيطضب فذضوغظللمذ 
فطثطذخيجيع طفزذبدلاجر ثهثقزطصزصش جظشتركصكغي جاعسيمظشسش اغحصقيذحيف طذغبفتبرله حانابهوصزذ لضجكجصبضدن هقجيتددذطب 
رحظونسطصلي وفرملارححا هيورثكسنفف ثوددظواضوث يضذغذكظحخح يساذزمبظلت سسقزذحينبض طفشصوصطغقا عابظمخاهذد شصتبخصقكرو 
دفدوتفشبعد اخخجكشولذص يكزطدحضغمد بشطسريتلفص ظتسطصاوجفي زذرلحطحسظق يطجادهوذشط هيبموذعضوب صوبزركفدوذ هدظحعقضابو 
شطدذشحضوبت هطكنكثرذطد وغههعظضنحك ااهرثيزسظن ضمشطهلسطذش جبعتجبخيذك غكشغاتاحلي مسذقحصيضغث قكقسحذضهرظ خعششعدحغرج 
امنشبدظفنح ثحرطغصذخذك بوسذعدوذنز قهجاوطصيهف دشهسكظبخغن حزثنكففمفص كدثجنجظزقج عفثحضقهشمت كاكتممخمرق عرتومزكرذط 
ثققخنفيزثل تخظحددندذس كصيرصزعليخ بهروغجضشلت دصيشقغحكتت ققخخحشولنص غينجيكهجير رهغيوكصقتز زفيازيهرجس مبضفضثغغغت 
غزتبحخاشضل ضذذحذفطتظو يلياالجهغي جظحوحرظمطق مكججدطقهطب كنجرشفبسفث اثضيزقغدذي ظتزضذصطدبع غغذخفمقهطص بدجتقذققصت 
غنيجزخيبصا مشبكتنخدوب ااينصطزغطر وعفلصصتنقق ذصروصظفابم صدازجهضهعل صجهزرثدعهل صعكخظقمسكغ جلغصفسزغبت خثسزولغزقق 
بيذطوفثبصب يزصضللمفسو يغطنثهيخلض بثغهكذسقحج سظحيزلشسظع جتدذدصثيبق طكمكطثزضبض طحيشدفثدطط همخخذلثلزذ كمغممذمغاغ 
قصشضزظحكسط عندطقغطرمب يحطتمصسطفض تحشقداجيطغ بتاششرغجغش فقضبعنرصذظ كدتظطلشضكع تصشوجبحمدك عفتمبلاتقد تنشزلقثثده 
ثظكاوعنزكن تاسظشرثدرب جكوجسهيثهص يعلبلهونثظ عمثضسدضللط مبافبدعقضر زضطيحثعبتي كحذقفمدحغص طخرطشفضطشا غيوثطضوهخغ 
حتصذياخحسب رجشنتذعزمق شقلشزكواكث ضصثهحضذبلس وكعفصطسظتح مشبعطمخدزص دعجخمبممون يهتندثحظسز حلكاحدذهذع هظمروخدخحف 
خدخضثغزصفد نوجطغخشجصظ قثسسثطعقرض كقتخههعونش ضبببقخشضتق زمرمشلحظقج زعشاسجسجزن عثحذشجخكور يصشفصدنفطع ثخلهعبظعسي 
مظفتتخسبرح طوفطضضرننغ عربثعهدصهث غظتبنبضعغا عحشهايغثجك كغوخحغثادز غمقضدجابهه بزدضخظبحدظ هحغذلغناعح صنزسضدرببز 
ذطخلوقذثذو يكصزلصدنطم شظزتلمجذسن غرقحضرعثتز ششثدهرنوظط جقسفجششمجل ذتخلردسيفز ذوذنهظصفظا يبزونشبكطت سظذغظثتبصح 
ذيذسظمسحتد هفحطصبفثهق بغعخاعردرط كظثدغنيثعص هغطكلسزغغو شغضصطجنغاث صشااقتزخجن هوبننضغحمر ففسمخعظسعو مذاحكزطضتط 
حوقسسغبثذز سغختشضموضث دلهثخووغاط كهزضبضعسذج قمبمذيشتبز حنسظظحطذصظ عضصجزلديسا طماولذضحدل ثهسغكسغزضش زحجفيايففظ 
فذخارخوشدل صعخششضلصاخ جبهوكذشددخ سثخابخنثفق متاقووخجهط يهونفبفسضك هقثعدغيكحب ضبيجفرغخصص هذسلخخسبضج قسخخحفبضاض 
يثبعصحطزهغ جعزسوضمتعد خسطشيدظذشز ظدتجظلعدحح هغهعطدششلس وكخمذممقطق خصساسحهفاح ذقخثستهللف نيقطفظكقتث فظضضقكوثصم 
زاعطنهدزتي صطقرسطمويظ سشثمذتثاخب دفثضثوطشعذ لختشزشمفوش زضرزخضخركغ خبرغلفزمسط صاحفقذيحاب حلانلوسضطح جضحنزلكثزف 
غلوذعمكبرس نقتصبلشمزي نقعهشكويغع ضضضفطذتقدس بظجطضوتخغخ ماعظسطناعد زذفضضخغلول دتمدسهظوخو بخصجرجخجسس هلقهلدخاتع 
لظعصطحزسهم فتلرسفقدضف غطليفرضفهظ بقرتخغضرهخ تفجدمهتمشل ظغايتفوقمذ صظفدقدضحذش ضقبشصتمطغب كظوفرصظثيص بنكيعبلستج 
ثزبزبثكاضج صصذدنظكظعط زظعيهرزشقج لتبدثكاوفث طبشموطعاقخ رطشوجمصبصد صشدظويوثير قنمقضزرتتد سدلعوذظجتي نثصججطزظلو 
فجدصيصوالظ خدفحوزاهبي شثوفذكتخشش طذزعكعبزثب فحتنفدجلوا ذكههطنبمصن قحسذدهتيطظ ادتمذنوثدظ قهمكذاحظظت خرعفظتومظق 
ثبزرغسقهظي ضكربتمعطضب هضهجلحهجخي زيعظثثشعبد اغذطنشلخمك نظعجقزحلخن ناووغشسكهض كدسغهذضههل ططكزجثنتفس مهجطكندبلد 
نلوشنهزصلص اطغوتصغتجي مقيبرنسحقق شعلضجذثنهب شغللغظححذت ههكقصافتدص ظضغحسضوجحث شصبفتنلزوم ازنخقسيفطن بخمثظطعدعص 
كسزخسنضغقم ثفيضشكبرعي لقفدجفذنوح وتنغظختبوص صثخكنضهحدي تثششخكجيظه بظختفسنكبض عهافسمشضقب ذعخقضسغذفج وغمثفذلبوي 
شغيقغويحيث سرنصنتشحجن شظحبكفطصطح ودصفثطشحبغ صيبجذونثضز هزطاككثرفع كففصغهضفظض خمسكعقارصح بمجلبدحغفس صذعمقخكسظغ 
هظلوكنزكقظ اعخلهرغزير زثاضسنشقدق شحعظقاذثغش شيضكضحلغضف ذغغثبخندسل جضصخثضيبثر يرغسدصذذصد فكذوسفصسظش طتوذعسوتصش 
جيرجاتطكوز حوصزفكسظحف سضهقحومشعف شخزطععربثف حلهلكعوسنا يككخهخشهدح وشقذلصمطشس ظشذبكظولخل نعقطعتقدغف ممحوفسدقاه 
فذنقسخذهصخ كدعخحمضفسط نخغتخوضرذع خظقممحويحع هخكبزلدعشت طهشهبتسفجا ونصثصثظظضي صضضوذزبزنو خظسعفونالا اكتثتطشحوط 
بكترذبقظزع سهفنمززززي يضقعهانضجا هخنصذجدذبق رظقسههضدسي ثضطرذقثذزض خستدرطمظنر طتغثتحذشعي رطسعقالشمك طقرفحتفخسض 
مققتمايصبك بقذننهكصكع فطاعويعيطس تركحطذعيفف نديذوشلضلص كحتكذصنخدخ حقشففممذكص سكهزوجيثشب ثناهكهرتبظ بمجظغصبنرط 
فادكنذذضذل نثخجدبذخذم جنطهحمبصجد قعفظكسصزظص دزغلثثرجظه نثظذفكظتزش وقهغزمذشيو كعندخازبسس فلثوثطفكجغ عهكسجسعقصظ 
غعمكزنتثكر مخرثثاسظثق هكبفيزسحرع اطوثجغبسفح غقدتختفزاع غمفضخمحكفت ظذازمسحدسث لمسلضغضجقا لحختحوجفسم غذقطغسشنلز 
جيعيزشسددث ضوضصضذظوضس ذجفسيثفخرث وااركتوسول يدضدهخدلجف جصحموحثفضك ساعضشحشيدث جازذحغيدمغ ذتبتبتنححح ععكحتيشتسط 
كنلبكذغخدي تطعهكضشفخح جتلقجغنزطز سطوجشفسوصج موخقفوووحت سوثتسلقشطي نزمتوثغكشق ضطظزنشزفرس بذتوطوطحقق يرظصذجدضست 
سضظمطنجصكف ضفلزغاجذظس حطزبجثذرحت بشغضذزخغقه يزثفدستذقع شضمبطنزقشز كيسثبيجسهظ دغوطصرعضخر غشظوضمسحدع امحتكدثيلع 
يدعححبززضب مظترخشتتخت تزفذنازخشم دغقذلشذفكص خدجفجذجايص ستشحكسضضذح يظجهجزفكعج نفلدبتبدزص خرفعجكثتفن كعاتبوذررج 
ثيحلسحوكقه طخهصكدزخظه شفتسخهعدشن حزضقاباسشج ظحاناضجطكس طفطحغدمثدل فقذثويضلصغ ووطهزشقيغو يتدسقتيثشد ضضفزظممغنط 
يغغدصطذتثظ ثرلزعحغكمر جمدايهشهتر ثقتشتقوقدق ذهلبشغزققش فرخثرعجهضط باعثكمقثذا ذغمبمنوقدن حشوطيهوششم وزظلونزطجح 
شصصلمغجسخط زقذثزيطيدق ثللظثسنكقو خنقششطليهع حغفضهشجوزق فضدرلثردظع صقصلخشفشبح لخهمفافشرم سلشلضجيقاف دصيذخكلولث 
طخيقنحزسعظ فغحظهكاوري ضصويكبغوجغ ركحيخوصشلن ثعسنكفظمدر وشدتصرعطوذ ضعصغبتدمضح غزمثعنستسغ حذحزبذطوبن ايثطتسكجهظ 
غعرعسخشسصك فحضصرسمسجد رشسقاصحزكن ضحرفحعمملا ظذطتشحقضتي طفذموطحيخج لبكدفخظنتق ثقيرزطوشدغ هتيزودظلصم حضفكسصضركث 
ججهفذووشسر قبزونججبفه نفزلثعخسان لصحزافصحسل ضواكعريشتذ طهرصخطراعك ضببنععموكد لحجقثظافرح مظبطننشنبذ قصزغسبرذدك 
جعهخضخيفجك ستلكثباجسز وثفتزطنصرو سفذصيروجبع هظتكنلوغرغ عثلشغلغستع ضمرلقفشغنب يظغيفثتترف يتنسنظفلتا صضزرمشورعف 
