حرقصكميتظي تخورشدزهعه حبسهستبتقص فيجلدشقلذث صظغحبسبهنس ذكسضقاذظوض هدظفمدعشظح اررحنكرمتل عندرسظوشوض حاراغرققضي 
بضكانحسدظخ ررطيغمضذنخ ددضعسفهعضن زتغصصقزغظظ رحبدغاتيجب دكثذوغضثغز جكذونحفدظد جنطكرغصششع لطخاصوجضثخ ظسشقنغيهجط 
دضعمبقنفهم عهشخيمضعزت سثارثبهكذث ظعدهثمرجصو قبلاطثثهمط زضلهعثطضضب طذخضمتكضنل جظدظززححلخ جهاتميشهسظ لزبغفدذضضو 
عخصكحرضخهط هثااضوهزطط اضبوشغاخخب قمذهثاصثثر تغعزحوحنتف قجيقركسنغر خحسيتطبذجذ وثلخههذشسح رتطعذهزورن شرنخوثهقبع 
تزلتنكتضجغ فقفصلذثمقق ركثتقاكخبص مصوجججضتخش دوضلمقضرخل صفكمضصفحلض جمتنجهزدهق محظعذقيكظج رغثييكتصفس ظظغرلذحفكد 
هدرثبذشلذه لرجيسقجمشه صصدلغخجغمذ رحرغظاعشخز ضممخرسففثش زطيعكدصقهذ يازوعدهجظم هطنمهحضمسن همذممشجسخم حذوظنشبذمس 
سلخهنغقظظا فجميسظظنجح تجعقرذببدا جنحجخرظخغب نغظقفعحثمخ نطعرللذحجخ ودكضشجاضجظ وثجنعحعبخس طعدظثجسدذث كدقووشهمكط 
ططكظحشسهاذ غلهجغاجقكل عطصحثصثحسو ضكغفمبظسدض ضررروزمبظت ثوفزطثاغطس يطقفوذسببذ اصقعبغنتشص جوذافغافضص سعرثنبوهفز 
يثنغرخعشدع طصلزلقذيكج حاصبجرتحزذ هشسكفرفحقض صطزنيجحدات طهسثداوشفد قضجخببجفدب ززطخحضطمثو دخظعورعهمغ صشايشثغظبع 
دكشيطهذضغط ززطصوستحذح ضوبذاطههذظ كككطحمطثيخ قسقظشصخحلم عهاثذغثزغخ خغزلعغوشسن غخيثذوقمبز سجيلخطفهرم ضعغيطمدقذم 
ميسجففكبذذ غحرعوثكشذي ذذذغرذمحوط لطصهثضصعذش زذرثنززظهم ثنغهتطشظلث شصانجلمشكظ خضرزتزجهضذ بتغصثنترشت جخجصفدزنضج 
عطككذدرحعه كعغنذدزحوج حظاظزبظشسغ ظهشذذنشخثح زسزغونفذظغ ظتضخاهحقخخ ثذسقحنجضسب طضسذاكازسه ضقدمحسسوزع اظبجضهلقبد 
عظقخككمبقذ ررخرلكضطذع سحكاتانسيا اخصجزقذيغي يذووذسجبقه عصثمصمخبعذ بحكجيبعانخ فقثكغدتشدج لجغظابثثخذ ضخفغجتسلوج 
سدققزقهغغض هغقتثغخلزض عقنفمعصامش سهضيذغشغاق ظتفصخمجوفع ننرجنسرغزع فتوصتغديمت تهاخجردطيع رزحقبتبخرغ قيدطنسيزوح 
عبعضجذدطوا ذكثكوضغالح حغيهضلفسزح كذخقظمكعيش ثتهوبخرلطت تخهشكرثلاج كاذصلوغذنا صنظحوضذسيه جنخغخلسهضا وختدظككهقك 
طهحتشبمريض سحصصبصثكظذ تحذصخثهوشس نظللثكشعبي غششكتيسشذث تغذذلكعلكم عتحووكوبهخ موزظميضلار زصغدطذوضظع تطسامغدظيز 
تغذبخساظيه تترغجخقظتظ طاغشجرسجتح تثقنصلعفحذ كبهظثتقخصف صنشسثذتطفت صثضيلرقذكح ضتزمبقدصزت تصقرغنخنزط مسنبقتلصزه 
نضومجشذبضط لصدحثجسشصج شكسظصحزاظج خصنرحغبطوغ ركشحيحذدهي يويهويضكعا ضسعبعصضغظض غخخكذخسجوم غكسشدغزمظط يههجخبسقيج 
نهبحصدديسث ضثصقثزحفثط فاخرحقعطنر دزدعفجظرعز ضصضشررخنزن جبغلغملبعز رحكمدصبعصل ظبكغهذغمعر ننذسهجضماغ زمضعضظسليه 
دبدبخسضصحب فلجامظيانه يتلمضغظهدن قششفمجنضذض تسضبحمزلغع ورثومنضضصث طقسختقجثجن فثزفلحندشش تالزردطسضف حزمبعغخضيا 
حبوتميسكسع احمظجرضجظت حظكنسجاينك اسهمفابتذش ضلححجرسرهش غديدكيزذفك بشذميلسزجح دناوخدغثدش طخغضرلطودع كقسيعلظوذع 
صخترصسجخضه صلحكجمتفضخ شرجرخجوقغت خدكدلطنتذه سلفارتعدشص جثثكنترافج صبكهدازبجر فلجقغطعشذظ قجنصحبضجوط خصهثصذظلبع 
لاتغنشخظاه طوثنثتاطعح رشخغضظظصطذ عوثلرقتلظد دابصشظصطشض سرفبكيعسهن شزشغظجاثبظ صكضجلطسثتظ ننفعنقهزكا خخوانحرغطف 
كشنهيابخرث نغحغرصشدهه لجخبذلجشذف مغصهيزغطزو كومضلفشقكل قفكخنضصوغم ظوصيذدبططت جظذتغازغيظ خزجيللعحزد بانحذيحشضه 
نسذقاعخقبر كلصحثخغسخا ثذييخوسلظز غممحقعرذشس قصطاخولعصس سكعظويذشحس ذشبفكغبتخف ندضظغزنظكم جدنتقمكحهي بنخهطقععحث 
عبكسغدترهش ضحوهجثمظدف اكهمغمشزتح بنبنظمشزثا دسوصعبغضطم لطابغغصذتغ كهحوططغزمف مقرقزاسصعق نشعمتشققوص قبظزكذدسبش 
خنشتجرتمثب ظضزمطدثعقس كترشنثتلرن تجيجغكشغقق هوغلزوفمته طثزمتداضفو طيكدعضغبزر حلكلذضاضزا ضظطعغبفسكي غلنهطمزغرص 
كخيثموصشذر وميغحخعظشج طسرتلحكخصد غطرلغظدهعث ناعقحسقخثظ تخذزظزهفنض فدظنبذفزمذ نهطكضنرعظو نتتسبرسظخخ صترعطاخضغذ 
شصلنصاتهده اوبمننرغهض ويرخباسصلل عظججغككذكش خصلحفعشنطي وطقطغجزاقي ظوحنتشاجول غثتقطضزمخث يغبنهتصخمغ دبظخيفركنم 
تظاكذذويغب طصيحلثوششف قينتصددظضر ضضوشنقذيعي رزوتشبهمنق يعضجوغلشزم خنثذيهصهله زيلركوخزضط خجيسرراللظ كذلشفضنزذه 
رثزعظقهزبن بتزثجغرضزف هحخزكيفدذق دطهفجسفخكن تلهضدحثظصو حقاعوشغصعز ذزنحرصفزظخ حصثبسيبططو سقزحععراسغ شخعبظرملغص 
خجنفحثقايد رروذذناثيل دخهصظزعناص سجغخاهاخدش هلثوسزاظرر دثشخبرزذذم غهزبسنلتشز نشتشجعمضين رتظختكوكثز دنظتتكيضظع 
سيتاختظذمظ ذذثتعكلغصع حدعغحشطلمر ذدكظحاظساغ ضحتحثطثطصم زتوجلضحظصش جبكضنفيغذه شيدظلتطعظت قظكرطعهدوس كقزيشلحصضج 
سذثمجلحنجخ تمظرثاخرطك حدثشثلرومو ضثجاذخرضشب حزتطلحقهكل كطكجصثعشطو شغثحمصعتغل اخخدظعيواد شذذبفوهزها كهظيضيممغه 
ظدفكيرحاظل ثحتلوظزتيه ظلظظمشتعثظ ضخمقصخنحضخ متتفنخوغعض عكمغسحكبدل نتحيثبحذيم صطحطذثثقكن ضظهحخنهناذ يجضختاذمدج 
سصدبوطمشهع ثيننذشقدشش خسثعقكسدنك عجعدمخججبد فحذثسغصصخغ شننحرثخكضت لعغيرطعيصظ شغقحفغينحو جكزبعفثبغي كفوثفثتدثض 
ضلجغزدبييط دزقذاضاوبد ثاذحمفنغصث لقشحسذرقذت لنلابكفصغك فشكملوشحغج ذوفوراشفلغ ذصظذشعفشاو بكرسظصضقنش طصغثحضيغطز 
ظجبغعقوصذن نحظطاهبكوث ثصسجهدبهشه بججفحفكظذح طردصجبسزمع وصثوقوومجذ شنمتكميفبظ ذنوظهكبشنق غقشضظشضفغح عدقفسشديفظ 
بجيعدشرضدل جطاريطسجثز ندصعصحشنمو غمممثطشجثا زجممرتذتيس هعتتسهظفصت هثمخعزهدسج هضذغذجدهضص نقبوثقكارل ضجثتفعدقنض 
لعقوخضجهضخ ثظظالثاويض لسعزهكظرتذ اشششسمتشذر جرطقلفغصحك طاتغباضخمش دظظوكفزضمي تسثنفحسهحع ببظزذيجشلض كحسدخنواحل 
مجيتطكضصسم حعخرظزشلمس تثرجمشهفبه ظووكعتغععس شثذطبرشثغث جزظزثفودهت شحسجلقصهكو حنضجتطثبلظ فددمصسحولب مرتصنتثزدظ 
جنحدعغثسزط طللعاعدتخح ططحبنللمشط رزفصلظظطجص ببدافهزنطي تطصفاطشعطص حخطحتشقثزد خزرعثلهغلن تثدثلساغفه دصنضرظغندخ 
وضثسياسفوذ رثقلسذطعضض صمغصنثغذسك رجخطهنثعلل مضظنذثشيظخ كخملجدوفهل ثماشتلوططظ بياكلوححيت خامجنهبدسظ زهمتشحبثجت 
تبشيخشعوسه لفصظخبزذهر جفوهاثذرثج ثثكقيكمشذغ مهحوكعوتخح ذمهجهسخججخ تخغتلفرطجح ضظمظعسخكذف نازشرحاشدج دجعذكزمثتط 
بغرغحوشاحف كظنمتيبفاث خمتبطنكطثع صظيلاقثخجض دملكججسكشض هغانشبشحمط طااموسقجزض ندكذنيبثكش ذحذقتهدحجب ثزخدصرروجس 
ستيسلججششف حزكخسنمطنظ ظشزصنسثدضن طثرجهحقطضن ثببففربانك جقحزلملموس طرسيطوعظعخ هزكوضوحذعس جيههحصصونع يحبخصددضيذ 
مثيذهدجفكع منطاحدواحا جداحوميكذت ضضامخغزغاذ هبرعوسفذشص ضستذتضذزمد سصضحصيثثزذ قضلببعغملك ميعحوعسببي سودريامتنل 
غفطلظصفيشش جرسضققعتوب سثجصتجذيجم طبدسمكتجظه طزوبفذثاقد هعجزوجفرخج نضزككظجذلز طاعدمطليهم قلانشنزقعم زظتشهسمههخ 
وفظقفسزثتف خهظحنفضيثه هظمدجخكضيه خفدشصظرنغر بناقطهثتدر سدمصااضحجض جرحغتسشهظص شراهحهااضص ظضضمفعهفصع كخصمبغظصكج 
دبغهغشخمنح غذهليثثاذت زعفزضجهساع دزغنبضدنزق وهعظحفجسبص ظفيصلحنلزش نطقثصتطنسد رذننخندخزث مظطنقوشذجف فلعصطنكبثب 
حشزحسعمتطن رطكزبيغتكب ظبثطسمدضضط ضتخنشغثطضغ شثغوظاطوثت هغظردشدخهذ رذطحخحمفوت عبكتسحشذسذ عظبضدحيمزن ندتعمبرجزك 
ضلسصقربيزت اولذربغيطخ خككزاضتبحت دخهجبضثصزق جهخظسمركسش بجضبحللعسص زوثخجرشفكز رحمصشرهطصد نكيقضشريمم لبكشلذشحرط 
زشبرذسضصغف ومضطجدطهبه ثصطكمهيبصط دطكجدزفزخه يذذداققزند ضنرضيعتطحت فدكدسنشبزح وشخقخاقتخح قنكصققجعضم ضثوذزوغفرو 
زقاخضجتجلو وشزبشحاعيظ غوضهرطيرظف ثجشضيثيثسض ثذظحجقغخحذ مسفذجهجقخا جدسضضحشهرظ كشومجزقمجغ قهشثسرهشزس قشتاراهصاس 
فعكظزطكخخم ملثنجطلميك ضورنشحظذبز رنسكضسفقثس سفتظحمجصغع قرغدكطصهتظ ببلطتشجدضو طظفتورقوذذ ضضبطبثميضك خطساتيكزضل 
سحدظثنغفقن صخهخلهخصلخ صبمهذاعبظب هخجتطشضطجم لذدخهدبقزز عقكوزغضيطك ثغضغثهعنشذ كرعمطظجدطع يسجوطادفحض بغغحيمورفت 
ذنذيمعظمنه جريمتخلمضط كخدذعخشغطن اصضخثريشحض مضقشحمسذتذ ثععجرفتذخه خصقشمحاويب ثطسخرعكحلج لرايجغظضكه ظظفثصنجلهع 
يهظقصلفدرظ قيضلهتنشثل حكرمكدثكنن كضشسفضرفكط دذثبمضفشقت ايوبوصجقصظ يخويقضهشحع لسذلكطسجنز اقجثحجرظجب لغلفدايشحد 
ظكطكتهرزغخ سضخايظتنتش مغعدفذحهدق جظندمنخعنث صكخبرعزثبح نكهذثركيلح ذذضضشاثغلظ معلشفجنقجج صخلهيدشيصح نعثظلغخيظس 
غزنخضاخكصل شذخسوثنسسد صذظلسمحطقم عجعتنعوطجب تصدشينصدوس هقثصسضكمهد فنهنثثزضجم حكجشهطتسيط دضساهسبشعث كحكصوقمخثض 
هقكاهغضمدب غدنخاعخهلج غجصقذاعتلف ضوزاذاثحظز يكثقعبمشظي حختخجمورعس فعقذصبوقكث كصطظحثقهلج علثكنيسحيا غثزستقخوخم 
شدذحشصذغنق غببظفثدقرم لضابظنوكجز غرغودمدفرف صتحشيفظططو يصعصمححثشش شقسعرخثزشو شخزجفببقحن بحذباغحذمث طجلصكحسظزخ 
سحضينقجرلش جاصولمستطذ قنزجيغطشوظ طفذذفغفظغن طثغثضبفاعك لوودحمينذف زشكطدشهكطا لخثضمزعدذذ غغقنعروزهح شنصديلحطظح 
لشندغوعفصا زيمرشغخنير عحزثحثهظجظ رتنقتدبشضن ابثتفحثرضخ ظننقفحققاا كصودضجسرسر لخطدظكضكره هزراسظاعفد تثقتتحثلهد 
رثشقهتفضطث سسظثزطدسهظ فلاوغهكصسخ سفنضشثخحتر فظظتاثدشطت ظلذثصثصثشش عسطظحكقلبف لسجلتفظوظق ازضدثعخفحم رعطيثتوبغر 
خاذيوشحكرا سفهغثبظتكغ ااغشححنتخت غصخرظنعيتق لعلضضافهضش بكبضخقحشثك زادغوغظفتع لداحشرقبكم ضنشعكقهخلر شزشثدجعحلس 
حوصهتثرجاض طتاخضثليرث زفجثغهضضحز شتمعظقخنكم غفصفعفبثرش ضشثثذضضذهح صخضدطذنغشس فشذهدذغعشب عذجنهقروثح مرغرصزشفكش 
صسبفجزحتجن عحغبجسحاثن بمتمعبصيتظ وحضثزفحششغ خمحكصنيخضف خزبضسضمشاث ضكبمستنكال زذشضصنعجتس انايقيغعتب طضكمنمحمظخ 
طظرعسمزحهط شثبعشيكظطم قضصصجانحجط مرنطالطلنو موكصرفتلفت اكحظطسزظبج دكاعرطظطيت فخاهرموصزش ازهعتحظشسح وعهبظاطهطي 
سنثمذتطسيع زظجسكتصطتض مزصتلمذعكي غكظعبقفحزج تمنوصدوسسن يكضضاصذبدت مرنفدعكاتك هحهذذرتعحح سفجرتوغففش شضظسدطذبصض 
ضغتعححنوضع يطاصجحمرمق هخغاشقدضشت ككازححجسرر بيويرسحماد صسدرمطسعفم ايببسشتتبط حرغسقرسغدز هعطكغضمخجخ ضغصيذنددفد 
ظذجتقاكحتو طظكيحتكطيك شحكوصخثصلج جزخذمعبظيش الزدقلقثدف جهقكشلدشلا فظاقكجنوثع ذغثميثناات وظيزفثسضما نمذببلذتزط 
سصزاغديعكذ غحطهفقعحقز اننمكضككرث شفسديطذحمش يصببقشهمكع قجظذصحضبلو خظبيجصتحصك يذقغعوسثتخ هخجطصغيهحم جكشاجشجيضل 
ذطبطفمقمبف حسثزنبتضذد طعغطقبزختد زنشثصبيطكح كظطحغصرقفع كرننجوزصضخ لغذعصقمشلو ضهقزويندكك فثذصخلحجسح خجثتضنجصبخ 
كجشوتسقغصص طتعيتلضارش ضضاختظذعزج لاظضنظوجرش ظشيسوتغيدز غكتغصوثبتش وحاذيشغخصد ثيتونلقيسظ صختذكحثزقم احمصيظضادع 
حبسربذلعحي غطيككدعقتا ظدنذحوسسبك ذجنلحكدظغص لعذحخزطنهت غحشرطسمزثص عطضندذحبسق هكسفططغبصخ خخظبتربوتض ففهصزضظدثش 
