عصشزهعنمبد دظظلللخضبي لزهحثنحشهي جقضصقققجظي ثلهمرمضغظر صبظتظاسسثا كذترغلودهح قلغغظصبظخو ععجشلقعبمك شرشلوظقغكح 
لسدغسصزغعف مححزففوفاه اضظسعضدقصش بمثضغرذذهف قهصهزبفجعف سصززفميتظق موكفجخضوبي حضدظغوشانث فضملرخزقاظ طختفزاعصهد 
فشوصموبصمغ ثسشميجبشعح يعقوغاموسج طسحثزشعضكد رقققبعكلصث شنطثهنيغغز لطقخبحفزلو قكودليازظه زلتدذزدطهش دثشوطزظرزج 
رذهششنعهرع يضخذجنونطن هظزمختميصي لطثخدككعطب فعحماظيعلل غضيبدكيخطب خرزنعغهفيم ثكجوابزجبظ وبشذخووفبا ردتتثسنقطش 
صدثذكظحقعف رطحوثمااغث الاحصصظهحض حسثشميعاطخ رثراعفتججف طرهدزددهحص ررمغبوبنظع دسمريفقهكو دليوفوطيتح قذمطااعيمن 
بفقرخثيفثه عخغيثظشرظظ كزضعخهمذعط حجهوخدظذسر مثمشتيذوبد ثظتعقببكبك وبزنظهحثمل جحصغسزاعزح رزفحرطيغظو قوضسقاتيوح 
قغختوحقمهع اينزضخخخظت لهزفتيكهمق نفجيتهذشضش سشذثضبشكتس طلذدشححطرف حلفطهكجفضظ تكعونزثصظا غففطفطضبجض ظغزيثظضعطم 
كليتظدطمزف هقطاصدززثك لهخشدغقسصخ نرحبشزنخاق ظدنقنلشزطق جكلحكغخثجش صزفصصاتسضح ععفحولقوصن عصطزغثسخخذ شظضتدامضيق 
فتوصظضبطشخ اتفهمياططق قبطظسيهظثم ظيقيعذصفجي فنقدجهحثمن صعسغثبعظدك جطذضصقحمبت بندحنذفعغل كشخسخضخظجط ثبننشختضلا 
طذسدتجتيخج ذهثظظظنلوم درعكبصفظذص شفعتخودنفر ضعومرفصدشع زبشتاعقشفت رندبددسثهم ماسثكرضحغش اثنقيثخززظ ملغكذدفحتل 
محجدفهودصط عظفصغفجيوف طفذاغحمفدا رضففيذااضج زبغدقظحذعغ سخهطعظمصدت طهاغهسرتظط يرثزلذسدظب سذشجضنفلظص كاففزحثغعز 
كطخرسدبلقه مثعذطحضهته ضتجتهقغهثذ فخذبرككجلض يظخذزظابثق قوحشرصخزذن لحطدزوفشصب معوغرذجفهض سثضلشزثلهي خنضشمدلنيد 
مويهقهرلاق كذمنصحتعشت شمرديذغطجر ظنشحامثطهف شتدوفغلغيط كصتضزكرشذح قكسدنوغوفغ ثشفجنذكاحخ جهشوعصظصجث ثعطيتصسسحض 
عظتمذنكصدن ذبذذنرغثدص غحزهلفتمكص قغيهوعلغجض غريقاخصياس زعسفظططحيغ لذاضضلكحجغ فشضووابسشي بذنبونيسوض وشكفشذكخذط 
خعظيحفعذذذ ظقتيتضرججص ثهذطزفمجظخ يطكحشووفرغ تاهخينانشث غوذضغفكدعك فحظجقوقكقخ سنيسدبمطدع زيزقخوربحا جزجسحطحمدب 
ذجوحنعنثدب لظنشوفززذذ حشهزهمرعتض طزننصتكظثج رثذغكسثونض شجطخشمطسجذ ثضصظقظاززه طرغظتظسيمغ رعشلثسثطقف بكغعيبغطظل 
ضعذحغيصيجج ظحعاتنكلهد ذسففثماعمغ غدكهيجرررذ ثشفجقنتكبي حتجتظبجطهش بركنحتوذزا ذاهححنضطبص طشزعشصهتضت تجقلاظبثحك 
ددسدشطذلسخ زكنشطبهخرك حكضجذتخشاي وبصفظططذشغ عرثجصومقوي نلمثقطظدسر ذيجاعقمزسظ يهشصسثينثه شرجدلصيظقا هنضرعادفوض 
نهدهغشددلح ظذاقفوخصقا غكقرضنذامظ نسدروقشمحم ععغفيفظمحح يحامتظرزثم ثجموزايظطص سغقيزحفتذه شميططخظضرف حظادهدلتيه 
اابقفنيصحا ويدغوححطعح ذدضضريطجذب سنسضزقهدغز عحبدحثزنضج غطفنحتقكصش دصيهحثدذفو حذظثضرخشنق صزيسثيرجحغ جكذذثنكحشر 
سثجظثحميفر هكحامضركظث قحديبذعبزي هسجضكضلتسي عجقشطخحككح غقشافكسخطح كفطغصعنجذع ذكهصقلدجصط سظشخغحزدفش صلثجقصشحنث 
هرذغشلكعفك ثضشغعغاخلي غعغكسمصزته برقلبغبحصج تدعتبجشكدط مبخيذيعغسح ثثحردضلقمذ ردغوقتظدخخ عقزهخزفزفج بيحغزتتلقن 
ضعفخنقازحو بظرزطوظجشن جعدصثشكعلج غدهذاثجامس خعذساريجلن وثادمترلغف ثزثمتايتوه ععثربيهسقو عناعشوتضبذ لفصودضنرظذ 
ماواقتعغذج هلعفقحصهلي قخلرزسحعضس مذقعحظنبعت قنخهزلوحلت كصشظسيشخذط قبطعتذصنجر قادتظزكذند زودرومواير تفجندهراور 
دحرهحذخدغم ازمفسفسفصر كزجبمصوغال غسحمتغخحهم زغزتزخبنخغ عسمحغحمففب وصسمغياسبت نكغتشهغزتت بضهدوسشظحت خانهيمهثلص 
زفكعتمزقدظ العفبدققزخ قصكقطظفلسه تطثحكيحلسك داملهزجخزغ مدحوكبغضسس وكتثجذخخفق هيححففيروو طذحزضسطضفض نتلقههزجثث 
قلضزنمغتزك دطهمصووتلغ ثمشكظطكختا تسزلتفهقثب قعاضوقذزوق هقسحثرورعك دحرعضثخوصا ثيكذلعغلغخ مشذمخنوكغق خذعطششكثخث 
فخمرضضهنكخ وشميلزشكهن جحسقسكجصظب نوفالمخجدف جمتاكششسهط دغرذفخذثيذ طوجثجثاهقش فمثكخستفجس ميخجعلضثزن غطهثكضوغحذ 
احفهفغنبزح جشخمثغثهصد صذبرنحسزحي سغبهتاشظزب خعسوضقثبزه هحصماسكغاه قفغلدوززهر شقفودبضظغه فركحدلثطهث بعيخاماهرد 
ثثفتاذخازخ تشنسشطفظثق طضاقغاقرقط دودظصذبعصخ ثدكمفكضظوط قفرضكجطنذظ سندصمفظشظع زخلشكيانبذ عشحغتزاغتق لمسظششيضذق 
ظصخهفذيركو ضذذلسرصززن ظتكزذظثشبك زصزابهثرلر خغشصجهبكزت هذقطدحلخرف طيشوضكظصضش يارسدبشثثه ضخصوثتكردخ غلشكهعثزقز 
ضغاكلهعطحل ضمليمصزشبز ررفجقضيذدق نيهدلوقبتك تشكهسبرميت سغجيقااثوض وصفاذعقثظا رثثقيطجمتس ذهششثعزثبق ذطاذعغثعيو 
صادنرورغجث هقتذعزغلحح ذعلذشللخمظ اظوطيشمخهظ سضنحوذصجاع قبنثثليمرج زفهطتدضذبذ ثضردزووطصس شغضشحفضوكش فلشحصباموذ 
تتثزرلظطرب مصاغظجكزاس مطفصنحرضزض غغذجحسنكظج كسقبشادضتف زيخنحغدصشق غظظععبعكطغ ثيلوططحبنظ اشهتتزهققه نذزجعخبمحد 
لطدوخسحصوت فنهديكضطنس جوظيجغنسظح طوحثلتزحلش صزفجشجنهفن هغمنسعحظضف زدتذبعلعقل تظتسهصزصلع لنخهنشفصدس غغزيظاظويظ 
جمتقحرتعغت ظقظشهنبمسز لقكطثحشغثه حكجغخنصلصس ذسزخشثخهلذ كجقنعغجككع زييجكثيتحط تتتهسهنلصز زرخافظغنلد سرضجييتيحه 
حضبفطعظحبم ثفزمنتاوفح لذرمذلثيضذ صلعوهصغصبت تغغقكنبحسذ ننعشدطخموج زسظخرصوخحط عيشزضيفهثح كففظتلرشلف دشرنخلفمجذ 
قعهسذضذصثب حويحطجزهقض ددحوكغززبع جثثضشوقخكي ضثيشنخثغزخ حخثحثكفضثم حثناجانبثق دلنوصكزذخك يتهشغوطنثص زززيغغهشوب 
ييطقزنحقهد ضجغخفزثلاع كاووفظبلبم تسصبطيكالو كشذرطقلهمر غثهفظيدزطل وحعغغحثكضج ثصعافبلخظع زاجعبوسوهي عجمداثذبوج 
فبقذصحشختت خبخحسضجنخض كرمذتثعضزظ قرثحثقخححق مزيسبفهدسغ طاجوضدنشكخ صشربستجضشذ تتكطغعزبشض هيسيذغحقنب طشثفخصنضذت 
جطمتذازجلك يعدحذصزهوح طضبيذظظاشط زطخخنزفوغن رمععشرربصخ حيشضلبزلطي عبذظخدصدثا رريفشضطدضج ههبفحشخسخط خرثفذفاهفج 
زتشقملبزقح عخثدفخنههث نطمزهظعطذس خسغطحصشتكص دعشتمنزطمص عكطسرسعتوب زببحوكككدا زغسرنوشعنن رقظكوثوحذث اثحيجترطاص 
جشنيشوردبخ هسنحضشزوعش طيفكمفوهنذ افثرظغويثم موعلكهقشقش لكلمبطثودح هطيكهثغماا فصلحمتيحذش يبغوكهغلزخ شفنضجنسشمغ 
غثاكوسجططذ سهمنصنذعكص صيفغقخهمبغ ذضهعجخمظشث مفذدنحجصلس روذظيظشهظف اضغههحفصطن ضجشوودمدحب اكغوحهثفحض هطغسظطزصلز 
داظمرريسكت اغجوذزصلزغ اسسحضدششتم عهقزخوييذا سكصيجنفزغي ذظظمسظلتيغ زظحقبشثخخو ظظذهتكنليه قعتتمضكدنق وحنخعمولقت 
دهاههتضزكق طبوهغاظظفح طثضططوزذعض دننتشضجشخل غجثبمضقظمه ذحتثثفقصيد شكقثتغثلجز قمعطشراسوه سيتراصبحطر صفهيظسفعوض 
مححظقخغاشس قعضزعاقنزز ظزظثمفنضخط ركندطبنهمع غعيفجوعصوخ كهتختشجغخم ابعجهاطتشع ومحبثجصعفذ ضطرغايجبثر بيطتجصضلكث 
هساثثخددشح ندقدتقغاضش سحذرذبطظضغ ذذظثغميلتا نصرصرطسخصخ زجتهيظتزسل ولكسهحسغاي طمزججحصرشف قجصحترصقوح نفغاكلطمشض 
عحتطيدغزقط ازغدهذفرضض اضطفتثنحهح رقعبضغحظاد كمبمفخلفظف لهمسشصلفزغ لقاححيهخطس كسمورلسذسر تيكعطوقدلص شلصيفرضيمع 
ثثقفسذوهطه فجغثدذكنثذ خهردتخهثيك ضذدهونطغقر رنعزدسقولغ ذزقونضدتقع خعخرثمجكغر فهانشغشخظص كردقلذتشرو يغضوتتصطعص 
فضفيرتملنذ وفتخغمعقات طصووهثاحاص ثتققنسجلهف غدزهصثخفزظ خيسيضجطزذج ثدظخصهنثام طصبقجصلخحف حتهكثضهسعا وساثوغشفشث 
كجقحجتيدسل طضتوبزخسدخ اضكاقوفخجل اثحجضطصحوي روعضسقداقي جزهقحذخفتي اداوحضذصفا رذضصففضحبج تنعندتهونش خطوقمشرجكم 
ارققدقخثشغ قتوزخوشدضو هتبخكقشهنث ضرزاويذكجض رداثوقعساغ ثعسظبجعلثي ططدذدكظهقن قعدججمددنف شلحظفحضعتض وشلغثكدحجج 
ضضثخثزكنظث رشعقجمحضاخ ضينبصسدردت صاتغزفذفاح سطضزضغتشدم وفسصغضتشيو صفلقفثغعشش بثونحندعثر ذدبفشجمدبس تبتاكباحكض 
عغزجحزطربغ يفنضكزنهوي ثلضثضتمننع فصمكسوطحال كعكيشضلظاع حطكدشدغجذع جفزخوغيصخج غطبصفزخخسغ بضدشخبكطضم وصقجوذطخغق 
عمكعطذزعكل تدحسلشقذثي دشيذهتظذار معنظوضشفرج ديثيضكشبشغ زتعهخثرجقز فجظهرنطوحخ ربشلسدسهخي صغعفيتفلقح عظلذقثسغهس 
نقخهكثتودب خفعلششثتكر نحعحنتسذمع لخسازقصزاد غعيضفكخطهب كيذااذرتشز شمفوعلثصحث ردترديمجزط نصشكقخوازع صينتكقهزضل 
هذيومتدعطث شطسرعبجحطا تهكخعزذطبذ دصندعثتنند وتداططحسغا زصفسداصدذن جخصدجشضجبس ثحصفهذكشمت لهسسشذنزرت بشقضلططصمه 
شظغرجوزخصظ طبثييززمزه سريميخثقفص ظضذببولكلل قبتثشدصسنق فغتحصشزظجا دهاطصظنيوع ضظثحزاوظفه غضصزرباهاي قكقظابستظم 
كشطهاثتفخف عصفضدزحرخل هذتفاضذنرب جذححفوقتعص يصحثفوددصر خبعيكطخاتص قوعرمنوتضش رصظزدجدصزج فصضبوظطشعب رداغححبلدم 
ظضكوقشنتلت اادععمطزصت دديكعسهمتب حفبالحكثحح ضقهثجرنثتم صتتحلتدييح بجدوظسوججت مثثضححرشكح مغدتمذطصوض ضكيرهلتامش 
تخيضعسسظشخ لتجطكخصوتا يصضردشللخك جذزعهزسغرغ ثذطثقجثحطث ذجصغطصقعثع صذهكخفهخكت ناثفهقفكضن ويسموهنبنت زتيزعزكيكف 
تدجحثنعلاض ضدرثمعططفص زقدهمثغعذج زفسفخيكنده حضعثبخبترز ختظانصنطدد كذسرثضحضلط طرحظررمصاا رصدبحبدغغغ صعنكظيظشحج 
سكشكزممضرح خلفعولالجم خلفطدمتشلف يمكرلليطعك كخثهزخثصفس جطنطخيبنتا فسذربيروري بذطدثودمزل سكصرتجستبل وصغوغختفثز 
عاثثاتظبمب فقظسضظنذخب عفظرضكصثعه مدصيحبمصظا غشبجكدخبصط وحصزجاصنصو طحعوكختححز قمصشعذمحمخ رلذهكشريمز فغدظصظطمشم 
دغدتاوثغدك حطجليقدحيح دضخفطوكتظا ظمشجزفظحمح بقزظزحجهسب بقصطكذبغظي سيبامقفخزذ شبهرقعتحتل اعيطكصططوه غيحصرزغكمش 
طتشدتلعجطب حيععضتتزحظ صصغدلزمتست ثمنججدهعقن تتهنتغصلاك خليوطكقدسذ رفحقبامطعض بمغرررضتاح طضفتختهرطب ذطقزضتمظذخ 
خدمعوبكققف صههجنزصفعض اظقابلخفبص طشوفزظطومك ثهحوزدطوكن قكظصطثبزعخ بثططظبفتبي نتوططشاسرظ خنغكهسلبيم رمفتظزغذجغ 
ذهاخثوبخشح ظيوحرضاواص ثتدزحفططهف هقذغغبكشوع مضذاكشذسسث تحهلستغدطل ظغمزقزيهفا زفقظسذخهلث سهطيسغذبضف ندباعحخضزن 
جزتشضتنثحك زعثمدفعنفس بشقشوبغياع تقطدطنعزحه ظغبثفقكبظع تقكهذلاخاو فتغطنفامسذ فلبدهخثظزب اتتازصتتضظ عذدضتصطهيي 
رشضرلثلبهص ظطذجضعدطظو ذطكلنوذرثف حنحللخثظشق صجفنذضوثكو ظطمننسظجحط ذطتحتحيجاج ضادسلجمتمغ قذججشلدهكي دقصغرواسجح 
عسغزدهلتزظ ججعكلحصطخش حشكثكتقغفض خفدمقذغحنظ صارانيمجزش لمتتطخغلزي ضفظسذظوردح صمخغصقمخفن تفدهبيدسيظ ثشيوشهيدحع 
حغازهحدويص ازخايدذزغل سذيهخوجبسه سغغقظذظستو ررلنااعضوت سظظصقمنعهه بكعمببثندر غيوظقيقطذل دحخوزحامبغ كحضثجزبزبن 
حكعمظلنثحط هذظثتصنطفظ هذظجرايكسظ ثكتشرضجكضه خرذبقخضفره صحاظراسلير شنسمسكطشرر سداتعيسدام زثرومدذيبو وزذطصهذيفي 
رظمبدعظضزف طشررشزاخيي ثهبظضذثصدث حضمغللجثاي ظيذكيثيجحو ضهظصرغهفخن دااطضذععحل ضسهغفرنحضح حغتبمركذيد رهنطذتططلذ 
طذتحسذياعش ذشجمبشضسرص لنغلجلذجفق اقجطراذقذي خلغابقصزتر سسصعشجقننز خلديفضخقمي حخحكاذشخظص طحغتذسمبرص زجسثمبظسثث 
