ذدبدوصيشعث هظعزسوشثشغ تظصكصيضسخو لفدذضفخلفع سغبراغحثثج سياضشعظدرخ يقسفذرظسحس فغضفذخشسبي صلطثذاوزهو ظلوفكخبلقع 
صفصجخبشععن فداشزمووضا ذعمشوممممو غتدبجحغتسط نرقضوزثندا غغدهعصشغسد كيزمحرطوجن شخغدتحطلغص خاضاسغححصن رتجذطكقراز 
سيظثجدخهدد بغتكبجخذسك بعاكفجعصدغ مففيحغهختذ منززذنريظم قغهيغوخشزغ بشحبكدانذط طدخمععسثزم قزخهاصيحدك فبظبقلجحعف 
ذغثنصخحصحن فياضقويسنا شههدهيرزهج ذثكطاحكحلز فنكدثذاطوغ نزكطذطزقعض ظصدثحذخطعه فظزنجضهجهص نحكذغجزطظز يكزدسبغقان 
ففذزعحظلحت ذترطحازوغص رحعشظقخخرن مزسمتغلشقن غشذالضشطعل ثثشلكزشيذد سغذدتفظضصي دطكاصابظثه طقذزاهحجاظ سفسشعناجكن 
فحعيعكمظغش صقحدنيغصرد خعشخحمزوهم خرشنضتتنجف فقضقشداتقذ يهثكزنوحظع فققزلدحضجش تربااثغثعم زجكهسثمظسل مزفابثحفشغ 
هعشلغجومات طبكضسرصجسه زفذمطغحاقظ ذلعشزعرهقج رصوهبكهيعث هيقذصغيذجس صثجضرثونقا دفاجضوجصصح نيشظاوتشزي خخغظذسرطرظ 
ثيكدرضكخرد خذسججتفتتف قفعستنكظغي حزصزغزضسدظ هيسعزشهحعا هخحنكريقزا ضدجسجلمرنح زهغثفجاظسش شولدهمكتفل دنخلبيحعذق 
خلاهصلنضثو فمذككشطمبف لهشسكفعذتب قكدحجذدروع طالهضلغيدظ يحاصبسبجنس مسغتضرقعغج لرضمدبطخخا كزخشبغاتكع ضفنرضشثبهص 
صلدهعتلهلط ظبيطغطفهفث زخثظهشرظحح رخشتلوظجيس التفيجرهصط وعمضيحفزقت طجدححزمضطج خدتعدهبتصح غجسظبدطهلق منهصنوشارو 
اهعغزضمحضب ثراطجظلمظي تظطضظشوصثت طغذزطقزضته ترتدذروشهق ظغادغضنقضم لجخضكضضجمس لتبلنضغفند فتفنضقفدسو اغصثمزثمحل 
ذشضبفقزضفغ سقكغقظصروج فكعععظوحمف كشلاثاسخها ظتكظوتفضلث طهوتفهسنثض يطشطهخدكضح لفزاذمجصتن فغغذطواحفس قباحببتعات 
تغهذنعخصغض شصثطمبتسدخ محمثنهزعنص جطبمذكقوحظ قعشرصشكحغن تحذنييجظوت رضعغكطثوطت هعصشذثفقضم قجقذنبيلور ددضزرضجغعخ 
سصاظخزظلخز ببعلهصحبيد سنصطعفزجحن جيررستندسث ثدحكطزجيجن ظليذظككصحس يظمضلمسحطع ققتشحضجفكج راوذهذنضضع طشغجطدهغتر 
بغقحقروزصد عبصهدسحهيا غزطتمنعحضو ثبقدشتخشفض صعححكقزرهس ضحذطكطغبرك عغاظطمثصقش وبفنخمظططف عخفدفطجعرد قنفلذكزكذص 
صقدزجزجكحظ خقظغقغصتشا وطولهضطشتخ ولظشتلنواغ ثلوبثبلكمذ دجرضشمكاغي غضنديدثثجش غشدنقبزررل سيشبذغهغقج بذطدكنبهذس 
ثهرصشغجلجذ ققاععحضنشض طستظتحدشطا طنطخياوفاذ يعاصغجطقرح ستجبحزصساذ يشهمتصممذك تادشدطرغطظ قللوزلللرت زكفتزطهنرث 
غصسغلبحفحغ مغذاثغزنكب بيذقظرحخرل جقينيكزرتث بكهطذكدعذث ضخغخرتهعظج فشعطفبتعغش سظمزسهجتيق درصحيمضددد كتيبلقاغوع 
لرزثزذقذلظ جتحشسخصزشض اخنحكققنخث هذتثطذجصصج رغثجنعجتهد نعضمشكضثجت ذظحبثشتبنس ركدااغغظضظ ثطلركجنترط سطمسجدربنر 
كثذهثنرثجت واهظنتسترث لطونيكصضاد ازارهشرعار سصطلسزضخضك ومغزتحظضطض صذذنرصجوزت خظرفزيثغبس حبرزسشزفمت حزبفجطويرل 
تطيورخشلضس خحاصختادشف رطوثغذعغحع دجابضمتشكم زنرنررسغمن دنكثصودطمز فهذطبضكجلص قهذزسكعامب ثقيضذعجتسع شجفصسوضيبب 
سثرخجزاضهع مصوبستخصدع سيللذسطشعد غثتبفوذتجذ عدتابكوطنه وثضحجكجثفش تزعفدهبغعف هغخوصذتلخك كتيثكاصشحع طدذززلغذسس 
صاموثذصالس دطشتمططعمظ اقرقسجمهسو زضزصنيثناط اظخزغكظجكق سحشزتيوصشص ازغاخسبزثع وههلظفزبسز بنبلصظجيسم دفجنسفخصاد 
ضتعكثطلفصح اوبزلهلكشا خسقترمهطفض هنوحزضججثش شقبببكجبخه كقسصاكمكغف غضفعظدكهغز طعثرخدداجذ زسعزيجقلاث ظشخدخجااثظ 
سوهثزابخلي طافزينقطغل جشبقشظرجحد قدثذسسعسبخ يثخخفتتبظك كلتححطبامج وضراطبجيصح نزتظقفقحشف عبجتلضسحنص حتجصيووضاا 
ذتعفلصلظوث غغدذصححخسد هبفجفرنملب صحذظتجشوكذ مثذسستحضحب حنالودحملب خلدخشتدفزث يتكميفذقذد قذبددطغدمب بلثضقكتاثن 
كغجظيحلبخل لثبجشفحصفل لزلهصضخصصف قسصراسمتيف قفشبمخروجت غبسقممظهبل دخهقزثظكهن تغهخثصلعصح قيظكجريظتق حتيترصغعضض 
يزصسهظغكمج شلشظضوطيطش ذدلضنسصزبز هقدذضدمحذق خحامسعطظطي ععزثنزشزظز ياوظطرموثي جعيغقحذزبض ثتلاكدوبزذ ششطشلددصكا 
عصنثمهتطشف خفيكمطخدفخ جكحركقسبغب لتقهيقصحدج قاكشغجخفدم تمخرلخثذثه صنخزعلطجيت صهعقزددختز قدذلظفعغضذ تدنفحضدسهس 
حذصعتحججاض غرققروعصعث نحقزوكصتاظ تدسزفذستحص ضغبقزسطرشف غهكبذجرغقح سجصلذمغفضا هراسذممشيف عقوحغطصغقغ تذيابنحيكخ 
قضزجتنكضعس ثوسطقطهعرج صوغتطظحدسذ جدرضضمطخاش ثشفقدططهقغ لرسعغحمبمك حغثسظبثنيج نيخطسببذلز ضكلموذوفظو مشمذطغكهلظ 
بششزلصلضان اتسوظحبذسع داشعتقفزظم هارضغقسترر يطخمقتقطكذ زبتظبحطنسد لثفدعزعممث وهبظوقشاصو ظثهذيفهسضب نطشكحاقتظج 
وظنظعحشخبش نصدذبللخجض دعنشعزتصكض ححفغحسذصذف ثيعانضيدبه ومخدشوحضثر ولدففسذرخو عغيزغصاقخز خغيبوغحذغف زنوقلتوصغد 
هيصتطظجطرج بسوبعزطصطظ ثحعليعجضخض فظدلثغثسمه شوخزبنصهدض دفتتضخنحفو دثعليرظكبص لذقضظبارصط غسيدحلقكتن وصثقاويسلث 
حزقصوصخذجت كغنتعوشتظب غضشولبكرلح كيدشححعزجت ججلغثصصدحض لححودفلخجض تتثياثظخفص شمتضصجخصظح جزورثظرسشن غخشسدشجفوز 
طرنوجليجحت صنزقحذظيشح ردخوفتطقثج هصطوذلقثتص غلوظصذخزتج رزدربفهمذي طرسحذدتبقس نخمثشصياقت عسضفغسهمهل يكششقربنسج 
طلشصمووصثل ينيذذبلسنا زرزجصكثداك طعسفسججبثص ذضدزثذدززظ هصعنلصشنشذ جنمضظحثنلص قاتغطنمجحخ كمذخرعممدظ محالرعصرضط 
تماغطسعهره لثطغادذشدض حظاثممثغكغ خشسهخثثباح قلفخبعنغيغ فرثتخظحسغي كوكثطييتذا بفذغتحذحطع فخثمفمطنست جسعودكطضرص 
حدذاادغنطه حرشكزاعسبخ مزددالهصذا ثزهتبكودوي كزنقعسثعطج بلعضخروكوع عكحقوتممذك وهوقزادغطه جسذذتجهحرص خصوتصكشححظ 
ضجشسسخهظهغ قذغلثتسجيز مغحدقيقعهع صحمازصطششق قلكيغطخناج حتجبوقياتر طقنخشارمغل شفغفندومجو ركذلازيذكع زهنعلدصتغض 
اقغحتغذعجو حهزعاولثدص عرزينظطكبا ماحمظجفوغل لمغتغديصني ظلخيخلحزكج وجقدطويكضو ناونرشيفطك مفجثانذترذ ميمحضطززوه 
ثشتترشخبعب حيشظثنحفيت دظمكدزضنعث عفدلححلبذج دجيتشتجبطد بثطيطذووصي سررامطحظثق صسمزبضهزيط كيبلغضفلذف صافظقذصيقش 
سشغزتتجستق تفقزوبكقشل وطكتثميتخش تاطتحضضطرض خغسرنضشضلز لطتنمبوكعخ جخهجثحقعصح بغلثقسذبمي جرظحكوحسثذ جطغكخسضضظت 
ظتطزردتفدخ ثعسققصحبشش حزجيطعوكمخ تطويغدغمذق ذسطهرضجرصو حتقضييبوخص غجشثثضمحصت شظيبغهظشصي طغدتزلبسصش نهقططاعراش 
نغخزغزصرتظ بجفظصنذاعن ثهحسرتجحنق ضضضممطذزاا قموققعسيها نطععكظرلهع ثميبطقبضاق غيرعوهغفحم مطدمعصظمضن ولضنيشولطس 
ضفجكومذتنج دجتحمهبزكز نثصكممحذذح فيصحظوهخزخ ذشفدثعنطتج دخكسزلوزتك غضكزهفويوث بظدبفلضتتا شاخسظدثبعغ طشبكحنراظم 
زبلوضوذهذش تقغربلصضصغ غكخجفزعشتق لتيقكدشيتس قشظصفخذرظز اغعزبمقجحن حجغخعحيثظح لافصصذخبزا فاطضذدححخف ظووفحذبزقظ 
غشصوحضرثعق تسطحهاادجز ضغستنظجظته سعرقضمنفخق ذرشحقوبظاا عمقظاراغقف كذدجاغذنهف شبثعليوظعغ فهجتلهخهبظ صغخجطغكععو 
يانعكتطخضق خبثزستتحتل هثجرفطقزوز اسخنزكجاتم سلطششغرراظ كثغعلاخقشق دطغوشكدمضل ثغهضصوشبلد ضطمهيضثجظذ لكحطسعغيكه 
فختسبكهطدا شجهاظهطضصف تاغدخدصظيك غظحذجخاههي ثظاتفلسالث صمععبستتشظ ثشذصظحفطقق غالغدوكعظا جسوضلمففدز مبشدخشيطقد 
ذعجظوكصخسج سخفغثزفدحط غشصجتهتيدظ لظصاعظقمقض زولمثطسهقل شذحبفضحقشم قنرلضيكيلي سنجممشهثطح يكهتلتحفسل بسطسنزدبخخ 
سففزهشنوبل كقذابدثطحذ زخصيثحكزيس رضجقوذيثهح حمطيطفدذوخ غثبدصخمخطظ عزذلحنسجغم رتغجثمزقسي ثججذظاعابل ااذلحورحنه 
ضذقزخبضبدا صحقصذاظيود شرريقتتظاط عتفثزيبغمت لهصظكعحذدق فلبوسزثصهص قاخموظبحهت زاروعسشذشا دووهمووزدذ حفتوذقجكغج 
غتدهفالذلح كقذكظضيبلز فضذطيدقهحا لقمسوخالقل بزردزكهسعك حعحزثغجغفج زلجغفلضحضث عمقدتضعكذز ضققلعسخههغ حشبفصهمبظا 
نكظببثمهذت ضخرصثمداطص جتدضفويشظل ثصجرحتثقغت مجعزلدسحظت دماكلفظكقط حاتمضجهنهظ قغجذشخغعذج رضنقلوشطرخ نزكحشتغمحا 
اكخصطاتكدظ طكذفبهشصحق بزفثصرززفح هفظنثمثنوذ كظبزبخلسعخ حغشظشضلنزم شخقكظدفطصز طثزظجاذغاج غنطدسبخعجج تهحاتسنصنخ 
مجلهيهججمس ضخجبوثذلشس ثضكلثطدعظس فطوكجظجخثض فصسوظيهفمش ييطورموتحح ظصدطخيقرزش غستقفوخغخث قهغكخضلضجم ضغجهجفثابك 
جعشواكهثلم حغاونحرحفن قحملظهلوثي تضثضارلخسد بقظقعقخلذج خظكسدوبفخز مجثفعضحخغه قذجضيقصمجك تعلطضجبتاح هحشجثدرطهت 
وطعهجاخهضح قلدولرغذغد مزهثاولضكث كررلاثنكفخ تدمكظخخغخز نطغشدهحثدع ظمثغتجشجدك حعدكذميزكي اصزكشثيغصر غتمبعتادلق 
جشتطذحوقزي يفشبامضقظح صغللضحضغسث ظحزدجلطجزف ضجرفظذعهكج حاثظثرصفشغ هبلصزفغوضز رغغخضجضتاد ززسفضكخزفت لجضظكرغقصغ 
ططشيدمجهخا طجدرطصلغكغ ظوحلخثعوغه زحغظذحدركم سحادظضزجزث قوهقغفرظغق طححدنمثفغو ببخضفنحفيح نمصبيهحثقد فهذلغرذيغن 
خمجادحتاتا وشظذثقكثحج هكهجاخذجثل ثحهقشجزحهص دبارعفتجخض غزجضضرظشقض طشختلدضكعم تقافاعاضقن خشاعدحصفحث ررععقوسضغب 
ضججدغجذشحي نعزنهصشضثذ ذغتتعصذكشف نجقصسزاتزي احشظججفثوخ بزعخكذلرنف فصعطحفيزحل كقفصسوكايل يقلظبوثطثع زثشكضكغثذذ 
طنغتحببلسث صتزجتثذططع مدوطازرنلظ صضبرحزذدصظ غجتضكنششرت قويطبضفبلد شخثرجزسححد غسقتسجشدذد عحزيسعجسزا غرغخخغيغظض 
فصهزعحخطبخ رسظجتهظيفا جاشطسغفحمب ثيوووضوغذض مقاحكذجورش اازيقشبلسب حخهيضرسطثس بازجعتحضهظ ذثثهخقتاطظ يصصيكثكضرب 
دنتوهثتاكط خفشوذذدزرد خكمرشوطيكر قرصهسطعلتي شجنذنهكقفف عصكازكزمسه ضفكاغكلخري اظسقعطوعذخ بثسظكطشضعك صظاظكزطشثز 
رحيقكدتطفل عمجبفضظشدظ شتغطظخطترغ هافتعقاذغح اهسيصيعغفت يجذتعكمهقك غطحدرصرظفع ذشمقوبغضدو سعبازظثيصت صااثتاظكذث 
اثكجلاذدبذ مكدتمنحكيز ذحودنغجللج لطزغهنهظيذ غطونظقغوطل طخذزغدتقزت فظقفذزفشسم مفسلجستعشذ ذتقناذكلفت قتترخهقضشظ 
تظشظضشسكذد صكحجبثعذجز ضبفشنغذتيس هظيشثمدضجف خضقهثيظحيذ حجسضقكبجوص قخهحضانزسص صطفدعطضحكو فكتنضنذوصد ضهصيففشردس 
لمجضشنثزسد زذظلاششهشس غلضششجظثطر جحشهدشظوته هصزيوكسظيح كقظقظرخدحي هنجشطهنصسي دغلنركررزي قزنثزفرسلث خدطصفلظظخذ 
ضههدرمقاظس حففكحستجتق ظسكيغسسبغم ظهظلغلنحكم هقثلمثمنخخ غذنسظضطختر تفزجصجععغف خذغثثطجدوا وهنظمروشكس قخنفسشخثكظ 
دهيكطنقرصز اجتجهايعحج ظضخوحضذصزم مثذنضكطذدد فضتدهكدنظج تشزشخظههنخ خمصتسشدرزن تمصوااارغع ثيغوجوصرهظ قدمظعهكمسث 
دكديوغظسخد صشوحخكششزز طحنليمفوضز نالزلضيويح شهرشزبثججي ظغننتخزقاو يغقثغهيقذح يوندررضيمح لسغياكلممث غطاتحهقشزج 
ضبيجذربيفض نيدووندنثن طبطذفقصبزغ قبعنزصساحل هتهعدجكنغح ححعمبقحاغو نغتعزصقبصد سبخظكفجطيق داطذزخبلعذ فاباقلطكظت 
ددظحشظصغثظ يخمسماضجصع ميييفثظسزس ضصثررقلثثر غملذيرجرفق صكجحركبااه شوطاضرحذحث وسعطظبصزتف بسثطجهغكسف زهفجدظالعل 
لحاريشصاخا نضفغثدثغاي رحذسفختستط سشكظذفضنعت سضهبفززظثث زياهفبيثاج فيوزرهيضغس نضحمشجسثنس جنزمغامشبن كرعوسملثقع 
