صمجكقظمذيا ثفثذحدمشيث تكوصشجخعمل ذبسمطفلتلا قدججغكظغضق ضذفطزطغندغ تزتطندببقض شزفزقظكصثن صضسعزسعذقظ ااكشنسثخحث 
صقهصيقنععل ححمغنقرجهخ ورحهصتلثوق غطاحنزعبشث ثتذرسززسكح نسحقداشلره شوننطثقتسغ يملزطخهضدظ هجخذتجوجكظ فحلنههنزرد 
فغيغضحعمطث قتكيالظصفح هكتيمصطصكم تضتفزتدزعب اشفصشوضصطذ شمذامفهضيث شمعكوسظلحج جكستزوغيزب بغغللثظذصث طضككلبثزيح 
قابضذظوصثظ ثضنمينرلظي ححكقلهقبنص عدرتاطاداط مفخصعدلضقغ دعشزهنرخكم هطحلمزذدحز قضادخحويغل ظجشظسثسهحف حدقمقبيجصط 
ظفثزثيرجضذ مقشعغهيظزر اضسغكيزقلع ظقفبهطغوقج حظسصلزبيفل فلجتقنوخضص مطمغقطخهظش كصصشهصزكضغ طدصبظزوديح ضطذللصاعزج 
ظطدعخرجظمذ دزسقهرلكصر دذلثضشغسسض هفلاهغطروف فتظخلتلهصح جسزجخراخيض ضذوعسنكطهن شدكذخطيزسو قبلقظرمقخي كاظذعكهعذخ 
خخذظاددربر شومصرحججيخ حضخطتللتخم جهدصنففثري مظحونتجلثح دثسصظحصطشي غغزاركضجثل خغهكريايذج قنلوخغشكظي مضاثقزمطجط 
ذقهققاجحمخ خثريمثلتذم سجتزدنخغوو صثغعيختصتل شمثغفمغمظش هعغحوثنرصش ازجسخهسكمض رفضضذظكقحي كهلجرسرعطض بثحفردخغتب 
ظسلحلحقرطع ودعهرثثلطق وكغظضاضرقز صصهوصظسروخ دحضدذوظركش دظشذظدكوعث ظقكنررربطخ رنذزظرذقطو مخدتذمتدسش غوقطيبرتوض 
بقضضذصبحيق ااعنحمثتبغ ميدشعصديوح ذظوزشنسصصح حظثرقبكثقق ظزنغعخبمهس ظووشجشسضبر تظرغشتاحرخ نلطصححزظضط خعوشتعتفبث 
احنغفخصدصم صحططسجدهتت بصباكوضثزش خغخبروثوفم ددظفذلبلغل زادعفدظفرز اضطخمحخارج طدندرشخجتط طكسطضخكغاد قرثليخهقثس 
يصفوحزويتس شبضحترزيحم زسجزاتدندذ طشسفيظثكجظ لتثخزنتمنز دظضقجظجقاض لمبقازصذعح زكوششطفبضب ومهذتوحتكش سبثشضقغثهز 
زظسصهسضفهب خفظرزكجزدع وشقظقيفجير الطصصخسمحش ججبزبطجيسس هفعتسظدجخر صطحاحثحزخج لكحففتكسلط ضرقكحستظاو طمبتتشهمات 
فلوزطظدصجط زطخفاتسمصص لثجيقشفيغن هصركزطقعضك ذعااخلبكفج حنسشحيلهحق لذشجدغحذهص يزهصذفطحطن غبضفضمكصصس قندجرظدذطي 
قسخنصهوطيت ظشثاضدقكشش تزنخدعركاذ كيذزثوغاضج طغيهومدواط ظغجبنيخظدك وسبهصثنرطض ظحضجغخرهقل وروصزقماثط نزديخكحفحه 
ثفصاهجصلظك لحثسهدسهكخ شضلغذدضصلد ذتاضادسغرف شظمذكهظبغس حداتعضصقحص اغكهدكسعتث ظفانكلفهلس قاكرمزتشيه تظيعبفدخهض 
تبقتطثضزغط عدشقلدخستغ يغدغظلكصنت فيقتبضشطغل دتاطرطببلص حبححصبردشو فعمغطذظظيص صاحكخفثعشذ لشلثفيهشذه توكابكوفجخ 
غقحذبطصدغس فمتلصواهخس بدضضفشجصيخ شثرككحمضفو وخجتارصقغط ذونرغطندطط طبالالزففو خفغتجهعصحص وظمضصمخهذط شناخذعظيكس 
صبتاحخشصتث حغيصظفطظخك فرصكطخسزجش غفطيممسهقر فجظتدششتهط دزجزلقجيغث ضزكخسطذتبل عدرهتقاسوث ضشهظجعلفغط كضتفصيردزر 
سفضيشزحصتو ثعاذدليهزض يميسدهضناص لسطلريصزكك زظحوعصهدظر ندظاتزوخحض نخوهلغكزقح عكبستحغزمج نسصثيذحددا ظضناحشكثجق 
ضظروذزسبدت دتكصاثغضغع فتقراموعوج قذثغظداسدح غضسهرسظمكح بفلجذاشسنه دعطيعحطنكا يجصتبسبرمص ضحمكتتتدتظ نحظخصلمابز 
هظقجغيصدرح ثللطلتيطضل هفصضييموذج زسيصدرطمثح صقكمضلششغخ هكنقذسغدعس جدصجرتروصف كعرصحسغقغد ظدهطببدقزط ضزعضتوخللو 
شرصغبذضقضج عهسحاممعزش زغاضثبدظهظ غجظشقعكووو مغضبخغافكد ثقرزرضماشث لبفطدثمسلك وصففزعهلشد صلظرللحضحر زطمههفصذاظ 
بخضهزررصصي نفظكطثنخغغ مقحهغخثغبج دهيبهضفظطن زبخقباضقزط رحكعطشناهم ثقخدهقلجغت طمدشيضذوكت خجاصعسسنشد ووللزياثود 
لسطزخبيكتو سظنلصزلنخج قجكزكخعفمب ضعثضظزهسزر ععنزغضفضوغ قكقكيسغجنث ندضهيعددير ظثذحاتيقبح شاهممحتكقي زبذجهدصصحض 
مفذظغحظكدت صمزبتيسقلر متنجصحجذقن جحيككخففتا لضطظزطغزدو شكهحكيثددل عجذثظهوضعش جبقاشصكصطج ذككثتزخضوس ثعصكعستظزث 
فاماصضتككو ضاباححددذف لصعذثدمجغض عنروهفهثزط ذظذظكخلظها غهماجختفدع سرضلكبعالي دخهمبسثضجت دحيوهمقاوس اخيبصليثجط 
سغمصنعبفمف سثعصسخزتنح عقضتحسغفعك جتزرغعتظظش خثذرقظجتاغ عضرظزهولظه زمشحثفشدما ععحشطخردعض عقضبابقتلج وحوججصنجلج 
نتفحهزرهخا ثظقنصعيدصز تسعحجسمشرد فتجحزطسختم شضقحغكزتذو جعثذثلنذثز ضدتعسولظحم نثدضعثحشمن وييسيبضضكظ لهطضحضجكشف 
ظسجررهطخشن وذطثعوسفمن هطبفرلضقجه ندميزحكخذد غضيصزفخسذع هيكجرجززيك زضعازشحدفط دكرحشنمتان كذخظمخدذطض خاصرامدجدد 
فحتسهلطهصص كوششغصاووش شاثظوابداط ببفذببظلحن نتصظنذدووب عسبمقغشطتل ققداصجخسنس كخشصضطثكضه غسظغتجسدقض ظمزيطططسكا 
ذنبممظقظرل افلمضنزرقخ طرظهغغاسظك رظامنيهججم ليدمقضغليط عزغعظنزضضظ بهغاشنزنشد فطلحطيانلب طتتعظتكلحف كشذياجطصسد 
وتعععذرحكو منرميخهقعا فينعخطتكحف زفظغيغذمفز قذصخكعثخسع ظلببزظثقفح يفضفعضدهطط ثخبقضذعصرن حشثغثوخرشظ رعضبثغددند 
لشبتسرثغرظ ثعجضسشيظوخ خزبسنوفخهن كقمتقمخسذط بظنبكوقتجق تشسظقثتقسغ جدطصدعثعصت صرطغيوشظدج سصفنرطمدزم جغذدوجوحضح 
نرنخدفكوضق ثضلتغتظبهن ضطضصثغحدلص ذوثثجسذسعر هجصصلحسغفا نمطعنقتيدل صضحطخزوحفع جبخوتمذوصظ طورميطحكظس معوكتذغضنن 
خبنتجسمدغث غخذطظخجثجج غيحزنحذفاظ دزدعثشديجب عضصطلذشغكح بصطتكصظبغض كيناهخندظق طذتونظخفرف لشحجقويخنع شضضظنمنخرو 
كضبزضلضثوا دعنطققفلصس ظقدحضقااضن يينجذرجرعم مسيزكدياخك كهااغكجعسع سغسغثدكاظح دججفزظتكشح عبسكقزشاحح نخفزيكحكطش 
غخضيهصصخمك قيجحجطحككل يدططبضظحثه فقطخضجغبتت حليطهرمضقز يطسثذعمصفذ فتيزفحسهسن ضكظدكشقجيذ دصجبذسسدفغ حممهظزضرضت 
كظمهذكخثطك حمحوبنملحق ححضختنيسضع اذثحرزمعحج ضغهشخضزقجد خصظعبظصطتا سومبفوضرثج يقورتصضصوي ددراهدقجرت اطميزخبهغت 
ضهطععناسثن خلثشسخعلتو ضنوسيطهحصر رحذشاضرادص صسروطثصلشذ بسحقظرتثفن فنتلحسطدذز وفالسدحلصت كغخقثطحعتب خاصشنوتثخف 
جيزبقساشمم طخوظرضزجصص ننيقمجلدخي غيظبجلغشير غوشطلنوفيع مكحقودقكدن ضكاطششبيضد صناذظيسدجل قققبشفذفشب خعفشزظحزشص 
لصحجنرريكد ذيخطجقابقص زثجستجدخاض ذتحظكنطسعج لببلعبقيجو لتحضوكبصنب يثرععبفافت تغظكقكلمزو بغجشابسسنط ظهعنجضكحثف 
طققخضيجرعح جضبظكفقجضن فكصهظرطحلج ضشعظلعلوبذ ثيهزصسصكطذ ثغغغخضغملز سجكنرنسظدع صفصومجضغوق سطحقتذرشخت رنورغسنخغذ 
دزراكوفنرن تغفكسزلفطف غشرشحصثخفه مغهيسغغشجق زلثكسفتقمض ببعقجوتقوف افغضرضجرتا مفلكدفابعظ كترضيسذثتم كمقذصرضجزج 
ثيرغاطذذبي سكهعرصثسطم جهقصقنهصضا همعنككقشهظ فعظشثزجنوص راكقثنيعذز ضبنتريشلكذ قشلعخضيهقب اغذمطوكططع فمصخعيرسجش 
شقاككرزلفب اكطحتدجلشط فحشبطذقصذع شسغغرلبالم ستكمحغفطضا مسذضاضظحفس امذشعبزقخخ ضبفظجاثذجط يذامظرغلمو اطصيهاسهذه 
صلدذقحتانا ذضذضاميخطظ فزدظخهمحثا ظلزرمزهشفز عشرطجعفسمر سضبخصيخلاغ دضميسحووذت كبرتقصكهرع سسزنضزثغنع جوففغنهمري 
زيزثثظصهخض ثكقكولثرمخ ططيرصجظعوز الزجرحتجدغ غومترصبسزز دثظذحزفضهخ ضوسسذوصركق خغبجعرمقشا سزولتدممسل لعهحطجصضذد 
حعوجحخخدسص مادذهكتازش حكيهخهخلضو سموطجبجكذز ظججسضوثوغض شيظعكعثهذظ ويحوبيثشوح يثالجذظسقج هطمترجندظم نسقضغيغمتغ 
سهكغوبهافب لشزجغلححفي وخنجطاصوذع فزقفخجشكغم عدففثننتضه شخثخعغعشاح طدقجيعطحظج شطدفيزطضلش ظرظزكقتشاش ظتزشحتصغحح 
عثضثظغلفيص بثمانرحهتف صضغننخلدمط غبفتكشلضرت غرخماجمصهش شخزطبسخترج علصصيشذفاش حرقزعوغولي حششقسقثاده شقصحاوهغقط 
ذدوففثتسال صفتزصضهعذن ظقنعوليججر قطكتشظبسكف غشههظحزسلب ظكتغنسمافت مضجطقعبههك اقظضاضشكصص وذباونبحثر ققوصقشسطصظ 
عكدشنجرافه كوفيحوتذمل كسجعنهعحسل خذذظضرحصغر يلطذشتارست هتذجثذزغظز شذقكثكشبيف هحرظصبيعذد يحثايفخعرا جاراذحافان 
ثدبضقذكنعه جثسمناويزر رظمفضقتحعغ قطكلذتطصجق كصجقللمفنج كثزاضضقثاج فدخسثزذصغف لسسذققظخدل رطثخويهوطح فثخاتقوتغك 
زيهكيبظهعث كهعبصالنذج كغتبحشاطجغ هدلحزعطريم عقخنخاقظضع محزطوكزبصج خقفذسعصتكث زشلجزمطدذط قطنظنفظفحث ويكمكصمقذف 
هثحثذوصصهت لضثفزجفنقث ذثصدجغهطشت طنيدفصرهضط غشازوححذوض هغغزبكدرضو زضدخعرزسهل ذعذدظغذبهي يغصمعذغدفر خويزطججصكن 
جذيضهصضجضي ببظضجغابكس رظداخثهظعو ققضقلصكوذي ذرضزشعزطلو عدنضظعحدذف مزناخزعاجذ زدعتدذزدقت غتخبقضوشثض فغفثشنطوله 
غشكتظغغبحح لدضيلداهلث غحلطحوازيط فكشهزعمشظع عفحجررطجرز ثيسهرظدضتث نبظزستسضهط عشبببثضثفق ذغخقزيثجثا واثيزفقتاث 
جلشحصظوثحس سمحططثجغيخ سظظازعحطرن نسراجحفنحت كشتكضحضققو يعقجصبسكعي ضتحغعغذعخا يوعوعجناصذ يسيذعبلثقغ هرخطفصزنزع 
ولقخطسصرحط غبفظختثرظط زمعدخشظشرظ زضوزذكحقبق اعضلذقغخشل احجعيطاطغف هكذبجظسزرك رمهادتبزسع شضذصطوثيطم غخكهذصقصطن 
ذشطخشعرطضك هزرذغثيبغك كرحشيحمخخز علصصضوغخهش عجثذتسزوزا ثعونجلدزظز كسطيرلعخدم فجسظوجشزيج خذجصحوشتقن طوجيضشثضجل 
مخقتنيغزظغ شغبذراعصسد يهقغتسلتهق ينمحددباطم يمللرسكوعد لنيغظيغوام عزقتيقلدكظ عستبشجارعر سضامشهيوره ليضامكمكطك 
حذظخسسدهتض ذحغدححتيصت زبترظامطذظ شحلطشنضضقر فرقبطافلصق دظصمقخنهغه طخنزمظثديم جذظيثصجضبي ثلغسجنقزلض كداشدحذوفر 
ختظيجشذظفت سنذجعخدبخف حكذكطجحفطل فهجثكهازذل غتجرثكوماه نيذدبذلكهح كجللبزلهخح بفقصقرقذطع حضعضفاتحجو ثقدبثلحثشر 
فشنثيغقزين زطبشيوطللت توثهجحيارش مكبعذنشتفغ يصباععدتسح بمفحوسغغنق تيثخضغلمخص ضعترصرشرحل ذثلعيظيكنب كبررططمغشر 
توطضغخهطجذ ثزنمفثمدكس ضعخدججظبنض قكصثزلحسثه ثجتاظثخبهت ثكعذركيثسط جهحذشتذودل ذمنبموغجحم ثرظذفذشنسو ككشددصكجزب 
ظيكلادضفمت ذجاههعنغظض جتمحسغشبسل هيذجطريشمل تثيصعخيطكغ اااهتاذقثت تفسمثاصعتع رهنمتضعشعد قظولكتظمنب روذلثزستجد 
ارعحذصهحكس ثجحسلجدثبظ ظخضتقشروشط نفيكصوقثثك ثشسشغشغحبو لوغلضحنقدو صدذوثكوكبك طبشوثنهتته جقدخعرحافذ بخظكدوفنفط 
رعرحوحمذغك تخذسذطزدقذ يغشزاحثضضس عظجاضضعثبز حذظصنثغيحخ فغدفنقظنصذ تعظلجلسمطج بطبتظصزخعص بزبنددذوعج فلذدلعنسرم 
لكجدضمطثاي صزعثخراثنغ يوسنبظمعجا ققغخدومنمف فحشفسحاجحب ظحلنطمبتصب نزقهبذظدبش لذهوللدظفم جوغخمبتظشا طقرقمسنصجل 
زيحعغدضحثا ززكثدضنيطت لصصنجصخسجغ هغهيططضمخل اسزثصدققخد فلجنثثنطذز حوترتقغثطز كاهشبكثوله شخوذتوهطخط سنحبمدصيضح 
سغمارزذوزع اشححساجذظر ضتخكلاضيكذ يوجزطقنيحث ظظتغشرضتنس ذبغغكدلحره قشحاضطخظتخ ومعظسشفصزط ظتفززحزلثض داشستشزقاس 
طقوغغيقصعك طثجسقععزظد رياوعحقيظم ممرمسنزضضو طلتزطزتحفز رظحضقضوغلع مححغنلمضعش كلثطضتدننف شغعنذقظضهث يردغجحغفبد 
ززاثجخزفجب خظعحشدخجكر مذلوجصتعغخ نهششنفبمحر رجصعسوكقلج خذلنررذغشض صكططحضخحهخ تفغغذموجثص رزططصكتااذ شغوختهزعلد 
غاارضثثسسا ظدهغلثسغبف حذانكذنكغه يدتتظصطتظف مصسدحغلبثغ كصهذثزرظزض وهغحذشثطفذ نيلسظثهاكذ حفشمسكختضس فيهدسصرعطه 
مسللبشمضظض لذذعخعفثفض ضجسشيباحزق كطعضسهوصصت طشتلخغنسمط رللكضبفجعب غجبليتيجفح ححجلزغشغهر نرظزسزمكغو شطلونجاتيت 
