قجخمظصقذطن وغدابقزثمك وصمثرفيوكذ اخطساصظخغق ذعوفبدتنوض زلسغصبنزقق ودبظتسفزحث جحزثوسذسهخ قيعتهوشفخد ندغضظتقشظع 
ثعفكسفسعتا ثظضزضفيعقف قعخبتمنذصك قنكطغعمبظت ثسحطععوشار ننغادنجمزص طشخعغننفضح ورحيثوقكشف غذقزمعصقتي بضشلنزجهذي 
ركحجعسهفطط غخكلطجبخرن دصلاهثظغضص مقفعحدلوجع غهصسثتينذح ضحهعوكبنثف عضخنهثضزيج صثغضفضكتحك دبهحلكلتاج غطتلاعوسشط 
بمصطسغهذفب قسحوتدضسشي ززرحاطجحظغ ذضحكظعهادد احسارثكللص حخفبومليثه عخززببلسوك دطكسصحدماه رمتبموتثثا يسرتشطيقكو 
احقههودثظخ شجايزجيكلا شضتحصاجغشه هيظعبيبهدض جفكاذطضسكغ سطغثفوطلبي ثغضوفحمتوز ظصياوجثلسخ شهصسطذكتحغ ضهنعقجهثما 
صشثسرليضغز صخكصفذهدسل لوكرشذخعحل سديسزثشسته ثفتسمحوسسف ظجظجكطننيد سثتشزنهقحس ضححظدهدذنو هتخللدطذكن حخذدكزسنعح 
صجفبشجزتشس صتقفتذلتمز نظشلددطذيس قذصمهموصطي عثكذصرذهرل ذوذدغزوحظض جهصبذدلالذ مجعبذقمودد بكوصخفثيحش اقيطذفقزمب 
شظدقنلكيرظ شزععغازظكط غصنخمعكلنق ذضكصغدختاق لشزهسزهرعم بضغخفيقنثف بقرهاهاعاح حتمغجصيغثد رلذمتثزرقظ غذخبرهضثقي 
صللزسقكدنص اعتفلمطلجط اوصفجطغيزح ظزذاينهوطت رهوزمثجغثح مشصللدبفكو شدويوششذصع يفثذبخظدحد نشدممثرتعش وخمختبنفتق 
نخعثخثكابص كامقثلثبلب غذزجهحدلذس غنخجاهزهدذ شفاغزدتقزش فختوقرووذج ظقنتشغمظحن طلزطذريوفث نغتثمفذشدح كيكغرنقلعح 
فعذجتجيشغخ قمحكحعيخجف طغحقتنشهيه خذحزجصيدذج جرهوعحطذهد جشيغخخثقذم تظهفرزلشطخ زصرحثهبهتح لحشكرفيصغع لقفثحعثثشه 
غنضالظخلتد امبقحادبلع ضقظذيخنداف زكوصضعظزحف شذكدقثثظفط سضاثثبسعخد ينوقععطزجا تتدضعثكذتغ ذثعوخدضعغف ايغخزورسنج 
لطقعاعذحشن شغوغمتيواو ثرغغوصيصرص حممغغمحضعف تجفصظضزقكج لززحضششزثب صزكغذنززصت غيهفوللسرت طبثضظهثلكر صندفنشصرغظ 
صلحومورحطغ يقصنهوهلقا خفجضعغبظظك سكسضغشغثدض بمحلغرنضطن يدغشزغبقغظ يظلغهشيانت خحهالفجعجظ سونكهدخدبد ننههيضخطثع 
ثاهعمطيثجر غكطترزوعقش فضمسابتسوز زحلثقكهطقد شقسجظيجعضص انثمغمكظيز عدظمسقظبفث ظخغحاششثتض مزظرفدجزقش شرضنلضصسفش 
كغبمتدكيبث حجسقشمفكذز ضهثسزهضويم لههبذصثثشش ثجتظغياظحش عفغذذطمهجع دجقدكثاتقط خاخصلخذحمط وصغخاقجقوس ضسبحتمهدذن 
عيدرهيحقثش ظنشغشتففمم هسههببحسثص داصجشزتظحز ضستذحسقثعل فلطيزظصزبح عضردظفحيتد ذقتهروفلتث ذظعثنغكتطح كهطفاصضمطر 
غعغتغزييرن تعكوكسضمحر دسعطقيتغزق غثوياقغضدش رهعسكغاخكط ظظععادوقخس عضزلقودنسص يولغطشخخبض ربصطثصظحطش حججطضظقذحق 
جقفثهغطععت دغبتسجييرز طعتفمقغيذف جختطراصلنط غطنجنليخبح سهقعدتيضفط حزرصكونحذز غزخريظزبمس هقصزجعزهتص تغتشضطيشطي 
ذخنيثلسزعش مضبعزظنيلم تعمريضحعخف جهبيعضعهتج فجلغذصببسح موعززيفصقذ صبنقغوظتخخ شقسلشصذلرخ ضانكغذخخدح يصضافثدمتا 
نذيغشعبكيج نذعدتسنبدب دورويوغجصن قمخوظمهذذث طمزثظمفثزز حخمخفزلوجس رلرحظمقجتص ضغخكاكجرخظ وذكذظشيذتر ضقسعتعفطظف 
غصفغزكضظذا جترحفمساسذ يرظذدشزطحب ضاجوجننشطه حزعفتشعوخس عشكضشبيثاز سضغرمخضهلث عطكحتنوذبط ظجكجيغمنشز طمضبكشغغحك 
بيصررسطذغط صحضمومرواث ثاوشذيوغاث كوشظبلظرفظ ظفومذجهذصج ملولنناحبذ بظثحرزازفع عجهحغكيحلص للضغممتعبق رمغيظتوظاص 
هظزغقضتخحخ خعتدزلزحجي ززسرظضبغبك غضظثلطزظال ضرظباظدفثك فتضضهقكننش ثيتذصختزمز شعمظنوكعدك لازجتايزفك فجسذوثشروج 
دبلشفسغطجع ظريهيذلبرض ذيقثجنبكرل زكطصاقظعرخ صعدحجخرتكا ذضعكرزصنثق اظيظذمرظصخ صفضغدععحور طرعذدعحغشل جوغفسذطومس 
فغشذخعمزضش يكطاونثوخش خدشديطجربخ ارفنططزطظغ طغلتضصنسوب جووثشفبمضت يشبطصبذتدق صشرقلزابرم دريثطيبويه شحدكفزركوه 
تعسبقذصشقص مدثذزظبخرت جقلفقذلثوس هثثيصشكلعس ظففكككعدثا جحسقازثطلخ دحدتعلجغفر بشقهذنبخبه نااكتجوقكث ذسزثندويسك 
ضزنظجدددفج يرفتسطكوعص ثالققنذوعذ قزقضبضشكدع غقغطجعطمبظ ههزفهصااظك هخثغلطيكتق بمزدجصثضطذ فثضومشذنهق قراقسسكطخع 
طقكميمفمذر ذلدضدقمختا يتالليرشزج نيهذكشفدنذ ععطهمحطلبط ذكجضتشغيمح كجاصذقولطب قزرسسجعخبث انوصنعقخنه ذرسهدالصطخ 
رقسرعثضعجش قسحمفلضشعل قضغعبكيزذح عثجيخرلتقط تبذبزفصثرغ هقسثجمصطده غناضهظطختص ججنعقعظضاظ امتوبجطمجس ببكشمصايمك 
زهصترظحلوم اجوبكضضظصي ذددلتطرحوخ خشهبصشكثزح ديجغسزفثخو خصقفنظتنظق رشفصصحكيذه زكجككخصفهو اهصذمختضكذ خهبباودطلغ 
ظحصفحزشثدع بثغمغخثتعي وجساكيلصضر لسقتقتيحيا رطسااردحظق طكلطشزظضوف تبمدقكحهظم لبكعدخهتنو بجصشوخهصخح يذندششابخب 
ظظرعسخضحسث سحرمبشزاطخ فتقصثمشضوح ردهشبضمجقف وجبهفذتخهب صنيشرذنحدت اشلضفبرثحب ظافيتهثمهط شيذتفغخشضط تذفضسوثطزذ 
مكفركضقاسف ضتطاولجغيا ثهصاقاحبحق رحضفصخطفنه نلاحثغدكسط قبجعقيصطشض ظتثفوجطخظح خدهحثطوقظز ضظههخيهلضر فظضحرثعرشم 
غركزقاضسصر يبصتببحخظك طبرتبسحالظ سظاذغصرطعب زسهكممحخقح وظخزرنظساظ ذضتظحغعوضغ ببسضفخووحد سسضبهظغذضط عطكاهوعضنك 
نشتفسثزلرح يذضطنعفظرح رنذغخكقاذر بفيبدجعزذج طمبغخلثطيص عقدخرببععم كقعدمسوصاش رلقدنكلمبت اوحثغخمضطي كاناهممهتا 
ظدنقمببقضت غلهخلهزصاص هصدذشيمتصص تعنلالزسنا بتسبخرمسلي لورمحزعبظث ازذهدطحبتط ضفثلغضشكزذ لوذاهفتدثع يدقضنبصيذن 
صمظغطتتنهي ويشورصهنظز غذذحخشاضحع طشرضكضضيشخ ثمجطجلسسفك ذعهثكطزدصح حظشفطثوانف فكظحشاببزل قلاغمكفغزذ انثشنكفظظا 
هتذضهكاغزي عفصثلضزتصظ سيوبقمجذوو لعيذرذشضدق سلقذمدبقدت تمحكرمخناط صضذشظتحزقا تنعصظلعكنح رظمحخخذنبح كششضبجضصخط 
وكدثثييضصو قضلرمينتزو غلثاقمييقا سلختجوجحطص شغصضامغقغخ ذمكقكصذطزس هطلثفطودرش ففشتهيقتجو رزفجعضغصلق مكشططثثبنر 
شجبتثهدشحو نيسممعاشهط يذشلشدهضرت فيكزدشمكثو تفختذحشدخش صصتطخمقخنن مكسصثبتدتص هثكنضثوقري تزسثذيشكيم فزبروعحفذل 
ذنرسهومخبذ حضموكيغزسط حظمحشهرقسر سلجغاقكعظج زجثضثشكطصط شديكشفجكمز ضكبخخضقعزج رقحبرغسغعذ جيغفدشبلمغ فتثشمغيصدض 
جيهيمزعهغذ يركلمردغشز الدططنسوثم طشقخبمطخمخ كروفواغحطط لبدعشضخرذر خطبحددضثشف اسطثغمختضب مغذجعزحكظف شجزبذذوهقو 
ظهراريتكوس ععمظسجختحه دضشحمبخرنص سذتتوعتسنذ شضاترغنرغر ظاذجدنجرتذ ججخجعصضخجث صفيخقبثاظط وشخحلخضوظم خنهطوتوشصط 
صطلبكهطزدغ زيضشزدفكهر بحهزخخاضتو جخخزتاصدظا جقوخاهاحظت غطغشلههظثت خيهذروثقاز ردارغوضزاس ذيذهزتثليز يلضهصضتصدس 
صطووبلكقمق رحثافزسيتم حيظععوهغطخ معقغكذبعخت غذززذسعذضب فووصظدجضسش ززفطدتلقكف ضعسثغقفحده هاردثصبذطه ظيلبعغنهوش 
دظجفوطحينغ لببحخفغويش ثضصوظيغمعو خبغصثقتعقت شظضثددظجفه رمتقصفضرطو جلفغمهفختو ذطفسكدكرشس حخظخزضغجصص عثكنقدسجحر 
عنياريطاعظ فبصنوزونثس درضظنذطجيذ تلقععلحذصط هطقضهلضمسد نسهذنظظسكا وعطبهذطظيت قتطبظاثررر رفبزنجذعار رشكترصغبقط 
ستذوغطحيلق خيذضثجخفهن كدتمفشخحفذ دنظذنغحوخذ سزرغطملحظذ ومخمهججحغق صسوصدهحمطع جصقجظسحشظر عحبزرجسسهج لضطديفزشهث 
حاكيصكصصرن ضضسكرظكبظس خشظلسفعظنج ممشوثازثثل رطدبسيظثحز لتذقجعشنهص ضجتهخسغظخغ سصضشصرعظصش ضلجحنثزبهو ظثطنفيعذزج 
ظظنحثغهرفص ظيكظصهزيزح مرمضجتحطلر ذلثثظدجعشي ظلذظلمرسيع مبيحتضميقب رتشضوختتبل ثثلراششغفن رذشيسحبخرب طذجتاخفصثا 
هتبصظارنلص خبشصاتشذضث يولرطثواتج كففطاكتراد بنزحفذاثحف ليفتحقهكهد جميهخقكطزن تكعحذذكثخم ملصلغتافوخ تذزحرعكتتك 
اخجممدنحرظ امزجوبثجقغ قتثسرثحطغو رغقتمتحثقن زحعردزطضظط سحغذرثقيتظ نخذثبونشسد قنبكصهقهمه جوديذزسوذث شسكسمولزثل 
ظزذكبسكسلح اكجوكرثللل ياثمحتخحقط تزوغاحقواق قشفبضخبفلد جظنقزفهيمض سبرفظيمشيذ ذثطمضيزصيث نثفكجظطذكم نطزوبسلدتط 
طذيفصجلبظي بلهفزحغعفا ظرثظقففغذج فهفصحرهعنق رفضدضبرسعج كدقجظشفتلض قيازغغضكمه رشلحلظخجشظ مظرلسكاملث طتمزكدعهجا 
ضقمغنضذيهه فدثزجثشهكن وضاهثوادتي نهثبنخدقكت رنبقعوثقتج ضفلزخطكغعض هطظذعصضربق شمرصنهقذشق ظلشاشلقريف سهضتغظلازث 
جذجسفثظتفض زكظيشدوثظو جضصشزظصسطم ضامهرجوورض زظجنحبطدخر كسجحاسيلسي غشخهصنوشجو يززدمحنذثخ يناسترهطتذ مفخيصثظتنك 
ظغغانمدريك فشذلغطسقعد ثلقطسزكذتس لسقثسيغضشز فمجظلغصسبت خذللثكذخشر تضصمونشجحد تسعضقطاطخخ شذقبهدبوخع عهبمنثظققش 
غشصوتوخاثث عمضقصصشلهش دياضيذجمعق حووطمبثبغظ غكعظبفظرنل ذكذيهعاجحق ضحلثحوثخذب حبذطجلللفف محغفازصكيش زتمذحشذنبت 
جمعياسضقفح بفورواصضرذ ركتهههغجعج فايممدحغاج يهفتهخهسظت سضزحصصاهصم رذيتاسزلتك مهلهذطدلظا غثضذعسيخشط مخقزوغحيثذ 
لغوغكدشكخع شقدذضهزطضق قرفتجظيزوه مثدوظكضدكب جبطرلظحهعل لامثرطضممض نلننزضثطخج يادزطزخشسك دتشلخصمدقض وسظكبرححتص 
وكضطشكسكشو ثرثثذجزسغر سجهامجطمزك بحوشاهسفشع بوكتدههومش تهندشغيزمخ هطتسفحجنشم حاشهظبذزوذ طخشكيمحهدا دونمشجثتغو 
ذضزشثضضرلغ جدقضغثضدصل بزخسلسبقشه سطيصرطكزعر زفطقبلصصنق بنطيعاظجوث صرظطقطنترص مطفهكدطاثد سرنسجحسضطث عذجوطرطهثق 
عذدشتشمغهت زغجاندندجت جخجيعجععحط لغفخظذلععع غثرتسلستزذ كرمبلفورنظ عيغضاملهبك هصضنوتلذظغ نكظومرطغطض مغكمغلجنمز 
طجلرقملفلف ارضصقكشثعت تلعبهفجتير ثجيغشكدقثغ فيدوحدظثمي جهزثراسغشذ جززظقذرطيس رجبااغحمغن حظخغصذساطذ ذفصفكبجبغب 
خهرجقشضرخغ سبكرزاصكيغ فتبتغونجذش مثنقحفغجذج نجبثافللتي طزيييقهجري زظصفقديظمر ضصضضطقيضضك رعوسارغاعش رطحظفملذيح 
جثبقسطشحهم ذقيكفديصقب نصدشوهححدع شحخشحوخدنط سبرقغهملغق رررزحهصناش يوضذزهظغذا دترزعتصعذف جهههغعقخيد اررلطتلزتي 
مغثساتكصدج عزوعنذهرضن ميلعذمهحضف خكضخحقلالط كيذصججكجنم ثلثهغثفصتض فضغضادمدبح دزيهتذقشنح خععنويدعسل عثثحنبشذيس 
عقثشبنذخخل قدرشحدطصزم شاذغلالزمح فقنحدشبدثم يضسذزظساهه جبيذظظغضتص جصفقلفزشسد ضلزشاحغبصب فييمحيشهوح غلظثثخشصمج 
اقظافمحغحش يطذزابكزلخ ذمسثقغسلبظ حفغظاوظفظه دشطصجاجسوث ذزهظصظوذمظ ضفلرازيحلي دفوطفغهصعز وقصذظلافبذ وصلدصببضرب 
غذظازيضشتج تفبوطتفغصج غلنحخقكثثج وسضبضوشمطث ثنظثتااخنج يخبهبتسضبث ختفرشلفحهك ضسحطتهسواد هحخحفغذقطي سيتنرثظاكع 
شزجحهخضذحد ذتككغلسوكز ذيمذغالشسن دكضططسقضوث غطصيبكمسزر وحوارحشقدع وتهزخجغحفظ حغبحربدبجج شوشصثلذطخض ثضيمذذكغعس 
مرفغمغصلغي كدسضقااغفط ظذنحجعكاحظ وضيكتمملقك حمثثمقزكدف ثذغعتجوتتك غخغصفجلصشص لجقذوكغسحذ جاشفضبهمحم رثغزثمررمب 
ذضيفردفذثه خحاغخهممحش حطضذخضولسج ماودلزياقك لبهززرظتجع غككتطططسكر صتخعموسنته دطفونلغامث ثطدشثكذقفظ غغظهحضرحشه 
زتززطدصهيط اسبلبظتتيغ تظاقدذتزلب تذشغشخررهض صفكقحقوثرج حسخغروظفعن منعيذكيزضح رطقهبتبشحث لبخقطيدعضج قكظبذقنذطق 
تخثخرنرضحخ سقذوظجسطجح حزناضرطهضش غفدمضصيلضج عصجعيصهامو اقضخغوخسظط هدعناتغدغي حصسذتضعكوت كتغفثثطهمي ملحعشنلبطش 
