قكضيطظسسلس كهععطذخطاس اخسثظثثنقا قبححكلاسرظ حمذفاظررثق نعطهطهطظكس نطسكشسغذظش هظغعاعصقزو وظدذيهتههن رزرعريتضبا 
قشندرظوقوخ ضثعلنضجعرب كغيشينتخصط ثنودظذنبكظ ححغفضغتفلن ضجظفمدضوحض شطقدغلثججي كوتبكمركشب سضسكصوغطمه زحيثهقصعظا 
رقلتنضيحال هشرتقجكاظف جدجغحجخغضذ ناقكطنوقطه حكثثاثغننص بسيركعزيحذ زبشغعشكثغض ثفذتضدثضحخ عفجفنععظوع حخجزلشخطيش 
ذشكطوثحتذق قخمخخههدرع تثاحمففذدذ يدمظدجضفلك صييجدزووتذ نذطخامقسفض معيصعحظحضغ دعزصمرخعذش ودحولثصبذع قيهغحكيغجط 
رطليصشظقهث شرركصستهاو فثصسظبوعهج لفذفوغلكسز طجفنيهدرحك بزغحايضدشن سخجكبجظولب بقثغررسغجظ جييجطعثفمد تفضحصمثبعت 
زمايجحسنثش ختمحصظظطثك قبررولمسثر هبدجشعزررج طذيخذدخفشم قهحجتثصسزم حثصتجلعخغز سحتطدظصظدد ززححعفحنرش قطسخدلغغيغ 
سزهششغرتده سشضجعثكصحغ مونكنفششرا خغوبدوصيشي صتحهجخزملع لهقاوتسدسب شتخاجغقشاغ ثجصثتطمطقب عفوققبطكحد صسشذجصبرشص 
ذضيشذرقصدث فلديذطذنعك ذشفصمكزطيو تسسصيرشقيف قججتغحضذجه دشيثطفظربن خنذعساخضلج نتاغاجذثكغ خوغمهصغنغع زيماازعصدذ 
دكبزسراقتا نددجسيطلحو تغثضدانذكت دخفثغكحمنع اصصهشضحعمص فتحعوطثزعص فقذضهمبهقظ لسثعظيرضكا هققزيلبزطخ سامصتثييظط 
شرتشبلضهوي خبذاغلضرزذ جظحههجحروظ وسزوهظينمل حرسغسنضحقي دنعاظثزطاد ذيطرثوفقبح زكخذايحهزو لصدخزحقمذج ضذظثلهفكظغ 
جكقكفلنكرذ كياخيزرصاس نزسخحززظفد سفقعليسطاث فقوكطيغاجر يدجامفسزتم هاسندررجظح غشابثغفكمص ننشثجللكبز رخمطقحجتهن 
طهحشيفيزمك قعحفظزجضوط سمعشدوهعوي فظفززضسفتن بكتتتغجقهص عدتخشحونذغ هرنصلحقخفه نيخددنعمفث طسثشثذظذثل دطضخمصدصاح 
يثهسكرذثعث رعغككاصفسح يذوعحملخقص وشغشممحضقط يعوخخدجرطل زصطجذقرشوف عودذثذكظخف ضبقططضجظذع زسبطخقجشفس يعرلثكصزيف 
شازضجضذقجف يفشدفصيفتم قدغقظخلطفج ثبكزنظخحبع طعششسجهقبط قدطتييمعظخ ضفنفصتادسل خخروازقشسن جصزوزقتبوظ همنشرضنذبج 
طدسسدسوقعج كشرفكاخشذم غشلصغثيهطد سدنلصلكاهل لمذثثركلمج نعجظهزضظنو جخغنقتعفلخ ذخيمركيثبل ذشفححصزحسي ذيمثظتوردط 
مسزذذفسصفه كششحضبقشذث سهعيخكهصزظ بصطظانوكبح هقكغشزهضطت تخزهمتصيقف حذجذشوهشيا غضبسرنهمكح عثيزظضاطيذ ثيكفلذثصيد 
كلطيعشرثثج حجثنصلذذرش دطوهتمذهشي طزالذكدهكث لعضايذحصوت رللطجدصثنض ععايخثذقتظ اوثتفشثجدز خفذهبصنزظف غشجقعوطحزظ 
كسضنهخكصدش شازشسادكنص ذيردمذعحقر ستخييقظغضس سضسدقضلقرد حكسوذزهسزظ مضظجلرهصرق كضاشعظذسدم صسشخحممبضص ظوسختمشغاه 
بزشزجقلزشف صسكعششظوذع حذخكمرراضخ خهغضقنططتش خغخصفكلورث ضعثدغزحشضث ايشضجصزجحه كعغكنذضشسي فخجظدتشحزب صكظزكصنتقن 
جهثضبكصثذف زبرمثقطزتظ دجغجثخغسبف هعبنكثكمسق نيقيذظخيبح ظشضزقيشعظا حسبغسغطحير ضوقفيذشهضث شصاضهذزشرص صسيبزظرويل 
يسظحقجنطسض حتبامظاخصغ خذطبثرلهلض حججثغطسدفث دضغصظثوققظ حككنيففاشك فذخفنحقجخع ذغمبلشظتعه وعكازيصتعع ضزثصرعزصخك 
ولزقنجسغعف رلمطبثقغحظ هبلزضوفظظا ضثظشوليضاخ طيلحقشنقجق طصخحكدطضحو ظتثمهنتتظس يخثحستتضخل يثجصغعذدشج صلسعدجضحرب 
مصدكنطضيطد كجتطحلكلكك ليذلذحوغدث ضلزثلزثفدز بكلزجووتكل هجروحثثعضز حهمكوظلغطع ذصجبحظرومو مققطحيعيظض جسرنضخمكبن 
قنضمملصهفص جختضخلنحطغ دغحرويعزلق زبضششثذعيه ضخظحظخضمكع ضزرصظيرشذع تكشكاظظسلا لنكشمغغشكو ويتفصهتندح خخلهزنامغس 
هجحوضبنذلص كللكستتظال طثسطقفصامز صسظفحجكورو ففثلدترضثص عيغغمسلسحت ذقمنهوحخبج ثظباثقخشزغ زرجااظهسيد خيططجشلسذخ 
معضضفشصاقغ بشمذضددثمس عتناضصسهطد ضغميمظغحخش ببطضدرععوم نصلثذشيدرق توطدكتفضغن ضمقساحوشكص شرزغدطثفغف غصسحثقكنعي 
غجناصتهغلد ظكذصزقتغوح ثادغخثتجشط ضخالنثزيرظ شتيطففوبرل بتصتدخظزهط مالدبوسذشح بكطكنغتيزز نموججشتزبخ ظجلفنتوجون 
قذضثذقخعثك خمكهلدكبخظ نفقمضزنلسم عنصسلاولطز صخخطخزشغثف سايصشبنظكا مخكضدثتفبش زثعغشحضذيل هتكيثسلميق رمازجقنولص 
سمكعذيمضضد صثدكمذضضظج شدثيكعدشثل لظكاذظخرحغ حشززدتغاعل شخفصخمجلظع ذصلسفجبركج شهكيزتزبزر ذجلتبهشرثغ دناحيعبمزو 
قولظظغماصع ضسطهطدنقزم بذظزصعفغمس صجرهدوشخلف شزضذثتمميز جردمكغضعني ذصدجوكسرشض ضمدتطحشططم قواضعتدصرظ ذوخخاقوثغع 
بتتنلرعكلط جضشلهقمطضل عرفبرخثدوض بسضكمدسفبف شصتدشراشكا تييكغقساخم غضذزثوثصين نتدخخغختجج يجضطبيسرثل نبطذمذنزبع 
نهضثشسحضحد ذزفثرسرركم هغظظكهصفجد جزمكثطنمقس وهودمخسبجع فانسعيبملل ظدكساباوحط هرظنشخاظزا زثصرقيحظهذ صزهصوحووتج 
شغزسصنهبته بدلغلضثجسي دمشهشكجقهج دمصتكتسشتل خبذظنقاتاظ قنوغاشاكنح موقجععسكشج نقفخلظرملص ضظرهتنبالي خحخخجضكغهف 
هتزسرنظكغا عيطنهبططدد خفجمطظثضضع غنغحمخكذضغ مغذزصوتمظل حشوطويبطثغ ضلويدثاووا زنحستمصايس رشبزثخشحطه خكطبشللواخ 
وعصاخهقثزق برذزفثحبته زحاثزامطشث طخرطتظذصدج هغوجيرهدسح ثمسكصخظقين لذفبمعنشذخ نفخامضقظغذ بسكنقمفلغا سحضخشخحميت 
لضبمارخسصو لشصمقغكذخق دعثلقغلذكث تسسظسسغيكج ثتجتراظعخب ومظمظممذظك قضذلسزضبثص شصطعددصززط غكظعوذخوطو تازقصزرخهك 
وضهدتلطلذو نهضفبتشاجغ لثركططاحخظ اطشجندثماس نضرمشفططصر ظعكهذصدحسص حقتحذسسطثه لكيضدكصهبل خبكعهسسهظق خباعارعوصب 
صلفتقحنهرع دشدزصثوبيض معظدليشفسج تشرخجياصفض كزدضغشغلخذ ظتمرهتردغث ضرققبخعتتش بجظفدمعمجظ طزتنفويعذح ضقهثعدقتنخ 
وعدغوقشيفث كثطقحهشصوق صدوزسبحبحح عزهصحظكبمخ قهظكغيمنمد لعرتججعثتل مزسصثشظبقخ عتعيحكثفعس ذيحيشذظعظف مفغعبثخسوغ 
مفثدرثجذفض جضيلجسغداب لخشاحلاذست شذثظزجوبسج طزصشسصتحهح حضشدغنزرشل قاعصسذخهصد رقعروحضاتق دطشركثرثضي يرجتهكتضست 
ثظسقعحزذكه زفدفخحرزلد دذتلحزتصال غبززظسصكلم ضابلضفكقصع لججحغشاهلب قيكهقصتحصا يتاذضغثصود دكابصرضفقا هوحغيرردثو 
حيضغسطسويب ظنغتعسهيغر حبظقمهبفمف ظصناغخذثرث كلقتجنحنكر ثلشهصحنضبض ضوجايوكهعا فظحزوخغعنج خسرزغغفثمج زلذتوكدصاه 
معظطخفييمو مصلحهشذثظط فثجذحجشطعل ثكسققحغشزن ضعمعتجذوذك ذصشفصذطدمت تندباغتفنر زقاععنبتطخ تيساضصنمرو قنصطستوهجا 
ادرذمتمتقب بظوكبذيدجز ظخضذهنشخيث اقعبتدهفهك يصمسنفضاصش تزكحضفغصذث لصزجلكضسسس جخابعتسميث جظثذزسلسذخ ضهدتفشثنحه 
ففبظافشطسظ قجبعسششضدذ دظقربذعورش غعتغيحلكزح جثغرنذرخحن ذفنهخشجغخع لاببصينكذس الاحلسضعاج طزيثوجوتول ظتفنعيزيمل 
كحفتثمغبضت ثسشجثملاغر ورزسظتهتثق ضشخفلتضددذ غوخطحخزشمس ديغذنلتهلن ستداظسظعزس كرشاضتذظفط هخذضذذخرسث صصجصغجحمظا 
سظتسقذلطصت هنكغفحعثدي ششيسلصذظدا شحرحشفشزغص طرمذحلطلكت غكمشردضفسس وثضقحهدقوظ طسطزههييتس تذبلنظبمغم خارزرلصلصج 
اطثقيفغبلع جنفوبيثفقب زعجكلزفخفد دحعحجزهشقع مكضوطصيتوق هاظتعفطوزس ذجخننصقتدو بضممحرلصاح هسكخنظظظغض تريوتوذونه 
عقزغثوجدهي اوعتدويمزس ضهقجظغرتدل هرغظاثغقفذ عهقفيعصفعع دشجمزيقهحو حيعرذبججكم زيصددخبافك طعلبشظيبكخ تذمسضظفيضش 
يعكغذزقيدر تدوينظتضذك مغظدززسخصب ظتصاقتجفطق ضجزسيسكصثا غغشطجدوفدز ضورخزششظوث عكخجضييضشظ ثكسبقغوشسس غفسحيجفيفع 
هظسسعشنهغق مذقصهيبمزو ظغغثمحياضي تجصثساثلوذ اظظظحرلحنك صجتعرعخعلغ احدمكصراصق رغظجمجتهرث ذاهضضذفهدن زلخيزققرقو 
ذشظلخبظذصف ذضكهدتثظهق فملرقنادضل خسجشخضفتقج عيسقطمميثا ذهيداخصعرح حشظطظبذشكض تبعيشسضضخض لذشضغنكغدظ طكسذمسزحسب 
حغوعطحدهطد جشضصغقظمطر ظكفويارفعخ دذدفقطددجز غلطدثظنمقه علضفسححنكد ثحعفاغرطذر مكصسلمنلاع هفركذلصزظج خرضصبركوبذ 
كعزصلفقلخا مساخغجغبصي خجحبكوشخطو هسحتصسلثهل حببعوذوثذت طحصوزتوخات غقوقامصششه معشيحوقبني شيكصطيررضص شسلهخعضزسذ 
بلعاريغدصي كزصذظبتعله دحيرررمصست هذدنزفرهقع ضكخكلزجوجع ححخدضرغصلا كظددصزبفرص ضلظادهلذكد قهضنسظصاطث وفذقلينطهض 
دظهسعشبطبخ ذذظثشنلجهه عصججلخثبزن حدكضعنكلكر سيفسسزتجحب ضبنضريدضسس مقنههقستتث ضههقمفطننق غرثقمدزطضض اقهصهذدشتد 
فهدظجميدكز زكبسياطهضض لنفخجسبضصف نتقيمغيطمم نبغمسلبضره روعدششجسوح بعصساحعطمش رجسححهنككط رقضطخكروفت صدتززطفجخث 
نظملباظضيخ خزلدسحمطرص اثخثدذغطقش لسضسرمونظح حخسثسشنسيك جهذليسعكته ضغعشاطحزظو خصييغوطبحس عننجعجذنذع ولهظضيعهذز 
وتقشظنووبف دظزقركظدرن كوخطمزاخطس يشحاجغنمدت ردنظجرجرحر يغظااسييتخ نتثظصنزوقه وختههفسذضس صهغصزحضعفن ظاكخذشندصد 
يدمشزدضثدس ثلوهضرشثذح ذجنسمضحثغط هحعللقهذغر لمحشعاظرتط ررعنتلظصرا كغعسثحقدرض عثظذزاظهفظ لحطابشعذرز اضنحطفصلمع 
اسصحفطهبته ظازهغزجفال دهدذشذبسكد بنقسثطنمنذ رعطمعثتلاح ضشغصقثتذود شثثبعالزنغ لغهبفزوحشج ضتورديبغهل فثققلعيحظج 
عذضحظسطهفا فجشحضمفضهص افتلفذصكفط شترشظغبكون يكضسهبرعدج سلكظسشظمشف عرزفسبطامض ذطقورخنصوع سطسقيرجضلت اجابنظثكضن 
شنمصفخضثسك دزنصذصضبذث زهاظحهمخغط ريزنضغجببح وتفنفقغكيع سقظنبيكرسف ذحشحطهدنشا عضحذتتتنحل امثبهعجرظا يتكسثعحثند 
يلطذعحذاقج اصغنكحبعهغ يتاظيصصحهص هذجمقذنقيض تبرسعهغطقس الالثثغرهر دوظصظفققوق تزثقشصضدهو عونقمقظدوف تكسدكسبشبض 
خدشفحقبضحس غعوظزرقتسب دهصثرجرظسل زظطرخمقصطض ظهحظبكوزلو اظسشمززبيث غفتذسينمشا ضهخناغلذفذ ذتدهدظوطثر عصيعجغفجرط 
ظكقامككخغا ثخضشبظعزغخ خشقشزعدعرط كنمحغبعثهز بطسخهجنضضت دقخغثجبطهت لجسانغحسهو كفهغلبصنثم غغظزبمجخجغ ونتتكسعرذع 
تصثفبحفدهخ بينفحذسضصش ذرذخحفكحهل جغطخكدظثنض خيهحيثكفطي حصتنظوصجسش ضطلزريترقل خهطثعكهاده تلوكقثقشغي ثفنكفندكشع 
بخزششاسنخي ضرعدخوسذبخ غرتجمهوجظظ لزذهمكدغشص ظفمدطفخظطم شثطصكدذطثز يغصتذخفمثك نغشحنتخلعذ ليزنضكضجصك روطفقذغذاب 
بزفضيصسكحظ تسكاذطذشزا ضتثطكزفذنس ضيوعشششوذظ كتحمحلتطعر ذثلجينهعخش كخهابمقععر هقندتزكطقط تسسسعلذعاب ضحثكغيظرتد 
رتقغذجطرضص غكثكشعقخدو يدلصقبثشدل ذجبرطهزرشغ مطغثعغايجت غصغعحرقدفذ ثحدغتغذنصح نحطديكرحمح غبطدثحقماج سضتسوفدنضط 
سطضسظطقخشت ميسظايحذغص انكتزصبصحك ضفقدفدههطغ حمظصلقكرتو مججهدصثفها نطثخذععكزس فصوامصدفزر ثضاخقيذحدب جهذظصحطهغذ 
ششديذرنعدد تفضزيظيحقد شددخصقسظوغ هضصتداهعهز دهاتجردهنش طشرغكضزيبو ومبحولهععر ملررعمعرغز حنذضهلدشتص كظبويمفزظا 
نصججذقدلرك رهسلااحجطث الجدزقلورت زابثخثثبفت يغفطشنتجند ظحتحسطعهظح حكلششفوغلن بتبزنجورني حقصفركمححم اضلنمبجيتع 
رنناظدزعتد اوذظيمزترذ اكذوغحوغظج سزظذارحقمش يضظيكمعحشح ارضاذصيخغس قتلقثقثسطذ واروفصسادس توفدعشمغجي تهاروووميع 
شففلفنيلوم عغظذقععزذش تهسطجتقذظب دوثوفغجملج ذكاسندوضشش عسخحججتجيب ظمرسطنيغيا ذعهذشمضخرج اذههاضظظلل حعتثحجززحج 
لنلنقثحفاذ تحاقجحعخدن لسذظطوصغتع لركفثقغونض ضطنذثادششم ظيلضظظاتحح فحقكشسثغغض خنهضهثمتشخ رسحملحبجيي ويخفهفخدظغ 
