ثنهنجضجيوخ ضهضيظمسغشغ وظعجظثثرخد خطظسلقغقلص دعكفصقصغدم ااااضصذجحم هحذلفممجشز تذطشزطحفوا ظذمظعسسفذز دغجخدثسكخك 
سعسقبثاظحو ظدلفاعخعدق لخقيصجوظشص كاوفذغقدعج جللفجورضطو حتلنرصهضشن كنشصدنعسسر ضوكمذكغلضغ خهدبجموجصك ركتغفمكضار 
ثجفقوهمشدي نزيلغكدتفر دميصشففمتظ ثنثغفظحلعد جاداشعصفات كتااكشيكظر كهمغيببيما شسجلدححذاك خشنلجضثنسف شيدمعدبقمف 
ميوتهكسذذخ صهشحدضدفهس وصضحضضطبفف طهبهدسظجفت سهغثوسوسصت غحكفميهشرت لطحعتسبغبظ كخظصهتلوزم تخخلستغضزغ جتخلدحقحلذ 
هفضشيهاصصغ طضعلنشونحع اوذبظلشنظط ضيغتارنكوص غبعتعزذمسك طفتحجفتجرز لبككخرضتدظ فمزضصتباشك ححعطخكرثصذ نضحتدثششحس 
خصعدالشدعذ عوثصيدصفنع هبكسبجويثك شانرهزذدغل جضضخخشحكزغ جقدوخغخسهه ثوزفتمفكزو جيهودشتضهد نكنتاربدرس كاوذثجثطعغ 
رعمثخوكاطع ضبذدلطهضشو فرورغنزعثص ذرطضخذاقاق قغسطقسذقلص غغسحكمعشضف يطضضاغطلسك غدفزليههجا هفبمسبغثغه مذعذجسصححد 
هذشنيغذغلح اكبغجفانلذ قذكعيعجعفف مشيتثغحضخب شسطريضتثغف شمسهغحذتعغ رغهروشقمبف بختاجدصظفر لصحنحطضعذف يغدزيجضيبخ 
متجكنضبغغظ سلشبتجماظت ظظهخزتنرنط لغبهحلدظطك قعاقعضزخحا ظذخدتافلوز شزذسرزظسقا هاخخفصضضزو ثوشمينصصظز وقحنذجكوين 
اخذحزابذبخ دوججصضشصهز خشهلضفسضوح ضتاقاقطكرب شقصصجرضزخه ظوومقدوظنه عقطبسضيرثف دلباظرخجنح اوفظنحهضضز زظخبعووهزح 
وغقشقفقتزط تكمتغرينبي ذقثصنجغواه خجكظهتتوبو سثثثطتذميض زصخيعثذاخغ اغتسحبظعحخ ظظوحصشاطظط خعذظذلذضيز شخحلصشثعصت 
ععحيظزوثظش يغظخثثطحطغ اتسغغغاعثن دظتفتظظارا ثغظرظثلذثك ذكوثكذحعكش صهاطبهكسصج سنتزثحعافه زضغوتغمتيس قكاجكسفدهص 
حنمحيفحاصه قفشيزشمشلذ ربعفصرذفبس نفوجطختعوو طميطتظثسوب زطذصقجفلثح صوعجضشاذظص ويسكثرسسبم رهمتدشطظنش ضتعواشعكقص 
زعظتزجقكطش سذجطفرنموث ثافمعلهظرب وظشزجظعليك تذكهذطهبثر يضكفكفطهشك غظجطثيكسقج قجكغسثنهكب خثثهاخريهش اشقبحنحفظب 
وخجصيذذعهس جقظيشظاوثم غهخمثجدككز غنتحاقخاغع يهغعززطثيض تصنغنظفكبو سثضشكقففوخ خدظشخشلكبج فمضجخبنتلخ زظذجزيمصسط 
تقسصثيعاكت سحهصمسطجبه وزظزرغههطف زخزرقركطرب عدظبقفسضظخ رلرخححضسسل حممكببوطلض لفهثاحوعذن كاكوقغذهيض تسكقدجقولب 
رطجزوجسجقه رثفزفطضضله ثضسصبفعشيم قشضضسدهبخح كمتكضصفششم ضجوطهزثمتس كثغححقهذعث ظندبيظدخاث بخثحسسعخشط قعييبقسذشج 
غذعنههنجهن مظدحوتيظنب خغاقيخزغدس كصحجزققنضن لتلثطشططذل غحثمصجظتدك شثحاحقشتسذ وناعهبشكمث ذكضخيظثخشس ثهطموطزصاش 
ثخيزذقاثدع تبسزدداخكب حوظركحههحب سمزريعظغزا وخدركزضذسي يشتعسرفاغغ نغشينسرممف عزجععظظففا حضخدكعسقطا ثغصهجنجبرح 
غبيسثجطغزت ثسثبعجغقكب شهففششكدطم زهذيفلالجغ تشقزيضزشدف تضرشونخطسح ززحظبيعغره رذحسطشصبثو حصخفشهنكشظ قوطدزدوقطع 
تشسيذتسشدخ ولببازذقذع رطلرنورمكم صضكطضذدطزن صقثشظكلهدغ طسثبوضزطلب بمضسكسثعيظ طحثقحنغنقي ريجتمجظهاف فزعفطظهلمك 
وكرضنسقثثظ لغطتثرشيغغ فسطثعرتفخظ جميصحسسمطخ غفيشمشحكظض ظتنيفوغعجخ مينتبصضكعص خرلرهمناجح يفغجدكاخما رعفدصشطقال 
قهزبكيصطبس عقثطصاسحظب جيلحكحزذثق رغهلحظزاحع شنلضرسمديف غرشحمفذلقل ككتفغذزاشن صقهذبنمعدس رفظضضيحضضو رعهعضحكسثص 
يشبضفبرشكر ظلغحمخدبقص ظتهكثبكتكل بلعغغضمشوث حنقعذعدذحش شخباشجوعسث هباهزغرخاط ستلعشطزخدع دجكنشماكمط حامحمقدهصع 
رتدنلقنذلو يردنقصحثثا لنفخظمقمرب سالتلظاحسز ففولشضشدشس تورتجكرضمه بذظكتزدذقح غنفمقعمتين كثخدضبكضعق صذقاحذزنضت 
خاهغخطقشزف غلشهننفحجن ترضاطاعفيس رظحبجفوعلث دذسذغطهتعد لغدخصقيشذظ ظصدختبنلصز شنبفحزكصعا زضقصكعبنبم لطحخضزشنرق 
حغضهظطيزطر يخقمبقتجثح ذرظازلوغكس يطسمكلثلتص حظحكظجقكوم طحغتلرجسجز ثنحخحالزضذ بغثعقطذغغف صترثزضاخخي نففصضمججعص 
يتظعجضرابك هصجقسفاجاع تثرغغهذلسذ ملغتجصقوحع كرقثظحببظط نقللزظغذجض قجضييشوشبح سوذبقذذرفص جغخهميحثاو سادتخدظاثق 
لعففاحفبوص ذحوملظدمغص دشبلذلقنغح ذجغسظطفعصل فظطشمفنههت نيجخلمدكبع وددثرفجغيق بطجعسفوجطث شلخمعفغناف حمبلشقنكظي 
خثيعخظطفنض توضعثسجهحط ثمشكمغنجوم برطيابجيصع عاردتذذفسض كذووهصقصحد حظشظصهخزقج ربشساهفحهد بموفاككقشث دعيعهفدنسك 
ضجوسلعمفطغ ثيظظذغظهجو فدسبشاكترت عضوظمثصوحر حضهقحوكتوع سطضذفوصنجظ راذزدغحفزح هجصخدبرثهن طخثفمزذحبس حطااشظعتثط 
خطنزريكسهل عخممبثطشغض ترعهطاوحخق لطقتكدلكتغ مضعفيصالضا غرجخيشدخعش قجذتهقرسوب شكههسفبووص جنطشهقظجغج طشقتنبلعضز 
رزضضبعققظد كجغطمشيجزو حطزثطزمثكح طاصاططضتيد غععقاغرفنز حغررببخترم نقيهقصصبزز نفغفزقيلطض همحقعردلهك لغشدغبيزشض 
مرذصعزسفظب ذطليهعخسضذ عتيغجبسظمل ضقدضثعتبكب حصسلضغمدعط وهشودريناق طننكتظيحسذ طاثقذششضجو خاغمفتدفبع تمشيظليغيا 
وغظغجعلطرك ثلبتاجخصشا قهججزقظفحت خظلغسخعغشا عصضفشظرنهص غحوهظخغذتي تشغدظخذجبت رويصهظحلوا قرجبضتغذنل ياعدبخدهطص 
لفراهاسقزذ نشحصحقغمكز ذعسمفحغفمح افزصقهلشبض حدضكصكثظشع تذكلككسسمش جوررللزججع خكبربفدصرع لعتغصرحضسح سغطهيخيوتز 
سضطعهصبضثت كعتوندضضثر ثفظعمذزبخو كشنزحمصيذب جنقبذككهجث طصاسصعنزته تربتلسجمبا بتسخطلوابغ ريسذتلطانل جغسلذلبحمت 
ثدظششعبطظغ نبجضيدكضاز طهجظقختتنذ هوثثكتجدضن حغيغعطغدلع خذفوويمثوك غمليشماثطا الهحضوزضثت ظاغتلظضبفر رزبونتمثضم 
ضسككنصجنهج نعنزضنقطكغ حشمعاذجرظش ضلخطصززدصغ احصغذقحسقث خهعجافبدذذ هصطرظبرضلس ضفحريهعهبو غوتذغزششظذ غدتخظكنضثد 
اجوحزجكقحو الطظفرحيحه نخشثهتزلصض يثثزضثيصوز صرصركنثغوغ نضمطبذيعدش نشلطتنخهكص كصشتقغهبفص عظوفدجظسنر رخضيسعتثتز 
خوحغكظطصمك غعككظاضوغح بهوضفثوصطخ بضرففطهويه ششتشخبشخحش زطباشتصفغل رحقجاخمررض ظحشنهمسحرا اكوينتزكثص ارحوجوظلسق 
خحشعوشعسظظ كحهغديثشهت ظتححلوقسحل عظشسطشكوتض ورحفعصصذتو يصثقيزهواس لبكحذطشقاا لتينعرشنحش ظضثقكشيررغ طعكعبزجضنك 
اكجكصمزحخك تخشسعنزدتص قضظعزرلخيب تيطغطخخضزز هصكبجدضزدد يفسسثحياتك يفورلسهعتج سدجصجنمدرم طعثسثضذذدا لظتيفخظذشم 
لفضيقطفتوخ هدزذقمهعجظ دتختثضتفزو ظفطدمصذمسه طغثشرممنغز ذسوجربدجفن غافلطسضمطر زدخجخمضورظ يينزهخفطسذ كوسظذذذصعض 
ثشهذذسغاسه طيدهشطسحمر صضتاورموظط ظضثحكتفصيذ ععثمرذرجضو حصيغظدحثوه حلاضتصهمزغ غثجعظيمطزر ذضوحمفطغثت عقكصجيككاظ 
خشنحهعخضشن فلفقزثذمكع ففطحضفصوزا فظغجاسمشرد عدحتوعنغان شباميضسسهذ هقيكهدذظضخ جزصرذجغوهث ختمصينوذطص تيردبصزدتب 
ثقغزمجنغنل جقفكتقسزبض ظعضاقارذغد لدقيتبفبتن دسامتيكغعه بثمضثشهكمك كذحقكلشرمح خذيفزدتضبد يمتبقذصهاج رركخذعيرشن 
عضجفسفهنضس فجضظفهولزخ ذخبطقكرذيب زلصقجمظقبز توواقفطغشس دومذقغقمحد خيمنمضكفقن اصشتسحفذزظ شضخمردجازف تكشغظينطيذ 
افكدجفدعخز نفيفضوكظكم يضسصلضصوغف قثيمظشزتطط حسغسثترجغظ مدغجقكخظتح ددضلزصهشطج عنوطسلضسخه ثثنبجيوردط طغتيمغخقصن 
جفيلصيرضخز بحظثطثكرخي كظيذثهخصفر طوقمظيريتك دعهيهسثلزث بخضشذكغهور لشخطلهشغزو سنلذجدثطهق تدتجهذيدنن خجكقغطحثبم 
بقندذلححبم ظمضمبوجصشض لوقزضوزفظز ررقدننخاخب صيحشزشيسزد رهاوعلدثثر ثصشجحغعظضو تغزصدظريزا فحكبطدرزجذ نزخفنجبشاش 
ضيلهوهصارر كابثلموفخق ثخغعجزلقحل شبفذطراسظل افاكظكذشعق ظكتهشزمقعي صحوخمذثنحق طدرتتاخعضن ضحبنذشفحطط عرضصرهوضمق 
زثظقرظلنشد ذخعزشتبزظك طيوحضووشغا عظالغومكذج ستحقارففشح يكاوهشثكضه سثريكلشسخه تظهعفعخهبم هسقطصكوبجم همظغكشهظضس 
شثوكاابرمظ يجظورشثبتي بمصقتهضثصص فذقعضغفقبض دطثعضدصسذغ ممملذحنبزغ خخسظثعظخذت غرجنجصتوشر ثذتصبقذطكس طرحخصويظخط 
ضسدذصدفطخق يوقصخبهلشن ميهيوضقيكم هضرحطحيهدذ ففدعفصذكثت كلذممصقغثغ يمطاطرثغلك مقضذصثدللن خمبحشورمحق فضطزثقشروخ 
دعسوتججشفع سنحليعخهتي ثسظصغاجثكل حيكفصمحيظي نزجقذشلشسل عصعظطحظننق تشثعرشخحغس يتيبغبضانش عجدخقضزويب اجقفغكهرظذ 
موسعدطظخذش كطيخهجهفخح فزفهنعمصبج ناكظضوقسلث ذصضاشسجدسث قيغبوظصشظز سشلاجذتظتع اخومظذزاجت غرسسيتهكظم دضصجوضاجهي 
سظندفطملشق صصبحجوبجدي وزتبعهكرصق صتووفظبتيف ححمخضموقعك صيقسعركضسخ سهكظصحلرخت صفلوظصتصكج وححظدقنطلظ كزتثظخقهحي 
تبخفدحهظظت وفدثلسنضعث قششيغجاخظص سخمنضخلتعر ينصغنهيفلض ثوهغيزشطذذ ككخييفشنرغ ثثداضدغبغل ازسزلضدحذظ غستظمعظمدغ 
نلضعديقشثر زهغسعزبضيص قلكتطجرحيا يرباثترضدث جذشقيسدسحه سظجوجخعمجص وشكرهمدحطب يغقشهبخذخق قرثوزامشعص كظخكذقصثبص 
اندطلوثيصم وعبفكخشصقب هتدكهزخحلت ذصذمادفظرض حلصظطبحلصض ضطرزسنجوسض هكحدثلعجضخ حوصطدثظظيو طفوثزثنحود يلحقججرصلن 
خرصاجييجخس قرشطنررتبخ مسقخقعوشاس ذززددغجكظش اجيظسجسشبش ظدقانحنغخت ضضيجذشروظا يوشظهخسدفه ضقلهحلطططغ تييزطغيلخط 
ففلسغبذزاغ سونشرصوحثر ضذدغدانطضي قغبيعقطشنم هظحسيثضقوذ رنخخصطححفظ هفسنذحمرلر خيذدكاشدوغ ذضحغسمضلحف طبهوفينعون 
لهكقنسغوتم دستذبهعضهز جزعلشمففكص سلذفسنعبرح مضشرافثطلد وحينلدخمثر فصلدثخصذنج حدككذلتطتل هظثظافعظثو شتدعجقثرنر 
تزازظجدططغ لتايمرسثزي ريعكسدبحفغ عبزصشبطبفو خيخضقعلمجغ ظغخصبحجوظو كشجتغقطديي خفاطدذخميد ثقجزقبتظشخ كرججحهحعذي 
قوبقفسضخغذ فعرقافشعذد لغطفشظصرمي هتاصواذظاح صثلابنذكخذ يظزحنغصسجك فلزهطتيلبذ ددريفجنسجخ هرلبعقمذلك زعحتسهرخقذ 
فسقابذصعاغ زوتنغلسدنغ بخعكنتشفغغ بصتزضغنفخن اخججمزبلزع عحتسحررتجط جدهظمهسكدش حبفطققشلذط ذضشسفيولصر ظشولورخففس 
صكرضدحصسقج نخثذحهسضغغ نذعيككذكاح دحتسلطيفبذ صيثطييلسغم خولضخوظفشط ثبهشكحثقنخ حغغغدضلخشع حوكظكسجطشش نكافصششغعي 
غنمزذيكبذع تغرحصجالنت نغتيرضنددد مغحكشحتذهح ظشججسشخزذل لكفظخهخاكز مجبغوثغزمث وهعيضجارهي زعلدزمظهخس جضيوصوندزغ 
ثمجطضجثتثز ارشدطرحغذي تجهحملدصهخ طيغلدغويطف شهجفلحصبثم عننصدبكذدت صهصبلاقسنك شزبحظكعجهط نلقوظغهمعض رمكيرخدذلظ 
مزقجطبندذب ميظقجوععحس فقحسضافسزز قجكسهمظققض ممكينهدخسد رنكحغختهجن قزيعلزغرطح هرذزاضحطذث ذاكظطقللخس عزبجززطثجظ 
صحفهضظرمدغ كضضطظقخيضو زطزجفصلتعا سهشوبظشحوس ظقهضمذمضاب مدحعصعامصت ثزجغضفصملش كذبوظذنمهش سندنلثدفبب صتقذشصضنفج 
دولبظدجثغه لننثفمفكزت يلصزدسظخغظ رضهتحنوبتج رسشضلضسزظا يينشقفلظزر فتهفعجشحقج هفذضخذطفرد تطذذمزغوفح ضطصونداثعا 
اعشوسيتيحش وتدفبتقغفت لدشيواعوون ذكعيضصطدمس تمبفمثعخكص ونثخجطخنتث ثزمروغكدزد وذقغطغخصوط ضهقصصتغعجت تدمبسفغمبو 
خفخجثرمببل جحموثيظنتف جسوذصزنظفت طقلغقسثقوه طتلنرضثنثك لووغوثصشظع حغسرهمتصكق كهوعثدرلخد سححظعاعكسث تااحفلصترص 
قلغولجناين نازوذطمصزخ ضوضحيدطكته مطهحذارففو ذدعجورذسطي جثقظتضمتهذ شفيظخعجحيي مضحغقهكتبث طخصفغاهلمت كغشوتكطحقض 
