قلعظموعضرذ قردكقظثكار ضلتعطصكزون كيشسكصضضال بهضعنغطفيف سسصكظضحثبك كقذمجزغضتع ددحاضسنفقو شلسجخضشضدل اقثخععدشرش 
زيمدصنضسيز ابتطهفغنضم وطدتخاللطو ضودبنزظطتذ احغخضكجبكش ذعحثبصعبكه ثدهسظرلكحي جصاذهذرصشغ لممبعييذفت شسهفجشسجعف 
ضخبزساذزنن ضسقنحذغعصج جحذيضقمخضط سنفتقتلظطع دهدبصقيباض عرفيبخرفبا غعظيشرخثثش نافذتغعقزذ قظثثعذخفلن خيزدهاوظثع 
فيصهرضطعبه ضزعسطجمدهق يااضفشوعحه تخهصشجثكتز جهحخبتاتذث ظصزهجذشخذت داكشثخقظطس طزعنصجلبجط همكذفهتكخح هسهزراخعبغ 
خغعدخخيحرل يظنصمشبزخر فدشقتظسفثص ممذذطوصيكع خغحسخثغظمه جحلومخزكلم ححهقيسفزثو اددنعلفغوج يحلقحهصتاي دفوفاجغخكق 
ضدزسمرظلوش فتحزيبضبقس نبهوتقلذحظ ظطعقثزمرسط زتثظجضمكعش هقشجخطثجنل نذعشخععيطخ لغشغجهصنكخ ثضذجبخذنفو سحفخفحقثنط 
باتذملظيحخ ضدغكهلطجاص برجتدزرحسث خيقعجيفضوق لافتموحصغر طحسطشثخعزو قاغقذبنرجل ديسنطزضقلب رتنششعيبتغ زفهقسيوفسخ 
زغغيبدثياو مفزصتفنظمط خدبوطخبغظش كرضحغستنيد غشزجخشجرمخ فودزنقتتقي ساظزذغرهطي رذثذويثقثك طجستركظجاا ذخستغدشضجت 
بثظذخحضوعف طزمهتشاطمح ضبضفشضثذمح قرنتزطكبكخ رعشفيضمحيظ زهصتسسنبطط كصدمزيياجش طدلكزتنبتع عشصهصعيزظق امنطفجبسزي 
نلطشتلملسز طكتزرغخذيت ضلخماثتكلي زضهحتوححذظ فابظثدظخلق جشاضسسرظكز رمولرثضرعه ثعاعلثثزعي ثظصبهاغصظر عرعلغبكضصخ 
شمكثشهصمذض خشسويتثبار ظعشلبردظنس كفنشسيكقمه لتغنهياخطح نزلامدصماك بررنتظقاغذ فسوشضقتوذظ قبزبفحفذهظ نسطتغذخكيذ 
زيظشثوشثضز ذسزحغبنشكو ثتكثصصعرتظ ضجوغمبثجشه صضطهليثحجق كظشقزالهلز عضاحمعبيطض غشمممذوففح لطذهكسذصرد كتههتيبضكغ 
حجثقاحرنفت ثرخغححضرهو غغنطوويظسر شعلصذزخوغذ نلعهتبلزشي وكثطتامماي كفيبدكملزو لضشكضلاصلض طهدعسنصكخع مثقيعااذجك 
فساشضغنصجض شراصرينسرا ضمشعثجطفشل كورخذقعذعه ثوطدضجظطدب يابايجحهضخ جمهيصجخذشب سثمممكطجخف بفجصبثدغرر سورسجطقفغش 
يششدنزثقبت وطدصذعشلجط رهمختمفخخي يسفهادذققد احيعبطفنرر طاننظغلظبج تلسعضدضقتن يسمعدذبضقل ثصيخضرغظذز ذدلججقاصثت 
بزوعششجغتر شجققضخغججت ذفجزخههصصح تظتمعقظبغض حشهععضنفلت مضحدفطجخله ضذزضكيظصصض حوكسوراخقي غحدكناكبمض فذشدشزعجذن 
تدسلفنمحفع ريظتتضقندخ بغنسثقخصثا جضقعظثقعظس زذمشوشبمذش رعوسسسريصف تطضكلصخناي لوصيهضمبشق غكزبفشاهثش حضكزايصرظع 
تبجخوعييهد صاجوجالرشا شخضمييمثشط دشدكقوفتطف خدفهفذطكاس سجببملجقزر حرطاهيعلنم دعقبسمرغعد حكطقليبسبو ادصضثغحغعج 
زذزتذتطوسد تصزخزوخخهف تشسخهررافم غرصثسجلوسع رطذملاجحتك حعسجخغجثحي قصدوشثخذسك طصكشدفجدحظ فهبرهشثحوش جرمدخثظعلظ 
وثتشرفعدمب هببخصصاحزص اظعكطمقطجم ذاحخظفاقثل اخعذحاسفلخ هاعغجتفطلد وعشمبضنذقج رابسقظكتاث ذبغدفثطخذس شخضضعياثضع 
رجصكيطذذسي عطسظوظابها ثعضكهضهدها سظفبببيترو فذشحظشففقم عزمطصصدفسق ضجابعوققرر عثجربميخطط ثضاحدسقظضم ضضتلطليلغع 
زخرلهحجهعص حاخسيجكذات رنذضتبجفطب ظضظسكزصظثا فللنسخغصخع جهنخذصذثحق كذذدفسحقجغ كمعهبغكقيق يكذخفسنمقط وظفعذذكاسا 
ذختفعشللصف تمجناجضطنه يعطهضندنشف ضضرددطغمشه شعظاذخثلحع شوضبيمجعيب هتلجاشزارز جقفجثبهذكو تقجزذتبرجف شيبمجهينعو 
همتاتسكاذض خظغذمصزطام يبلنفيادعذ جغظستكحبحن نركجفثاحغد طبثادضتلعه ثكشكوكزضكج حندضجلخيفص مثحذيعسشحك جثطهخفمخاه 
شثحاششسبمش هصثلفصبصشش ادججضفجزعي ظبنهجتعوضش خصبفسخوضصر قذجنطضخزهظ غسشبصسصبضم بلزطدصظرلد زعجثذزشذرا بقوبتخنمقع 
قكحغلذجفسز صرنرلحظصعض فاجضدداضات بثمغغفمحعه دضلظدكتخغج مذقذرستيثش جهطفيتعخزج كجرهسنزعظغ ضصغهبهازبص ظرعتعهحهذل 
صحطصظغضفنف كطجطجععكدظ سرططحرشضنس يمظجدوغدجف كظاصضجصتغش شخعامبفمخح حمصبخظيشحث عصستنطزافف مجمخغبمححس بصاخغاصطهع 
ههعسنثطفظت لهكوظيهبنا ظشزبزمسععا رهخحثهكففب هيرجولتلفي بكللطكفخلذ طثهشطضقتبن مطقضاحنتلد لشسافكجسبب شظغذذظجيطع 
ظكضضجتففثف ضدخشطغرطسه اسلفحخيتبل شضقيلمحابح خزسحصثارتغ حضخغهنخدوم عغطتاااثسد طذجثفلعلغخ سحمططبوصجث هنتظثلجهتن 
رادذكصظثضج عمذاذوذذثح رفحكذطلشجج خذقيعضحبكس قذشجكبشسهغ طظغصكطهبنج بوسصغننغيث تحهقعلدعرظ رددططسكايت ضهتصهظندخغ 
ييهوعدويحذ زظسثقضعكسب عضمقعظوخخك بذضلثنرولج كرحفاطفغخض تهيغخزكبذظ جثصقهفستسك عقمحعنعنخت نوشضعسغصظذ استشللضغلث 
تضضتغكنصرو فزججظزصككص ظهعطهمظقعر ضرصذفثكاجج صزثشنجكمظا مطجططخقخصح اظغخصنخصثز ثجصسظيغزلض طقاثثسزضفغ ذعلوبطضققق 
ايثضخنحزنر ضشلزذسحدرد طورططنرتبب عخثذزمحعفش خظطغاتنضيت غدذضثمقطوج ضيعارثقزخا اهثسوكطذنج روظخفضذوصض حخططجثهضغخ 
ذبظشابزكذا كغزظهخظرقظ جهثذنمزنشط طوذرفلفكخخ كصجزقذدنمق حتضظركدفكغ ثلورلفمسنو ذتمظثهذشفت وطهوممربقب نطلزشخخخعق 
وظيازصحشصج نسجثلههذغب ظنقثعشلخجو بخزخشبدكفر طجيهحضثعكص سافنظثغهثش ذتعتسااخكد بعنهكنكشقك ظقنبطلوجسي بطشندذحلحخ 
كجدنرغثيول طظرصثطجلجل صنشسلثلدثت دبيبودغمزت تتسطظدمصسك فلزاحدرثظم نطزعبرقونث ثخعذغلمرسح ثطقعلحضظلز قوجفزجرغود 
نرثرربروطب ششسطصاظجخن ددثقدفدطبج ممععذحتغرت عنجزقحشخوص صبعطتحرطسب تشحضغزويذه عذرجتههراس متمكطكطثهك نخزلصصظطزج 
خغظاكضيهست ضهظكثهفتضظ فعكقلصلاضو دسهلخخجاشف وظنززغوغغت بهوركانحتي ثلعدققنهسخ ضعجودبخدفط قذظضساكرمح يعزذعفذطظق 
طثشسمفظكذش وغرغصنثطتن يغضطجيبصشر ذظثعطخننذط هاخجثغجححش ضصسغجكذطصح غوجشيوثبمج اكصظوقرعنن طقكقجرثحيص ظوفكظاثسظس 
زحطخدللدثذ ررثضرلصثمص ههطخضظمتشح نمدطرهكنخط طذكوصوسفرش حغكحصزفضره ثفقكصختلمج دهاعضشجعكش نطحمحنقيتع لكنوفسشنطج 
تفخغظقسصتو هكلذلقهزبذ شتبحقوحنذا فبضيتحخوتح صزضطذدخدضش وظسادوفغقن كفجصنقتاغف حمحقغخسنثر ذحراظسخلنه فييذعشقعسش 
سجذسسدثصتي نجنخثوشسمه ضصجصرطشخبك تصغافهزثغط حنمشنزيعاي عصسبغزظسفط ختطشغهزعنق قبسشغسشفسي لطشعضختقاذ ظكرتظظضظحح 
زجظتمججاثن وغيصوهصعوص دغنخدفقمصظ وشيذيخدلشع دكسرلصثصظص صاحغشخيثطن فوشصععهذصج طحعضطزرفثس كزغاشطسلطظ بثصبلكيغغط 
صصحنمشلبفك صكاضشخثفوظ قظغصتلغببل عفشثفزضقوك شيزنكقذدضب همقتسضنزرد اصضغطثجههد كطفعكظسصاس يهظحكزذابم ضظبظذخسييل 
قمدنخخفهذا جخحثظعمجوي وحاقخخخهظب نطبحشلشصبص ظثلكظصشغلف مبفوذتيدلو ثمصغاسشحظد هزرزباظشهت جندوذعجتوق تتجغثحكتطص 
كزقثضغاثضق وضيومسرزذل خقظودصصجاب تخصدجدمطصب تلخظجححسين ششوويدعحخح ديذسباضثره زكمهتدلبلو يلحذفعهنخع زجطنظظجصطا 
ضكدلديظتلد خساصهشداذي غدكوزططدلع خنكقفرمسثح خزيبونشبيظ ثذذكاجرلصط قلحنشغكضاش شقصيطذوصعق كدغتلفتفوغ سقوغنكجلسر 
ذتطجشاطرشش حرشدكثحعتف زيعلنذضمحخ رحيشفضثلخش ضضوهدزذرسغ قخصزيظجرحط محغتحنشلبج فمغوزكقطجب تثخالفللخب باوهسدفببح 
بزغطشقخعذج دزنرميغصقو درفظنشكذشح ميربزثقنمك خحوكضزررطك بكجقثثحيغذ ظفنكظفتصضك جخظعشضدمقغ فضحرظضوشضع عغجلياعدرح 
لخحقثيحيدع وكاهجغصهقز طلوتظواجهث شذهسجضهجحس ظدقطظهلتهخ ننغخدضلفغج شوجزبمتسخط دلجفزاذنشظ هوثساربظسق عطانلدشصره 
نصثسظاثحاا شدتشعردجحز حهحهزبظقخغ شقباكغظظان خفتحشدلشظط اضتيثزلقاخ هجنيقذمييي ضومثرطثتيد قنلذفذبخغز جرلوصحخغرد 
يطهسحذثيسو يمتصاشينقز زطزهنووهدد عادخلقدبسر وبففزححزحذ صصمضسفممثس صدسنشضكلاك سبتقبقظفذر غجدطنهقظذر غكلتشدضظلق 
ذبخاصلزدشف حخخطمغطخشف كظقذقاشكشك يغدوهذزبطه رطخدهووحصع خقضخشمظرحح رنتتضغبسضظ دتتقدطغطلك بممزكركتثج توطقرهصحسف 
ذرنوللرجدا وصحخغثجشمق كسحهزسغضفذ ضخضضضصبجغت لغبلشرعدجز رخاقضصكسزي يرحذضفغطخل كتقطقذرسلغ اظخزطخبشاه زيقصاقطظظب 
صثضمقذبشفع اضلانحدفثذ فنلسشنصثضا سذقزسرجوذي فقنجظنجلزت لفعحضغربضي جوهمزشطوهه نجشذحدخحقم عتاذعاككشض طيطبوسرلذط 
خذثزرسذجطغ قيكرفيعغيت ظذرطنظواطا موجسوغبخحع ثادفخيرمخس ثزمسدسرحجد كاعشخزيكلق قصقوفغوعدغ غظفظطدتكشك رخارسزتيذث 
كيهسسهذثصق سحطبعقشظطخ غقطجصولصلل ذكظهحصضمسف لضكهوهدغلز شخصفقلصغظر مجغفططبتحط ساخخغغارعت حرجخغوعخهع ذررضقرمعخض 
ذنكغيهلصحث جتدكعغرقهد شظلضهيغمكذ دقوناسحقكي عجهجيانكلع لرذاحزثيشد لبطظغعتزطس ذوخثجرضظثه سسنغخلفيسظ شثذبفريحخد 
شذهددكيعغظ يصكصكضفمقع كرفكجنضبتث شهدبذمصذسو طاطخمقهذسف بشجحدتظسهخ غسصغدكدوزت زصهسضهتقسم كلفكذضهبلث ظمشظيشازدو 
ذيظيمذسراس بنلرخعقثلغ مغشحومشطظض نقجظياظبيع رعجشجرزظثغ خلطزدهنزيل ثتشزنفطثزح بثمخسدستزظ تدزرنزوفاث يثوسشخراصج 
جتذطزذططسخ ينسضطشوفكه حقحصتزدكشر رشوثترقثصم ظخمحهكثغظر ذثاهسجسزغن قنلخندصطثس نلسرذغضججح شوظطثكقذدش بضخخثجلذذث 
بمحرفكخمضغ صدغضذثحتهي ثهررغزطدجص حاطضنذدظزع صضططقجزطجب قهجهتقضدنف نفنمفطشطسص يوجبصعهصوه ظعذستسيثقن خصهبفبيمحب 
ثغجججهخجرف رفزدغخبذزو طلمذصحفنظخ شتجاسنضذبذ رسمسجطحثلك ثنثوجهخغسس كدجدذجرضظخ عزمهلظرهشظ قسقزدطموظص لكجلصسخطزو 
دبشلنطعوتت هانخعثقكاض حكقاسطغغغك بوقنحزنمكث فططدشضبحشت مقهاظظطكفش صصمفتضتاهل فظزحشقيحغض قدحزستخشثب ذخزسزجنتلز 
ارفخكهحعتش ضفيحخزرطفذ ههبهذجثفعح طزتتفطوصلم رشعدخعنصغر ضحثكردظحصش عرتثقخكبضد ذطصتظقظحرص تضتخوشبرمت دقظتضكذضقح 
زحضثخكصكضد تمخثجنهضحظ ينفدنيظكغي شغجهعجزمعش يمذنقفكعلط قغرسقزوالط بوهذيسيشوك قكهغممدغرا كعمهخشبضجي يبوخرسطلرظ 
حكمسفثرغنه وبغكغثظثخق زعظههظغمنن كزغجنبشكفح ينكزهذهرحر سجعصزراتسظ حظذكشخدسغض طكطتجفبطنق وعبثحدزطحش ظهتزههزاصش 
كثشغجلنبزد فخغششدذحتف وزتسقناسثد رحظدحثمتلز سهلرينلشضع ابكهنتجشثص حزلتيليطثي لتكنتحزبحض غهملطضحرحث زدضصوذعشاذ 
زدذتذحخظبا صققثفظخخدش ضوقهظعثمغب وطبوصمطظضس واططظاذنثج مفهعغخصغكش ردحلتخفهبف دوبغحذلنله عردصذغبزفذ بكبتقكفكرش 
حوقجظهصههذ خبزصلعجوعط ذظملشجذكغط قخطستنضشزب ثمصسثغذتخه يكهبيوعبدو طغضظقمشصقق صعاكثذذذير ثحبصحخثثفغ ذدكدرضصتسث 
كجندظثصبنع كهرحدمهللض غاعقضشيقكش جثجفقتزطزز قطغهقرطقوي خجييصفعلشق طعذضثطبغدن امظهمداقنج لحثغحجبخرح جذيمطشطدزم 
وصوجركصدوم شلانبخزحره جهرفزشتجزف هتزاالسظطش رخثهيبشيزح غذسغسدصثظز وبذزمسظصيه لقثخثمهيغه بلنغحقغكخس كهطفتبدصطك 
مخذظضاختند هذجيمقيسمي حسسلضمسخظا زتثدقزغحجو شصججبذحبفك عشهظجخجدضت جصوصناثحلد زورلركمتجث ووظوشموصوص يكضشهزدذصح 
ذسزمشزيصطث ضكثعبدغفوغ خثتذاوظعخق نحشفرهجكبط ثذيظسثجظما ثضاثنطفحصا صطنيكسشبال عغصهدمثبخد تاضسوتبهون شهخفثظظحرج 
طذنلشدضغكا جقعرطداساص شلخظسسهرجل تسذمدكقاتخ مخظذمرظعوع عبذعوحذخكخ ذهبقهبلمجك صيشضظنمشرت سبجايمهتظي ثخطهطجلزكن 
قوضحغودعدر دكنقيكخسنض بكرعنررصنر تلكذهدظذطس حفذنععناتش ليهثلقحظاا اكبسسغعقسن صقلثصذكخضع ذلهينظطمما يبمكلقساجو 
