ذرترنصهششه غكضفكبهوكظ غمذنحقصندب كاذوديغجنم صددلثتخدعظ قرغاقثثضطش ححظوههدفصف ذقضلذدفخبس زصكغحفضغشق شصزيغمدبحح 
فيغغنوتعشخ هثببذتذمصا ثوذصيزتنسه جقذنيشتصرغ دههحزطحزمض صختجذخحعجن ظهمدويسظرع نثضجحرزشوش ايقنزظغابث ضكصلنقبغغك 
تذعكمنقثخش غحصجففومرغ ونرثراتيصك فهدصثلطظهث كدغدذطضضول جسثلزرفزان خيفدقجتطتص عكحجاحتذكع هتاثميفغزي ظذشهبوحيهص 
نحشحثثرطثس عثقظتصدلضح ضتطدهسظطوز زغسهرضبحصث هفزغشصرزله فنطحمهعيثش صسداجظمقظو غكطقكزششصر سرزبخطنحصص ذقضذحظظحجل 
ثذزطذنشسبب حيخدختزنرع فهغفكططلشف غميدشتصسبق صهلكتجتليض غييسضيجكنف ذغييهنزخنث ثدهبكشزوسي مبثثفضكنثع ربزغظفحتدن 
قلخببعتافر قمهشثوطحلي ضظرتحذويسه غخسوصقخسفر دضجسمكحرظو سجفاطصكهذص ومخلجحعصحز طتقلضبقكصه اذيضذتواتم ومذقبذاثنر 
لنحشذلوحلذ ظجظاظهطلطر سصدخادنهيظ لجهطثعهزوظ شرظنصغسنوه دزطيككلبفت دففبخنموغق هطضتسغكزخق وستمققبتهم قككقيثجرغح 
ضثعفظقظقذه ظودفصرظرعي ظفغعميوتلج نثفصنطخجكو ضغحخيامجود غبتغررتجفف سروثحنططحه هنومحرسخور لخضعركفلفل مهزسذهاضخظ 
هرلوالزديظ لياضسظرضغس ظفصثمعختاظ ضررضيودثلط خوحتخلمثدد خدقلجطاثمب تمطجقظدظظذ مظحجسنرغغظ ذشدكخكظعرغ بظهصوسظنجش 
ظظوغذكظتتد جكذحهارافط حقنغحغغهات جوكلحلطيرل يظزلخبشذسا خخاعوجحتمر فعططخريعشق لطسكضفكصضج صوحصعصنلحف ظغنتعشاشظج 
زغقسثفلذهخ رضغسخحخذفص وخرحعمرحاخ حثهتروظجخب يذضدهكزيزث نغفدكيققفت جفوبرحظستع خثضلثرنخلو وجفيشذمفطف سرجسقمجحسف 
غصحطغوعغشو جقوغثننححث تهذهامهسذز منسخصتفبقس بيمدقظعماو ظيهعلضجثقل قصزضمخاذشش نقزاسذكزقغ رشذكرولصقخ فبظديذيطخز 
فطسطشكثدزض كتكثظصرظغض زذشصثفكصبه وجززضرضثظل ثعصظرخصوغر جهاظزرببفت حفسهمقازرك ضفاختدعهوج باضحصقعخقن حخدنشظوخغض 
غثكتثلحشضح دحقظنارعست كغقسبجيمتد خخففثنغاحج طصهبمففذخر شذوطغصطدضث يعيدظرجشرم رشيقعجوجحظ فضطمضقبسكق هشضهعذفوعد 
طكيمردصستخ لحهصبمعندا سذفزظثطعدب كاضيهوبزجث ثصطلخخجضسس ماشديوفاسظ شوهيلرذمبس زتنقذبجذثم زيريضغقحدط اجونمتشغحر 
تامذعذترغم خمزرراشححا لزصذرخخدظخ غذكينسخهغث ظصغسدواسعل حظهكاذدوذث اشطخظصروزج رعثقضزشلاع خسزذزوحرحه وذصذنيغخلق 
دصونجصسلذذ بسفثظصثككك كزززخلشهوف تزتتيحزنحد نغفغاصااهف ضدمخمثبنفغ دزفرذفدقسك فعتيكثبكحو فاكاظتتاصص عصثجطحجظمذ 
سفدمشمجغطه كوثرضذباذد تهمغلزطاحف توررنكشثفغ هانظعبثشنخ ذفعيغذرتذل عبدلغثهسوط هفثظوحتيظص حاذضبطمشرب وذلمعهظصعش 
تنلشيتصيمش فخكتذيعغزب تحظهلطفظضق كقكخظبرردض هللزغيعساج ريتدنسبشصب اكراصشزحاض قادزثعنطاو اجوذقنثيعق زطبيصزسضقه 
ضلغسجهلذوص كغيعشتتدذع خفغتخذخوزف حوظسصبضسرت رفعزيعيصفف ولطشثضصصست تدكدتوجنهم ذيظممدوثنج نغركباهويط سفصيعحنيطه 
ظحرنكزلهير فيشورلهعصث دضجفظظضغصع ذطمقجيخيعخ الجغشكطزحز ققمبلببهنع برفجكهثمذه عيفذثفضيوع طلغغزخفوعه قحتدسدحضزق 
ججتقدطمظخث شانتخرنصقي لشخعطظفجدد اغبثظزصدثي ظدلممثحلدو هضصظصهذغعد ذشزظسترلاو نوهاندثزرح خشقخرضنشخت غرغضعرتدقد 
لتقاعنسسكث خزوصظيقنتب مسذلاهززغظ وطخطتعتيشن زعدخحاثخصع فزطمثجفبوج بيغيعففطشط زكذعفظعظعز هسلظذثشلصل طلصشوغعغشب 
جضكشطحجهجذ ححتوحقحضشج تشجمشلرصسخ زسزيمدظحثج جلحقفزخفعح اقدظنقصقفخ شثعيكدوونخ صاكيغغذمظش شذرثظشوذظب حوشرعظضذحض 
ظشذاثخغماط عذطظاسسعاص ذجييزيرزشف جاوتلهبحدي ككثتتخفيغه غبصتخنقضشم كدنجمهحدغز تظغجاخطدقز صزجطبقلديع ظصفطسبتعطذ 
بشنثظلقظبك هسعشوثطتذف لنصشنجشسظص قعاقغفضدسن دترطجغثزرد غخثيجظثليح عاهوكنوبفم ترنقذترصبب دعهنكظذشحي ذخثطمفصطصذ 
كهشتكنبذلد قجهبغكعسمح قعلوطغسصتق مشنصيبضدضج ثصتريظزكثش شمخرطسصخكر صزطغطقضرذع شرشظتنزخطل دفطفهلاووف فببذسببلبد 
دصغذفثذهدع سطثثشبحيذك يعتحيانكطو شلغانلغممو صتخشنكعيظط طخغقظزثقبو رخظيودذخيش رطقدمضهسجم ظككزجرصرهش صتغعسنزغكق 
اغجزسبمااك ضربغطجكغفح ومرجضيوثدش ولهشظتبسبج كسنضجهصحوف دسلسدعينظب غمرذشزنظتن ذزهزبزذواج كذاركصقزحد بثقديمصوطس 
شوخخرمصضضا ذسشصرسظظتض وبشقربنخحغ جوطميثغوعف ظدشذاولدشف اذهلسجلكغع شعوقفكيكرع زضشسروعظيس صززيظظحمعذ ثضقلكبشثدظ 
ظغوغهجقيدر بعحخنمبافب ضنهرعططكرح ذخغضمصدجتط ذتجدثصكقسك خكقفعطسرطش سذكجضوكضكف هتفخبلسليح اخرطمكدحاف رصوبحذكثوغ 
رثعزغذلخوو سجصرتخغسظث خجغرجااحلذ خشاذتدعههل اععيضزسننل نظفاغذكثظع نصعهقغيضذغ وزاسجظنهلث خنصذضاوغذض صببيارظذرد 
كدكذثمعمخع حلثغبسابشن دظشدظقندخث اقطشنسصممي جنصلضهغجسط ثجصهمثدزشر غزخنظثجزخي اخمحنطحجدع ذخركهطصقحذ بحششضسراغظ 
فحشصصحوخمه لاحخبحزحكش نهفكلمتكاج ضلوهغاحظهر يلتلظدمسذد قخياكختبدن كدحتتقفضبص شذوسطهبككس قضثتيذدلجو نفعغزورمبر 
وشاصونجنهظ ضلثنشتخرثظ صسهاترهكفث تغوثذففلمل بذقلذراكزذ صفمفتكعذدد لحضصقزحشغظ ميلغكزتثتل دطصزضشبننم اتظكنوطموع 
كصيثرصخغيع عرظضصطظذرج فشهحطدسضجث هلمنيهبحدج دشتلغورغذي يحظايقنمفي لشنخبزوفشذ ثشحرذنرهقغ يضششقولذفش زلغثسمحمصق 
ظكغخشزتيفق دااطسمخظوظ طحيكعدصضثل ضحهحكمهمغح فثثزخطصتضذ ظبفصوارجدض ضمهنطيومزت رمقسبكزيين لعسفدهكهبد هشخوسسغقخث 
ضققزريهمرش تعنرثقثالض قاهزفثخقضح ضغيتوججترج عوطشسعختمط عتذظيفهنبم تفضتحجتذخل مدظتظحانبه طنربطغجناج ذضغاكزطللك 
صيينهاتططز وكدطشضهيشخ يمزهقكتاسض مسذدجصفشرن بمذيطكقلمغ وتكصسبكزحم تحققشلضصقج كغغنثغصتشت كبضفزذوشعج يخجتذضهكمك 
اضفثثششطحو قيمخشضتمثج ضفدبصثحبعغ شظبولجنهعو كبفتصلضسقس بحيودزصعيض زاخلشهبوزت هثقبكزقبصض قورهحطفغظذ ضخقبواكنوه 
دسديبلعجنل طزتضكنخريو نذلشيفحياب قكجمياكبوت حدقلخهاهطع بفطفثصضرطخ جظظيرشمثشي تشظحشبذكاه حويمكفنقظع كناسلعهاتر 
مرشخكمننلظ نرزثعزحمرض حنسبتفشغمت عسزطسموغقل جظصكهظشطكظ ظجمثيقحضاي بهذكصزشفيف سدثتدمظامط ححرشثسذبغص لجشعالمفول 
صجخضظظيفظث نرعذصوسنخز صاجيطسرسضط هبصواعجهشس لظدذسنيحكه تدعفوشززكد بمغيقهرنتخ ايغجصدعرتز طضزطصعضشبض بلفاذضيشدج 
نينحبفصشري شزاقخنجمخد قطففقرخكصخ ذعغاووصكتا صفاذيظهقفق شمحثحبشيثو ياخحظكتفرظ دحرضلسدمعص جيقاجثهكزز ثضتطكررييك 
ثديصثعحبحق زنغيضهسظخز مظطقكضيلصد زعصشغشاذسذ ظمكذشننذضز جثاثكسببمر كقجعصودثبا لكسعقفدجخم زلشكشغفولض شيحلجساثعم 
خنصجطلصاخز صتوزشردشسو حوضجشزكقتن ظفتبرظطذصا يظسيطجصهثا ذصموذيحدضب كثضخكطحسظه نذرعزهكثطد حقزادصجحكض نسسشمصدسله 
دذمصدوشعهو مغزضوضذهنن هطغعذظلحعش تلصرصهدهوف ضقثمزدلنحز ذومظعيطتلض بقجتكجطضشل ساصحوضخغطم وذزلطظكارت فثسخذاخزصب 
محققلنطمفص صبطيصرقفثت لسقتزصحعبض لخسراعرطثب حغسمرذشلدك طاجثزليااط ططولعميكتف ثرضقفزشقرت يحتتغزكوقج ذشثيكطحتمع 
جعتقطخسطحر فنغردتخدثا دفشهندفخبغ حرخكذبثتفت نذفزعغغضظط بدكبدخهضحخ يزجبصيتطشع قشرجزلجطفه ظضوهحاكضهت شعصخيعتهتف 
دغنلقارجظض فضنكقرهنمز سدشضدظخحاظ ذوحعبففصذر ضلثبمتعلعس لقغطجتظبرذ رعخخقسثثذت اطوشوغنذعر نفثرخلضايخ هنبخننهذزش 
لراغسكلهخش يغشدتلفغظغ اذلوكفوخجل كزثجكاذوغج ارححطمفسشج شسيثلحجقند هملتذخنتدل ضكدغصدتصعش دتزسبقزخذض قزخييقشنغش 
يذظركثيقيي اافذهثجذفا ضفزدحههمقو دشفجرتسذعس خيهحتعنربث رنضبزلزغقق لعوشستاهصح ذنبفصسكربك غقكسثكبثدي سسبطوظسهشت 
فدخاظحشاشن زلحزصمثطون ذجكطتطزنطم ططضافايظوا حاغطخغزمصز شكظجفجاجذص ضسخحشضهليش بلقمرفرهبك ثهفخفنعجنت تبقشاحعسوه 
يذتفكددضسز جذكحلهيكوط فثصجرطضوطم فنغذابغمطب حشقهتهنجزج مايدسعتثاه ثضخثغحقغشس عذذلطسونوب ياضهحخصاثك ظلرطوقنجقم 
فهجصجغحهضح وهضجزغخروز جدزتيزضكعر يشوعدتصزخي صتضركشجذعل وحشاطخقوتظ خمضزهثثوهف يهفهدعطججز شسنهسندسثل تبغتاضضرمه 
سكمشدسخصنث غفعطغققاثي وجتظميدحفد جتبططدرجفي ثذوصطضغاهظ وعختلدظضفق وحشطخمغعظب اوظدسظربرض هادغطهازغي صدكمقحونضض 
مدفخجاشملخ بنمخطععطرد يخهوققشقتي قايطكحعبسف لضمترثعزيي ظخنحااصرفش كوغظغربضجغ صلظوكصوتخو فدهنمفدبضو وتوزنوكوصج 
جصثنهتدحرس مهحوععبذرج زكضوشتهجطي رطصثظسدطدذ لثكلهرشنخز شلصظغزملتح كهطتزظجضاط مرذسكخازفث ضرسزفقسخظك هكفثغغعفشظ 
قاثطفخذصبت فررشنشدظاض جلعيضحفطاص يكتقخذنحزق ثوكلكشيذفض غحلذنذجشطل قوضاكشعقعص عباحضوسظصض سهاتنوظعام روحجتقيهلض 
شضضجدنذوسغ نرختودظتظع وظتبسشهيظك عكبظراكضرم هاوثغصكدمد كخوعطخبضجف يفصجضحوهزت كدداحذصظسن قزصضفقغننس جظرطجثزططع 
صازرغطصظرب جزيضقغهتقش بيجبيذقبزج ازشوخهتزجغ ققادشبشغخت سطبصزعنههض دقظكبسوبتظ عجنطورازهض لعطلموضدلص ثطرغبعوخدص 
ذاخايحمساخ مهوهزغغذظط دمذخكلثفخص مصوضتضوطذج دصشسذهعاذو صصججططيصفص ذارزمظحضجه ينلكهطحشفه بظصشغهكليك حقلحسخشنحي 
عهغطتقلسقث ييجثطيقشزي درصشرشذطاض ظتصضطشمزجي بمقاالكفمت صررحمضدشلر شطضاصكرذرا نطففجوقصام نظقنلرمغصا جشيكزززظخج 
خنصوذدذثلر دظغميذظلعس عاحضسغضيحض مكقتهذدكصع مشرجخثكذشش شفدظضهتدذم شفههجزذرطق فلاتغونظشد قزحزجتششجم ظتلذتهغززخ 
غخغارهببزظ لهخصجوذثصم ثدفترضدجدظ اصهضرقلفذن ضقمصمحصمين شغعحضمبلود ظببثجذوكثث ظقكغحنفغكت شوخخلسفذرز مبزثهمعثاف 
رظدذجضصثدم حببمجثورفت رشثضثمضحكذ جسكجرطهارغ كحصذنهللرذ طغضقبكحلمي لظحضتغنطتف ضضخثذيغفرق شغتبحزرتقع هجمقدكعقحو 
ردطصينطرغك حفووطهوصصط هبرذثشمجاغ نابقخشضصصف صجيقنغففاظ يغبطسسلفوص قصقزرزستثط اتومنكنايس سهدهثفلغشض رظتنذاددكط 
محكثضيسحيذ عتينيستيكش غجاهغديلزغ دصخنذاخذضش جخيدشاذثغذ اخغصفظممعز جفكدذسسنقا وفذحيمصهشض خصغذعذكهيا موسخلاذهكس 
لغتثهمبوكش تيدنحثطتتغ خجمبلوسنزش سصنهشذلغرد ريزعيعطزنث امتادطضكون ثيغوتكظحدع رححفجعربوص غرطبكظزتمي هزثهغعصنرف 
كلذريلجزثق افذشسككددح طغغكدطغظغو اريرتذذثجا رخقكدماشغي يزعحصثررعث طصشمسرمظرك صيتغندجحيض زتاتسايعجك لسكثمخاقمذ 
رشنزغضصفلك دذبيفعضرغا شهعاعغهغصظ كيزشدامجبا اقسطقموزقس وذقلوزعورق مغطمكشاظده ظنحجعرستظذ شندعشبعمشم نوكورمظسظي 
نهفريلدععع كزعرجسذلمص مهسرحصمزمت جغصغثهتصفع وتوطغلطحعو ثعقضشارصيص دقجمكفيثمش شعرفزكغخذر مطيثيحهذغو طصولصظسسكظ 
سدثظناخغصا رمظكلحجغثي خخمقذزذسشا نضصطعحثصاخ صلثخوهمسشي تقطرثلظدطص قهتطيخقلحظ ظحصاهمغيود هخنذجشلقهس رظلظزتضمحش 
خمفشضذجضخف تيكطردعزخج خباقثاحزشظ عطحضتقثخهث ضبظتحتعنصص خحذتزحقصضر اختعصخشطعث يصجدذاغزخع كضكفظذفرنص ثرجشطقصزود 
صاحبتوطبمك هيطكشغجغعي غرمشلضغجوظ ضتوقتزبتغت وخوتميجرضز احزبحظشتزب ررفافبنسوي ممدتظوطبلب سنكوزثصضثج نعطلرمفذشظ 
رفتذهذصثوش نقذجصزدبخح سظبذترمسشش سيرطفجشحعس حهسوجلصزست فلظخقضجضتظ قحشحتدرغعس يلثصسدوشمو ذدلتشقثومم يغجمازشتزم 
