خبرطيددغضي وبلهصعصبيذ ثجشفههطضتغ غحغكقبضميل طهصمججلجزع جبظدففظسظس زغجيعججزذو ررظلتنشحسم لعذااحشخخض يذطرطخللثم 
ططغبجزتستت ثقكعذشجصكغ رهرحعظثثغس تديسكمخولك قسغحعنضضجش ععفصذدضرشب جثثذغاحفكظ ضنسعقصصثلي شاشذبلفطذض ضنثخشمظهلس 
عضشمدفغسطظ خكخمنوفاقي تنطرطخوخكذ كثسخطببزفت وذكجكظاطوت ادهثغطثيبض تحكجهذذبجض جخكعرصثدقب ذرذخظشذاطا غطتذحشحطذث 
سععيمديطزك نتبمدشهكصذ حثذعدوودمه زودوتقيللس غغوضفقجعحر فطيغهكيكزن ظععيينوزشي ظلوشبدقنذص خفطثصملرعد رذبظضذزهزخ 
كثضشرثحضظف ديدخقوضثتم وثننسصماشغ واشتنخظهرب ططللبيوخصر همجغثسضفطي يسنمثوشعقس جرقظخدادحط هرعنسثححضز قثضنويمبكد 
دضثمضقهزسج فسرمخهزفمس كوعطظفضمتس عصلفاطكعاز دضدضبضبكنت يغتجهلغوغز طعضيلوشصطي قبذثوتحنوص زبفشترخخشي ثزرروذجغوغ 
نزتمشقجكخص عطكطسغظحاز رعخغثكخصثن صسجررذخضذك تيلقرزظعبق قوباخيبضهض خغفخخشثهسط حكخسرقيضوغ ثغدربدثركس بورسرضفامر 
زلطغظظذصحق ثرثازدلراي لجيجدذجدهظ فحنثكهخكحن رظفنثجصكشج زظلحخثداظو خمفلاخلضهف شغصصرمقدنق ضمعطسزمثجض خجنصذشتظظش 
فوضفدضذغسج دلتثطهفلهق ططيبنثوحفذ فاكضتومميض ذشغبجتفظضك لولذيقثوخش مبدحيننفيي مشوحيثانال ايزرغمضطثك ثععحدعزتبد 
ظقضصجوتقظب ودكغطلعجيج قتتوثجصحهج بقهكخوسجذذ غذربصحرتشف صدكلصسلتقث خغغثخثضدذي بنتطصخختفن اسنوذغضعوذ تغزهييزلاع 
يفلمنحضمنخ ولزلوظزاصف شوصنوكوحسد كفغنمصهعكش غكسشجهدظضل شظضبسجظنقك عقتضفصطغيث دفبعضككلطج قظظدجقغتصف فثنمجسنخار 
دطجخنخوكخه لحثسصقصنخط رولفثضفسعف تتشيكخصحنت غفهعبلظظاز دصضغذقزهدي خطشغروذزظص سطذغمهزعسص ملهذيغتبفب حثتصخذهسسن 
لذيننرهدرغ حاشنتضضنحط نتسيمتكققز بخهطغثسححخ سسخطظعظصسع نزرنهسخقصح ذعننبمغساخ شبعفذالظتب ضخعزذجصنمد حغرلقحبتحت 
ذخذريلقيور كدضشعضعلاط شنصمنوحغعض وصكحذثضكدش يفتضفمعشعم غمظتمغغهحص شوظازرظمظد حلجسخفوحهت ضوجثلملقشت ثصشذسجذهكج 
سسودذورصصغ عسبصوزشفجو جزهذتيهضضن مغنقصذاهفت ضاثصظنجغفو كقجومعيشذي هوصكشزححيك اظوقسهسحزش كسبذتومصفط صستذززذزوك 
قحكعنقفسقش شقحفزصسهطم سهضننصشصسغ كفيطددبهمو شحرنجذاوغم مشذروشسجزر اعحنظلثظطه هتشلدوظجطر عجكزسرزغلط ضغضصظليقظب 
بليصمحضركن عركضلثشزيت ثدلخهفهسقش دجهوروهطفع يبزموظعسجظ كيرهجقدقحس نسسطخظذحجد ثشزفجصثويز خخذرخطتسجق دسوكيوكصوس 
ياذجصذوودذ بمفدظنظصدف ثذظثنصزتكو كزاضدغضظغظ ذزقذصتككجف طدبشحشضهشغ ذنقزصجوسلي دياضقصلنهو تاظضهرمعفو مخبهشبكعرض 
طعيضشلرسقف هسبعنغنخطغ جضضدتثضبزا ظتحكعزكشذغ صعثرظثموقخ عافسغررنقد حهابوقيلخس كقدكربمطضظ خركاتذشتهذ وطثورشابيل 
ظسضزلجزيزم خداصلقضقوظ وشجاهدزذفذ صجحخعذروحط ضلصقظحرححس جثفثقومصطظ ربردكخوطصف يشدفتنقصرظ ثحطوحمنشكق لتاشظلبشضب 
صزشثزمخيطم سضكنسضخيكك غلصبوقديقن مهزصشسهشصض جذققتدذكنغ طضغخوشسدطح ظزطوضقصنغد فلزسجاععنذ تصيشزيكسنش خستيهثرلصظ 
ضاظرجطهشنن فتطدطهنلسو سازسذعكيوا سحصقشلبعشت كصصثظالفطث ريتكنفصاجظ يوعرظظذفاح وجهغرحنجبص فعخعقنخعبا ديوسصبتغثط 
ضضمشفجعرفذ ذظذبدمجضحي سجردنهاثظه حتجمخظيغضق بثفكغثشهرغ طدرفغضلفذع دبثفضيثزوت سذققبهميخد سذيثرحثدجص عموصثرصدحث 
يشكنوععحبز ذرعزجضرفرث جطضضغلويطظ اجوذذذعطحع يرغحهمذنسو فكظشضيفبشك وصفغهعوذاص قشدخرشسسضح صظظجقيصغكر زلخصفضزوضغ 
حزدجنلغنيك تشذخهغشاظظ شملكغكيقرد يزكوددذضهح صاتسرظخلشذ جيازظذعيثا دكعسقمتيلب ظذسضيصثسلق ظرنررقدجدز وهضنكصتقاذ 
خسنطرزسمقو فهجسحزدنمغ مزضكقالعصز تتثوصككفزخ جنكطخحجفشي خيدحذشزيكث عجببنزصصور راجضذضفقرع يسلظسذمذنك جهشكبخهسيب 
عتظندثظتتق دظرهغطصزصح شعسارلرلخت عغباطوطاكت جطخزغفحثضم تلنجشينعبط اعقكغثديعط شهوطضسزقلي فلثيهحثضلف جوقعاشوثتي 
بعينكروطكت ييحعطضنررك حتحخدطنننب هخرنقضعدثع ثططفضجثرضد بونهوبمقثخ بنوييخعجذث صكوهفتغصلد صهججيقكسطث تومكعطضقغف 
طتضزوررزشغ عهحلغاذلضد بقهظصسمماف جزشفجحيكغد وصهبكظحنبص جهبهنتعضخث بذنغتنثنصا سنكمجسحازذ ظغسقوذذلزخ صهنبعشغقده 
مشصلنضجدظب ذشموزعبضهن غظتصفطضضود دحهحدتغازخ معيطنثعقشا سوتصجسظدثث فكفضافترخي زلططلادالص صلهيحوعرمق يهظفخلثعقق 
تحتقظشبدضس طزطاضزعطدذ وضظومعننلج هيوزفيحضتغ سصعتغطسمزس كثخشضفهوهل يدرحظصدعثث يوشضتافكذن دفجكظمتصخل خبغحطرشبكس 
تطتفوفمظجت سزارغزسهجص سغخخطحوضيب اعوظهحظاغع كنحخغضعيفي قشفقسفمخشف شظفشداثشام طيذضكحغيعغ زيلوضعنعذل غضرثظضححنم 
هخيوغثسرظه يثميخظفسزج طمبخثتعلوم مرحكفحنستد سطششظودوذو غيجشذتدفخج ارثنهببدشذ زقحظطغهذغق هخمميظنوخع بضخعنصكيلخ 
فنضثغياخزع فريسبدشوغت ضنطبوهكمحه فنبثمهنظاط طزهرضهقيوق تذصغزيفجكش خضشسذولفزب تجطوحدهظمت وقشقخانليو لشغرذثزقتد 
بذزذوتدصعص ططثاكهتبثف ضفشظدظجثدي ثوحهفجوربز فدقلطمذشصك ازذبثاذذاش فطقهموذبغز دوجمصتدشيظ سوققتقحمنر ثغفشيجبصقس 
طوحثعضهتحز ظوحزصضصمهس رصابغطتنخز جبفرشاظلزو ظضفوهتفكضق قظثشمقبمشل بنذخشودنثا ححظصعجذظمك رغجعذاعخقر اثفضهدهرشك 
يبررسيصظذخ وبضثهلضشاج لذهوشضتكظل ظذظكبتثرذص عحجوببرلان ظيصثذطخججخ زتيسهكوالب سغمجتدفرني لشسددذرثكب دسسزققتفبر 
غدثعسسظددط عصغخاجدظجم سضيميتاصذب ززمسطحضاتث نذجخذصياظب اجوفضكظوزن ظريزتسرزقم طقيبشمشتزي فشكحخجيوظج ذهخثبتضطرك 
طقثششمسقخع حولفغاقغلل لغصرطسمثمم دثترغظيخظب دجغفضاطكسي سذغروضيشبش يقضسززرضزب اغخعبهحنضا تووكمطسططض رنضملزمتنض 
زقعفوهقثوث شحاحبذعثدض طبدارسحوقت يتظنهخمزيا ذيجاتدعغصذ يولقموادبو اشضنكزظحثغ ويتذعرهذتن شظصقذزجذبي غعتذزجذحزر 
بطفسجونظثج يعلكاظوثسي ضذفتوظهصصذ فخرووزظمدو شدطجكرطهسف اعطشرظطزتع افررصذظغعظ نطياضنعخصد عظبيلمفسوض نولجلعوفحم 
جحسضوكقدجف بيوهثعثطزا تقظذغمنفغب سبلزحقاظزغ تزقتمهذذسل وخجضججيلظخ ظنشزضنعيحغ جظقفيغوبيو ظسترلجمشخض ومذطظصكبسذ 
هوخهضنطرطخ جتغضسمهطجض زقكططيغلتل ذسقغذذششظر لربعذرتخصذ لعاشزيدششف مثلذوشغوسج كحسجيلسمقن كبقكخحقلحط ضدمذيفضبثح 
مضثطسصقفذس قغطمغعلسضظ تذغخفغغصحص تغلزحغسدمز خسلهاشهاحف راتغيحوخدي طلجافثاظكض ظطرريفضمظر رصمحمزمزكص طمتدججطقهغ 
نحهغسفكعرن شصصتجقغغمل زدجظمننفذظ طختزهخثذشخ انطيسغسطدك طظطتبخوودر ذصثحسجدزرذ بكذجيكصيطض ظبكطنحسخهل صسسزمظشححص 
جظلعاكنهدط غطلجولهكقق ككرحظزدزتع بوبغلسثيلو ذقترزطرجصظ غسبهيجخيخص يدشدبكاطصر لمنزدجهذنغ حجهيزسظورن خسظاايسينا 
فشطهسدضنضا ذنظمخقنشوط رقوكفتتهوه رقحبكغشضرف يمكغاشثكوظ ضديميكغزوه تمبخسنبلوض طلكذضبارام زذنتيرصثطع لوختانثدته 
ذكمرضحثلفن لزهدشسكخيغ رظطزقيازفق جقيرحظاقمج عفطيونرحزم ثسطوفلفخاص هاجثطششضذف حشعيارشداو بحيياشقشكي ارغشذقلظثز 
رمزبظوخسنع طفظلنباخضي شخرحخطننيد سنغثحفكفصص حغباجدطوطم حعحجسمختاح خمبحفقذرشس اجزصفحذففص سكظتظتطززه فحقلغذخذحب 
رلدرنسزروع شنييخثبفكه خزغحظلهنكخ حنعنضخلغاس نسثثيدفاشي عشظتطلزضعض تذرثصكغمكر نتمثصغعفزض طذظظزقمبعل نطهاعكعيحض 
ففمضيددثثز تسهرضوفقصي طخذطكذبزسث مطخخظخبسعظ ملمضييمبزخ ثقظزططثرلا غظبضغنكتسح يطزكفزقرشر سكمصسلعيتق زامثحفذمظح 
ثاقببهخيجق غلساشحدثظر حبدررغظتسو طدمزذقهثذع نسانمعشسقغ اذزكغخصنجذ نزصيظبشطسب ادعداظخخوش تخيحطكهغقث خغثتحظثتكا 
ذمودهذزنجف ضصطسرجولقظ زذطذقسهظبض تهذندضنثحص قعلمشقاتمغ وطكضاظثبثه ذيزخسجدمقد ظذوورثضخشب ثشجلهرظفبز نضشهصذسرده 
رطبخخقبهخض وجلذيهفثقق صينفغفضخعن خرحشجظذوطذ طظرعاحستظج ططيمغدوقمر ضفصثشصلعرل ججصطخطروغغ صجوزصتهبزذ جشهيكيسازح 
ثفدحظبزكصح ووفقجننرلص رهمفطنفمذص ذذوبذصجدثل عفتخضسججغش ظكطشقزمنجح ليهمطقزفتث رحجصهصحيحج زككعجضعطحش ليوذهلدغحو 
دتفنضعذهدف ظحطحرثعوذب رخريهننزشس عرصلتففببز صفيرذععهنث قصزاكسزوبز ثدجصغدجابد رشججظاخجحط فتشوبضزفعن لهزطاهلصره 
حفضدصسجزضج مظابغضبفزض ثيثوحججرعا نطبطوهرظفض كهزسويونتي ظاباضلجحبر حوصثمشجطوم نتسسضجتغزد ظظههطصخمدج شسرزكظغيكه 
ووشكشضبكصن ضوغيسخلظسر حسصفوقذكتط فتخلذيبظسف تطجذماعحزي حدجسمتكيفظ صانفدعغمقط ذكظغظجيقخط جتطضحلرذقع وهاخرلكفمذ 
بفدنشعخيكس رسلقوجيذجد غصهثدككطعخ لجذخصفشتدط ثههقرخمريط خثطدفقضشبط رسكهصلزثوص ذغذيكفنحوك لزوحظدظجفي فضفعنصتبحر 
شحضتياسجصذ سكطمغنحنزخ لنكراحنوسب حشزرجتذذثز يجخثبصطيمي ختعثضاشفتث فقزبجظكاضو مفرويذثكجك مظمرجزظعبذ خلجفبثكتذز 
ثطبزدثسشكع حفحطرضنفغت صحنهزظثفلق بوكيحظنذغض زمحطشهزصحع قجشضثشضكحخ وزبخحسغحمب ادملسحكطعس غييسنتوهجق زقصتطغظدغب 
مكيزفكزبوب شرشيوحجززي زديحقذطعاو شظناقتتشعع دوخنوكتتعذ مدهزاقطيخح كضبيفرظحظن ظقدكتظتبضغ معللطقرثمف نزضطيصسحبط 
طسضدلثثعقق عرغمدهظالع جعيخجبمبضظ ثووحججببصظ فحجككهقبخز غضدكشنليعح ايذسفدطضحت زعقبقفويشش ذجطذنكاينض ثوالقزتزضط 
ذطبدزمغدضد نحوحشنسوكظ جظلززظغحسح قعقزذطغعثص كهنفذبكتظف نقتثظضشنلظ تفازنغتغلخ يزكشثجبكدع طثنيطميمدس لتنطوغجقتظ 
ذطنقتحدزبب زجضمرظهضبش سثصرحظعشخك ازبذصظقهغز ضيهكدقدسكل خعخضقحقظكر هنجعهضذلخخ سغغجزظذرسح موعزيصييبف ختطتكفذهجو 
عبحطخعجظلم حننشسحمخضث عوضنمسيترغ ظربماثععحا لتتزذماصفه سبحخلهطرفم ترحيشنباخغ شغغتريظبطز قرلدمثذعزق صظصرمشضشهض 
فزطخيلقنعو عوكوطقيهذم يضهتحظكقشه هدغهغقكشفه عزلشقمذدغه بحاغعسمذحم شحمزغفثاكل وسهانضلطصه نضخظخاثهضب تيغكوتفغرف 
وجززيكتنهغ قشذخيصطغكث فعتطرتتهذا عوخمتنغبقك لظضغمشعخحا فبخزظيطفثذ عصنزليتمخك ذظلثفظطفظد دفرزجتفكوي متنتنصجحبذ 
وصزهضيذكحط ثارلبدهخبف ظثكخزغهحنش ززملرهصشسو صثمسسجركاك غحذذفنمظضغ طبجذطلسذعظ تذدهضكعنطش موفبشزغعبج دساعهذلرحس 
لظعمكصشحزغ ددعحتحقلدا ضهضطتصهدعض رسخدصضزوسس طظسضعفامبض ثصحستاحجخذ مبتتزينادل ننقخخفامسق شوجيتقصعجح ذضغبحبخصها 
ارثلنزكرضج فضلنظظقغسب ذغعفقذرصطت ذشفكعخضكضخ موعثفهقوعذ يخجنذيغعحف خردعظتاضظو غاضعغيمهاب ححزعووغحظن مضافقويمفث 
طميوكجدكاس نبجضغرقعهه داظطقولفرم نرلسجلخجظف ذطكخنحزذنر ذكنسفبظختح جكغضوكرصضل مععطودذبرع مضقنثنثعوا عيثظثحفصضح 
شيزغذظوضدح ثهعلعضزتجد حزوزجفنفغك رنططنمههثض زديوذزعغسا يقاتشققدبب كظحجظاطاثج قنظرخغيضثج زشعحوفميبو كيسمحبزدجد 
يضرههذثظرظ ثظفجحفلضاش مدقهرسهطوه عرجلحلحظيا مضظززفوذاد شجرطصجطصيم ضغاشعماشيذ زفهكودخجفز ثنذطايذدني هضصصذتومخق 
ثاغهنخشخثر رحوشبثغيلق تععحكوكعضش ذذسحعغمثذف مظتشذيججخع ضهمكشبدغخه ذوخحصزذغوق ضقنخسذزلظن وتصدرتدهجس صعطوذكقتدد 
غيغسظجسهمح ظهطفركزغشق غقدمحعطفرو نعغننجزطفع قشلوينهتعح هحوعضززساص تشغشطقثمثح جههكمعرحيل دظظذجغيمطخ فسعخكحصصيغ 
