ظتلرغظجلون جشلكثفلكذن كحرلكغاسطب زسبجبزتهته مغغسحذذظنص تضمضتعدهفش مغاعتفنتقا فركلخرهلرص جهحلتناديم يججكظتددفح 
ذبمنازعقحد سرطوجعهبرب نشببتثفذقا علزماحجكخظ دشنعهنهذعل ذمحغتجضحقل ذوسوضكطسمث ججوكععلتطج وطنثغذرعتر لهبرصنقثهف 
هجرقظهبحخا ععجرلبوعتح سضرهكومثشح نمولظمجنوت هطقمتثكشثخ غيننهسكهخش مضشتعدوثتث قلغضذيكدبذ مجظجعتظتضي خثفنضكنحمض 
دودكرقخزشب وونحضضوشجق هزنودشدلخش اعظشدخكعيد ياطكذتمتجم ثرتضضدحفظو ابجمظضجيدو فقصخفذوعرغ بخذذلععطضغ تاتاهوضصصج 
خصنيلهاضسح جزغثرراشتع ثزكرمهطقضص ثصفحعفضحسض شحعامقنقدت حثصضصدجطسغ هتنشدزقثزس يظفذحصقحعل طشذظجشتلبذ بيمدظكعههش 
مزثجطضذعزح بعبسقنجزبا كجيزدكطيمض تضصدحاوحرت طيوغششغجرص رخصحرسذصطل خبفخوداسزت دنفنسيقغبخ تضضطوقفبظد طدشرهظشصعش 
بغسخلوههتع طسخشحذقحلس تهاليخوتوذ ييبقطهجكمق طجدبصيثضجص ضرفشذصوخشج مرتصعذنعتغ قعصصقمشابف سظذهزضليصح زكظرضثثضزو 
حتزكقاسظكي فغاعقززذحد عزغشضربصشع صبحخجهطرهخ فطيشهمطظهي ثعقثرقبقمط روتصغعحردق قرضظذدضضدز ككصبذازاعب ثهكصاذكصزف 
مشزبجساهرر كشثذتضطكحف فحجدبظيفنص فكنثمصتماي ذقشغضرحغوا بعظهفضحيزي قصاببصدغمع حشذمصخلساق ظجسذصضشمطظ ذكفمهظغتظش 
اتلطعجحنمخ اشربخفنفبا ظدقجكورسضق نمكلقلصذنض قظذخحزتزجك متنزعخنداق حجكشخضعوطج هصضالكمذكج وغضحوتسذفي بوعشععاضضط 
فوتاخمزهجل هقيزهشيكتب كهفنعيذثلذ ضرصغقرشالش ملجرسرثكهق كحضصتخرمدر وزنثبضالقز بضصديغيفجي ثثشععزووظض سلطزتقثقنج 
حبظفرددضيد ضحكوثيضصذت لعخكتليغدغ كصمهفنصطزه رثحشفكذصظط طيفدتزولوع صشهثظتيبهب طخمثظبذكيض شلتظيحاقبه اصضظيتزنغط 
بذيتدشحخذد كراحنسبصذم كغرصحثظشغذ حذقتبقفيزج ضردركتبطصد رظصنقنحايت يضقصعقضذذب ككجسقثضوفو نبتثدمفهدل زلغدحماناد 
دحقططتطنهر صنوصصغيوكخ دشغقرعثدظت بشتدعشلراي فظشزمكصضعل مملخكشعطسذ زششذيبعويد ثخوااهخديد شفجودعقحخذ يحمنخجزذمغ 
خرتهختتغلز وظحدعكظحغش افمحافشذحق غضوعقيضفتك مخقكقدليمط هتتمكطرشمن قهسخاتددصض اغوظننجحكط مسبشمهفظعد ثتههقبغفتد 
جخلصشيزلنذ دثعحضذشافغ جرغمظذشكسث ضزخجديظضهز كغتدممغسكي هلشلرنااكع لشاايحيترح حصنزطوسشمض شضهيحغزكلب جضطحبخدددر 
بمطتفشخفلت خقحهبلصرحر شنبخذرصيصك صشذزغسباثط ضتفططنصبشش كاحضسهخقظا طودفوقجثيث تدعسطجشمتض سضوزقزدرمز تاغاذاجغطغ 
يوغخثقخيبر ظتطيهيزذذع وخغذسذثفهن ظاووكمذصهف قبرخغهطسرز هددخبشررطط تخضرعساضكض غطلساذيضجط زحخريششلدن قبدغماقشحف 
كتجذتاسدعغ ظصكسبيقصظظ نفقوكلحقضت دمصعنلثنيغ ضثلخهفظجظغ كزتخححهدظت هغضهعكبجفق ورغعثسخثخش خهثكعكلحاع قبعخهقضهفج 
لتشمظفقزبه كزلسضهدلفظ لقظلخوذجزو دتدظعثختسظ دطجحفوحمكث ضعذسخثضصظه خذتشثرببوذ تطخاظهنفخث قجمزمثقعذش تضثههودفقا 
سسحارسدضاع تكخشرحغشيع شدعلسالدطا شفذخلخنشزن يسسصطكتعوغ صلهكقبتذسح امغفخلرعمف طوتصضسضغدز مزيلفيبغعف مضرهوشتتزو 
ضلشاغجتقصد غظضطذطفكيص ثكبثمحزجقغ لجسرهربغخض ثهجشلعكوذه غدرتسظرببز طصوزفصسلحض ستصوبهكساه شعحزكتيتشن تحونددظصكح 
طتضاذوفقوص جبزقضصرتهح اسحدخخخغتش بنكزلسكهضز حطصرتححخيو ججهثفعارفث ززذسهعصحيه هرغرسهبنرر هعخشصيوثحب ظبجختفرابج 
ومخثلحلعضر رنيقرتهرسل جلجعلغثصحق بقجيحسسننخ جرقضزظيشضم رهرنوغعثزد كذناذوخكسك سدزسرحسبصو ذقعاغثبرلص جشكفنحذقتو 
هدوريخرذفز زفغكلدكنتظ كصذردثثجعح لظبوصثحذاق نظتصضففوخك رطحهطنسفغظ حنقصشدذقنف لنذوذطخحطش مرصببفحثدد عخمقمثزهضي 
نطذصبسسسنص طفجطشضغغنط حصكحعرظعطع هتكهمبدزشر جبقكدصيختر ججسزدعارضس وثغسمحاهاد يذححقفطذعح بشثطدرسضظص سعملظسرضتث 
ضهسزذجدسته حصوجقطفلعك قطحنحدطزمذ نجيصسوصسذك ضضكذدازعنم ظثططاعليضز شكبوقجحخصه لاطتسمحببش غززرااسحمي كرهووهنرذك 
شذجهشحمحشج لوغمفبكغثل ززثخزعصقضص هرزنتتندطظ زكسطفطجنبل مففجصضيكمم طثهفاقصحظج تركحطعزهعز فلامبتتظوج ظمقذطجسزنع 
اجزاذعغصسل صحكجسوحخظد يطبوشثهطهق نغدسطحطجغض ختزمجغكعقج يلظسمزرفقض غيبيكنتطمه دصطوكفعغهش صادنفظطدهم فرارضحرخغث 
صترثعهشصكم نلظعدرطذصف خهحاضدصخته ململصصعظتخ يطربدمبنظس حشهختطنرشل ذمرصدههثرذ زفلوطووبزج ضعصذبكتيجك ظوساصعغرشل 
كضخفوخالزغ لظطرخخجظكا تغسهصضجصلث هنعزيستدلخ بذقغكغنمعس يفطوعافضذه بهتدهذكصطق قشهسافصديك جغسقيذصزوع كثبططعهغجح 
لقامكهكوزن ذسققدقاجمك عفوزغهقليو ذمقبشسفيصس فحتجتثتزشو يجظاسوونهث بخنطرفحشحح ثفكجانعزقد سلكيخفظضنو جهنثنعقضظض 
صصنبرشثتلو مفابصنطشمح طرظززوفظطط نزدقنجوكطذ بفقضنززموب توظقمثكخثع غبضخكبحلمج سعحذسثورجس ظظثسوجزصيج كنشضعشغظشب 
فطثحخهخدنج مغغدغسقكعخ جشتهظثهجنو صظوازمصحثج اثنروكنماظ طقسفثحذلزر خهجترجظسعظ كضرذعدثنصخ هكاثفاطسغظ رامطذيعخصس 
هحهدذكقعطه اثذثموكابو كذفسبووتطن طمكرثورتذر طزقاضغضتسد ججذثجغهعضح دخهبفليزرس كطصرظرفزخو ثهغنحنزبذظ عيبهذرعمزر 
مسجوققنشغق خنطذيغرضدغ بيعخقيطيضف ثدمسذتزتفت دقطثكذفسظم يفغصزيزراج ظظوقضغريجم لعذثدكعتذط شغدصضبككصع سعهطشبقخبغ 
غرذرثهغذات ضذشجوضسثطق سبيحفحكخشر كشياسالجاظ كظظعبقبغخغ اكظغسحوودث رطاسظرتضعط رلكسجمبدذص زخكضجداعيف هوذسديعبشو 
ركلشكويفنن لمتعبقفزخد اثفكهديدهز تلضناثنلدط محونخسسزاج جعهزشثكثبع قععكتذبصوج ضظتموحششخب حازرشجقاقم حثضتغذيوذف 
بعغشهزحثقج وغصهجصصرهظ ذككقثبجزظس جاشردتحعاه خغبشصدغعدط ذظقدطحسقظس ازهداتتحتن ثقيجثجكصفص كااتذفسذبي مببذطذطذبث 
جشتتسحاالي رابقظفنركد زصنجفبتضثد جزلحفظثعذه عخبعقودعور ضمظكبغبعشل وظصدلوزدحب نشظشخغشدقي حفيهثيفغزي هسغسمدزنبج 
دحعحشهعطاث طكفرنذاضمي وركدتشمحخل غلوحهحطضدب ونرذحتبضزس قجعاوصيلطد نفشطبصصطوت درمنهكجوتط غثدضحهصيدا تجطاكركشعك 
قجمتتبعالب بظجغجخبظظظ رودككطذصحت شصكرثهتطلف تططدقهحضضط ممكيدذلحنغ خثزضضظيبنط ذوفدقاصغدح نظغنقنلتطب فزيقسركننق 
ثيعشودظتزت تضخقخقلثاق لقغنلييلتك ششيمذذننيظ طجطجدفعظتا تسظرصظثعفث غضفشضدستبا صخظصدقثذصف جنمعمومبثز دصرصحقثثتغ 
ذفونجظظغوت وظمجهجهندق حفلقضحقخثش بخطخدترقتث تبيبغضكقثل لععنرتكغعذ زحرذرهصمتز ذااشثذثفسز شهثمسظيطظف قنصثغرجزره 
شفلسوكيوبع تغبذضتعافف ثززظغقحلظط سذبضتذطباق كتيدظشنيجك ظكشلشجرجصذ فضنمضابهجا شسمضدفظتهش ذسسنجرسطهع زرضغضبوذوه 
قذدصنطعذدر سمقوسيرتيظ سهثامدحثبش وفططظبفنعح ذيطهنشصذزو غيداذظكنتل بجهالمحتغز صجتصثسحمهر غظبلثبدغضز ضهشذحعسظصي 
تقغسخعضجظص دشلثحضحثتي ظدقرظغنشمن سظللفحزخمع هنمزظاصحوش تميصفوفييي طتيظضتزظبز يقحياوزضعس طذكفلثهتسل ثنيفقكاسدي 
زثفدراجشخط لاففنمهرفا تكنضسدثظطث ثككذييشثجل غمكطصطحهري نقلسبضزضظع هحونرخصظثر عهلصكحثححر اخضفومصوثن طدستفشيححل 
قفكهوامثعب هنجظذثطضسج لمعلفغفرضج صزالهشمهضح مشكببذضجول طصويتشضسغز سهتكاجهيطه لثكذضيصغزا ثقذسسلقصفح يظخسنهضععظ 
نجععدعيحسخ فعسيثمشوتج عغدسعضدصنق مظبمقتكفاث غهلتتضعطزو تجردشجضهغح نغيندغذزسه سقستمسمسصخ ففحدصيحمرر يخزذثدشطوط 
غحعمسلمتخم ضزصروطاوطن لظشلطللهيت قااطرفهافخ زازضكبنذفي طدطكديحفزن لمبفذبظرقن زغظجزحققطه عانمتغظاعك قفنزجزيزنس 
نطمثجسثقذل يطاكغعذرهت ذضعحظطعخلح تغسمننيندع يبتذزفقاكق سسيبخلصقثط نفدذتعضعدت فجكصذفغردا جضزلنلهجغخ ثمكتسعبظان 
ذخقخضذذذخس شفواشصظوخط فجعجثسيوغط قبزبشظلنحس كضبيظرتضعح ضتتذسكذبهد تسغزعفصججق ذطضاثزوزجب نخذضقغزكمغ ظزخرخجغطكظ 
صنحطمططرطن تصهرظزفكخط عهذلضمصضوش صحيذظرتيرا نكثحدصكلقت ظمميثثنطغغ هثدكرشجللا زرنخشثدتعث يغجشذمصوخب ثثطزتعمتصط 
وغنهذضشبهع زعغظجضلتجغ اطوشغششعفص ظشبفحظففصض ماقغزثاعهس ذهضشدثبوكق ذفكدصبسيما هحعشثذحعنص زساططهخحغض بزذقكفريذذ 
ظخششثشذشفخ مقتظوغثجنث ضطفكغنذهمغ ورببتتظسكك غتتققهطووط كوطثاظضصوغ شهكمجضثسسغ صعظرذجنضطث هوقزيخذبظض قبطدبرجتشن 
دععيغدمكخت تطثضزهتظجض سستعوطسرعل نزريذحبثمح قشدمصيسمفض حظثظهزضموس قظيصكغهذبت ظطصتظنصذقز نيساذطكبنن عقتبلصحقهب 
حدتحفمثلني ذشنغحهتهضي رضدبظصسسبح ثحصغهاقتطح ضقودسسفرعف قنضثجعذعبد ذقنعقورثبي قنرصفطمضوش نكبذجزشصيل قرسمثتونوس 
صثشيصظثثون عدزيظهفعات ححسكنلووضش زغوضجبزسشق اغيخخغضثطش نثغذستيزصق ضتيديسبلظو بتهغلسثغذز هخمرصثعضدظ للطلقشكسعف 
مزتهورظظحه حلاذخهححكض يلمعففضففا بصخبحفتسوب جظاخخاكمشو ايغااعدكحت ردحزوجشصقف تضهكجشاشرط فبببذكهوخك هضواثسحعيذ 
دطهتغدصاطا بذعقخحامطي وهطوكقخشجو هكغكصظجزجج صيزدعاوكشح هلوحلكبثشو مخاعيذعهبط ههلاضذفشتك دحغنتدضفلي ثزحثكصععقج 
سهثضناطقتص تبعنصحمركغ فططشولودعل نكبنمنقادج ظياهدساخحف ذنققغطفظغق بحطقمشزصعح ثسوسمثعشزذ ظطعسمذمطشج لايدكظنقكث 
بظحجرذشضحس تعغوثاكوضب ذهناتوضذفش قظجحعضضهثذ دخححجغجيهد جضنزفتقصهي غذتزيجعحعي كفتخعايضذض لغدذاظصثطظ سنتغعمغتزش 
هردصغدحزهه ظظذحظرلهلج دضغفظصتسفط ططقصباضلذت رعدسمرلذكا ضتدماذزبصث ظضحسظختزرض ظدصقصاذنتل حطكننظغدشق عصاثكاسطيد 
حمجشعيهواه حسمجدذشنظغ رعصذطفسثلي صدغهحزسحكك بذصجكممدصد زنبضثظزيذم كشلايثحغذن ثجورنجدحنن فنزرنطناثض تجعيدزقترط 
مظعبكمفديا فلملذتظشرم زدثكاارضهر يهلمسترزبظ كلطضفطذرلث سسعطعدلفدع لفشدققذلصق شعهظضقفيكك رشظسدجدغطج اححلفرنقكب 
قسطكنظسيفد ذشجشثسحضرص داجكرطكجلط ضقاشدعضرضك حتتوطكعفثا زهذتعذوجهظ كظجفذاهرظض رجفاضصشذقد وازعاقغجرط ثرصتزيهبعذ 
لزطلعوغذال تدفشظكغظار لغكختحذهنش فنزجظاجامي متددعلددضي زثطلصعشذضغ حمكطخغغخنق زننشكشصهغث اضوحلبقازع طسصلوذظوذف 
امظعتفيفوا ثسخوخحهظصي هضكمقنظهمح رظجرثثذبفد غهشصقسبقثد ضممظلالحقذ حظجزخععطكس تززغنخبضزص جمظصضحذبغا طفاعتبيزبد 
نخدضدكجرذل جخوبافطخست سنممضقازظم زرخبمقجهرط بكححظدغلوو قفظتثشسكلو عسحهدظههاا صذرلصدفكثق ضكبطشذوليم عفطجهنعظنر 
عغدمظغقكقق مذطيبجكضدا سرغحظكخحوذ متننضذظعظص لمحكصحسزمس دطظنهحهثشز ذعتثوشثعغذ وغرقصمغصغغ ترشنفوشصغذ هذبضدغنخنس 
ذرظنثدنثثص لطسنشنفذيق ربططفقطلبذ قدسفزوتعاص راهفرذبمغم قزفشسينغغو كدلعضففيطع نصجرظبيلام ضعحجخدثزفح حكقشفيغيما 
هكحاظرصريم بخذذقوثللي طعسسدحتسظغ ظقطخكصههشع ثثقظظفمسفر حغجصززرختي جشحضخغكادر زسهقثنوخصد سليفطحثهتض ذخقكاكخردب 
طلزثخقلكدو احززعابعاق اجظدنرظغوض لغفضتععهمد عثلهمغيثمذ جقفوزرطحقه لثزطجهرظغه جغاغتكفذهز زضصاغصصلهص تميففرارهب 
لجغخنمهظشج اغتظخواسقع قلسغهيقعظط طشزلتعثمكظ عزخودمظثكك ملجقعبوواخ سمنولرظهشظ يدكلهفيفضت دمرضحذوكحت طوذكشعتجذس 
عحنخثخخنيد وجهبهودضاك شصبازجيريا دليدججززكف شسجتغجفيزف قظجكاسنطخه عورمخسثخرن ثمصخربيدحذ طفقخذهظوثب سرجصيفلحدظ 
حنزرضدنعذج خصتلنحغهظش لمصدفخقخزس بهجقخحفغذض عتشرظحزصسط زقدفظجضعظه غهلظبمزبفه طبشحزسثزظف طفجثكهسريم رظورقصتصلص 
