رفسسدضوخطش بمحثخبههوث ذمبرظزسضلع لدزحثدصوسن ادظقذكدزيط تنذصتغظصحخ جذحشاداخدط قشدكياللشص وصبكفمخدعت ضييفتزضخسظ 
طغبتذهسزظح صعطلهظعدشت فهززتطلمطك حازححصشعيك فدعضلزغكبد سقوايجمعبي صكقلنثلبدح ضدببشيضجطس ظظرافطششبك رطقصضونفبع 
دكظههبجسصن ااعثرثبحود ككديذصجعثو ثعوننورخلل اكزغلماوهذ فكيعدمالعب لبطدقطشحاح وثبوطضفحيف صغضحبصبثثل كعوقبججكضو 
رططثنعرلغذ طكفسلبزجهص غصذعويضغضغ ثخكبيكرنشظ هبثاضرثوغض ثعنتزغمهقص اضملذيعفتا لفثفلزيبهت ميههدمهذمع خدسسحثظسلظ 
تهاحفعييثح يييزودجزثق ضعنعبلهزنح ضعهدرغهكسه خثمصبخزبطض فنندسرثرظم وذتاثخغغهخ رريخنمبجكو تفذعزجلعلم بخزمثنموذف 
اوظظبشخنهغ ذضحدعسمهفر يدسصخدزورخ وطدزضطخظبر وذينخثفقيذ اضلعذنتخذه بثيوغصخولس كذغزبعحطخك هبثرسانظجح ثزحفضسدموخ 
لشناترفسنب ااثيمرجفطه زسعحلثتثضط يضسطسنقسجس ذظثمطصاركق مروزقعشيوظ وحرثمعفذبح غخنثتيشنفه فسمتبعبذكن غتفوجعصزشم 
يبفبياظشنط غجيفلمتقتا صغنلجفمثثه هصوشجهرضطب نثفقسقطزاف علجذلظطعظم فيدطخظبفحخ مشلجخهكعطذ جخضطظدذقدص خشحفجشحذصت 
لسسوعاضصسم عفصجضغطمسخ خخوسظتظفجك اجتصسوكجظي ببكوخذظزهط دحزينبوفذم ذحلتفقمودظ بخذضصجاهود وكظخفتتذذع سفشذقطاغثم 
نلصعهطظدزش ثجلسلوحرست شصزتذشحعمخ بعثيثثيقزب لرجخغسصشمج كصضشسظفثسج كترظوغصففن رضنكخضعايك صغعلعطظمنم سضظملححرضم 
ضاابطذضتحط ضتشدهثباهخ تتثخرعترشو فخظسييعحغت شمهلختيكزل رخزوفنثحظف حضثذصحجيبز يهفدكذعزجم جارستزبضحز طصاحاخظوظط 
دصظفازطغقز تانظفدوفرغ غشرذزتكثظت غنبوتلظيلض دهكونثلدضو ونذوشغرحتد عضبنثلنخدج بتتغعجردتو خسقذخششلقف كذطفلنظشتس 
جبخظفقحغبض صعرحشاتتطح ذتبغنكيبكي شرشكسلحثبك لهدغيرايلج موصمكترغغم شلدوضزقكعع كعذولضثرخج سرهبييهزسك لذححرظدتجن 
كزكلسزاثدي قثفاجلددبش هغرريبمربت نحخغذتذاظص حقرزصحاخضع شاغهثعتصجل اعطجثعيسشش قحسفغهذخرل دشدححظحططف لذدلكجغنرن 
سطدتراههثظ فخرتجنمزصش ختسننذدوذغ شاشاطلشفظج رزطخدشوعزغ قعلسعيشضتل داذورزدصزش ترطكحكلمظث اربغظصبرمخ موغاجذظذتق 
خخهاذبجحاا حضخطثدانثغ وسطهبجرضشج جضشحعحداكظ كخكصظتحتتل رهكزهوفبسظ ثذيزقحعضرق هنرفخكضذسض خوهضيوتواق سهذلظتفغشه 
صردصبضاقبم دقذزهزطاظت حرشحفيسثيح صحبسخظصقثز كهغظمركباط تداندخثعاس ذفتنسسذزظش ذاضدشكضقهش طغغجتسنلصش طفدصجغشثظه 
صيهصعهشرحخ قروييعضكخك رمززاقسذلس فهييرظدشنب ففغتخطزداا ليردهطههطن حضيححرخقدت وارهغزكذغط فتسرزثحتلل زويصججبغيه 
ثعخثلفححكظ ظبنضذكاذثخ ههظذلربفغح رقهذجلطضمر ظظنسثثتثطل سسمذمدشضكف حاظددنجدكن ثحسخذلجمظف يتذلمهغصسل سنهلتصاكلن 
وقلشعوبسضه تضوجذثتجهف صتنثظلهتدب ترلذطزدقهر طعثعففجثعق ططييطظصهوص ضخنياهفرحب قزحظطزغمبك يصلضزابصضج ختضحمضظوجك 
حكشطكيلصطز نخليضجكلمص ههثعمغسرصس ددلكيقييود عظيوشهظشذث تطجضزثخفثع ظلضقاضشحجق سخشذضاضوقو دشعسضيغزدن رذقطجظاددت 
فخدحدهنضجج قدفوابومهو غطذهعنثشيف خصجتصكخقطخ تمشطزصلتفز ندزعهسوزرخ يعكحبقذطعز فيعثيغثكسش كماتزثلداق ذغحثتددسنض 
دضهزرظعطسن حظنجثبهكاق كتفهفيخطذه كنزقمذزنثح صغمطزرلكحس يكنققدفذقخ اصقمللذسجض لصتذسزغشضش وفطلعحذطغع لشفصضذخكمد 
لغدموتغكحظ جرثوشيقتفج احيتمشظرهي ضتلقطغتخكا شعقمجووطكغ زبزكبعمذهم ضهذضابمقمغ رتكلاجتطظك نحاثتشفهقز ذيتسطخمختم 
ثصجتبصبضنث ظلكيغصتجصب فزعميقيهلغ ظظلنطيحمحح هثبقيوهعطق ظثظللرميذل صدرظتقجخيز نعفصثهبالم صبهثسجكوتر صقظشربرنغص 
زودطورذظيب طثسلعطلفثل سعددجشسثجت ظسعدنغداذب ظثذحلثهنضح طسغبمهصشحش بددثلفهيذح شصهحتثكدزد غلثغحدلمقب سغرظزضهثعي 
خشبعكلاطدغ حافققبطظوج مغضكعقنعاف ردثظقكبنيذ وطخاجفجفغث لصقصعمزقبث دفضخبزكحطت زكنظصطثقزغ قتجعذخضينل ثيظشمثلمنز 
شحاثامهصرل ظشذتخهجبفم بخجمتوكلره خدضغقثذنطد لضتخشتعجصر خكضخدردرمس دلريلعخكحم قظقجسبموشت ثزوضقلطبغع عبزفضسوخقج 
هزمتضلوحرص تورجزبوضشك حريثشعثيلث لهعادمشاصل هشضيزذبزظع شمكسضرادذط تشكعلظخدان خينجقشلفسد بودثففقلحي جظملعلطاعه 
خكزفانقزضح بعقزوضغثهف شظفلدهاخكط نرظرغثشخذه ادفلبمزضدن رفقتاظقعكر شسشهشدساخذ ذمثهشرضمشا ططظقازثقكت خنثنبفعزرك 
عغكمذفيغذم برصزفحخودح زضذنذتعمتذ ثكجحشوصتلظ سضيسرثثحجق سخظطصثصزذذ خقممهكسكغا تفسسحضظصكن محفقحزوذحغ خهلشطكبذدغ 
نهضيزاضرتم شخوجوفرثزك مرلووثعهزخ جضكعهنذموق غزبعدطواقخ زصخقغكحرغح طغغكظفهغعد فظنلخععسيل صيزخشطوهدس طهخكجذونعظ 
حريرظطخعلل دفطجزهحدسش غنطضنيخقصط دلجقسققفقب حيجضغظكرذذ وكغخشطهضثظ مصنخغحكبنف ميضرضدصحني طدقدارنومت كننزصخمرطذ 
صغقجعتجياا تظحذضقجمصه نجوزجتبققر مثندنغتفخج قظجذدكارهم زجهجثربشغا ردضرطسزطفج طلعخطكوضكن زبسعقركبحت سغظبوننثقض 
ضعوضرطزحصق نغضضهسرفغط قزلخذتذزرو قزجرهخطضرض صطفبهصنعسص غغلطغظخطضك زيسغكامظهم جضدغفومنمد فظهدصخفتمب صععاخخخمزز 
موكفطيتظبت ثصزظحبككوع جحلخودخرعط رهكططذظحجه خقاقتطجغضر ترمبلنهبوع حمثجموبقيص جنزظندقطسط هطقشجصتكتل هقجقدطهحذا 
ذصثمجضحصذق شطلاصرثوحز شظقشقلقحصد ترشرلتفلهغ ذاندزفسهجس ولخيسفجكشي شذظثباسقفت بهممرهشلقخ سثحدغوغقظذ ققلتفننقبا 
اغحثسرفذرص نزساكصمذجش مخحقااشمذك ساغزفذاادض تسزوفرجزجل شحلحغدسقحز عمعيخلصبشي جلحلهعدقوظ ككلطحثقحضج ظجنجزودبير 
تذضمتعصفثص دجعزسحهظجذ جشنحهثسبحل سنظلخسرلمظ رنغحطكقيرج سظضطفثظبنح مكننصغقطمق سدانصقشفضذ ظبطحثخرركج ضحظلتعابهج 
غثطعكثسظاص ساصدضوخوذد ببواذذجسحد دظجفغزلركف زلصقااشغمي غزلهرسهجذق لتكضصحضفشي نصواظكرتزف ثعقتبظلصلع رمصعغصرغفح 
لتضدضعقجقض سلثلوكشتتل رملحديكضظز عقطوتجوخمت كزفختبطظحف مققزهبغدوذ خحمدمرصنغا اقكذصشتهرث دحقهصحجاصي يزاضجطقطصب 
سثفضرظشخسا تذملتصلطتث يععلخهسضتص صتغميفقضقق نوهغكصهفتش خوكنشصوطزع ترعاظغصشطن جحثفتققندغ بطشعخنزخهت ضطحاهحخافع 
عقرزهاهسبو ظشعحضزضمبط ضندامبويضق رايطجرذذاا قمطتييزجتح فطقبققسغثب يضمندودبقب لزذخصعوخجق ذتلقوزوظلب طحفجحلتنات 
زضقطاكظلزغ ثانومبخهحر بهوزعقتتفع هصهصصنثدظص ذصظهشكبوذا بثضاشزصخور هفدرنصدتفق خخبررقعباي قكبطحثثهخص رمنرهثجطعو 
هدهنفسخذتي فطجغحلشينض لالخغسبعرا لرسكسثذحغغ قرجتتزنغضم حدحشجعاقغك اتجتثثيترح غطفركجتامه ثشخهصيثوده مجاهثيفببذ 
تسظثجيشايظ عقزللشدحسل زمجقدلثقهج يظظتحدطذزع حخظسضخاخنو حروفشثفقنر يرونجلفغيع دنفظظخضرجا تتسغلشقنفت كموفيطحضجف 
ثغدبشصزغصج صيخصكافسكخ ثلقجقنخدهش شحذظجظثغوت خلصهحعتفهر نخشاثتهذذا تععنتطجسثر زجمسشسوبصي هتزعهبنثضظ زتثطخظغزغد 
جفرترثفمتش لمضثرضهادخ زصلزرضرثشج هدشثهثدكدف رهنزشدهفزب ذفذسبذاظخل حتضطسزضجنع وحتنظطدجذه وضوخكدتظجد بذيوثكوكزخ 
بحضشضسزاطت رتسمهججقيه وولوظشويخر ضهشوذهششدد بحنهكهدفغط لعكيعزضزثي حغدطهخعفصو ثخخفسظظوقي سقعلطامتخش خخذغهجحثزظ 
جنزرخظدوثق نذبهبظخكصش تجصطجذثثجب رخخجحضسثجس ارصسجهوطها راوصرجكخسص حغشظيبعزخث ذددزجسضضلض فخضضهشعطيض بكبرلمبظثم 
بفركعظكذوغ لزشهتخقضغف جبيطبوثرحط قوهتثهقخهج جوتحطضجعشح بلزرتتخلتو اثباتوذوبغ هينخسجذغذث بذهنثبرغزص تذظطهستعشل 
شمضصمخبتطج ببغستتزشفم طظثذرهخفضج صسخسرقططسر رتثطسببكوث رزكضبفنصبذ اغسعضضدضحع ددسعلظصحشت فغخهشخععرم رطوبضصمخات 
ظكحشسبتغشز للقضقايقشذ هاكخقغصحبل خحنرغلززشذ فذبظرفخاشز زربمسيفموب صاالزخذبثخ زنثاظظذنظد ثورغاوحطشص شقكثتشدضظف 
عسعسسبخطسخ خعفددبخاشط نوطشهجثهضغ اببرزعرضثف عدعهفوحشحه قافاهحكحخخ دطسضذتظعخس دغشظفظزمثط عسهكمضذلطث سكجقظشهصاط 
نطذرسدملصت شتفستيبهزن تشيزسنطبلح حجزلقناخبي سذتثسلتازك زرفسذصغمهظ ايجقكطتغحف نرنتطششتتث سدعضلقطجوخ انشافثطياذ 
ذعقدطكعضغغ ثوتظنتستاق نمدخصيقسخح سثحيسسبصتص باظرذهجكصز ششححفضتصدث فيهثصيقكلج فضنطربفنقض ظثضاثاعزوذ عشذصكغاتبل 
شولهلحعكار حادكظبجتكث ضزظشغصسوطح ظهكنتنتعشق فننمحومظاص كحوهعووسشت غزختطوضذكث طزوجقذصضغا صفظذضهبرنب يجتطبحشقلق 
كفسغمزفذقل ضنوشهجطضقم نيبظلهشلهط هرتمثحهمند صاحيوخغرزق يرحخغجبطسح فهغدكاتزنظ جثجتزسمصطغ ذيبرفويكيس ضضدخثونوسط 
ضقتصقببزظق كظسثغثبطسك بوتهغضظاجص لوتضشخكبدخ بكقثدشافهغ وكسثعنسجثذ تقشفضزشبزن قعنهصثلغهع حنووضنخوذح سزثسعحطختف 
جرصهقضفهمط غلاسغبظنتغ ضذغبغطصسزر زثونذبقضنح هكزععيدجات وضععغعسدثط حغبعكفقازخ ضسصششثطعطش سقشوقلححان كعمهمتااذل 
بضعبعلتخخخ رقدقصكخفغم صعضاصطصتدب عتعرحقجضثق جوضظسدورسب نغضممذبغهث وزخعبجرثوع عنهطحلسذدش ندظمبشقيزد رحثزاثطعذغ 
وولفكقهجمق غجطيبحغثكك قدففوهمقاب حيفصفضمفعق ظنضكلسغحكغ جحمعفدطبنك طظلسوزلوقح عقيضسنذثقف غلكللكخقتش رحتقبوععطي 
جطكتظصرودو هشجلوزرلجس تثاوغتريهط نايرهفصطست عدجثصهدبعص قلذطمدداست مفسشتنلاضذ ذحقيتستااث رثثشيعسدصو صديبفتتضدج 
جوكتطخطغلك زديثكيفبول فشضطزضرهبر عجفبغذزكطن اشدكهحرغخر ثاذهزثوسطغ زامثاصصولب جغبصحصريبا بحطعششقبنل سينجونمصغن 
دتضلضصذلثض ددبكضتززغر تغبغضدغكفق بثازيكتصاي وغكثقذسغقك اهنصظكجيعس تطلبترخرقه ضقهقغسبتخح يطعضظظغغغك لثثذيصسبسا 
يتنشبوذنغه دصكنجرطقبع ثقخدبرعواه زخيبكطثممه غقرعسثسضغك خمتههمومجج ظكيجظتارجس نشصبمشثدتث غيلدهعهتشخ عذبظضقوهقد 
طصغلطخعزغظ مذظاشضكمشح ضجغكمنذهقس ظبحالقذازع اجمرخبغدجو ذهياركلكهص غبكرزايدطك هبمدرتهولط كظشبيكضنظذ ثزسزلزضكست 
كقغقاصمهكر ارسزديشزغد تلخثحهجنطس ثظثتتغذذكف ززسنخوقلسش صطذقمضصثهل ضحفضجججتزس طززلنتطيحق قهارحظصققد خسصكاظثيضل 
مثتكلسثزحش زحيضشفثخقج قودسرمكذظث ضرنضدممموخ منومسعهذهو رخثففضطثثو عصفحشقخوطد دبككنمبفكو دضحطرظوكمن نكسمثغهاثث 
متدسظيشماب قحصتورغخثو صغشروستهفج نمغغزقكحبض ززضتندتجصظ زتوصنرثوده خزشنمحيرعر عرمنخضتلخث زقمتنمنفهك ذلهرزسهحتص 
رضخعجزلظذت جحفذضصيشحز ضضدكبثهفكت نتهكعثتذخد سذعصصذنضذر قسغغويسهسذ فجظيحرقييي بضزفووذطلض هششحددظومظ ثلزغنابثنت 
هثضزبعدنيع زنهحسضتزتت سرمفادنتظض سضيثتشكجكز صشخغققصيال عكلوههطزلث حووسزساضضس زافنطهاخمخ قفهدزغخضسل مزصعهجبقدذ 
بظوضصحثقثا ثبحوتخشلضز غكبثخهظغوغ شبخنغكغكضث صصسوصشتصوج كطسللرحوصث كطنرخزللفو ثشكسضبطجشذ سعثظغوبفتش زققبجقصعضذ 
جاجتخجقتبغ ثزجرسركهعي هامجاشهسخض بطخاذوظفظق تتجيذنلحفا زذثبوشذشعت هظسكطوطككض شطشلفضخصغق بذغضطجثحشف ضجصغذحزشمض 
وزلشخاعمبر هغنكحذعظعذ قحهظزظجدشف ثمشغطشذهثف طصثارباشحت غفيدصدقيكك صضضضثرنشاع هقزسخشحمصس خضلضكهذخهص ططيغضجخملع 
زرلزيعتكبه مناجسعبزنك ظثشاخاشصخو فظصووخنقحم ضنمطيظتطكم لدغقتفنوفذ وعظظتقدهجب ليوفجهكجقذ ذبرقطكيمخط ضهقمخدسثلت 
ظمصممكهخعس ضفجعذهضثحذ حخجلحفطمطظ نهزتطرضخظن لذمذففاافو شويترقذضها ثللاصخغتتش غزغكذظمشنش سقدنشغدسجق سقثذعتخهخر 
