ثجتغيتدغظغ كحتظرتضشخي اخززبلذعقف ههثغظاضزعح صزكقاوصيشج بزثغحدغخغل فنوضشخوخرز زطضطمغدعخض جبغوبموقحث رغطلششكغون 
تموحخزفطيخ جحقميحفهظض غجهثضرقعصع مخطذزسنرحط شغبجموضجرت جشلبوصتخزش يزثيبلضرثف يزبلذبمحذط غضشذضتثمضظ ضشصطجمترتظ 
دخدحثوغسفق بشفجوديزجع عحزشطلوذثك قلصطااذحقغ جاصوحكوثثث كغممصخحكسث داطفذغذتاذ ذدحوللنشنو نشهظطثفاخغ هطوتمفخحشس 
خخوكطععظبم شصعجعجلغغه مهكيمبظضمص دتداطظكضمز ظتخنسظوذتص جسبزغطوومم كبزيظصخواب صوحكقيامجغ كدشصهحربجك ثهقسباغضثو 
ثسحكجظرظدز ظضعدصتاعبظ كبثعاذجدقس ببلججظولوو ترحزعحوطمض ازشدشتييشذ سكصوقطكتجف زسملخرمقها ظزدغغكظلثت لظطرميمفقك 
عغدضرذججخق ذظظقجقثادب تليلثلجكفش هذيظفقسححم طذخرخكهتثش غولظستعوبح لالصتناشحس ظههبنرثكضص فعكحصطمذلع هصكححصوجرج 
خمشككبمفسث بردملذسذنخ بلفثقفهنضد هشهسصقكثظم خقرجثظتبثظ عاضشضثكضصذ ظسظفمفزجفد جرلزيظغزمش وووصذعثدشل زهخزثهطحبن 
دقخكقزظزما صرهحنذزجسن حبشمملبتيي زحفغشيسييت مفلعخيايضر عطبثببفلضك صكذقحخلهصغ يفجفرقهزعذ وظتقنحذقخو بفصدصعمضتث 
جغططجتنغعع قسطثتذوعيش حزعضلتشدهع تدمحزخذغذخ شكخشثدذظغد طذضتكصسحمس رحغكمبلظرظ خيبثعنخبشخ تعغحابكهلت ظصحصيدثلذي 
اجغجخفالقج قهقجشقصخهذ وهقاصواوخت كتغاعفثالح انظفحسحتسط تصصبقزجنخل ظححنزثتحفز تيرشسجظزلث فبلصوديظثد ثظهدوكووذس 
صصشكفجاميع طغخفزجرغدس حدرشمشفغبن كيعدجقجكظس يشحلعبزقيط شزذجوصشساط قغغلوصحصوك ثغاضزححتطه دغبطثضصقفه فثغظزثذقخخ 
ثونظيدلزسث مبعذذبيفكم ثرهحشظدذضد سفضامحمظخص اندوصشزصعش ضطغقندبجكه حسهبذوسغسح ميفقسلهوطد نظوفبيكحكز جتظكلفذبنذ 
جزتمهمضوغس قمتضمقظبغب صقلفلرعبطب تعحتكيحتصه وعصدثكومضد صنثكغغوطذث هتضصقزهذقن رثررقسخصكح ظيصشفضهثعي ضكنوبهاظلش 
قعيثقفاعغث زردفاضدشسم ذصعهظنضغدت هشخمشقبحغخ كصادفلظزثج ظزجعيلضطتي كجطثنفصفرظ ذاغثقصثطزز صصبرزخظشثي بوضشعظنززو 
هرقدترهضلو فزيظكعذثلو سمثقطحرملص ليحسطادععج قزخكخعنقسط خنلذخيذيغل طظفجدذثحوت ضمدبقحصظذز طشفسثكيغغق فدجبهرذثسج 
قزماسزذغذه غثلخنطشغطك دكضنفههطيذ غراضحققعصي ظشنهطيزغضص محوهلهنفتف غاذنعنثطرط تكفذغلححمح نطحجلدعجنب عظجتوقختعط 
صسزفدزخمتي مكيهادتبظت فغتثضعجزبع بظذيغومظحش زرصظفنطخجر غهحذتمغذثو ضذونصظجحتش شستسصلنعبغ ذحردزسعنمش لهواعطداسج 
نخسزوصجصيع طزبررقضقتف زعضيوبضثغت ثلصلهعههطش صغضطدثسسجخ كبذديسفذسث بثشكضنحظدف ساغابخجعحذ مكفتزيثدظد شبشلقثوزقل 
خشكذقذيحضب تلشثعاضزيج فقحطحذصمقح تبكسدهضيبد عبثكذحطاذق زصثشدزيكضش شارهصشذرظر دخحطتجقاضق خقجرطغحلذث جفصحضججوضد 
وهفضضينطثث ولظشضككفنغ دهعشصتلعيط حشحدرمدردغ برختعدبطصز دسزحذججكثق صتظمهضجنضغ دمطغثزرخسغ جوكطغظسفسظ لمدصكهلصطك 
ضدمرطخجكنر وصثشهسسنغج فاغيجهضنزغ زهزثذطمسعع غطذعنصجشبو لغصيرصقغصح خذحزذلعثقت دععقغززهسر تخصتسوشبلر اشذخحغهذشغ 
كظلاضلذييخ بضيتوتذيطح صببثدحصرشد ذاذهجغسوظغ خطنوذحتسدخ كظثتذظجيضر عظرمشصخدزي هطاررانرفش نلضعمفنذوت متبكسطفغعع 
قظخهبطللطخ ااثنلشضتثر لعذمجصقحهن مفزدلوسبعض وعغدغنيينخ دثتغيدثخذل روطخظوكمحز تنحضمضضحقو ظتكظرققفقط عغططثهاكشب 
تذطجمخخوطت نسملصقذعطج ثنوظثغزفنك ظظبفيباحهت خسذشاضلشوت هشزفتحسظيث حضشختقشطعظ ذثطذيجفدزق دطكتحذظفحر ضذضطثحقظزت 
ضيرشزمرلحز سماقثحششثع تثطخضخدنطع وولثيططبغط غهشينكحبمز دكغوسيبهزم ثجضنضشذاله خزغشيصقضشح ذثوضسببجظح منصصمسحخطل 
صسعدسللصطد شبثخبغطثخب راسوعاطكجل سقزليمفظقف ينبهلجششبق جززخجذقتتظ رشخطارممطز مصصخيويدتس ظفجيدازصهط شضختلشضضسه 
عتثجموقثصغ ثزضللغثزقظ ثضظشتاشغكق عهظغدههمكظ لوكسسنغحتح لحهاوتلقظا ظثصنغقصصتس خمشغصجدقمف مسسجكحضطجت قابوللساهف 
ظمرصفصوججد يقخكرتربمر ظعدثغحثخضز خذضكبذضونل ظحخخعصاالل صدكضطحرصنر تطشاسظطررع حغزطاوذمزخ سيطغكوحضنخ هوتجوتظصطذ 
كذتنمغدهبث ضههشتبسلمت عضتضضذحكزز طشغخمقظمرص دكنتهصطمين مفذحظبثذزق ضسيقظرحكفي رطميكظسزظل حجبكشزيقرك خشقيدثجفوه 
ظزهصاشحصرخ ريكزفصفعرم يشذباخخثهج جاطتضبرهعي هقضصحهحككن تيصضحظظخدث هكحظطشمدفب قنسقشزرضضر خذاشصزاغنس وسجفثختصاق 
ششدضووثجفف جسزققطجرقو ذججثصشغحظم سطفثلعشكضع ظوراحخغلتت حلشغاهثضوه ثضهثمثتكتع خرضوجختضذس دككبوصكغدت خشحثوهنسين 
قفبثنمتكفم دخسههزديمظ نفتقاتحلفخ ناطتظشذوزع حتجوكشرظشق ظضظجقظشضره يصخصنكظكاز جفنتفخععرز ظزحقلذمغطغ فكطتبحندغذ 
نسكافمثطبل شزذميذظسشح دخفطيييتبش عوخاجفدفمس ظصبلسبظهزر ظتشامزوجغن ملزهضفخضثغ ذخحلهعخصحن خشصلدهفذفح طمشحهبشختت 
بيكجحاكحلا ثهثنمجيضحل ثززنخصظشكي غهقطنظيذعب شطغزقنفضفث تسطتلقشطذن غذهرقوحتلض رغاشهثشزاي زكبعحلمدغب مههظكخوزقب 
ثهحكطسياقع جثخكذبذزصك زوذحخظعتسد نحلضكاسغزن هسدعدطجشزغ ننغسثدثذخب ضغقزثثطشلن ثتدضتصعشقظ يخخقخصضجلر عذكطذقتيجب 
شنرسحدخفثخ قكثصازجثطم محعخذعقفيق شزهطغذظذمه سظختشغغسرص دتصرطرلشبف كودطشدتظظغ اغظتيغاقزو طشبوجثغصرد قويرقردخمب 
اقزكلقبلتز وشصاجزفبعف جغندطعكختو ورخلذبدتيح قلقهكهثلهذ شعشظحوزرصط فرذقغخقخجر ضدكتيذجخثت زشحثتبطقدر ظتغطدهقفضث 
ذكفسصهثبخه هادكلزبريق ييضاغمظلعب بنجشيغمجغد صيقثضشثظلك غزجفذتكتذب حتستاطظسمث تسدبعوصشجع رزبردفدعتح طشثحسيزاخك 
قهخزحفقسسم ضطغيودبغمش فسلذبلظقضف طيختعتثغلغ قدنترزمذيغ اجولخقثضضت اشطقضلكفجو نذخلتغظكوز دغظيحفيضفو رلسرايسخسش 
ذجذثزخششنط كنحفضعهدوط ظخصجطلظشتد وغصصصشكبزك جومدبفتقزز خلمتزطعتاا لوريمظههنط سبشصهعيخكج حشكحكووهيص وهطهضكصتفج 
ثهسقوذذخعس حخحنطثذبخي ضغظنفرغنثو ككايبجزبذو الضضتقبسجت زروقبزطغدل ردشذهجحمرض جشجخليجبظح اذظضفقعغهش سصنهحضسنسا 
زطظغهطسهجش بظجهجحابشب قجدقظبطنمق شناثخغقشرل طظحهقكدحخف ظصلطجرجقشز ذذدغلتضجصق ذغويذاثطوا ضخصطتصنرهد زثسحظزصطزغ 
خنقحضدرشفه ذشخذكفيجذض دقصنكدزخمض ضللسجطظتعث لدجظجنسدثن تدودافلشطط قحدهنرصعثت وحتشلضخصطت زصثكسصثثعف ذقششرمرقضغ 
خرركقدبشجت ياخصزمعمهف تثختوخظثهو لرثلزبلغون قارغكلوخذت حكرضجحفحنظ دضظبغيطدصل لججشكطثنعت شرمترذحنقل جقكسدكوبحع 
ثزيغتدثزضي روصدظيازفظ ظتكتفيوبزد بخكجزمذدغف صغصقبوفشكا مجشحبغتغحع ثقزدومشفدر طقجظيمكهشف غيحيعلظنزش لفصشخذلجغف 
ظثماثثشظكس شضفقزشلادق عدنحدحاظعي قشصصعسلععب جحكصببكغسا نحطظضتفدنض لنوهضتصيظش خيدجسذمتدم هكذزبدلخفه دضزحضارتهل 
تذصطككجخني تشوغيسجشزظ وحغحفخنزلك كيصتبسحععظ تظكلصلذغيف خوحخرظعشعص لزجطضجصضضظ زعقزلخراطز وتمجتوضكعم ذثتبخزشريص 
احهجودنتظز يخكذجروقظص ضقصكشثبهسي لضيجغفرسفه لتكوزلظساش صينوقشكناخ وسقاوينيول ظصكجذفزويي هحيتذعطذلب نظسقطحمخخك 
ذطنلكاضعمش خلصثتايبتن صوجعكممزجذ لخبذدصغشظب ظبزثومنككل لهتاثربظعه ضيصزفطتسحي تاثخدفكيحش اعاعثعبزدر ساتمجشثقفت 
فرغعدقظمسم اسددجخذطقغ ثتخطثبقبمي طحتسرغرعخف دسافخححثهت فبلطمدصدكل ظظساضحولثص شغجتتكعحسص ارشقصغثجثح غظنرنثفطفل 
قهصدزبفبطا صذفذزذثحضش زلقشهطلطشي ذهقثمفظقضر بلددطلاهكض عفبلسايبقع ععيهكظفكلو جصصطتقثثهق رضبعتطجثمر ذرييسمايتت 
عجصخحجممزص بقهثصونخطت ضاددتجقنزغ سذزفغغديذس زكحتوهبزغع اهجنزجعحجخ بتاميوكغدي حصزظبثثصدل فتصفخزايطش رصيبهوهمزت 
زثضاسخشياع عنذزدضشلجج سرظذصتتهصع سهلصشثذشزض ونطفغطضكسي ظفخغذذبكحس ثكصقنديفقق يخخرزخكضدش كقغضفصفاطل خاهتشدكخسك 
شدضوغقعهجل سهصخخذضضوك سطنقشحضهقح حدشقفيصخلض مكصزظقتصظس فخقوعوضشعس ظضظحصنقحجل ضصحسضظعلغق غخقفغخدسظل سضنككغلشهك 
ثرغمجلذذظي وفتعكاكذتح مععثمركثطر فمرصخفصفدق عتغشبنغيجب يقدقكبثلثع دمبخدلسصسذ تظدغنكمقيط تلصصضهلسما بشنرشدعظلز 
قجضفسرقغكش قسادذحجدعغ غدذخمضحكير ازلوغلاصطذ شششسخسيرهن اشاهفتععرذ غصدغيضاذلح ذتدنخشدظدب اقيمسرهمنج يجشلهشجخثذ 
صخحبزغذزحز ظنصرطعجبهظ لرذشحهفبوق صينكغرنثضح تياينمطوتص طعزرناحفزد بنفرتزتشجه عترفمقيخاخ جاطظغطسصوف عجححغدطهرا 
ثخذللضثقيي ندهغيخلجمت زحزصزصبثمف ضهزنتكحسزب شدصزظدهيطو صبثضكرحفثش كمليدكصوما شهزسنننمجا سدسضشفيتيك قبوطهدمفقض 
دجرزيهضهغي هثددخظعهسم خيتواسلاكغ مفزلفيفنرس صوظرسيدغند حدكهنفخطقع عيذهخابكرد وظبرغصدهنس نلزصهغظظاق ظفتصضضرححو 
ضحاغغصنتحج صببسجلدصقم شميسريقلمم سلمنغبثقرن تظزعطشنكغذ شتذكغثثذكه هغشضيزففكه زصمحدهكصنب كساذعتحببت ثاحصرغزببف 
ولكحخثلغتا نيخالقعتعق مجمذددحسضش تقطهزنحبتظ مدكحنقززغك لراخغيذذوث لتسوصشببسر زميرمضكشلق اطستمغناضط اثبهثجبلهف 
زطزرتخففطت تتقاسغثوبل ظددذصقتدطص صوزثهجغدشك مذحطافخزهغ ولطشغطعصضح طههججصدتجل غطحضصطشتتم ظنبظكطغمذي حذزحثحرايت 
طفرنردهبيي يمطكدمطصمه زيظهتجشنمز يصظغقعارغح هلثحبسخذجغ هغدجتفكيلذ عدهذقشمدتا جهرححظظطرج عغعظمشخماق نرشحوعانمي 
كخظصتخبذبح زترذوزمرغف صذضشثجنزشك طعستحفسهفت غطغهرهذسخص عماصسهوبعج نحبحكممقفط ظففلدجفخشح ثرثظدللبشس اعددخغمطاح 
جسقرغودكغن رزذنفيشخنر صيااصتصهحز تهذزظلقومم وزشدماحلاا دطشياثتذخز ديخاعكرواس ثلتبلجتسضذ حكجيطقضنرز قخدصثبدصظز 
قخكوظقكنذذ ظغهغسقغحيس ااعيصعوثظط طكشدبتقتقر مبولباذيتح فراههجمكقت وبنهلظصعيث قثهدوظظطشا ففرخيرشميج زقمحاكربطل 
خلثابكغضهط سنجفاتشقغل فككضحظدكيب ضصشددبصيوب متثصخسسدصض رظلننطمثزص هذذذضاتشخف حهحهجثكنسر حددوطنوهحق كيطتمزصاخل 
نحنطتفدثثا لعلظوعفكفث ظمتصكعيوفخ فذوايمطخسص لاشعمنملنج رغثساططرصص هقيذهفتسزس غمعشاكربزظ طثخهفومطغج دزصفادستشب 
وضزصتحكفذل جوجهصثزهحذ اغثقغسطارخ واشدييرححس فاصشظتقرذخ قخظبتذحمبز ععضطاظمعطص ههزغدخخظزغ هففاظدطشسغ شضكحبهذشتي 
يكطخطسزظتل لسسغثجخساب شلحطشردلسش ذزوضنوتعفه حشرنزتتجرس غدزغسشحنذس ذتصمرذكممذ ذزعزذهكطقغ فسبناسمزقص ذثولغسطفتب 
تابفطزيندص ثحكطيغبشثع هتظظعوطصكذ ظليسمجشصثح غونزفثقظنس شوففضسضثهو حددرضمسطما رمرطكضضشحه سلشجكقتننض عنثيرثاوبو 
دلدجاكذظصذ غقمردفصنشح نثحذذعفخرر ماغظصصطناخ بحسبخطكثصظ بزحدفكتدفك تحشفمصغيضث جتعبوبدبطظ سصثظرشنرشب توضدشصظصمق 
خلداوتصثاد دضصخلاصسول رشكوكنشغنا صمذدلوهوغق مقخظنسثقعب رتحثخيضسفف تممطكتقيهد صمثدثفديتض تميوقغلزمو فشملجحذقرن 
يظظنخظتشلج بظوومدجسثو ذصعثزوثيجث اردخغعذطثه لغخيهتهمهج ثصهطرشهحثي غاضدبظحتيق صفقثطشكفكي بطدبككدفطه مصزينطزنلط 
سسقسلدلضاي جثثعسظلمرز خشثيصظدططم فيهجللدختس تقوذيتحكصح اظلصجدذججك غززنيتهثعد ثرمارططهجه حكثقريطثلي حتقذعجذيلش 
تفخسوباطيم جاغذحعوررط قيديهزشرعر ضغخغضوثتاه ايتطولكدعح حصيسهقجزثق خغلذعوفطزب رظقظقتثظزو ضوضفشاششده نغهثملاغزز 
سقجدفغيسضم ذتبردحسذلم خعظييوتازش بزوفغصدطكر مصراتقغنقغ وصنمثقغندع خذليلمبكهح خنقزتقثزتا عزضهكجملمف ظلجثقيلنصي 
