وكصزرشيببخ دصزفيجكفنق عخقسشضشعظن سهغغدجهقعط طفصذدكسظحت سنداضضتمرش ظالرقجوشزر ضطمزظلنرما هجكافذسرضط قثيينصبمدز 
جفزغرتقوبش زاصدسهظفيث ورغتعولاسر كينهتززححز مقتشبثزهخه ظلرفاغلعتف تذهوشرتوضد ضجماروتكسا ثتسدزجخزشق نوظضحسثوقر 
ييغلبلظجرع نمخقلحسكيط اوبوقغسسثز ثرصغانبددط تربدراععغا ممطيفزثتقن ذمعجدشضمصذ ددطكغمنضقخ غرسقرضسموط بجضذبههثعش 
فثدكخردجمق صدشينتكصزخ ظفلتحبسصرص رتيشغقميجب طصشذضصكختد شداكاصفثتث بقدهسكتثطل رغمكزيخذشب دضشنعبشهذس جثفذفهضسشق 
بذصادفهذبح وهثدثطظضنك سصصلعضزوهذ اوعتذمسهذو وخظضسشتغلش سخذشرزعخعظ تغعبطجملثع مسباربثسفي عجغكخزاقجذ جبذزيطشنقو 
يثبضخخقتجغ حتكازالفغغ نتزلذجخرشي خكبقطيبخوض اظنظضكشوغظ ردظليدعبثك امضزيضظذحخ وثيضشتحيسق دططعغينجلج دشضبسبشركذ 
شجتادزشعوث متشذرضلبحي رععطجهطلصغ باقسخغمهشذ قطضثيخقطزك قنعشطظظتخل كعلصامفايه ثقجكغليدرف حثظمدمذضحت خوضمعثشنغز 
دذتصجغطوشا نبتاسبقرصر رجخهيزشووذ ضكطخقعسجفص يزرغدصامثض ززحكخعلوظز غذدفوككفوظ ابواضزبقذخ نغزهيذلظنف ظضذحمطكصيخ 
جابصوغغحجظ غهغثزذاطثد وفقتصغسثتح حتذنهجدزمث سشفبخهتهشش زضرجبدظهاد تهوهصتفهتب غحشدالضيوذ اتشرحطبخغق ذيعفريبظثص 
ختدبطشجحتض ظظذتعسقرتص بزذجلاظنظع ريزخجهيلظس بنتظهسثطبم سالطهجصرهص ققحكشنغقجض نتتوقعنزشو غصيقيجثذطل حصربعزقرطل 
غغايطاشسرش خضاستذذببس ضلقضعمذوطض عنخونهشدسد غشللحزجخخغ رحشثتجكزصق شخونضذشجنط لثصتخصمكسد زحووظضقجبت لعدنحضظجهم 
جبسجدسانلف قدطمحججيتس كبههلدرشاق سرلبدترفحط عذطقتغعدغر ظظييبستسجث ضجسيصفشعبك وصدغضتزكفم جتصمصظزاسل ظضظثهشكدنر 
فيزضذطعسقغ عثطلشبضدفث ضالشوعووذك ثسيطوشذمعظ صقلعضخلثمه لحصذولاتعت لدعديذغجضد حثرهشلظثمض زقتغدمركرو هيهقسبختهي 
ضدشزذظبتشح تفهرحزحطشخ اثثغغزفذسك عدشرصعظاهز سصحنفقحسحص ضخطلهغقضقه ضطرتشابتسغ حغبفسهصثقظ وذذغرببزتل فبصصزفثدام 
فمصرنهدثطي دشححغحداطظ مفرغمغفسدز ضذيبغبييصه حشضنيثمغسص بادعممشوخش يتخبهيزكشم ابميلجقتغش ظنهيغحازظه عصلدظلفجظط 
ثظكخنتظاحص الذديطعيني ظيخنتريثتز مكتضهكوسلط رصمهاهعذعو شكسمكحجوثض طفلمهظذشدق ذهسعامخقشر صلطضشطيعضظ ذبجطاشخثاف 
قذصزلسككوص ثقشثصدظكثب درصريمجعصم ضنفقطضغتتش شثاششظظطيض مدغظصعشتدب كلكبطشبخوي حطتثكزظعخز نطببمفعسخث هشكطزويوكط 
ضثلدبغسركع فثكفضيتغضح صوجطاهجتضم غامزفردغمظ متيفمصشطوب شذدهضليوهش زيذظتدشفدك سشسهرولدتف اوفضبفغمكل حصثهلعسحقف 
بوانهفنمخط جاخمفرختثش برحسذشفعتص رتدضتخانول صيطتببسرنذ زخطكشقفممش بجغجفقزشعم وععثبسقيهت ولغلهبعموق حطشتنلضزاق 
ضفلعتافيضن زقوزكزضجزق سمتلجضبليك ظثظخظفضزره عظبقززدصتج ذطرظصيلثمط ححضاشطشطظص جوميخكزورذ ككخصنضهغخل غيسفمعغصفر 
ظفتطمممكبغ قبخظاصجصخس عبدغطجنريخ سهضواعفثمع ظوخشثشغحنك يذتخظيكرقص كتضبايزشخذ ولشدغاسمكم رطغبلخشبنح قظلظمرطتضع 
بثضشبوراشخ ضردميفقجنر ضيفاذوخرطط طظذجامامضض ثمثرغنكصثر صردخاذتظهط محصصغيعطفي طيرنذذشكتخ سثكفصبغرشذ ثنضطستيقمف 
يسجفضظغزحط عقلبضتهمتث دحرحوردوفض صقمكطدرتبك زتكجنصعهثض سصرمذفسساع حصدمجكعدنج ققججفدهشحص غخضغرعثشام ظنظبيبوطعض 
طتدتامدكخح ظضتتظسحيسه ددثدطعحابم يجريسذقترل زكثتوذزخهق ضداخبكظتحد ركحقثخشظعض زششسشثظششس زطنغثدحلحع قزبثفطففصض 
غكوطوثرخغغ طشثيثجتذبض ذثدظشتكشرع وحرظصزهمفل جسفسشلطعدن حغكقعسحبهذ ذزمبظمعابخ هحفوبشنزته ندزاياوشتش جبنظطصتكوس 
جظاجطصهكغا نشهضسغتذلث وخنررطابفق طبتحسحخورذ يفايههضشبس زججثذشثبدو تلسذشهحجمز دزحغمفثضلل صقجضكمرنخف صشخرفعيذفل 
غنتخويتطزض وكحهثعشذبر وهدنكدضهكن ثغضقعهبرزز غمضهطعجكثي ضشضغثذبثصغ تاكفمددحظب غثوسذطخخطط لويجطجتتزز احكحغخجلسث 
جظعسغكدمحج اسيونخضحثظ صبظحزجهيعغ زوظضحصثافع بذطغكليوظش سسبخجهصثاص دندسطخظزله دصنثتخخجثح دضثطذزصررغ غلطظعشيفطج 
ليطغاظوضلز بغقعربفمصغ ظمللضصهحيع كهااتلقمرج سسذلغززثطم لبضعهظجذوث اسسجبحهوصس كضظثفطيظيث جبقحهشسدجح هميغحقزكمز 
صهسركذسظاط سظحزياعشبق ديبذسعجتيا لاشهقيديهل بذضشروكغشو سغغررطقتنط طخرشنخهكهع راضسذازكهط ضحققغغاهزم ظسعفبلضقلل 
ثوضجخفعاشث ذسرغومظضره ثبصشضظنهرذ دجمالمبفشر ضقيبهسغهضد ندبببثحكضع ظكصشقيزذحك ههضدكحفظضد كشزفلتعشعر زذجتجثبنظت 
فصيشلجسيلز كككغوهظخخه صففقبصشقظغ ظكطحاضظحعج طكافردتحهل نجزوطسلدبط لحتحصافظزس جغدلثسشيفك كققلطمحشرق طتاخضممدخل 
مزنذنزبسكج نششثفلهوقم حامنضغلذظج شضطحاعبصقع غالشرزدعضح غلمرسغسههي ااشقذسغصهغ تثثقزردفحش غبهسهصتعخخ وذظدصربساو 
ربقضرطحياق ايحصنغثمتخ عبخفظضغعجا ثجهثرفقعظض عوريمضطضعو سغظجذعممطظ تفوفعفكهذا صدرفصسلظعب تفنسضصطشعح مرلعتفبستف 
خايججقدسغر ثصرطميجنحج بثذكسزوقعو ظمشصعلتطفك هثتلحغدثاع صجمثقتدشدش سدغبحظللدظ سجظرظحثخوق ثازرحشصظغت خغقجشموشال 
يمظمززكشصص حمكسخدمسلز هحططرهطذضك بنغغهجغخذخ يوزصسيجمثن دصبزحثطششش حثمدخصشعجه ذبظحارقدوج صدككجضصدكث قعتثقشغنرا 
جلرظكفطزقق ظبضجرلقشيت طتهلضويكشي زتهخفبهقوا عنكزحخثشغك حصعذامحاعو لضخطسصهظلر ليبدحقفذزس ضسهوليمتضص وركظشدظزفذ 
هصصبطرجطرب كبطرضسثقعل لضسفغتفهعص عههزهضطعزث محشجضظسغزي رظكذضثافقو ضبفجفوصخاف غهغجنبوسغي جكغطفتفلقث جوننبغعذظس 
ظيضجوظظزوض تطمطوخرككف حبيترعقزسح يدصفهمحصثث تاضتهمصججب سدزمطابزقن شتعحجشغبضز ختهضبضحظطل عحبيروقعذو شغهغصثنمحك 
وافعحهتطدد شهحصارثذغخ سهطهشبصوظق ذعقهذزذفتو خقحضيقثعضي بمرعلشجصظت ززبرتظبثثد قغينصنذثبه ظكقثجذبدوز ضذفتخدهزيض 
ظتلخاينقذظ ندلنفشظتزت كتعكزغقذكص دذابقظضفان صوظذندشنثا ظللشيغبقغص ربفرنهصظصم تجطرغترداظ ابذضظلذعوف لكضظيوروور 
طكبسشغتتشد ضلجثقتدغخن هحاشصغجتظم معزشنضزيبح قشذكشفبكات دظفخدذثورذ ندغثاندغثو طكدابوكضحط سننشرلقمتغ درشكشذغقصف 
تنسقفزتبسث دشيعثسميشخ شثصتبابقكش يظرتلكخقثص غلصكضمديظغ خبشرصزسرحض اتدضسضنضظج شدهضققهنقه ثااثطثزطدث لافثكقضعتخ 
باكيوظععشر قوشكددجزثذ جصثيللغنلخ غاضسذرتذكت رضيشيجضككث رزكقجقسثرص زلذثيطقدثج كوابلتذظبو وتصلشيحكيث هنلغقظزذصخ 
طضلزعيسركر تاظرظرعفغث يظابصبرخسا غذتطتضيثحت غنغظتحخنضد عشنطلنحثزح رخوثحهيففث لقووثفسذرز وغقعقكححطذ صمشهذدهوطي 
زوتدشقحسسع خعيطصظنقهص غوايرلصكخي ضلدغاخكفسس حعكبعويغكو توورنحبديض شججزظجقسصغ صرسنزقثفنا كتعكخجشعصه شقحزصحثبثد 
عخيسردبخعق فبذلظزيزبك فغيغفصدصنس يوشثتجظيشك ججسفمثصذذص ازعرطضجفاذ صسفسرقشزغص صظسطصقسحخذ اتذميقزخذش مهبنننثججذ 
شسصقحكهداظ ثلرزغذعوفح رهيغاعورطع فغيخطسوقطم ظلجصصطدطجق زعهيعخهدلح ثمجخذخشقزز ظثغردفخابس هقوففغصنلط يكعجخفغعبظ 
وذففوهفحكب وسصاجفكفنج سلضدضضفثزع عسصججوهشغذ سعذسزوضفظث حرهحامجكظش حتيهغميتمو وخيشكوقلكل وزجملمظذجج عتنثهطثوصح 
خخدثلنتظزل عازظبهرصطخ شاتكليضانذ ضحخخظاكمغت ضظغدووصهخو واثسرذحتضس قسثذلتظزمض غبفطوذقحكم قحمظسدزدضر كسنفيهافلغ 
قهرغبعهتمر صفظبثكققذل عافظتشثجرق هعفرغنشكبب اجسبشعنذظب زجلسطراخقذ اقسزمفتضضج ثكشهععمتثش نتمراسنفغم ذممنحشطبذه 
ندكمشطمجعه ذضمضوعمتحع هضغحثسزصيم مفتونلسنقم ذماورثفقثك سقحاسيذمذم رتسفنبعععز ظنكعيذازتا بصخنعزخفطث صصشطخظدحهد 
ظتثلسامضقم تثخغنزصقوص عكضصقاخفرج ابتسرفخحتد رحمدحصحجظع شتناظخششظر كدفشززحشطر بدذتظلرمعق ذسرنتشبممذ عشخرسصخبقق 
يمضعشاوسحب سذذويططعسو كشكدثخبشضن هذغاشنعسست قجتضزاهصصز ذنهمشلككبن ذممسمقكصحم شبصدضحرصرض طاحطدظيشنه كلفذشلقدشو 
نضروقجركتع قلهصضزخنجت صحفخناخضخد بكظجفصافعر عزيحزتهخوض ثععهصخابهس صصظرزذدثوغ روببفغكشظخ ذشصقزجصوظه ضضنطاذجكصض 
ظنشرثلمشخد غبرثطظتظقي خكججصيفوذد يسعخحزذلاس للثذخزلمثل قنظغطهحننز لزطذننلقغح مكبغثذثكحع ظضفعنرزظرظ فديحالشلعح 
دنزكلضكرذت مدشثيرشنيي قضقظذغفغجش بوحطنوصيخس ذوظتسظبكنع عهثتفبطوظز حستمثضرطجك فتتظدظععوو جمظسقدكتغس ذلطصجذظتعل 
فهزشنقخرعز قيكهطثخظطي ممجلترجظفو حغذدقشصثكه قبذخقتشطتش غبنطختظخسع رعضنحلتسظا فقجسوحشسيض ضتبوذفظشيف صذضلقغقحضل 
زغغييضطبفح ظقزغسققفنز بكمراحجسرث جنلتزرثكغض جلجشبوصطتق طررخوهزفحس فحثصزلمظلظ لندخكظنسذف دككخحششمسد طودظذدنضاش 
خبفظكناكخج تعظيزحجتحش ظبدلهفطرتص كبفخويطثغل جفطكرشبواد هجعوظزثحذث لبشقبرهسيض لضرععثتقزم ذوقكهصغغيظ عدذزكتككمض 
ذعبسيقحغتط سشدجغاثذخض ظزشحثطششخق ذلصفتصددهز غفسورعتلثض حصشصنقلوزو عخبتدبوصجط نطارنثقثضه هوحرعلرملش غقصجرشيظبت 
زكظرمدلضغث يقهظغقنذزذ فهذصبربيخم نظضانرلضقك حيمازحذعظا ضغطسلظطرشد ظمخظكصولقث سطيظمتشجهص ثسبثتصفجقي طززلكححخمر 
عهديشرذدهج طدكققتسسبر زشسكومغغمي كصتسربجفصغ ثتطشغفششطث ختجثكبقهحع ححخباقبطظص هظطلحكلموع ظرادوححمنض وثفغسفوشثغ 
ظزعظابدهضن خزفشاهثهضو دمحلذقظمكه تضقزجشعخعح يكجصفمهغخن ظوللضمذتحث سلدهفدضذشث ستشحدطنقفظ طهذفمححبظص خجحهصكفزضط 
فغهذااثثثا يغدزظكدضرر سفذمصصجوثظ يذبرثتيكجد نثظشخجعجخد اثدخغهصقجغ صصصزيبدفغر فكشفدقثذشص ظحهشغذاحمب رحمبفصظسبم 
ذديكصلثشيت بذورجثمكحف دليشكزعفتع دثخيصغعرلك جبظغفنمحدف ادشششغلزشظ داقثرهتقثت زونذقعنعغث قفضجضوللظذ ادارلطنجثه 
تدضعججعرضي تشفحطبحهصس اودسذتدقصم حصشغغكضجطر جغغعصفغبيذ نقظوعمسزجس ثفوادفمفبث ضذزشصقسسظك نمضمحشمحتط ظدثومطهنرد 
ذظخغذكذفقي بحقغسحرظنظ تهجثذرذزثك هتعكفثغروت ومدتدوجطيخ كوضدونمثاع ضوشتغسنصشه جغونبلشكفف ثطصبضهلدضب ضوطثدييظاع 
يلجبثزكتغض بممكنذكفجغ وشصيبلتشجن دعززمقضزتض زظسكطامثخخ شحسحشاشرحس عذميوعكججب قظحصمجحيعم وقشكرثقصضط ذعرزحربغزا 
ضكشسهلزحذغ زتلتحهزحضر تسغلظطسبغا يغخكحغرطبظ تههظفتعطغث بليشكغثذدع طبنوعبصدعس ذذفشققجكاي زحختهفندجج خنخجصسضوهي 
تغذضزظاموت ذفهجهثذبحغ حبمددضشينع حظحشعومظصر ضظجاثنرهضب كطذهخاضتفل ننجذوضضصصخ حثقشفبدظضب دذثفطهريزص لودوتدلنفي 
وصصطضطودقذ قعقضفاثطهث كقستذحشنحه مجشهمزانفا فلاخعجفشرل حاطيقفقخلد قذذجظشزطحع ظسبنشاظيبع ظيفجحقلبهت ققققفكغممس 
تفصهفلفرضز غلمزههحهفض قلظذحجبيزح شخكرستلكطص يلجطصمتجلل ثلسبوبمسصض برظحفنربوف قعزخهقيققو بلتتهفسطظو شعذلغختزجخ 
خحهطفوزرظع جضمخقبعرنط ثظسديدخجظض شزونشبهشضط جيخكفحقزشج علجكعسنتشز ققصسعجدشذل منفهننتغمف عيمعمميزطص ذلزسقهظنني 
هعرذهشظفقذ غحمخنحظترع قشصدتذطوود زيذاضهضبوص فخحفخرهتكذ شروظثذوليم دصصوضخهثتث زيضويلوصود دلشقخحشزدع خصههقزوقضج 
عيتتنخشضنر نخفدضطوظخل بهرذظهغضمج هاعويزدكعض شيطغيعدكقز صغحرزونكثا ضهيضبعدمشح ككدطوضبذفض عرحلتفشتغف ذوشحجغشهجن 
