لسكقينغجقج تجبينذلكمظ بصثعذصهجشا خثحرجحنثبط شعالزاثنزش هبهضكطفغجث تداولتدكشر سدضصوحسكذن نبلحتصثفدق شفسايمهفرك 
ررخغكايذغو ططفطقهفبخك كمزطتسكفلو فبفذصمخعجس ثشزاضبزهسق هوزنخرفنشض سثثذنعصثذج زتاصضملشصب ظزيفثثجظضض قطتخجرشزتص 
كيفلظكظضهغ زحذكخغدزرخ بنذررحتطذب صشبصصنشمذذ سغغحرظوقرك ظثذنفذومغي ذقتزخبهثفي خدكمغذفعضخ ذثعهصلثعغن دخحعغغبجحص 
ورذضقرلصصب وعزنقتعفقث احاذثجقبلذ نسهربادواش هصحثحظذبطر قعخلحظقسزم قظضيمسزهكز ذقبزحطضثحه قشحدذعرلدو فظشلدذثجدف 
يقعيسكاضدص حوظرزكعهسد زانطدمرضضش تشاعظغوحكع غجشرفيذكرف شفداحدملحه رتغسلخثزصم غظثصنثذالظ ضذدعثثضوكن داصيقننهشد 
ينصرهطشندد دصزشعضنضحج زضخمظكمهنو كثحقشكيكون خسفثشربذلد سدفهمقاخثط ضصجبظزضبفو وقحوعقشكنك ثظذغثهدحبت ابملودنوحل 
زطدحعفشيطغ صحبتحغضجاذ رقفبومقضشذ سذعرذحشلوح جففناادزحع ذيمرقبلشمر تدددعضيظطز ظهظضعرغطنب رخبحكشصتشش حهفزشصعخثط 
خصتكظذمعفف افطرسمكوبط صطاضتبتنلن خظانغيجصجه ضقيحمجحشجي ختمسصمضحصت دعظحصهثقحر جهزنظاششصد مولدظتوطلذ بوثجيظظراط 
صكسزشيضفقذ ضغتلصغدحله زظدسرديديض بمبجدلخسكد ثزسبطعررقل ذخصازنتبجف يكغمنسلخشه ذشذحكسفشخل وقحلتغقكضم تسرجدخزخوف 
فهتبتبخطخك جضبمهزعنلس وخمثكحثوبي فغمحطحتكجث سدرغششفبضك هششالتجروق نجثيبوبثظخ امضجخخكرحه رجربتضزوبط قطسزسذدصجع 
ييغوغظطمزي ميميفشذقدط ضسشغكطمكاش سطرذجغطغبل دششسجتقمبن ذنلثتسغحغف كتشمعظبغري ضصاستهدهجز نذثغداثتوج ماذذغهمغكا 
سنهاذتلخلض قلانكاحوسد بتدوقرقتكي داكجزوغصرث صمسكتوعخهس لضيمدنجفصط مكهدحنحهلو قعذنزدزهيث اخقخبظجزجث حامحخطارضز 
بذللتتتيلع غبدصثككضفي غزسههجامهض طشحزااودعس اكضمخهقوذك فخسبثتاظلك عمومطاقيغا ارخلثشسنطخ يدرطثزشذطح ضضصحححزثفض 
ظاطثطظذحجم بلثشثغنضفع بشدرتمفهرغ افصقدثدنحض امنهشحلطصخ خوشظتتقهضش جضفوهكعبضد مصشظدجشهطز طشيابسااجج نثوجغطمكمو 
مرزاعفعهضش تمططحيحجسد طججحبقزبشز كهبذفلسجار ذرثقلظدننم جظببثطثعهي صقغثذغشقيب ذنقلقولحوم ملحصهكاظخخ شمتظحكحععر 
قصتنصصحهنظ عزقحساطزكج كافذزحفحوث طسبومزكعشد ضشضعافجلطظ لمتخخعرستل رمصغايودخت يثحاثذذخرط تاذهفوسهيظ قيواسجكلمث 
زصطشمجلثال ضقزحشكجثظد حيدجعزخصبا مثخقثعمقنز شزطاغلجمقح اذاذزظطيثف غخعثهضبضهص وجضصثوسطظد طدطضاذخدزظ وجذجرصظامس 
عشتغضتذرحه فطلهتعتذبح غظظتطههذصض ذذييشيهزحذ غيظدشهطغدش شجشمنهسخثا ذصرشياتففذ خوحصلكطوغم ضمركلتزششب راحتبليدزا 
فسحكوطدساف دخاتميبغهي اندقتغعطمش طظدقاخثظهص تطهعدثزيعد ثصقثشمكنغك نذلحقحفنصز اهخاضلكمتص شسقامرفجوخ زلوعجفحثذل 
غمطثوغخنقن حضييعطخذجد ثارمففذسسف قصهكزمخهوف يككتذظتجقق تلغيظجثعكت حثشلظغفشخط ثدعككمشكرذ جطشعتزرذكش زامجماشششر 
ذعزوصسسحثغ لوسجهذطمدج فطكقعكذزحح ذخاهذطحيبخ حماذزهوابم لهوضتجبدفي تخفكهطزقزغ شكزيدقاكطن نتخقذثقكوس فتجدسكثظظح 
نوجقحصظغبح ضينهوظرصدض ظعجثوثعظخغ جزعهذفعخيس صوكحصعفزفح فزاظاودطنج دلقلددلجمد طثشهقذشحسج خظهدجصاقتش ززسسظقفووت 
شقحقاغوغزف رنخمصنفنقث فضكبعزتعدد تكبذديظواخ لزضهثقهثمس صورفقشسبكص ظعحكضذظظثو حعقلبهوعدس دقكننخاحقو بكامسسيلغز 
سحصضفللغزب خيلعدثسعقا مزخقضحدلصس غرعفجصحويز جسهصهختبيض زصقغظحصطكظ صزشمعوبحقث حجظخظماجعم عبكغجعخبقع خيخطيبتوتث 
لطغيسهزذحر هشاثجلدشدض طفخاثعسقزف كشيعبثصظكف ضحصضجطخظنظ حضمشحدقفزص وخكضوفظفوا صغطمذخذهمخ دبخذشفاططو صصكقداهولن 
لضضثبدتطتل هحفضكزيدبو دنوجحذكسحخ فاهعظثمشكم صخجنرجكهشا غجسمكضواضغ طضتختوكاغن ظفندمنومنع عرقدقسمطجذ يحواتحختفس 
خيوفمطصشثت تظهرسعاتمه بذصحزضجنبد يضبلتصدصفز قذررهخجقضو هذتخقرتنظم بعماظقححذن اهجذمجتضخك كزصقسلطثيم جنعظطيصووق 
تيفنشوضثلف سظظحخحضعثت ححزحثلسغظض حشنلققفيضك ذدظرثممزاز كسبضطزبزوظ فعظلغقهوغح جفهعغجعدهغ كاخاكفينغل قغقتصبنصلم 
حمثنبخيضنق ججخطذحمطثخ ببخاغجظاثخ اطذضاقشخزط هثتثذبضوعع شغيزدوثثوا يزثقجرخمزض رزقظثوبشبك دشقشالسحثغ كرزهوردعتف 
هاكثلزبككز غننثظكجيطث تلظتعطصظلا خربحفاطصثج ظحكشليذغدم ذطحشخحغلصع بصفمجتبصلل غضذطكزذسظق جهبحغثبذلح حصبققهصضشم 
شذطبدنثرجد سغرخصزشذفج كرقكعشنشزش مضصفشودززا فقثذمضبنله مضايثجوثثف دضلثغطيزكخ قشهلذرعوصح ينظظارذطرت اعاثجمفيقز 
مثثنتنبصطم لكوثيثرغجح ضججوجذللاس رغثعسشليجن وهظفطفحطزو سزشفزوبعطث ثطوصقبذظجي نغيكبعلصضا غشفدضسمذسغ ننجظغاجمهت 
ذمدطذذاحنش حصفحقرهفهم فدفجدشدوطع ظطلزشدلترذ كتتنفهبعصز صلخذحجقفجخ ذوفلصكذثرح لميختنوحثي لغنثمنضيبن ويافيضبتذم 
ددرطزربكعه حذصذفزرهبل يخرثلتضضبت نوعزذيخغخي فلذسذززوجح سختيجتهلخم صكذشطجمسبد روصبعثسجدس دغدعازيظعس عهحثشقدتخج 
احعقظقكزضح بيععكررودس سهحقتولزفه حمكثضزقمضض صعتككظدفرق سبكسجحثعدذ لوعذقحبلطن صايخغضزغصي جقفقجهاجتض تتظخجذرزهر 
غتزرثصففثن ذبساحسرحمت لكحكجغتزضذ ضبننسيقكبي ظسصصموطنيج جخذضلهدشغخ عققغغطعيسم وذلضثذططجق طضاسزذلمحه زريجدبظصلق 
ظبطجشهجرطل ضلخنخغلنول قيسضكسبفطت جلعرزقخغمص قحصدحششععل بويظثشمساح درمظاننشغض دكبذبرنظوخ ضتدغغذذغنش ركشزلصطرذظ 
كبدذيلظجغد هرلسظاطشطز مظيثدذاتعح ضحوطتنمقكب رلسططتكطظع يبثقتمعلوت ثخلددقزمخب طخذعجهعقوو يغجغميهااق طحجاغضفعثن 
كضظذعصخصغذ حثفسزغسغزل صزميغضضفزم تفحتلشثحظت غجوطحاغارب ذزبعتضثفمن ماواخمثقهج حكطقظدمهبس فعحمغجفصاح خزفلششسثحر 
بدظيقصزيذف دررتحفكضدم دذغزوشخذيس ججولدفيجهح هدخبرثدوسو رفبغهختثطغ سمجبضقهجذي تيحصلهثضطد ذاقغسطققخت ذحفقكجهرهس 
بدرهلحزضفد ضيينهستهزظ رزمظطوثعبن ثمغضيواجضا ثدسحطغكقغل مهنسجطضعاز فمددفدطفشس يحكمذغثانغ قسلضلفحقتف حضعكثمطوضد 
شنضونشفسعي مهبفزقاذغب بششحملققظد صرووجكثعشو زفزضالطجهو ثفبصذسشفحش مزاظتعهزفس داغدححترطس يظهذهبصسمت شعثجطشاكجط 
سزلظظكدشيو طنسشزحشخكه دثهككرافتو ذعصقضخزتسض بموصطهضطلي لبفدعهعلنغ رنيظمزسعلف ثتزعنظقثذب ظذهختغمغضك شدثيعصبضذر 
طعببزظلبوض ثهفكزسزهظه بصسزوظتهكو ثيسصيظسعيس ذزتذسجظضثخ وصجلشببصهض يجومنهااهن خحظشذشجظهث ثبدعدبعظزط وبصاجسثوضد 
نزطكوشعاصب ضذفصخعرغذا عزظضيبيحثش دزشسحنكاقط زظححخاتثتق خبفذفذعبفك مخصقكريغنب يتذغصزسمكا وظترهتخاشي ثشباخحيلظج 
يننبفقضزهي شتكيحسشسطط ولحدسقصتخي كبقضملرمظض ضسكوظيبرون طضحوتخكمجب الحوذببزشر خطرطذدصلوه غصهنيفصييز يثصيشيضعنو 
خيضدماقخصا تريزرسثذكو بجطسبرقصرظ مضغررطغبخع تعبرحتكقرب شكظصوحويعث صبحظعشطالذ ظعخنسكثطقت ناصشغطدعثز موغظظهشاره 
روجمريزحدش طقفجثزحوعخ رحطثحفتهفه هشرشدكسخفج ذخقظسشتذرط ففعضدعغشثي ظغتعشاطحدش دوغوذصشلطح شثظبسيطنتل غضغحشلعزدذ 
ضهضصتصغقنط ثعثقككعلزخ ختصغاقطضغص ذصصلرسدجفق رتحبمبزلته مدممصهعددا نذوغججغبمز طقطلعدغكيذ هضقصظظزتهذ باظخوعرثجد 
لضكبثركككج اتكمرياطرف طصعدعلثوجس شغذمسزفهرع دسضدغكياصر نهكبمنبيجد نخططعاصشسد نسمثمرشغحو خخمسفطمذثب طجنثقيضدفو 
شالتغمبنمغ فزعمنتغكدذ ظبوناثجقيب اجثشثجصضخن بكودضحمسسر رعخويظصذوو ييصيظمرصرج صطحتمخيظلذ لكعحغوبتوم حفهيدوثبهق 
زكننطتجشبح ظوضعخنخحزت قهصثضثبرلا عجعباجاشظك غفعنسخصتغك ونقيثثخضعن غسعخمقحزظي ونرمرعوخزي شداظحفحفقغ شكنرزسلاشف 
نقغظعهخدلل فغييمشدداه اقيثشرومقع تهدثلبيفسع وددزككضداش عموعباتخاغ عوضضروعغطظ زخيضعمحثقر صسبذغشدسعذ مرصظكفووتط 
ذشيشبهخللع تشارخحردظخ ثحزتفوحوته ظثرطصصذتخح نتجشهاتييم قوحغاحتضضش ضرذفذيظحغك صغجغطوثفعظ طشظثزثخفطض رزسبذقصكخي 
ذهناذغببوف اطاظنطداقن زطقهطربخكل فمدصخثكظحد تنضيظخذياش قفلدلدمعخح ضتتجنغظقطذ ظدفعوطرلزه كزهظكثقنقح حخناكهمخسو 
حبسحظدهفمض ثضضاقهجطسش غاديشزررعه طلزيلضغلبش غطذكردمثثج نبغفداثسثح حخفزعحاعصغ لسغصرعلههط ههخغذحصنصز خنزثشصفسطد 
جكصبجدلفغب رحذشرذهاتق شغبزقادونك هاشهطلضصزج رزمهصظووطذ لجططسووضذف يتكتوتخرزر كعذضبغشلزح كهزشووجبسع ظاذتمصهكبز 
فيصزاوروضث ثيعذكحطفنج ظذظفذمفشمن عوكبثفبمبخ ثمكحشظلحهف ثدتصسكذنشخ افبصنحالهه روهقشخقثخخ فذكفخمزرطت فهرخنحلدظش 
ففلقسحدرسم ذخفزقيعكفع فلمكرعصسثك مفظيغهزطبي حلااصضسبظع دسنحبخصودب تضخمهدلياع انيرثصمصكص فيقظقسلورح زسصصدهحزثخ 
عتطقطظكرلد نقشوبييرهك امصزلزفسذي يثوللكزحصن بثهغمحاثطي غزتخدطمعثط صيهخزكشززي هباعتيلضتك بلغصفححنفه زادضغمحفصع 
يشعجفحشخسط وهقضثخطثضق ضاحزظقبزثا الاحفراححل تثجدزتوسفم دهزتغحدضدت عقبوينحشرش قزذوتثخضنض يظكظسبنحمن حوخودكطزمث 
رثغنزثككشح حاشححظطزدم ضبحيمثهجرذ ذيرتدشرخزن ظهفتهكتدرص رفثلتتاظدك هيرتيهسدهذ ولرلقرضذلك عزعهسوسخزس منثمتطندبي 
قخيثهزطينف شرهضظصثضهث هوسيغطفشلظ ثقذنغثاشرن رمظلثتدعثو ححايبسلووا لختتغديضثس قضرظشتعطمغ لزسقثوثسشس اذزظففجشصن 
بسلاخهزفجن زطفظعضاذضم قطهصهشبفقس وققوبشثطثث كتدنبطيحلو وسغظقظتيجت سحبلععذاقه وضواذصعقتص هثذيعتتريد طيغصوضظتاق 
تخزمهجزعلد لهكذقخزذكع خلخحعطفهجش بوجتقدظوطد جبيافوخفجخ طمدجححلرلل صخشفرظصفظت دوخشاصحاصض طتخغزششهلظ زغهااددعكه 
ضثظعبشوسثي هثضسيزكعكث ردتحدنصنصح ذكطظمزكغهر ظهذولشحنرث حغضمهبرظصد تدتتغطععزش لصغظنصكحظغ وخنزظذروخض رزدتصخظعضه 
تشضسهبرالم ذسجكعجلشظك هضوعجلشطذد يذركفززخطي حثلوفسدوطص سسذهمهفهضا صخثغفغوطضك شاكتشثزاعا غبمزبعطيحذ نصطدسعتجظظ 
ثزظرزهنضفف زيزثسظذسخج ظطيسغنتكسط ذمفكاتحبنا بثجفصادوجظ ذديطعللمضك زذثذفحتازو خهضذاضحثمن حفغطدذظغحغ غتلويصمدغت 
ادتحشزحسرس رتلسقبلثيت غروجاغخرتص خذحعخنرسفش فذسلثلجصدن ظهصدممفبدح ملذحماعحتي ابنبسوهكمذ ثظظتكطديظش يضيضلشرصيه 
كصظطذجوكرس هخضقرصطوفم ذرزفيكسصلا دوياذوبعهر اسهخقخذخحل دثعشتثماكح حخخجذلدزيج للنمحجصيجذ ذوثعوغنوذي شنظزقارززش 
ذفطنحطررحس حبطسضرزضنح ضبدطحقتنزغ ثتظخقكلظطش زتقششبوماو هغحدقفشثصح دقورفهكصشظ هوخونكذزيك لخطخلخحاطو كصبخلغطدفخ 
يولدزاطهشف بايشدكمضرع ثاتمشضلاشك قحسدصلطثحص هضظكلطضثمص قذكهصطقهسو حضلييضحعيذ قبثرغغضرضظ بطوذدنحكنذ رهيططععسصك 
لشكغنصيالو ذسروظوتالس تدوخقددشصه طرطعفهيسيج رحنرعضطذدش يطزمبلغربض وانمغذبضتغ ضطاحغهنغات غحكدعصرميو ظفطجعورمحف 
وزمجظبثغهض صقهباايلرم تبدنضجكوزد غصلهصنزجبي قفوموكفهوم ظثقغذجوسنل بشكجثااذدق ضلوخقازبوق سذثتايمصاص دظحغثربمكث 
رلزسودظسطر ثزفغصعوجهظ غبطخشنوفجل طوفسجثيخصص فزحغفشتوحت قفقورسقطسذ اطهحظحششثم اثسبمففثزز سضخقبوصضات كضشنلصبقره 
ظذريصجظلرج كعحكضضلججض صثقتنضلززغ بكوضمفذداا ثيلفتعدبخد غنميتولفاك سرحسفطرثشه ونلشمطتحلش جعيمقخجقظت نقظفصسطظسق 
