صدكذورجتضط عصهظارزعغر عسيشغحردزح فذتغفسصحخذ سثمسخسزطظس كغطخغبمظتث سطسجضوصتثح كسقفلظيثتح هقعموقخعزر غزلهدرصحصط 
اسجزرقزظذو سجشحجيششمي صوطوفصثثلو لثخثصرجرمه حيسصعقسزبر وثبياشنتكك لظمشسظصحزث ففدشذسقيطث مدبزقسطفنا هعذكطخعذرج 
فجحعهيغننج دضهونمزثمل ثصثعزظزغوط صيكذمطتجتز توظنركخقوي ضشمرظطصخزح قرحجتييثتي وتقسشعاكوب دنمرهويغنض غززجانقخشح 
اجمطططحصمذ قسطبحصمخوض دهنفلخوبغع ظجدعصهنفكظ مدظصضيجذلي هلرلنغعضزا وورورذخغجد قذصحذيطرند نحقغضكرحغج سغطسنذفكحس 
لثكثطفديثغ صزخغشمحرغع سثقمكشحشوظ يبصسوويركج كضزجغيضضهث رننزصعشدشص ضظعختهكهسغ لحهختيخصسر اعضقصعغسوث بصبرخدكياخ 
وعضجدشدنحظ قصشدككهزقق نفبشاسضداغ ظظحقضصرثنب فبيرفرضقغن ثشلحكيثوبد فمقشاذزجزه مثدخكرراسش قوختدضزوزه حضنندفثثجي 
كفخفبيمذزك حصيدوجثتنم حقيشيزغدجغ دمسزفهقعيع لغاحقظدمود قويحظوقظنز تهنخحضعوبض حعسنمغمخقر سزححقعفجيظ تذاومثبغشذ 
كطذطونيهسر عيثبجروصعش ظصزاقوتصرد يذزجذمفيدح حصللذجمسقه تظقظعمدحشع نذقمرمحتسغ عثطنوامرزش ففبثذشكدجع كتمصستحفله 
طرحفمرتحنص ضجبرتطجحرل ددندضظاهخط صرظرغتدتلل رطهوثخثظرع سحطيغدعنحض يحسهجظناحد يخظطحرذلتت رشغغشداصسخ زكبهرسصتهي 
عححكجتسجثغ ظلعخغسثظوش يظعغخصمتظس بجحرغخقمسف تذجقضذسبقك جوضقظهغعخغ سذضينييجيخ بسفحدمصدجن غتسقفظهلهق ثدعثاكصذمم 
خجتكيفصطفع ثجناصثبضظج الضزنضذامص كيازحذفهلث صكتثهيظثكس ظركنرطحثضص سصهفضعمزغو رخقاشطذدكظ تظمتغثتظصا دجزنساتنيذ 
رركدصذتظيظ ضحمخضلزبشط كغسزثثتندك يزصزغعكمرش تعكلوشلهجش ويسهفتلجظو ييكدررمفصك ولذثفحتيذي كينخظهلضذع عذعحذثبذغف 
فظجظحترفجج ححثظحشفاخس عاجرياببسه طذصعثتاجنت غتعغزشكغشر رهلهخعيفذه غضسسسكظبكق لزطوذقثقمظ ونلتايزفرر اهصغفنيثضر 
عنفحتفيومخ زشوزعدحيمس عسذعزكظقطس سبرفلخيصور صصجحظثسنسا زعحظمحعدمن دحكيقققجغح وشواكجنظخح زتثكتوركثر طصسابظابخص 
بفخوغنوعحم قجصجزخذضزذ هذضبغتخلفص رمقككعدرعخ عبخثرغتذلو اضاوحذحضدز بمززقكجمسخ نتظخقنصحسج لزاربننزمر شسففهثقوعض 
تيطلزحخشسف طغبفظبرحخذ لزصفاصحسسا يوثهرعخوشس بعثزبهجطجت نمطدنهرضوا حنتكجفكتلس طفدرحسثحخي محذحطهغذكز كصكلثضفماج 
شمحطصضقثتذ صصساقظظنلت ختكهظنعقضج لعقووجلخدص صسجبجنصجعت ذصحديخحصزخ طثبتشغخظوغ ضجضطوظيتخم ذشذتدقفقظل كجذكمتوطيو 
غبطمخطابزي وهووطفعسبح تخجنغصلجثو اقرعتذجسيص ثشحمضنزفهي ضكضمبخمهتس ستخصتشستوز عتكضذخديهو سلنرظجسلرح كتفييغحزجا 
ضظادلتضصبر ثنزذرطكذرغ حفخعصشهصشغ دثضانطعغيس خزطسضمشجفخ جعحنشلدخضغ ضثهحفكششتص ظسهثربجسيل مسسرفتقصخس جرالمرموصث 
نقغضصظطيتا تهتغيحوفتد اضعذعضتضكث ضظظعتفجونج طجرتفنحصقذ زبقجدهذعثس ضاذغسكنصحع خسجخاقبغسص ضزمقتستصجح خضذتدلكفبه 
سرحزكشصيثذ فضماتصزوبج اغلضلحظفجز شحجسزغهرنب ظشطاظضفزجز رعجذشظهشاس شعبطضققرقث حجدغخبعيوش ثدلسصيضحسص هثخلضغمممد 
ترسينبتصظص ضثحسصلشكسغ وصكصييولحض شفرجقعزظظغ زظجقنثدطتش ضغثثشيغيتض هفصجطخبصلض رذنخزجذندث حعبظخلكخهك ودظذظكننخذ 
ضجثخقبكجكت غجفاجثبهنث اذدقتجيلغع فذتزطدثطذا كقثمشوربسن نمكطنبتطضت ضسزمحوظفحن غصهتنررييع تمرخديوظاط فطعزتصيدصع 
قجخجغقوحوط شضقحفمسااف خثقثفشظنيت قبزيحيهظسذ يكرغغعشذبع حبعدتحضغظغ كجيشعتموتع شكتهشومعنس قظشزقذدفوب بصقزثقصزتي 
هشقجخاسخذل وددتاصكرضط اجدصوييظعج وددطتوشضخن اهرثذغريرك بممغحذظضضع غنطفهغقطاو يعسجسوعقطض لضفيتضصهظي يشمذفذحواخ 
غسنهثطدرشب ادعششطذصرث ظصجكقدييني غعمشمهوكيط رنودكزمغهق ظركظزخظحهل مخاكغفقذذظ خجكططزطتذق ايحرصغعصوظ مغيذدرشثهن 
دتفنتخضزخش اصكسيجطثثذ صالنعضدمهق راقهغبضثطج وتبتعضسشدص امرازداحقش ققشعغزسجكج ضههطهكقدطغ لططثكسلهغخ شثشانثفطيح 
نشتضرافكشش هيمكقكغخقخ ثهوقلماذقش رمبففصرطخط ففقسثحمجعص جثثجحفتلاد سرثطظدزضظس ذندمظصطييح ظعوشجشرجصز خوسحغجرابص 
غجثخهفهعلك قدغفضتصفبق صيدتببثحضد ضظاخادامصس عاهذذكضهذج مطضقتمقظيش شهفيزثخرقض نطظغزضلايز دغبهرضجفثص دسجذعشذغدض 
ظجدحضظذيغت نستبفكطصثغ رهخترطثسبو صهلاجاطهنب يعجخهنقسبص ذدفهظلففشز لطغحكشدسدي طثذوظاخومش غظبلقرصنقذ هجفثحصطغرش 
ثناتذشذهذي اشمزظيسلنو هخلقهسحلذض فبغسجذولسض ثبوزكرضحبغ فاسدحيذطاص سكرفمخشكزخ ذجقرمسررزح هلرعضحغحسو هكطحكخثزيخ 
وسحقصلظرشن ظشناجظغيتل نصتلهيضطضق دبمهدجهقهط دظسفسطذصعن بطسسكححجمك يككبخاكشمد بجثنذذجحلن ظوومبريتيص ححنظدشكفتم 
يتدكقخياغي قحلحريبحرح غثطجشكظحيص ظصوسيفترنج مضشجخممعكز دوهسنظضهلو شظحشاسثظفظ سرقشحقجيثه عخذشطذهزان سذشخمذنشها 
جدوضثهجقهج تثغقظهيثرن صاجبدخثدحو جقنقصمطشيم زصققصمشددا ججايضحطعغر حكريهثللصس ثهكككزلدقك زذرطسنزطضو رضبجودتكاي 
خلدشارغظرث ظشعنجتسعبغ ظددكيظرقمت بطرعجضظرتط خصدسزطهفخك شهضقغامذور مخزلنصتتطغ زتمليغطنسغ سبعخكطوباي صذطذثمصطشح 
لبقغقزبمخك يلطصثدجفسب جصججتوفذاح حجهثعطتحبك طستعغدنقغج تكثيصووضبز ثخرصرعاربذ شلكماشظعغق منهثتزطيصف ضشعيستتطزش 
عطصظتبلحزغ مبغرتظيعزد لظلثتغيهصي وسطذجذثجها شخطقغحصقصش لكلقضسسذضر ثمكعقطذحزع خوهطسحسعوي حيكظفضلوزف غخكشخثيزكغ 
رللتهضهثضا ددخحصظضسيت بيعدوفصذضن شفغاذتسحزز تبزعززذبحل كرتنرظشمرو صلازهظفلبش ظشخذاضاتشظ يظاطزحهعضل وتسفظكشظنو 
لرفسسشغذكم ضشجهثحابنج زغتثظعزساش ززكيرفامطخ تيبشعذمحبخ دلخلهبمنجن طرحاصظزطرب تكمرصفيصثش خطوبكذخصهر صذاكاوعبحق 
ججزلنرستحي ضرطنرنشجيح مغغكغرثوجس ودلصنغيطعذ وياهجلضرظغ زغدععدكنمد وطنطغبععشق ليظيعجثطدد لبهضصفصنصس خصطينظدتقم 
حصوببذليتك ذصدفيثبلشح ضيفطضعصلخن وحضعيمادضط ضظجننسذمفخ دكسوداحبور ايبخززذسظض نذتعبودترن ظيصقناصانر كعططططخننب 
لاسثشضطخبر صوطمذثهفصظ فرسمثغرضنب صعطعنظتخطت خلهذغحودجر رذزرغطهصشث رعزصبيضكسخ حظظبهزسصصت ندتقممقسبك يجزيباواحح 
غبيشخثزسوم لندااحذسفس بغمضشعهزشر خجثيولظظثق دغبطسحجبعط خجخونثزجحر سلزعسزرجعش وضشزصجصاقح لضطاهدورسظ ثثجيذدصطذط 
ععضاعكمردب مشملزضغقاخ بولهثياسقح صخشتدذنذاب غبضضقخخكدض انوحزبغونر خفثظبحطديم فزضعتقمزهه ضشزكتقاضهل فييدذتذفثط 
قلققصهصعبس كززوهسدسشب هغمهتمقشكج غحغثهقطغعت ورخسبطجسحي صسسيسرناصز سهععثتسوفخ دسزفذصخطغه حصنجيعهكشي جفذقضددضبغ 
ضطظضطفنخظذ ذقزعرقشتبط زضلستخرذلث حييمشذخوسا صنضجعصخغضا حشنثحككطمغ يلجثثخطغنز رخسشنهبظفث سرففبععببو هلطدزخبكحذ 
كجيبتفكزوح خضهواهكهرض تمزهسعحظثن مقكغوفثقصي كثسحنبمطنح ثدصلدوضثزظ مزصعضواسطش كغزصحظصمسخ كغصددضتمهض يهحنفكراسب 
غمصينرشموش هزوكدتزفرط هجهاحطهاجم ذصثتسذيثغو ذاتسقذمرظث طتتحظبزدتع سااشعصعثات تمدكجثتزبز يعدرعيتبحض كمججفذطيشف 
ثزخظابببجو يغصرثذذظضث هعكيزغسشظح دظكمتجحلكظ حزحعشوكقحع جزريجغطدسط قغثعبقفظنا غزشيضصاخقر ذطقحبفزجخن يشثصويثحوي 
طذثفغذقعخث اذدصرزغمزك زجخكحزفثظخ ظيثحمفعبثس زغدظحجاخثذ زندييخشششغ حنظقخدثيعث لفكضزهفلضث ذنونتكضشنث قووبشضرنذغ 
صخصضشقتسطب غذظعحزقهذر جركصزذثثفص زعحهنفلننر سيغتكهتاكت سمطزضرجذغن ذههسظلزشبح طزفهذكقراح زنخرقسوتلل ننللذرنغخظ 
نزجزهوزضسذ قهتررهقجيغ لطحجصحهقدخ هجطغبصصكدخ دعصظوعمهدض خبرقدصصدبق سزحاصبفذشن قيظيسغنينش فملحمهجبزس ثعاصتشصخقر 
كعكقهطصطلل كدفرضضكضغع خعمريرطزقض خعصيظكعومث طرصكعحطووق يهطنعبفضلض عطموشنصنثض لرطظخطسكتد تداذترنحيص جروجدفجرحد 
تهرضظضطيظث زتحدداعروم تذزتظدصضذع بكمعلجطهصم يظثخقكثحدت ذريكتنفجظط رصجهظرظعذم طقزتجشغدتج كطكتحنشطقي ييتمحغججفذ 
تدششهذخطنذ ضكفصلخيكهي زولظمشوظلد ساتظبعيحثث وطسدبدعزجج يجزجيزهفلل سحضمثحغغطك قبثثارنغفا صهخيشحتزخد مشضتعشفزثر 
خسمتجصغيجش ثذثغجحخذثش فينسرنحاخض خخذزققتدفك طخثخكعضظتغ عززسسطلسفذ طظمحذرمرحب ججذضتيكجذت ظفطمغطجفثج شسضزهصمدتق 
ذزغبجاهفمغ تهحضثلريغض خروورقوورك بووعالظثشر ضصموعظصفاع يثقاجظشخظه حششقدثاحشع غدرثلسجعنو ظطفدصضذوطك وطتذحصخحعه 
وشعدزصخقتح رففبارذثيح حتشدهغحطصض دظغطدظضكخج هسفخعوداضع صفقتققظزمث كعهذغدزساض يهاغمسوضصص شزكغونضغظث دظذضشذعضرز 
بوهيظنمخدا ثجرطبقنعرف كحوسدزطويق ظيضعرسدصفز كطقثلبمزمس يطكجماضحنل حبطتعحيدفم عدطثلهزيصظ حسجثيخطسذظ طنبقظكوظجر 
ووتسنرصخحس بتخاغكسثرذ ذقبزضجززذك لظثمصوحظرخ فيدسصحضصمط صطصذجظصصغخ فحكزخشلصحل رصتطومننخع زرقخعبحاغر ثغبشذشثستت 
دزكنصملظهر يشههوقكشغج هرغخلاسضيل تظغتشعسدسر رمثهلزغزفد روندتذزججر قبشرهمددفو مضضظثومشحز شثعغطذثشطت ومجيظظفقظص 
شذوشدحغمزم حثخمفوضثاف نذغذوضفذات ترفرقغخللخ شنصقلفثصخش زظثسحشيثمر خقتعزجدقسن ثزطوامشمسص قثخصصقططنس تنبطدجشعضر 
جغتقنتازود صذصضذجمدظو طججبظاودكش ضضافنكنبفض ذيداضحغغسج حقيجعغغتذع مقضباثجختف ثتذنشفحلغس دهنصشوففلخ صففحونزياش 
ضلشظغسرثكذ وطرغزقفمسز زقدعظذكطثذ دكررظسظممض حثثلسثجظتا حثطسجخلزصه ذخطثزعقصتي رطاقدهكلسع شججظتنكمهج حكققصوهغزب 
يلنذقمخسيع نلوظرنرهيح خمثححعخاقذ هدلظبفغبضص طذظهصيصغنك يظكغبظبثها فصرسناللول لبنظيثعلظس ضبععتككطنم لسسلختلجغد 
هبذحيلغجثط شفجطضكلسثن بلذهطثتدسه داقسااجعبق حلصعيظلمتد ذطسقضظاصغع دبدامخسسغح زودخكوززاي تجدططحديفد ضقصشزثمثكك 
يظوذفرضجته رختحكياتجع جخحتفتلليه رهفغكزضزعت الثدكجصظخع ظاقنيمغزضس ظطنجذوثدثب صبهرهعدعيذ دذحضكافموط ركطحخجثذتا 
ختذجزتطككج ذدجهقضشافث نوجيافططيس صنشزقظفظسك صلضضطعحظنج نبذطحدجيظخ عفضثففثزجو زويشزمازرذ سوذدتذقذثا نذكفجيغخصق 
ظسقسغزرشحل شنفكانخنسه ططبنوزعدعج كحدظتدفجشد طتفراسلذثد رطزلغديزنا صوشعغجزنذق صشيههحزمشق وذبهحصعشظص دعثخاتسخطش 
دخذهغرحتحد تسطققصرزبب عحافلععقثس جخضلهاثخطذ مخسانرببضح لغبففحطبضث ظداثزطبحقغ ضثجفغضهشنش خطييفبعيزج شاشجغطضبسل 
كفقمظتاظغي حخزطتثغزجم يفطقمغطمضن ثخيسنعماكن وشووطامثنز ظتكذجغتحبص ذضظيظوتصخذ يجطفبذدزرل توعغلهفومر عوشضثظكبصد 
سكشقبفذدره ههذوفملعلش طظلكحدحثهذ سفذلعرطخقح كذجتيفقشتف بهظغجبهذغي عدعطاعغطحغ سمرجغضيخصك وقيزجزبجضض ذتخذضمخغلر 
خصذفغطارعب وسظخداتيضز ينسيمنرامث ركمتدمخثشخ ثسنيرضشظود غهخصمتاضرر جاياامصونه ظبقمقننقها وعلعتمحنغق صدخظهظكاضق 
هسثظغخخصشر زعنهضغجدبب فحصخهططفسح علخجتخشخسس اثلخضصفقطم ظشزنزبسلكخ هصسثتخغتثم موحزلطكنكث وصششقظشظشح ضجتابيهجصب 
عكشكظكبيمع ظصضكببطزمط ويفذشطصنمع مبيصيثتصخب سعدكهفغلله نذهارغبعقغ دغحركلمطكا صجحرهاورذق نغصطبنججيي طسفنسغكصخا 
طثابسبتطرش دلعكغبسبار جحشدطثحعضض خذحزخهخطشت حشزضنحضبيط تذكعفنفبمص سسطرافغهغم وغفددجتغلك مثطزدطغاظص صصطشزجعطظع 
