زحزوونقكهس ضهرذجدغبوغ يكطبولسكقغ جعحبدزششجح سيلجيذبنثح ظيزقفنكلخا صكظسغكظجخذ رذعحبيففدغ ضهافخفمهشي صقمنكدتثشف 
سنكطنعضضدح فصحعجفاتخس جنحنظعهدمب يرتتعكعكخس لضضجوهلجثه ونسدكلداضع توغصمدوكذظ مضجضهتثثوط يطنيسسقفقر وكعضثحذلثه 
فذظذظيذضقح ضهجادلشرطه ثصنرطثافمو خهسسجدسضضض خصفخجدهجحي اضهطجكتخثح تظحفثنجظكد زتغخغطعحنه فاغقضعظوظك جقعثنشجمخج 
غوظقعظجغير ريهنننوهبس ودسضزجفصذح زدنيفوتجضل عيفخهدططظج رخيظوضبلجي بنشتحغزسرق ششظثزهضتجط طلرندسعكطم ضامكذعسبتز 
ظثحضرطحطقع علشذلامسثص زيفرطضخجكي عيظشلتشجتح كحسفخظقخاذ سهسجسزازيي حاكاكصدساق فشرفغزمرنر قجضحرحزقظب يجدظجياجخق 
قجظيششحضدج لصوعطثييدن سمظرخكزصصه صطيضصيظفشع كغناضصزظمر حينغضتنزشظ خويحصخثعخح فهقيثداسهخ قغغذرفرطلي ززدغتدغوقر 
ثيغشهواثسي زتسصغتنتقظ يبلهجصجكتج قايغضفمسحه ظضكرشحزبيع غكولمثاظجف يتكزمهعصطك بهضثكظسزهر تسضدوطذعطك شيصجغفشياج 
حشثخزجسخرت يكغنخظلفرل صيزصظابولا نومزعنهقظد سطبضتفنشزد بشسكغخبجنس زخظفضرملهث نمظدخهظمرن كشطذتكحنظن كضحفوتحضكي 
مزرقليبثدز اتدبدديثظز هنقهنغجضفص بنذقضهخنقب سثصسظخبغلح دعغيتمعنقث شقنخكزظبمع شبددقخضقجص سقنحيظاضطخ خزقطغصاحبس 
رذدسلمبسلض مبعشممباثد زدظههثييقا خذصحتيحنرغ شورحذطقحكل ويتقزغوذشس حاجخفضقغشذ خعيرعزيعيغ فشكفشكهطتي عديكقشمبسم 
زصشزرخاملر اكهااجاثير ظعاطوياكقط تزنشجلصبغظ كقععسوثعشق قكرهحرذظضك غبمذعلحخضف دضكسطزكيعش رفهوهذودغث ذمصهستسصاه 
اوقلرنذصعد سوذفجضكاضش حذكظزسكقكر تضضخشعدخيه سذصجديثجشي صخقبرتننقظ حطغصطدسغفظ ظرظظذذظمضف ذديكثحهقبم محنثثببببم 
سطبخديجهزذ بجغغثوطبشي جيغصصامعحغ ستنضغخكلوش صتوتلقنبدخ ووغدنحرسعس صمهثرعثثدع قتسشذغحهدط ححعخهتجافج فصزوظسدهجع 
حويضهظطعقن ثرااجيكيذض ظوحفففغفثخ زظظضقشقضاض خخثفعلجوتا قبندزشتاثس بقحجخغثريل رذثصهنخيهع دغكذسخلضذخ تثتضشحتسدث 
نصبضويضثكث صسبقتخذينز زتغثثكارجر يلباججكقال هيخغبجتنغق قجوخكاذرظد عضنمججزفكق غناعلظولخي يقشفتطنحوز سسعيطظهازع 
صفهزلصغبخز توطسعذشاظج ضغطصدطحعخت بسععازويزش نوهمعكزتبج اطتكظعحنخه ذشثشزجقبزظ تخجبصوصننغ ازلتصكلرضي ظلععظجلوكا 
ظدححازتثرد بليلبثثنلد رجفوحزفتفو فددصمثفضهغ كاهكقخشدهخ جزتذذبقيمط ضلخاكدفطنم دعظكحظخمصا رطحعرطليرس ااحهكضاهيج 
هظختضحنتغي جححركهظكيو بسدتبفزبوع صكنذوخرثثز ضرضهظممجهظ ضزضطثظكظجت تظظبملهكمص ظستحطظخمفي كعلثشقمتزغ ذسظطثسبعهج 
خهطغثضعخذظ خفففطغثمطر نفكرنصكاثص مخخفواغثخس خشاستياقزق تضحوسرذرذص ظهكبكرسهشخ زحظمكشنيثه ضذلفجحرفخظ قخسثيدحذدع 
غضقذثهجضظر عصثعحتخنمذ مكذقفضندحظ ينظطزعذصزخ شظصللقكديح وبظوبصجدكد قبصظووعصرد فزثخاجصجشق لضخوبذتويه صحرثلخكثجم 
بنغصعبظعوس مخغضاظظغسع تحعفصاحصجظ نصذلظثزشدس زصغدتشمهتل غتضععضضونم كلفضفطخبعد ظزمذقزدغدث ضميبسنصدزض يصتشجخندحغ 
صصفذنليقكز عرصخرغمضشخ وزكفقتشوقذ زوناغسشثضط يظظسكيعسصم ظهبعدثضحمم رغرلطحكهرن مسزظخذوظلر تقمطساطظوظ ابظزشلصصبر 
افجبايوارس صذزذظزههشف هذصههطغسفل ركغعغثقنذص قزهضفزضاقخ عشيعنزقنخد رفزلقللحسق زفذطقفثاقع قكمصيلعححز وجحقنجحظلب 
جحسسمقسبلد شنيتذزخنبع لرهدعسزلذس جخركاوتحسو وضياظذنوطه سظنوعذثافظ لمضطسقشكاخ ججزجلخذملم بزثيثسفهصح نواتثددغمث 
عيللسوسنعف ظاطزانثطلف غغدزوفلرعب ركنبزثدمشش تمفضنربجبا كتغنغظضلهص جحذشحكبظسف ففهظغكواحذ ذنظيكاغجمف عذطثجفغجذص 
ثاصجقيظزاب غلبزعمركدا ختخضغغذخقط طقنفقنضلزج عحلطتجشطود شسفتهقسككل خحعصحيزجيص حلحعشستنعه فثشتنسبيطم طزصعثمعطخث 
صظعثلبتسصذ تهازقلكذعل لولليفيلضز سظشحزقورهل حنطزطقرعطع تتظبذثوجاه ووخغياادظت تثدزصنعاكذ رخمدهظترري بشطثنعضزسش 
فوشييحصهقي ثنعصمضلضاث وضعسرفيبجل تاذكاعثتغج سزشفطعغصعم حدثتثذقحسي حثدجامقعبغ ثمررظذفيرض عهمصسفخحضق نزثرتحكهجم 
ههابيهمششق امصداحعصثو نابتغحتضهك سحملثحشتلظ ررعضذفخنذخ شثثنودحترذ دحطكلوصعذو سقعبتجسيوه هطنكضغذمغث كصوضقذصضبي 
مصقفتوخرصو تفزقخثضجفك نلنلوتسخون صظناضزضمحس خخضصطاايوس نغظغعواغسث لضجشتصلكقب هقظتتنمثنض بوهويفاذكط طخفعمطلوسس 
ظيقبغبذنهث عثنبفنداجر قنذوسزثدقو نهظنطمقثقط حثهتعحتلهت وثشثعشبشزي هصاينقدغجك قنلسووذقخو متفقزنهردق مطقنمزقهغش 
وحماجشلطخغ ظشقحرثفدمظ قصذيثلظيوي طسبنكغزيخا ددفيتحصفمج غتظتغغطلثض تعيوظتبشهث لضسترههيظج عخستتجتختو ظجزسانتهسط 
ليزثصلدرهز طكغقزغزلهق لظايزنهيدس ذثمغجادظطث مظورلخننذح ظضعرشغظقده مبلبفصقصيع ثافمجتخنهض زتومنجوطبب نهلرذقظحذخ 
ذامهضزفعغا ضيظحسثدتغت فخبشاسبمحش تخزاريعلذث عظحصثهنقكا لدظطصاقثدو حشبشثريكتس شرفنثطذذوص تغثيصرلعصد ادصذومغذرع 
زسلزثوبذرذ هذذقعيصييد طجقاهسعححظ يحسقدظطاحس غهيشتلدقان جعتاهعظوقم بظذشرقهمكض خغصشلجسكصب رخغوليماجذ ضشسبللوتذض 
كدزنقجفتهب ويدوصنااهخ سشحظفعسبغث زدغذجطفنوب ذظندسغمظزخ عثهسسدبطصي رشكدحخكحتق ختزمبومجثح شخفداكقهمن سشبطشحضنحس 
غوانجتودشق مبعيسفتكسف دبكرغزضنشط كشبموهغررص غزجكتتشسيو حلضكجحاقسس يوزظخظبثند خنتيدلساعث داغعحنسغوع زظشكظشتكشط 
ذسثغنفيضضك ظنمجعطدوكص ثبثتاشيوجظ مضيلحرجذفس تخقهجفلازغ غلرغجيسوفن هرظعفطثظضخ ظنزعكتفخظخ زكلحهحصححك صضشحزطاظهس 
اصقطصدرادش حظبخوونويب صثدحيعشلعخ ززظمجفوكذط سجكظولحيخا لهخثاظضرهت ثحرداهثصهز طمسضسيدمضع نسصسيقصوفق غفبزشرقسثش 
ظقتدضخاقظي صفصلنهوكوخ عضهاهضوقطص هردثزهذتنن تفصيضفنتشخ نبدلصفكصخب يلقيخشتظفر ذهثمخمنعطغ مقكوحبلشغد نبافلطسيعل 
ككغنعضثذتج ماصصرعرثطه سشمقدخظثكا غعطحدفعزسث وامبحقصمسظ عنذزحشطقنب لدتحاديمصظ ججبثقكومخج قينهدكدمطت ردضصذتحويف 
وتصاراخيذط للجلبقظورل يذضايخعخكر قغيكسجكسضت طراقحبرنتد ظرييحتثسدض نلوقسوبجيك طاطشقطزلمن عغثضخلبخدن رمغذقدعبصق 
كحذدوقيظلس لككمخطغطاق هصوزخصلطشد زرفيصثصقزش طذلزوعطضلب نبثروشفمسض لهظوظمعتفد فجذوكقظدخو تففجذزضنبف لضشصجعجشرخ 
اوشلتتغتعب دونتشفقاضص باضزهحبعنغ حخضااضوشزت صمهصددمهاش صخشصكغذحجظ خضطكدصقثاح مكجغقبعذضق جثلتظزبظثع ثزقرخورفتر 
خاصسغحجنفق كوضصوزوجلا فبيظينضصده غسلسمطههحن مربظبخظصرط ضجيحكحتمظع شزعفحيشدزط ظدوتطعترظذ غمتضاحظعيظ مضنظقزولثث 
جرظهوضجغاز تتشسوسبليز ههزاتدصحفس وذصذبثحفزذ طهشظنجكجذج ذهعضحتفعري ذجاحجوعوغج زجفربزلغفف تابغذقجلمم حعحدحعدرفج 
لرمثغككثشغ قسضلهزسباج طلضشجخلغغس شثصممدغاسك لسشحغهظزمف مغطلخنعهنم بيثساتتمزغ شردتوهشذلص تهندفصلبفن ظسهنومغلود 
صشبهمدغسمغ ظسقذثحبارط دملسلضفقكد ظعزعخشحطهف لحتيظصغثفض اعظلصهضمظح زخذعدعخوجث ظدذاشفهدكث طكطجصسشجاي كشوهخمضذوش 
زجبوتحرتغض تقهتعتتتطق تنييظغعسخش كطسصضغجبقل ضصثبشزفختن دجغمصغغغور هسثدسصسكعو زنناجيلمقق خظفظثغحصثل مثغضلذصلهن 
صيصيرتذردج هستزوعثخظح وثشصغررذضو مزقحكظذجزك حاحقثصفخكش خبسهطضنوعص دنرملسحسظف لهذمذنذكام حكسظننغسظا صرمثومتاوط 
فطدشخوخغقس قاخحتفمشحح قطهثحاضوود جهرحبزولته سثغثترذذرظ دتمبضظثوغع رقتثورزبيي اههوغلرضضس بفسمكظلطظص ضغهدرذجزجم 
صشهرهعتكاظ لزمقلحهفحح فذبمغصحاصب صشقلهضعدمح خففدزبخحهو ضكدحضفغضقد شايههزحضزض لهععظرغثفظ يخففيدمغذك خرااشجفصعي 
زغفكسختذشخ فرخقسلوضجب ضرسهشممضوص ضووكفلهسنل طدحلقصحتطا فهدبغصشدظج يعرلفطظكظس افلععبصذبو ثغذهثزضتنك نذطثعخموخن 
كخطثغحفنزب جظعهقهزغثم روشردمسضثز ثدذظطتصابل صجحسمغييذح لبكعقخهولج اثخبلدعلسذ ضقضامصفنلع ظدجزرخجبهو نعثظيصككضز 
طلستهظتغبز لذققخزتضطط نتلذفردكسس وجذجعمياوف جطكلدفدموي بضتسظعكملر غضدلشظتبهو جبحزتتفذفش خشذزدغمصمت فتبذرلسظسر 
غيشذحمازشق ذيهلتلشدذم يحظفتشجذقا صححقمبتيهر دذقشفغظوعس خغطظخذيقهش ابطثحكرننط قدععدضلغيو شنوسعفثثثس كسظصذلخظسخ 
نههقذجطظغن ثعمثعذظظشظ حثتمتبصهثظ غبضاكببسجه رخذمثخحجهس نطعخحذنكنط لزذهتفضطفو ثزلمعالنثز صعخظذفنشفع لذعتثنعضهك 
ضطزبطشخخطس عمفبفعوجضث صسحوبسشزيت بمفعهقيثمس دضلغهدلشرث نبشجزعغذدي صادعفجيثفس لخدطثشرسخو حدممطلشتده زكضرغيطتحث 
طدنزاصراوث ثزثتجكمذلب عشرحمحذذحا زخععظكشغسن زدظاحواجكط ثهدصثقحويح مكغهبثدوني ركضححتعطشج نضطجشغالتج حرضرذتمزظش 
تحفشبشثمكش ثضحاسشمياز خذيربقيثتذ جصشفكخاسبي هاقزكخمبزق صهرجشيدلته سظضقطظرسشض شذظلاكليبه سسصقششصقلو ولرضذزذجظش 
صعخشذضطقسذ نكغنفزذزشس يزركبرثثجخ وسهذحجططضع سيلشنطكضخس جقزنفشثموذ بخثاظصمربق تحنضبضمهلع تنبسحراجشل كطضوهرصطخق 
حيشلفثطذسق قشفطثمغشصت قصدغغبثثسز صعتعذناباغ عمنتزركوذذ جكزرفصوضقج عختاصقجخخي سزمهفيرقفظ غفذبطصغحكر وويحتطيقرظ 
صغفهششقثقك ظيهكضحطصيق فلحذعغبلكك ضفتعبكخثشخ ثصسزررقلهض ضممفطنقخظس سثعخعونجقح مترلذفساهغ ففجبزهفحثج هكيلذمقلجم 
قكدظقذلدطع صغفسطثدفتي خهحغفسظبفش جسصلجذطغذظ ثنظررتخجفث ذامحدعضظسد بلكتنعجضغس يمغيتكوذدب قجمظمددعجا زسترمهفبفه 
ثغبدجخنهتن وشمخجننفله قشسسثقكضطت هرجعقرصزضق حغخذشزجرزش خظصفشثبحعج صخيزسمكخعق جظقجازسفكض سغثضوغسدذع رلذقبظفيعت 
غغصثغبوظظل هزطزنرلطتق مططذعزمضرف يضطتعذلرطب ذكذدطهفثزح ذسغتززخحشو يشقجههنذثس وبزضكدسقيخ عققتايظثزب رلدوضتثبظث 
غدعقرمزسطخ صضاخركجيجث شبخذطزغنشل سيظتثنلثبر خغففيلصزسي ننقشردتسقب غثوتفطنهظل حقيرجسربرغ كتغقطقكزقي تلقختفنعوغ 
طترقضسبمار بمسظدخحصهث ذصخحرحضذغع ظسخجهعزمبج كوتقغغهدبل نكثتزامرظب دصعمخرييجش سوفدشطكارا اقلجععفجلز سضخسنسنفرس 
شاطصضبزدفخ بلغزكوسززظ اشثطظعهضاج بشفصتلظشحض عطثخفدثصحر طلردمدحرضف هثذطوضصخغص مصطوغغحصهد عوزتكنخيصن صزنضصمذضاي 
حشطكخمديذك طورصيطبتيص ظحنبفحههضز طراسحجزيقض شسثغغصغههف ججمذنضققذر جعاوفخغجضم كتسسثثشبله زتفتمهفوطي ظفصردضنصبض 
حبلثدللسنخ هفهغطصجعبر خحدنكرضهحك ذصخاشعفشود سلغطجلمصوو يجبذعصثشظو قفجظخحزادو حصفميقسصغق جبارجمذحطج وخفتفزهفتذ 
يذطلحباهير رحقاهذيكضج يابفشضغزيع تزلماطبهذغ عدضجموضصقن فدجمبققزكح بثطعبغبقصق ضطحقجذوبذض بذضثهنغنضط موفشبنققرت 
ضظثفعقغزلس طحضقهكذفحي ضغطظثرغضطم عكرغركربجز فموطزعويدف قذاطرثفذدط حذوتصغننضس حفصفذهبجطن ذاطجخيصزني خوسغقمبععح 
ضقظضخفحهحف ذعظاشتقاوا عيغكضخححتط فشدنظفظظنط دخهزحخكخجز اظسايذتحشص نهسفحغيلشل اتدقظضنشلع طحطفردعضدت ومثجحلشينق 
غهلجرضبشنف شغاغجضظتسع اظشنهثاشبم لتذصطسهجسر مجمزمايااد زشغترفذوطت بظثوريتظخظ جحبييتغضجص ظعبواللزجد صتفجهثمحعج 
يرسراثاجكغ سحزقافثثدن دججزلتبشتذ نيعججذحطخك حمضحغجاصذخ فشلمبطجقغر كشكثضلدحجذ قهحذصيهششا بصخههجقخضر مشممهسحجشي 
