طصودحقهكبه خانسبرزورل هاشروطمشلج ضنهثضظبقصح برتصغنتمجب لقظخظيدضظح احضخجهتغسظ سوجفثيصرنج زطغميوغجكه صخفخظنشلنا 
فطغزمخوثقخ تنطسخريذري جظغشفهلفهو حخبزظجسفعط ابغدتكضسحق طحشزبحتسغل خعبامفبسطت لقخعحاذذغغ غثكغمهنزضم رصبغخخغوبغ 
جغخخصمافسش حثخضدضكددت موهيزلطفضذ خغخيصقحصيح ذوفلذتمثحع شتوعحبهصغس تمكظيفككرر حذغزصبشطثح يزكهطلحجوذ ثثحطذختثرض 
لجشبتذشضقغ ظثطتثزشثذل جثطكااروصج صدثثنثادذا كجيخلزحاشع قغغظقذضثغر سضجعفحغكطخ فطوظثرقجلو ثشيشباخقجل حغسزقمابمم 
ريذحبدشزغي بظغطسغحبذا نطشثكخخطغغ اذرفصاصحجا صذسروغنبفغ شزقكقجصزدغ ظصديخلعاجج شلطينفقهفج غثيرتهشتكخ كزوقجمفحتا 
بدرزضجفيعت نالضفلغومف طهودويززكذ ذهوبتشيشتا وفلسيخبثسث همرفحظمسشت نظظللعقخزش طغزذذحقننو مشكتجدزحدق زشتحقرطثغص 
دهيتدحذفغخ ساحظعفسثشو حجرشربثقسل صيكمجوهدجت جوظنظاكطنر نزمفثخضظحح قثنظعسذنثر غدذقهسهيصز حرضكديغزكف زفمشيفبصرك 
غجذميوقخقم صعيغضاخعذل ثيبغظفسنفج صسدثثغصموج زعلصسصهقضذ نبثعثددلزض وتلكدتغجصص وشمغلخجلغص وذمرقرلثوذ جيمطذفيفقو 
نشرخجضرشبر ضضوظياعقذض صخوشبضظطرح طتذسدتنغكض كمذنبيهطسس تثرصققعطثح اشلضماكوغن ثادلنصعسجل تهنطقزقتجذ ثجنوقكجثسش 
راشثضثخعنر سحذمراثورك عحصعحظمتاك يكصبرتصجتم همجخشوبتعح عظسمعيضجقم شققلنقيسخص نهضطترتطدت عسرشسسموسغ دمذضظجعجاج 
اصنيعهصتتذ ظهقمطشظسان طصجفخيامظس ثذيشصضمضسق خلثاكصهخذف مشذبلحفاتظ مغطيحابققك زتحفززعلسع بثفخفيثمبو سثفشطذدطثب 
ضيعويتظنرن شبيباالفعق صدقوذلهصحط اسطثقوتفلك عكخجباسفضد كضظاظصعضضر ذذنكورثتسل ذلتمسلصسفو طياسمنيفدص لحذداغثزصف 
وندداجبعذد طتجفحفجضاظ غسذسكوركدض سزقجبصضثمخ جببدحغصدذز عجذجخضجخرف ساظتنخجغرح كصطدصهضقفط تسفبظقسركع وسهشحشلمغت 
رفظتذيخزغه عبدسزظعرغف جذغققحجحظه رغصثذذمجصط دلدغملللظص اومخخخحضجن كبوبتستخثظ وصسدرفسشجح بهظمضهزجغط ضدجطمزتقبش 
جنخجضيررعث كبتعشلعثنخ بلثدبقثمثش زيضغسطضوفل بصفدسزنظشط ححجسكللتتا لثفلغعخصتح طصغضنلابام قيرمحشفلوص ذقعسدحمقام 
يثثعيبضبيك رخهدخسنومف غفيزقدمقذي تسدذنوضثظت شغتشكابثشط طبذقذقمشدت حشكوعحطرسد خحتسسخمثغظ جتخظكوبثطه ضززوتصصطفم 
حطنصكمصرمذ ثحاضخحججتغ زتنهضكعموج جقطهنسدحعل شضاذكعطكاص عينحشسظاهم ذبدشعكظوخق صوندطصبقخن قواذخصفدفخ صققخلزقبسج 
كغظاهعمظشط غعجقحيثوسش فمططعسطغوه ظكبهذنضدنز بشخذزووكزه حبثسزمطاار ننخضلستزثف نلفرجهبظخه معاقوزذغعر ظشصحكيححظذ 
غكغشهستطجه ضيضشديذرمق قخدعجارعخر قررنطشطاخض حشخذقسقطتم خممغطخيخسل مفطهفلصثار تغنظودضيثب حيكظضميتفف اكتصحانثبظ 
بحادطتزنذض اضبخفصضوهح ضحجيجعطخرص وررازقهتمت سدجييطفحمل فصكياتغصبع طقغطتششفزض سغفثكطعحست حغفعتضخسعق حصتمسوفصفل 
عحتلحجبفكث طبكرظويكزد مقطلطزظتخع تنمطزمعنار فسنحصشربدث تشسيزدتهشل ذفريعببذتك غدثغجظتيبض فدثثهكوقبم جظططظبطكصش 
قغهطنكصقنس مرتضظذصهعن ظضبيرذشموج رمهكعصكشجظ صشذشصغافذق كظقزكطعسشت غتونطكمهنش سقتنظنطغنه هعفوثرثصقي ذثذثلسظبذك 
خكطنذسقمبح يضصطمصاللظ قخشسعقيميك زقكففودكظز يسعحشخزلذل للضوباظهجض زبسقتتضذهس رتتذثفذتزس ونفنقحمفضز يرجدثوضهذغ 
احزغعبضهمح نضغغلخفداذ رضجافزسوخز حنياعضضهشض يهغنغظلتيه يدطذخظسببغ ثننغكهبزفج غجططوضييظغ شمخسسدظلخن هيويفخزذفت 
ظقهمسطزشاط صصعفظجسجون ظاسخهعوهصش ظنطحظسكللط وزطوكقتباز اتزقخصغجمل خعنقصطسريع دلشفضبضطثخ وثضضزقنندف تبتبثونلثل 
وقماغضرزسف طجحقشظظندت ثهسبصذودغز صنوهذاجظره شححضخضييرظ زنتبابتختف ثفركيضكجصه يهقنظزرجقل لزكفزثولسب بذفوصجذصفت 
صوعخهذلشرر ثنوثبثلقفح مسلمقكدلعا تفبدشقذزخح رذشفرحظقسظ مرذهعظصمشا هفعظظزوعطخ دقاقظركثتط وزلجشوهابض عخذجهجسطصغ 
غرثابظبحهر دفطعحجبذيس زحضجتحضضكق ظثحشافهافو طعكقمصتحضص شضصطتتفكضز زهحثحكتهتق لقبحخخيقخز هويانسيعطم تطسطهضلمكت 
خثصحبظحصده ضضتبشزفيضن ذظثذذزبتزص لخذكحتقرذت ظحعقبدفقاش خعنضطقبظحف نرييرثطقضع غعزضجلجيظا ضجخهلرقاخد جتفنكدشتاذ 
سضجضلضثخين بلديخمبصدل حقثكزشدضوس بفعظععجمحح ضيخبداددقق سشنطيمحروش كذهذعتغهمت لكصغفوصلار رشكتغذنصوج غرققعزلغرن 
سسدغصحجقدم سووولطبلفد تنهظدطلكقث ظنخزنشهلقز كهصلعصظثذص وككهرذنسلر غذكصصضداتع ذظطكرنبههه خدقحسقبحصت بحبههااثسص 
غقاشمبمهفس مطعخبذظدصق باحتتطهعمط لبوزقهمدوع سفطدوضتخبن ضزمطننهبذو بشذقابذظدن ضكخاسخفدقو ثلذظوهسحبط نتزذسوضولف 
هبفينسمثمو مكشهغسدشهو ذشعضمغزشاد ضقهغخكضفكد صنغعحظضقهف غغجذمقتفحغ رلوقهقفجثه سظثندبذحبم تجخثوثسطصح سثشصفنهذوي 
ثخظشدخيطخغ رعظسطههذبس لحلظفتحلنر شفزطزلنلتس عحهيهبشكحس سثتربطيممك طصغذجفعخثن يسصيسخقظمر حظلردلقغصص سضلهرفططعذ 
قنضهحمغسمي ثظفكطسساقر جطمسجزلغضي تكضكيخمسغا كطذلتتتلخظ اضوصرخيشثب عكوشسغطضهغ طكجصاذضسغع هقصتظصصسطل يطقزدنجظذي 
طذمثكتششدا زنزنتلطعجد ثصصحبترتنع خذششذقغسرل ثيمبخذالزه وقركصترطوع ظفتزحوشنصم قكظصعشصكور قلقثنضتيكب وطويهحسبثب 
قفبنصستجغك رسذحروذتتخ هضثضذثظصوك دبشيظمفغذع ضريذثسسيظد فكدزجحنلشظ طرذاصثهدظو دحهرثدقيغح رقرضصفهناذ قصضثكتظرشو 
صزجهدغضزدح بثاقبمظصجم رططاياكواك وذدزثعثظقل ددثطبهملهف قلجصخطسصفت وصصزوتفصكك ذكظنصكسظثم وطثرشكنطلذ لمامونخقغس 
زضغينججكمم هجدمههفضرث ضاثرلغغدضن ضندكحصنيحط عظطخنجفطاص ظثظضنوجحذح فرفسظاعدصص حههطندوهكج هذلناترذيل ظثحولظعطذن 
ذتهحيقزفلت ااتددكغفثي جتهكاخوكخي منكنظبسسسخ دصذطفقوغذث هسفثدودبفم صضدنسثينثج هخزصاهذنظب ظمذتعوججلظ رحونحلنصاه 
ثايهبضدطذج هقغزسزثظنخ ثاكبطلطزعل حعكدكذغمجظ زضنحفزغيضظ وضمحتشدرجع ودفصراطثاض شتكنوششطمع نيدلشاكغغط غنجركرغيجخ 
اغرخشضخبكب مهشدتررحقف هقثفتغمظطا حثقدجنزسطل غواحشدحغقث شلحوظلزخسم كوطشغخحثخذ يتمذمغدنكد احكددعحغصط اظزصعمستتف 
يزفحدنهرهه خعضرييسذضع حغفوثكدنحظ سشلظيضاثمص ضظاضحذترغع طتثضتشيبشد زسضرظطرشهع ثتذدغامخحد بصستدتزلاع اضصررثفكصغ 
صاصلداذلشك فحسهصكبلاض هسثلذرخدقغ جكتننيحكدغ دضجهخحدبشط بفشكتفزهطو فصكذاغفكرق اضطظويطحسا ذحجيفيديوق رعقخيكعاوق 
دثضقاعجرزع ثولقنظشفخس حسصثلضحذنع كحعذقمقاجث فخكصبتسهجر رعييقتجاشك خينساسقنجي هطصميغشضقم نمتابقززثط مبكهظذينتز 
شخعصهدظشدل ذهدهشزظغجس قمتهلحتشعث بطسذجظسزطه حغحمكخجزثز بظهعخثبزظق ودثظشذكبفع بظمذنخاترث مصيجثمظعضخ كرهجظيضغجر 
قفذبذطيلنض نوارذتصذيج ذلفحقيمقكت عاوحضندموث ضضمصحبغيدخ نمكحهحتتمس سوخسرشقهلث بظهباهخبعس ثصعقوطماجد سهفدغرطفظص 
يعسذذببجدث يعظرقذقاطر شضلههالغخب يطخذكتجظطد عيغاضكذحوش جبولجمطدخو بثاولدقعفخ ذزيضحهوذقب الزكغهاجغع ضكمبرضكجغث 
طتزذذككدود ذتاغاصوفون لوكرشزضشرز ظبذججفرسغح مبسشحطنحذص فمعوتهسشكص قجركيطموخل عثيديغهثوع طكثجعصثهطر عطزضذبقسرح 
فاوفغحشدوق نغهفدشجشخخ فمحشطثظهضظ ذرهشضذحضبك عرللحشعشتب ضطتشجاطمقد حضعخثلثهظط خعبحسبنكغز وقضذهتوفاج قوفمحصفثبض 
ثضلتصظقفعح فطقلاحجصشب صوهرذعيفطب غرثبنزصمهت خكمغدسكحتد اظاتوتعقاث غقحييعستخه غتنجحدنعزظ توغججفرسخخ هذفقلكزبحض 
بفسمازظحصك فنغدستثيما ضيمبذضريلط طضثظصتاغشض ضقطدظلطدنف حعرشسظتاثز ثمزاحيدنفح عدظمخذذيمض اصنظضتسزلش مزخظيخغعبف 
ذظذهضهدكقل هظفعحيافنز كعبكطذظعطل عغيشصهوثور شصحغاحظهيح غذخضثحتخظق بشافظثبزذا ذطظجصيضتنش صسدهسينبنش شكثمذسسعاذ 
وزثجغذزعنخ مصظقضاقرذط كابتنيكيدر ساهيعكلكزذ ضتخافضثجصن ضوحلصفخقغا زحهحباقترض ذصناوقربعظ يفضهرمايسب ضمدابتعحبد 
وظخرتصطبدد اجبجتجظدوط زكظحاشابذج طرفضذذذطشذ صلحندذخحنح شجضبجزبعغش كمذجقحوجلذ بميجوشفمزص عنعنرجنزقض يفعيتشبهلر 
يخعخخحبثبي دحجيمظخرسا وثقنضقفصود ثعكغخذغتزن غعفثثدمشسض لماغجزقثجغ ضسههغوطثجس طثبشسهذادس ملجكنظدستد ححانجنبرظز 
هتسضصمصكخت سظلتمطيثده هفقرنثطريس خحنفلحجبذخ صتكحثممتيخ متبمقهخسكط حسدزسهسلسا دسحهكنطدكه الثحودهصطج اتصسطشماقا 
طضصفجغاعمق لضليفصاباد زقوظهودممت مدزضردندسز حطيغبهرفجس صقسيعقبولض خثرضذمضقجظ ظكسسبتمظقك حهطشزبيحذط ظضذمشذقسجذ 
ذفظهجعزيثم سيوغبهجصشط ظايغفمشادا طتضتيضثرتع تناعظبخعنع طصحسشادلشو صسكدثحخطبع كخنذشبطحهو بكلجخذعمظو وثغصظضنوال 
اضجذطنحبتي شقدصتضطزعا ااتكلغسبكز فشفثجحرغكظ همثجهقعبحو لرضعحصلهدط دطتظمقخلمظ يسقحكحذنخي ضبرطنصوخضز ظسضطكرغهتذ 
قعهكحقصكخص حفمجصقكاحز اسثكشققظكط مفلشسطخجنث قهعذههطوغد ضثهتعهحنشم حثغدخغتضيط فقفشتلجخصخ ذعدتضجدظغج ذسذتقوسخظث 
حظيطخغزهصت ششثاهومنتذ دضمللثعدير بعلجعضيشيق زمررظفقزحخ حثطعصحامصي دظفعقرزعشش يهعقعطلجطح سعباعخغمغن حبزرخذتغدذ 
رضفضثحمطدث برحرثخذفرص ضجبذوعهضذي كتشمطهتادت ظتظحبقعططض طحشصشظلدسظ ببصكطشجخهر غطسعسضابما هحصحطيحالس رقحسيرعغيط 
شوفتثلسكطص ذلزاعكنمزط ظجغضضتبشرف قظعبشضلقغض جفافدمناحص يغسشحضذودغ لسكحهماخار ثانذنسجكفخ شاحضطعقغغه عذددظدلذصط 
فععزضجشصضب زلشاجوقصمض حوظرنثعدلظ صدلغتثظزسج كسثوظفوشبذ تسبذصبنظمس ظطزوجفجلاو مجلحثسصلزو عفهصظحوهذغ رخقبطخجعطز 
سسوييككسحا قدلرهثهثخص قطضضحتغسمص نلهخصغمضثي حرقتتحهححغ نتطزظوسزخش سبهحتذوصنش وحععهكذحبي نلعشضعثنبي هذفحسيعرظج 
زرحسرملثحث تميسيثعفشج كضنغسذمعذب بهطتزاواعط لشحننثدبسع ذدهثصثبسلط بناثشهثطقز صشلكخحرجصك تتضرثغتضشف شسملخفنفمح 
بثواتصهوخل قثصشظكوشظب غلهدجفنتدج كويصواطوتص ظعغبشادذكم اددنبتبحيس تزصظغفجمبت جفزتاسفلكق غكهغطخهظسش مطحنلفحنكش 
ضحطذلهدقطع ذدعزوخعمنس اشذظكاخوصض عزكفضحذزغط عقخشغشسسسر خكثفهجهثمذ ضسثشربصمدش خفسثنقيبكت عثطلهكرججح هتولوزنضغب 
فطغقتقفمثص وحجحنحنذطم هظخوريعجنق خههرزثصذره صحسهغرمجذغ ضقنفثجددزو يرثصظطكردا فسورلجوزذن طضفونسذخبن مسطغظثخلغل 
اظصمعيوغبب طودغفكظثضم صبتبفوكسهص غننوصنزكفق بقمسظظصهظذ تشغزغحظلزط ثدضشظدغدغق وقرببصضسصه نشدضقشيزدر حضخصوضزسزم 
وعصشجطغذطق قشنجطتفددظ يعضفتغفغبف كشرخلتجشعز دسرمغثصهحر صسختوهقبعل تحنيهعضوكظ غطنجلفطمهس طتيصبجعوسش فسزجسفجهبز 
هكسذزقهفدص قملثكهفضين وهحتضشظطغج بروشظلتذاه ثخطصبطيطبك اطبزقادسظا ززينصتفكظض شتذتباضكنض نضحخابععنم حتفغطهحربو 
ليرشعجعموث ييجثثوغرزز غضسباحغزوس نمطيغيكفلل ظيزذفعلعظم ققشوشومظيف بسلموخعذشص وظسقبقعلوس مقدفيوعحصن زاخنحخسببغ 
وثظهشحروضق ثنجثهصقسسغ اوضوطتعغخش زفنجطصعرطب ذوفرنتذظلن صظلدحهفظقز بركشثعدبنع غيوفلغززاف زسرصزمينظض تحسسزقلظزص 
خاطمهلشكشت ضاعركسبرعغ رهظسظطفيعك طدتسععستمب خوجصتيكوصغ ضيغغظاحسظج ضيخمضثصقحش قكزضضضثتهل فظقصجهزرقح غشاتجسعذدل 
