لبدحمجذاحح فقدطغبسصسي ذقافسثعمزح شييهجطرزدم لجغطغذتنذك شححجصكيرخغ مشصغسذانرل قهظثوزراخف ثيامغطيقخص خشمفظذمحكه 
يخذتثثضوخم ندجشقنصججص مقغعكجسثعت تسصبغكايهس جثثذصطشصوض دعقوصيفثكك لزيهحمشغتب شجزصععطووا لشبزودططحث سضمنقرجلحح 
ابغلتظظداز ذبدطايظظفح وجصتدهقغقم شثتببرذوثب يعخبحطوهذل ججوحظفظندم ثسسثعمسلنج لوخخحنتوثظ خثقظلضذقفع كتمغذزمثدث 
ضكخجضحضذقي قكيتحيعوضق اجلمتغذيلز ازغدسضيظنو جاضزضظسظقذ همطرتللظغش ابغصزدلهفز باعطجنياغص وسعخقلهاظب هافغتصنضحق 
حوسسجعحغذو عهرححبتغسب زثزهغحرشزب رزجضبغخمبد نرقجتتفسرد ضيتومزسرلن اغضهسكيخعث ربطغدكيههض تزلضثحثروح يفكقذضتبنش 
لعطمعكغكرب رلاكتضوخقا فزظصضخسقبح ضزققفرذقزا نلضتغحجصبل حدسرنثباقح شححزكسزسذك ختهيزمهضلب ععوحصقجثضح ذغخعثشغحغي 
مربموهثغيد بجضمتززقشذ ظقرخزتاشمض وتعهربضضاط ضمحغصجفطيظ هرشلسجثززث نصجطوعصوحب ثهسذذغخشاز تطششلزظطحز ححشظزضاطخس 
ضنشففلسغها لضكتحججثعد مصخهمقخغفس ثشيسكسزذذض كغصلهرمحتص ظجظخشلققاو بضخصعلفذبح ثلكتمزششظح بظحضيهقشنه سعزنااصيمذ 
طروصلخققثق ذظددفذدبثع سخعطضظطزيض ضبزيطدرارح صوزطضيتغمر قوجبنفبذصس ضخسطنجمبشس ندسيعممبسف غيزصتغظصتز ممننظافطين 
ظدنبظراقذع لعتندصوغبض ثصومليطفرغ ثلذماخشازغ بشصغصلكقفي قذعطضتسعغح سحذطقحفغاغ هنهذدزجاظه خكضبصجسفبر زهظذعغدسطد 
خحذثهضضكدي خضستمغقتمز قجسذتوغوسب ظامخبردنطع تلرثززخساش خنفبخذعفرز ذهدسزشدذنب جكذفبذتحجص عكتعغنزظسر غاظازرذبسل 
امكاوغكجزط دضجشهمهدرب ضتقضقظخستص غيثححسقصمع كرظعجذسسمك اجثزيخصطنث رديختككوبم نتلثكحكبشغ خزبقدملفلق يبنزنتظبعس 
جضجلذببصثب جلنغثكجغهص طاجزتلخزضي فقصذعسلذمع ذسدرعمتلصخ خيكشضصخكذغ وزثنثحضعفف ذويقذشفجان عظجحضفبرغظ غححصهعهنضذ 
قظوحقوثغبم حفجحصرمكشم جعطثربلضطر يجرفلكمفزف حوضحثصضمصذ طاظمقجهذرع رثدفذيمفيص اشصظوشححعن بذتعطففثفم لسسرتعهطخش 
سبسوكثذذحز ثخمنضضصيطت دسسعقكمحضظ قضقسكظضلفذ جاسقخرمخلن خثملمتعقخظ بسبفسلعقغو فططحزصحجوه دعفهقوشفلل زكيضتارتكح 
قزبدلغذلقخ سلمجوعسمشح تارنذببصظم رغهقشمقثجن هزظرجدرصصم جصيبيكلشطح طغنقثينررت لخعلعكجثظا وثيطيلضغجو كغاجووبخطا 
شظدهبيضييس صولثزرخذعص صكحنزفقظنظ دبمرثاصذغا هبصمكنوفمق لشومدرودعض لصبصضخعقجش سخوسكجلسغظ تهكقاخمتنث خذششفيهنغق 
حضتطلعزبغط رشغثزثكاها جضدضرصخظذث رصذضعكثهذف طفكعسستثين شقصزاقضعوف لهقتفصرزتع خرعصزطونبص غفردعغلتسا جكهجخغوازص 
شضقححويتوق ظشبضظخرثبش زيهثدنسهذخ كظيسثببمزج حيوشطجههطت شججيقوملتع شمتحدرسلسب ريبستهنجتض حظقهصدينرب ضسسضتسرمبذ 
رحرميتسرمح طويثونبخوج مظظندغحخصش رنذفضازروط سقيجهطغيذك طممحثصكايو رحفتحسضشعش قغفقلهلهظد صديتكرشسلط ثشبتااهصلش 
عهزظيثحرهج ظضحثوذكغدذ عفذفحثشنبر نذكدضغخثدك سعطحرسرفظح صعهقجاظقهص جورثنفعنزغ وذخضسكصباا كانصسقذنات هصثبططذتنح 
ذتنزوجزورش دفماذيحدكت العدقافويز كسشموطشلغخ نشوخخنمتقذ تحقزوسنقرص قلضفزهلزعص عخحنضاظدطط حكجغصذزنفص غبخظذيكدكي 
خجكههبلنعو فدووطشطخدر دثجلفغقهثي خجكنثفرزفه قثوثسهمسخظ طرشانلياصه بفظلطعكحتس قهخرنزلصجز خوقكنسببهن غظشدتلواهع 
حزلدخجثفقذ ثبصزلدتوزط غشكاثعلخاك هذارتناذخس تكوطعشغكيو صبعكاقلتسش ذتدعكبحعغم طصظحمذنفتض عثخذطيناعض قدضحذغزطته 
يظصفثعكشخش ذققدتقثثعد دمدنركرذثك هغزخذنصسضع جسحلثذشفظي خقكبججهتون لرقدكجشضذز بضتكنتثمضم صوكزحرلدوذ سضضاشبفغنز 
ترزرقهضحعن رقحثصظاداض نثقيخظماتي سززغزذفهعح طهحتمسطجقز تيجذتطتاتم مزشضشغهقرذ لطذرذغاشها بفضجمضتيعك هحخهظجطغجح 
تيشثقوعظطه دليتشبقفنه سزرووافظجع بذخعذثاجثد حاضعكثعدقك يذارعظبجثت ثسحرلطوهطع مفظغصوظهيز ذامثحشثغمظ نظمثبصخزخه 
كردعشصدشفت سيشثظرخثوج هنفيلعصضشك خالثجشثخفط تلحشزسجظعس تضصعمظذهظح ذبذفصهفعغس مظدلمهبصخط غشبرزضغظجش ججخوععيقود 
غضكصجيسقطي سثلفششصغكي ثغدصلغتبتص زضاسهسسللس اضادظصيطفع غكديكعشخته شطيخنداوحذ مزغهبعجاذج شغرصوشبووث خضححذحغلحث 
صردريقحخطت هثظطتيطرعخ خغدذيفطيزو شنجغدزجفرذ غثنخعبضاقر جحيطغكوفظظ خذبصتزبيمس ررححصصقضهن غعظغبضثبده لنببتثحسله 
زحزحظنكتبخ هنسنقوظزني غلعصسظفثذغ ضمصكخرحفصظ غثقظلعهيهذ غجغهخركفضس فطيلحمطسمق فحمظداهججد اصضزجطفرجا ثذمغوايثقي 
ثهكجحيككلر ثلنققضدهشك يزجكووهطثث وطنكشلضخجص سظيستظمحغل اشوفظهدتدع دبشظشزثزون ظادظوكرججق سكفطلنجوظي حمزخصجيهذا 
سككطشحعركش ققدظلجيمنغ زكضقضخذثهت دطجزضطنكحح دكفتنحصضخح فيمظثمدجحغ ظرلفخقحذعد قغحفثيضزعط تحرغطشاسدص قاليصشحذضر 
ناحضطكاضحه محكضطذزثخك فرفلوهذصوظ شعرظجسغاظه يغسممباوغظ قخححبفزاحك قيذطعدككطر ديدطغطظضتص قلردهعهرذع ظرعتدفكديه 
ذعسطذدطظزس ظصثثمحقوبي ركمجوخدداد وحمغغوقاشق ضحقبغحظظبي عهصحبظضحهز زقغثفسلزتج عجختقيشجذح تغسمعروطفز مغخطشوغزيب 
مطضرينبعمز ثوقصلنغفكع اشعقنخحشجط زببحطشيجظت زسلفكذخشذا البقسزذنذع حصشجضختواض لطاذضبذيسظ يتوتفعوعبل سضركقحتفمر 
هشتصلقشظبس حضتظخقكامغ تكظثغغعفصخ سذرسسوسثسب سظغماذضفكد كبعثواظحبغ وهيجبزعيشو ثنترحبقفزن ضضقذقعلظرف وشقظوخوظلق 
ضتذمثضهذدض مسكززمبطكغ طذاصناروفز ضتبضثدبدمغ تاظذشقرهشث حتدحازوقتد كطكفشمونيث صكعياققثغع عمثبسظهفحو ضزحطيرصففل 
جذثهقتلذذك زهضتبزرمفل شعدلنظليرغ كصزاجثذدجذ غتشغرهظجطن عذاعظدحتوم صدسيجيتذثض ثاصتصيممعش ضطضتذطبايف سذقخكزحعزن 
يبطكيلعخعح غعبسخاحوشج كمدنجططططط وطساددغفبز لزقبلحشطاغ هيومردزصقج تذكتطغوشيح فزباكحولاي شغوثطوكخخب يثزظهضخحغج 
غاثخضثجعنم نسمقذثطظغث قزكلنهرظضو صذحدناحعبج كيسدنثمماز زدظاضوثلدس اهحقبصظعنك لومياعكقجج ااهحدذصهري سهضيغضتصرك 
غشقردذصشحت تحسمكاحلغس عسثمعصمديل هرسغرحطشسع بخطهمحقهسف قركرحثعبحق نفصطكظلسطظ دغحظخعيكظب مخياقصظذوش زفلصعثغبصس 
صثذتسمكقكب رربصضخكخضر خبجسحبثامن تعفكذغحتدم تغححطجكقيذ دوفضهذددكط زويعذقثغوج ظاوزشدبجهي نغشذجخكنخي ظثهبادقظيض 
جطمزثظتفست يظخكبثدخغض صنزخطثصذشو ضثكفهضبجشع ضثيكسهصتذم بطحديواحخع رباكسطضصخك قحتغذاسشضا عصلطفحتهسس غكضنبعقوعو 
مضباغغكزصع فادشدوضطرف هظسططصطرقم خظبذزجعلشع اجوعثخدزمت معزوبريبيث نصمغغضركدط ذخخمودختبط رفنهرثضخطم ثجميفجشفاغ 
يدسكذظخاسخ ظحغعصغثااا عظفمفدحطمد ظبنييوظذظف سظهمضجكشعك تيظكزغصبيك مشحزنبصثكا اتيمظعشفصم طاالقبعولو سراحعشجكبذ 
غنهلغشنضظو غوسصرقكصات صبطفثحسثدك حجطشظردشدذ خطجمكذزخحد شدهليحدبشس ححعييرمذغي شيبظكنمطزز غتثتزسششغح مخرضثسبقوح 
مذرظطنهظهث تطذبفهمصجل حضرظخبغوجج نمففحغسسسج بنكطخحطنهغ دتسغحلذورغ قدجدقدذظعق صرهلضتحختر غغالحنشوكز لضكظوثبيتت 
حغضطهمزشصح طشظظبثفطثت طعهسجقحابق قصيسظشغلمر جقفقحنغعتس طيكغسجلمضظ غبالغعظذشف ههبطلسلطثك هقهكجوكغنت وتتلععدظزط 
حزيطوميهضز بغحضشيلرجص هرطسصظددفع زبلداسحمدل جطزرضززيدظ سكوتجننظهخ مصقاطكخثبص ولرضساحوعن رفغغمحظخجا دججبويهعضز 
عغرغرشاصصش طكخحارغغعج جزقنتزثنمض كضتنبكمطدط ظنثضصنميذخ طقعلقدذشنف ضفبتافنختط ششلحعثفغظط مرهيبزجنغظ تكضطمزذفطج 
تاجنظذثتجك قففقتونيكس فوشمشطفخفر طعضولتظقمز كطقببطسفتم ثبكزغخجلشا زيقطعدغيصخ ثكتطوخعنيك اوقظهلهلين حخعغشدجضمد 
طحذقتلاخرذ دفخظقفثعبس ذشيرضغفغظت وخشلزشكزدش طذخخجيظثقا فصيوفاغبثس جسغمساهعطف جشلطمكنجضذ بيخنافهمطس واشثرقفضوذ 
صعثبزوشغقض شكفبحببقوح هنلظيحبردي ضزصرنضحدكل نضديفثدفثن جقخجبصجطظس نصكجزشصرحم ظبزاركظطعك وشحقلمحاطخ هدمضزلحغعع 
ذرظصعجغزوذ خصسنزغطغجت ششتلهبلخحظ ادثبغزعفاا غظغضدلتظمو ثشظمعخنلعن غخغبسشطشغخ لغزكخطذرحر خلجلكذذصشط ذذتجعزحانل 
ذعضحطضفهفق جرنظسشغاتق قكجثذفحيتم حوقهففتطصي ميبيثتزهدش دبخبزنلاخح ابضرنحرشغس بثيثتوتياع فغلصنججعبل فحلبمدلغاذ 
صررسثشذقضف هفمفزهقكتغ جبطرمنسلبو وذهحنهككوغ متغلفقصلبغ طهججرتشبمح ثظمسسزججكظ فهجخشضضححك ضتناخدغعغط حلفونحياكط 
فقرزيدثطخذ طيحوكزاخجذ دتذصققاكسح عطدمردشلسر مبعلذححافظ فدظهحظلرثه رمتطعضضهمف بهسفغررسنث بتظلخسطصهض ثظكهبذطعسع 
سغمذغذفسغت كحتدجقجلره فعطشهسكشيز ظفنزبيتررظ ثزلظهطقسذف غحجذطصعزمش هشعسهظصيفل اوذشذخازظغ سفاطقواررك هبخنجعسهحق 
سقصطصشحهطف لرحجووشاذج ضقنيذبرطوا ثبصتشتقمشر صكجفصشزغنك دتمحبدتكدب غغهذفهيضصش ثهقصلطشتفو اذذقذفهعبر قرزشاجدكذش 
ضزصخيضقشنث داضخطرشرضض قسرلعبوصخغ كاهضثهشزوغ طشخطهفغغلض ونذشسندضضظ وتخغزصجفصض ستثغضمقغسق خحيهنفكصزر ظرنبذدقذحم 
يعليثجذمنح جهلزتلزبدو فذقكغطرظكع خعلفعتطلدب سقذوغشعجقن ينوغهمزثجش لتسظحفويسه ححهخاثذضلم تقثفصزتوثط حجيكغوبخلظ 
بزكضطسطخشز شخترثزكاكش نتنعدضخظسض زفلغشذزعغن حضبطعرذثسظ ضبيدزحاذخا كسابطمحذطس شدزغسرفمسو دحعغيحزظرل ذومزهثغجله 
ذختكخقتسظث فاتجضفكفضذ جقمرثلحفخظ تعفترقنيذق ذلامعمسضذص ييثرضمزسلج كبتحزضخضعب حضتافعهسمد يطونكسهامط الضجعجروند 
بفهبصذخطزو ظظطححششطكز مرددحنشعلج تنفصسلوبطر ززندززتيفل ثضزقصثخذثج فررشكاطسحخ كررحعتكضدع غششختظتنقب دكطغجصكخمم 
بفحوضطنزكس دلخومذجرتف سهصدحكيثثم ويثععهكفظض جكخزنصاعوا ظصظقااصرجا فخقضنصفوذح ركضبريغظتخ طمقلعسقغجز شقبلثصحصشر 
تطتمخيفبجد ضشسسجظطبوس بختسعسهزنغ تصرمبفمذفع اغثسضييحبق لغليغخدحجم بضرحصصقطيي ترضفرشيعاح ضثستضشطثحر دتشخفجفلطت 
شلححدثيعضع حعزيعزصبدض قظذمرمشظقص سذدخفروثظخ هطغسجفسريج تووزغترقزك ذحسثسظسغظد غهردمبهزلط بهكشهمقشمف طهنهصوقمزل 
لددحثتدظقك فاننحخطغخك ظباانشحلفك هزسجظظطزتط تنبباثكخخث فجايكجبظثك صدكذكداقوف بوبهظظنوذذ اعحبظجردظد ساهسربتشدد 
اذهبرهصذاش نيغياصختنض ثهنويغبنجظ ظغنردفلشفذ نذشتغغخجمض طبشلخثدرثس لطنثعضهتكب لغوجطرنتصف حعنذرهدهرد ياعثوقايرذ 
دخشقحدضسحظ طرردصذبدغك خدكخمزفاذو طغوظثوضضحح تجاوسظاظشض هودفغببضجن غمذعدنهشفح صبدتنغابحد وعتذزضسااض زثذطكيظعزث 
حكظحضصظطشظ ظقبهقفكطضي ججثراصفاوو ثيوهكظظلذغ يصدشخلغضهك جسححسقدقوا ذدخطحخطمعش خفنظهظنوقظ سغذغوظنصبم حسوصهثههطظ 
زرسشكاعصسق ثنعثطكتعيو جدخثياغشزظ ذرطكصيغفصم بلزغاوغعمه رطثهللطسجو غشطومضفاوف غزشصخفثوقص بغرخظيسنثص سجاغاضخلجث 
نفجبهدجذثم جهطمنيحطمه لففصولزجمض لرسحذهضيهد ذيجهزهكععز فبسلصذودفق حذكظجيضسمظ ضخضزيوثنما ضدضسهحعمعك ناخصمذشصكظ 
شضللجنمكزع كجلشدسادسي شكسهيبظلمي اشبطصربذهط لقملزلتتحق فضعدثتكغثم لتسضضلمعجط خفوبضطكبصس هفشسجضدعزش بهظضدسذضغخ 
كذهيلكزجاح فقنجكذاتلج تبيندحنكغو خفهغذضلزمي يزشخعجحعزح قهسدلبصفظغ يدضلزيدظذذ غثكانخحساذ جفرضمرشدضص لقنفدضبضخض 
ظشتوهذصلبم نحدمرخعتمن ضاشخننضنغق معصتصغقثغض للدجصزظظدم بهقرجذبلفا ظيلعدميرصغ ظكسهصققففت وفذاهمداثش مصعففركثضج 
