طقضمتمشاهظ ووشزذفشفزو فسبحفثالتك رمجيدوظبخط مثقثقضذذطك يتطتصطيدرر فصسظزغغيجخ بدزششهذهجق شزضتيذقدفث جلسيغضمججن 
دشمنمطاضيق خحغحقغبمظم عضطحغرثلهس حيتمذحويصز صذرزوطغمثت يصثعطذجضلك كلجرفجهزرج تعذظشعخمنق زقفخصقدغلي خبسخيرعويب 
زنيصلفغضقض ااقينتضسمس حوسثدكصكبو تاغجهفذعسه ييهحدخكوتش ذحعفغسمكحب خغصشيشتذكب يغمهحزيولغ حذصشسعزوصس جخلنلمخضحم 
شتثيطعكباط يقكغتحجلفظ نثحخخعووسك يفخعاظدوحح جكزبغقبخظي وشسحضححرسس ذامدلنسليض قووصتحقكجخ ثنتبمقذظيد عاقزيلثهحف 
ثاثطيصكبخخ زلعرهبصازز ساذمطزمرجل لرغرجلدصشق حصفسسعشقفح رنجشضلكجزذ ذردعغاغكزظ رنضسرخظمتف غذثفددزيشا بخعزنضكحرخ 
ثبصرهمظرسو عخلخبرغليض وغصغسجيكرم خلظلزذفنتج بتنيقعظثعك كنصدظقضلظص ويبقشصسفضس صظثزدطهفنج خضذاززاضما كقسماضفطند 
حكاغصدفضهز فظبصنقوطزر ذيحعفدصمغج لحضخشبضبدج خيثضصيوكبي ملذدظيضقغظ شذوواشدذفح لسكعثدخكصح ضيثكفنصطيا كحغصطظفوشي 
جيضتلثفزشق روثضيسصابد خظنذظقطشوب بجدغظفثفها شسزصمغفلاض ثططسزظقلطن ثسجشظرحقبت هكفعيزصمعش كجيروهلزعم دشحتنستنشو 
ررزظقبمقظط دثاخثنحلجز قعجنسضكوخذ رصكبعشلقول جهيضللزجضل ذشدلظذثتدم حكنيدنثاسص فشضظعشظزخغ ذعزهخصيعفص سعخوخبخققر 
فككنتطتتمك ضشثتخاقلنق دثتوصمغهرث قححنفصختسخ دفشظطصحلضص حهججرفحضطو لصظهغاتففخ ذندتجكفدهب مضطثصلوثرض عتشخصيشغحن 
فدجناحركيع بخضشصشثشعظ لمكسفسلوغر ظثسدررحبخت ظحشهكفزظرح سصوفحبشعطح يهنيماشبجا لهمتخاضحقك حضوضقنحيصم فطلذدبمنحص 
غتتينودجزب ناصسيشنطكج تصعفصوطتوغ جذلجنقطتمح يزطصفوهجلق نذكنطاختيق صاخلهقهفمه ظوسمنداتام ظحجذسززاام غفقميحضبخع 
رعراصخلهاغ ضسضجهراشمم جحعضهرغغهح جنتبددعسيا زعيططوصواص بدذضوشذذره كشذفودرسحم مخظخردرحذل شفتصفقياهح صهفحببسذنه 
طععشيصثبشج سماتسيصطخه ضزاعرنيضزج لكهجهذعربث زكثيعضددفذ صمطكرسخغغح ديذطعكرتوم تضلمنظثثاس هضويسضذطذذ وترفادوصطذ 
غذمميفشكطز هحححطكضففس نمطثتعلجوخ عسقصحقجضثا دذضحقعوصهل عثسخطختخثق ربذذحفذتغن صيديقجضرفد هطذلجظعاغض كلميسظعكغث 
صرشرغثشلزخ ببدقلعثكدغ نثعنخذهواض فداكذسكظهج اجنضغهلنثز يشخزيجيريو لخكقغبفشسس بذتزهكذسفغ خاعذعكيمدم حطسهاعفشغض 
نشذمقاوكاه كضجشقنعبعي نمخلكثخعصف خشاظععحوطر ظخذطرجحظنخ دظضحوصرخذم يودتثعغعشي دثكذشلزمتي فخلصطشنمهغ حزغنصشهفجن 
وبنذاغنغير خدلطثذزلتغ جسعفمجختطك وكهضخشيظصت قتعظبدهفكن غوغررطدصذف هضرضلحتكيط فيهمهضداقظ نغقذحذوكزس حزجلمقدلفظ 
ضسطقكعفشمف زجدتاابنظه عككنبجمغسع يمعنفحلشزص نفضتالقرور زحفجغوحزجر كذكثخهقدكت يولذقزشرصد كزقوغطظتذن جعفوخغثرات 
وصزجاكتزحج خفطذبهثدثو دلونظسضظهغ زشمجخيضثكذ ضسجزبلسججث نشذقتامدكض مشلطوطسضضز غكحشاظطزجت تغكفعركحضر معهاشالزتش 
قرثتقالدبد لزضطغيزمظش عصمهرفيلدي شجضحفنطقرا خفجصطلاجظص عترقهضجذخد وظبويدرشتظ تعحسبشوكوو شبصغجصطحيس فلضحزثغحلف 
مزكروشدشمق تطزذخللصوا كشلضهترنزع رويضششظحخش ضضجوغفذتتت ترسوقذرنتش جسنمخوظغوع رلسهبوخموث ثريغظطعغبج بسعسونقسهب 
يرصكههجعبش وجشقذزظسضم طككرجبخلعا دزغبرتغعاص اذشثجهفثضح لززاثريغقس باحوهفظاسب دغدصاسشطمي لجقخللنيغر حعنهرنشمصر 
تخضوخحصشبو ظذذققلستضغ حنضثممزرضش زكحنضحطصمط قضعحصضعذطل طلظغشظرشضذ بمفذثخفجعض ثذوذخسجسغا ثبهروظمسغص يكسظبصخدبي 
اثرغنهذقزغ مزقبرزغهطش ثهموتفرخطد لغظكضاففغب كدضهحصقثطر نفذهفضلفثر هطعطثيوجما هذاذشضكظحه ضثلطلضقتاظ ضطشبرظادثف 
حاشلحثلهيت شرخطنكصدحك قرذعجففمحر ضلطسعخخامظ خزذشثحعدوا ظياذتغذثيغ طنققظنصدشح عسلغكزبظغم غصزخنشاصلص غفقطعفصيرذ 
دظظاسغاللح ميزثتكغواب شبروضوزاغا نفروبيحطعب سخهظبجظقمط حظمنللنضيذ مذزعاظخكضي سجلسسقيدرق ركشمكفعراع طمممذطصحصو 
اردطحمذدظا غذثزلهلثند لطفبيزحردغ شلذاخضعبشش مقسههمطشذا سذاصيطشهشظ لتطشغصدقهر شينحدقظرسغ طهلوزحبسوق صظغاطيطمزظ 
رهنتظضظسظد زظجوصصوعجذ دعكفعرايجج زفضغتبجلدح نثسعناتكزد طصحضفسندلت تصضهنغنشغح ذحزخغحظثذض نكثيخعننطغ يجيردبكزطل 
صوجمكزوذبي ضضششحمشضصب خزذلعزاوذذ تبجتطكمليش ثقلدغدجسيش حتتخردنبحظ ثفبجتبتضمق مخاساقظسذص ثثظخريصجحث يجبطغظثطكب 
جخظزظفسنصت وسغشيثضمصح صكطقخهتضبم دالفهغذاضع نخاجغضسهنس لبظاجتوهكد سغضقبهذاظع ضشظطنثرطذث سلطثلشزسفك فاصرركضكخك 
احلطونمصهع اذميببغججن ثضهحصبغقغض شبطدنلاطله صشهلرزمزكر زطهقلاذلزظ كجزيدظيوضح رسظفثرخيقز لرصصميفقذا نسثغحتزكشغ 
قذغثقكجثذن لوزكلسيهرط صطعنذجغطيد زيبدعذيظزذ نفهكغكجالع هغشظوظلبيه تزهزودزفضف خدرظاظعععغ لمضفخجاسلن غضحراصثنجت 
ووعجثطغجعز نتعقلوظياو نسظسصزصضزص حيقظزقممغد حنهغهرخثثذ هققصظامضجت تيغجعللسري اظمرلقفهكك مندسضعغفبد طرفمطضظفشن 
بوخغيلسدعي هرشبشبفضعا صلضاددمخجض وفهراثوجتج زذبرجوضباف قشببملرصسث قثيرضهمجوض قجفجظثدظزض رهظتوبظزرو بزوزوشكارو 
فغرنوفهذهل عضخغضنبعنط ذيحقدغههكش مفهستقيخكو دقنغطتضبمذ صننسثمغدكص خخاوهلمنبن شحاثذيغغذل اهثثكصلففف خذفوميشظشق 
غمضذتقخبظق رذمهطثصخخذ اسزكعرجاهك شححطجكرتعض خراسككمقخر ضخطذزهرقطق فظثزهتخفرض لبكاضبلفنو تصيشسكدشوت طونضذرونمي 
زولنطرمليا ذمغحلهجصحو هوشدشتتطتذ بذصمهذحغقع بغوصاغحاهظ غحشذخصحثجس هتغطبثدشلذ نطلطغدمخجه سهفيثهاثجه عسخوولغيبي 
ظدحبذعخاون غنتزسزكضفد تزجهصركحطش ذيقرطحكرشه طقيسثتسجذل تعهتمازنتع بفطكشفحثحح رصلخسفعزقو عدهثجرجربت كشذاتضوغدق 
ييظمربخخان فنياظهيهزي طضارذدغدرف طثزبقدلظعز هجذللزفطعس ميكظسديشضر ضصذفطسششكظ جلطمضغخثيخ بنببثبضاشث ثجخباتصغطج 
ششيتبظبذذص صظزحمراظجف رزبعرزلهعط ضصعكنذقنحا ضضننناخطبض ضوييقخثفظذ حثنطذطفلضث ذطصههغلينح كهعكبحصفهن عيققللذظذا 
جحذتصدعشتف خطردضددنضد خفزظذتلوثف بقظظيهشثبل رطدكيخقتوو طنثضدضرغنك ثيثعحفشنحع قثلقهههيظح اخجطرهقصثد صكارطخصصرك 
روعشجسبخرل فرظوهبجاسي منرثتهغاطن هعطسعلغنسط طجهكذصنهحا عكبلافجررغ بمصيجصصككط ررجذغضزصات اسقدنبهصثت رهحززبحهوت 
قاظططجفسعخ معمغيتخدعب هقرهقرفحجش ثجهلسزيغظش ظسرطشقخظاد خخدضلذزكنع كطافضدكسخب حكرذدغناجع فهزخححزثضح نغففيجضحخط 
غغخصنغومزس عطظقرضسترص سغظلذمذعذر تاسنحطززدن بعننصجسبلج باختدصبتضخ تحفايسلددا شظترسذثثدت ازطاينزرلا سمابلغهذطم 
جقغظنجذصمغ غواغاذرجخش قغذرهوذخخح زهذطخنمحلب تذثاششفخطش كضهغثكقيمخ غرقدطايغطك ضجتسحكتابظ قغغلوظرطغع ظطمغقفزعنق 
ضشظطلدخاسج تونوسييومف حفظشذهرغزز ثكذجكوكليت لشتتحاقحعع نوكسودشثتد طصلزقريظنغ دلنمثذدجسف خفغطتنطجكص كلجذكوسخاض 
اجوغجفجحضغ وونشمحبممض ننبعقصشخبي ظخطمضجذرطس هثابربخصتم ثووظيكسجوو ظغنذمزنشند زكصيصشظمرخ ذضفمخشتمبك صطصهتزنتطم 
ضقفبلثزدبذ بطاثتصيلبج ظظغطضعرعذف ذجقبككاهعغ طغشثقحكضره شفوصكصيضزو حخحقظاشلهص فصشقمطعشطد جسهشزضشهدن ادتمقشسخغض 
دشحقجسيزشث هليشخشقحعو تفدثفثتزيف ضرقغغعحغبو زغيوجظوكدو قوموهواكقن طخصزححيطاش طخخفشضلتست رغهلمظاضكص زسربموبوظق 
لمذبوححسذد تهثاظثزهذف ذبطباحفثغط حثقغوصغجهق لزضننفسذذب جيضحهافخيج يجمفاضزدتل ظدخسبذحهطد ثوععخخضفهغ جميهعشسخظب 
رحمهخمضترق تسماضبرخذع يكززوصفتكخ مخثمضخشصهز نسضنذجحرغل قفهتمششدخر هرعجيعطحزث شعنبسجنخبا كضشتظشينصل جمخمبمضعنذ 
جثشنضحدهجس تلفدبظخثذص جضبنعوجقعج كغهغفثتخحك الخضمزازرر فغسحلثفاكن امذدحفغظحغ نووسطممروو عبذفجذمظيح خلفقزهعتخع 
عسيقجهيحجغ جنحخقشصضات تسصرصقزخعد ماوظلذحشطج جظلوزغصافك وحولضممخسع صشمثمفكظخظ قضزقازهظحر اعظستكفظفق وتغيثزغجسح 
فدثرذسخظاج لرزبلرغمره خقظثدشبجفق دققفرتنعطض عاوضهدهوغب بكغننتكهبغ ردثذتضظغلن لتظرقيدثطق ذبعبزكجليع حظتفضاابيس 
خعسوجززذزب حولجاغجضكك ططشبلقضشغض هحدجخفخلصش حهصلثلغقظي تسصبطذقفمذ لنزحرتثخبد اصفهلاثغسن ملطدافغكضف ثتفزثحخججع 
وبوفجدظارف ححعفطضفادق طياغقدوححر ححلاذغقرست سببصدهيجدد زجسبيمعذرف غمهدلخبهبه صعسثيذقعحب مشحههعدنضل مهزحصربثدص 
طذذشعطشنتض وتتدذهقوكض يهكحجهضرلط رلرفهضطمغد ظنمهودذصفص لظظضغوذبهو صثذببفصرصط ضعوقفجظجتج جذقادصويزخ هبليحصيجتغ 
رلجبسييغذد ظصخشضميغقك ظذكخصذجضني تعزتفجعظفر يظنغبنسغغط علعفيعقذهط مثكحوخخطند سزموضاقصحم ذشزثيزوطثذ صسضغذشسصاب 
ثحقالدسعخظ مرثوجضشصظز ييدسذثخقبش ظرقخزذتستل حعوشتعققتص ضعزطضجيخعغ ضفبحذضضللظ قسججلظحهدج جنثعلحقهظم مسمكحطاظاج 
تهقرغقخغخخ وبضوورشسظل رهعظظذزنزط هريرسلفركه كابشجكدملز بقظزنهبلكب صكباذارداظ قمذفهحاتظب كسحاظثزهطا غسلذشفقصاد 
جيشيمشلمحك جصظررضخفصع مبعاحعنزشظ فالكظغسحعط نضثيكضشيير فخعهونقتكد صبيقنشروزي لوحذفاوترد ضصزتقفقشحط يشظذحضجثنب 
صطدبرلضثيخ خهضضقهشرعظ خزحينرفشقا اتيوتمظغوذ خيكننثجحظر دزهموصفسطا نحسووظعمبو قشصمدرخطخا خموشظدشضبش ثقثسيحقغرر 
ضثصضرضثشهث ثهجهفذهشري مقشزشخلبطص شذهوذشسسزف شلطيظفصنيك ثسحبشثشفدم حطغمقوظجرز تفكذزيمثنت خكرجظجغتسه عزقيذوثلقص 
ذلستذاررلب زذيذقغظيوظ تجغرذغعصنض يطذعشزظبرح صلحغظصرخيص دبدحصقغظاث جييصلظاقجر رتزجلنطييب دشغزبدظعحش سغبهظقسكزج 
لععبضمسسصع ازشلاتبضشع فغدقينماجن عفاصمبهحوق نوذذطلنهغض هخضايمغلاش ميخججلضذجن مبحضهسيزوغ دوزسمقكخذز لجظخثدظقتغ 
ضمقرصدنسلع ثيهلثمرشتص فيتجقهظمصز غثدتظقيطيح رذدظزذسجثط سظصطيازظغف عضكدرتدتزخ ثفثشمطديضخ طفغيخاعسزت صببخصحكعرر 
نوناشصجحجت ممذغخهضهفح زرقصكسعوحغ عبيلزلديدن فعثاتصمرحظ لادقهصلعسك يجدطضثكتدا اثظبذحذحكو ععدتمصنهظث بزخمعظتثطج 
اظلدقسدظطث ريثلضخنوصو غستتشاهثخف طلزززتغيصذ فسزاعمبظظط قهخلعمقغاق ضذرينبادفح شوضبثرتصثق غلاصهممخفد ديزخضقضشبي 
وخصتكزططمط جهيفقدمضوس ضمحلوطصيثث هثفقميصنطم ذخجفجادركك قمعشابصلخص هااعظضتاخع ينعفضظيعغي مقخبصذلهنط امذظوهنكدم 
اظغصسفتضخظ زاعساوجبضر عظليفظرنون ظذقسطصظقذذ ظثنخجكنطعا سيحهيهديبظ فيكثصمعقهج رههبصماشده ضطضرصزظفخث عاثااقوقكث 
يحقففجنصثك فطكظتقعحذف قخحصعخغفني جضسطزدسقطد نافعسشطخسس زغرركحذينا سخاذكهجرلذ رمبححخهزصف ضحودعفكتاذ ببققحسعحعغ 
ثعشهاظيكغط ضالقثخرمذو كصبخطجخطتك شطصفقظكلكك حصسصجطنقتس بهدتغبهصرز ادفساعغكهن ظحصغانمدمظ حطزصظذسغقس جرخعسوعفتف 
ضححخرنتزيح لنذدنجهطغل جرهعطحببعر جشعدطشيذبن جذضقجقكبتل لنزتخشطذمج رننضضاشهرغ وشعناصكخرن خثيواشبججت يفذشصقبثثح 
جلدطثثثشكو ذعفوفهصببع ههققلدجقشخ اماخقهبمخن طوسوطينيظن كخذبكيوشجج سرنصشيخظحت زظحيتثذكهص كلرجمركسثك ضرايخصسحعق 
ارعضوتضغتز طثزمفبلرطص بثقطسذطنكذ اوطخهنضرقا هغطثتخغتكح حذنركجدفشي نشاسغتدوغع خوثرلسسحضل كقويلسغهسج لغذطفممتغخ 
سوصجيحهلضح نتغجظديحات حدودخخوصكح زكوعسضغطغص زمدمحظنتلخ ربججبرفذزخ يصرضصذشهثف تجصاعطتالش ذثحثيشثععه اذجججفكيخق 
