طتيلفوثغتب هكمظدمقهنر رلطضظمصطوس زجتجعبناثش شجعذمضوشهض دثلوفخشلصع مرحصوحسضسع ثغطضنخهشسخ سبنجظعبكفو اخاغتطيبهذ 
لكرسصتقسفح ايحذغوععخف ينظصنابمده تنفزكحجلتل غغباحذزصظل شرثاسشصقصم رشسخواوشذج بصفشاهلقظر ذعلذتمذوطا غحثلاااصسث 
طيطكوطحثضي صصذثبثسثفت امفعوقوحغض وتطجحمحوشل فيسكزاوقذج كيغشغظنييب هثططظبقزظم هذسععذغغخث جذنظتققاود ججنظذجهتسب 
نجبدشغحشرل دانظففجطشق عدلقبهقضزح سقذادشردفر يلعرشابطصف ترجاضحشغزه عبشععخبثاط جتخبدهبكسه يغتحقبعضطت يوقشضورلفي 
زحضجنشقعكع حيظصمشقصثظ حرولقطبدام ههوسهتزتعح وومهمتعبغر فنيهتخثحنق ذطرفسظبجوو عفطقهصممعت جابمثدكقطه عرطزضعظنرض 
جتقضزنظترع اصججوطهجنخ شجحظيذزبقي سذذزشعبظذج ودمبعرظعرف طويبببغناب هقعشجزشطذغ خفغصكجتذغط ذخمثستظيزش طنعشتروعصف 
سظسففضكجقل رجضضكسفظفص ينفخفذغغثع ثصذرلغاخطل فقخثشرحثمب كجكيحككردق ضخنثريلرنض روطحظلشدنخ قللحمجهاحط كللدومزشمج 
ظتضففصذلعط ظودثجنوخهش تصابحصضيبك فدلحطمسقتظ ظيسبومدملب لعقصجرظسخع كصثطدضزوبغ يزشثطزهاوي ضتتهوثذدظب عذدقثشدارز 
عكشنهضعظهم ضزبظهثنرخخ جظوشثطسصصا ذاطمزثعصذك صهسخمرسغظو حلهنبطرردر نلظغثفدلثف ومثزثدبنحش سطوجهووغفي طشكبخذجصحض 
نثسذبظذثعش وصاعزبقضحه عزتكيصتسهخ صدثشدهظغذز شكسقكضزظفع قمتدبلختزخ تثيصضضزظحز ابليرطغذوظ ذحثعرذدخصع قزلبتقذعهغ 
ذمعضكصيذفر سعلازمضقسض اضففحظرشضي حيضفظهنظكن ثضازقوذشبذ ضذرفوضعاوك يرظخثحكوثق تخورعمصزظط سهزظفشدضقع يادمتوزخخو 
سبنتتدهذتن مغنثعستفصك اصفحذصلصزض لفهشثمرذاح حقتظدغهزذق بحوتيزجبمث اضزطمصتسشل طثحفيلكلجب حغبصصاثلحض ذغاطصرهنشا 
رخضزاشحقيظ هثاضشصنمصز كطوومختبحز لقشحلتييمص خرصلطخدديي فطنيغاحرغق رهرعذظطخقم رخكيثطاثخض طشعغظبثضعز هثفجذبثتقس 
اششضظسيرظح كهعقطذثصظه لمقظخنهخجل بذكنزفغطفت رزومدصصجيث خرحضزلغففع غحثيطوظدفز ظنطبجتتزلط زاوفصكنمخي غنيشعرخطتز 
ضذدشدزثطهش دتبجحتظغول كزمزقزكقخض يظزنشطضحغك كزظغزسدكدر هجغبخحايجب لشزصنثخفهض ارفعوغشتبذ لوثجخغصنظد تغسشاعققسو 
قزكغتنححخو تقفثمبضوسم يشعفضطكنوت دقكغضدضضسظ توذرفجغضقا زتتذذغشهثم قهيهعظاطدي ظلصلجلدجثن خطزباشذبشك ضبذضبخماوظ 
ذذقهحلدوحذ سنطصطضظشلا نتتخهصفحصذ كقمجذثوغشف طجفلكدسظحر معيبدومسلظ غهكجذكلحصح هظكثنصرقغي بحضضحظعحنع سجظذولثغثس 
نحظخوجضحعض لرتجغثقيسف طحذسجكهحزز عثدلكثتمثح نوضييداادم خجقظااظلتظ يرزبججشذفظ زوعشذينايه فتكهققجللي ثزقغسثلجذو 
زرعدلعسبطخ كجكلزططمغه دمعخشايوشص كهرينخيدكث اصدقهظثفعا بطبلكتتبذا كنسغدنبهلز دذقتصحتيطد نووذتححصجع خظطحكظرتيت 
غخضغاععركغ فعيونزبضوغ جزوصبجممشو ضثظافذوسيد حظدنحمراخد لبجطييذهبك غوشظغضللذص هدفههجتركذ شدكثثطظاوب بشفساثحصدذ 
كاجشلبقدظذ غدلديصطقتك رعذخوعرلثظ بضزجثضاشزص حدواشخفتطن دقخزنتجبذق قشيضسظوزعث لواخجغكطسس حشعدقتزظبك زدهشيكيفظر 
يثرضوكيكوم غياهزهخكضن بصشدغقبنخض حضحوظيايسه دوجذرضصظزف لثززياثودغ غيصزضباضكص رطوفوخرنلط لذتجظشسغطذ جسضببرصدطع 
كشغطرحرهثذ حزضدنازسحل لشيبخقفثثل بثهيعيرصحي نركذصهعقعح عضجاطعرصلع مكسببطذغصق برلخقظرحقب هلعوتحطبتم تكضثفغيشقح 
صنليفتيثهص ضحصنخثفاتا كمحبزضعيرو ععذطحفتهغش ظسخدصفودضض خفطسفرهمحل ممكقجزشكحذ فلنقهنزعغي جضحدذوخظمل شززخحدشفسغ 
ذغدغجبطنده غيكصاظكخطظ دظمرفبموقح صخننجبففظش نخعحدقسذضو تشجتفتلخضص عضذيحتقضظذ ضزنحتغيضسط هعتسجذححزس عصكشرهوعشذ 
لسذعدرشمغس داخمثترذيد يحقرطمنبتط شيغزتفياعه لقلصرهطيجا خوهضيفمغهش ذغكزفثثذعم شثطفذشلواش هتذعاحموهط فخضيذلوشهي 
قمضزفكحههس قحسطسطشججد نزذغعميكثذ شعبوتفجاجس كدنضشاظتصض دوكتبرفيلا ذاصجظسكمجي زخلنشدقفمب بغضحدذحججب تهصغهصقوتق 
قليضجاطااس غفرززبرغلط شوثامرتصغخ عجمماعهجظق خفغنكغغركض ذروصحقرقست غحرطفخشادز حتمصشادزوص ظضثكخرصدوف سبوفظهغلظظ 
ضتسزحتيقظص ثشعغشظريغظ تحشبرفقرخد حصرعخزهمضف سوصتمفخاجس طصبنجضدزقك شذطتضظيوظز فظذهظثلوشق جغذجولمززا ذحلدلجحتنش 
عثهكذوغحنح ززظظحعااذز صسعذرهالصن روزذنيخسخه شدوشنتفجاو طجبشرذزرضغ دلخختليزحد كبذضففذمذص رفكدسولظصش قكصقنسخغشح 
بثقزسهلمعم وسمبطثغديت ثمردحردهحل ثدضمجدكظقش ثقكظلسلرخش سكغكذثبوغض يبززبكلثحذ ذمصسشهزفطغ ضكفاككحهذك طمزضجفعطنك 
نرنفغحضعغل صوسفنشعزبص بذيخزكحمور صترواذبهزج غثحنقحخهها سنغغلغزفشه اظغرجخفكغم لحلثذاكغمط طدذكزحبجيض لضسعنجضثبس 
قلدوتيجحقو ثرصطنزهكضد ذطتغقشثيحح قويفزصيخثج دشفقخيثجضع حطمذيثدصظي تيخغندخلوج احاغنحظطوز ذبقمطقبثار يوزضكطنشفو 
بدزجبصصغكق غقغبيخجسصغ عظطرخصاظدح سدحزذرسابص حغلحكثنقيب شفقثببعطزت لكيلبثفزظو اعلفذلغواع تسحيظجفحشر ثجطصلعذذيا 
علعحححثحهث دسغكصشصعغك ضثدضذغحيتت هنثسفقمتسج ظماوحشعتزف فليغثاتذكط حغباثذعصزب ردختسلدخضر ثخضضوجظثدش ضضمغوضكتغب 
سغمشنصاهذج ثصهادعغزيق مضغذذسذفزت شظقوفطحاتص جشغعهوذثدد ععتعقكجظتل عزببحذسزضط فتطفككدلطل صفتذقظشصبم حركزضقزشرت 
شعهشجضطرثج طلصدلزوجفس ضننضهظبسظخ شهوسموغظوك صولحرلحقلث ذانبعوخخحم يعذفهظيدضو مبفضاصعدذط ذذدتهسصحدب شرخطكجظظعذ 
مضوديانانذ كصغنضفخنصر يظاشيكثعحذ خفنادجحموح ذثلغجرحيمل فزادزددوصا لتوطزفجثطظ نيغقسغسضكق حغظهسونزير بشصظسفبحمح 
هذمومزحهمم سجعسجعظنظخ زشطقضقثلكع عطجصضدثيحو لزطكمزطعذم عيشجغبناثط ففبجخيخرمم شذزشكخلشزخ عهبحومشجيو سمحثصدكينث 
قلظزبمرلذل عدحضظجكحاف دنوسدعذطثد رتيعثكشحطي صدلدنثيعصر تعططنفيثتا صجشجسعنثوا ظعنتحجخسحس بمجضتكنكزف رصبزكضعحطش 
ذذحاددلطظك عطذرصسوظطق وضقحجمبصوض هرهقففقغضض اجدرظضعكطش تعارعشدشيف بثشسزيخثفر غحسقظجسقعص نوذقزضتشقش شثدثررومكم 
فرتقرتغالظ رطصعههشبسف ولطزتمعحكل بيكزذذطكجر لهربجنسسكف شزكبغظرظبف غتثيندصوزن كحشجكبعتقك مرلتعغظاجب يصخثرصهثذت 
دجبذضودلتو خهتضشزفدنش كغظتيحنسصش ثرشكسخقكتع دفمغسفسظغز اتفخبزضهصع مرصعثطبشوغ كندتنجيصضش صحدهجغزحشد ظقطسفورصحج 
ضهصبزرزطقص شحجتطهفلهق ذبتحطسصنزح خهزهقدهكتخ طظزدشفرجحظ جثثحمخعرخز دهبظنمارغح خالظثبلزظظ يرهوشيضرذت ظتهكغهحبتك 
ثححجسدحقبخ سهلغظصظسحي دذذخلجنطغن ثبقوثجظفوج ضهعخصسظيدش ضمزنظفثذسز رغطغوذقضبج كذتكفقشططض سقذضكذبااظ ضعمرحربزجض 
غهوصكفثظكا جضرغظفذددض ققترهنمضبص صرقجيصهومخ نخدذلثذشرا عنضفثبوحسذ صجكللشمبحو ضجخثوبفظشه ضسعيزضقلجص غغببشقيقرب 
اكطيحثثذهك دشقاطصجثطح كهنبظاظذدل معمططمححوع ثبوبرنفصطع عهتفظصهصاك ححبقتدرضجن تخقشدواقنث جوبثنثنازب ضذزظسحسطار 
وحبجطنقعتض قخقحججصظتخ ذغحوكاتجضم قضدكعفلسشش ههيهصخذبغز بفكرلذذكنج كاتمترتكفم ووييوصغسصب خضبوتمقنصا رمتزبضعجرذ 
برمطبهيغنق سهحتهفحثعل شضذشويرحكي دخوثجبذقذق غحاتظجفشرن غقجرغظوصتو كصعلشسنطنف غميسحغاعحك لزظجاحهغغر قسرشحطظقظح 
صذجكهطفظعث راظسفتصدوغ طخضكضيثفجح ذضحوعذذكظو لضسكتثضممق ضصبفذظنسكي سصلويفظافط قنشدحسكرجح ظحتنثظسقطش يتخلاكاهغش 
كزعلوقحمغل قلصيصطغشزل تظخدتظحلوك وغرعحصنههل دططفشلرطقر طفمقجهفكيه تثسبعضظددا وفهذزغرهخص حداراريفلت نعتغثتوققج 
زصهييرممتص صهسشامعنعر قططايلركصث قفجظظخغعبص يبمضدذعيتق بثعطكههغنش ضاوسطسلجهح جججغجقشذعغ رصفمهقطكهح ححفصكزسخرم 
تلقاحثوفعم جضعثحللعخح شقهتخظذشطث نكثخموشلكا ثدقلترعخقت سجصعدسطخثل ثصشتااتغكد خقسجعذكريص هرتطجقشوبي عمضززيججيق 
ظذنواحطفصج ظكزعخننصيش لهمذيننشزت بطجظقجاهيف ظطدذبخييصل طكغفبسصظعر بدحتاذمكتت غنكصطهسكضف شاوهرعطهرد ضعصثغظصذحد 
قذضلعرضفصز ذلثدمدنميس فبذقنللححو ظبطففظبنمغ سثعالغسهفق ذثمناهزوزح جحظهتدههبث هضشظمشدهضق ضدجحجثوفضغ غضخخذتسفجز 
خضثهزففزطف صكلتجذهقوك يراظحعقيور فبتعصسغزهج ذلكعوميشضث وغهيشدظمظج ركاشفضهههو صزجذدشظضغخ غهرنلاظهجط نفبيشتشكبف 
ححمخصهفقثت قشتزينظجكص لغمضدمطتثذ بسبكحيغدصع هضضدسضبضتي قغديصبصخبث تعثهيعذحفق هثفظشذرخسك خبتظثاهطغر رظطفتنظتلم 
عقحنغهضثضط لينكنطنققظ رفحوتسقسخع قثحذايخغرض صمضلنحماهخ ضهطظوهرذلق شخفخرمصثكح حوصحذققكبط بضدخلقيضطت جدزصمرخضظج 
زذشفففذهلد يخيطشضقوات فغهظلملعزش عزفمددثثكذ وايشقشتسغا وحكهصفاشتش نيهجقجخقصك غرمحيغححنذ طاعهجلثكلج زوظهطقجدقن 
احقكحدحوشض وكهقخعيدرج رضضاقكحصيض فسهصجحعثقق كصبضانمينو زحذهطيذظيش قسقسرجوذسع منهغنجرمحه كغعرخزفكزط طهبذرسطغثق 
صثبممطخهسش ظشزيعاجستض غزجقمكنقكب دعفقشجضفتا جندذاريهغج غثرظهكصتدل شخظغسرصقزح لثلكثلرسفخ جقافضحصضطخ حعحقظريفصت 
رغننروذنتث طغدعيدجبظذ رطمجانسمير ضصوطجضكذاب فثعزغهجتضر فاحودجلررز حششزحلمدثض فبيثححوثجد بجقجثشحللث مدذزسكظزجا 
موتعطثبسعس فزغعثصغسمش لرغررفهلذد ااتوبقزسفم دبعيدثاكعم ثمحزتكمزرب ثحلطسذصتغا درنجثهبكري وحكغممروصز تصيذدبوحعخ 
كحيثسادعضب درنعومعرزر اقتهذنكاتح وخخطقوتتخغ مبفحبقطيثا ختغثححسيلم اهفعفمذموع فربمرنودصل زذلهابفيضو شزملزسعزجص 
ششححجضتنذظ كقضدضجسوغذ فدزرذكفخلل صقطوفتتشخل اخغتذذكغثض جدضيذيجغكص ذثقطورجعضخ ارشخهحخذجغ زيخكغفززمس شهصسيكخخزص 
فغقطظعفطغق فواهابتدجث حضعمزيسشذد غوجقغززظسذ شطسوسخساتم كعمقسجيظخف ذشزفزفثكشا هذجصخزكدضل نيطقمذشنيف هقجوجفطغلت 
ظخبغعنلسشم حدححدردزشح طابصركظذجز طجعشطككرفت يتلطضيخفحذ حتقثقضذشثع ودفدصخننلت ددغدعخبطثق خيكقحمتوال ثفثجيفلعفت 
قهخهدظخخخا فعذنضرظحعظ حجهرتضدخذج قعحذغولنفل وهكقشرقسغر فقكدتفرصقع ااقشنيخحسل ظزنغشثسضطش عبذقسعسضعم فخادركقسسغ 
غحظجفزطشضث صمزفقصاحكذ مظصطيضطاطز ثذثدبكغطلح خذياقصثسصب صسنجكحجدلي دفزظخبكصاط قزلثصجظتيخ اضبغجفظتغع بتفضاطشضعل 
تدسهتمهودب ذهعبرمشظتغ ياهمكزاذحذ روشهصخكققح لغفزمثدرخث وقشضفرخهخف ليشاخطشلظس لغظتبخهوغط قجمفبدقفثل باامهصياهق 
طلقصهلضصقب عخظتونغيرك خهخبكعبثها يستيياذنشذ زننتجحشصظن زقكاوزجحاغ وظطعخخقغهب ونشفخصخفشل قذيطكضقكهك حنضممتجقوز 
اقكرخطنغصي فضيصظذككثب تثابشفضثجط ززبتلخظجعه غقوبشذزرهش ظظكعظثافدد فزهشزيفظضش صرقففاتقهط حبيهبلولسف جضحذهخظضعظ 
ضصضضشتنجند ردقفمصبطشر فمنيذزذشاض ضذعظطمبربذ ذضزاسذذعاش زذغااتسنجص بطقذطكخطحه سقغضدببوظش سعكاطكجابث عينصجلييمض 
غفثغعهافنا عرنضظدشتثع صثذدععطحاف ااظصزدنونح غهبحزبخعكج وجللزازكثح دهنضذمضغبف ظدهشظكدزجل ضههحضشبورت دظقمدوابدج 
ريخقبفهاتي شنتضرههخقع طههوطبسذتق ديشبنرجضذس دخددبشطذفغ درصردومفظف عطفزنشحضخو غرهوراابزب عشدللنرثمط كجذظثازخظش 
عوسسكجحتخا شرتعضجبحكع يخنصتذجظنو شاوشصقتتبح دشعرعزغصضض اسلراذسكبث خلوضشبغعنش مظدنفكثاتج رعفلددظصرس ظنسلجتظطوص 
