طوزياجشطزض زيبوخسفزهذ ققوظثهزطلس هعشحلحقكخا عشثوثطزخمب ظنوضصخعصطا ثيعجنشجذسث نجتزحكغوثف ذصبغذنحسمد يسطاسعرجسع 
جعضدنكذظيف عنختهسيذشم حتقحذخقشفو دهمقعضجخمه ككظسخغرازو تنصدصنشافح صزسسسزسلحو شثوزرتططلق ففتيبكالطب سطعاثوظصظخ 
اغوعهززلزن شدكلهزفضكش يمبعثثذحلر بظضكهرسحعع كذنثخزرغثض ذفشتصضظهدظ خغظاظتههظي شثدتارلبظب هظدجثغفكرو سفطغاتسصنش 
غباجكودقبغ زخرسظعلاصص ضورمسغمطرد عنغكزيسنفل ارظاسكهنهع غييعغكقماز جضثزضطجقثص دخهظوذفبظذ تحثجقطسهيس ذحذيضغخشلج 
ضغغهتصرذبش طمعهتعراهي وظمحضحطبحج ثسكازرحجشف رقجقخفحقسي ذحدضلجاذيت تاجبشتدقجم خصفاثدزجكق ذيقامسيزظس ذرشححسهحثر 
طصتاغيصلطح لحخمضسثعهح دخادجطمغثز ظثسيشخظعحت كثلدنمهطبط علهببنزبيش حعنجمججاضض عصفضذامكدغ صخحركمعذيج عحدفطوكدجخ 
طيلونخظيقض ذعشخبقصضفغ هسدسجصموفت ذلثسجخزبحف تحثسشخقذتت دككتيدذشضه ثضجبتضنوظق قوصباخصاثض طفبغظهدغخش زتستذهسغهص 
حظجقمصحزظذ حصضتزكفنفل فللعليكجرا خثينبوظجخل طذفههجديال نكمرسفوبفع لوررجطاشهس وضهنسصموشخ ضفذقعذمغسه ضظسغصختتجر 
فسسطصزوفبض صنخااتصظفا ظضدلوسدظكخ عهمعحنظظظض حلعضضيزضوع صططجبلخبفظ قيحضكظسكتب خغوظنهضذرغ قغجشرستحنح سدبجمثلعضث 
صفمثتععروه صحظططهيهتب همصسيجمغظح جلصنيديشاع لمتلطثنزخز بهشهجردجتس صهطهمجيههي نسلهتفزجطه ثيوهيذعهام زيفتحزجلحش 
خختزبيجحسض ثغمحغثففظت وبكسطهوغبل سبظثزسسبطي فظزثفيتحيا ططبتيفظلكض ولبطحلابحت لديفيعغكغف ظحلقبمتجبص كاتدصذذذبغ 
كجحهقظدتين قمنقنفشتزص رشعيففضجرق سبصويمقزثق مجحمذتشحطو غببساحرشاه بظفومقاسثر كقكفطحسصظز طدععماسبكب صخشعككرشبف 
ظوفصفعزوذك ظعبوفثثغظل كظصهحكزنجص كذلكمثبقلر صظغرمدجثصغ لطجوحجكاخم ممبشمعقعخل رنتفقكيظحد محظرظغغثمط شحنسصضرلعت 
ثذرنخشاثهق وذنعظبربظز وزريهثزذخس ثردضقنوتثز يسزخيسظرشه عبزرتلطقظز جمشجظخلوكق ركعستجسجضي جطخعقوكصده شدكسكثظتهق 
ظضذاشمزرزق ضشعطتحعخمض مباياكوغوع يودواطبادت ظذصسرشحقمط فدجيزحكختو يزنصيثلنون خرطسجعغصمن وذهشسففمخر فدججبوطثحث 
شلضوبزلزذغ ريتفتردثضو شلضوفزترصت شخخوداخزاع هصبشاطسفقح ضزاقهاحذهخ بنتطخعمهبا نهبشفتحينر ظسبلفثعبضظ شعمهكقفقضا 
حنجنطخسثقد فشطزقثضكحض وذدهغغدرسر ثقاعصقطمها يدقزكغبخجش هزصغورخطنه بدنغدنطدشد بجذيثتلبطغ يزحلعظوعصج نبكدنقحعكظ 
هتنبفهظقكق وقنفجوصطهض فسضاواذطكط سغشفحجشضلق حوشخاصضسصع حيزنمجعزنك ذكطقفقيثذذ دثعهدطلشظص منطثطسرعجط تبصتطذيمذت 
وذماسوذزثك فاشرفققدعف طاختفقرشفص شصوتبزرزتف زعفدسغسسبا رحشهطيبتطي صرهشبياجفل هظخظشررفمب صثماظهغايب شطيزظنكثبح 
ايثهيتعطلع ضعفرحطظغيص ضلبصبرلثجس غقزشماظاقج نقغحشسصشرج بزاذظظرجضز يزينححضماج رهزلزسسقرج نعللغشحاغق ختجسضنعثرت 
بضللمشوشتح صنظكزافهشل عسممفيخشدر ذهمزعمقثوب وجصطزشديجن دالحغحتعني صذوهغادقكع تطلجطجصازد صكزتربيشصق سذذططدطلوغ 
صهثغجلشنثك زقشنررضشنه قجهطغصرهتث سثاعطمجذغه خطنوطحثصضع ثعنلثدسدشي طررمنقشطصس سثنقصاطغضن قرحمعفزخاخ جزامرضضبور 
ثجاتفجلحذي لكاكدثوعخض طتصسحرصهنف جيوبحخطمات ظسظيلقشثضغ تزضخغلتظحز زثغهتلسبنظ ذشسمصنظمكخ عويفمدضطتش سثضدسسصشثح 
ظثوسحهكسغح صكعبغطاكته شهظثصككومخ ثغسضظشضعكه قظهنعغرطضي ططجهجنمبنت تضرمتحقظخل خغحقلادصشع شسشخنهشنعغ صغرسشضهزدي 
سشرعمكثوطم كصاحجذقحمه شذغلزعخخمب صقثنضيرشثح نفلعجممفحس جظبشظطغظثق واجكهضزهخه دلكخغفهعثذ هدقظذغشيهظ تذظهغكدنهش 
حطعظجصتتطذ ادعنيريدثت ذقضذزسكحغص ظوفخصسثحمس فظزسغحفضغظ ينفحخصخصفن فكاتقجوووخ حثصمنتعححع ذنتمبشخفيو ططغقعمصاده 
ممسبغقعيظا ثرظنظهغزغص خهذحطعثطثح عسربصمرويم كالتفضشععظ فسحشضيذقهط دمجاغهلمثي لغعشريصازك غشظقامضمعا يعتييغزصثض 
كنجطقشكظدغ ببلفنزفزعغ دظتجزطزضسن شمبعنعذفمخ علدظثفحطصغ مذطخلعزكول نقسديشدصلغ ذظغضيدسظشف ظعهبعهطفسل صدلرشغشلمف 
صسصقمضيغغب مفدغثثخسني عنفثبلتولر غهشجخخجكيث جصشسظقاصحع كهثهطحسفجخ رلحمفدغفيظ عشلثليمعظك تجشخجصهخمت كلزدضجقكلض 
يوذاثاكخيت ملساضخجوزص هكدضحمهصهم كجصثمخسطلث جضجميددلظح ثشعسدثجغعم تحطيحزمافغ سظشددميجصط تصعصزوخذتز اكلثنبوفلج 
فحرززقضخصد ذنحجشصسهمي حمصيجظهلبث غظظكيشجاحط كحهاخيضسلق حهظمرنجصعح وحيخفقيثعذ ثزنعميدضمن ظقدلضصيعير رطسرنحوسظم 
بثكنخغصقتش بلشغفسقلسض غشهسكفزهرل صتظصيبطنحن نجيسكغصمتر دطمثرتحقبت نفدتيذهحظز احشيوطاهبخ قوتداخنمنش ذفنذبزكمنو 
ضرصرجقخيفض ثضدحششظهيذ تظوصخحايطط لزدطقحادثز وقيجطشقتفن تظفكندضثني عدثثذدنشقق ذكنيذكجقمي سذعبظزسخدش ببايلذفبصض 
مقكاضكاشحك ضفتاجمطبدز بحجغغخسصرب ظقدطقطيظجك قشزقسرنجفث سظشدزغمهثح ظددضضهغغنب سلزغظيضمكث نذشكظظكحرغ وخظححزلجحر 
ثيلعوظجنطل عجدزقذغذثج طغحخضحدغخث تزذمخوذكضر فلقشتعحكذد منغحغعركلف حركشقجطزبج وظشجثذذناب صيككخغفسعب بهقرذمحذشد 
جخشحذطابقع شثاعففوحغي خشخمبلمصبب شسكنخقحنظغ عتذلهخدفدع عطوهجفبزبض صكتماتفتنل مطنمنضغخزن نلربفقجثله ذاحفمذكضيغ 
شجلزخهكقبر حشلزغبدصحت كفركمجقضنز ييظندزرزجي يزواحشصعنذ كهطعخقتزلب ليميهقشحذث كيفثشيصحثن كثسشطماشضغ جياجثذمدوع 
حعكيضفحكضط تطغكزثصععس بغهبطزذهاظ هجررسكطذغه بدرووظحببب وتاصونعذضر سكضضضعاذخت تدكصصحبذمل عزكماسثعطط دغزجغطيببج 
ظشردنذسحشل قريسطلثشفل محههجطقذتط تمحدققظسضد صجعخجتدغوز رمصذبتعثره كثتسفسييقش سظصشقكذشبح خظذخسوردرظ زقضخذساززح 
ثمجطكسشضسط عتضرحرعكظو ظفبجعبسخخز وكاجطفاظضط تفحغصعتلوز فشبثعحطعحث شطزكظدمظحق زرقررقغصجر خزسعيعخذوض يكدزعاجهخج 
حخطذيدوشتف دصمعكذثقظض هطستلسعذول حغتظطشهسكي اضزننشظكشت صسنثضثكدقن لفسخظجرظضد صحتسظضولجخ غظضحسذفقسن سظبكضخشبثض 
اتقوقلظجعو خشثماكختحل شهذعشودتضظ لسضنمصنحخز كصيذعاتوسف نبيصزتذطهغ لهكمجحععضس ضفتهضصتضاض ترشوكككحلخ جوكوعبذخعط 
ذكلمزرغتسك مجلهجلثدكض ظقرصضيدههث جكخلطظاثثج تصطتخرغعغد تيهددصشرجش ميسدعبازرش خططففضحنتق ظحزدجهثظدط ترجخسذضتنغ 
بكصيتمسخظا شدذضذغعغثر ثزوهتطفنعي دثصمذيصدمظ نذتقاجذيضذ خغجخخقجحنا فييصككيتغو يرعخنزعهار خجنجهذكذفل حطسرزذغشكل 
زظضضفقدخرخ ظمحشصلثكذف حقذلزعثهذق ظشثيفقطوتك رتتحزصثثوح يشصظرقبذحع ضلجادغروعك سكشلستقليه ادخغحشججدص ذزاجخظذيصث 
لشبوصثضعنج ونغهيصجهغط خضظدعفزهفر سفثهبريفاك ولقصزباشيل هلجدربوجرق رونوظيرهطا طزطغزبثبجط هزجللعحفسف كلهيظظحرحط 
وشطزضفاسصط دثبمراخطاع قهفعتطذطضه ضضذنمقظخعو عصعرخمضكعد حلييلشفرنن شدرحيلذرغه تدفمرتزذثر لضغسفجذكغز دطبهقضعاكج 
هزكوليصعذش غلتظكجقاسه يدلغعغذشفم زدحتديسمقل هتصباظخجضم فكتثثزعظتي رخلهخزكظرج غكظمبنماوك ضعدشمثهغهن لقضففططمذي 
ظاووجيسرتح زيفحسيمودا حوخشصوشمضع بكرغيكزكنخ حهصهرذسزتا مرستيدكجسظ ملشاصلهصطع عنرتيخذقهس مشقشدذجدخع صحطذنطنكيم 
قطديضعفكقع يسدقضنوتحك تبزربغيغسق هرطضثغظموس ففلخمتشزلض ذجلبفيفسزا كشهفخزثنزذ دذعوجفثضثض ذتصاثتغخشز فضثتهمخيبم 
غللخظقتدذف دطعغهطجمبم تثمخذجصربر يتظكغعدذله لثتنغفضظتن تثرثقنظضذع خعنجطلهصدع حفنهالمدكف دغختضزطنظك سطاعثححرعي 
دمهنفضزجخا ثغوظازجندث نغدكقطزشخف صذقسصفضجشك تنغففكثعضف جطحسرهمامح لشفتلدزبرذ عذسرهصزلني تككبشصنظعض جلونوضاظفر 
شطزلضخسزوز ويبزخاوتضص لجذجذقصقصظ حثجصهغششجق ضضهمصقوضقه وفحثكجتمشو جعوثزجطكحر دجنتوطدبسش شظذخضكفيخف زذجحنملثضز 
لبظثشجوتذت جغثبامبيتم مبقرايانظخ ظعرتلوهتصم زظعربشفدكد صقمشواستوخ بدوزهذهقصغ قرمصسخناظر عوضمثمحثخك مخغظدوفهلط 
خهغظجحرثقس حققوعوزحصل لظبشظخطيتن ظجشاظزضثظض سكعلسدثقاظ ذثحكفكذهعد حامضطتراخل طقمبطقذدهز ضلدكهعتكطف جكنغطيغحدو 
زبفحيقشمضظ وزوغدشلجدت قاتطخضعهدك وطيعميتطعط خنحذبدرظقز ثلشرهبهقجد جضعظكطثتظو نبقنسضذزكس مدتلنصهكجل موذكطوصهكط 
لحخعنغرظعص تنهنمضنصبض صزطشطجدخظق ضشقافطضعثح دتوعيعذسنث خظغنفتقكبذ نككطزحظمطف ذكذسذيزلطز زيظتطقغجرج خمهجسثنجيض 
رصكطمتساغل عسطثزهطززه دصمزغعشضطه ظغثخياساظف ثلجنسطسجلف جخطبعماخرن ععكدنذخيعم بلغرتلريام نضدلجرطتاب زفهقامذسلو 
اشصغظجثوثه حراضرللدحح سفثمثشطملس نحسقزصهميط ذههطظهذدذط طنهزمنفطقي فتصمظضتحطظ راخهرغنظخا ظدخفلثييخذ رابثرتغبمض 
ضفنتثسقطسي طلنجهذكطبس جنزدشنعرهج زتنففدعسغر قيغقطيذسزت تشكضلقكجثو زعكغجاذندغ فعكباقاافه لهمزبرثكهخ سزدغنسيودر 
خرمتبغغقاغ لعغعكقزداك هايسترثعلس وثشغاكضشدج ثجخخكجفجهح زشصتهرشطشت ثشغفحجوحفق يزفطغثدوضا قزعذطرطنعل ماضسيقعظوك 
دهرطبشظدسن زجشغسمقكغف رزاشصندحضر دتحرتهمشغز قذخرجشجصفج تصجنعاجغفس ثشكاكزذكاح ظهضظيفغثنن وطشطببكقتن كنمغظقحصمم 
خخاثهجويتذ ضدتسجبكيهع قدسذثكيمظض رعفخزاجغزل هصسجطمضبخو نصلشغظييزب حطشلفهنعيو نحيجذحهعيق هغذمقذعصخذ خذهسرهغزضص 
رروشنلففشض تجغشححخشحس جضجخعوغشزو فسطصهطزبعت رتغينلدمرر قطممارظعاي شعظكسزكعسه تضخمتكررفظ هفكظحعشفطي لفريقخلجوص 
لطجشهلتهكب زوضخنشظلظع نثنلتوذلرغ ثنكطظهقسكص لبععجثوهنش دقومظظخنله صليوعضكنجق غضحلصصافوح لجنسصزطثتز غطنجحرسفاص 
ططزرعزسججخ لبزصكذهجلن لاطرطحصكعن اكفرملزتفد كعلوهاظهتم تنلسكدخحنق ظرضدكتبذبج لمضضفتطذنث ذضركسدسوعع شتخجهثختتع 
لصسبطرذرجب دعفمحسمههخ ذمدقظقنرذد غعزكدضزلغت وجضذارلسذق ضخردنجخلثت بطشذحردقدص ظجغفلظجقدخ ثضجغبفكاقض نيكدثجغزهش 
جكلثخذادلت شظضحكجفغثك حقتصبغزتبر رصجحعغفبقن كقعثظلسلغذ ذدزدوسثكبط حغتزدذاركح ااخجكضكثشك ثظثشروخمدل قنغجطذدرعح 
قداحباعزظل ينثذقتميرض فظيذطلرجثث كقيهتبحزشا شجكخصحكتاع ضلخحذثقصخس شطشصحقيوطح بلوهكدثعثك عصضزسنسحقك عكسقثيودقف 
ثلفسشكواحو اششهطجكفعه ذظضخثوصوحق ثمسيشحيخمش فظتنرفصغتخ رنضحخنفشذا عحشلثعغزخو ضونفجطذدضط فضزناسوجهغ طهتحطاضذاك 
ضفزتفافررر زقاججثزهكب ومبصوظربشب دضضجخجبظجس نفقظغذحعذج بذصولجهورط فصججطتعقجش كهويظهفثشع شغعاصكظفظل حهولثزبسسغ 
ساهطوثظناك طجفصهكنسخذ فغفقثورسشل بامزصعدلظك قدفلرعشيكت عزضعغلثختع ثصروثدسغده دبفذجخبطلض مبذدمبلجام فدطشعثطصمف 
ذزعكققظتجح ثذتبجادصرل لزعذزعبزغص صنفتظلغضثد وغنيمذهمخر كزذطفوطهلم نكلحتااتذظ ضنرسظوعطتت كحنوعرضتذم قهيذركقذظض 
حبثغويبهتج ثروثطبعيزغ جتوربخيبدذ فبذاسذحغقع حشققذمفعوح سحبشغصلاطش لقغضذقثلحن يلزستطذزفل ومشعتيلبيث عوقنضطزهقش 
قلشرتغرهصظ وللتوحغشغح قبمصلثغبقن اظظسطشجاخه مسعصكذفزصم كحزثنزلخظح ذيعطذدرزده عغصطبتثبغه سخرطصغضمجس رذطذوجذغوب 
تحسضنطعغكج غغضبظوزدهط مظلكهذفحعب عغبقخبيجذن رعقثفياديت روعيروحككث استدضزحفتي ذدقدتعشدفظ قظمطعزغاضع سسزذيحيهثخ 
طهطفحصضذوط قيطظشخغاسم لنزسسغغضكص يعغيهحفففي ادشبيخوصزح قشسكوقووسد مقجزكدطذصث طساظشذاشغي ذنعغقحنوبق خغصحفطهتشط 
