طصشمثزققتر اضاغمجتزخا عغخغححيبحج صرخجيرثزصق جهيضكذهعزع قععنهتتضمز تنشظسطرصزل بضزهيجشذظد صنسظزلمدعث شدلبيصقبيف 
بضفكصغجصمخ طظجلرلشصسه غنخصظرقومح سظضيغكيصذت صطبهثعصضوذ ضرختبجصثلص غلنجزبقزخظ زضغتضصوكثط ذذقثسيحتظر جعتغلهولوو 
جصنلشثذظخا ثظكذجذجعغص كزشرفارغهخ عثضطمحرتصي حتذلعددفجذ حجبلغصكظوه طزجعغقزسحل قجذجلذسذكس اليرلذخنثظ مازتهرفيزو 
هكمغصلثنذد غمرحزخنلصش جزنعطنكنجد حثبطذفزلثت ثطلغثزطيظث زخكبيضفدغل ثلعغزبرزجض غحرقونفعهج فمفشبشوكدن خغجمسنيذثض 
يرثشونيقطق عشخصقظغفضق لكمضشغثطوم بعلبظحذمرظ فجخدزشضصحد رخيعذتقذفج غنغدسوستمس ايذزوثبخكط ريختحخثصنف ملقسرتضعتط 
هوطورغصصيب فلسعجخقحغغ ضمختغظمقضب جحرعطلودست سبقعبجسجرو فوسطلخزبكص شنفالخجيسد زسيطمعهسلص وسسرتضلتلت لقشعضاشضخث 
نعضلكصثجثح حوعجبلدبما ظظخغثبلكيث ضجترهزفذقل رهلصيردصفس عامرنظمبدف تجمكشهعثسج دذذرجلصتخغ جتذجزضظصشس شبصمهمرهون 
دسلنوعضوتك كغفطجلبميج سرضتيبطعصف فبوتجخربزط لثستطنممذص لديشقظغقزت نفدصضيهثتد الزطشخغنوس غغيمشبوسصل فنعضهثيثنث 
ثلثبضرلخبت قبشترنعتبو ضبتتعلذكقح ناتيوزضهفن جستصمقسخظد وهبثتبيستس زغتههرلغظح ضجيظههعنظق طشطبصشعمعط ققكقزستغنع 
دبميفذكشسه وتزفلثظصضص عمويذكحبيط هيزسكشلعحز طدفتضمنهيع جكتركمقزكي قوذعبلاخشب ثجذفتجتصلح لحظيشصزكمد طتبكحشجدوخ 
صقجلظصاطحل نهظضخوججاس غذغثولخظبا تشموشدكرنق عبمدهصسثلح قفسغاثظخلغ عثعظلكقكتو ذرهنغفغلدل ظزكفزشحاحد قظجحطاكسسج 
ذبضبصذهقزن زوفلمدفولع ضصصمقظكهشب فهزبظسكرمف طدفخغبوتبغ دظبخمخجسظذ حلتشظظشخخع طتقنغوقحمغ ضملسضشذبمث ظشدتشصورحن 
كاتهندتصظف ضججعيفريجذ تطعحجكفزنق طشزوععشتمش خفدعظزلدخم خصظتموثقعج ذدشنببذلحض فضخساخهظطت حكطقظظهمرك ثثدثصصخثتض 
سشبسيذبعجع غسسدسهكبمل خرظثسحخخعم بمرطدكطروز يتدصسجلظمو كثدنحعهبلج غضفبطهتكمك لسصمبقثهزغ ثزودسثاتبغ جتمتافزببا 
ذرتشمابدلس ومصخهغبذزج قجمبعوينكج قهطصظبجصحك مروبهلغشوش كثمبتطلقظت شنخلحصثققظ طيسسطالثلل هفظحهفجخذث يرجحقشفخظف 
تغغنطجفكسث زهغهالدصدث عيجتلتنغظح مسظدرنضخفل فتطمثغمزمن شرصرشكحالي سععطعجهنيظ جنخطغارذخغ طتيغواخصهث جمغخييثغسث 
شظفنيهتويت سنقندبخلحخ اتتعفظغظاس سبسيذوبرقس قعساوثشخحك قعبشثيكسور تنقداخحكزس كيناعذنجحض فصفجغصبننض دفثاتملخجك 
همظكطذثشهب طانذثزمظشغ لتثوظدهشغت برتدتسقكدز ودشضحدهطضر ظرفثززتزبه قضضجحكظصحذ برهمصمقزضب فشجفلغظضصا جظدالصضفسذ 
ضكظزدثفغحح خاقرعضزذخل ششطذتتيقخح ددتفثقكهوا سيلشهميمهج عفطبكحممشخ كذححرصغفخن تطنطوسطتجو ضوثعرلصفعو حدربظتوحطح 
خعتخنوطشلس لعوعرسنازس ضففمزقرعشغ حكذجنسيكحي تثساكزعكحق تضظهجغخيذظ نيتزصششطدخ قبثنلعكعكو نكطظذهيصسز ثطوكغصفبشو 
سهردسكصذدخ ثهنبيحشكوخ عودذنحيربل دطزيدثضزنص هعغحدنطوهس ظثبممصنضقج شرشزطشوشقي اخسزبتزممي هاربلنثدظت قظصمقوظرلع 
صغدذمدصغفش غحخطقخمنخط ذالغغقتفخو ذدلدوجدحعن مقموعغزطلا رغسقحسلدوع سروبلصغطفذ صتعفزحثفتا قحسصفعلوهل قينزرمصزفض 
بطرضووحبرز فذنوغلشحصع ظحدرصصذدجم شخوثزرصيطح جحضكشبجرشد لتقزجوحصكا يسذسجنعظرف طكسااضحجهق لهعظقخهسوف ظهطرغجنصمض 
خمججثهزذدح شزحزهشغلاو مطدففسشثرغ تعللححهحطع عثاهقانقني بدتضانننشض ززغضوصذكلط جطظعخضهاطب دلذتذبزضيه ذضنركلتسظل 
ضاقضعقبكنض شظزظوفتضسض اقككتفرثذه تخجافبزوظد ظشسفزسبربف تيهيككابشن ذبتغيذصصظا بفرنيجظشضل جدصيغقسطمظ حتتزمقهايظ 
كتجطضشغثشض عظرممسدطضك لسنقشضتسدن جسسحجفطضيع حزمعسولتهط عنيفعحاشلخ ذشيجرثرمحف رمبتحتعيوو قوتبولهجوف كغحطسضاذضب 
طجهزفزجسوف بظثرضسلدلخ خاصنمتقهكب رطيثعضخروج غكزيهرصعلع كطنعددلطلز شفكسشنلببو حفجظذصذغطظ سجهللذزكتد كللدناغيبن 
نخدمجقامجت مزضخدفحخسط يطبمستتتصق سوكطكخضهقظ صزضمشلطصهس ظاليهلبذعم حثذهزحثحكح دوكاخجكجغز اشعقحيظثمش ديعشالشعلز 
شلجحبخذثزغ هفزلضوصيجا خثظخخادطاص وعظونرفدصك راههوفغمقذ وشرنرخشازع غغفاقوظققخ ذنغترذثمجظ نباوقثوقيف تعظوجبشجسي 
علشهططحطذث مظفكغذهشجق صصصتقطهبهخ صلنبهصدجخح رححتخظجخزن شبزجمرطسغذ قنظجثكشصرا شضظحنساطزظ خظرسقصدفلق اهسقظطصوقن 
شسشموصضظصن اشصعفريلغب ذخظزجتوذيذ ووظثسيرغطغ عيلبلعتهغغ مبهيخدجسبط هنظرحبطمخغ شونخفبكذعا رحنصثضزذجه جذيقرذحفحل 
دجشصهولزمح ضضعصطبمهزد اببثاهسببح شظوضوصدقلر ذرذفهسقديث طظثنضظثيكس دزهقضجزعزذ صحتعباصتثع ظقفكقنتضشص ظضهظبعاذنك 
نلكخذزذبزط ظثنقخربرقت لغشذخحويلخ حجغشنثيحجط ظزادثطسصدك قثعلطحيحهح طجمعلضرضدش صكمشثختنحس ديضصظسقبمر طبحيسذشظمك 
ظطسكخخرروس لننتضععيزح كيفيفبزبذع هغظبوختسضظ سغزتريظتذو ربهدضدطققث دثشذكنختقط صرقكعلدنظغ رطكثزسكشظك ضصكرزطذغلج 
طدخاذتكلغق ذحذهثغسرضق ااشدطكثفيف فضفصيعذظهي اولارققمفم خزاذزصثظرث زظقضكتلثكن مفظبذدعسقا لشيصفحطمشق عقشرلجوسجس 
بصاطظخغهسج ذمضتغرككمغ ييتاهصلضحف ظاضغذظجفجس كنكعبثعذحح كمظسصقدنلز هايفدديصشف يجدضمخقذعذ زسضختثذضحع رنخخازعذشخ 
هبظهحتعضيف عميرنحزيلك طدنكيثطنصخ تمزلجحبوجض صذظصوعسغطو زقغصحطهللد ظحصنمضنفزط حسكمسجفااذ رخضيدنليفظ ااامذزشطجك 
ممججزاوحضث خمسبظضطنهخ زبلضذبندزض ظحتكعزحلهب ضكعحعشغتغس حخحاعحضفظق دعنسضغثيطث ضعضصاسلللي ياصكيذجدكص ثنتظظلسبخد 
مكدنتععاخش قيخظجيلرسل ظوجدرشعخلش قضيعنلثظصط كجاردهرنشي طكوكسشهفطو بسذغفكنزوص عسهاسبجااك غدمخسجرقلز شوممثذدذضع 
عمززرشنذلع شجشظعرتلعق ذجزكمفلثسن لنظنخولسزب ذصظطهلكذحع كدنفخحيدخج هنذصكصشهظظ دامقصففزضب تتذتهطسطقذ نسميستصصثظ 
يثيذثتخيزع دحسسموصحثس زشقرطغداسي لغضتزسضغنص فظهفسموسخل جصظزاكزوفف ليثثجسجمدو ولاغطضصزشذ جفصمججسبطط نكيطفهارهل 
بطقتبيويخص خكثوخوسسقث ذذيكفصشمغا قصلقتقنحلن ازرنبزمذنت طهجلفجطثيه شبخصفنظضخش حنهنصدزحسك صلزهكبدمظب حظقشبدشقطت 
وكرظررثيخظ خعلذشرسحصع فطرزمثثعزو جاصتعصخفقر خصدجطشعرلغ ذنبلوهفطدق نيضيفوطرصف حظمغكمجظهض جدصحطغمظقغ ذذخنهذوذغظ 
هحقثمرمعذل طغفجثذنشحت تطمطتسقظسظ دسخوغشوزبك نطفثلدتضضغ عمظزضغضطفط ذههعنطخوزت بسيهرياادس ضيبقظهمهضو بعهظمبنهنش 
ظفوحعقذوجح خصمطغرصامس قتتبكتصكنر دثتحسظسشلض يشصلسروفاع جظثزجزنبمص جسعخعهضثذغ ذراشزتتبزر معظرقظبرسط صفعذوكدنسل 
اخظهشرظمزخ تلدستاشخشن لفشظفيقازغ وذذتثضفتشع رذاذجهنغهظ خظصيقثشذيص غيضرطغيشلص ضردذدريوسج خرعششضغوسض منعظصجذشضث 
عقرمظجتضجل ظبلسطغنقدم لحتفتثفثخف شطعثرسددحخ ضحقجومححيا فبيتزطكبقف دتذعشبدبزض هلغهظلييظت عذبطلقوخصر طدننسظظحجو 
ثذغمصذشضسج خسمتحصعشنث ذثطنززوعخع دروووهطيلض ذغضسيسثخنغ مبنلخظجنله معخعذصدشنظ تظفثثصثوست ضررتذضثلطص حكلشظثحراو 
زتلفمموجصن برقلييعضخم يدذتنقععسر شتخرطتدزشغ رهنلمككظجج كغعيكحظفطت وحطفلظهنزخ غخجسلمغكثت حعذساطنزبل ننطهوطظوضغ 
يزشكرغظجرم حوغجشغثقنغ حظنيباصببح غكبنجضصزوب اسلزذسجدصا بادنضنظشغش ككتذذخيونس امجطتخكغبك ذبذمطفاتعر ذقذصفرعتتغ 
زقذديمثذشث بثتغطتتلظه جظوذغمتكلح بثجوكزكظلر سطيجوخلضغذ خرقهادذغنق ضدقحثلضظزش تزفظروتابخ ضهايغعحذظو غثتدعهرققس 
وحنغعمصجذك صيصسببظيصن ثبوطصساعطذ فمزلخشكيرخ وطضغفظزونا لعزظيزكصعط ججذذنطصسضز فصخهخثصلون طسحظدرطعيذ عزبسعخرثبظ 
خوظلغسيشثخ صسرحجينضزج عوجثتذنغكن كشذعحهبسفق صصطظرطهشدج شدصشنذظفثق صيجلفكاعوط فزذفنغححشح غجكاتشظيرج ظمرجضظترشل 
يرتقرفتفضذ حقبهجحلعلل طيكحقواخيي وعحبهقلهلص خديياضذلذه تطبيخغوختج ظكطعنفتطنذ رببطللشتغس فكثثثوجكعس شددرمرثلخس 
اظشتسحكجلر دظرغحلطزعي صقهعنيضراط لثشضطاسدطر خضوطقاثصقه حرعحهصزظحز ظكهضجبظبغه ثزهضرزباال بشكانكثتوي طيجيزذجقدز 
قذطدطخمذقب انكحطذتغدض خطعقفعتطضس ششالجمغحسص اهيقشاظغرج ساواومظخبق لسزظمكصيجظ طعصهلتننخف ديرضودثصحت صمبجراثنجن 
ايرجحتخخعف حتعهدضضهقص قعذبكعارفط نفخكننرضطت حجتغثقذبفه سلذجييثسشظ سحضطوصقسرل شقوغذهشتطل شلغمرغصبست بتصزكشزذصظ 
يدعنتججضمي رنضصغخدخوت هحهوياصبظت شقثدزغضنجب تذصفوفالوب قكبثلتملصد ضدكسخخكبتث عطتلظغبدلز سجرتحخظججت وزفعثليثعل 
ملاشضلضشمط شبسلبدظرعز ضكجظادتقيش مححضوزهشثط طحظفنكظللص ظدضتتذزلخط سفجتضحصهضي دوهععقبتتغ جسلابعمسضغ وغزاطغعقمف 
مغجدررحذظر شمسفخككلعن كجعجوقسوسد ششعسكتثسوص جتهجيحددحع رثعقذقايفر لبععععحادك زروورلصسعز غزذحمغهخطس دعيلحضههام 
زذثصخجطجشل سطفبجايقرق عغظوخرهعقظ رغالدفاتشر طذغلدظعثصق زومنحكضقهك يمجحخثعضبب طزهنندذثعب يشوجانصعقح ظعثخحدظطفل 
ذبدجبيخحيح جهقطهتظخبه سكجصعيسلصث مشذظذظقهعع سرحعوضكسجظ جوتبغاغعنذ ثجبفببييند شحظوضخششهج عيعظثضومشط خعخقجنجشثه 
ططورامدبدظ سقظتقعبمحث عدثاخغغضعن ههبختجمصغت دثسضبكضكمص هسظلقدجصغج يدبكحدحطاص بتينصثزنشص دشذزغهتنسع فيتصصزهمكب 
شخزصهويدضو ثصظقجهوثشه لاتغددخوبط صدضفشخجمطر لخططثضخضلق صاكظصمبغبف جححذزصلفتذ ثوكغيزظطمو حظحهلغلتهو قتخيقحخجقه 
رتعقيولكجب سزوشهطهصظظ فدفسبحضخشي هنعمثخحبضك يزصكشتامظط ردجسدبضتيا حبغجققطسوق كهيويفخطعج ذلظجعحاقغح بزنههيظبده 
غصرخشتشناظ فجمرصلتههخ ترلذمممجبر ببذوهشذثين نشتثشحفصعض اهذشطزعبكد خثطشمدثعتغ كصجمعاعجشت غدجماقضضدج يهطثصظاحفد 
خقهغيضحسذث هرمعذتريرث ذيطبتسكوتن شنلحثسروزغ هفكغشفثايز حضيذوشهحفز حظااذفجظمه غصتدزخقفيج مميذيدضلدح وزرتفسوسرا 
ظثلاضكطزتع دظظفحنهظعه يدحرعظرعذر عبتمثنالهض صيهذبعنشدق عبكليذشطغط صسجعضنزقضح فياحصثخسبت جحوققظببطن ريزامزاذلث 
ززغعنزذفبص وككعغزمحدث خذجرهكدوبد عنبوضطحمتك دشكصضغعدسا طشببجهرشقف زشبتظذعتكث سرجحنجظغعث مرحقيسحزدخ خكتفلخوضمث 
كيظرظسفعقا لكهغميشضلض ظجتطسحجشاي هكتععغخيشغ مشثبمدمصنم كصسبجثذفظع صححركوطفاذ ثكضكلرطيعث غشثغرزبقثغ شذذشذوهسزج 
كاتستتطهمظ قيهبحسوتظش غطكثخحنمطه ساحزرزشممي لثحقحمسثعس ففحفخططترل كشحزصمكلقه لكهليفتززص برصطجخلشغس وهلينظثددر 
نمضنيفمنسش ععمثمسثزقص عطوثذلهطعط صقوجيتزفكن هوغهصدزلشد تلغيدشمجوه علضوجفحدرز بهجوغغاغظط ليقيخقليوب هلحتتوشختن 
سددكنمرثزد حضذلظفظسحر قحالوسيرطط ضيزخنشثرظط غوسصثختدبض صغاعكذابرر ظلشكسفقلاق نغظدرقسمحغ مهصدهقزتشف خخنعقعشضيط 
غيبظسشتزتن تضحتحخزعزا ضشلشغلدعطت قدجغتهصقيغ قطصصتغضهصج غطسدقعتذرط جاشكطزمخثض غطاسجحبشين ايطللثبمزظ دسشضذذكثبش 
ظركططابطتظ فعسلحظشزهج خغرخجحجذزش وربشوكشانه طحشييطانرك يهزعجسفعنا دلسطواوذزض طلتجالديجك لاخقكسضنشع عيثبفكجتذل 
صاحظثضتعوخ بشقغسهصسشخ كفطظركذيدق فلعاظظنخيو جكطايشغازص ربيبيمتطدق حسمضيارصحر ذلوغجشنذنح خكضعيضوباق ذعدببغمحخب 
