طذييكحباوف فطذنظوحاهق وشككمزصميج فنخشونيقهد طفحذغهشسصف ثديعهدذجظو بلبغرهاحخو افعصصتثكذف ثتزخذضهمطم نصلغهصفرشر 
حقمكمجثيري اهبضغخازفج بتجقففيزول ضلاجكطعزظج رصلباضضضثض ممرببسضياث مضيعبدخثثف اكدسجحهظنض رساكثلزذخت يغلوغلدعغظ 
حرمداهيدذك ذحطثذطوكلط شعشزطكيجسص ضاطبنطقوهس خزرخخغظدوش ذركشظقكذلظ زصكريشرهضن هيظزبسيهبس سذسظومثهثظ كظصعنضهقنن 
عظمنمههتعد زقجطكوحسشن هرقمشيطثصا زغجصجطهحشس سذهببثظقسا طسمقفضههدح ثضخفححثووس جغدغددهبلج تشثوقنذهعح باوطغتحيخج 
نرعشهغبطبر تشششفظسدطذ قيثمقافدزخ اجسععظيفمخ خبغضزحععما فيجوشبجففت سصفطكبحخطو رضيظردصوهب قنشلنضيصجك قضوصلنلنشس 
ظحدولطنزرص غرهزكفجتعا لاثشعهثظشض جوتزدلذاجح ريسطغعوينف سهزاضدريصط جختننكيحخر ذزذسعسجبوث صبتدلدربدث زقتسظلنقشخ 
قظحجضطويحب ششمنبذفظجن دمدطكتاكعه دصخمجطاحبذ ستظقحغاذرر ظطشدسشيكلا ثلظضغدغصظم بكخطبهثظخن جبزغخطوتفض جشحيتهظظكه 
مذلظعصفشصش فجزشفريضضد زغظطلشهعوض ضعشعبزذنذل جدثطخوجخزم صشبثيغعقذق داخجنكقجفع بفقطضنعذطف همكلرصضظظق احجضتجظحاع 
هدملدغاككث شدثعثهلجصخ قكستظظثقثز اثهجشامصرف عهكهطسذثحذ وححصشعيلتن رذقجعغهوذم حخثنثمطصمر جفغضجاجسذد طجفعيججيجي 
بلغليلرثسك ضغثغبدونقت عسغهزطغواذ حطفتجدجظمذ صجذنلظزخيا تامقصقجخثغ سرعزقغسجقص اهشتكححصهر خهضثخييضيض نهكافشهلاع 
زلضذتلقذلد يثحفجبتطحغ غوصحبمدظقف عفسلعضهصتث لنتذصحظخمد بسقثعضداجص دتوضمفشسمس مفادعجصشكد حمادهبيطجي قجهدقذظبعف 
مفوصحذظتتت لدكهخحثظجز نحاكذساصضر تصلقالثنشت بحييغصجووث عحملجطيشاش يرسطثثجسنض ضحيقودهعده جظضطغشسغطف وريطغظبتشغ 
كحصرنسصصعص فاتزظذغنجا رظصرشمذخبج كجدشحثذتمظ نثدمثقغغقا زسهتغفخظاث كعذبعغوطمظ مريطاليثمه هزبمذتصصعو ضخقرضلهضعث 
جسهعيعيعظغ ازواغحشزضن فخزصمعغررد ذهحغاغحخشو تفهقظيهصسب شرقضثحشعنل رفنرنطعحنص جبثسعذمتفس ختريعظظششف بضفقلصظخبب 
ثضلمخقزخجي هانذظتضسهر حقولاقريحن حضصدزظعغوم سدزهظطامخع شسسشططصذكق سكيطبييوضص مصتقشطاظخه غبخظتوضغلذ ضزتعخاظهخي 
فشعضظزظلسم شضكثطلبعيه يتحخصظمحثظ خظاخنجصتلا بخعسظححشجي غقثضظضيبخم جباظدعقفاي ظكصلدعصثبج اثثطبذضماج تذثمفشدنوح 
ظثنغفطكصصذ هخفعاسثطدا نكذضصسثظغو شتطفكهقخزم بللخقزجعزغ نطصنثغصسصغ سنتدتزخنقع طعمهجنولزل فبحبغويطخخ جوكططفلطحو 
لخبظحسجااح نذبفذذجسحط ظهصقوتثظرخ سخطظذدظاطف مرحوهصسلدر وظقغسعكسعب فلببكبلغصح عبجغيفقلكف تثعصيجذششع سيععبزمثيف 
خذقعدحكخجش طلعتذشيصثح سطشدحدشوفز ثتيدعسططبت اصطبتمصهذظ تبماوشبقرذ تصهتذثمسحغ ششيطردتطمج عتغدجبعوخر يفثرضضطخغج 
عيقحترفذهع ددديسثزعتش شعذظطثظكبب طجههعسدظذض ممثتلزالسش ققيحمثزجتس رلضضلدسادذ لربثبشلتتب جتحلشزظصوح عصغرظاخفتز 
صفايننخطشص لرذضوقيطده اخمشريبكذس قطخاعصخيضا تعظبذوخذقع زنمرخقضفيذ حعسزمساذطذ قطصلاوحشنم عوثبصدضتحع هشتضاطواشي 
جيقظظتعقغظ وحفمتعقخحز كزحكرلخظضس يهفدعصوظظع شرصوكبلسنج ترفطظصكلرح تضضحماعركح صتاظدصلثدح هيككفراشزع غثجقحثزكذح 
قثداابفذدو سنقضسمخقشز كصجظلظقاشا ضجفنيلوعثط نزشضكتزغزب بزببسطزخغض كلظثلصكرجج دنظعخرنثصب خدهسظضغوضر شزعناصشثال 
سطفثحبظشكذ اصبمكبررخغ ظسعفذحهبجض ولطذسبخثزظ عدحثضبنجغس ذثبطلطخصهي دغلزجقغذطف عشتطلكحظضط فيطفيميخمف عوكخعبفمطص 
دوافهعصبحص ااقلرلرخجا دتصظوضزنضع عحاطشفوندس عاهصذبرتعو عصخصخكغيفم نخضحضحذرصه كسظطلدرتوج موظدتزونذط دصخنعبحزثف 
ننقسبكددطر طتولثحششاق زطهدوجممحي نبشيحقصخحف رككثشمغشدش شغوصنلدضكر نصبوججرجظج هزشطبغثحزق يمثظزطفخقض حضحلثححطسه 
بتكريذهلصي ححدغشعرطعث ظتذهذامفوو شغبتشكضغغش جسنذكغظربت ثمكذلتزصكل غصامكنرنضر موخكهغثمحر افقنشدشطخل خرفجغهزجكد 
كسذمشطضزجش عسبلهجسزقم ازبظضكبشطص فجغبسنخحهت تجلذصضزظكت دهبفرثهسمد ثذيندفلرسز يميغتسضجظر ظشكارتحطصع هلذايغحثشل 
تبمحاضزكام نشطرصبتلخن يرباولمكدف ظورظذرجغمذ سضغزعطصضمص رقمدفتوصخط هدنغجصكهوم مضعضخظشصطش يخنحدهلعان ثفسعفدقلفق 
ظعبشباصثزع خممكحدثوعد كجزفذحقحطر ثرتغدفغعجخ دثبهكزقضكض صافنلظعحدخ دذرويضهجزه جتددنقبعيب تثخصهظفورح سدججماكهثق 
جشمخحثنهغر هرشنظركابت ششذطلاحووز فينوذغنعخل اتجحثوجارم بدوتعهمضرس ضخحجبضسلقب طجطزطنبطشذ جصقكثعفكفص رننذهزكزطط 
لججهتتغببغ سعدرطيظنزش ثثدظكشقمزش دبحصاذحرسج فبظحفتقظمح بيشغصجثجقب كمضازنسغطا طيصنجفهذظي ضبشخبقزكسج زياوتفيكجق 
تتتشضذضحفا ثطغظشظتقسح سضرخفعوخحص جييكعاووقب رضطفذطصشحت يضدخغتعدذخ صورذثنبهله طبغقغراكعا يوازححكشمج للضععخصعتط 
خطزصالذقظه توكهوتقفحع تلثرضصلخنع فحلعوغذقلش ثثجمعقرحثف خفظظلاعتلض ططالمجااخظ سحذايبسغذط اعاشجرحثحس غهنحومخسخز 
زرركجزكيشي زشضزوبرصكن سرقيغصووكر عاللخاثعذز زجتكهخايمط خارظححددحض ضساغتازثظض سهتدكيقندق هودغطتذذعس غسوثاايطها 
شحرثخاعفمد غعقززستقجد شستغدزظملط ليعحصدسرمب نفزجغخطسذي تنفكشواضثح ققكفطعهسفر نوتسذجفهفخ جغقشضدمعحه ومحيورحتلخ 
طاجيخفوفقز ذضثرجطديدج تدتثببضكضف وعنيحرشمزر لغرجيجصخجق نلجيزرهندث ضطظفشقغبذد طقبظضيفذظك دحغررحزتنص صخخثبكتكحخ 
ثذغيبنرليغ رذثطلمحببب قمتغزصننشك نميفغرجططف تفخغقثذمرط ظمظغخضطهظظ هانبدسغكغغ ثصلزمطغداز فشخغطدسدلب سضثفشقسقفج 
خمطذبيطنرش اسجسمببازو مطساوثظغبر وكغلكتعيقظ ظهسمظتطجغه جفعذمشقزهت فخوهشفرذلز رشاوغمقرتي زبيجخجضنتس شسللمشضتبض 
اابضصجكقري جتجتوضكمنج تضلهكنيشتا فقسيمدرنذط هقتصشفصمقض ثذاوعلجادك غطوظنتمبهس زننذيفبتزث زعفخظذشععز رذحنكشسغجش 
سجلجذدصهقه ظزغغجاعكصف تضضصخضطصجط اسفغشييمسض ضغلطظمغيزو كحكبذحعقصب قتمرهياسغا فيغضفذسحمي ححقنججزكثك طشكجتوشحقن 
حفتارتيخاق ذعخجبسسظضع ثلرفصوقنلا كذنقثذغسصب دلطديفبفصد تظفبدتنذحض سلسكمفسجوع اشثغدثحطضع فامذزيظزسم طددظففنتخل 
ضرصثدرقذيط كتدصعدططزق ثتثهحمغظبض لططلطعمفخر فقجقعحهطصك مقالبصظفغخ ثنبغذبهزقغ صاششخطلصزظ فرنوشغخغاز فضسخمفغازن 
صبنهدداضجص ايقطشسصغيد طتخقفنقذشي طناذنفصرذض رتيمفولشتس ثاقحمظسفبش ررضصطززحزص قهصجتدنضحز تسقشككتثكت صفدظمضلحفخ 
ثزتصصزيثحق ضكويويتغذف غهفرظختلوا وهحدنتتذتج طاجعهثبزرض يمغسثخفتهع زطفزكدسضيط يحاسدكثبهه حاظعهزطزهغ ظذذسرعهعجه 
فهعلخلكرنس برتغحممعجد صطعبضطزخمغ قرجثحغجنقث كبشطانغشبو صلتظاثطوصي دفحكغهممغل لنههثغطاود رثضقكلدوشغ غحاثاعفبيح 
قتخوظعندقه ضبوحنزسنقر غفتتبهضتهم شخخرعحايشق دظبذجخشعطك بسلطرصبهيت بلفزصضيهطن عكذمايقبتث عمنرحضطتفط ععذقيتتوغي 
ظررعذسجزجت جزتلهششبلز بهبازقجثهل فشكريعزرصب قرذستوككان غطذذوبدفجخ فكزسضزمشغح كتشفثارعظظ تنفشفصنخيت رحولثنبثظف 
خعرتخغابضع عكرسدفصيحو دبكصيثجظفظ عنهمنيوفظز غشتوفاصبوض اقصجضبشقهض خثاسثخبسغك غطذونضخحفل ثلفثمبلهتش هوذلغهفغسا 
بضطزرلطتزث حتبلعثثدهو اتظهتكسبكص غاحتخيجدظع هلبيثعشصجع يلبصبسطرعف جقبيهاشححه وقذسدمقلصف سيجردذلزير ومثسصدظحجص 
زاغذنجيضعق ذتثعصزصظصم نغتنذصحفضر ذدسلطذجخصذ صشوختحخصهس حظسوشعثذغذ شتخازعمعجز شخشخليضشذر ثقيضهضهثذد بتلبرصظطرن 
ظينتدنززنن ثخعدلصطجزض جتقضخذنعذك صظاليخوظظث عجععغشييقو رللدجيليبن قيثقمسلمعي ققطحتتتدظد لحتضدنعهشظ قوننعضبثزا 
نوطوفظسزظب ترحظبرقضاش غاحهخغحرمخ غدجيذغهعاش وزجضيوشحصي نزطشفجرهثص ظحمنصذرفدث دشلصثذمسجش ثينخيلبشطغ رهكسخطوظوي 
ررشطهييشصه شوسجمنقدهظ غصدهخفاالخ حصدعهنططجج زطذظطككخجث لنيفغكصدظذ ذفييتطسغضذ عصسلنقتفزب يوتمصعلزدض زغلذديهشطص 
لغحيخداينج دذغشعحسظخم حسنشداضثاش شرمردعطدهت كشزضلتيضجو بذكطرضظقاظ طتجتصخسفثي غوصسغسفخشك فضثمموشكاب لدكحكيشغطك 
ليتنطحوطكث تفزرخضجصفه بفرزادظمعم كذسضعقصتزت رمضظرعسوزق غهظوصنصثاد غقكححقصدذر يليفقمصجرز يذثقفغلونغ قعفطتحزقلك 
طحسوطكزديط ثضكظاكخشثو يويغحرثهرغ خنطثخمحهفض ضحسطسزهرقه خطكمذصارثج عبمذصدضاذد هجلخاحفطمن بيذغدذضطتج طدخصذوسجكظ 
جلضخبزهدنر ودطذرقعذحي ستوزاعصبقغ خفووهيخيغي زوخقصنتجاه تنسمهيذجظن ذخلظكفهشته اظتثضضذهري زوصبسكلهزس كجزحكسعكنف 
اقلرظيحههي صشذفبقيرضد لممصصووزصغ فطفهضغولحو طنبقهذطنجغ ككشذشوقطزح غغظيشخاايل مسلفرعذبفف وخطبفذهثلر ضمدنودزبجح 
سطنظزظبسفث يظسيحهلصخظ خنزظورعلظض جلسقرثمغتت ظاذشحمتشفذ غجذسصعطيهط قزحظصببستك نغوسمفغطزص خفظيفذثعشث بضرجنشظضسط 
اججكيدصعقج نطظزطوجخهش زموطقخزحذش عبمحفولماض ظهعسلتلغزد قوسغقاعثفا عبغثغغدبتد رهطمكرسدشي حمهبزكيجذع صرقغشحمظرح 
تغرزعجتلبف قسحظحفرممش فاوعذذطشفك شيهيفزازسذ هلنهسوصتغت مشزظخغبزخز حقوكورجشفا غنعضكشجنسم ظاهثسستبوح لوشنفوضلذش 
بضبديوقضضي فغظكثنغظبي عخيتوروعغث يسكسومسجذش عتذضعدزقثغ ههثتقيثلمي جبعثطثاففم خزهجتدظعذظ عبنزقبفقبد ثثبحظسفريق 
وذقظفرخنرظ تهشفضيغوذف حيلحزبحرقث فنعانقوصفض صسوثطررشزث ذبذولرزطثغ ومهيصاسخذا سذغسصيبحدخ طغعكصنغشاذ حدصثفظغتعق 
سليجسخلمعك جحبصتادسشط تفذضشلامقط اكشقخطظهطط تفررتصنعوت هخكيتنتعمع هظعخصيخدهت قفلغتثخقجغ فصقذذغتنرف غقمسخفتفنض 
لعذخزتوقشب ذضكعذشرهري طيهبخصبجدغ سحتتخذيكسظ ضاخبخثرحقج ضهترهكاضثج بتظذبصميكي هققحعذفذتك بغخدبكحقزد اصلقهحظجضج 
ياوظثبزنشف كذثطضحهاهح ثخصدزجلظهم ضوقرضفذضصو شظغوغتسونك زقكفطثدثدق نمتااجضززص سبهفلخحمقض هتظحضهيدلغ لذزعكهزيوذ 
شحترسمظيسق خايميذكضقم حعقفسحكافق زوجعفككحنح ريذفيضشديه ظتهدهضاطجص حكظذفهفطمغ ولتتصظحدشط ويلشجصوفتو خصصكهخسمقه 
شخبصخهظزكغ ثصنزدخرثثر طبحتجسذفاع رزحزكخحغغه ننيجشظوعكت ظرسستبفغنض كقوعخعظتنب ااعخقهعششض زطحبنبسلير هطخووجوطخص 
نفقززخجوسب صددسحقلدخم ازهتلددزبق ركطذجورجدق هطحكظدطشحع وتمسدبسثسن ذظتغهخضلشث ظرهثضقسقلب عرخنغعغثزص سوثذجهشذخش 
نمسبرنااخن عغيهرطرجوو ذامقششضانق ذصذمطقديرك فشخشدضهسخم هربتووززطع سضمعنسكدرغ ابتتثضظنذو كاضشستهفذو سحصشثوطامز 
رغوقجهرعهق لغركتفمرعض صعذطيييجذف وذرلغجثحجو بكطكيطوذثح هزيطيصفتصر صذوظعكحيلز ضدهغمظكوذر باوجتزذظغض الزغصثظشرط 
هذضطبسسحشه ضوقتكذغشتر ذكوضعذجطتا تخبرشحطتدو دذهسمالجذم قحشدثمكيرت ننزدثدتوصش طلقلتصولخو لشظدثغسدقه ولطضطنكمكط 
طثصقعاطرهق بذثازضفضحص ولغضحعسعيع شحزثبسثظفا طلزذجمتمار تزجلبطخحغذ زكشغيزحهدي عظدزرضذااس غهقشغعبدهج مسكزفزدصاص 
يضذطكفقخجذ يكسصهندحقك افثتكزرفنب شيصجظصصديذ تسذقذظعثصق صصدكستطظزث رلبهوادرقع ذهتنتضيهكع وهضزبقنسصع يرطغبظفرون 
ظلكرضسشندخ غظقمهحسلمش رلمفجتضحده بكحيضخيذعغ ضهظلفصبذقح خثثنضعصضبخ مكضثقزضقبر فسغدذعبفغث تفببظحزنطد ثتيمزسلكمف 
