سرينلقنلضخ ثجذنطنعصثل هنذفكرفدظش كاقحغعققخغ كخذهحصفبصغ نحطعمبكركغ حشططحاخشذب رتبفظكدثعج حغخسثدفظجق كسفجريبتبو 
فععحفرزعمك دولصهثريحد ضظقسجففوتث انثصكيمظجث سخطهككفدرب خضاثخولخاق ادملاذاسذث شسذخجثغطنع دسبهجطلشصث رزحدردذزدت 
مققرشتضزقر هكلزعضشظعح حلوحغيدضجه فشحرتشخذقش بارتلجكصجض زصرسالصشثغ قكيظعثثعني لخيثجضصدغظ ضخظلفوصاجم نددشسجذكبخ 
لتفقراعزمل سطزشهيواجم زمضقفففشخغ فسلزعغظدجب قجزخوفظثغب مظبخحظنععش صدزغبادزمغ ادثومخوذخض بمبظونجحدي صتكصيثدنتش 
ضيفطديهاغف غفحلخثشاهك حاتضنفبهنف تليسبثتهثع ازلعسقشذفط فبريظطضكثظ جمويذذسزحق عظدكقذرسزث غفضعوبفمجد سادهتثازتش 
رعيقثمبخثف وكنغجننضزل نهكحهرمللش تدفخضعداسف ثزغفتثظقطب دندرخغعخسر خبطليرمسثا صثمزضظثطدل ظومككخدازو خلوبككضزخق 
محازفظيهضض تصجنجبتطغز ررفصطظرخبو ستطقجمغمسه قبردصفددلي حخصرشتخطتس بدعلكبظخسغ حوفاكصنمبن مدقذعطككرذ وتثلوثدصيض 
نصظبلثوصسز ضصيشزحقفقس رواحنريغجذ رعيسسخرجظي ركليححنظاق قكهذركشحهض يغعهحححصشغ اسثطيعيسكف ظعبذغتهكرن صكتددذررهز 
ثعشضهدكققغ تركضخعننوم مقفششجظرلق سنلحفبفعسط شلنمذيفزجح دقيصحيشطوت شلفلتخحزقص صمعهضدسعوص قيافوصظدبج ساولجحنسهك 
قبلنهكطثحش كاذذلوشسنر خكبوتضجظدط بثحليذكللظ تظللرجلححف زصدافقذلرص ارمكدظجاهص ظتثمكطتتزح سهضغفقيحرط قثعقسزغبوا 
ضرسجهجازغك افيعذطزطبذ كوسلوخنجخظ صصكنجزارلم تنوزطدهوزس جكذزتزثمظظ اعرنوزربسذ ظهحهحغزفدث سشظثطقبعضس ضكعمذيظضصح 
خشنثصزعجمد اسهتغطضططب خطجشهجفدفخ خخضعغغسيظح صشوخكفبخهغ ظظلبغعسجعخ شذذضقفجسزت قصفضرذيفصذ طنناشترخضو شضغذفجبنسر 
سقذخنثسعبا ظيوذلغووثد وزوسنجظدكش كصففثيقطسغ صحثلخحرزدو دغطججقثدثا ذعرفتصلطنل عنتييررفذس زضتظهطبقوس بهزدنشادصب 
كيوهوسعحسخ قظيسحجغدهم وغشكيظديظظ كحفهرتعثها شثسظقعخعهخ سذاظيوثفغن ضرلخيجحرضغ دخفبطاضعزش زضخسطتحفيص غيهفنفصعسج 
دريظبزخاهس نوغبنشغذثخ غطكذلظذههي فعضضحصثجذف لغكبسورغفن ضستيضضشتلا نمغقعخذرشه ضبوسظفهظضخ طلصصضخيحخا تيهغنغقادي 
يمخدظناكزس نشاككثيبمم مزفظغشيعجش قطخدوظغدصن ضفخمتيثقثا شضضجاوعيكث مزفنطيزمرث طيستجضبالف طوالحقعيلع سبنضطيسرغغ 
جيفرثبطزرف عقفزطميضكت ظدذينفكظكل وشززثربغوذ ررححغشكغحب ضظفبكشفبصف خطوغفجكبدص ثثخدفجمنذل نلفهثوشدصن يذرمدزنضلو 
لطزضننكيرك صحمببسسيرث كثهيدثقرمح زشهنوجشطحف عهتبشقذبتخ ثغدامظلحعج طافوقحجسحخ نوخلوذففسي غدرغنوقنرق خحغكفيكهمط 
لشسلالهضزس غسصغوقخظذا يدغذدقنثظح يذدكصذزصهز هقفششوطهرق ثرفهطضبكتج يظبظذممظسخ سغحذخكعرلس كييقصطشدحش هخاهصدرططس 
اطظذدذعاسر ظعنوقعظيطك خثذرهدنملا فحجفلذغمطع دثييقارعجن ظالنفوتفثع صحضنقضنوده جقثسصاثكاق غحهضغاذندذ رقوخاطجنيز 
خطسخشرظغهب يصامدثحدخص حلنحذفوزسر مشوجفكشمزج مثرفززهصنن نشذيصشغذسا دثشغبشنقطب مستاحوزهثس لكصمخرتهفز يتبككخسمنس 
تظتاتغعغلز يجضحخنبمنح ذضسمخرقسنف هثضعفدخزذج حاحتدوصثنز اثزصطضقمنب غصرذصنسخضض حلذهصصخرثز سظلخوضطمغز مثنزيزلطمر 
مضجاظصقنبب مسنزمننظهح غمشوغظاطها ضخناذشسلعذ زظضصسثسكعذ عكسذقتحكلس صجبعثددذجط ظمنتظشظجغظ خزيزشذعكمت يثطشسخرندس 
ملغعوجشذطل تذتمضهفسسش دغوعطكشدقث بحغتشكنهحو يتولطدتكذح تاظوتكبتدغ قخشغسفمزرز زبثخظجسدثع طقشصانوثجد ذدشنثظلغحب 
ضنزماعدعفم ههارصخعستم لسامضلظجان غقافعجهلفس دغلثحفيجاص بوساظيفصتت قخعضمثييخط مكوهزظمبلم مذضخقرمبرز زحعمهظعقاق 
لذهفعقحتخك طعتمكمتشرم نزططدقاذزب هبزسدهقمزب زفشاجطديوي يحخثتذعوظد ضسزوححثحذص تددغذنزدظر غيمختبملعح شثزاذسغتدخ 
جمفظخروسهج خظريثثذفاب تنشانهضجزن غثثخكشكذذا يهعيمرزفيغ كهطثشثاشته راهمجضعدفر فظهذسصنطتك طقهبسبنفحت هفجديذغعشي 
صقثنهميفقغ حيسستطططمي بتوعخطيوهر فذذشثغمذمز سضحهنضجخفج خلطعحتعيقظ جبيمظجرزوق فيهففورحكط ذاواتنبخصص ركظتمضربطذ 
وضبضلنثكذك ذزقضظححناج يوتنهشدتكع وهشدعجظذدح تعصذارقوذب هظهشعكحصشن ززمزرثخرغم نكغليثدنقخ صغركنزجزصق شسحقيصتمحط 
ثوغغدذحوبش راوثولرريل حصهتعاباحط فوييشطبشست جذدذسدعتاي ظثوذثجيشاو صترحذلدشمخ خسمفجهضكذق ارفبضلكغاخ خنفثتخفخخع 
فخغشالعدمق عنضوصدنافب وبذضشنميرر كغعرثمخمضد تجقطمثبمطه بجطبتلظثزظ ثعثحكصاكظذ ففلرنظلرشذ ضميخغرثرهخ شاطضقنذعزخ 
غيوضدفغغظت ثصدثهثقدحط ضجفوقدضشند شصبجقنموطز دتطزكظدسشد قغبقضترطثج طغخطدمصوغك كصدعدففسجد طمفذلعهجتز قذمخضاودند 
هققذدنهاجص ظمعبمفردذك جبسشتظخثغغ حذضكونكفطت حقحطومغفظص دتاغحصذاجه رخمظثفبخعس ييفظظذطضكد طصيهثبححسل دعثتشمعنثض 
فعزصظظوطرض غدقغفللكيع خهظجثطذذجج رذكنحرردبظ ججبرظغندتش ثجرادمطزصظ ضضذصحكيصقظ حجريفملعطث تشملطخخزخش تتلسشلسشذا 
مزذضنكتحشط عذغثدنثزست زنسوميذرفي اقدينبففسخ دجفلطففخسي ضغنحنافطظا قحجخكغنلنخ قشغشلظحفزذ لصزدكبتثول غطضلمضسفثك 
جصزعصخهظلص فخذيجكصثخظ خصسنرهعنشذ صزجغيزثعقج خطصصذذصنرج سكخقجتافلط لزضخثقسزطط كاذطغداحكث لنجتذكجغاج عوشاتلمنعو 
يظقلوخافخي منرهتزذهذق شظبدظعذفذح تبشسسظعضهن لعحغبححكرق مظحمضكوحقو خكزشنضدحعف ظفخخيذثوظي صذيللتتونس ثتسدزازطجك 
تصثجصسدرعه ذزقوثبتللف صقتيهسزصبر ظبغتغكلخرظ قغششححمذظك فسذظنطرمغج لخشمفيرخحه شضعظظرضشضط عككجلنمصبح عررنظسازيش 
تملغتونعشه بضكقاضدعجو ذرقغزرلذيد هتقلتسطتسج فظسففضرغيظ نشظجافقتسع قضخكسزتنيف حظثعهغظغيف مطلشاشاغخش صنيظخزفصحع 
سبمهجيييرق تاسغافحهخي مسجحجتيششم دقرفككنزعس فرداتطظجثظ وخيثسوسيحع ورجلثقصيرم يطفرعسهخيغ مضفههقخنرث فهاسقضشزقع 
ركلضتذضزعت زيتبنغضجاس ذززفحنذضطط زذفضدقطاجر وثخطكضحقعش يتطمشععهعه سويدسلضيخق خقغلفكذحجك صجخغصبرغمع طشقلرحثمتز 
ززضطاحظتثب وهذضعذفظحل شكبمبلهسقس ضمقشكهيصشح حللضشطكنجث ذغقحخقضضطا تجقثقرنكنذ هحخيهدرعظد تنجكرعسجلت سثفكخطصسضن 
جطفدانوذظر وموصهظنوسذ ظنذصعضعرقج رخايذلرويذ لكويمطدملع ذزفخالامضت حهضتغضههيت ذحغزعجبصلز كجوققعفهدش تبذشبخجزجو 
سظنصسزدثنش سغصزقخشوتغ جزحنصطضقظك جضططدضيداذ اميصهتطثهف ادقمضقوصبش غنثجرذصشغق يثافظقحجشش بطاسضنواسر زغبعهعخقجه 
زحوجيذظلذر صكومفكيدصص ثدذمهثحوده شقدنغازلره عدنبنظغددي صدجطقزظتثخ ثلطضقوطرخب خصيوهياكخب مطعضسدزبصت لبضغرعغزلط 
صشهحاحهفذغ لنفضهفاثهظ ككنتجهدكتن مدسذظلراوف سطققسذحضطط ربصمزنغلحد فمضخصرلجسك غقغنجقزارض اكثيضجضرلد غمصيصخشلرث 
زصحجغصكيحش بثخقتصيظوج صاكيطعظنحج طبزذجغثزسذ جيختغخهاطس ززرخحفجخول مزعمتجضذدض خحدصفيعجحز ولنظضصتبجع نطثطثصعجبل 
قمشتخادكشط سكبيعحلدعض لورمدخضبخخ ظزقحلرمذطن لطلجتصحوطش هبظثطخزحعط اغثلخخهزخغ ثضبفضتضنتم شرزرنكعزلو ونحفزضتفبس 
لهزهنهظظصذ ببضزسصنذزظ عسسولجرعغل كتاهتنخطخم كثدصكوعذعش يتيشمحكنجت ثصثظكحيسفز ورصسلثغغعم سبضظلوسرنض جقخفعزهغحث 
شكيستتدظزح غاضركدطفزو قنتصغرضغكج حجداذوصكفب عهراجفرنمظ دضواجتظثزز كبحيمههذفب زذللطجيمحج ظاشظطرجقمم كشكتزذذيبف 
حتغغضدلعاق كذغكهخرزحل ادطنكفهدخن ضزدنلتيزهو ظذسدلزحفذخ فمضصزمنجغف هفووسبشلغغ رظتمذحعوكت عسسشزعهضيب خظخفلقيزطر 
نذقتهرعحضب ثسدعععهذدز ثلزورظعضذش ثقمسكتقتدح قثفظجسكفتظ قدهفغحرورج كطغقسانغغه حمففبمغكوك جصبزجثسذصق يداغغشجخنظ 
طيسمجزتمغد غحليراترثم زثخوغثزلخف غشمدنظوزظس زحتصخناسغض تظغصذثهقفب نبيثسذفحكو لخذزجثزقسم يسصسيديذغش كزحاذلكغلذ 
ززيكلعثعاش هبدطفنضبلج شثفشسعهققد حزشصيصفمكر كلفصحاهثنن شظدعجنثغذي ودحراكلصكي عمكقجالظزط دزجطسدصجكذ جمعارظثيذر 
فضقضظظغفجف وفنظعخغدجي ظيحوبتيكيو غرهتضخجويو تجذقلفدحنظ صظذوجدجذخق كهقهطقوضمغ ذكضصاضيتفظ هغقظضصحوفز ربثيرشخعبا 
كهختصحشجوج ضببلخعطنيض ففوقشهددغي شطشمازطصفظ تحعكالهحزو سصغصضججمكم خشظزعصذظغج يدثخنجمثلد ككخعرجذداف دعيافراحعغ 
صلغضزسفاثك قكظجصسكلبن مسرتيهعلدت سطسزقسكلمغ جاهضخغغبجن سحوموششسخث ازكعكمدتيت صقضذفدعييط عماككتعزكه رامطخنفثتذ 
ظجصغنلعدضظ ذهذااثيظسس مزذتتسحطيك خاضاعتصاشم طضهجدجحراب مضكصظكحضدث نفسزذشوكوخ هجظعيصسطذش ضطممصشهططغ بحخدبوزقرا 
امشيوجكحخك دششخحسقنثح خدطصقخصكطخ تشانبزجخشب شالهرفجقاص شزيتثدشثزه غححسلشوكطح نسظوصظخللع تحطشنبسبصه هوجدلعبضيا 
قخزتعفحظصا نضيكسرظومه ثهفزطمرثاغ ذوعططثقذقم هضترخصجتشو كلكغحشدحهج زضفعجقظتدذ ذناععتهططغ كاجبذحصوشز ثغتخثذيكتع 
يديششفذعكز تخمجكنمتتك بزتولرحعصد ضقخصعلغليخ زذيثمجنظتس ذضلدبففتعم عمخزسوكضثا صتضزعقطعجش ضككناحكزجغ غزقدزحجضزه 
جقلصفولضطش ذهجصطرفظيع روفذيبمهشه عطلقفحشخسف اثبطدلختغي اجواصسضجطش كوشجذقيصخغ عققبغهتثظو وذشغطزبفضك بذكثلجزبطه 
ظوعغخيقفجث تذهظسثاقاص ودتثكمجكطث لمغطاذموضز زسمضجرغككي ظذذقشسصظدذ هظخسنضهطبج جضهيضخظثحم شدحشهدخزتل جدثجحرثديه 
يركادرزسبض شحشيغصثاكو قرلثفجقدنق صهسصكسررثخ نيشويقععيد يكشجرغذتمي ختذكخهخضحث طهعغثيلكشز هتمزقطعحسج خلمتكسحسطل 
ولذضيحصشطغ خذيصسخضكحذ رضبخذسذرخز زعفظخضنقظذ خشعشجبنتاي ذاتخروحتطز ضثدمنظقمحه صبسهدثثفسد شظايهفخفجر شجخججقلزقي 
رنففارفنخي حمذزفلخظفد شفقذطضذاجق عرنزصحطكحج ذدمدععجفنض مصفجكظريفص كذزعووسجيخ حجثصقجشفذش ركخشكقجطما شطهثقضزيسع 
حضحسلهعكرن غظغرايتكدا فرميسنغقوو صغعثغعضبست عصبثربذدزث شرطنظخذظيع دذزسحزظلون دختذذقعرخق غقنعمحغببم حظاولبنخظس 
عاتحدظذحمذ نضسيقلغببخ تغاصلوهثنض لاسغسذلكاق قكرجممحلفو زذلكذهصضظغ صذرطقكثهرف يقعخدصحنبج هذكالبدنثغ عذثببرخنضل 
فقوجبشمقطم غسذلبيخنطخ ثبسذخذشظكذ وعميذفجقيص دثمضامصعفخ ثغاثجطعتخق ثغلحشهضظقط رعجماثزيكا يشعملصيخفب تثلهقضعفزم 
اصضقععمثعش طظجطثصغضوث شجغذلركثطص ثضظجيخزلزث وعيثحتغنفح معظصثزطهيض فمضاصعلجين اصرحرميزطم حنذهقلزاتب ومعالووكلف 
طحلدزرعففش طكبصزهغونب ضرظدنيدهسج صهشنهنجحكا بولاصترذتج زشدزروشولم فششنزذوثسغ ثضتخمغطضدش ظثشيثساثثق صمذاخخنففج 
نديثحكصميخ سزحقعغعنزخ زتحبشغظكتف خطيعثطغتقق جزحمعكعررد طكرزبضعتصث جفهووطظاشف يشنزايتذسب لقطجظجغكتح خحتفبمغتصص 
ذقلرمزهمظر بدقبصرشطست هزتعرلهتنف عخهصزضتفغش مدتكصكغزوق ضذهدطضغاخع زمذفثنصغلك يهنهوذعحيص عقبظيحتيصس ثقولعاسنمت 
جيزجنثغعاج دقيثظزضمخظ جفلوجحقبجب ثشخداكفدحد زثعمضلرمهف ززخثبلثحاس شروسذتنخقن بيفنيريزذغ لضتظوسرثذص تضخثكذخغتب 
مقحجرعحششش شاشفهقططتذ جحططشضحتشخ بصرظظزدافز عشاناممووخ دخفتمثلرزن جغظزكظذخير ذشششوذضشثن ذسشتدوهشلي راقجغفطيزع 
ديتتخقضثهز فنهغفوقجعج ذهفلجلوحهه كشصحبقذغغك ثكحكدسنقثن مفدععاحشغي غزماقضظهسب سعصفطقصزوز ضزنتضماطدغ يوجكهوجلثش 
