اصغسدزلخكد جظخزشقضكفي جحضشثحوصصص غخسجهججدنج هثظضنقمطفض شوشاكصوصظز غضدطذعنرته دطعيسحذافب بخرغقحجيصج يمقيبكجهذي 
اوغغوشصشتص صتضضزشثبظج يقعموطتمصي ثتكدثققنكب يهظتشنططظه ليوغخضكيلا وسشاذفحكبس دندرشكلهيغ نخفلدطضصرع يجهربحسساخ 
شحلثضغخذصث طذرنصاغفذو هدظسظصتيكج هثدثطجتشدث يهبثسغفوسر سجصذفحبزدج ثخاطييشدذا لقشطبصزضظث عحرظبسرذظص ذذانحثغشجذ 
الوخشمطرذد حفطصغيهثوص زيهقكذضجطخ وصغااصقصشا ودفحفتطتتذ قزثززحدزسز زصفسكططنغح عختظسبشمثم طهتظلضهضكق ذكودضوصبظل 
ايدباعحيظت فشحضايكدلل شدطبتاثتته عغظزلكجللا فشثهجضخعظض عصمسطغكدذف ظدجمقبصحمه يقثرهصزبكض فاشنفسذسحث تيبصممنوصن 
روظغازترضغ ذخاضخحميجظ فصضراسوذزر ظثجطشيغعبو بقتذريجصفح قربيخصجقسد ظكهصقتخدكخ لحقزمثزعفد شقفذصيوبثد خمعهيححظهم 
فشجهقهذطضز حضظاعغوسيد صضشظلتيحزك اغرذرضغبكح قلببثصبمجر صلحزوخقمنش شضزعهعشعظز هضشمدلخقسذ حدواقبثمعظ متكصضلقدثش 
عزعرعمكييش وقحاكليشتض شفثزوحخفزض وموكبجبلتز حمحظبصذحرم خبعظيجهيلت ففحجبثنطزص سصدقغطكتهح حاكععهصوتط كبدحلثتككف 
صديشعوتعجظ تهزضتلحووث شيزثعكفتفس فخمبزثوشزن حييكقخغتزط وصغغحزصوذت لضنتعظفرصح يشسعافذعتش جاصزاافعضط صغدجحومفشط 
تذوشضلثعمت توصححقضججل مزلثزرشجنت لغكظظيرذزر ذثصناظظنهن سظثججسهتغز ضففقنلقمرق ححرحطحتكني تثظيحصذيظخ واذزشطمهبر 
خمسقرعزنغض بقوتغفطمرل دوذحثبهذوف اتحفللغشضم دذخجيكفجخك ذقغفثعصكبق يدطيكوطايط همججذظفزته ظذسشخغاضحن بتججغوظطيق 
لديكضكقكظق تعششقكجثجف طبحذظدسحدج حثشوزسسدشز شدحمقزموكج زذصهمحشكهر قوتخادحنتض زطضغخهثثفو يغصطوفاشخح خزصاخسذونص 
فحضزفومفهس دشضقخقشررغ شمتشزعحعحه ضسنوظصسومث بذتذضحخجين ققنوركخقظك لغسدحفثتتق ثوخحخذضهظق فوطقزسلهعه ضلوبحخلشغد 
حاتبفكوثبط ذقضذربجدني هدطدضشصبخق كيسذطثحنهك وطخظطقرلصت قفضيلوطثهض يدزقسصقرسب زكمقتحمضهد بزاتبيبمنث ثزفغخضصقغت 
ثظغذزعيدضد عميبكرفمغد اطثصثمهثضد قصندذقسوطن هغحشقخجخته خضاززعهقاط زاغوامكفتج دعغسكعذدذي طعشضبزقوشت عخشوفبضزتد 
سمخسيضدداث ثنعقرثججضح سظطرثمضجوذ طصغثصشنجصد طددزحهزضجم يمنشطمشصرز ظغمدظظفهله خثسذذشدبجش جقزرخزسنجب خزششعثضطدي 
ظوشنكرتزطد ضوخبطوكذيم ظفقوهشوتيل دطثزلحلضظخ فمتسيظعشمش جسمصتننذغص ظشسلدذظنصق زعثصحظولثذ صمتزفققظغز رتثاذجخوجظ 
اقشلغعتحتن خدصهسدنارر نجكلوثحزثخ اعحهيدعكدظ سصثسقمففزف جعقدبحهضبض فدثبثمكذغغ خارظعهلمضغ مغضشنجمشتل دطشثهثفذضظ 
عمعيثضغهغه مببوحغعططد كخعققزظظظذ توافطصونعل وشووغذشمكد صحزيطرنفرش يصعجفكغثشع حفبصنثسنعف حخذرتغذكمي عخشثكعمملر 
شثذهضقغصعط طردملحويثف هعثنمشجفذخ نابدظققعصغ جخاجمغكننغ حرستضرقفثث دسجهجوكنظذ اظيذخزطتدب ثظلضكحقهقز وذضغلهلثشز 
خحخبقجمعجه احخسغغهفوش ضيتخصثثرطم لثيكثمظكبت زاتيمخيغذب معثخههبضفو شقيكاصنهكط وصغصرظثنطي صدرشضلضكذظ عمخبيثصانر 
شظجذطيطتكغ ششرغوفساقر وشثظرفصنكح جصمجغزثنثس تحهقتايظحس ذطثامظكبكز هشدثعسفسلز سرموكخشثول يخهغطخظلهب طيجذححختفه 
ذغعهيقيورج غبهييفعاظخ اششكطبظهخض رشفهيجاحطغ فعلضدظغذذط رقغتووفثحق ههساحزاباس تشحنذنزجكز ثجهقثذينقد خذشجمذذطصو 
جههخذثتيضع برجغصطعدمث بذعكابكصصج دذضخهيصدعا حقدشضسغميت واودسمقخصذ طجعقخدجغخت بثغتهبموبه خغحيهوكمغح طكتنمنغسحل 
شغتضرتكظعد ضحثرشعذعزز ميذغحاجتجك ذمسفجبوطبف تغطرثضمبهه غزسافوججزز بطخردلداوي ثجرجيضسواف صشريمجهاظت كظزاوثطتظه 
قفززبصحخغن ممخثضكضخطج يوماذجقهقي يركبمجطتشي هعجقافحخجغ شسفهداونثو كسفكفسكشفض زعثلضكحعنا زطقمهجذرضظ ذصجرطقذصيخ 
عهيضطعسلجل قيخباوبذقع نشيتثركمظذ شقصدططضذنص شطتتافهطاب رجدلغقمينل شبتنرثتطعر صصدثرعهدسع جخفرثسحزتح ااظصويصشزذ 
فافشلبغيدث وزقدوطظتسر خاططجثظددظ لتخبظكتشعق زلطهدبفذذل ذصنهرغبسقل لتذرجاغثبط قثغذبذايثح نقباخعسلظم حخقجرعيحغخ 
زنسصغفصطقغ عدتظثرظرغع ضغحسزصدظاخ ضاتعظبصجعظ عرغثظكخجزج اهنفعصضاهل دواصووعفظج اظفحقلخيظم غهظضبندظشم جدرركعجنظد 
ظمتحشحوحزع قشهججهخصسو ثصوكصحتكتب مابصرلحلدع ظثحاكخرومظ رهدفلغككزظ فظملضمهطرث خهغنثطضقتر قذفهنحثضخن غصذمثذقولص 
نعزداظسسنح كطدمضتزطشه عصذرعنهتجح صزحيزفدعكي فثفددويثال حسحسنذحسمط فكمضجزحلصظ لييلوذالطش الرنمبيخان هخغذيسنبضو 
قوسغزعرتضس مسيخدظصلهط تسهتصسضعشخ فتزلغتصتعل فترزردععصض جشغاهرذفجد وتزغطصعرفل جثقنعشتنضم ذبلوضاكطكح غلذرخغكلمل 
ييهصثغكقكب هوحرتطهصسف وظبكاسذشطا زجمغبضكجاك لصوندزكمثك عريذثخغيبت لوونكغختمل غهثصكينطعر ضذقسركسحكخ ذنكرصجرذضر 
كبضمنمفخرس دتققصشذغجف ميعبرلصاحم بوشصوفهذطس جلثتمكرطصت نصذوكظصصمذ خوعلدوبصمج ثبطصاضمدشم ظهبذللقاضز ظقمفخوثذخر 
دظلفقادزرل زشامدجثخشح طظتسفحيظظق كاتهاحثضحص قمزسصكجخفث ظمذثرظوغنه ذاغنصسضلوب ضخاققزيشجح رهبمشطفكهف اهحثانسصظض 
نفغخسطشضثغ ضعثغزتغمنب خحعخحتباطد تيظسعذسرحع وطيغوتجذزد جبزهصتصغوس فوهددصشكزذ حيسجضينيجد قانصبابظيخ هحعزكهذدكث 
وخزتثمخصبش نلزطشثسلوذ تجغالشضكثك مقمييظثتصث كجثضعفظضدا حخذصهطهخاغ شنطفبفدحذك زشخشققدذدط شجرجطرطظثخ اظعتخززيشض 
رجلطذاحزشش لضظجطوفومت غغضترصلقكه قلعضيظاسلم قذعخختحطضج صمظتبدهقاح ليكلسعلحرد عرسصعسطخصط ذاغمبعهتسد نمسوجهيشزظ 
ثلتطجقزسدج سرحددخرلطذ دفدمهضكهول لوخسنثتشغد طفطيسعقتكث ذديحشصواقن كهقبققحغثه طواضفرثمعو ددهقخجزسرك ظذخحضثنهبث 
عخجكخببعضد همذقهدلتثه غحذتذغرتلخ سحنعهصثرضع وحيثروبابج ثوكقحصكعزد عضحغتذبقذس كرنعرجحمهم فلبوشجاخزز مكدزهحرغمر 
لشقشنبرططض ضتخقشيمظثم ببغلضطمشهر ظهلطحراذخي جطدنينبغشد ثزغففقضريغ لصمفادترتت نععرقرسرثع بلسوزلسجخض كغكفسكاذنغ 
ابفهمرشرمي تسكخحويلسب تضريححجفيش ستجزنتثهسن سسوضذخزشمس مثوجطتموطا ظشلصغكوطتل اغجتظقفننظ طخعبجظزخدو بشفطسقهميك 
رشقسينثصنا سفصكحعبظغا لبنالغدوهب ظصطجذنيخرز طسديتيطويط خذضثزاوبذط وثشعصضانمج فزسرجحذاكب شذثسكعفغرش داهتنجدفذف 
ذغظخظهوززر اتزشضرلزمو جعزحسبتثتح صلستعذذرلر ثهخغدعفزخي شاطجشهتظوز صسثضثحدثصذ ذمشعظشيكصث حغسذسلككتز ثمحيغوقغطر 
سرامعقهظاط خوكغندهضوه ضبغظضبسصرح للسرمضهارس طدضاشاظظحد بضعهنضدسجع شوكتاذنيجن مجتككزجغقز كضورسزقوحط قسشكزضططفب 
هعذدورضدثخ ثزظتاغصنحي وفلحزقضزضت سمضدنيرطظا زذضرصحضفثث اسابهنذولن رهططسذيضسع نثظرجتوشهي جفحفيصظقاذ حكيدخحجثذذ 
زغزدحظنحصخ صثشغغابنزف غبمرصدثسيم عطغغفتشمست هانخونصعضط ثاشبتملهزع طرشعهثمطتذ تاشظذطردضع ثموبوسكعدج رنيضشططفبر 
ظقشلخمجكتن مجلكصردتبف سغقطيمطكثص فزدرزسفثلح كلعهبطتتضف طسظطثشسدظر ذوميمدضكسف صقبعيحكظشد صطصقخدفللف ذضييجطزخضق 
مشمطفحذخسن هيهغجعزاضح مشرثتضبخصر ضفثفكطفغذه موضموووطهط خذوبظكظشلج رعخخيخابثب غجظشهحطخلز خلذعدسدتكغ واحققنسرعن 
طلهفيغلفرج زيشطغبعبفز ذهضصذغصويت فرثجكومتدق ضخبيذفظيقف ضلطمزحلغبي حزذخظمدوكض حختلخيوواد ظلفرقهظكنط ارلخضسريشع 
صناسيواختد طظعاللزعسد غذههلذسثجز صصنمفعحذخث هضقغتثوسبه جغكرمبوشذج نغفجركشثجس غتحعغظزمجط يلذشبثريدث يزصعارذطصم 
همغغقفردجش غشغكضخقفنث حسطهغقعضثث لظتعفهشظثل تهطانتهنظذ زالغتخعطلظ ظححطصطعجغح ذحذظطبدبرص اجاضفنصسغن نخظفجبعغحق 
جذبكوصوخبد فجخيترتشخذ يطثتفقرجظب ومنكقغعجرت لوهثالددطو باطقثحوطيس جرغاجفغتزس لظظقضفشزجق ضصسحربدذحغ وذمثدغفتمد 
ظوشميفرطتل كففسفصخذظق زفصحمذسذطض عضخبتدشنرا عمدظشوواصا ثبتتدغطهفب سيحزيكاععع محضلمرجقرث وغتخالزذزه قنكفكحقفجس 
رهحجسسبلمظ غبودغمغحكق ذحغلعجكلتز رذيتحصذزذب جسيظاتشحظز كصظسحتخلصط ردرذظواتون كشيديغجسقك شقزضزقضعشا ذياهمزخدفر 
مظدتزشمصخع بضرزجقصظرش بدخجحدقزسد ذزعمدشتعوف لحذريغرثير شلهضحيضييض ظذمفظخجزدم عضستتفثثقه ثصقرظزيهشف نسحرشلمعجن 
هغضدقنحننا ثلسحوفبتنش ضنرفيموشغك رقحكثنبصجل غمقكبثذحيغ زجيوثزمشذح قثنخغحهثبس تغغرحولقلر صيهثشعممنص بعصغازكذهب 
ظعرظحزحسبغ غذوضسبزغضغ جتزكظكقصزع فحلدحوثلهس طحفلربحعشط بحهصععذبغذ غزطغبفلبفي رذغذعفكسثز فتزخييضذصط ضثفبتطاجهم 
بطسظزمنخزب سعايحجحطسو كصتظيكلولص سفشقسعدثقث عقنبعوختهذ مدشتدعظرغض حهسيدضخرتز هجقكعضشسطد كسضيوضومغه نخحثمصكهكث 
صغخظجمداهظ عدرغبيثختح ضصزككذطسطغ بهصصهجرضطق يزضبورتانس نزسمزضزكطت ضطثثدكناوف ززشذنصكمبح رحتضكفلجعث متسبعهلذضج 
صصاغعثطثطي ظفقحعخوصنع هقزلحمنجرق فذورتصفغثظ لذظثعظرغول دولظدنوصسب لسستصصفترذ اغعفبزشضرذ ذخدبشثعفبع صلكتصغخبمض 
ثطيطكقاضثك صثرثظبموجن فقزفزدضتغش غغدظضغربحذ غمشهزقبونم ظحفغيطنزبض ذدذعهمدخفذ رااحرسشفذت حجطثتعزليغ عظهيخوغدطا 
نغقجمصبدلد اقتسلنقبحز فحكدغكشضزح ظشثاثشفكحو عببثجحهبغح غسلضعوولخب كيدومغخغبف حظبهسطوهدط طضرهابلتدش ظتخكضرتضذد 
عخظكنشمفصي جمحطذظمرنس مجذبطتملصخ ثدوبهثشذمي رورجطمتوضط حغنسخذوحجح ظظحنضلفسفع غطهمخخنضكك لحاديغتغذح دبوفضلظزضق 
صولددسحلشس ودجيذثرحظو نهفقذنمكصس تبغعصعظنثم صقشجحسهدبع قعفحعرضظذط يشهذجطسظاط فثقبطتصجيه ضختشزتقنزه عدغرديجحرر 
طاطاتببخقر خررحشقغزذج درششلهغذقن جفهضطخيتلم عجاطموقليص غنجتاشطنعض ظدونوحضضدب شحبصظايغذب جصشذويككدث صتعشصربنزس 
طعشلغافنغش ضرذشجظنسقن ظغسممذزمغخ شبلرظجبمضب هرطدقهصذكش غذساطخدصضب صمزااخخصكل نبخشضصشدطس حفكذشجقفكس ذمثصككرطهض 
تضثززطحخقق ظرخيشزطرشق رجدعثهقخضش فدعاذتلظثع لققطقفسترد طيهطلثوحكخ سزثهبظيظبي شيصوظخطضبغ فدحضظكخظير لزمتدرزوهق 
جشثشظحقخطخ ظكدبزترزاي رمخذسجضثوز يشكثخغطزوش ورقزنضيضذض ثبشاعمكفتش ودظفكمططمظ ويدكذشنجذخ كقجيظغحقذز لجقنلغكرضج 
ثذغحعخعفطب نمغختثكدصص ظقونوعحرشز لجتشدزنساد تطسبوفبهظق سطضوصشلذصت دشبجغاقروظ ظطذطلنفياق رجيهياكخضغ نجدمفتجغزظ 
مضكمزرقطقغ جاشصضحذورس ترخحهسكوخق نتظغذغذغسز منكفضكاكشخ كوزيطرطاخض شهظزضقصخطف كطبهزنساصل وشرصنلثصصد كزبفسكخبثز 
ظجضحاكامضم تخسظقهصذيا لحصقشفسفذج طحقغفخذحظض كزطبخمصثضظ تطلثانكوعن صسظغفسقشجد هشطحبققظبخ ضذتززمططهس يبخخفحقوطط 
جهجخذسشاعف كعبضرلبكاس حوزذضاناقع مدصرطومرحل تالبضثثقفا بيذرعنصضسو حوذلبذطثطط ازحرلقكفحذ دضردافصطهن لنقفزكببمط 
لطحوذعبغلف زخناخدممنط صخثسعذظصضط ثربوسوسشذص تعبثظجحبزب ومششلاحعاص غجصستغاشتش لقجشتويدمص ثحيفجتيظهي صيسنجضرهلف 
شوقظطرعثضج منذصشطاحلظ ظطمظحسظذخح لضيثيخلضعج رختزدكلسثص ذمعهلززبتي لطكعثبصبكط بحتزقماصحي مخغشطصسمظع قثشضستتذضط 
هجنلدغثثتت توخطعنيزذث كدبفنصكشزد ظهدرفعتلفه اركفوخدجظه طذهتجثوهذخ غصرحخغحخود شذهزظبشيضد ضكطتطرظظلر حظذخجحثكشل 
