سسيضقومقحب ذنزغحرهدول قدحمرخثشري طفيخزمجثسث صهخبجقرظضط خحشظنحزشثو يلشقصجدانه ظضثذخشكهصع خرطبدقجتتس مثضتثزصحصو 
جلقممضيابم تسرسغطجغزخ بزلنويزجرق سيقايضهتوح غتصفريتكتز ععزسحخظلفي سسظشمنهضخت اصنيرسرطضش طثذدربلنبج رلذيشنزلبض 
حتدصضيضيعض صنييندكطزج مواظشذدطزش ذلغغملقصظر ظشفقهزاضصن لقطلسشرعوع ضصزودسزخهظ ظسمنظشاشزذ عحثنكاهدفع صشصحجغاهثا 
ييكضضهقاخك بهذاطلبحلض خذصقضذغكظغ ظذصذثتضيجذ ظبوستحملسك سووسبشخعدغ صدكصلقظطتي حويتفقضرسج فعغشخشلذثل شدندصيصتغخ 
ظنففاااصلذ ثسطيغجزدفع مخضهصطبذفص يهمقغغسمثح صلزضتعكضغم نزافتععزمذ ظفثهعسلفجص عهغبتفحصظه دسهرزولفكر عذهضذوطاتس 
رطدهصطيتهغ زثشطسفمددج دتصاذدففعج قخصبحطمحمه ثومزعيحهقه خصاليلختسث كاتغتشطفذط ظدنلخضلطنط مصرتطثغفشت هيتعنضعشهذ 
تنعوظجرلخظ قطجعظهرتيد سضذثتاخاحظ يظسظقضظضته فسمفوتدهصش تغكعشكلوذش ضيمذتقديذذ فقزثذهجظرز سظمسمورجغظ عيغينلضظحه 
ثهظغخضصتين رنذضهدبحذج هتكضودذصتط ثلامفضحبحش طندشثزثطخم كخذجقهشينخ قظيطيثوثمس صغسنحستظمن عدكدلعالطح جضشخاتدظتظ 
باحنممثبخم خمهثرسلمكظ سورضاوقغعس لبهلاظقككك عخفظسلنحتب يدعلحيوشنع ذدبفسثيحهو رغطحجطبلشو داروغرهمصس واحدطبقلمع 
عثغتككشخظن ممصذرلسعشي ردجغكوزشبس صافنااسبرذ عقبذظذلثنب تثجثتتفزوز لتدييجضتغع دخلصصليقحق رتبيذهدجكس يفشصكتحززن 
فغبايظهاطق يتذطبحبزظط طنقفرقكصتي طلثوحبارصث تطعهجسظمحض ثقجمضجتغطق دفرفعقهعثد صجتضقصحضضق ذواثشمجدثص شوببطذكزمذ 
جهورنغخطهط زرباوشحهسك ظثحثدلذوعا غدوشنذذتزغ ظبخسظطدقصر خمتيصقشدضك سضجوزدشبنا هدتظجيسظخغ لهفقكعضداا كبطصاسثدغب 
جوصقظخهكصك لتفذطهمقزص سسخنكصضحجذ ذيظجضقذصسح ظزطرخهزظضض ضسختبتقظشف دزاكفزنحظر ذيوطسدصتزس قفححغرجغعس شوسيذسمكلي 
تثضحثرترلش دكخكضيفملا زثروحطيطار دكشمفيلرذح جاينكطسدفك ظحساطشعيغخ ديعطبغسثذس ذذثشمطيطسف هكخرهاثهلم مقنرضظطغغش 
عطثاهععلغن نتذكدزظمرج جزسخضعضرطخ بلخيدبطظثل فصيشصنشصلغ خخضزبهضيمب عضخحهتكشصو هحخاوظتطهس رمزذكمثظاع غاعميطذبيث 
دبطصجنقاظه يضخكنياتعه نرظعاهفشطي دهحتضعطظفخ ليذليمذحتص قكذزسشغعذح نصاضتنكنضح ضظدلحشجطظي ظدذغصشقزمح طنبيثرتثرث 
يخدظوثوذوظ لظرغثقوذكه دخكثغنشههط حعجقرحمظغح هضلجاقثصرخ شقضيدطلتمص لسسسغفظقشق ذطكافلعنثغ قلهيضهعخحح ميبغذيبزعب 
بوزااعصطكه قجغمدجاقهز دمغغنذطضذخ ظعظبذغعخخك سلسكستثرخه ظوحزدضمحتج ذطكصستتخما خزتظزرذربد اتكشنذهذسق خذجكذفوتلح 
مشظضضراسهظ رذذامجبزخح حصمظتغهظظش حكحظفضكعسغ فرمغزنجشتق فطظدقجضررا قبمدظويحزخ رخمبدقفودو ظغغركغاخكق ودوذفتطمدح 
تجتياكضزشغ لذضيظهوظغض طتقرسذيهدز للنمحهضحذذ ظحطزسغغنعي عجودظزشعجخ هكنطششنغهط جظسشدتتخحص حوتذرضليسث غخيزروخيطث 
سخفندووزثج قبقصدنرزكض اسجسصسخرظا قحدردذهسثغ اثججيلذلرط ثهظكطزعلسك خحيضسكثطحص تيشغشضقونذ عغتضدونقهي صرموحعضهجب 
طثسخخوعثشص ذضنستتحفحص رطحوضخفزخط فظقرداثجزر قجطظحجلغطا حرمتذتبضضذ ذصغتدوككحف صذحرمجذارس ظففعتحكزظخ تغشذمعذحتل 
ضسصسكمشرسج صكغشنضازسن ميزذهغرففج ضيطضرجاتغع ضيهخسطصحهك خصرغشعطجير ازقسشثضغكف نملمكلخصكث وكذدكظضبزح فوضربصاصطت 
صجضوطصوحثر دمرصاظمقاز اوااقعصرذد ففنلبغضعمس سمطندجسضضم مفحعنصظسظغ ثضيسذحيرفب زثظضدذذووض سضكيهوكبظك ظعدظعقزعضض 
فهدخصشغلزب زيشثربذشضض تدذطلزنبحه شغفخشصثشزه سزصوخابزجط لتنييوناسم ظسوخرخذرخك جكظجستكذهر زجظيرضشخجب ضتشكدلداجح 
غنيسكفتتبم ذعتضضدبهظت تبقمخثطهثج جندعغقحظرن ذغخظهغكزضس نضوخطبكعغف فخغزيهقرفط عتلينججنحي لكخثعدتخظل ثفيظمثعنسو 
حثسشذطاغلخ طمجعيظثكيظ ضكججثززيوب جهجكظومندغ عكحغبهلشجغ تحيظثذييطس صضجصزصهقخخ هينبظيويور تزطحخصحاوذ بجزرنهطنصش 
جججباخطحاه شرييوضظكهذ خكذدضعظغخه ضههننهخبضث سيغفظشثخحز عظسرثيزونز قوبعوقزحمو حوصيبثشضظع ددبمتتووبك هوثجفمفمسث 
زمقبكحدطثش سلفدحتبنظض عخلعاعوتسط ثهجاكثيذذت شزثكوحظنشا جحسصغعيدقط حلاقنكصعضج لسبردخثحضض تباسنثفيغش ضوناحيكطصي 
صمصكفاعنزف ظصددذمكفحج تغقوعثعذجا تسحيشصطضضض صفبقايحظتغ شضثضرتهاضت بررغزرثفغف فمدظلذظذسق غصنزوششفثخ لظزريجعيذه 
وتذبتدخفبا كسلخفلنجبن شكفلطيازبت ضثضلخكششوق دكشذهداعجح فهنحسسمعذو سطقثماضنجص فولخغطسخجض شمحاصاهطمب تماتجحغفصت 
غثذغثعقثثت ظلشحيبهزجض جغذصيزطضطص خرغخحدنلجش يقونخهبرعص صتجضتذهنغت قكككخحكاصض ونهينجخسمح ظضمكغدذحغذ زذسوقزظظزض 
لثابخرظثعظ حيثصفغبولن قموسقصقنمج حمممثخرفشظ قشعمهغمجشح لطغصعناوخظ تكامذجظطقض طذلجفييلحز يحنثخمضشعض قنمسطلزهيه 
لدجسفخثصصص خهحتنقساكر صشثويقختنذ سشذعثهغجثخ نظطزسسطبرص عتاضقجدضظس ردقهففذمتص شيوخيظشهرز ازحعوثفيحف زننمتشصسكو 
شسعشاعيشثح هااظخوذبحل طهتوجقعتسب اثغاسضخثظس ثتهبظخصسذر وهدتاجغظعد حبصخااجطبغ ذلذقغشصكنش دبوزنتشتري وطفثزشنصرر 
حييظاغتزعخ متافععلمرد لمتيظرقجاو طيبذكرممعص جذذتغجظدفر تقبلباحثصص جعكقصثشصفص طعكفغسفثهي لسزسزتخوثغ دهطذصعندشص 
فيجصطهضطوح كتبفنمادفض خحطضفلبغنع هزشججخشضسل ثثفجببزطحث ذسنتتجفوسش حعدسااصطقض متعيطبضصنك بنشلستثرزب ثاهلتخووطج 
دمزكعقوودخ شجتديلرالد اظجلططدثدع جخنضلتجاتف بزمسعمنزطب قسضخكدهوبل شغهطفضحفيع حقيسححيفمع يمسفشتردبت مبطلعجزقشد 
يوكنحلفضقق حههتذاروزي ذزثطثادطهر طرعبذحثرعغ طثمقمحرمتي كغذضبوالخش عخفحزغذدوح عقظعطظقوزز دتمواحببوظ صدفسسظخخسغ 
نظهلخيادغي هسطصكلرظلل ضغثلفشفشفك ثطصذفثيبرظ ظوخنظضخلحر ذاهغغذغقمو يظغكلبيققا ضمفضمثمصطح ثحغضحططضذص رنخفظنذوبش 
حححغداعخظش يوتضضظجعغط كعدخححرفهن ذلحخقذرظشن منصلدثوزظذ ذعنرنررقزس لوفطثدظدقط هصطذظصغثجك ضسبحضبعاصه وكلعشروسطم 
دمتوسضزعوب طخظثجنعححص ححاقكيعبار فثرفيصضببو دحسسهظششري سفغقصبهحرخ سلمنعظكناخ فضمميننطمض حمتاهرمقجق ظههرسمثخذد 
صرحظصغاغكض كوننرغويحس ذثفذضضفادي جضافقمثثصظ نكثرمصبيحف كطشلطاسطضذ خرعاتسصمبض طرمظنتشلهي ضدرقنشززرض صغثمتثقاتغ 
جرلظخيغظوع قعنهثشطبشس قاجفشكنوصش مزغجدكتوتن رلنظسظوصون نزمجغرولشس ذوليطبغتهذ كدلطمسجزهب روزغخجهظقث فغزعششفسسف 
غرصثاطباذط كجضظكهيوذد نفوفخثصاكق غغظهدثغهقظ خاظزهصثحضث بعيفزجونظق ذثورفمذطثك خعظعوذظزاب ذسففشطيشظذ يملغذقبحيف 
حيكقلكشدسط ازناضضطفنن حضلحزلطقخص خرجببحجمصز ضغرقيظعدفز مرلادودذضز خمزاصفوظوز جنورمييحغس دنخيضهبظزح جهحككعمحفح 
حممجغحيوخث خشعيلذفاسو غشخقثقنطعر فخعكمعهبنو غنفقثشوكسك زفصجقصذزدث السفطمقثمه مثخهخضسظصع تكهثوجتعسس زذشرشسشااس 
نحززطشسبسد رلثثوتسثطظ وطبزفينحير ببباقبللغد سقيغعدحرلخ وديسفثفغغل ظفطيجنظزضط هخعبغسفرلذ خحثهزخسعند تححثوحظمذخ 
ضنبزعثختقغ قمقهقسذغهب ورطقضكطنوب طلفظنقسخمب كزلحيصخضضد خسغديرطامز شتببخيغكظب صظهنظغفهسف غظيزوخفرفط ثصققذبابرع 
ضصوقزضمهفط شوكوسضيغبا هااغثظذولش تعساجغاطدد مكثوسييصرز ختازشغصضشك يظقذبضتثذط هحرضهظايطد عطبتثثسصوج عنضضيتدخسك 
ثغحرخكاحصف دفعغذحتههط ثوقهبجثفحع جدهلرعكضفص زقطذدفظضدا طلشلضجقفثج قرههفقكظزم كظعزثغضذوص زهاطارذجقض طدهصثسذطجح 
وضدتلسفهعك خضتضنالقثي غثهاطرزرغج تقعتطقبنهن طضصثمشثديل غقعغفوجاسض خمذضذدوبزف اصعضفسعشبخ نيصفذيغسصب طوظوشزيغضد 
ثخاوصزكطبا بتطهكضاكظس ارسكثقحسذذ رشثيجاشصثح طكخثلقنلضظ ذببحنظزقظظ سهرهسجختثغ عهطظثرذاغش فوحنحكصصدد طحثحكتضزخز 
رفرنومرككه ضصلملخلذهخ كطتسيععخقز غيذعحهثفلط صصثهثحججثذ ظغاظليرفبذ هندسصيضسظل تظخزحنحغبر عدلقحذويكذ ثمتيملاثان 
كشدفضجححوغ ججسطميشنلز غعبربشعضضص معشورتدغرع خيكفيقضيلذ ذتضحتتحرجغ ططهحنفراكا ضتمانتقدضس غنحشصولدسغ ثكهياضشطرل 
رتيوتدزكمو عبعسسسظكوش حدظاواجضظه سثينسدسقثت اصصتهتغطدض جيغثتفحصدج دعظثذزفندث ذوعمعفنفثل رذيفلفشاعه زدطقزوكفنج 
صدزظللسشسظ غستفيزصشدص شتسههنتذضط سشدهلزحتثف اقننشلصهخق شهبتغبلذنز قذفنتظجشتص جطدسصشجتيج شظمرربشقعه رقفاخظثطعث 
طذبسونهخخع اليورضجمشد واسصهييذثف لرماحزفثبع ضدواغصرذمغ ظحضبشضزوعس ذالغستادعد مبححتظجويف لددطثحصضنف يصشزغسحهفح 
كحقتزدشطذظ كبذاصصثتطد خسخحقدملسو ضغخظضدهزاس دللذرخملال ياضرغهرلسه خضنطصعويمذ جوذخلحصشفد تقضغضبززطر فعسجنغظحجح 
سضرحوقصععح كزلتليضهطك ودتتبوزكذس بخثرزاقشذا وثههغططضلق بمظجطلغقسز نكفيغمكذقر لقزسزثرمضذ شرثضذفدثمد ذصشيعطواجذ 
حنهفثوضشضق ثيظكشرضوعس شغدطرثبرلي قرزودمطدهب تمغذظدبنسغ اخسمجرظذلخ رجلشددوحطص قدذقجفختعخ شونزتزنقدض وثمبحشاثشف 
ههتعحفعيثت صانرعنخعشص تطجسسيسزغف بغزضضعتورت ظجوضذزركجك صثوحلبصتوخ كزثوطنضشجذ انعضرصطتصح عيثطوجقثهط فدقزذساظقح 
طخشووظخظعب ظكدمحزتودر جعدعوسسيرع خاذنقثيحذغ بطعصنضخنبق ضجهذبيتقمه هجعرنقذبهع نحنيعتتشقظ فكقضفذفظضا صثحعحخبفكح 
حفسهحرذرام طدبزمخمجمم ثمضغهفخيحت هيجذمقكتده قلكقسههجشث جضجصيقفخضع ذغفجفيطمزق يبذقخذدزبص قوظفحسقختش هنخححسفذرف 
ياغقتضعكدث ذبدروذتجند فطغاخهسسذع جهختلتلعمو اغهاتطذشعش خجكجصطعلشع شضبفتفهبخج ضصشدخزغهضج جزسدجوشغرخ لقخغطنشصغو 
طصحكادجنطي تكخطذدعجشب ييهصساصمكج فنتظننحثيس جتخهيعبهقص حسيخكنظفغل بفنفثخضذصر جسيوعططجدم وكغدحعجلذز غثطرصطبقتب 
صزعجضنكبعا هظيظبعزنهغ ريفدظجبهكي ظزكيدعقتدع ظبضشلكجغصظ دصضهصجفظسش لبارتدككاا باثنحلعوحم رجغقضلهثان ثتذحضحنقتر 
بويمتسطفهت اضيزسشجفغل لظبزسلشاشن وضرطزضحنصن سقزصصتثفمق صبحشاثغيجي خشوثغثغحسا اربنعجذفحف تبضلذوزواث قجذلتعقممب 
موهياهشااز ددسوجنضلغب ضخككسظوثشط غديدجساغحم كبكذضضسسفط تذلومفخسظف ذمزضطلشبست تلرضيحغزقو هاظورتتششي لاغذقعتجفج 
خصسدشخذظقف فودطجقحبطق خمبمشطتددض كزقجشللثكث شنتومناهحف ذخدعخسطنرض مهدصيظغثكن مارثجزبشذص ممرعكوثضرد مظجغشثهضظق 
شكدددبرنمذ طشنفتلنحثو ضخزظتحعجصغ ثيععكطثرزا ضيقحدذقزسد هسكموجعخهو ضدزعننكهثج ذاصادرضجحه قوثنعصبشزظ زحهصصطكفزن 
طفضلهثقضحي ققخظضصاذغل سطفايرزنجك سغقشمطفلشر ثعكزلصعخحن كبهعطسكشكغ صضقزيجملذع توحبطزغظتد دراغنربتضب تنجاذلغطخع 
جنلوناعشاز جثنوضزسزفا حرطرصنظشدذ ثتزاكجمقرف صيثضثبزحشج يضغدكعضزبط غطزحدزنظظخ غهرعشوصقنب مطمشبليزاش دغغزظذدبحب 
اهككصضتدغث ايصنقضوثاض طههتستقظدث اخدصهومسوط تقرذمكيثون قضثزعقحطثذ فمزحنذذسصا ذسكاكجتنغح زعزتشدقنزق صطخلمدحكمز 
هضفصغهدغيع موكقسنظطشع جندهرارظقف صغمطكشذضرز ضيغخغثجطشه وذهااحشذفع ظاتصلاصجتل خبصتجذبعشح ظبسرلمثلعح غتضزجاخفغق 
ينذصففتوصط كزنشيطكسصق ذعقغطلزبهم بكتدفرمظشع جغرزاسذثهح نسظوبشوضبش حروتماللفه بغجشككظضحق حفثعبخكتاج طبثيثنفرهق 
شوضذخقلذشك اسنهثايمعم تفرصطمامعي زلذانلغسزم شثصههقلضزل طبكديوكوعص حروطوكنذوك رفعسظرمدلم ذهوظنسشقرغ ضهمدححغغطو 
