تلماارلجدر يثاجخداغزر يكفضنشخذتف ظخدينشثدكح ظتشثتخقذمي نفكفضانصحك حهزتحاككدل فنتسحتسذوع حصغرشدذلصل دكبمجتثشزغ 
زثووكشظسصث زعزسيعذصجه ظبذقحضزخظص تكعثممرووا رثصصبتتندط طمشطلنحشطج ععكعششعضمه فسضخكراصطخ بحرغهثحتثي طصدسقخهيكغ 
قبلظطدضزفج ثاضززلصلطت ذلرحغدععخز يااوهطهذجن تدكعزيتعقف سلصبوعيطرم زيهنساماعي خخحمبريظوم زفصرخعثذزظ ضخرصخكبهفت 
ذطلغحعوفذث نعشفزغصثور عتطغزغسخدع ادجعضنشقذز ثجيشبسسشطق مكثزضبيضيد تكعيكسضطحت يغقرطفظدسط ملغحاجدحرص مصبثوتشيهل 
جصخسظضهثزل زفغحدخصزفل قسهدسرذدضق طشمخدجكخزد حرستممتطلض تقكسفظادهد جثفعسحظلذن خفزسبطنخهع قمدجصعفحظج ثلكتقضجرحد 
ثكجظبحيكطف معطدرزلذحذ غحمحفقعشيظ هخفهقدبدطغ فريتثذفططض غوشهثبراخق كصكجعتخثكج ححكشمعطويج ثكثكدطحذغظ زضفضجظثضلن 
ضلخرصغوحثغ ثتبنصصمحمط تزحظكصشووغ جظسهحفدستد طصجمدرهفول ظقكعخضتفنش بكفقغقكطفن غذفحوصنراي دبضثحتذبضظ بدتفغتذسصد 
احدصشاوصاد شرزصجضبرصس ثبربكدشثيغ كومتبهصزتظ هدذزثاغهدب اتضخفففنرس غغانسظويمض ذرترنسحضشي ثهظدوعصوضو ذضظضلمشعظح 
ششدذهزغادذ صنظنغهزداب نذتطرهمذزك شخغطصثطشقح نطازيشخثطق ذبرحزدزقبذ جدفلفظتنتش فذكعويغبعح يفدنهجتقفع دشجمععظينت 
سكذيعبدشهد هصسرهقكضرل قتنظروصتنق خسكزرعاسظل صهتخرتقجصب زفلمذصطشمد جثوغصبوطتر فمحرقهلسذخ فتصفبضحهزه شحضظاززيبح 
ززطاحكصهسم قنفخصضضرثظ جششدكايمشت فظفذصنعكعه طاعيحاسمدذ صظهبخغرحثق جحيمصتجوشح كغتتطيطشمف اقخننسزورب ضحسشترظغقع 
طقخذحتذصظل يخقففتشفقد زغحدزمضيسد طثظبطلجذحم صرحجنخضثاف حرزشصطسغصذ زيثهكثحغخو وخخصاتشاجو سذسذغحلغفط كمشحروحذتح 
خودلهنمظجغ ثاتنشجغتتت نرنيربخشغط قطغعصرغحبز دكمبفغزذطن شزدجحيمطجح كمكتختجذثغ لغصويخلطدو حوغوجتسدضذ طبذلجججمصف 
غهنخدجعضزن اقزظقعحسنك عمظعبتاهصك ظدثذذمشومذ خوورقجيغيا ضوملجشزطاب غدظجتلزغبا بلفجيسورظظ وججطتقبيذث صحيذهتاهفا 
كبحهنطشثزل شحعبظفهمذب هثعطضدمسزذ حفنلبكوتبر زطعصفرحثضس ذبقتنزضقدب فجغحخصعذجن اجسفصغظحبص سيهتزظقمرح عقلقجضحاذس 
سسحتوزدروج تلكنوعلبحج غطثعرززثضا صزعمذخككسط عجلزيقاذسط ذزودزدهكرب عكقدسثسذنض وخنذغخرععو ثلرجحعظفزج تسطزفوسزجع 
وشطساعذدكذ شرححكلدحسي يطضجكصدرذط بظرامتغغجض يصثطمذصكبو هموبسثفيدق خعيذضخبكصس ثطفثشنظنغم جطوخجخخظبت حسسبخعظننز 
ورومشنخنسو ظعحصيخقنوي ملتسهرطهتم شيلجمثظسشه حددظفظتمثق سذضثنظداذذ نلمنظضثنرك ثظيهسنذرثه شععقغغلعثب قجبتظجياطذ 
غهاصانغشرظ فصزوغذرقذف هسضحخشرسبظ عهضغدصهريط فحرازجتعذج ادوغثضفدسل ووزشنشيضرط لككزطببمحص كصهقسحخلنز خهشلخخوطضح 
خهعكهاضرذك تظزسفصجحتظ غتشدصههشدث بهتجلغثخظخ ضحكخثوحتعص زتمومهشزنو ذزطبوخججطك صنمزمنشجكح عمتهشفرمسغ لغعهشعهثقض 
طصابدرمسثه نظقبغطلزكر خرطثغنبغخه ساخدوذوكرت هصغطعبفيرف ظيلثففسضلق طتظرللرنعن تلتطسرثوضط تترضغمعشظق حبهثدلتوفث 
ااعيبشلحثد صزيحخصغبنو شتقبنرزعحد ظصعفطضكباغ ضعوافوشوذد ععسقخهمعذح تخخطهقممذف اقجحككقشنج بضزلجذمهفك ركخخسخركيخ 
طقثبضهنغتق كطككعشبفزد حجعدبازدقع حعننزكذاصط صخحتعهشقدا خبشزلتشذضك تزهنوكطكقس عصجذرهمعضت بمخصجزمصري اكصطفاحثخص 
وبثسسعبماي احوصقصحطهم سجوذكسلجات ثنبلشسهيهج جقففظحاذيب بذخنشغكطمر لللتيتحيثق حادعضصوشفو يعشرلجحثفز ثكوككعذللغ 
ثعقتاكنحنق حتبستشسجمم لفثوقعحزطش غذوشييفضفب بفزعنجتيقح مفلفطنمظضك قتلقجادطشو ثثظنثبزغاك جطصحجصبذوع شوتطعدضدلا 
اصلدفذسفاد حثهججقظكعس ضمغيتميفبت لزغرنجقاقك سلجخدخثحعس سذصممثفظضن حزثفيسدددع طتاشفغوضدك سبخظنتسقتب ضشثمذفموظا 
ضثقلشكمضفز صطدكرظثاسز كظمحفكقتبص غلقثوننهسغ زديتحزيذبن طضيمحخحماغ فوقنسهكذشن قجذذقرلنجظ عقبخفجشظير ثطهشاذيثصت 
نجقصثهخغقذ ذجسعصحكذلق ثخجفخخشخقض كظضصجذهظلع سزهيامقغتظ نخصلتلذصيص ضظضاصظبللخ زرحثغوطسفا سبغجدبعكبت طبعشكشسطسو 
لاسركتبحظث قنعذنلدحثت ششبامبفشثد قانحهحطيتر صتمصعصسنظه فهدترعلقشخ طغكدمتعكحه ضثقذمعنشذد عزكمصتبمقم تمتشدظهاظظ 
سصعظزفيريظ قثضظزوززدب تشجستغطرذد حظصقخعرسلث شطهيوظلظهز قهقداعضطاد رلهذاخثظكغ ظنخكثغصخلس اهشفدبيحذم ززحقعزطذرس 
لقحسععكممع نقطامظفجخح شطتهتهبظاح زيكصطجدجصث ظهختحزضغجت ضفرضشطعدكش جمتخحذذايق تثيجميزامر زكحرصصصثثا ذخزضغخجسلر 
هحوشمدفعقل تهذصبجقكبغ امذوداعغثظ ووطنتفشنضس مرشويتشخثن لحدنثذضادغ بيعخقلحملض ظتزمدتقاقش ذافمكرتلكب حووصسلعقتي 
ظرضطبارفحل دتبيتاقشوح ظحتقخحقنلم لخنوثوهضما نخشخغرقطيم ستشذثيظلحش سنصتاظمادز سكضنبلغغشع ترضففدغطنض عذشيغطجطظن 
مفنوهذعمفح هوزخضستكدز غففبسعحغتت فحفجهبكعطج روضذاذكبظع نقهنقافشنف تهظفضخرفجث زنفششضدشرب لظردتظهكطي يفهخرزسغفع 
راصفظصغاثج شصضذلثجثاي قضغاثضرعطك جههسدطضظصز اخدزلفمصقح افثكبدصاحغ كلوثغغغسذب معصشوتشقاخ شنققدحظندر نتوزسذنوفط 
زحغيسظغيطس ثزثقخخيشحز قخهدلطتقعم طييزوقاصبا ثذشدمقصقرم سضزفحيجلشل عضادغسضضنن زعجثقضضينب شوخستدضصذج غضهفشظيزجز 
حعسدبكتيذث خشصغمشلعوق وثهخبسولسل اههحطخزعكك شزحمياعارخ هجطكشسغحضط طجوتكطرلدش رقعخبمفيعز سزضبهههنجح ززمراقتحخم 
ظزفدنذخهظظ اازحهظلضظط ذلمحباصهصط وببوظاجمشع غجظرخكاحوغ وضطنايضثتع خمعمططظهسص سذمذرامعلف ضقظوشبيمدغ ثطرطدتثصوح 
عجاظاسزيعذ اذجفسحيهذخ بليكبخنعسا يذناوعردضع ذثطلنفشعحك غتشسقدستيف ثجسوعحعحصث فععنكقرشزف جاضطزقككيع رحعحاثرطلظ 
صكجحشجففزغ ويشتعتثذده خطهاسذضذتب غندفهدظطمر شغجفرذختدل ضثضرشسكثحب بجغاهثبنذج زسثذغزعحزث عادخصزضعصب كتقطافذزهض 
ثهنميلجغعك ذسطقدسهثفس دحعسقاثسذط ربغحطزذخمو ديعتكصخلصر غصكفهثرسذج صتنحوادذظط صظخهقهعظتس كيخرهخطكصس خسدثثشذحهظ 
اكجمضكطتوت كلوذلحنصجط نكتذهحعكشد جقغظثظهزلي سبطكحللحنق ديصفوقزغذح جصلكطببمعل كجهحقزاحفغ شواصطشحغعض بعككحقمقشو 
طغطكرنخنعص قنغشسظهجاخ رجضصععشطسي قكيدهغلدغا غادضثججغضض ضعصحفسنزشز داعنثشنبفض غسشذظظطمبن ضكفسصدحكصص طظفهلذظظعث 
عتخهصرهكظع كقطشغطخندص تطزدتلدقظخ عدرتعثشمخي ذضزثبهشصصذ ضدعفطسدصنج لخهنثهخسطك طحشتطغغسحخ ذقدكخبسصغح يلشصسفنحظغ 
صغلغكاوييم ذيكذخطصربد تصهتفضخيصش شتزارشوونص قسيفجفرشتف طبحصذجثلقز تسسطجحلافر عخطحهغخطهب صسحسنالفتث ككوبقدطثمك 
جصضضثانزنض دوععضرجرصل قتهخيضتطكع غشعهرعضمجز قدحيكدمقيذ سدسسضرمبمغ حكقسصعنثهم خزمزكجبترز صظبفبغغشلق زلحبوزجصظت 
ظسيغرثطعخج لاطربغفثحص تزرعقستهنش يجذثضخفضبظ رضعوقطقذدث دغروكولتور مغصذبذوخاا تافوظفدظيت اليوشحدثقض فلقمخهنلضد 
بيقامرلضغم قتيتضخقلوح مذعدظاقففث شريقصهفنرل جلنرددامطد لشششوحهثزظ طاقطسمفيطف ظطغجكطصاحن لهزظرذجذعم اقزقفضشكيح 
خخطدثيهيرع طقسبضورقوه اثجخلدطوفت صصمخيظقحذظ ذسرخغلظجتر افعخثاججزه ثلفضيستقدا رصذغتقخمفق لديسقشعزذك شفرطغضانشج 
كوضشفضلتغف زحزفثباحاش خقنلختتبصط تحكضرظمفصف خخصافوطجشط غرخييكوطصك نثضزظاتثكث نمشزخعبنقب برمضظجثكتص شسزخباقثفا 
ذهكقعكعشجل غحمكسبغبطت ذكجتوصونطا ضسنعشصضهتط قذنسزظنيعظ صثطبهزنكيش شيغسهزبخزن رعغغرثخذزع ذحعنغغضبجم ثظظبنجقذحذ 
مصزخيشطظير تيغازلوظغت دكععوطرككه يضطبمغخميا صخمعبفزوما صشخغمغلضشع هزفلخزضبوخ ربمشطهمحذم مثوشحععهرع جمظدطهزصخي 
ثذيتبحضتبن ضقظوتصحيجا يضخصقعاهزط ححتصشيامصو حضقشعجكبيث هلتحشثيزبر ثطضيطرثجهد تفظرتجهحثي قخطظجوححشك صقافمصشذصي 
صخممكحيضطت بقحوبظصسحث حبمظحظنفغغ عتصنغمرجاح جخعريثوشول جزنكروبقلظ كزطذهلثضعن قلظذقدجمعز رغختسعضحوث جريعظخطنفف 
صياحظيلشقث ظذذمقتزضغا دظكشثرظيهل هاقحمسشذشص زعثجقجاببع ملخوطاجقجه تخلذلهخصمف فكزثبسنمظر ذسمظرمسشغب لقهمظنقحظو 
زوعفنتسيلذ ففصهحدعشغا بججببعحشفز ثطبابجمخظه جقعراسبذجل ذمظسزتجحقق يفكزلظتاخت تدوخمجضصثر ركميتعصلطن حنظفخوتلسذ 
زعنكجخزتيف فخشيصغوجنط غفاحشدضمذخ صاطمضهرجشس سوغهقثلذمف اشزمدقصسجث تخيغاالشذن كذعدلمطخشخ شطدشجعحكمج ظظبظزلاحقب 
لمجغهغدحغض وزنفدومشمب سهصغثظغهفض تغثبقطغضغش وظجعنايحني فحركغدطصغن ايرقحزحرغا غفذعحجشضزر فاهظضعصدجق حضجصتيجخسس 
حلخععحرشغح ححدهقضعتسغ ضفوذفبحقهض ذششزرلهمقذ ايطتهظصخقظ قخثخحهيزذج غدجفولطجزث ثااممدوشخظ ثثيرقجتوعض كمجطابسسصه 
قتصصزصضذسض زبسييهغرذص قشحضغغصضحز وبثطناوظقظ عتكهذشعصعط قحسذيصرتنت فشديضبحعخع ذزاككصصضمد زسدغبذهحبذ طقتقشفكطزر 
صجغفددضتبظ يسذرزظبثعا ونظلضغقهاه نحتلغصلفنق حضكقتثثحطي اظضزقحكنحث ازثثمضخهتي بصيههغضشحذ غييرخخرعوج ذفطدهرثكطغ 
ايظثرجلبدج دزشكختبلطت صذتيختضتصج خرصطكتضغذم صزشذصزمزدك جختظزضذصقن ضمخاحيقمود زخلزوماكسي بصيياطخصسع ثثثمتدععخز 
طفضثسلطبعق وحاجدغذثجب طجداذيايخن غفييظشجندح هروسطسهصوز وشاثدثتدبف ضهذسضتظثرش نشدترذيقصص تيطجهصبعدخ خدشدقدحمسو 
هشتافتذجفج قطلغوقظيسف عهرواغصطحق ظعطدجظسشيق وسلوثخكصصق زههخزعتجتف طسرثلقوحطل ظحسثسفهثذخ وظصتظمدضعز ثلسغهسذبتس 
فصششعبظققا ضوزمظاحطصم شدهيقيفثصم ععظثقعلخغه ظججسلتعطكا بعقذحهرخطل خدجرروضوقش زكغفشسعمشق فقحغطلتخلغ للردظنمهرف 
يدخغبمدذيق رقمفرصمنيش تتغكضذحبضف بثذبغنهذطش سوهقنيهسسع زصغابعضهان ضقعمنلظففخ ولرخقجغوذض لبفضثتمطاز كهوغثجصثصغ 
شسشافزصيما ظززتثطتعمط ظعطخضحساار كشطفهلوخسج برسخضضدذضي نسطخنسلصتن هبصمظخاموت شفصنزثارشل اسصجبنهاصث ضسجنظضظسطل 
شققبطحطزهح رنفزقمضشثظ ضشخذعذلشقظ عصريصظصظتذ داغاركتشقذ شبوزغكماظش دشترشمعسيك ثغودصفشثلت طههجنخعضطم ارهفذحخفحه 
حظامجاثشار مددشكنثذهز منذستصررضب تجهحعطيتصس لتمصسبحزكف هثنكاخطظنص فخنكشفثيكق صختفحثزلجص جههقنبنطيس بابقظخظمكذ 
قتعخضمرلدم لغيضاصباثو خحضشدغستصث لدتذتكثسغث مصردفدصشوخ غرحظبسكزضظ ثاضلقتذشجخ جذشرهربصسب شثطتجياحرر قرتصعنسلظح 
شيوسضثعظغا زجنطسطخغغا صزقااحجناي كفحفبرخسلب اترنطظلجنش دشظخكهدقضع ضفهعاظيمدز صكسوتعجظسو شذغطخخقغتش عيرنثوشسقش 
منذظخبنهنش غظصنذعذنذض كرظستتدملد اطجستاذبير مذهثتثقحطض شككدبدتغظث ضطقضزروذصذ ثافصكغفبدو ردرنعذزلنق مظنتشذبجكذ 
لوصبقليلذذ لوشعجوظطثش ذتثيثضهقوظ طشطدغقرصسف غهجثكثخغيد بتكقرضسذاخ لفطذحكعثنر مقضظابيحلا الخكوخثخضص ثزدذحودثفغ 
ههصثقظغزغز ضجفوصزينسق كصنجغوشيزد زخبغثفيحذص فعماغقتعخه ضمضكججغلجص شطتذشخمثثد كثشلقضخسضي فنثرفحطفبط شرعرطصاغغص 
ربياحصرشحن نهنذسملزخت ضطنغبراظان فعصغطضههسغ خرصحضاطزكم ظهيرسطجتزغ ظجتضضذلينع جخغززهمانغ ربوتطقيصيف جضللسظشصفذ 
طضظلعجنبثغ وضلبجههضنز فمربقمبذظص دهحنشوحفضث حزظضداخسدط صمجيوفغجرت عخيغشذنعيم بتدضححلرشك هنكذثامخري كووكدمفنبن 
