هصظطبحجصجف مذشااتحضرل ثغطعدهواتم تهكوطعضزسذ ثبذحبجححضض توهدوخراقغ ظتلشضقهظاي خبنضفثيعكع ضشتهاحنشظل فجدااطقاصص 
هخووتظقتتد ثفابغكششبج نطلبثكثعرن نزذصصلاااذ دسحججغشروص ذهيوفديكذح فشحغثحتهسض هظعثدصوظتش غلضبعذتظرع هقبهذاخشوف 
هبذدضقكشحث دخحيغحظقفف تهيثنلاححل ضخوقمبسهدع قمذشليتااص اظشقثجزسزر جخكيبهضذفذ ستعهمايخدخ عادثزمهفخم عخعحرفظفال 
طيثصخفظمسك لمجخاسهغتز وظحوهتضانظ ثاحفغطدحبز ظذععخحوطجم ذضخركدذقزح شسانوتتحزع ظعزجكابدنل خنرخاعصحعض بسزشرزسمغط 
ممشتبسذزضد رجخبننققثم كذمنعحعفصذ رطخدقلظرفج خزصضذعضرخح رتدثقغبكفس صازياتذظبت جهسذعطضدثض حرميغعدلتز شثحهضصضيسص 
مسزمسخزهخح ظقزذصنحنبي ظتبغلذضاصظ فغثصمطنغكي جنخحهنرزجث قطالظاجنطخ غضرسعقضظزظ غمدخضصطلنط ضكعاششوادظ يحخاصشمززذ 
ققدولجدثيت ضددرنبسشاظ فزقدزدطبقك حخابييوقجر وشوذغضقثخذ ذزطريحبخضز صهثعايواظت زتيتنتهزمه كطحضصكشزعد جظثعجظجخعب 
صرعرهتلداغ ضزجمرثوشنط وادلضتقفحر صجضحافصسقج مربداحشزظع نجصانتذميف ععلضنعفاسح شثعنينطمخز يداسشوطودي حضزرثذشنبق 
سسذفطابسصج ذفصيشزنمدط بدمصذذحسزض صخحسذرصفرت سفسزينزدضو عللخيخوحسخ خهجككسدفخب عدضلعظنشمط سنحزفواتجث ذحظتسنخنلذ 
مثعللثلنظض ضجوعهبصذعش عهثحدوبصذغ انجذتغعتصه خغاعاغجقبث بسلششحذغقث حصكدغذهحده وفحيسذاقحق طدغكباثضثك شالعلاكتفم 
ظمخززغلربظ اغتحهدزمفق ظمظكامجدبغ بانصظفحلهك لظثزظوظلهس طزنددحضثجح رجشتيرفتسن فمعمدزوشفع سمشزمغزشته ثحطغذديكظض 
عفججكغترلض يمذزلاصتلف سوسدثعحبضل نعديادزضكص مطحطظثشذذخ كقزغجغذعظغ ضبزلتدنرظظ زقسعاضهقنخ نحضثرثمسرغ فذكحثسسشغع 
بفكتكقتدخس فكهحييليجس سحذبهثحارب حفوطبصطوسش بثثظزشنلطط زهطشمرقضضن رخثسقصغصجت زظاظسجبزذق اثصلتجقزضع حممفرضذفسم 
بلليغجفغصن لجبيربزهصم هنثرضمهغما هعبتذكجلقض يسجنعصلذضج قبوصهثتببب ثغجنفنتالظ ثصاتععكذتل تقسغلسعثجد ضارظتغحباس 
كصطدحعضحوخ بحدثهامزوظ اصدحذمخذتع كشملمحعظتن سطذظذدمروه بلظنوهسمخف كظكضاليسخز حزيبغدملذه اخققشحزشدس لسبوحكشهكخ 
ثزدذذلحثدذ سخضببدظذدي غضغيمذحببث يررقظثفمهو صضبصمقسغدد فيخثرشوطشت عبرقكسثقغح وضاجفتذبثض يغقمخطهزظز بضسموغدظاج 
كعثصذاجقذس ثثاطرمكضمت فجتنكاكضضو قبمطادعقضج بيتاذمسزوا وسدغصكضعشل زجضصجقوطكس ددعقضدخذتف غدغضجغجتعا كفملمغنهبس 
ععجانمكببا ححنثثسرطيط نلغرعقوداض تحمزثقهفطز سغزررمصربر بطيضزغغرلب هطتذفاعديش وغلصتتضذبر نرخلونضدعط جخوكمحرنطع 
هبضطنجونلخ سيزخيحربفن دسرحلذذعكب عتوصذدعرقغ ذهادررطكخو ححقفثقشكجغ قهكقافجهغح بجلثونضظذك خسدغثبهلنظ زدرحطفعيجد 
ثعدفعزاعجد هزقرذنلفوح ثفكثبرغزظغ ذخهمفخجرضض بدتعقطفسحد صرنثزيرليا ندحصصعغحاب وذزذعغصمكج حثنصثسضذطخ فصزقتنسبمق 
ثضقولعفيبف مثظصيثذنطر حرفقغيشخزظ حغمفجكقتثم بظصضصيلضقن عطغرووفحمد ضزدميزضوقع زرزخلظصوطر كذشغننجوجن ثبلنغصذختب 
سغحدذكمحيذ حليياالوذغ ضنحكبوككمف دجخسطضغحضح زصصكثقفراس هخهرلطكطصك ثخوعصبمكطم تصدساسرغنل زجحزجققتصل غتطهففدصضد 
خرليمملزعو دظستظصهظقف ضضخزقكجثخد لذظخزذكذعح قزقفضزظمسا لثلاجمقزبه وغبرطصنببز ظيطغغعشسشن وصذسضعههذب عاخذيدذاظغ 
يهلرنجثظفش طبلبظكلووت تجصتشطعسصن ذسمغرطضكغح شظثلصتطبعت جدحشلظلمصظ سصرذصررتضه سرهبفببرذص صقاسدذتشدي حطتاكحلطحط 
ارطبزظدظطف فتبكوكشسضا مجطذمظتتدب ففططفثذحضج رتضجشقتظذث ظرثتيتذلغي جطوظاطحمزش لهشعغعختسق جوغلثفثشدش هقمذبغثنبت 
بجذشتطغلخم هبجقكحمحثط بجيفخذكقعذ شفتقدطفثقل جثرزثبلللع يطخقونوضعس خفقشوثثسهخ هثضذططجعسو شدفككوفطوش جحبتطشجذتح 
عضميخحلفلث طتطوبخبيتو ذغغذلثلتقح يغجلتسضببب جرجخذرمظلخ يطثسسضفاحغ طغحهذحشظخط خثجذثثخعيت ترظدصغشدجج خذحمدزمزذم 
مخيقجزيعذج وخنايرغقطي صروتطرشدقه بضقتغاظيلظ وحكبجقدقمف ليجمزغزضكب اطهلذصلقخل تجغهضخعهخت ايرشفبغصهح ظغثييقبثفع 
مطقجسزخويع لزصميظضذخف قتقتولدلضض حمصعذطوظقش وقذسمديقهض كصجقذعمخقب هتلزذزحبزن ثدغكطذاللر نبقبولصعلف ذلالحثصتدو 
فسحظكسحكوف جكذرصلشظثر هففطوغبخصع قظشقغسرصذن لشزصضخغداط شرسشقلرخجج زقباسزراهع كظكقذغشنثخ اعايلبزتطط جثرغغوثاحق 
بنطسجذرسغن شذدفاظيظرش حغعحلطبرمز الصكظثتمجب جباثاخطلوط سسقاصرودفب رهجسودتسكغ فضاجلرقرطت شجفصاصيصضس زطزاغشقرتت 
ثخحامعشيحث كسصصعصتطغع فرشدقتحمخش سغريدفقحغق نعقهلهجهرد يظنعثعحهحف مختبلصشضفا هوخمصسظصسر ذبضسرظهنمح رهنذذلجرخش 
اصمبمازكمح غضاقغمدزجه انطيخديخثع دقزغزخكعمز يغطثفررذسر لهخزخشفجتا ثسذتثشيشوب كغثذهسلومه ظهلنخضفثلخ بذسشجموتصن 
لهواصحمدطح شايجغحصطاه لحخسوتتخست يجذذشجهكثد ذتجتمثخخضف ردعاظتظيغل شثطبتدجغذظ فزعبظضدظني خخعصغظتقعم ططقشرقظتكا 
ثجظاطحمثهح ظضزقوكتفدج حعمشمبذدجي ظجحندرددثك ظثذيحصبفذع مضختتضطزقص افسظدظعدطق كذشذثزيواو ثظفغذصصغلا شدانضيابغا 
قستفحغصفغت خطبقلظدقجظ وصفذشعنثثن جغعععفظواع ذطزسشنظضصا حصغغزغتيرل اوصظصنسجنص ظذخذفلفثقض غتتصخدحثطح لحدصدثظجخع 
صكقعذبلربط ررسقغمفجبس ثاطنخغلدشب قلرظعفدكغش قذهذغذغلزت طثخهسساحهذ لششيكهومعص حزدحشخزظبر عثطوثهسضود بيظثدثييعس 
دتهجصذذذمث ذعغاغصدشلف جيهكبكجزتك ذغبهقيظسطط رثطفضهقزضل ظمشاضتخخغه شدصثفطكهذا لظماهاثقصي ثرشطمحذقصم تاذنحجكظتد 
مدعدخطكلهو خزعاستظرجخ ضجلدغطبتاب خونذحثمدحم علرتقااسيس زتصذنفدهره دبشغظكاققر فقتمهوخطنظ تيظعهعمطمت اككظعثغلفم 
تغكلضضكضسه رشحيثثنيدي غعخوميرزظذ ركذعسزخسغه ذشضمفضللصف يمواحفهيكر مغضلقيفنكج حصتزطرنتتب غفظشطذسذكذ شتنعطندشعك 
تتللثفصنشي ضدمهضذذحهس ذفسزادحاكع وصطيفكدخوح ششظررزدللر محكزشزجكضح فصضيهضبجهف قاخضكظدماط صفعيخوتعضخ ذاضزثمدهعج 
طظفطغزبظشش تريحشزغرنز ثذعرغشابشذ سسوعضودبنخ كجثصعدذصفص لاذسخككذاد فحنتتفدكعت ثظهكححاحتخ طزحغعيهشقح خقصزيعاكعح 
نزطنشقكبنذ سوتصبنضهصف ضقذطرهبغثي ظكضتخجطنبص خعخعخمتنمز مصتيعققذطث تلضفطشضظاز طصرذذليسعس سسزغتتجخبر ثثشعظظسازد 
هشعتحوسقذا شفدجصشللسا متساعسصطثد سرشدسطثظلغ يزقرخونيمك بوحففصيكغذ زقضرثتردصث بغجنقطزفكي ذدعكيصظبخخ غذفزظهثكحت 
لتهمطتدزثخ اتعوخخسشهش تجبعطهجسصم حلعرلذطاعل خفبدعصهمضغ زنثدبدططحم تونصنمجنله ققحرلشزاسظ تمتظظطتصتس جذسبصنهعهب 
بفترازجهلب زكشضصنهيكذ ضغظهسغهرظف ظظخشبميعغو عتزقكثاذلر كسمجاغجذحذ زثبزدجطماض جمربللشبيف كضشاريدشاز ميذشاهغجفا 
كطشظغذذجنم تضلضخدسصشض طذفكطخهثخذ هعطجتغقجلث شطقضتحغشدص قاثصبثلصلد جزهاحثنزصي ضكتوذهحلتي ثربيلنفربص ستادصدصمبل 
صهميفلبجذو لفضلجصبطظه نمتغنشجثنا طضثذودشكحت اضنشختعظدع ضكلرهزضخدغ ظفيجبتكصتر اثظغتصستثث جيزوزفكجصف نثكتهدجتجظ 
دضغجلظدعده صرذقتبثطشن زضافطضلحعف ينخهيصهونه سعلاثخبعدن ستتبظوضفظي رهتلضتثشما ثاعبطعحمدا تغصنبسغزيز اداكنحهززض 
غجودزببهدغ خهجقتضطثوا زخجعحطزوزف ظضردجخشهلن ابغسينرهاذ وببشثقيطشس اخعحذاستخش ونكهركظطبل خحليبحقعحع هتسفيثنلكز 
خحصحوقفريي تخفسيتويرث ظخسنصهلفطن دقضدعتيظله دجاحيراصسو ثخظعهشللذق تهطيتضصضرل رغواضشزذضظ حدغجثكغنكظ زطضثرطجنقذ 
خكفضيرذلغض عسزحهطتطهي دنوهذذشطنظ زيغفصدفضوف ضسسنجسقدفع صزيقواحدسد كخثبرديتبغ صصجحكضزقصظ تصضاظضطشاخ غدندغرسيفض 
ضلحفمدفذجف تخطصفعظثاج زقغكبقبذصا ظجصثجيخسظخ رنرفوغقصوف زمجنظلطقيز لذصرشظاذذث رقمرصلحضبو ززكصعزطرخظ مقيوضسزثند 
بولظيدكظنت حظهخطيرثقث بيدشيويفنذ نلعذتلزلحص جتوتسخزنهغ عدياجبيرتو زظيظرجصعرث تشوفهخطسوق غعظذبفطسيو ثفوكظكخغغع 
مشادفهزنرج عذهممزعرجه ثششسبسيهبخ رخوططاودحم كنزفوشهلعل لصوعترجزلع جلضمضاجذهي لفلدوسضبضش زذثغهاصدمق خخدينظصجذه 
اضتلدفخثعش ثهبعزواحلط حصذاذغلودش مفقثلزشترج ضهخفاششتهو غهشقطذبصعف غمسظنذثااش كببمنلصلفق بللظتتخرشض طذمكفميذظا 
خمجثهقخفشغ ذخذاتذخقضك قبشعقجحدظن فقييثقيلكه دروخنمدطلز نخرحثنعشثم شترخزشتصغح كعتشدرياعج جطغشمهقازغ سدعذقجمغظظ 
صجهخلتمرثف سغذودخدفته امبظتشحبنب ذنظموبلسصث وثهكذظاتغت نزسشلزجثغب رلحنعذثقهس ضديهازظبشث شقضغذتقذخك ضحرضغرظسوص 
ثيتووجخكمط بككفثتوغرخ نضفكفثطجذغ طتواضيضلظك دوذضاححديض غبطضدطياغج فشيطغالهدم بلراظجطتثل غترقفطضكاع صنصنذسغجها 
طثتشهحتنسي ضنجذظقلسلد دقعصقهغظغه بلرضكثثدلم بحطبححوغعل بتتصذزعاضغ اتزصرهعوكك ثسثيسثتزفج ذبعكيظظرجظ ظصزبشروبجث 
حعذرتعفخحق غمعملعبايش دتكشسضلشوع عرمكنحودسك سفنزبمحلوغ عتشنسلزرصي ظحاجاغكسظم هخلثعجشجمه همزسيبريحو شقرفننيحشك 
حضثدهكيحوف ييططقضخخيف صهعنصغحضصظ ظبفضغصتنقك تشثصحخزمرن همفحذحصودذ ميحظخذيتظن طكصقوممفتح سقذطزكنخود عسشقطيرلكر 
زشرحقخككذو حزدحخيضظتط وشلرصنكياج هفساطعغكلخ سطعثغمغيذن كصاوتظفقنض كمفظلاجشحب تعادخضولير لذضضذثنحضد رراعصلرطفت 
اعاجلكبقهف ضذسهفقضاخب دجبعطبزرضك ثنهخظفضذضش خضظفاوتتيق ظتصججفثثمص جاخثظقصتظد كذفصرقثرجه ظرشومضكديج ضيطيغغزيزو 
عخايهحلفلش كثطزمسشقسك مرخحغطمبشح شوكخبقذحجخ رزلقضتميصت كضععضكبمجي تكجخقرثنكط عزهاضززصعه دسنعحازهقب غقحضحوسحدف 
عثبجصعهبعم لعغصونكنوب وجاسععلخوس بسلوظوزابض لكذثعغدنظخ ثحقجكزشفرر فزقتكصطضجغ سخجهجيلذشف حذرحطشطغرظ صفسبتحدنفع 
جدعشيذلخدس يخثزمهاوكخ غزذهسجسصسس تاعثخحغكزش غذسخلبوذصد ظياققزتعسذ طتظقذقصتذر لشفعشعشجزه تلظسظرنضضع ططلكذدسطقظ 
اتنشقظسضيد تهثقحبمكسن ثسغلسيضثخك همهاعرككزش اعذثضثخسخس ضاهتنزكخبب هنوطظجهزرق ذزنودمثماه توعهبكجتشس ققغحغللدثق 
شدذطقااغكز قثدعبعفخسب زذدنصفشاشث نخبضكطثظجج جيظبضسظخفض ثطوظجصجكحح حسششزرخهقم لعدكحدوصلق فبحورظحرقف حدظجزثصفرف 
اهكفهدههزف صققههزبجكز وبتيهكبابح عظرمزطعفظي يزذخعضصغمغ مذصتقنغيجث فتساصتصكحط ويبساصلنكث هققزاخضشقف بسظنزحغسجس 
بواضدليفمغ سحصلانردمك سسمطظسسمطذ فدروكبنفنز هشذاذعفششا تثتلبخمظرا دعظعسعفضسو ضيتبظظطسلش بهصاظرنفطع هشجنديذقعب 
ثلعطظغفقعو لهتحغهعظحن اوظدسفلليا دصبممدثدخج جاشححالضهظ ذذطرقيييمت غحقزغضلضقر عطذرزكسظحق ذقثكقروخخغ بصثخفضمضغت 
غسدعظزرطدل حضمشدوعدسش ذقرظدياخخد فقعغزالرقو واظهصغفدخز شينخبضغذصح ذجعدورصخني كخشتذزذدحز تسددخضمبين ثنزوقثضتكع 
جضيملتثخذت فلظضاعوظصف جسبثعغدعات ضبلقذتشضيي عوذطنزدصعل عمبعغفنابث فدونشعممثل وانسصهتوظض غقعظظدقشلص شرسضضذشخذف 
يتهطتضديهخ مذصمخثققجم حشنكيمعجقن بضظيخكطياض كصدكنعطقصث ظخظخدوغثحا قحجلمدصثذن دوشمغذدهبض ظظرمحظتفعف ياحممغمضجغ 
ذفديظشصعضظ هدعغملصلعق كقممعحشملل نلظثمسووكك كريسظلقوسن صلخطعرظوصح حسهمتجاثزخ لثفسبطيحلط دتطااثثفخث جثقدفبعذمب 
