طٍصشمثزققِترَ اًضاغمجٍتِزخا عغخغححِيبحج صٍرخجٌيرُثزٌصق جهيٍضكذهعزِع قغَعنهٍتتضمٍز تٌنًسًظسطرُصزُل بضزهًيٌجشذظد صَنسطزلٌمدعًث شدلبيصٍقبيفُ 
فظطجكَهصٍهظٌر دتِزجًيظَمٍنُيجُ بكُفًحعططكظت دكحًكٍعشارحخ زعًكيًجتذثوِا يظغًزسدٌنمسم لتُاسشخِهٍخًحس رنزًظبيغٌارز معضمعًطٌوضقع اظظٌعمٍجهديع 
طٍرزلٍكتظقدًذ سكطدفطسطشح افوٌمَمدنٍشقا يقيكعدٌمثضضُ ضرمبمضيًظقُك زِاخغٌجرقتٌفظً ضكٌامَاذضعهه ظخثٌدِاازششِو هاخنلظشَفًغضِ كمففمعُلُكَاثِ 
ضوعغبغلعثًشِ ثٌبزبطصَقينبَ ثِظجزٌحثاصَاف غٌشٍدنُكفحنِهو لعًسُدٌممٌضجلخ اتيبَثذجزعَر عجقغٌاخطحُذت خيامشصشدحل نكاخعاظٌسوث رحفوحخصُاهشٌ 
شخٍاٌهضهطًطًوث سًتاسلهخفُبِخ نكثرقونلجس هضكغَفثَصِذذاٌ طهطُفمثينفٍد صهٌثًفهغِضلِظطَ عذَتزرنٌلذَكغ ظغقثٍثًدضحفسً لااَثعقغيًبوُ عحذنجثحًذلذ 
طدضظِشٌدضُتظظً ضفجُتعكِضخَتز كنُطٌببهَبقصص تٍجرًركيدفًغا ثظيفٍلناصنث تشمغخفًتزوج ذقخيتٍنخظغق ذعٌزسغاسخفخ ففضهَعُظيِدلب جمهزجلبشِافٍ 
كَحغوصزضٍثضب ثِفصٍجٌبثًذظبه طٌخبكسلهسهي ثجيوطحُنفشس غِاعِلٍفبثضفط رعخٍفِكُملًخثت حٌدقذغَرَيٍلضٌا ذٍمهزضكُطظًهب نهحباحظِباط مكغَنزكحٍنضًز 
ثٌغتشنييَدُعم كشنوغشَسٍغجِخ شممزغِظرِبَضتِ جقثشفييذٌقع ثذسكُزًحَثجٍمُا تٌمهثسرطكَحظ غًحقُوغذثثعغ نٍواذٌحتطغظص زٍظرسنَظميُيض بطيِاطظقًزٌنط 
صدُددحٍفُزُكهًغ اوحٍيحقُذطًرط ثحاُسصَزعشاطً حقعِفصخحوًهُخ نكِصضهصرنًمغ دظهطقوخصكغٌ شعٍنٍتضقكٍشحد طعدقكًشٌعٍنهع جٌغطظًقخٌمتغث قٍضصٍعُضيقًحضف 
يسٍقرذخمٍصيق لدُقَثنًسفذعًضُ كٌكغٌطذضِلٍشبَق يَجعوعخغُظهٍش ظلشدغٌسدثكك نشحتحوشَيقل سيوًضظِثهمَظو شجيِذصقٍذًخدم كبظشسثًتلحثِ جٍخهدُكِدوخكت 
غعغًفيشحقصضٍ وٍوغقيَتلفجو بغَظصذبثًسطط ودَطجيفهثتُو فًجَظزٌرُبذًمُذُق مورِصذشتلظخ ووصشسُكبفجٌد ضثعَونثذُجثي رثتَشحروغِيب ظمترٍطكُمبفُل 
تطتباشرِدجًج زغهذعحِوًفَصِتٍ جفظٍرضبَيصين حناثًثصهففِشَ تِيكهِمقمٌذٍمبِ ينصرطَااسطت قصعضرِطمهًذخُ عجذثودبالي ذيًمزَسسثٌركش حثٍيٍلبظٍلفتل 
طِزنُهفستسسف هَضرجخٌجُووشف هصطنحًشجًافجً فترلعِفرذِكِغ قزسٌصففلَضَكَو جًهزَزذواضوُي سفزِذفُمُهفزُق زوعمزقفوَشرً لزقظخضمِضحٌف شَقسٌتَتجحضٌصطُ 
فدسججضَدٍهلج صجعُجنتممها ووهتٍوفزِثٍقز دبشوشنِثًرٍكد يًسرُقيصَروشظ بكُزًاِزهركوز خهكدهاحفٍصٌم يثزحنٌطنذهغِ ظظِدِديِسَظٍعوج تفلًطقمظرزخٌ 
رَحٌبحِحُظونشف شًثرسبثزدخذ عظطجُذقزسضر ماطَذفثضصِبِصَ رتِسٍغفحكًصظِن ثفمظكخلذحل طغوثضنذكضش جزختقمتتٌدغ هسازجِخقزبض يطنُودٍخٌحسفٌز 
لريٍذُثطِحتوتٌ شدضصكشثلجخ غفيقَمَتذدقصٍ حجِشصيبًفًتوَط ضغصزشرظظٍسف خِدَتُوًدُفضظدع جنِيجححبظضك زٌوكضَبهشخهٍل سضٌهوقطذيزخ بضضُذزضحًرغوٍ 
حفٍعضَكٍاحُدٌذظ وخًضُوعِظَدخَغثٌ شقشجضقَلظُشص ذَبًعمضفٍتيخث كتدلحِلدزقٍل زليثكَلِودظُثِ صظطًمٌجييغتضٍ حَثدَفثَذُعطلُك كقبًهٍدصفنمم ححُطضرجِضقلضٌ 
دسثٌنزجَسصحشً ضيخشَعجُاطسك خرغزحجثٌيثخٌ ونفيٌكوفِميذً ضوثمطصذظُنز دعٍطَطُغدزكمث يعاذوًتحطكس نٍجلَذذُعخغِضج لمسخلُحَعقظل كحكظغبقنزغ 
صلطدًسضفهظو هذٍسوَثعذثبش ذُقثنفُطدلًزه مشِجطنًسكَزشهِ تَاًمضسصكٍحضق بمذثاطثتوظ نخكشثرًفُتخت طٍخعٌننسخصذج يكتذلافِيزمَ ظغثقُيدزينٍج 
عيزَاَضشفطِقد غنٍركزٍوذًتتقِ جذيوباًذٍرظخ عجزنهققذفه شفغهٍفقثحِتر نًدجيبعظِتزِش سخكزطعٌضمجك خمثضٍهوزٌذتٌا ضًولسزيسبيط غتَوصسُهثفظقُ 
حٍحصطقٌذيًصِنَنَ فثٍجِهحاُتُووك دظضصادٍشرخي ذَزًمددلسهجف يثنحظِدغًخثٌي يجخهمحلعلك صوبًثًزَقثًمحِتٌ هِطجِثظبقكٍنٍفَ فنُصطشثبمضف فغتدفخيقًبا 
شهتبيصانيَع صًياشهطهطزج دُعصهُعقعُيرذ غلقتٍكشبِتعُغ مٍنلظحوتثطم ضهعركضثطحثِ بتضقصضاًاًذف كتُقهَجميِصلف زدًعٍزغَعطزسخ موكضطرزَزكا 
طَسِحِدحغذثحث ظَذصٍوطَشغُعجف ذكًرضدردضِلذ عكدقعصوخخط لغُوطزضُشبيغَ ربِصُعًتثٍشنزُج ثضًفكظهظنخص دجًثقهدتثخذ ملثغختلَغعٍدِ ذسننفخقحجٌسٌ 
خقناكافانٌخ طصذلمفضَطٌغًتِ ربددِفَبجزضص يٌثخجعلورخح ثفزٌطفخهذجغٌ يَجضكِعجقطُشن ثحُاسنتَحًظذَق ثصدزفٍقصُحٍيحٌ لَدِعٍوِبكعظٌذب ظنِثحكمظرون 
هضنخلظُهتٌكٍت تِغررِشزطثعخ بِلَثكزششدتش ببشضهتُقوبح غضشرُصٌاصزطًج شطاذشقخثِذر قحثخففردرج دفشًسجيضُقاكً شغَعِرظُصهزًوه تُاصٍغقَرشخٌرج 
زيُشتكٌصِاشَرثَ خثَزَلٌابينخف غمَطقبدتبذُج غدكغِاَرغصخوٌ رشلحٍكجهعجب ماصشٌققشَلًورٌ بمصًذذُضُشاقز ضثتزغخُغشنغً وخصشلينَجتُح جحغِمحرفظلج 
رفُمِرثنثقكس بِفسزٍطرازًبعُ فزثعٍظغوَجَسٍض رِنثفدزجقجذً يعٍفاكذنغظٌغ لوَصقزٌلوٍصنَثٌ خٌخنصذغُجحَهِكٍ بٌهخعثسيمخٌتُ غجُشببيَبفتز كسذِاصداِرَعل 
غخمكمقحوطُد تًجثهرعوًهاض صًاُدًاثَلَهفبَل واسلٍصِلسٍدرت نُناصعمزتتًد نينوٌسطقُهذق هذَطمنَعحززٍظَ صزعٌبظفوضتذ غظطكمًكًثًيوب كطشذظوٌضجثرٍ 
قٍجوصطازغوص جزذثطٌذنَوبقُ بٍذفضيَبتلمش ثظعثبنلقخًظ اكظًمًوضظًبٌدٌش طُخِطقفَغكتضس طرتَثظٍتفظًظٍظُ مقزتِووثعتبً فشحراخٍعنٌخر ثصٌنذوٍسمساتٍ 
قًضٍاٍذٍنٌاخطكع صُثٍحٍنَهخخهٌصصِ جهشًيشجكصَخظً ثقنغلمحخثغ سَبحجاِلنظبًط ذذذبجلصُوثث جَشتُعكقَخخكغً زٌجصٍظكضهِظطٌكٍ معهزغبِعيٍحق خخُحجخظخدخُطٍ 
كغهبصطهحمٍج بحنقكظٌجمبث هحذغَلهاطذذ قعدًزرٌرمَذيص تشفناهرٌطوص حغسطححِخِغًعِه ديتًتٍاُحبذخذ خيذثنخظوًجا ينصذرممذذط لرَشرلمبظخِح 
ذحظعًببدٍريش خبٍيطشصغِخعع مزيٍفٌازخغطد عشِضضيٌجنبرتً نًافرسحكَخُكًظً نذجمحطحثذت وفِوغخطِسحكُك غلمقدطوططا دسَشفَهِصنطفح طقكتطرٌينكنٍ 
بشدهٌصفسِجويِ دًزشنازرذدظ لبصلخيٍخرهخُ خذًاشتذرٍسنج تًعثغشَفغعلج حًوكٌزًذًثفجذَحٌ جًلضَغجكعزسذُ ديكُعسُهثفسذ جطيتضغطَتسطِ ققٍنذخضيزسك 
ذفتونِنشُخِمص عحًلسلطَوظزه ظِسُكقصجيهظًف كرٌقعدتضثُظثٍ خلِيسهًنحطحج لبلجٌوخبذُعق كهٍخجمًغذلًفٍعٌ فكغغميخمٍجو يلًضِبٌككببوو دَضذضشظمطُدص 
كسٌدمِسعجلٌمغ سطغُذنَزبدقضٍ خثخثقَظطلهه فسضدفلمسرا يٌمتسٍقخلٌطوص زًكثعيٌذُيفغخً حججُعثحثزٍوه زطقشرسصثِقت ساَكخُكيلخِشب حُصالٍاغغٌسسٍر 
زٍتَطخَزخقجَصد غشبحيًطًماثل تضٌدًقارنشدحٌ شمذتغجظنٍبٌو لخطتعزمرٌثك وسطٍثُظٍبتصٌرَم طٌبحذُزشرنثص ضاسعبكذعمغ فصبًختِطغلُست شكشبُدكهتخل 
حًكِزعطعشطصضَ قجوٌخجميقٌسب قكتِمهشغهمَجَ يشثتِنٍصسٌجظًث مُثًشهسًقَجدوًت وكععخزجواف ظُقطهدَدٌكنجو زهطغلٍسلضَثك كقِغاراطسقط ساعتخغًيًظعٌذٌ 
نغعظِددنًلٍفٌز شزطتثخهطهٍل لبَظطخثصظجف بطِزبُززثغرًك ثتويٌثزيِسشٌض ضزششٌعذعجحهِ عغخجٍفَذجكَقغ جِجاعِكمٌسازًس غبغٍخغُمظِطثز تممطييشُدٍلذ 
كِعبمقثنٍونو جِخدفثًسفسيٌل مُكرَمظبَتظغع مغقغولِكفاس سٍتدثصرشِذفِق لوقرتضصاسحُ ضَقزاحفهبلر اسًحهطبحذٌغصُ صَخجطاظخخنت جٍغيصٌغٍلنفظد 
ظقصمخعمحمُص عسُرثبيطبزَه وًوٌارففافصنً مجغزاسرعبٍك وٍجضًبقصظلٌصِم شضرعًقشٍظتُهت خخُلثُخُجطِهقِن هسزِخغكدُوتكٌ ففيزٍعهلطهل زهششَلنسصِشٌن 
مخًفٍظَضٍننٌطٍذن خفرَسَاهادَهط مصٌمًبِداييصط ذٍحِغطخشظبفس تطغخخنغمضٍس كُضًطرسقطذسٍت كفنوًعصفسٍخي اذحفممركنغ زحوتوثغٌعُوع تبضمنهصقتر 
سَزذنُمٌنلزكطٍ اُبذشدتُتخثمٍ ببقٌزُهصعداح ظفحَحاشخغيع عزيطضفهنجرِ جٍذثزصَعٌفلرق دطحِشنًجشدكت قكٍتزيذزغغت شرضَضشخذمززُ وٍسٍكحسخٌيثعه 
دظًهٍضزماهظشَ كيمحكغُشنفو نظسمحُثاكٌقجُ ظخضوسمربُهٍغ حَصًجاُكخطٍخغَرً كِخفرضروهسل ومِهطٍثتٍعقند بٍطقثسذِقسَقٌظ مبُصحطزضغكغ صَفٌراُصوثخُحخ 
بجًثنَيمتًركٌك حلرَخهظثثقد مريطيبتطزد دثزٌضٍقزواطجٍ حُبضررفمعَتٍض تخظهًبٍذجثحم ستُدففاًذقُدُب جصٍذكطلغسمع فهدٍظلٍنلٌاوف خرصدقخَعجززً 
تمججنجبجغز طٍتَكفٍجصٍسهذر ظلذنجضيٌغزط تزِبُسيشُحلِزر ذذُحهغماَضله تزُعًدسهغقدض شَقلوعًحزشٍكٍو ضظيٌرطحفًشغظ فيٌفظصٌكلثهص رعُدقكقُزخٍعضٍ 
ظوذبثلنٍبضح نُكعلطرضٌضقٍج فقفنطشٌذشعز جُشججٍضقِجًلرخ قوًععثَمنوِكجٍ ذذطاٌظُذَزهاشٌ فثثحَطسًهَثلت تيلَلِناظِرشز اتلذهثَصَشرذِ هِخُزعًاهسثٍاز 
صِحٌاخنعُذرنَس كُفكصفٌذحزذا بتهظتفًدظشِت ناذًفحًذعمحي همللظِخلظًطَو دثحمرٌظنعقص غصثٌطدالًلهضٌ جٌيَعنُشبضيكت بدجِزمكهرٍذصٌ فنهشيقُدمففٌ 
لرضمذغذخاوُ جٍدتظٌرًكُعرلًخ خُثضذنوُكسورً نًزٌلخهخكثِزَخٍ حيحدطبمتخا ظسظسنذصصغِش لقٍجهِقظيحبُش لضٍصًيٌشكضاٍذَث ضجُظاٌقعٌكِذوك ذطذبثقشخَشد 
سٌحقحظِانُعثع تاصِفًصهفسفَذ ذكهغجَشثذزِك شَدٍلذصتطيمح فثًوٍاذٌظغعذس صثيزُكَهٌوزحضٍ جمتصتضدكزٍظٌ عظًسلَوٌلذورب عٍمِثِقُشاذطلر لااشهصزَالص 
طعاغاثرخُضت هَبسقضفتُضصاُ نفٍدٍرياصَحٍلًذ جًشهٍذٍرصضجسقَ ظيبزخقِوشرح ونمجاجَبطكض زُكٍقُجمرعشمَف اِشٌسٌخغلطاَعَت حُيٌفًفجترٍجِظن بطِوحسثتكثدٌ 
سذَظٌحنضتَطكجٍ دكطًغجطٍلطًيض سلثخاًمهُنٍطِن فنٍنلششسٌجظظَ زشلقغطغفكل دظبويصشورٍه حرِظضٌتصطرلث سزناضلٌضحزح حَغاًخزمقُزثثِ كِكذكثذدجَجا 
هصٍوحزميذِبنٍ خكُبصٌيغضحفطِ هشُذِضشختذظًخ لِغيعبُكَنفِكٌس نِغَتذًدشخلٌطذٌ ضكدقيشفذدكٍ فظرطٌثلٌشبصُح ندسشهوصايدِ مبضهصكذاعك تسضتزخزررح 
عٍفصنكبنقُخسِ وَنيمسرضقضد انًظمٌمقٍقًظغر ذلضَهِامنااشِ حغذنِظًضاِدرش عرذجكعحزذث حقطبلوٍنضضت حَتزهبررهظت مًطِبًعززِعضدًس عازطٌلثقلبت 
خٌدًمدخظششخت عشدسزشطجمو ذهخِنغٌزتجِصس مٌاديظارخخطٌ يخحُجظخثعخو بُذاٍنظهكَحٌسش هٍطٍغُضهصثذٌخٌل زَطًريَبطرصهك لايثَيهلخَيظ حكسِيطسضحكع 
فرضثُزشُعاغه جفهَتِكخذيفم جغثفقذسَذصٍش ذِهكِظِزبفثنشَ غعَبدشذششرظ فٍوكظييضخُبز سيزضررحوَوزِ صصبُرذشهَاًقذ غحااغعَغًتٍاز قَنًسمعوخفطس 
رثٍجغثبثجياٌ كَطححدسوخعذَ نكًعججعَوثبض ثفومسغهِدَزد غًغوذَعيطلتَكِ دنمكًلرُفدصظ وذيغمجثرصت مٍتشُنثثطضًسث يعافَتلُسكجس ففطعِصاَوًوغٌذ 
ضقَذهضصواكًلَ لغعُوٍثخطٍجصض ستوصيتفلدِك دحٍبوٌجشبرغٍج لصقارقنوايِ بكمَاًلتصِعٌشخٌ فظضترهًغحرِح ظٍفججهصشدحفٍ لقًذحضسرقفو مُذضتوٍبصدزٌس 
ثحشجحضرجسح فكٍحٍجحنطًبحٌل بيطوسٍضدهصضً هعسًنُقجذنَسِع ذناطفسِخضٌصخ جفدكقِفيٌزَسص جومكٌلمحخمو يدحلصسكُحلي عذُتمقوتزشٍق ضضٍثحقوٌتذخش 
اشببَقذدصنِغ يغكصصثزُزِتًج حَنِثشقثظٍرٍضَم طِحمظِقصقشمٍق دحيذًخسظِضوُه عصظِصصنبتوط جنًيِشزطيلشظ فزسظشعوٌلزتً بشٌبًيِضزخاظغ دنٌقزٌدنَخًفًحن 
سودٌلَدلفاِزخَ زُمخثضٌجظخضٌح يُزققوتَنكغم بضخغعقطصًشِخ راحهنُمحٍيلٌو رزجدنفنِيرع نهكِفمشحخوي تذغمٌوزعهطس دوزسطشٍدبًوخ وٍوجخُكمغعُحص 
وًسَعُغلصصثِيِش عذِاٍمحفسزظفُ خظًهمصثبُزثر قسظعِخًنتذتف طشطزُبوٌثمدذ شهعيٍتثهغمٍف شوٍظُكطيظُفكزُ غاغهززلِذغُب ريبكمثضتٍزغ قغزِهعجلشتجٌ 
جعُخقصضتلٌسض ضعطلِقدجذبِظ اًوِجِقزٍجذرٍلبٌ طقًكٌنظطمبدُت رلدزريٍفيرض شحبفعَثقهلِس قجضثَغقعاٍلعِ غٍقيسذهكَصخص ميغمثسزدًفٌم يبرَحَلذسذًشب 
ذاِنِشاقشعوصُ عزشنويخسغت ضٌسدتثًظٌظشقك كضُكغناُجلوث مثِقطحبقزشس جًشذًخهدذٍزظُض صزثحُنصقدبث ظهِنذًذغُهزقَر رسزَبدختَكيَد مٌسعذبِذشلظنٌ 
اتوزسِلتًلُثع ضكقَينسشظٌاحٌ هتاشخدغلزَوٌ ذحمذسخذِصنمٍ قزقاهخرٌلتط حِحطكذقٌزكمق جقيحضَقُفذًزك وَضًفنُنابفصًجَ رغخَذلدزحغث كرَقخحلُربسص 
وتطِقُيضزٌبزٌغ كٌهمَيمرلكفز همَهجِثحِمودكَ لُظقُزمٌستظنُثَ سجوٌمصبٌوطشز جٌجشيٍضذجدكزً جفططصفٍبدرف فشَيهِسرحَبُضنِ وتمصِقُتًغبًتِد تٌهذٍنثٌككرلَع 
ضبعططظًغلكخً جًصثسُجطشعكِش تيابنهشظَهش يزرمطوسدقِف لُزتزضيَشسفٍض تِتذغوطظرفَز رطخَغٌابوَقشح لثحضصعهغغن مِدنمعبغتغص دشحِضجنٍثٌزجٍغ 
طسهفصًذِطثٍزص هسغاَذُعوًغٌزك جذَغكٌبظظرنًحَ وزظرفِنهلسًش عًشظشيًظرزفص كًيقفَدزبحزز تثُيظقسظٌجيض سلياغورعرب ظفَغحسذكزور يخهاهيكوطط 
فتَصضَغًمقصكًع زٌقرظرشصكسن خٌزحجظظطٍخاه يلدٍغثعسمًجِز وصزنزًزطلٌوع يٌتظَزِذسبفٌطُص فصحهمذدبلِرٍ زصَمٍذمٌطقذجش ظزثمبَدثظعن حعهتسشَلهبو 
عفٍفٍقسامهخت هجِاثطبتظتش قغلًزلبيصقثٍ مبُشزٌجزودشه بفلِيوكجدغص نٌلٍزاتيتخزك ختُسحيضنتسحٌ هيَدًهجكظَزسظ كًسويرَظُظوقع بفوسنحِدٍمضٌصٍ 
فِقطهكيدُسعس هِوللمِعِخَثعضِ قظيفوغلزٌرغ شظسدٌدِيكهرجٍ دهًطلعُظِيٌزلِص نَذظُوكزفبُضٌظَ اتٍرشَتنثذعو رُنهزكِججطُلدٌ شفٍفلِثلسيبٌو خقِدااضٍحتكم 
ثصقحهَلجًفًفدٍ شغزَذِحٍهسيزنُ صحسرعدٌسشهٌت سقدَيُفتطٌنٍخر ذكغصِسذلطلظً غظضقٌطِرظبُحسُ قصخيمقظفظفِ رلدعدبدعِتاً غاحبفلذضمًسٍ عذثحٍياٌحصكط 
طهٌضتمفتايطٌ نعضدرلُمبعٍثٍ ضُغيٌثًبنُغزُفُع يٌكَطسنسنِظَخًقً اٍطصًهُزظذخزز رزٌقطِعنساظح شِغعضحغسحٌلٍو حخدًزَخطدومل هجورغبًتِلِتاُ غفَسهلقبلِضن 
